,unnamed: 0,unnamed: 0,mth_day,musicians,musicians_norm,musicians_ravg
28,28,28,01-29,0.6189694349241647,0.2487538827716385,-0.4348208893870878
29,29,29,01-30,0.4926635108228837,-0.4722976698279989,0.0016738014844829285
30,30,30,01-31,0.5391048516915512,-0.20717470606812166,0.2668397146360761
31,31,31,02-01,0.7706096790258953,1.114433257861472,0.28918364051792816
32,32,32,02-02,0.8185753992739789,1.388258553884066,0.058484756497751374
33,33,33,02-03,0.516385990247197,-0.3368714755134869,0.08951616890092932
34,34,34,02-04,0.3765015922553741,-1.135439421349422,0.07417145154806737
35,35,35,02-05,0.5252779712365979,-0.28610919540893115,0.1030479500322928
36,36,36,02-06,0.5229773332221277,-0.2992430101852935,-0.248641180758576
37,37,37,02-07,0.8009592939407485,1.2876922487668243,-0.029987011669440105
38,38,38,02-08,0.4489450683987497,-0.7218762308611467,0.15992180082656884
39,39,39,02-09,0.7461946644189495,0.9750535390213284,0.08064929270064354
40,40,40,02-10,0.576098483524566,0.004013453626631599,0.15299869466013286
41,41,41,02-11,0.4419614259057752,-0.7617442441644829,-0.2696516544078625
42,42,42,02-12,0.5990175944743681,0.13485340157164252,0.01700079522840825
43,43,43,02-13,0.35674770281417256,-1.2482098456411477,-0.240863419681286
44,44,44,02-14,0.7502209126848102,0.9980384669564778,-0.21937942995819207
45,45,45,02-15,0.47517566856994203,-0.5721317504368373,-0.07954378361991421
46,46,46,02-16,0.5986784654876407,0.1329173919651949,-0.02310543208968435
47,47,47,02-17,0.5889306999004983,0.07726963386518458,0.06672519812539472
48,48,48,02-18,0.6583351130546523,0.4734835107530217,-0.13639152067048893
49,49,49,02-19,0.4511609862001604,-0.7092260643506733,-0.1137601325139092
50,50,50,02-20,0.5367423220727551,-0.2206618458188241,-0.04695991892935352
51,51,51,02-21,0.4989615827768178,-0.4363434214973588,-0.08379627312057968
52,52,52,02-22,0.6688864500058713,0.533718673472529,0.06232039182348133
53,53,53,02-23,0.550215162239948,-0.14374849128217235,0.08507474140602737
54,54,54,02-24,0.8119058278737427,1.3501835004173877,0.17013290188427468
55,55,55,02-25,0.4750761346329066,-0.572699966855397,0.21287050702558544
56,56,56,02-26,0.6261396711762413,0.28968711705065986,0.041561910551497085
57,57,57,02-27,0.5438794199976426,-0.1799177906494943,-0.19932639472042094
58,58,58,02-28,0.488838653094735,-0.4941329053720012,-0.21296025816980388
59,59,59,02-29,0.2970380913950162,-1.5890783229136805,-0.26761933349421896
60,60,60,03-01,0.7975764414449655,1.26838031972109,-0.5466896700639752
61,61,61,03-02,0.4176286609163769,-0.9006544188018876,-0.5514424632469934
62,62,62,03-03,0.3328327366918763,-1.3847349023678777,-0.4959368058528317
63,63,63,03-04,0.5388841660559868,-0.2084345497476041,-0.35474162011886445
64,64,64,03-05,0.5471758967334962,-0.16109896100703142,-0.6752203318260745
65,65,65,03-06,0.4454362608336687,-0.7419072085098768,-0.6693518107488169
66,66,66,03-07,0.4607487095772882,-0.6544919505221699,-0.5200325101985668
67,67,67,03-08,0.4237965609099224,-0.8654432923383416,-0.5725779821346314
68,68,68,03-09,0.4897694675607844,-0.4888190990663766,-0.5337321602224309
69,69,69,03-10,0.4836581198769477,-0.5237073813639918,-0.4561089377825258
70,70,70,03-11,0.5880034138485055,0.07197597046617228,-0.37569335382613706
71,71,71,03-12,0.5270193832052418,-0.2761678738704467,-0.01149994138280258
72,72,72,03-13,0.5452666440340118,-0.17199844678383752,-0.08789224354110088
73,73,73,03-14,0.8065690715112188,1.3197171823216651,-0.267012296762592
74,74,74,03-15,0.4094800600957487,-0.9471729120161664,-0.5385535322411724
75,75,75,03-16,0.2954003696594153,-1.5984277006929386,-0.5717008454912086
76,76,76,03-17,0.3026096728178765,-1.55727144240531,-0.6434099929642919
77,77,77,03-18,0.4921810805921266,-0.4750517533706634,-0.2615910951105729
78,78,78,03-19,0.4698992994486084,-0.6022533316223376,0.08213620671949523
79,79,79,03-20,1.2078662205891904,3.610630569443978,0.2861697186885969
80,80,80,03-21,0.770742394307178,1.1151908989642425,0.3908967666873699
81,81,81,03-22,0.509842523072512,-0.3742266288783285,0.47969180464394207
82,82,82,03-23,0.4126793053832101,-0.928909154412672,0.6579323574121584
83,83,83,03-24,0.5855059416310747,0.05771847436876895,0.12824294562137029
84,84,84,03-25,0.6572326820497241,0.4671899849869613,-0.3554490603205771
85,85,85,03-26,0.6511550361944689,0.43249409869924943,-0.2355269728152733
86,86,86,03-27,0.2623751445261751,-1.7869611366874416,0.11948244955798848
87,87,87,03-28,0.6358823605396315,0.34530589615349444,0.2488079121669111
88,88,88,03-29,0.7857993104301781,1.2011473798268983,0.2843224907360133
89,89,89,03-30,0.7214288614757426,0.8336712500223048,0.4016021501397778
90,90,90,03-31,0.6945590145350964,0.6802774564015742,0.9023521389669514
91,91,91,04-01,0.7744176437503612,1.1361720551218366,0.8264089376107355
92,92,92,04-02,0.7886705794738658,1.2175387962756001,0.7081490365193249
93,93,93,04-03,0.5560649644719817,-0.1103533119838014,0.6482968435966227
94,94,94,04-04,0.6615064547727098,0.4915879732784349,0.6497997849366027
95,95,95,04-05,0.6585233465288448,0.4745580924860914,0.4979103937817122
96,96,96,04-06,0.6961386274834226,0.6892951044414538,0.15904618890018105
97,97,97,04-07,0.6147797107190881,0.22483570819249304,0.10073872882251717
98,98,98,04-08,0.4325194300469187,-0.8156464330135864,0.326052055813314
99,99,99,04-09,0.4947829859458467,-0.4601980724497846,0.1824604375425156
100,100,100,04-10,0.8983139996033482,1.8434679352232155,0.3232349728144233
101,101,101,04-11,0.5076064920528779,-0.3869916171386992,0.5006089991446644
102,102,102,04-12,0.8440946872409365,1.5339423160729004,1.009088876670979
103,103,103,04-13,0.8012023615803266,1.2890798661739389,1.0418621775234551
104,104,104,04-14,0.9669390891100004,2.2352328321442987,0.674846733583616
105,105,105,04-15,0.5292281961538859,-0.26355826733492943,0.5939969597768732
106,106,106,04-16,0.512575493341488,-0.3586247284158164,0.22888042987553794
107,107,107,04-17,0.42263221782333227,-0.8720902599791565,0.17863522312318628
108,108,108,04-18,0.4603519669244003,-0.6567568633351109,0.02074472093504139
109,109,109,04-19,0.7483939271683745,0.9876086256598284,-0.09240326679092577
110,110,110,04-20,0.8009939021358699,1.287889819015429,-0.3198984759293168
111,111,111,04-21,0.4103080349110139,-0.9424461936907323,-0.28061908720681056
112,112,112,04-22,0.2734747590161034,-1.7235959832461625,-0.0908431040039613
113,113,113,04-23,0.4639154198871184,-0.6364139276441191,-0.2861822454370184
114,114,114,04-24,0.6598092526974823,0.4818990358819846,-0.5948384669822079
115,115,115,04-25,0.5430896821426173,-0.1844262229385137,-0.3269031309783664
116,116,116,04-26,0.47659177733921504,-0.5640475102557078,0.11458958090023907
117,117,117,04-27,0.6919119237703425,0.6651658223323169,0.28788612061567403
118,118,118,04-28,0.7374899442557384,0.9253602880254704,0.1921875681681736
119,119,119,04-29,0.6460525737152789,0.4033653106484908,0.012506677150200577
120,120,120,04-30,0.5592286987124784,-0.092292278803018,0.20615241485714744
121,121,121,05-01,0.3542424833407208,-1.262511569046352,0.15127365780902724
122,122,122,05-02,0.6801162307115314,0.5978269159859735,0.2661534048289475
123,123,123,05-03,0.6342335614049718,0.3358932800435957,0.2798212790313663
124,124,124,05-04,0.8582302094050936,1.6146387701449918,0.23291158651214466
125,125,125,05-05,0.6604177059342933,0.4853725558630035,0.4443739765541809
126,126,126,05-06,0.5099259376969669,-0.3737504339183477,0.5281548939049513
127,127,127,05-07,0.5764924943749945,0.006262771205866634,0.6051765717788254
128,128,128,05-08,0.7681711789317268,1.1005124200905956,0.1497924450643157
129,129,129,05-09,0.7151844517923542,0.7980233472868407,-0.17616041703627386
130,130,130,05-10,0.3796149475279645,-1.1176659901420665,-0.08933627593534628
131,131,131,05-11,0.31783656332965216,-1.4703446167405338,0.08284477442801455
132,132,132,05-12,0.6011793578152514,0.1471944126872179,0.2416251824768217
133,133,133,05-13,0.7574572528625093,1.0393490733860316,0.3369276460902831
134,134,134,05-14,0.9350516697549828,2.053194868383439,0.5459573591225225
135,135,135,05-15,0.8153487107202644,1.3698381289676091,0.6761432475195862
136,136,136,05-16,0.5993081800629376,0.13651228805137036,0.703449949169944
137,137,137,05-17,0.4546638030435435,-0.6892292863581521,0.6660546880293385
138,138,138,05-18,0.6298790936968671,0.31103462258936404,0.3627028956262341
139,139,139,05-19,0.7181542959656496,0.8149775065423993,0.1870633444763864
140,140,140,05-20,0.6162245762209776,0.23308411396481185,0.17492342980922704
141,141,141,05-21,0.6307490182011899,0.31600082206852315,0.2442406939605472
142,142,142,05-22,0.5865489552750452,0.06367280004841397,0.4164374680454153
143,143,143,05-23,0.5275172438820495,-0.2733257014502313,0.14554863898132656
144,144,144,05-24,0.8108603780416644,1.3442152670985723,0.2292308814719766
145,145,145,05-25,0.4334462434529209,-0.8103554678421329,0.41642038897368794
146,146,146,05-26,0.7041758157450492,0.7351775689087123,0.6355106152765206
147,147,147,05-27,0.8274878808400044,1.4391378670787909,0.535226053867214
148,148,148,05-28,0.8168159318453304,1.3782141578654106,0.1848183416392529
149,149,149,05-29,0.42211672856887705,-0.875033069906071,0.13176737744931466
150,150,150,05-30,0.4425768364923722,-0.7582310062691944,0.008873732926360879
151,151,151,05-31,0.37768891765021545,-1.1286612529817623,-0.3826690413065153
152,152,152,06-01,0.5750128291456871,-0.0021842982290103067,-0.5524734595693953
153,153,153,06-02,0.4159707979377059,-0.910118778318466,-0.3862622695164081
154,154,154,06-03,0.6383490478519575,0.35938764828813075,-0.057543893683711274
155,155,155,06-04,0.5968070780724121,0.12223407041185197,0.30227208689695273
156,156,156,06-05,0.7880645737749327,1.2140792487269867,0.655996011305413
157,157,157,06-06,0.7558606844521683,1.0302346305022216,0.8249495893149014
158,158,158,06-07,0.9467817573566992,2.120159248221751,1.0917146766953096
159,159,159,06-08,0.5935434365966386,0.10360268973846426,1.1584510965623538
160,160,160,06-09,0.9187229885894512,1.9599781725705807,0.9702703828560229
161,161,161,06-10,0.6669480144767059,0.5226525896141169,0.8845115187876255
162,162,162,06-11,0.5902839391696226,0.08499496648900096,0.5020556327863922
163,163,163,06-12,0.6657268858050464,0.5156814460918382,0.578638585667219
164,164,164,06-13,0.5448151245810091,-0.17457606778564794,0.42580938521428896
165,165,165,06-14,0.6740332207110501,0.5631004070234246,0.2364879491468276
166,166,166,06-15,0.7580973024791657,1.0430029698530006,0.3832884394852361
167,167,167,06-16,0.4679684642755877,-0.6132760267906513,0.32910361504083874
168,168,168,06-17,0.7445733643059897,0.9657979085194508,0.2279935884473317
169,169,169,06-18,0.6087778565792652,0.19057249942545484,0.16710662874459778
170,170,170,06-19,0.4385470334958024,-0.7812362273466901,0.18316650361394374
171,171,171,06-20,0.6100401510068537,0.19777864880702084,0.2998199341201596
172,172,172,06-21,0.7749764617765313,1.1393622190690762,0.28784045321948365
173,173,173,06-22,0.5905728962601051,0.08664455624664369,0.17312692464069646
174,174,174,06-23,0.7319827577123973,0.8939210231153958,0.5610869111330266
175,175,175,06-24,0.4882122894004029,-0.4977086720472686,0.5385864407575703
176,176,176,06-25,0.8462985549915948,1.5465236916072909,0.4153568575030343
177,177,177,06-26,0.5863918332694661,0.06277582655428353,0.8147231045285911
178,178,178,06-27,0.6454603987422244,0.3999847195418597,1.2734952295447004
179,179,179,06-28,1.0103125615050792,2.4828420383999847,1.6801461088192011
180,180,180,06-29,1.21415885449622,3.6465537732120494,1.239066149429451
181,181,181,06-30,0.9156082078324644,1.9421966035997384,1.0584984894954217
182,182,182,07-01,0.3827171785497523,-1.0999560647312112,1.2226688508134724
183,183,183,07-02,0.3966126275923081,-1.0206301330498928,0.5961628737352337
184,184,184,07-03,0.8180058079149113,1.3850068874501644,-0.003436094038915538
185,185,185,07-04,0.3518457755626836,-1.2761938240694466,-0.3678859285866377
186,186,186,07-05,0.5839717220352043,0.04895996656715484,-0.3351860417737577
187,187,187,07-06,0.5325661939142032,-0.2445024036865949,-0.060071540188540926
188,188,188,07-07,0.4170852295470827,-0.9037567438539312,-0.13915575513654624
189,189,189,07-08,0.6857619226553608,0.6300568764614078,-0.10190906267383476
190,190,190,07-09,0.7348871614201987,0.9105015977621326,-0.30708387489164624
191,191,191,07-10,0.3909925846438741,-1.0527136692931776,-0.4123909404909128
192,192,192,07-11,0.36833004565814814,-1.1820889067397142,-0.24249968435492264
193,193,193,07-12,0.4218869545148405,-0.8763447972821942,-0.3709355750197621
194,194,194,07-13,0.5956433813931129,0.1155907929620096,-0.6389623590077326
195,195,195,07-14,0.5507739557086951,-0.14055846752762904,-0.5027822931409011
196,196,196,07-15,0.4531871594152764,-0.6976591061656899,-0.04444500677813571
197,197,197,07-16,0.5341197910257506,-0.2356332740921885,-0.007371687227990069
198,198,198,07-17,0.8500491207678824,1.567934811436878,-0.13962485161347926
199,199,199,07-18,0.4608515461732394,-0.6539048799813203,-0.17360880637065734
200,200,200,07-19,0.4566434049048613,-0.6779281933509255,-0.26624745995871063
201,201,201,07-20,0.5150563308475099,-0.3444621960706976,-0.5451371572678702
202,202,202,07-21,0.35582260310787706,-1.2534910276940097,-1.1055777218310858
203,203,203,07-22,0.2410027110003883,-1.908971457947146,-1.2791240308412608
204,204,204,07-23,0.26101803285920744,-1.7947085759424162,-1.2923329833065582
205,205,205,07-24,0.2784518812266669,-1.6951827340423702,-1.0244387866234743
206,206,206,07-25,0.4427606060271039,-0.7571819081427081,-0.9202021950276986
207,207,207,07-26,0.7966169816894748,1.2629029840278039,-0.6071271990376923
208,208,208,07-27,0.4653767589449082,-0.628071478119353,-0.23334328701853024
209,209,209,07-28,0.5700490312443908,-0.030521482007108518,0.015540044945192084
210,210,210,07-29,0.6538702963476635,0.4479948961725561,-0.03927463717430155
211,211,211,07-30,0.5400318400277956,-0.2018827422600363,-0.2803676695300085
212,212,212,07-31,0.3851495873325932,-1.08607000085967,-0.2080970391534112
213,213,213,08-01,0.5432247397371793,-0.18365521010643773,-0.3142733200163033
214,214,214,08-02,0.5413342301314379,-0.1944476958597688,-0.1237550539158856
215,215,215,08-03,0.4584562341107494,-0.6675791671844613,0.05943877445668716
216,216,216,08-04,0.8541077321140484,1.5911044927750615,0.1235887037732682
217,217,217,08-05,0.7325711864766912,0.8972802279754003,-0.11529890582058905
218,218,218,08-06,0.4525720849957654,-0.7011704249601839,-0.07971130928975073
219,219,219,08-07,0.292150428803534,-1.6169808676695812,0.3033904211967992
220,220,220,08-08,0.5787373055439962,0.019077883325261176,0.07187842094560902
221,221,221,08-09,0.8611016587224701,1.6310312157348383,0.024394494521725724
222,222,222,08-10,0.6107852926005001,0.2020324912679211,0.2100029887521709
223,223,223,08-11,0.6826648973745921,0.6123766694321006,0.39132773588139785
224,224,224,08-12,0.6476492799644358,0.4124805404224871,0.004643292183810876
225,225,225,08-13,0.4827253440035679,-0.5290323848942194,-0.2547206347454573
226,226,226,08-14,0.17232639785735446,-2.301028778860261,-0.2825931653347899
227,227,227,08-15,0.5885064439872943,0.0748476541592289,-0.3938924284703665
228,228,228,08-16,0.5814908623720284,0.03479730773192561,-0.6082384028475021
229,229,229,08-17,0.5656877722457636,-0.055418909381359134,-0.5134050256536293
230,230,230,08-18,0.4223685803516085,-0.8735953058403263,-0.0484277384359327
231,231,231,08-19,0.5823965863628632,0.039967878269016745,-0.12093417137297127
232,232,232,08-20,0.6610242092945401,0.488834944445919,-0.2475686508448728
233,233,233,08-21,0.5123011409208282,-0.3601909434630026,0.012043573111074709
234,234,234,08-22,0.44839620447870376,-0.7250095690994834,-0.2422354330187084
235,235,235,08-23,0.8385439507244603,1.5022544343543258,-0.14332821398910026
236,236,236,08-24,0.15511769045627455,-2.399269342619025,0.1905851006921709
237,237,237,08-25,0.6863494950400513,0.6334111924466658,0.22496788662985887
238,238,238,08-26,1.0119719019676952,2.4923148325335465,0.2652171552181797
239,239,239,08-27,0.5484379430846605,-0.15389422783687506,-0.04888594360390064
240,240,240,08-28,0.490698764220403,-0.4835139575695586,0.5047226907867143
241,241,241,08-29,0.5084170796282357,-0.3823641585781566,0.16142801111589358
242,242,242,08-30,0.7369683215662531,0.9223824637246644,-0.22564600349977906
243,243,243,08-31,0.3255418529355603,-1.4263568855782582,-0.1313341568206408
244,244,244,09-01,0.605151549647301,0.16987074483951065,-0.1675311356213155
245,245,245,09-02,0.6475610493776256,0.41197685223795466,-0.3024977083045557
246,246,246,09-03,0.4526552192843124,-0.7006958303736068,-0.7742066935745859
247,247,247,09-04,0.3665652720224232,-1.1921635946775977,-0.4207192449130342
248,248,248,09-05,0.24119539872929005,-1.9078714478955177,-0.4508565754111872
249,249,249,09-06,0.6970622417379839,0.6945678063910525,-0.644217802743
250,250,250,09-07,0.573476782165355,-0.01095323814940773,-0.4285338525391324
251,251,251,09-08,0.4443356204985081,-0.7481905117529218,-0.2977864264305987
252,252,252,09-09,0.6793421507201871,0.5934078708495986,-0.08650274523258587
253,253,253,09-10,0.5039826959413903,-0.4076790380263955,-0.21733430503123188
254,254,254,09-11,0.4632575842001232,-0.6401693607074408,-0.1299247987116386
255,255,255,09-12,0.5595563921015543,-0.09042155240082372,-0.23702603781314785
256,256,256,09-13,0.6653454295412227,0.5135037997681521,-0.4520190139510815
257,257,257,09-14,0.3317706789627437,-1.3907979463619775,-0.5510073322384338
258,258,258,09-15,0.4533814429581661,-0.6965499859780034,-0.3791027446098827
259,259,259,09-16,0.39994455077876895,-1.001608947750509,-0.2962001169608474
260,260,260,09-17,0.6439317763800793,0.3912581650638652,-0.07253004871067205
261,261,261,09-18,0.6466882452226018,0.4069942134933882,0.07219747448701824
262,262,262,09-19,0.9004258858188439,1.8555242092692041,0.4918959960788492
263,263,263,09-20,0.4838813858418988,-0.5224328071758357,0.7416977310123375
264,264,264,09-21,0.8944906209841504,1.8216411435729825,0.9082749093159856
265,265,265,09-22,0.6624897643002469,0.4972014618504207,0.8112046489121725
266,266,266,09-23,0.8190067847949772,1.3907212348857538,0.3531936285476695
267,267,267,09-24,0.5446660064615692,-0.1754273489294897,0.4276615575574112
268,268,268,09-25,0.41904972096232057,-0.8925419129178139,-0.07712436451149578
269,269,269,09-26,0.5621482494710507,-0.07562523311738605,-0.22751739163397336
270,270,270,09-27,0.3639533621956789,-1.2070743888404591,-0.5658692568302252
271,271,271,09-28,0.5044245313725193,-0.4051567008844448,-0.5618181309009788
272,272,272,09-29,0.4633941117405142,-0.6393899562917568,-0.4119196010112141
273,273,273,09-30,0.5489237980352729,-0.15112059335401135,-0.5418707082957739
274,274,274,10-01,0.57659523019164,0.006849266420774085,-0.3444783515438603
275,275,275,10-02,0.4255677680806335,-0.855331876824745,-0.4745956481730979
276,276,276,10-03,0.5714155660300021,-0.02272024832897744,-0.062180130092424526
277,277,277,10-04,0.3676693825924019,-1.18586048065987,-0.08479399384199393
278,278,278,10-05,0.8968487484062327,1.835103152192284,-0.25819966200732297
279,279,279,10-06,0.5251563022320227,-0.2868037758514278,-0.17680105753849426
280,280,280,10-07,0.3943433807942661,-1.0335847425712,-0.19505630276259933
281,281,281,10-08,0.5111188712237286,-0.3669402500117726,-0.029593077014647418
282,282,282,10-09,0.5522290409383098,-0.13225171967360794,-0.3785872243099804
283,283,283,10-10,0.5415736108617341,-0.1930811261721586,-0.0003161362979464122
284,284,284,10-11,0.530050883916638,-0.2588617315797147,0.5703944549139687
285,285,285,10-12,0.9227246521778876,1.9828227522207764,0.4784677943783829
286,286,286,10-13,0.9941684143097318,2.3906788047002903,0.6085941282320042
287,287,287,10-14,0.4145026298471109,-0.9185002132252874,0.6375221705921296
288,288,288,10-15,0.6889936879711359,0.6485062834481197,0.4552470159874378
289,289,289,10-16,0.5719773991309374,-0.019512872011406786,0.248516484334508
290,290,290,10-17,0.3384770768008025,-1.3525126592078645,-0.5395620384223755
291,291,291,10-18,0.7054478923159971,0.7424395623031972,-0.5702500004944581
292,292,292,10-19,0.1658865607670121,-2.3377923318410105,-0.7330992568986291
293,293,293,10-20,0.38224914066738536,-1.1026279856577823,-0.7993628936962137
294,294,294,10-21,0.5178367790496229,-0.3285892549769069,-0.5625078586172735
295,295,295,10-22,0.5023333645274001,-0.4170946927969145,-0.4333213227715621
296,296,296,10-23,0.5874151227074684,0.06861755126577704,0.12961814016656256
297,297,297,10-24,0.8412247981358991,1.5175587773774657,0.29577981603512377
298,298,298,10-25,0.7575440267814422,1.0398444457877372,0.3846893104752547
299,299,299,10-26,0.5568874500514794,-0.10565793044641536,0.3786182655605213
300,300,300,10-27,0.6112819354977398,0.2048677116638792,0.3387335028640271
301,301,301,10-28,0.4959526090700308,-0.453520962285315,0.2488775451045584
302,302,302,10-29,0.5454956638966932,-0.17069102491318816,0.2987437580985467
303,303,303,10-30,0.7467848951367547,0.9784230308206532,0.7023637726192561
304,304,304,10-31,0.8099541333065231,1.339041723751667,0.3981159023347736
305,305,305,11-01,0.9810978860682532,2.316062156677841,0.4436826968825873
306,306,306,11-02,0.2915130512321333,-1.6206195100430152,0.580716830561244
307,307,307,11-03,0.5438439650177002,-0.1801201949984333,0.4846222014740753
308,308,308,11-04,0.6895205078233098,0.6515137771587525,0.1757353007978449
309,309,309,11-05,0.645788058911116,0.40185525629764096,-0.3909162567506017
310,310,310,11-06,0.4853095614278646,-0.5142796803057157,-0.09772696827098386
311,311,311,11-07,0.3855389552688073,-1.0838471886128385,0.3089820550415572
312,312,312,11-08,0.599659207088844,0.13851622083469156,0.04725505736774158
313,313,313,11-09,0.9713009936693776,2.260133944876813,-0.4276192821387832
314,314,314,11-10,0.4144416717739796,-0.9188482088841412,-0.44077685316301735
315,315,315,11-11,0.1466883032796859,-2.447390780741507,-0.2946069856981454
316,316,316,11-12,0.4714807651831093,-0.5932251064511207,-0.5154516626395328
317,317,317,11-13,0.5391655867018872,-0.2068279838236069,-0.996716623112157
318,318,318,11-14,0.3675482776827835,-1.1865518408136324,-1.086822420537243
319,319,319,11-15,0.4654846035577017,-0.6274558179589325,-0.7490286287476701
320,320,320,11-16,0.31973918369562004,-1.4594829934346565,-0.37213065975670495
321,321,321,11-17,0.5017144331631973,-0.4206280300040684,-0.3762444635714315
322,322,322,11-18,0.8676059473036066,1.6681627074946692,0.0875517725104296
323,323,323,11-19,0.5348419197697483,-0.2315108067119663,0.054656088423757465
324,324,324,11-20,0.8550047874023481,1.5962255756775343,0.1008308224470504
325,325,325,11-21,0.430910766811652,-0.8248299224789652,0.167532322374886
326,326,326,11-22,0.3682694927692169,-1.1824345892948989,-0.010225937424544066
327,327,327,11-23,0.5718186682095199,-0.020419030437054952,-0.1084681209470441
328,328,328,11-24,0.6807794615441148,0.601613148698089,-0.34601585819209363
329,329,329,11-25,0.4315879729683036,-0.8209639078469665,-0.2486450302676072
330,330,330,11-26,0.6053387015637081,0.1709391522072371,-0.06344998803206442
331,331,331,11-27,0.5332489063566157,-0.2406049549320468,-0.09439210157046556
332,332,332,11-28,0.5629121437491859,-0.07126433588164224,-0.2609516458707859
333,333,333,11-29,0.5392980621860736,-0.20607171166746172,-0.10443587041979986
334,334,334,11-30,0.5057229867201471,-0.3977441171038328,-0.23231725921657145
335,335,335,12-01,0.5960883023843503,0.1181307448589496,-0.37429601081651337
336,336,336,12-02,0.4709335240495846,-0.596349180573392,-0.4149939203326334
337,337,337,12-03,0.38402719793155377,-1.092477464531698,-0.4015052618036373
338,338,338,12-04,0.5201380559445815,-0.3154517929783626,-0.3863227359411525
339,339,339,12-05,0.5534748361566647,-0.1251397604934852,-0.4732086961087354
340,340,340,12-06,0.5216800396021969,-0.3066489619289237,-0.5718044999651615
341,341,341,12-07,0.5047699095385582,-0.4031850161465488,-0.41663530262982745
342,342,342,12-08,0.3673079171950148,-1.1879240037119485,-0.29554764128795624
343,343,343,12-09,0.5471122543952676,-0.16146228051969366,-0.15915156903487027
344,344,344,12-10,0.6474029282653545,0.4110741750728644,-0.04351672270578883
345,345,345,12-11,0.6968290683549003,0.6932366730250309,0.0544594629312228
346,346,346,12-12,0.6432139249776343,0.3871601160455649,0.2386682911354956
347,347,347,12-13,0.6077442887394799,0.18467209767552092,0.7252305103982984
348,348,348,12-14,0.5609140430544253,-0.08267103448631144,1.2573240665843903
349,349,349,12-15,1.058496139626688,2.7579110350571234,1.076955928601597
350,350,350,12-16,1.2066409029714784,3.6036355121894164,1.011302964595523
351,351,351,12-17,0.5072595631159859,-0.3889721548717286,0.8751882944539293
352,352,352,12-18,0.574211716254456,-0.0067576679908795964,0.8394116571219022
353,353,353,12-19,0.4646858142046842,-0.632015923174041,0.4660620330776529
354,354,354,12-20,0.5233122830429567,-0.2973308584784733,-0.22918841788942226
355,355,355,12-21,0.6661003190413753,0.5178132907916276,-0.12535234915333593
356,356,356,12-22,0.4759226869884876,-0.5678671936130346,-0.011842905862906506
357,357,357,12-23,0.6163927636712393,0.23404425754478936,0.12110396389014222
358,358,358,12-24,0.6935117724903533,0.6742989917516969,0.0655658727002648
359,359,359,12-25,0.6044148850040519,0.16566529534425134,-0.15708792276635372
360,360,360,12-26,0.4649409510187654,-0.6305594056177378,-0.182104755678128
361,361,361,12-27,0.4320879800649652,-0.8181094820080835,-0.062474026453722326
362,362,362,12-28,0.4496296360607121,-0.71796819108368,-0.09459520029750676
363,363,363,12-29,0.7421263793977851,0.9518286328912232,
364,364,364,12-30,0.6597519571407029,0.4815719486889905,
365,365,365,12-31,,,
