,unnamed: 0,unnamed: 0,mth_day,medieval,medieval_norm,medieval_ravg
324,324,324,11-20,2.0633542199258788,0.03453581654111038,0.21605036352083096
325,325,325,11-21,2.185982231258382,0.3193574307605721,0.4555310796981564
326,326,326,11-22,2.173224179687796,0.2897249772685503,0.1913720914269275
327,327,327,11-23,2.525270130166521,1.1074035386772871,0.4613084503906658
328,328,328,11-24,2.020295400116722,-0.065474633201691,0.5592995721935426
329,329,329,11-25,2.5144635101351764,1.0823035722981678,0.6240786633864941
330,330,330,11-26,2.3164906912121257,0.6224825473583717,0.5833690880152967
331,331,331,11-27,2.353323417439519,0.7080319779182803,0.17585926836375826
332,332,332,11-28,2.068060792766309,0.04546752504136596,0.2085519774632615
333,333,333,11-29,1.4725666212854054,-1.337655379231944,0.0372243017793296
334,334,334,11-30,2.1047491431291125,0.13068162139532855,-0.08876011491355264
335,335,335,12-01,2.071879708068408,0.054337518194576113,-0.2459044514244105
336,336,336,12-02,1.991040282114389,-0.1334239527989217,-0.3592708786362613
337,337,337,12-03,1.9473788574109263,-0.2348340411468667,0.04798539783235134
338,338,338,12-04,1.7752059216437446,-0.6347310382297388,-0.15543360794482544
339,339,339,12-05,2.5246151623953224,1.1058822795797318,-0.1702959047931365
340,340,340,12-06,1.5792651159273805,-1.0898324132677322,-0.18182894809065586
341,341,341,12-07,2.0334865423389825,-0.03483626289529008,-0.09312036582186553
342,342,342,12-08,1.9612474413976728,-0.2026222125840376,0.045383380632587865
343,343,343,12-09,2.1765361226323563,0.29741745246587503,-0.2228433732736448
344,344,344,12-10,2.132997005084286,0.1962914404969817,0.1802796840342928
345,345,345,12-11,1.8317159207173392,-0.5034782438576643,0.28834060150380936
346,346,346,12-12,2.620636480430516,1.3289059305798934,0.321856529524375
347,347,347,12-13,2.3126359063723343,0.6135292419218096,0.4446890682261036
348,348,348,12-14,2.047827772298229,-0.0015266444606438926,0.43321678727796176
349,349,349,12-15,2.4938444137715856,1.0344126846762467,0.5326355218926403
350,350,350,12-16,2.103361129268322,0.1274577548081306,0.26212940229535725
351,351,351,12-17,2.0885402859973854,0.09303416383040676,0.01400752820640124
352,352,352,12-18,1.9218490462592968,-0.2941307870038047,0.12507844548716202
353,353,353,12-19,1.6716727813439525,-0.8752020026119264,-0.18459615440142574
354,354,354,12-20,2.334752746170229,0.6648988592239208,-0.3495305181642028
355,355,355,12-21,1.6938746407908247,-0.8236349146552799,-0.4903777192886496
356,356,356,12-22,1.677292909325504,-0.8621484277685313,-0.4195985021883402
357,357,357,12-23,1.7246954516162771,-0.7520490429162734,-0.3969796592694106
358,358,358,12-24,2.104690113159396,0.13054451559805105,-0.5232114979255295
359,359,359,12-25,1.730103116416488,-0.7394889450983487,-0.4988174367899394
360,360,360,12-26,2.0086631819986445,-0.0924921727127924,-0.5236341699904762
361,361,361,12-27,1.7568908247327355,-0.6772705478417389,-0.5756724444207731
362,362,362,12-28,1.6131848538643845,-1.0110488269717524,-0.6686975053059685
363,363,363,12-29,1.5902670981210527,-1.0642786894980556,
364,364,364,12-30,1.8643822646480082,-0.4276058497131212,
365,365,365,12-31,,,
