,unnamed: 0,unnamed: 0,mth_day,independent film,independent film_norm,independent film_ravg
87,87,87,03-28,4.39595229328554,0.6012418146529843,0.5345048025668052
88,88,88,03-29,3.7885734625183636,-0.3738445704061898,0.6132590897113648
89,89,89,03-30,4.884728621745023,1.385923662418512,0.6135293900741813
90,90,90,03-31,4.5885149806985215,0.9103820830578586,0.4881380323874429
91,91,91,04-01,3.963169875748181,-0.093547370707076,0.5904732129317399
92,92,92,04-02,4.332062174809615,0.4986725753085653,0.9533413954291126
93,93,93,04-03,4.778418236351113,1.2152528979187671,0.6174564930719177
94,94,94,04-04,5.144751473728045,1.8033645245780463,0.5773435168219593
95,95,95,04-05,3.629397510212708,-0.6293857517246568,0.4886911605543518
96,96,96,04-06,4.438597355019772,0.6697042255581079,0.5577230358746545
97,97,97,04-07,3.6318419114593135,-0.6254615083127208,0.4890363912449898
98,98,98,04-08,4.590060852835459,0.912863827230382,0.18903175155737648
99,99,99,04-09,4.521709818243392,0.8031330301407782,0.1419894879854937
100,100,100,04-10,4.023518708691748,0.0033366864523666924,-0.08070930666254761
101,101,101,04-11,3.453582471774667,-0.9116393331559534,0.2023996162268596
102,102,102,04-12,3.606286276252867,-0.6664885423301399,0.07818615106516631
103,103,103,04-13,4.689928882208399,1.0731920290237222,-0.004939226534596793
104,104,104,04-14,4.125827342503735,0.1675830362602224,0.11475663576951975
105,105,105,04-15,4.211038299736484,0.30438076454219953,0.08158953017302961
106,106,106,04-16,4.4708681990009485,0.7215118602770659,0.16508320380190775
107,107,107,04-17,3.329624237145608,-1.1106419667348941,0.3118863406540189
108,108,108,04-18,3.9183342587221537,-0.1655265005568709,0.18847552163142425
109,109,109,04-19,5.238588687003713,1.9540108501363893,0.14140516887648166
110,110,110,04-20,3.664593629611223,-0.5728818778753461,0.10166927873066998
111,111,111,04-21,4.03511828121406,0.02195864801254396,0.4004736362116792
112,112,112,04-22,4.322359889176942,0.4830965194021962,0.5329762409459448
113,113,113,04-23,4.44637108576829,0.6821841781511611,0.16288039520276346
114,114,114,04-24,4.413547472875808,0.629489127848722,0.25178912514572044
115,115,115,04-25,3.855398117407309,-0.2665642243226985,0.12121714826457462
116,116,116,04-26,3.9968797609644215,-0.039429498217604116,0.07544146299192023
117,117,117,04-27,3.5471205661548977,-0.7614732132743308,-0.16973171444847054
118,118,118,04-28,4.151278541158015,0.2084424077662699,-0.1737983373088008
119,119,119,04-29,3.5300645915071835,-0.7888548864911835,0.021095813283267168
120,120,120,04-30,4.398348938617152,0.6050893906867406,0.18055228137670828
121,121,121,05-01,4.58379254352447,0.9028006792297092,0.4300493025905683
122,122,122,05-02,4.592829932966754,0.9173093103430424,0.2611366321600686
123,123,123,05-03,4.479586928192584,0.7355089140088296,0.3883923872261644
124,124,124,05-04,3.5199869027564867,-0.8050336148167285,0.08519833600636616
125,125,125,05-05,4.00566830973005,-0.02532035609460925,-0.06644897409025463
126,126,126,05-06,3.265196115561774,-1.2140749166320488,-0.3692787237316211
127,127,127,05-07,4.017028199522989,-0.007083181350015661,-0.4000509842541973
128,128,128,05-08,3.46103864507469,-0.8996691875051557,-0.31050455576201913
129,129,129,05-09,4.364579151019297,0.5508753508733715,-0.5442676580629765
130,130,130,05-10,3.854656358942085,-0.2677550438636589,-0.4022648320886457
131,131,131,05-11,3.132005656281472,-1.4278989699003537,-0.48087220920081
132,132,132,05-12,3.7959153116913953,-0.36205796078606395,-0.2166355610420928
133,133,133,05-13,3.723242187134989,-0.478727444023001,-0.3964448029465577
134,134,134,05-14,4.44859266406393,0.6857507014471474,-0.17909462402888732
135,135,135,05-15,3.692562832573181,-0.5279801005534174,-0.005357572259597469
136,136,136,05-16,4.666977602849348,1.036346029642363,-0.10779255925179523
137,137,137,05-17,3.781327863922575,-0.3854766592846144,0.5479901507319022
138,138,138,05-18,3.4130763535295725,-0.9766678827392506,0.645046353910921
139,139,139,05-19,6.1741544861702575,3.455968815879184,0.6399973431442231
140,140,140,05-20,4.811329037633518,1.268087920521261,0.2693048127789852
141,141,141,05-21,3.6736927367355374,-0.5582741651536052,0.4279227522634386
142,142,142,05-22,3.281556993246433,-1.1878091525490646,0.4770034743340895
143,143,143,05-23,4.3741441318899685,0.5662309776221062,0.017352132800081483
144,144,144,05-24,3.5965098956726407,-0.6821835503153456,-0.024867481720798636
145,145,145,05-25,4.456260572404573,0.6980607666751352,0.03411846168401126
146,146,146,05-26,4.653538094209094,1.0147702333959805,0.33328661240406393
147,147,147,05-27,3.8941459020296354,-0.2043585047247458,0.2401101496828235
148,148,148,05-28,4.399663477172553,0.6071997517712516,0.4795286572089805
149,149,149,05-29,4.025907841137858,0.007172201294663141,0.2441952735061239
150,150,150,05-30,4.491308974360021,0.7543274948415964,0.08894252403753583
151,151,151,05-31,3.5767291731926965,-0.7139395355420041,0.10698730343417613
152,152,152,06-01,4.0732988360849145,0.08325373658445198,0.08219227223074277
153,153,153,06-02,3.961586185348029,-0.09608982834490412,0.4881270564532944
154,154,154,06-03,4.306994905698675,0.4584295645506515,0.435400023322945
155,155,155,06-04,5.543042312832017,2.4427809066299733,0.6852288436490067
156,156,156,06-05,4.294247764871858,0.4379652960595001,0.7795976840156092
157,157,157,06-06,4.5104355961720985,0.7850333864143659,0.8871752656578485
158,158,158,06-07,4.4259915008640025,0.6494667787840668,0.944746218355894
159,159,159,06-08,4.363644998325866,0.5493756615085318,0.3530588004293918
160,160,160,06-09,4.522159706305152,0.8038552807389241,0.3701551999448858
161,161,161,06-10,3.3316787808222483,-1.1073436009290398,0.1924969783379372
162,162,162,06-11,4.358143587686074,0.5405436931524643,0.4147076313315255
163,163,163,06-12,3.8464584681809866,-0.2809159432273257,0.467976317095545
164,164,164,06-13,5.25647820645614,1.9827306967455964,0.5233968607957995
165,165,165,06-14,4.5627305721064335,0.8689877760926485,0.9380133521160152
166,166,166,06-15,4.729287601118896,1.1363785429404516,1.1329073119815007
167,167,167,06-16,4.8812601322196185,1.3803553469922538,1.4500044196082251
168,168,168,06-17,5.086537300984615,1.7099074523453786,1.2775603027431186
169,169,169,06-18,5.031572362217887,1.6216667025330207,1.0375439109504925
170,170,170,06-19,4.611988194007545,0.9480659955549564,0.9931115046718176
171,171,171,06-20,3.6656969698798068,-0.5711105746631092,0.7690369719553184
172,172,172,06-21,4.5632266035258935,0.8697841052684026,0.9913895036980817
173,173,173,06-22,4.043807390976865,0.03590815069325908,0.8993227781077678
174,174,174,06-23,5.9175542620501425,3.044022642801957,0.9201962936595884
175,175,175,06-24,4.687483586094444,1.0692663489911385,1.0460192379353557
176,176,176,06-25,4.690000552691618,1.0733070888658796,1.1109767983118382
177,177,177,06-26,4.135945722906511,0.1838270909914936,1.2113456887981024
178,178,178,06-27,4.805997999017557,1.2595294675272992,0.7142561524961252
179,179,179,06-28,4.418924551567184,0.6381214936108435,0.8541393821649671
180,180,180,06-29,4.059739410123743,0.061485424990094004,0.7275833319660195
181,181,181,06-30,5.21028103531762,1.9085657270041887,0.6370726562123029
182,182,182,07-01,4.217011900768124,0.31397078767219416,0.4886587983811387
183,183,183,07-02,3.7976725037112513,-0.3592369635308056,0.37904009987702425
184,184,184,07-03,4.251318310200029,0.36904632054031306,0.2492476355567751
185,185,185,07-04,4.009237299558584,-0.019590697413843613,-0.02315908887063581
186,186,186,07-05,3.5746550334214318,-0.7172693609314008,-0.27110629270265457
187,187,187,07-06,4.1921922978825465,0.27412538043972395,-0.21519608860126305
188,188,188,07-07,3.2903378025772643,-1.1737124353199184,-0.3571828530826698
189,189,189,07-08,4.0066304478404575,-0.023775738922456057,-0.3368905788958678
190,190,190,07-09,3.7206591420491097,-0.4828742663481276,-0.4317452264368476
191,191,191,07-10,4.085077335629474,0.10216294770696813,-0.4521647123502999
192,192,192,07-11,3.220146720317808,-1.2863972461772797,-0.22026140795806806
193,193,193,07-12,4.115876822644565,0.15160846495900973,-0.5219609156426507
194,194,194,07-13,4.157049675685311,0.2177073910334732,-0.3619315732953473
195,195,195,07-14,2.8790633090005024,-1.8339727850299523,-0.4605579079235891
196,196,196,07-15,4.3187503655509945,0.4773017877356928,-0.3720034581451343
197,197,197,07-16,3.7164727767274313,-0.4895950600624823,-0.4051628182182533
198,198,198,07-17,3.5511087703872763,-0.7550705475065512,-0.373210913261762
199,199,199,07-18,3.9919475360164274,-0.04734769547970436,-0.21091853424395848
200,200,200,07-19,4.276466237975306,0.4094188207724213,-0.5715036857844817
201,201,201,07-20,3.4856123712414333,-0.8602185109231316,-0.7066861976431955
202,202,202,07-21,2.9711049194212316,-1.6862091215074468,-0.6499859566949643
203,203,203,07-22,3.211243718557784,-1.3006901312147652,-0.7515724456835811
204,204,204,07-23,3.7630193861791104,-0.4148691018171636,-0.8837191447850802
205,205,205,07-24,3.6122797413528542,-0.6568666294114051,-0.7550139851391652
206,206,206,07-25,3.782583180105683,-0.3834613738365734,-0.4148505601651229
207,207,207,07-26,3.966633072036233,-0.08798755304764133,-0.42867097680453387
208,208,208,07-27,4.242426516130555,0.3547714283368061,-0.378204983297368
209,209,209,07-28,3.1595915041830462,-1.3836126310512311,-0.09244874407608343
210,210,210,07-29,3.9516302206624134,-0.11207314077416804,0.08268578089152953
211,211,211,07-30,4.680260751786816,1.057670805916302,-0.0284458480922664
212,212,212,07-31,4.4371282827655145,0.6673457759691044,-0.1072349150829916
213,213,213,08-01,3.5512914167263805,-0.7547773269504169,0.0983153676687799
214,214,214,08-02,3.94796145876135,-0.11796297360754512,0.2379329226209471
215,215,215,08-03,3.927811996118581,-0.15031093454060207,0.4341339879787585
216,216,216,08-04,4.473434741251261,0.7256321889388352,0.4094045366163992
217,217,217,08-05,5.4135396212178755,2.2348771980631703,0.5281150875166118
218,218,218,08-06,4.344704808389517,0.5189690677949487,0.6308238706099595
219,219,219,08-07,3.9949584192214855,-0.0425140215491407,0.6234134987588279
220,220,220,08-08,4.331823698295981,0.4982897249525404,0.6274873202035157
221,221,221,08-09,3.9001165853767903,-0.19477316564739167,0.5534639737194507
222,222,222,08-10,4.488660179389312,0.7500751176069625,0.9026511939539617
223,223,223,08-11,5.136885894988873,1.790737119158779,1.1655075386442997
224,224,224,08-12,5.649751799884576,2.6140923892020145,1.2346965195164434
225,225,225,08-13,4.977353713078835,1.5346240465928862,1.3550632156141582
226,226,226,08-14,4.59040954021528,0.9134236101854044,1.3002393185650418
227,227,227,08-15,4.349973239675384,0.5274270109388984,0.8008080236675328
228,228,228,08-16,4.2837621826701495,0.42113173531226394,0.20685575055825745
229,229,229,08-17,3.270318990201392,-1.2058506502262751,-0.109059919264417
230,230,230,08-18,3.429923632655726,-0.949621249453638,-0.5437558360745024
231,231,231,08-19,3.796655306672837,-0.3608699723431603,-0.5121392489903926
232,232,232,08-20,2.9657836502208084,-1.6947518906751082,-0.4073586767038578
233,233,233,08-21,4.46813659006303,0.7171265334435569,-0.04129058684255908
234,234,234,08-22,4.675367495538809,1.049815169031473,0.28314692821863297
235,235,235,08-23,4.6384562863916345,0.9905578889415172,0.4093995539144841
236,236,236,08-24,4.642471453490594,0.9970038409135143,0.6693568685628359
237,237,237,08-25,4.268509944485948,0.3966457818319468,0.7047201648245655
238,238,238,08-26,3.9373441534119733,-0.13500800278499714,1.0665946246150946
239,239,239,08-27,4.600302834190533,0.9293063110139338,0.9373981006072224
240,240,240,08-28,6.0278315826590685,3.2210619277746484,0.768314288872896
241,241,241,08-29,4.155599167924192,0.21537874489428407,0.8969041407500252
242,242,242,08-30,4.010540194190197,-0.01749902949244439,0.7765551795153183
243,243,243,08-31,4.749099695784231,1.1681848930947227,0.7225751732510854
244,244,244,09-01,3.4875537811199147,-0.8571017701932391,0.3555258017916682
245,245,245,09-02,4.398558782020724,0.6054262734285374,0.1901387852922256
246,246,246,09-03,4.656026859589418,1.0187656990181444,0.4502421132831165
247,247,247,09-04,3.5374842547552996,-0.7769433541023717,0.6395085848983526
248,248,248,09-05,4.9826464054209385,1.5431209384529014,0.8875645568490497
249,249,249,09-06,5.456461320320388,2.3037837227861395,0.7420936018812241
250,250,250,09-07,4.414634387618713,0.6312340615109433,0.34928170860449065
251,251,251,09-08,3.854877853482805,-0.2673994563784172,0.3131814711200437
252,252,252,09-09,3.1879376803806383,-1.338105660642255,0.08721675515970513
253,253,253,09-10,3.4025637777410083,-0.9935447790090534,0.07211931663174642
254,254,254,09-11,4.1381293221496005,0.18733264269087005,-0.07192017169207164
255,255,255,09-12,5.400036383815091,2.213199091618387,-0.1589756081214226
256,256,256,09-13,3.8763034006849932,-0.23300286843196505,-0.09221473500334623
257,257,257,09-14,3.5295181930430175,-0.7897320749545229,0.5803072549329273
258,258,258,09-15,3.437448749410644,-0.9375404219337968,0.8874349606296869
259,259,259,09-16,5.916037206382432,3.041587160608588,0.5886645640021148
260,260,260,09-17,5.285983725455515,2.0300988768714268,0.8959473760282073
261,261,261,09-18,4.283416459968112,0.420576711852954,1.0683913892903891
262,262,262,09-19,5.02473749602065,1.6106940037245896,1.3500971418206076
263,263,263,09-20,4.17400781828762,0.2449320046185692,0.8002788260877987
264,264,264,09-21,4.490291532658867,0.7526940932475132,0.4117091212975293
265,265,265,09-22,3.8611546183710765,-0.2573227337882662,0.188258924491251
266,266,266,09-23,3.8337492367989743,-0.3013193518701894,-0.3195219937470137
267,267,267,09-24,3.448297102234549,-0.920124468984716,-0.3323063558204017
268,268,268,09-25,3.1269648362984617,-1.4359915057049986,-0.3994889424117602
269,269,269,09-26,4.126227738447202,0.16822583217824072,-0.4157892932502064
270,270,270,09-27,4.239204358125315,0.34959857369936265,-0.5797748701787863
271,271,271,09-28,3.800233935742023,-0.35512483881894297,-0.5595141167985235
272,272,272,09-29,3.2208720425090513,-1.2852328134416682,-0.4656552798978226
273,273,273,09-30,3.5240193329237988,-0.7985599487031396,-0.6282426535042414
274,274,274,10-01,3.477751421902086,-0.8728384843007937,-0.9097461583420942
275,275,275,10-02,3.5185761679297047,-0.8072984094602718,-0.9557195138176279
276,276,276,10-03,3.1871174523180867,-1.3394224553277532,-0.9791225284956036
277,277,277,10-04,3.628413818121496,-0.6309649716721464,-0.945229249134616
278,278,278,10-05,3.133405972367953,-1.4256509015095216,-0.760651014052069
279,279,279,10-06,3.6506915583055086,-0.5952002725372141,-0.8209448121666085
280,280,280,10-07,4.167591302720664,0.2346309261944886,-0.6958904063005097
281,281,281,10-08,3.2932350463893885,-1.1690611981475092,-0.8053976349436119
282,282,282,10-09,3.6544938816133774,-0.5890960201311599,-0.7690628468371755
283,283,283,10-10,3.2191431718714316,-1.2880083435307597,-0.9288654727447656
284,284,284,10-11,3.269203055299767,-1.2076421728709028,-0.8150092626628412
285,285,285,10-12,3.0534476613677835,-1.5540160279827546,-0.7401621386105615
286,286,286,10-13,4.593115765874426,0.9177681866860344,-0.7190320549738702
287,287,287,10-14,3.5729675463385124,-0.7199784538338301,-0.5455520767300673
288,288,288,10-15,3.733465133944958,-0.4623155183110128,-0.5047008188021331
289,289,289,10-16,3.867504596838976,-0.24712847406794186,-0.40432925864895625
290,290,290,10-17,3.4218799236623454,-0.962534625303298,-0.5346770501016448
291,291,291,10-18,3.428574799530507,-0.9517866670636932,-0.4771104668624539
292,292,292,10-19,4.105955918016559,0.1356814379699037,-0.31299982851703195
293,293,293,10-20,3.788116016596105,-0.3745789543986846,-0.26231675264008225
294,294,294,10-21,4.346809730866891,0.5223483117615183,-0.3107172266502217
295,295,295,10-22,4.056926751660414,0.05696998119375675,-0.1260963349659476
296,296,296,10-23,3.240988730246257,-1.2529374693641344,0.21006440263323506
297,297,297,10-24,4.118574104481829,0.15593868304195085,0.13317638592099845
298,298,298,10-25,5.362317931975552,2.152645863565,-0.041519251632000855
299,299,299,10-26,3.5007559155450494,-0.8359070546721041,0.08824892213923326
300,300,300,10-27,3.69390491933702,-0.5258255135564776,0.058026654366102215
301,301,301,10-28,4.541920345235289,0.8355790238211614,-0.3164221138875533
302,302,302,10-29,3.1280364875868774,-1.4342710760029207,-0.7466094360909677
303,303,303,10-30,2.719114988680641,-2.0907539264799824,-0.5746214348246209
304,304,304,10-31,3.754542394704055,-0.4284780696554873,-0.4766966079598986
305,305,305,11-01,4.1435412485109975,0.19602095292597724,-0.8091663408971679
306,306,306,11-02,4.059887673822288,0.061723447631856436,-0.6951238303385493
307,307,307,11-03,3.299353035808692,-1.1592393738024551,-0.4359611839565569
308,308,308,11-04,3.554257227300992,-0.7500160126512085,-0.2747252549046389
309,309,309,11-05,3.6877055108124974,-0.5357780481880274,-0.3472281669308675
310,310,310,11-06,4.357143096954268,0.5389375046560205,-0.3286030143035454
311,311,311,11-07,3.8725699708367616,-0.2389965192313945,-0.380066982187418
312,312,312,11-08,4.129497035201834,0.17347436339578942,-0.02555769145329364
313,313,313,11-09,3.1070123871098643,-1.468023181105691,-0.10620324812390336
314,314,314,11-10,4.8791948439150925,1.3770397317535377,0.002568972309576497
315,315,315,11-11,3.3863020372267787,-1.0196513882116858,-0.04255721540697048
316,316,316,11-12,4.763666734731206,1.1915708272568997,-0.1088159073413726
317,317,317,11-13,3.703916045078626,-0.5097536455306764,0.17442521732787708
318,318,318,11-14,3.881862810468992,-0.2240777882106233,-0.01970873842638592
319,319,319,11-15,4.16559344677474,0.23142356690980695,0.04726096596655272
320,320,320,11-16,4.153641558391112,0.2122359972279597,-0.14325598452244004
321,321,321,11-17,3.636593589078596,-0.617833161854054,-0.1453307878719781
322,322,322,11-18,4.051631589523163,0.04846912432294318,-0.008977600862918897
323,323,323,11-19,3.696161706682622,-0.5222024656279047,-0.012310099645622815
324,324,324,11-20,4.391467132091725,0.5940413338437319,0.07238280256390553
325,325,325,11-21,4.153138616647773,0.2114285742135835,0.09358325354892294
326,326,326,11-22,4.470171519468439,0.7203934104851297,0.2625305492593004
327,327,327,11-23,3.7158278312646473,-0.4906304559439496,0.4522152591372034
328,328,328,11-24,4.683052635917641,1.0621528985852076,0.5166010188884781
329,329,329,11-25,4.405086448523173,0.615905793639514,0.3685335468649505
330,330,330,11-26,4.632101488647193,0.98035589235138,0.3070411463089983
331,331,331,11-27,3.599753504865021,-0.6769762579275815,0.4257410393947619
332,332,332,11-28,4.240350759443318,0.3514390071494169,0.3227031678819681
333,333,333,11-29,4.159455001406571,0.22156890257063194,0.5053949711652755
334,334,334,11-30,4.297960466343056,0.4439256695084449,0.5116632019019205
335,335,335,12-01,5.0878760079050025,1.7120566133393582,1.0743039779300052
336,336,336,12-02,4.65552827860635,1.0179652767712493,1.020440743548807
337,337,337,12-03,5.702558560430245,2.698868398240927,0.8547094927057862
338,338,338,12-04,4.039043128728291,0.028259600862227383,0.6369244431547084
339,339,339,12-05,3.540053552051865,-0.7728186024874926,0.09134843847000584
340,340,340,12-06,3.4840139435626507,-0.8627846277980217,-0.18986488543853666
341,341,341,12-07,3.0488485685059,-1.5613994147688584,-0.638716338181759
342,342,342,12-08,3.604525890578812,-0.6693146666800057,-0.609778338036191
343,343,343,12-09,4.025027986323527,0.0057596817815929536,-0.4757476581321381
344,344,344,12-10,4.1471955691426166,0.20188760173563525,-0.30406836932225617
345,345,345,12-11,4.0409777710406045,0.0313654769368247,-0.20969080926801367
346,346,346,12-12,4.125645499301942,0.16729110506126998,0.11289119993883324
347,347,347,12-13,3.401573822112592,-0.9951340544434027,0.1252079680372765
348,348,348,12-14,4.810138972131732,1.2661773885610759,0.3525805524528114
349,349,349,12-15,4.0710604875732015,0.07966029037225232,0.4875344899015037
350,350,350,12-16,4.9969743985071835,1.5661231082288445,0.5857976373849446
351,351,351,12-17,4.545352558696197,0.8410891016289783,0.8435568736490527
352,352,352,12-18,4.492892688107925,0.7568699899619159,0.7870549246441644
353,353,353,12-19,4.364919260673095,0.5514213631412459,0.7519325456882994
354,354,354,12-20,4.598969449624822,0.9271656945317456,0.4605656622467233
355,355,355,12-21,3.939794644110436,-0.13107398336293868,0.3650125294235114
356,356,356,12-22,3.9080242519315176,-0.18207819242061146,0.2672357170547115
357,357,357,12-23,4.188233737351268,0.2677703046897073,0.1003621466325922
358,358,358,12-24,4.127463120742367,0.1702091157491165,-0.23354273099791376
359,359,359,12-25,3.7412485235448343,-0.44982005939146974,-0.4436809946145485
360,360,360,12-26,3.3510384523089303,-1.0762635712512905,-0.7300796832600657
361,361,361,12-27,3.1544271024612685,-1.3919035650627474,-0.8983123617051746
362,362,362,12-28,2.837642160817342,-1.9004703242937144,-1.0197397419547996
363,363,363,12-29,3.5594834906254698,-0.7416257659809459,
364,364,364,12-30,3.673642281670784,-0.5583551657486324,
365,365,365,12-31,,,
