,unnamed: 0,unnamed: 0,mth_day,biography,biography_norm,biography_ravg
43,43,43,02-13,3.6951402706418968,-0.9044153602149426,-0.600916789304566
44,44,44,02-14,4.478499565710751,0.34936465554881585,-0.7305549233283187
45,45,45,02-15,3.49409536597916,-1.2261911855916128,-0.7451269225492846
46,46,46,02-16,3.8073034548514815,-0.7248962560801705,-0.4607382352777645
47,47,47,02-17,3.7502527650465294,-0.81620686567305,-0.33711406232535457
48,48,48,02-18,4.608801787031031,0.557915600344375,-0.551523009493791
49,49,49,02-19,4.158581115574221,-0.16267032250048316,-0.4857379417825217
50,50,50,02-20,3.674725827422187,-0.9370890274618028,-0.376801260844746
51,51,51,02-21,3.740709653750996,-0.8314807793239974,-0.2266287591064376
52,52,52,02-22,4.215684002540652,-0.07127617045351685,-0.33752236726088386
53,53,53,02-23,4.313217672548838,0.08482814475680069,-0.3440661933528999
54,54,54,02-24,4.193085133618314,-0.10744604858230256,-0.3321653024821797
55,55,55,02-25,4.134049697318816,-0.20193327905257924,-0.07807070439389069
56,56,56,02-26,3.719339747085756,-0.8656836822374816,-0.27605400161557186
57,57,57,02-27,4.693256493244177,0.6930868092057368,-0.464535239584369
58,58,58,02-28,3.473486547499032,-1.2591759537836038,-0.6403254159622731
59,59,59,02-29,3.606641425427847,-1.046059283055982,-0.8508177632695729
60,60,60,03-01,3.5340849888590817,-1.1621871068497274,-0.6552793232135815
61,61,61,03-02,3.34495846250476,-1.464887362896378,-0.8398762187697931
62,62,62,03-03,4.452371950352204,0.3075469580984663,-0.8621955565392914
63,63,63,03-04,4.001241823254127,-0.4144945641315325,-0.9707814263877792
64,64,64,03-05,3.38981607669064,-1.3930919804005937,-0.8706876737024606
65,65,65,03-06,3.1995759942223585,-1.6975745021469073,-0.9042186376091736
66,66,66,03-07,3.909315271166317,-0.5616245907378167,-0.8730460413706638
67,67,67,03-08,3.2192579795554863,-1.6660731463366567,-0.814584377718488
68,68,68,03-09,4.5692314123368005,0.494582535529526,-0.46826646783037296
69,69,69,03-10,4.220402220060532,-0.06372458221847745,-0.4064160875702898
70,70,70,03-11,4.688088582307564,0.6848154789280966,-0.5248375701052439
71,71,71,03-12,3.4314399719749376,-1.3264722205864088,-0.3010375355936678
72,72,72,03-13,3.4653782108531623,-1.272153485947542,-0.34503484294127285
73,73,73,03-14,4.058236915575189,-0.32327293926719924,-0.5391568470750255
74,74,74,03-15,4.404294824249205,0.2305986914438959,-0.5679201418139613
75,75,75,03-16,3.492679935112787,-1.2284566070209937,-0.5424110215854642
76,76,76,03-17,4.580261081435372,0.5122357104944822,-0.2273016238989349
77,77,77,03-18,3.527068261732848,-1.1734174992154258,-0.19257610073721665
78,78,78,03-19,4.646656613145718,0.6185029001716338,-0.2779403716725212
79,79,79,03-20,4.188415548203769,-0.11491980029688965,-0.0897207431064343
80,80,80,03-21,4.084282249811041,-0.28158693416793146,-0.16521288752572005
81,81,81,03-22,4.198275463983141,-0.09913883562447223,0.13436839418293706
82,82,82,03-23,4.297257018719456,0.05928284397876769,0.02966390884196
83,83,83,03-24,4.650135045560117,0.6240701910365168,0.212219890659574
84,84,84,03-25,4.254141670511428,-0.009724011874228512,0.2177442486271464
85,85,85,03-26,4.872779264785106,0.9804160906087944,0.2951512750972483
86,86,86,03-27,4.104991897957168,-0.2484407863624972,0.1252775674190781
87,87,87,03-28,4.488458013999575,0.3653033231961396,0.06346853431454047
88,88,88,03-29,3.6604364622052814,-0.9599594020902537,0.15688448375241335
89,89,89,03-30,4.418426069537733,0.2532159924092912,-0.05186377245687679
90,90,90,03-31,4.604338282579435,0.5507716847530088,0.1108009053465324
91,91,91,04-01,4.09022625815731,-0.27207344664694666,0.03900756137255648
92,92,92,04-02,4.714787328102345,0.7275472804579579,0.15563777195675768
93,93,93,04-03,4.219319970870868,-0.06545674064771602,0.13054708980367294
94,94,94,04-04,4.0976584233065685,-0.26017813858504635,0.2730596497757294
95,95,95,04-05,4.324366415513351,0.10267189949078268,0.3468079804286193
96,96,96,04-06,5.138587690519608,1.4058470445853468,0.3521490140777434
97,97,97,04-07,4.366693132344456,0.1704165372703932,0.2772358546680576
98,98,98,04-08,4.73480973220057,0.7595934823527021,0.26391159402998104
99,99,99,04-09,3.9384864003462767,-0.5149356971058308,0.19390380271537166
100,100,100,04-10,4.0477085918073055,-0.3401237024135057,-0.07673486982440669
101,101,101,04-11,4.061922031184259,-0.31737484839687297,-0.14273866399272198
102,102,102,04-12,4.1240206193895865,-0.21798499065332355,-0.09465733305628526
103,103,103,04-13,4.119258885404103,-0.22560622773949865,0.21400037240158976
104,104,104,04-14,4.915056459863055,1.0480814679713224,0.31730315265613995
105,105,105,04-15,5.0955787747263,1.3370105356414197,0.4342315172795586
106,106,106,04-16,4.4349688389068485,0.2796929791137954,0.45202861144909906
107,107,107,04-17,4.500261708639514,0.3841953393436385,0.4148325897797385
108,108,108,04-18,4.1907381566017206,-0.11120242563608182,0.08259393061086784
109,109,109,04-19,3.9798188770393534,-0.4487823577556617,-0.11077351402744612
110,110,110,04-20,3.669564083678039,-0.9453504870419016,-0.16922304321372458
111,111,111,04-21,4.370685173536485,0.1768058678115357,-0.2711752831864341
112,112,112,04-22,4.21585393164342,-0.07100419600387534,-0.28224067287705595
113,113,113,04-23,4.118064351057317,-0.2275181004926183,-0.16353038795158975
114,114,114,04-24,4.149256353931127,-0.17759476377981326,-0.011984333841599156
115,115,115,04-25,4.424838596355847,0.26347935179713555,0.030374292589964567
116,116,116,04-26,4.237678148149318,-0.036074162381957896,-0.09258690565504728
117,117,117,04-27,4.529478693887667,0.4309576264009181,0.05013269879924246
118,118,118,04-28,3.7548984384932544,-0.8087713854739464,0.2778308994394171
119,119,119,04-29,4.6530899249162845,0.6287995262331202,0.10788154375369978
120,120,120,04-30,5.0028486892657,1.1885944400612345,-0.15602547131218694
121,121,121,05-01,3.7877344514810978,-0.7562167823171683,-0.1006731398556476
122,122,122,05-02,3.2483466353489465,-1.6195162527772782,0.06792988249617181
123,123,123,05-03,4.736982862745225,0.7630716151401541,-0.2703028160363092
124,124,124,05-04,4.3869554648076035,0.20284674863696994,-0.28115432118725403
125,125,125,05-05,3.38512716449421,-1.4005966649617658,-0.13625944637545678
126,126,126,05-06,4.962168694440762,1.1234854091555655,0.3592611867118182
127,127,127,05-07,4.330914653260833,0.11315246655361533,0.11988452049419708
128,128,128,05-08,5.1059485540915786,1.3536075457463717,-0.07147163461775652
129,129,129,05-09,3.8396104330693257,-0.6731883821655726,0.11900308182721492
130,130,130,05-10,3.6696017621282415,-0.9452901820347516,0.11163124081116042
131,131,131,05-11,4.099176540270292,-0.25774836629193704,-0.10122560965323874
132,132,132,05-12,4.934533223581012,1.0792543630592384,-0.4678568599571105
133,133,133,05-13,3.532959396833519,-1.1639886362327796,-0.3408241410161241
134,134,134,05-14,3.731525636942274,-0.8461799560768594,-0.030174522524591782
135,135,135,05-15,4.315829195096755,0.08900793148034597,0.14034567134090534
136,136,136,05-16,4.8341613966508685,0.9186075289144424,0.2445192911685061
137,137,137,05-17,4.738420636596596,0.7653727969010458,0.5766700581358684
138,138,138,05-18,5.3250580638252165,1.7042960820248432,0.8792590958883882
139,139,139,05-19,4.7781222837677095,0.8289159655713939,1.1026349026273414
140,140,140,05-20,4.8658678612358255,0.9693542704382602,1.0063618950406752
141,141,141,05-21,5.153217791034153,1.429262771914065,1.059853272054934
142,142,142,05-22,4.473254278612422,0.3409694833944458,0.7284306910882773
143,143,143,05-23,4.938948481337972,1.0863210589865988,0.3651471432102168
144,144,144,05-24,4.082624992002226,-0.2842394037750969,0.3623670890557836
145,145,145,05-25,3.4162491940813333,-1.3507853216969696,-0.06735616651181575
146,146,146,05-26,4.855446026933369,0.9526739455116612,-0.14851727521918398
147,147,147,05-27,3.5422763069282643,-1.1490767614915312,-0.18392843686550256
148,148,148,05-28,4.168998469277572,-0.14599716884976366,-0.05190123424644661
149,149,149,05-29,4.806199535225932,0.8738540891086874,0.4950583659805393
150,150,150,05-30,4.5775670156740915,0.5079238119392389,0.4484663740558938
151,151,151,05-31,5.466684907577447,1.9309722796649456,0.6808676042404168
152,152,152,06-01,4.680782515833885,0.6731219939637881,0.7863596924123913
153,153,153,06-02,4.413499304080196,0.2453306196156068,0.7630928339838571
154,154,154,06-03,4.564465968137325,0.486955360182083,1.019085085697239
155,155,155,06-04,4.718977010120006,0.7342529385374816,1.0092354466896325
156,156,156,06-05,5.5372277567481625,2.043877322219532,1.2356780242766938
157,157,157,06-06,5.4297606967621315,1.8718744456193048,1.1621227701991692
158,158,158,06-07,5.529667786241316,2.0317774594861584,1.292566021715709
159,159,159,06-08,4.1377562330869315,-0.19600090484954105,1.2434096067158986
160,160,160,06-09,5.05347009455374,1.2696148692813205,1.114393378545022
161,161,161,06-10,4.53470001997079,0.4393144485386208,0.8744295233070812
162,162,162,06-11,5.053573238658807,1.2697799531942713,0.6974359103456775
163,163,163,06-12,4.530187019796055,0.4320913141916607,1.0868387430666466
164,164,164,06-13,4.866156212578174,0.9698157817177356,0.9188323849130104
165,165,165,06-14,5.597544990458182,2.1404160914762738,0.9445156478439074
166,166,166,06-15,4.423649835964854,0.26157672035950336,0.8914999475477895
167,167,167,06-16,4.630981133842397,0.5934140261240024,0.8088126176948222
168,168,168,06-17,4.854828605201318,0.9516857514175644,0.6375945515963516
169,169,169,06-18,4.2202097305889605,-0.06403266492614271,0.2709681390109157
170,170,170,06-19,4.2242959410364564,-0.05749261487308865,0.1721000635072937
171,171,171,06-20,4.223140208890826,-0.059342384036341324,0.14094445289993576
172,172,172,06-21,4.053014357854353,-0.33163173266222856,0.2310739200864407
173,173,173,06-22,4.514185347392,0.4064803624798545,0.5517392222213728
174,174,174,06-23,5.192704891275999,1.492462554536594,0.9625469029399868
175,175,175,06-24,5.4223160421037875,1.8599591478834503,1.329388327027787
176,176,176,06-25,5.764326940719777,2.407353469438595,1.7791910021686574
177,177,177,06-26,5.5983510230482985,2.141706160490461,1.9245541196347336
178,178,178,06-27,5.739229333790755,2.3671843181829937,1.8552198725541424
179,179,179,06-28,5.059120891724488,1.2786590672763103,1.544290925982831
180,180,180,06-29,4.932785481646093,1.0764570720530473,1.3035490076071723
181,181,181,06-30,4.256709265762418,-0.005614531544416375,1.1427652180830892
182,182,182,07-01,4.8618364698181535,0.9629019591846442,1.146737424100095
183,183,183,07-02,4.995606644753068,1.1770034233459612,0.8600759969220054
184,184,184,07-03,5.754120292968093,2.3910175542850283,0.5254538318279707
185,185,185,07-04,3.9844879065391225,-0.441309495792227,0.6340496965846879
186,186,186,07-05,3.678357846494496,-0.9312759185111604,0.4529106973967469
187,187,187,07-06,4.663812165762272,0.6459606569958871,0.1523729173114846
188,188,188,07-07,4.182784721045918,-0.12393203594300205,-0.4651102682294159
189,189,189,07-08,3.86895415106628,-0.6262232571656129,-0.37209290451571936
190,190,190,07-09,3.4393065926674136,-1.3138815589603752,-0.28990425343026793
191,191,191,07-10,4.3331903051343215,0.11679468648995167,-0.5604763025991849
192,192,192,07-11,3.9864656946056622,-0.4381440119984519,-0.4792366339830586
193,193,193,07-12,3.6494948515410064,-0.9774716380176148,-0.6092957390858302
194,194,194,07-13,4.487335034842341,0.3635059757537562,-0.5635384184381366
195,195,195,07-14,3.381390108205716,-1.406577887782242,-0.6962746514745222
196,196,196,07-15,3.610841097905073,-1.0393376350742134,-0.8482312282997603
197,197,197,07-16,3.83559027657682,-0.6796227117283618,-0.6099730333841386
198,198,198,07-17,3.416812667409904,-1.3498834729498814,-0.5791984152834907
199,199,199,07-18,4.542674369160534,0.4520775314761159,-0.4683780881658584
200,200,200,07-19,4.602702561066555,0.548153684357643,-0.2323613067454988
201,201,201,07-20,3.7968320465298913,-0.7416559250764484,-0.09499055694655352
202,202,202,07-21,4.495618030987296,0.37676305344794414,0.14033538581955554
203,203,203,07-22,4.350564127041468,0.14460178706531013,0.09271128641370244
204,204,204,07-23,4.298999792673868,0.062072183646772965,0.12013882941870525
205,205,205,07-24,4.364141705679857,0.16633293504099728,-0.0611649202115506
206,206,206,07-25,4.705522611555786,0.7127189423876599,-0.3328353318239235
207,207,207,07-26,3.1171626832380523,-1.829478422857984,-0.3803822270289233
208,208,208,07-27,3.4771831885619537,-1.2532594162262929,-0.5138720985184241
209,209,209,07-28,4.172320885760523,-0.1406795841646887,-0.3532749749518878
210,210,210,07-29,3.798574533151064,-0.7388670452902321,-0.5260393904742249
211,211,211,07-30,4.966186312829851,1.1299156764402152,-0.36199093569941176
212,212,212,07-31,4.057865403489097,-0.32386755074636225,0.06827813419799589
213,213,213,08-01,3.7321456002113282,-0.8451876942091049,0.17979216952686827
214,214,214,08-02,5.090170815005067,1.3283550031581528,0.2542888484022338
215,215,215,08-03,4.590363389264433,0.5284046278085456,0.4933775636974385
216,216,216,08-04,4.07784680634914,-0.2918869720380388,0.6653216389558595
217,217,217,08-05,5.862479275475991,2.5644479682114443,0.8356498563019708
218,218,218,08-06,4.702447329627003,0.7077969008041641,0.6096591352391161
219,219,219,08-07,4.370670017220662,0.17678160986756172,0.7674774039906432
220,220,220,08-08,4.242979459018784,-0.027589323218974823,0.7077243409962081
221,221,221,08-09,5.181990658181494,1.4753142403177093,0.3658971081504125
222,222,222,08-10,3.853845226883805,-0.6504053500046499,0.12882815432966518
223,223,223,08-11,4.5810413671154775,0.5134845711366702,0.12693818948117502
224,224,224,08-12,3.8137260250306606,-0.7146168221203196,-0.03739859258830863
225,225,225,08-13,4.363584939235033,0.1654418207766209,-0.3675547195774447
226,226,226,08-14,3.626915664075869,-1.0136100156358767,-0.19988947487692696
227,227,227,08-15,3.94430525412762,-0.5056225216171075,-0.28969538866601097
228,228,228,08-16,4.4823867233733745,0.3555861181984567,-0.4041763340484381
229,229,229,08-17,4.2443780142099365,-0.02535091159783385,-0.5414614019212258
230,230,230,08-18,3.3845612040283197,-1.4015024944148822,-0.4601554419493065
231,231,231,08-19,3.8489322921669817,-0.6582685864601061,-0.1305541438583896
232,232,232,08-20,3.9317144901268666,-0.5257742558043607,-0.2557122757634188
233,233,233,08-21,5.179910722136278,1.4719852669283942,-0.23968699429662266
234,234,234,08-22,4.013195391168895,-0.3953626732317179,0.2428480123401861
235,235,235,08-23,4.304453400810172,0.07080077720294264,0.3779232977665687
236,236,236,08-24,5.193482759129641,1.4937075454059705,0.6963801618885199
237,237,237,08-25,4.3553009328014936,0.15218312609818935,0.6311853229964185
238,238,238,08-26,5.1255418352043565,1.3849669289273476,1.0213545343411043
239,239,239,08-27,4.935509077216774,1.0808162335757847,0.9824116507755032
240,240,240,08-28,5.4758571397070925,1.9456525948363967,0.7346125176990519
241,241,241,08-29,4.1584647771233545,-0.16285652419066507,0.8361247063288431
242,242,242,08-30,4.264536284796852,0.006912746947264054,0.5008236426768627
243,243,243,08-31,4.7358486310872525,0.7612562578769365,0.2411856832796036
244,244,244,09-01,3.8685691531270363,-0.6268394529845339,-0.1810357818342649
245,245,245,09-02,3.962181350074839,-0.4770115228077701,-0.2927771271180238
246,246,246,09-03,3.8930382793838594,-0.5876761958468136,-0.6077822993347506
247,247,247,09-04,3.7395701367352228,-0.8333045958932181,-0.6819507446044727
248,248,248,09-05,3.0836486017191147,-1.8831182863530969,-0.6378881274808413
249,249,249,09-06,4.457806836167832,0.3162455862586038,-0.4487707022767599
250,250,250,09-07,4.033750573734529,-0.36246375024274574,-0.4868344171563163
251,251,251,09-08,4.671142528417727,0.6576930284167191,-0.4868494809060497
252,252,252,09-09,3.7503454729224934,-0.8160584851241521,-0.2857373318114639
253,253,253,09-10,3.739513665927471,-0.833394978391618,-0.3292599197802717
254,254,254,09-11,3.837575459846045,-0.6764453917855822,-0.2543026068821873
255,255,255,09-12,4.294649870501655,0.0551100584457568,-0.13559512886196315
256,256,256,09-13,4.314749666336892,0.08728012714576062,-0.1236290372944146
257,257,257,09-14,5.116151725240877,1.369937896538064,-0.07743084057889976
258,258,258,09-15,3.7952038161911434,-0.7442619357188609,-0.03348797107291593
259,259,259,09-16,3.912700922180583,-0.5562057980985289,-0.07952935821031831
260,260,260,09-17,4.002307971993518,-0.4127881747496792,-0.1695916640533698
261,261,261,09-18,4.122050460149862,-0.22113826437865747,-0.4271343468666309
262,262,262,09-19,3.977125153916292,-0.4530937079125485,-0.20407332997507152
263,263,263,09-20,4.1506787463028285,-0.17531820034150225,0.04761612025116859
264,264,264,09-21,4.6314123316526254,0.5941041656304954,0.2858455583937571
265,265,265,09-22,4.856231371668839,0.9539309032589116,0.3114919384119141
266,266,266,09-23,4.895379686560666,1.0165884541058516,0.2321106186788205
267,267,267,09-24,4.2181933077921725,-0.06725998426971555,0.07062546147111473
268,268,268,09-25,3.6795413965462016,-0.9293816263111102,-0.11421444229098385
269,269,269,09-26,3.5453050890879214,-1.1442291435877363,-0.336753240678833
270,270,270,09-27,3.9384866753597154,-0.514935256942096,-0.6451258867861512
271,271,271,09-28,4.021980542789351,-0.3813018870681834,-0.6352612920566018
272,272,272,09-29,3.7393559393198417,-0.8336474225380579,-0.5696784290693133
273,273,273,09-30,4.255173584441929,-0.008072415892418014,-0.6619460239090804
274,274,274,10-01,3.9253976616280335,-0.53588444838738,-0.6770209661900587
275,275,275,10-02,3.1994134152251066,-1.6978347126263391,-0.5813447889096894
276,276,276,10-03,3.8819739091170486,-0.6053849106279648,-0.41970269671623095
277,277,277,10-04,4.380650270398192,0.1927551766140317,-0.4322527801630599
278,278,278,10-05,4.345317912562754,0.1362051306226932,-0.3991546472015051
279,279,279,10-06,4.208125979287809,-0.08337291657339159,-0.2330385268189817
280,280,280,10-07,4.049475553023029,-0.33729565061805145,-0.3786775164977922
281,281,281,10-08,3.8221475726992487,-0.7011379903311986,-0.4991021979970522
282,282,282,10-09,3.3360041782795284,-1.4792188487008282,-0.6658694334413292
283,283,283,10-10,3.929203641378416,-0.5297929123815285,-0.8916178622799569
284,284,284,10-11,3.720142862606497,-0.8643982820429692,-1.0886925643866927
285,285,285,10-12,3.3618429255407616,-1.4378634896051572,-1.008395639280673
286,286,286,10-13,3.3106842286572755,-1.519743863258466,-0.6914379839354159
287,287,287,10-14,4.1231637407178345,-0.2193564396950804,-0.8232507778203979
288,288,288,10-15,4.524211307135484,0.4225270833707142,-0.7300674422242459
289,289,289,10-16,3.4350653906459905,-1.320669675691421,-0.030661992795594933
290,290,290,10-17,4.0694674546417255,-0.30529826846605673,0.14847198423665475
291,291,291,10-18,5.9837658447603275,2.7585692069667487,0.13393723964419793
292,292,292,10-19,3.982219573964476,-0.4449400010649681,0.0846666360472823
293,293,293,10-20,4.068676061213627,-0.3065649072498213,-0.05193164475149107
294,294,294,10-21,4.339506248117046,0.1269034617892204,-0.09179122041950903
295,295,295,10-22,2.92298736287988,-2.1402593604840607,-0.6183649923782819
296,296,296,10-23,3.920042346387684,-0.5444557224741645,-0.2350072889341964
297,297,297,10-24,4.009752284404951,-0.4008734247858881,-0.21090940891074364
298,298,298,10-25,5.419346421832942,1.855206219599545,-0.1420579254346926
299,299,299,10-26,4.159013910296314,-0.16197762710910468,0.23459158583255746
300,300,300,10-27,4.597615879226722,0.5400123626455268,0.2666422141468832
301,301,301,10-28,4.334966618848194,0.11963770711943875,0.4731442965986649
302,302,302,10-29,4.040193364686679,-0.3521519525882095,0.4107518722210304
303,303,303,10-30,4.7838848612803435,0.8381390699248021,0.5156574817559582
304,304,304,10-31,5.185450435470481,1.4808516733337374,0.7287240510558366
305,305,305,11-01,4.5522828249423455,0.4674560301004618,0.9499248608833072
306,306,306,11-02,5.396357327156808,1.8184117784447984,1.1312361984279904
307,307,307,11-03,5.164201611956064,1.4468425660842623,1.1296958510786699
308,308,308,11-04,4.719891173462839,0.7357160726798899,1.1160068212699723
309,309,309,11-05,4.778110425261807,0.8288969858288785,1.07786840392892
310,310,310,11-06,5.1341331615964725,1.3987174944815526,0.8406120301026737
311,311,311,11-07,4.409309974772313,0.23862552605414755,0.8575358249329859
312,312,312,11-08,4.506933424649144,0.39487353548732107,0.9856733246613779
313,313,313,11-09,5.227645334881033,1.548385335066136,0.7512070921671413
314,314,314,11-10,5.20025152470662,1.5045410710502405,0.42476799217572175
315,315,315,11-11,3.8991461717492015,-0.5779004091365412,0.4741564544487435
316,316,316,11-12,3.9103821046150062,-0.5599171054669646,0.5659700180666009
317,317,317,11-13,4.594456861008945,0.5349562996922776,0.26488726495847115
318,318,318,11-14,4.8511230316096485,0.9457549171944656,-0.08529450110829706
319,319,319,11-15,4.098949852738579,-0.25811118358264223,-0.06378230637576639
320,320,320,11-16,3.887494240511472,-0.5965495253503688,0.39533886065962337
321,321,321,11-17,3.97979083423791,-0.4488272407413571,0.5978677934253338
322,322,322,11-18,5.6315301333189565,2.1948098967453737,0.4001708473129668
323,323,323,11-19,5.353694941091512,1.75012989628654,0.35926045672081663
324,324,324,11-20,4.109999046237259,-0.2404267594797367,0.520370350458597
325,325,325,11-21,3.945585461861431,-0.5035735271355429,0.57006486459851
326,326,326,11-22,4.491461114445883,0.3701098370763138,0.30730658070639444
327,327,327,11-23,4.166085044111965,-0.15066015590187906,0.1574974869147541
328,328,328,11-24,4.646504970426199,0.6182601933926806,0.32596841986993896
329,329,329,11-25,4.792092373023611,0.8512753335366979,0.3621645170432124
330,330,330,11-26,4.7415608973757415,0.7703988382513725,0.2475700262953365
331,331,331,11-27,4.081276965040926,-0.28639694409590216,0.1757653116997767
332,332,332,11-28,4.0618706359135865,-0.3174571074109413,0.12126144542643333
333,333,333,11-29,3.8969043749308563,-0.5814884434752382,0.08604487162744089
334,334,334,11-30,4.4421815178638875,0.2912369957526205,-0.14596257075938118
335,335,335,12-01,4.660072895543998,0.6399758907427433,-0.3490786075506301
336,336,336,12-02,3.871814127286304,-0.6216458160695599,-0.4795619572856522
337,337,337,12-03,3.319837956295616,-1.5050931648433956,-0.3998622813297773
338,338,338,12-04,3.5727161897675432,-1.1003572058210738,0.7694083272612611
339,339,339,12-05,4.19568158236295,-0.10329038773998866,0.7338073622438476
340,340,340,12-06,8.825529417053227,7.3068606472988495,0.8767820998909072
341,341,341,12-07,4.526612416787729,0.4263701006382623,1.1558356864785533
342,342,342,12-08,4.407796141456284,0.2362026098127969,1.3306735587300762
343,343,343,12-09,4.365950758193666,0.16922835468248065,1.2609716604886592
344,344,344,12-10,4.228146348023143,-0.051329972311936825,0.21808755223826384
345,345,345,12-11,3.9343839263873295,-0.5215017771884921,0.10025776502065824
346,346,346,12-12,4.915977743206122,1.0495559977964803,0.08481597998850067
347,347,347,12-13,4.0848934969180295,-0.2806086226673713,0.2916390133914437
348,348,348,12-14,4.349908159424475,0.14355189961985165,0.2750643457523905
349,349,349,12-15,5.141286512218284,1.4101665551001383,0.4414921617096306
350,350,350,12-16,4.1660114290047385,-0.15077797814625568,0.08390606898094011
351,351,351,12-17,4.558286564564384,0.47706511855494893,-0.025377627263142626
352,352,352,12-18,3.5754632063442373,-1.0959605585756629,-0.18548813212896986
353,353,353,12-19,3.675212062331753,-0.9363108001318676,-0.536993091846115
354,354,354,12-20,3.749687782733868,-0.8171111295751116,-0.4746817777705105
355,355,355,12-21,3.8235688552360423,-0.6988632032027324,-0.5819262801527879
356,356,356,12-22,4.399603350021336,0.22308990630737124,-0.4091846839943356
357,357,357,12-23,4.156249635932939,-0.16640189573871558,-0.402499692486596
358,358,358,12-24,4.223034869448101,-0.05951098162494833,-0.3104286757786179
359,359,359,12-25,3.700272679836592,-0.8962008510854301,-0.3286114675198529
360,360,360,12-26,4.0948425268092805,-0.2646850293272435,-0.7154547497665219
361,361,361,12-27,3.7554054195054736,-0.8079599536501425,-1.0684828601012313
362,362,362,12-28,2.9494098053510296,-2.0979697871726426,-1.1692912915853595
363,363,363,12-29,2.832822009837822,-2.2845705577469717,
364,364,364,12-30,3.845125407669201,-0.6643615705297184,
365,365,365,12-31,,,
