,unnamed: 0,unnamed: 0,mth_day,bad script,bad script_norm,bad script_ravg
34,34,34,02-04,0.8032603547854061,0.5869052570191243,0.23005053296296915
35,35,35,02-05,0.6060623495792621,-0.3990338823257055,-0.14688839185317634
36,36,36,02-06,0.7109980980614891,0.12561778155354353,-0.30508334747454513
37,37,37,02-07,0.4675453922482268,-1.0915829248622186,-0.3476470899641519
38,38,38,02-08,0.5082424044232331,-0.8881083657976547,-0.6905618730654738
39,39,39,02-09,0.6019328318466792,-0.41968040537199996,-0.5753260397788506
40,40,40,02-10,0.3917413766776049,-1.4705834415888068,-0.5822101625556096
41,41,41,02-11,0.744352486640808,0.2923811173940332,0.0782832940610545
42,42,42,02-12,0.7027367243620546,0.08431304489298957,0.5587490369536277
43,43,43,02-13,1.2601784477717266,2.8713778148377664,0.4820382846149121
44,44,44,02-14,1.084831053482834,1.994686091557784,0.6016579750408093
45,45,45,02-15,0.5098751779689186,-0.8799449194042934,0.5496919819149556
46,46,46,02-16,0.5352924138199491,-0.7528652990334237,0.5039680499155862
47,47,47,02-17,0.6819900763821939,-0.01941484136108851,-0.09983361033756166
48,48,48,02-18,0.6478651740565333,-0.19003054710322687,-0.5811689018914734
49,49,49,02-19,0.5355790590840962,-0.7514321466811216,-0.6204795589145563
50,50,50,02-20,0.5071988921742341,-0.8933256577656864,-0.6947589122930711
51,51,51,02-21,0.4626999548403625,-1.11580886154279,-0.8604843528037117
52,52,52,02-22,0.4461525892828341,-1.1985414193045127,-0.8246620879359927
53,53,53,02-23,0.483109283584022,-1.0137674844249325,-0.695639725369809
54,54,54,02-24,0.6908541105455007,0.02490304210308771,-0.460315464989115
55,55,55,02-25,0.6904138851481624,0.022702028715980784,-0.29640618391421786
56,56,56,02-26,0.7896025794110824,0.5186199045184782,-0.047827204542472655
57,57,57,02-27,0.6594012438320239,-0.13235317509340738,-0.09858538350504603
58,58,58,02-28,0.7444627602383844,0.2929324569259585,-0.08999830039418479
59,59,59,02-29,0.4221963251271704,-1.3183165582003726,-0.11236881892693266
60,60,60,03-01,0.7011591421185028,0.07642554076825503,-0.2893527137299953
61,61,61,03-02,0.6635678773934662,-0.11152108248050643,-0.3695315153131297
62,62,62,03-03,0.5772109441709795,-0.5432834642998978,-0.4906699986201603
63,63,63,03-04,0.5631817160677441,-0.6134259845922138,-0.35122536176488417
64,64,64,03-05,0.5990890775724241,-0.4338984429162249,-0.4765004258344821
65,65,65,03-06,0.5895385258404632,-0.4816487370687162,-0.7539104479405933
66,66,66,03-07,0.5508213063388256,-0.6752248436493321,-0.7431198083970006
67,67,67,03-08,0.33065866950948164,-1.775981215117174,-0.5995816596324587
68,68,68,03-09,0.5901603799402644,-0.4785396270383427,-0.5781306820301294
69,69,69,03-10,0.7354363846033279,0.247802907995038,-0.6160196853278653
70,70,70,03-11,0.6248315792589599,-0.3051925773022499,-0.5979877857862448
71,71,71,03-12,0.5440693752322774,-0.7089827568551312,-0.4178268272124838
72,72,72,03-13,0.5724607025923191,-0.5670334463996081,-0.6363028885658282
73,73,73,03-14,0.5468629780454884,-0.6950154636746078,-0.4109557717932341
74,74,74,03-15,0.3279755750274342,-1.7893959951584089,-0.3270087681994698
75,75,75,03-16,1.0058668815772562,1.5998856086306024,-0.3644426629794036
76,76,76,03-17,0.7255731828191379,0.1984894442603359,-0.17382848938713955
77,77,77,03-18,0.4991463830325459,-0.933586125534734,-0.2089785371428666
78,78,78,03-19,0.8012095165691556,0.5766515951539761,0.3009676762604864
79,79,79,03-20,0.5046807437245983,-0.90591575020897,0.13552430726864206
80,80,80,03-21,0.939942614569398,1.2702812852617094,0.017423563064165606
81,81,81,03-22,0.8073245920717058,0.6072253946795362,0.0010376817389307995
82,82,82,03-23,0.5838449752182518,-0.5101150209665228,-0.287514627365948
83,83,83,03-24,0.4794823105846575,-1.0319014134861428,-0.3998313022246491
84,84,84,03-25,0.4549288741904329,-1.1546622594752969,-0.7412292901810041
85,85,85,03-26,0.36989377757428793,-1.5798157993611763,-0.7260609522107363
86,86,86,03-27,0.5302438845780835,-0.7781066424764207,-0.8927412699183498
87,87,87,03-28,0.8255275370852313,0.6982354225011432,-0.6878160418684868
88,88,88,03-29,0.3838182706435072,-1.5101969272122038,-0.6193008955565119
89,89,89,03-30,0.7254052762640646,0.19764995481303474,-0.3772441104928813
90,90,90,03-31,0.5371512932422224,-0.743571381603447,-0.3633772911096592
91,91,91,04-01,0.6603769114087739,-0.1274750889793927,-0.5446411470723301
92,92,92,04-02,0.5468849266777556,-0.6949057261770879,-0.26006972613083995
93,93,93,04-03,0.6079996833747143,-0.38934771327488216,-0.3044839505063137
94,94,94,04-04,0.7253216006703297,0.19723159843673715,-0.3462479371447844
95,95,95,04-05,0.6721054562238038,-0.06883539143980724,-0.4035662470161848
96,96,96,04-06,0.4870319226285234,-0.9941553014342716,-0.3170807820267069
97,97,97,04-07,0.5915913895604039,-0.471384948207795,-0.19317918629087324
98,98,98,04-08,0.6506728411320939,-0.17599293624022033,-0.1824731803698029
99,99,99,04-09,0.7566892720882772,0.3540618611401197,-0.2149788212591576
100,100,100,04-10,0.7381694708508146,0.2614676339631592,0.01769715735576351
101,101,101,04-11,0.6330966739235845,-0.2638692367759352,0.09738587323973956
102,102,102,04-12,0.7662575077254287,0.4019005702552551,0.3553751737243829
103,103,103,04-13,0.6872227841322944,0.0067473470960612856,0.22957410716883345
104,104,104,04-14,0.9602759802502384,1.3719428666676399,0.1270874483862231
105,105,105,04-15,0.6057202007475565,-0.40074453819317735,0.2408377238494292
106,106,106,04-16,0.6151791328126872,-0.3534523187325029,0.13908932809681862
107,107,107,04-17,0.7696040495891833,0.41863241600330137,0.02068579630131049
108,108,108,04-18,0.6441531310475337,-0.20858980426040868,-0.19533312355635
109,109,109,04-19,0.5451312126690571,-0.7036738436769875,-0.09331738206810858
110,110,110,04-20,0.7010398973149945,0.07582934752167697,0.05295152784147675
111,111,111,04-21,0.7281454088662347,0.21134991073627105,-0.012397093341641777
112,112,112,04-22,0.7907108838516892,0.5241611407250091,-0.30947153759002843
113,113,113,04-23,0.6911816568103778,0.026540688904590225,-0.16975356036558698
114,114,114,04-24,0.2876453986791773,-1.9910364697507283,-0.16872116740492885
115,115,115,04-25,0.7128014387546513,0.13463401966966113,-0.2435950079595681
116,116,116,04-26,0.7022788328089192,0.08202370528562586,-0.4297444619042111
117,117,117,04-27,0.638292162898278,-0.23789313259156475,-0.18876360813622148
118,118,118,04-28,0.5673200099738771,-0.5927355829428488,0.11089923643863077
119,119,119,04-29,0.980373606452418,1.4724258115125282,0.2584147391610179
120,120,120,04-30,0.6472593717515581,-0.1930594023016149,0.20383968022092933
121,121,121,05-01,0.8898291783765927,1.0197270360039838,0.4645833832446986
122,122,122,05-02,0.6367853819810431,-0.2454266483549052,0.6819208964464789
123,123,123,05-03,0.9512007556569664,1.3265690855510504,0.5944083297242534
124,124,124,05-04,0.8281384865889866,0.7112894962678341,0.6885424280516733
125,125,125,05-05,0.8753531063053589,0.9473504111791741,0.6588447824774722
126,126,126,05-06,0.7602261199286209,0.3717451876629052,0.7898903688994526
127,127,127,05-07,0.8541901643674128,0.8415411625587773,0.6427423723740021
128,128,128,05-08,0.7940482019801935,0.5408468701769771,0.7648768302494205
129,129,129,05-09,0.7746140462328014,0.4436811063983472,0.5250902056185281
130,130,130,05-10,0.9747074004225784,1.444096243520345,0.7303501472065764
131,131,131,05-11,0.5875943055922745,-0.4913693366061813,0.4952569291545459
132,132,132,05-12,1.0065507625842938,1.6033048371911955,0.3922529787538273
133,133,133,05-13,0.5720637422345398,-0.5690181457534061,0.2900693757408852
134,134,134,05-14,0.6704370819619415,-0.07717683222733461,0.06428985259111175
135,135,135,05-15,0.6519873938879989,-0.16942051167930522,0.02065171849756949
136,136,136,05-16,0.7037579890149976,0.08941910462170431,-0.394388480540741
137,137,137,05-17,0.5352258419573905,-0.7531981411674349,-0.5842640213294199
138,138,138,05-18,0.5084768182730677,-0.8869363570386675,-0.6090195697650972
139,139,139,05-19,0.34420133336914016,-1.7082713904854792,-0.6049196445241624
140,140,140,05-20,0.6407288906071873,-0.2257101228413985,-0.6255415094274696
141,141,141,05-21,0.6569075581055017,-0.14482096023369634,-0.5974812760592239
142,142,142,05-22,0.6790104739182844,-0.0343120847981389,-0.10654269791918253
143,143,143,05-23,0.5688998599064943,-0.5848367409579602,0.3261733657047164
144,144,144,05-24,1.0976335182634331,2.0586951118015806,0.5031496702126265
145,145,145,05-25,0.8634874099356384,0.8880249912579143,0.5005223051627853
146,146,146,05-26,0.853111417023003,0.8361477042060617,0.33794405440635683
147,147,147,05-27,0.6537545573201511,-0.16058515053274364,0.37065897855348745
148,148,148,05-28,0.4839065037459895,-1.0097815893367097,0.38208836157970216
149,149,149,05-29,0.6081597950779783,-0.3885471960751765,0.3768087850962296
150,150,150,05-30,1.1113494857723665,2.1272714099588694,0.05534992935946592
151,151,151,05-31,0.8571515911655311,0.8563475323570784,0.343102000505001
152,152,152,06-01,0.4673408806229754,-1.09260543021452,0.3900438029041218
153,153,153,06-02,0.9990748645850188,1.5659272763404668,0.2596148646434308
154,154,154,06-03,0.5402395739598703,-0.7281307749419852,-0.13908156066811206
155,155,155,06-04,0.4516369910644055,-1.1711208256393222,-0.330997419698087
156,156,156,06-05,0.6328890821829388,-0.2649071419103879,-0.28421580149330444
157,157,157,06-06,0.6268406740437089,-0.2951476218227714,-0.4355803257324112
158,158,158,06-07,0.5234817198826615,-0.8119157209858247,-0.2819985862669049
159,159,159,06-08,0.817428060754325,0.6577401309058263,0.0969465625018498
160,160,160,06-09,0.7245471733852042,0.1933596618510524,0.37101741823878703
161,161,161,06-10,0.9063946395095288,1.1025500669732065,0.7511380552615318
162,162,162,06-11,0.9617910836130436,1.3795179925112355,0.7031309931508839
163,163,163,06-12,1.0830089811973451,1.9855762003136967,0.5324671085107564
164,164,164,06-13,0.4658702720382149,-1.0999580936497115,0.4886314377761213
165,165,165,06-14,0.6126208291388204,-0.3662431769349384,0.1780330022170192
166,166,166,06-15,0.6719416535466005,-0.06965436255675822,-0.2431802337459331
167,167,167,06-16,0.5336572799615242,-0.7610405463814063,-0.5099981057160434
168,168,168,06-17,0.4563091126659412,-1.1477614232664783,-0.3739478692312999
169,169,169,06-18,0.7628110095001179,0.3846689684930356,-0.07310607050134357
170,170,170,06-19,0.6291389820750862,-0.2836566747412501,0.21863545700006629
171,171,171,06-20,0.9736496202157112,1.4388076154447993,0.371695241318269
172,172,172,06-21,1.0220495555250215,1.6807948024517008,0.6610633305657847
173,173,173,06-22,0.717338500882864,0.15731815952780953,0.8035019351520849
174,174,174,06-23,0.8035687417410742,0.5884471122186161,1.0389558509769712
175,175,175,06-24,0.9337461569216742,1.239300596010837,0.836957422880087
176,176,176,06-25,0.9116982638751596,1.1290668202080671,0.6954559496520761
177,177,177,06-26,0.7312389957508849,0.2268170468634952,0.9724285866119344
178,178,178,06-27,0.8522390237745318,0.8317859630836361,0.881147898141616
179,179,179,06-28,1.049722819501948,1.8191539812869584,0.7055756068307177
180,180,180,06-29,0.6940262621181327,0.040762981396706144,0.5740081019599075
181,181,181,06-30,0.7230485332996627,0.1858668481454476,0.4888452974458186
182,182,182,07-01,0.7538091094124563,0.33966179098320565,0.7332202322225232
183,183,183,07-02,0.6290383557858324,-0.28415978022103744,0.2934301411672942
184,184,184,07-03,1.1455040808390324,2.2980355717438634,0.3652745651669698
185,185,185,07-04,0.5219474718888079,-0.8195865650444156,0.2467950223246025
186,186,186,07-05,0.7802440205935798,0.4718295253947599,0.06676617783270945
187,187,187,07-06,0.580865743872459,-0.5250104089087564,0.3428484619276206
188,188,188,07-07,0.5377633459571609,-0.7405112759681528,-0.131114087503886
189,189,189,07-08,0.9603541958230816,1.3723339243484294,0.2866864033081756
190,190,190,07-09,0.5767196667072232,-0.5457397248451761,0.00932920951375843
191,191,191,07-10,1.0233339372868773,1.6872163798279542,-0.0195751795547602
192,192,192,07-11,0.4473982099555433,-1.1923136373717431,0.19383090816336493
193,193,193,07-12,0.5461786868003452,-0.6984367433198682,-0.21348839294684047
194,194,194,07-13,0.7938638684995153,0.5399252503405979,-0.058028150767882036
195,195,195,07-14,0.4715458072184742,-1.0715818823128034,-0.3139044197749073
196,196,196,07-15,0.7632815857335414,0.38702172822857495,-0.12941079156795865
197,197,197,07-16,0.7162665668122271,0.15195876578580225,-0.05859026301715154
198,198,198,07-17,0.6688019903947525,-0.08535186813005112,-0.2878209777940209
199,199,199,07-18,0.6311677073223075,-0.27351357201502546,-0.08484722633936942
200,200,200,07-19,0.5187728133902774,-0.8354590383206179,0.12009702906224524
201,201,201,07-20,0.7151268801191573,0.14626062641510526,0.06912160878364505
202,202,202,07-21,1.0092273854135074,1.6166872606382632,0.18379968751583373
203,203,203,07-22,0.6550929053213284,-0.15389375588579882,0.2114008030758976
204,204,204,07-23,0.8064227874465153,0.6027166042630812,0.02345369767675393
205,205,205,07-24,0.6642907554661862,-0.10790687865464248,0.10260203223551613
206,206,206,07-25,0.29322464642973584,-1.96314167071548,-0.3121648904376449
207,207,207,07-26,0.8101097836323381,0.6211506337676784,-0.16865267771525674
208,208,208,07-27,0.5114813896657998,-0.8719142754007031,-0.21053911556910296
209,209,209,07-28,0.827316448999982,0.70717952044853,-0.2608378517937914
210,210,210,07-29,0.7561564677903644,0.35139797714000404,-0.17364905311483889
211,211,211,07-30,0.6039291567503278,-0.4096992960027731,-0.39872609244755175
212,212,212,07-31,0.3978566048723319,-1.4400088786417649,-0.3087791841345418
213,213,213,08-01,0.5400033963134814,-0.7293116022285988,-0.4437219247990185
214,214,214,08-02,0.6194232504924562,-0.33223282552264355,-0.6073128599107661
215,215,215,08-03,0.6653768025400526,-0.1024769235383296,-0.5427334989863387
216,216,216,08-04,0.5598372136712014,-0.6301476335304825,0.188588955100344
217,217,217,08-05,0.6814283895746615,-0.022223130456208728,0.5986561816413277
218,218,218,08-06,1.2754888441453691,2.9479258458783315,0.8092979840559602
219,219,219,08-07,1.0321094656274563,1.7310917570173037,0.7124614250795251
220,220,220,08-08,0.8722064594649386,0.9316179889651512,0.8965803774807491
221,221,221,08-09,0.5491669342075935,-0.6834962773969397,1.1187377842253787
222,222,222,08-10,0.7807913599380397,0.4745660808768616,0.3732589139280105
223,223,223,08-11,0.9480310369607218,1.3107213100115682,-0.2702297970419941
224,224,224,08-12,0.38086802864355895,-1.5249473759058771,-0.6820994288085647
225,225,225,08-13,0.2598831580668426,-2.129840508802725,-0.7872932292660898
226,226,226,08-14,0.3779373922485064,-1.5395998016342722,-0.9719618366722522
227,227,227,08-15,0.4229278584930714,-1.3146590801420908,-1.4213025814228422
228,228,228,08-16,0.5591775936224582,-0.6334455635601125,-1.3165396059645238
229,229,229,08-17,0.4087943133945503,-1.3853231584919723,-1.0828990572732549
230,230,230,08-18,0.5065900876759382,-0.8963695231559659,-0.8663437926286649
231,231,231,08-19,0.540266286995898,-0.7279972166551107,-0.5565612203697586
232,232,232,08-20,0.6378171221465162,-0.2402682137667323,-0.3853644128183415
233,233,233,08-21,0.7946861315504449,0.544036353411347,-0.057803744999633776
234,234,234,08-22,0.7646243657380274,0.39373528174839056,0.00739792493057756
235,235,235,08-23,0.8018874022079147,0.5800408484202738,-0.055173475128213016
236,236,236,08-24,0.5848361298498467,-0.5051595035746979,-0.04628522244478226
237,237,237,08-25,0.4651767315731453,-1.1034256170078542,0.19191059391455925
238,238,238,08-26,0.6484835758595036,-0.1869386976661477,0.1913763443689003
239,239,239,08-27,1.0805358638111473,1.973211251567396,0.07182718650200172
240,240,240,08-28,0.7639832331945547,0.3905297844744369,-0.05318269006520938
241,241,241,08-29,0.6584210085047945,-0.13725409878111772,-0.018022449434712245
242,242,242,08-30,0.4348165354973897,-1.2552187629779643,0.05343732658914067
243,243,243,08-31,0.5073711979750541,-0.8924641732248714,-0.45258841740326
244,244,244,09-01,0.7342397329408369,0.2418199584769697,-0.6218098879077744
245,245,245,09-02,0.4732736303761321,-1.0629432123870075,-0.5722211044673858
246,246,246,09-03,0.5609069878775335,-0.6247990385526494,-0.256987810963419
247,247,247,09-04,0.7179306199086519,0.16027860186121332,-0.2383607697546108
248,248,248,09-05,0.8131160116386064,0.6361809980458365,-0.2882451066760034
249,249,249,09-06,0.529724801089201,-0.7807019259720217,0.025816794328675712
250,250,250,09-07,0.6743754390547049,-0.05748606305138593,0.0032890426429796338
251,251,251,09-08,0.8501673629681487,0.821428193641067,-0.044667399660765085
252,252,252,09-09,0.5338722906010829,-0.7599655486668259,-0.31220702115134497
253,253,253,09-10,0.6603799189676207,-0.127460051961255,-0.3641190875056029
254,254,254,09-11,0.4920518958153449,-0.969056730897643,-0.5214346216531421
255,255,255,09-12,0.4674271062964499,-1.0921743240975692,-1.0302949003086848
256,256,256,09-13,0.4855870547588029,-1.001379267936621,-0.8029066938182571
257,257,257,09-14,0.2395035123807965,-2.2317334782921887,-0.8382574964041272
258,258,258,09-15,0.8067522216510598,0.6043636902757401,-0.8389928796876055
259,259,259,09-16,0.6179567664168323,-0.33956486747647596,-0.6428365647190842
260,260,260,09-17,0.4911693903292949,-0.9734690305985128,-0.5350074807649228
261,261,261,09-18,0.7028268331766606,0.08476356571355861,0.049602146458527084
262,262,262,09-19,0.6149886338852579,-0.3544047642116516,0.4138331058171597
263,263,263,09-20,0.9410712727765114,1.2759242850485104,0.8124143126880434
264,264,264,09-21,1.2438519314824694,2.789749446427536,1.1033093502347289
265,265,265,09-22,1.0962789007414284,2.051922373748827,1.2493427231779557
266,266,266,09-23,0.8402614519347924,0.7719011946815997,1.116140462296851
267,267,267,09-24,0.8780759252680785,0.96096380337292,0.6451585582889109
268,268,268,09-25,0.4551376709617824,-1.1536183294982811,0.04900461033233235
269,269,269,09-26,0.3758638177589009,-1.5499671389991294,-0.37354379219642775
270,270,270,09-27,0.5284302712108716,-0.7871742413119358,-0.6971150847771441
271,271,271,09-28,0.5891946472219746,-0.48336804142373396,-1.2035135338026317
272,272,272,09-29,0.4519558604884973,-1.169526560802699,-0.8828988196951825
273,273,273,09-30,0.2703664227099174,-2.0774268907800044,-0.7262980567714229
274,274,274,10-01,0.8398951851248213,0.7700699551464129,-0.6242318100243661
275,275,275,10-02,0.5637944323169971,-0.6103625614565712,-0.7190854050083603
276,276,276,10-03,0.6509160887681653,-0.17477676082959578,-0.829617097377633
277,277,277,10-04,0.4753644584950829,-1.0524896113276994,-0.7240758604792125
278,278,278,10-05,0.3193109838781787,-1.8327167150183359,-1.0933814282787249
279,279,279,10-06,0.3970224436719485,-1.4441794693894816,-0.9182812316952104
280,280,280,10-07,0.3967056308690871,-1.445763451650661,-0.9005129710559042
281,281,281,10-08,0.7739255130270174,0.4402386180445155,-0.4889294072514842
282,282,282,10-09,0.6722391020104376,-0.06816719699375784,-0.043662524660890566
283,283,283,10-10,0.9692902264393491,1.4170117714988204,0.09768931346407192
284,284,284,10-11,0.8536588205381873,0.8388845805252263,0.20340108105405474
285,285,285,10-12,0.5666534040311482,-0.5960684406397067,-0.06170439937787645
286,286,286,10-13,0.5235662992227911,-0.811492846110764,-0.2378584784548073
287,287,287,10-14,0.4557825172323707,-1.1503942645470715,-0.4926801379257914
288,288,288,10-15,0.4608432970362311,-1.1250916714553425,-0.5626226430077991
289,289,289,10-16,0.6634884527250643,-0.11191818532708492,-0.2443572333399973
290,290,290,10-17,0.7697234825590633,0.4192295500331808,0.074469364466433
291,291,291,10-18,0.94859160736272,1.3135240173671037,0.5043761521645314
292,292,292,10-19,0.9061779630778376,1.1014667407278178,0.7472433766627238
293,293,293,10-20,0.9716972886957388,1.4290464616415186,0.8908159145693736
294,294,294,10-21,0.7522990083866608,0.3321116755338117,0.9996324184168958
295,295,295,10-22,0.8357843903610652,0.7495170421128147,0.7791398772719745
296,296,296,10-23,0.9003100267132844,1.0721285731183134,0.5688498328737593
297,297,297,10-24,0.683986901809562,-0.009431229502423229,0.3457899212032527
298,298,298,10-25,0.6538168855111466,-0.16027352566147388,0.2245468946067322
299,299,299,10-26,0.7040115795020908,0.09068699161847847,0.2506162657035678
300,300,300,10-27,0.6067998672984364,-0.3953464840453114,-0.07493472205441183
301,301,301,10-28,0.8670692502806593,0.9059332686938284,0.3143327628468857
302,302,302,10-29,0.5096286784420886,-0.8811773534295646,0.7177189353785862
303,303,303,10-30,1.1511319929263946,2.3261736799053616,0.9047016807216156
304,304,304,10-31,1.1379052762236983,2.26004350952873,0.9358096710634028
305,305,305,11-01,0.9284024546677704,1.212583463676656,1.0444753865645569
306,306,306,11-02,0.6441313823782546,-0.2086985419945885,0.9420089741253174
307,307,307,11-03,0.9974748390801808,1.5579275617007542,0.5255700038384553
308,308,308,11-04,0.3866626372699608,-1.495975828065003,0.04565666226251593
309,309,309,11-05,0.6513794364841761,-0.17246014181581076,-0.16028912298503425
310,310,310,11-06,0.5619795429569675,-0.6194365399269067,0.14265767523166134
311,311,311,11-07,0.6812547571430501,-0.023091247808645073,0.09274895368994693
312,312,312,11-08,1.0076863032121248,1.6089822473055853,0.27683148913518674
313,313,313,11-09,0.9375812821394042,1.258475232450467,0.255661627155849
314,314,314,11-10,0.6075730809341382,-0.3914806153935641,0.4056563870108854
315,315,315,11-11,0.6259742909560926,-0.2994793136918373,0.5084393076344016
316,316,316,11-12,0.7419825446905831,0.28053201920331217,0.24041959478590105
317,317,317,11-13,0.8046006277392063,0.593606275932452,-0.07036341510109867
318,318,318,11-14,0.6860460480249576,0.0008639702145820644,-0.2019564824581946
319,319,319,11-15,0.5646224219663332,-0.6062228268715311,-0.0868348006528944
320,320,320,11-16,0.4496532499046826,-1.1810390195361398,-0.14735433945940782
321,321,321,11-17,0.7641274391700926,0.391250777139964,-0.4623009406084808
322,322,322,11-18,0.6693553498523451,-0.08258521363576836,-0.4110174318223309
323,323,323,11-19,0.42664520018011903,-1.2960733309619858,-0.12840183044728984
324,324,324,11-20,0.7475894348063409,0.3085650229314813,0.21311346663998892
325,325,325,11-21,0.903778647379965,1.0894707813787154,0.059136066840551185
326,326,326,11-22,0.8594927581186327,0.8680527629875332,0.14046781692437948
327,327,327,11-23,0.5793450228388652,-0.5326136216566627,0.2535844394305223
328,328,328,11-24,0.7669584872251856,0.4054052868672015,0.14376002653946507
329,329,329,11-25,0.5623921530520215,-0.6173735959251291,0.3433680762625278
330,330,330,11-26,0.6157933373751513,-0.350381454414862,0.4533692863096636
331,331,331,11-27,1.1433206697484062,2.287119079717092,0.8272904031615528
332,332,332,11-28,0.9915010230870276,1.528060023270348,1.0897122315343601
333,333,333,11-29,1.028073521820932,1.7109130794546723,1.1207890606800646
334,334,334,11-30,1.081880934337213,1.9799362571040449,1.0488578051589688
335,335,335,12-01,0.5996862727665756,-0.4309126210509021,0.956322760529608
336,336,336,12-02,0.5294713756961,-0.7819689875414368,0.5384006442884745
337,337,337,12-03,1.0322728850462146,1.731908811940928,0.3597818539753889
338,338,338,12-04,0.4899685996412154,-0.9794726741764528,0.03746815363534765
339,339,339,12-05,0.8137199107117431,0.6392003375761586,0.20246022691856946
340,340,340,12-06,0.6950845314685538,0.0460540550637975,0.2756364552338845
341,341,341,12-07,0.7976869794708329,0.5590398186484284,-0.13467214950944442
342,342,342,12-08,0.6172873818354561,-0.3429116176495462,-0.2378387508322333
343,343,343,12-09,0.539877146939695,-0.7299428165190458,-0.5747926850414679
344,344,344,12-10,0.3661622884427137,-1.5984722821131856,-0.5032208730875886
345,345,345,12-11,0.4093543204589122,-1.3825232676792492,-0.7645822545521305
346,346,346,12-12,0.7809751386048506,0.4754849267870726,-0.8112768159688198
347,347,347,12-13,0.4840371343273767,-1.009128470138823,-0.7313210299746641
348,348,348,12-14,0.5612510161133336,-0.6230789861496824,-0.14408109170080444
349,349,349,12-15,0.6358290421847564,-0.25020810055411163,0.4344223576218025
350,350,350,12-16,1.0708865850069216,1.924967347529972,0.7381785046338787
351,351,351,12-17,1.1035942891882151,2.0884974282563933,0.8234776116700929
352,352,352,12-18,1.1455013281200987,2.2980218088595303,0.9069770738447126
353,353,353,12-19,0.5864013457608602,-0.4973338279215374,1.0602029535129731
354,354,354,12-20,0.6614555422521136,-0.12208221310196472,0.7031747877751008
355,355,355,12-21,0.8197095878132609,0.6691471774554489,0.3193261206143589
356,356,356,12-22,0.6424306736245889,-0.21720164689725974,-0.02901229118582253
357,357,357,12-23,0.6429521149738802,-0.21459457470805807,-0.08748481038608957
358,358,358,12-24,0.7274736596618689,0.2079913380584416,0.02513309522444585
359,359,359,12-25,0.5162307012320332,-0.8481689431231396,0.18773810762016485
360,360,360,12-26,0.7966040039613157,0.5536252205612479,0.3691062480014533
361,361,361,12-27,1.0148456736101834,1.644777251829763,0.3624697321337079
362,362,362,12-28,0.8600836750962901,0.8710071953904709,0.1653561126752288
363,363,363,12-29,0.6349878849007665,-0.2544136699145304,
364,364,364,12-30,0.4909251081031695,-0.9746903786924328,
365,365,365,12-31,,,
