,unnamed: 0,unnamed: 0,mth_day,haunted house,haunted house_norm,haunted house_ravg
68,68,68,03-09,0.6426304728708493,-0.786374580974484,-0.6394718734539767
69,69,69,03-10,0.6019945623834643,-0.9921289521168472,-0.7910508526539624
70,70,70,03-11,0.4539283823440775,-1.7418417897537344,-0.9184828118310956
71,71,71,03-12,0.8064120696772437,0.04291111858067144,-0.9191542002912064
72,72,72,03-13,0.5888742192906947,-1.0585620136588767,-0.7137088329487562
73,73,73,03-14,0.6046015190522714,-0.9789289838239668,-0.25513358937717306
74,74,74,03-15,0.8860797714988538,0.4462976230802176,0.0198909861592859
75,75,75,03-16,1.1453984992051665,1.7593225093126517,-0.18724193998586086
76,76,76,03-17,0.7798278702999738,-0.09169433653498077,-0.05395898038932138
77,77,77,03-18,0.5609630423027391,-1.199886438290209,0.16699157004163032
78,78,78,03-19,0.7468122806476892,-0.25886425607964003,0.22040801502931373
79,79,79,03-20,0.8664241983839766,0.3467743187617433,-0.09668219706941483
80,80,80,03-21,0.9493773587633874,0.766796293006318,-0.2039091115656712
81,81,81,03-22,0.7696519407122405,-0.14321876327971944,-0.09059252229442308
82,82,82,03-23,0.6527657833528091,-0.7350558235125187,-0.061088359527548125
83,83,83,03-24,0.6952412912496689,-0.5199869026627203,0.1348805943883852
84,84,84,03-25,0.7817742163930179,-0.08183927947839015,0.0055638632046122564
85,85,85,03-26,1.0986441067753592,1.5225880422573437,-0.07524539251391145
86,86,86,03-27,0.7961392112461485,-0.00910409409631974,-0.030644061351869905
87,87,87,03-28,0.6738943342896365,-0.6280742975908616,-0.029900207304703788
88,88,88,03-29,0.7056176092651221,-0.4674478365402696,0.051779283065048864
89,89,89,03-30,0.6961227457619158,-0.5155237783797236,-0.4148226871938141
90,90,90,03-31,0.8785630362142202,0.40823766274012574,-0.4269054895442205
91,91,91,04-01,0.5457286340763853,-1.277023779295834,-0.5377121559846773
92,92,92,04-02,0.7818212940513349,-0.08160090819875855,-0.5534950603353989
93,93,93,04-03,0.5425903016059921,-1.292914296233602,-0.3637164921407071
94,94,94,04-04,0.6869151335451834,-0.5621452626445992,-0.2681867802457669
95,95,95,04-05,0.9210071513791664,0.6231476307884269,-0.1307818280312785
96,96,96,04-06,0.9917641351720408,0.9814159341097672,-0.16629738023715304
97,97,97,04-07,0.7085511872317116,-0.4525940660089041,-0.11460134993962573
98,98,98,04-08,0.7397359631103149,-0.2946942214340058,-0.043784723784411984
99,99,99,04-09,0.6038492264509946,-0.982738114448438,-0.3716999707444344
100,100,100,04-10,0.7708316423071023,-0.1372455057133168,-0.4983246459626898
101,101,101,04-11,0.532433108973143,-1.3443438509717072,-0.44244962961881895
102,102,102,04-12,0.8417160286138671,0.2216678828002348,-0.5642783000610315
103,103,103,04-13,0.7747621401273771,-0.117343967945679,-0.4317036577048518
104,104,104,04-14,0.5953710414009772,-1.025666244087282,-0.7610978054739599
105,105,105,04-15,0.7609479438130269,-0.1872902603113596,-0.5504843717721685
106,106,106,04-16,0.3805051273612034,-2.113610392327965,-0.6717148786730803
107,107,107,04-17,0.7820064791571022,-0.08066324876095897,-0.7922976506187157
108,108,108,04-18,0.6980599206221528,-0.5057151586052362,-0.2848587264904384
109,109,109,04-19,0.6318735871435888,-0.8408405996194911,-0.27844813299904864
110,110,110,04-20,1.196677616348762,2.0189673006823816,-0.06782152871734701
111,111,111,04-21,0.7685443890843711,-0.14882669936302068,0.0652691986085789
112,112,112,04-22,0.6300941044604372,-0.8498507666377553,0.17624224643048306
113,113,113,04-23,0.939716748512457,0.7178811151945964,0.4569054409933093
114,114,114,04-24,0.8295611124393523,0.16012312832618852,-0.04136188967789408
115,115,115,04-25,0.9644547436372404,0.8431385677574661,0.17201823348705794
116,116,116,04-26,0.6062392251099047,-0.9706366833448384,0.2786400087414393
117,117,117,04-27,1.0213962396645575,1.1314540396266914,0.2030926419119751
118,118,118,04-28,0.7564391116023359,-0.2101201151114668,0.2417229919537241
119,119,119,04-29,0.8501943917626517,0.26459691421781084,0.3520741229992457
120,120,120,04-30,0.8753374263327777,0.3919052285766824,0.28344992920593104
121,121,121,05-01,1.095218974553477,1.5052453540305957,0.05129311237742825
122,122,122,05-02,0.524920711755222,-1.3823818461047266,0.21782724278756802
123,123,123,05-03,0.7462943234728899,-0.2614868613443249,0.3161359596875
124,124,124,05-04,0.953779250104432,0.7890846673493715,0.13595947596902955
125,125,125,05-05,0.9666885648262576,0.8544492156174032,-0.0470082309433294
126,126,126,05-06,0.6618313290285416,-0.6891536737341407,0.11547203047890392
127,127,127,05-07,0.8784053247954848,0.407439112556442,0.1441033136728804
128,128,128,05-08,0.7174570838127305,-0.4075002775713267,0.016833340102343424
129,129,129,05-09,0.7802219116320079,-0.08969916218046613,-0.2383066443433317
130,130,130,05-10,0.8029664758718253,0.02546482592614973,-0.044063782471427726
131,131,131,05-11,0.6643519822654821,-0.6763906910566476,-0.10900059894241854
132,132,132,05-12,0.8920058474317142,0.4763034974972832,-0.2384780829041898
133,133,133,05-13,0.8014562914369134,0.017818213730497138,-0.2747949424250458
134,134,134,05-14,0.5640284469621841,-1.1843651813419542,-0.06115036441205241
135,135,135,05-15,0.7371870450244448,-0.3076003193056022,0.09648195819334296
136,136,136,05-16,1.056131700990982,1.30733229400411,0.0038990512994722475
137,137,137,05-17,0.8511436285108802,0.2694032445757247,0.029306986780515583
138,138,138,05-18,0.7822966627476676,-0.07919394386594111,0.4543543763457136
139,139,139,05-19,0.8315642668683336,0.17026582661675713,0.43269571559062864
140,140,140,05-20,1.0677024417173364,1.3659191560492336,0.37575851486466455
141,141,141,05-21,0.7115218969694961,-0.4375522838361116,0.7012886415601826
142,142,142,05-22,0.9886620774999209,0.9657090896483256,0.6505737573717663
143,143,143,05-23,1.2368913435917943,2.2225840047488328,0.8215737133503888
144,144,144,05-24,0.7222003795100397,-0.38348324899643865,0.5089227431709339
145,145,145,05-25,1.0341963334216957,1.1962655624884917,0.3968388315201778
146,146,146,05-26,0.6972163100992878,-0.5099866650274946,0.17960253510739901
147,147,147,05-27,0.578704350232721,-1.1100557537406486,-0.2588540715724865
148,148,148,05-28,0.7312407265960463,-0.3377086888283469,-0.2808546732555716
149,149,149,05-29,0.7173276524957173,-0.4081556353304806,-0.4200365612133066
150,150,150,05-30,0.6961300372169795,-0.5154868590949492,-0.17331271702329673
151,151,151,05-31,0.8692681413512829,0.3611742347420812,0.17461000659013984
152,152,152,06-01,0.9895799082657192,0.9703564001125652,0.6053190089857444
153,153,153,06-02,0.9909869153550092,0.9774805879399708,0.7019077338199846
154,154,154,06-03,1.2416236371593041,2.2465453255452807,0.7917636776192359
155,155,155,06-04,0.8317836639426611,0.17137671367496005,0.8550551920191918
156,156,156,06-05,0.8026078165821467,0.023648803700559492,0.5133146585428316
157,157,157,06-06,0.944267519478364,0.7409233211418159,0.4798324075358344
158,158,158,06-07,0.5846231342884192,-1.0800868007455957,0.2129995427288721
159,159,159,06-08,0.9513110120743417,0.7765870818979872,0.2388105663660144
160,160,160,06-09,0.9254311883907907,0.6455481367035073,0.3194316494186628
161,161,161,06-10,0.8623692920471833,0.3262428554978135,0.1495925742179465
162,162,162,06-11,0.8981424415663232,0.50737530201645,0.4071744320522426
163,163,163,06-12,0.7430110770864409,-0.2781111300624819,0.28607789396139965
164,164,164,06-13,0.8898532956701143,0.4654043462601806,0.09232006075821096
165,165,165,06-14,0.8078136548652378,0.05000785335292945,0.19470843867458884
166,166,166,06-15,0.6958314207875056,-0.5169988625156247,0.013717122315950328
167,167,167,06-16,0.9836977946746106,0.9405731229960806,0.3339122124453677
168,168,168,06-17,0.6836707813130942,-0.578572596135381,0.09461616842840354
169,169,169,06-18,1.122436863729772,1.6430594107140222,0.2520794871062033
170,170,170,06-19,0.6062915155532611,-0.9703719178416044,0.6229434264720007
171,171,171,06-20,0.994405034304084,0.9947877654197278,0.7019550045380374
172,172,172,06-21,1.1352989400259723,1.7081847736791602,0.9563450333940612
173,173,173,06-22,1.0773251833691715,1.4146425913923004,0.6630844225461838
174,174,174,06-23,0.9851186791365864,0.9477675770007612,0.674022903056937
175,175,175,06-24,0.7749279811997934,-0.11650425437324125,0.4165148793156402
176,176,176,06-25,0.6192534306494537,-0.9047410347770859,0.32947818137754564
177,177,177,06-26,0.6892623650785179,-0.5502603770280529,0.27912178869284665
178,178,178,06-27,1.0321619195031038,1.1859645860505927,0.2463248085584831
179,179,179,06-28,1.0176537065230091,1.1125042352841066,0.32315030593627897
180,180,180,06-29,0.9462548102934479,0.7509856961945797,0.6340425545226039
181,181,181,06-30,0.8659649011133801,0.34444872989353426,0.654277107463251
182,182,182,07-01,0.9876555068134036,0.9606124567408644,0.6702310952760175
183,183,183,07-02,0.7132399693690085,-0.4288530593841712,0.3850130759430456
184,184,184,07-03,1.0510671262428777,1.2816885129271929,0.01549629300721476
185,185,185,07-04,0.6796751594237223,-0.5988038807137248,-0.20303528898029646
186,186,186,07-05,0.5083836487254411,-1.4661150014204054,-0.24323454080921345
187,187,187,07-06,0.6070086586284948,-0.9667407620315328,0.1282559420532334
188,188,188,07-07,0.9400200707375558,0.7194169457673621,-0.20267851887677305
189,189,189,07-08,1.1534499320939955,1.8000898377905097,0.003764389734960257
190,190,190,07-09,0.6589153661549786,-0.7039182526528459,0.2346583269169538
191,191,191,07-10,0.9243065276476532,0.6398535709566748,0.582875977230214
192,192,192,07-11,0.7819890738150153,-0.08075137832844408,0.6626391709061984
193,193,193,07-12,1.0196407069206763,1.122565139848028,0.3602897098851677
194,194,194,07-13,1.0345381112654803,1.1979961078232682,0.6229892066297293
195,195,195,07-14,0.7951709152523441,-0.014006928335674372,0.5681130715368383
196,196,196,07-15,0.9702098434151564,0.8722787278145236,0.5869607840364229
197,197,197,07-16,0.8592792322036467,0.31059676039932865,0.3042805191823961
198,198,198,07-17,0.8043232955505573,0.03233489666906403,-0.07924593351175835
199,199,199,07-18,0.6846693561187848,-0.5735164492761332,-0.12736428798148947
200,200,200,07-19,0.5800657270912282,-1.1031626083416584,-0.3091917031017857
201,201,201,07-20,0.7381514759808641,-0.3027170551540611,-0.4784443877643567
202,202,202,07-21,0.7547474202172949,-0.2186857629072537,-0.596790598121184
203,203,203,07-22,0.6587176527189784,-0.7049193475760971,-0.6469338564112107
204,204,204,07-23,0.6640850303643326,-0.6777423654718995,-0.4873012817799325
205,205,205,07-24,0.625250439939079,-0.8743759990162944,-0.3528638404405106
206,206,206,07-25,0.7692276382838457,-0.14536716055398907,-0.5290495876440277
207,207,207,07-26,0.8974575787506157,0.5039075928824706,-0.10010395596471318
208,208,208,07-27,0.5459702784409542,-1.275800246128356,0.4560785122210758
209,209,209,07-28,1.1670109986955282,1.8687544424997893,0.8255066602366381
210,210,210,07-29,1.3231518837109215,2.659352443642835,0.9029257193961524
211,211,211,07-30,1.063016570620031,1.3421928890770791,0.8851759564972781
212,212,212,07-31,0.8609679189074882,0.3191471944030963,1.0259321527670933
213,213,213,08-01,0.8764244087919011,0.3974090154892249,0.6880853101122288
214,214,214,08-02,0.7127639993347122,-0.4312630685094652,0.10904756708140588
215,215,215,08-03,0.7666681827345578,-0.1583266134293967,0.05330909667129824
216,216,216,08-04,0.6370019147752664,-0.8148740145421026,0.13566909507658184
217,217,217,08-05,0.9969674223551304,1.0077620666164335,0.11485141837465085
218,218,218,08-06,0.9585631292845048,0.813307184834798,0.2660524321276053
219,219,219,08-07,0.8517558126696927,0.27250295527763896,0.4788091704783223
220,220,220,08-08,0.8919346529549663,0.4759430140082614,0.5394570791883965
221,221,221,08-09,1.0187813328136623,1.1182138166749056,0.2348183071654591
222,222,222,08-10,0.7088686647035429,-0.4509865622816577,0.03975381662221676
223,223,223,08-11,0.6359756105501996,-0.820070565521191,0.10957159455058534
224,224,224,08-12,0.7274149947499128,-0.357079758424656,0.00027279451774354463
225,225,225,08-13,0.9344887031129958,0.6914096228478505,-0.3261851279744181
226,226,226,08-14,0.7624174165573958,-0.17984978618878927,-0.22363171515070607
227,227,227,08-15,0.6319341953467158,-0.8405337182780642,-0.15147553774384284
228,228,228,08-16,0.8303927309153886,0.16433391466061406,-0.3664925565930953
229,229,229,08-17,0.721479464974417,-0.3871335010800112,-0.4446923299203571
230,230,230,08-18,0.472623450364872,-1.6471818715201707,-0.6905948293626846
231,231,231,08-19,0.8418232893552958,0.2222109828842796,-0.7275866761303788
232,232,232,08-20,0.4710270980776357,-1.6552647828427542,-0.7777386052110652
233,233,233,08-21,0.5880994802249162,-1.0624847988842296,-0.4473222265400816
234,234,234,08-22,0.7709635399948506,-0.13657765982350475,-0.03722376020586619
235,235,235,08-23,1.1130173063148538,1.59536477094589,-0.1340048034884126
236,236,236,08-24,0.958583222974726,0.8134089264851221,0.03667542241652292
237,237,237,08-25,0.7271393837875985,-0.3584752768109988,0.2617845975357011
238,238,238,08-26,0.6732802898810033,-0.6311834274131413,0.3546774284242666
239,239,239,08-27,0.8548500597409963,0.2881702518308393,0.06001547259752064
240,240,240,08-28,0.8810399793905143,0.4207793255078881,0.0460350193993175
241,241,241,08-29,0.7638478535970218,-0.1726069640145856,-0.015527990620982628
242,242,242,08-30,0.942016621499936,0.7295262072959031,0.0010726963863085988
243,243,243,08-31,0.6541882542257975,-0.7278533369327995,0.050299277809839615
244,244,244,09-01,0.6929518242696642,-0.5315793053693939,-0.24195602937712266
245,245,245,09-02,0.9131827292795454,0.5835297403720254,-0.3188289271049767
246,246,246,09-03,0.5347223647597527,-1.3327525176138852,-0.2686854192690425
247,247,247,09-04,0.6727547650672935,-0.6338443503817096,-0.2998195194152457
248,248,248,09-05,1.0014358333873372,1.0303872543115082,-0.3986005980743808
249,249,249,09-06,0.6172948701497621,-0.9146579378100188,-0.3767268519296214
250,250,250,09-07,0.5758979104805104,-1.1242657773242049,-0.04667494707281583
251,251,251,09-08,0.939102749897155,0.7147722172405819,-0.032871914329666095
252,252,252,09-09,0.9258283107716276,0.6475589115269482,-0.15137902950389534
253,253,253,09-10,0.6891111262923093,-0.5510261539228112,-0.1031016802634466
254,254,254,09-11,0.8610068987036734,0.3193445632661325,-0.0022655016055093857
255,255,255,09-12,0.6745027155455438,-0.624993842367326,-0.2103362928169872
256,256,256,09-13,0.6953870831406262,-0.5192487053765817,-0.3099044776507021
257,257,257,09-14,0.6925423682217018,-0.5336525300282849,-0.3567093845675437
258,258,258,09-15,0.8078416894280233,0.05014980252465922,-0.25733902801462194
259,259,259,09-16,0.6336481002399339,-0.8318555954238616,-0.14759896371108527
260,260,260,09-17,0.978759096867866,0.9155667025836636,0.007936001022703134
261,261,261,09-18,0.8045428426687601,0.033446543453893994,0.2482152007878227
262,262,262,09-19,0.8796933956478168,0.4139610830261487,0.3314652283112847
263,263,263,09-20,0.9772691713343354,0.9080226685624324,0.7314610127961889
264,264,264,09-21,0.9064915693134442,0.5496499676654315,0.7044941014427332
265,265,265,09-22,1.1076363650845291,1.5681191114855642,0.9210472685068276
266,266,266,09-23,0.946803761295761,0.7537652344629291,0.52583820907663
267,267,267,09-24,1.0611546968049017,1.33276554583846,0.15218515902252586
268,268,268,09-25,0.4113773193386345,-1.957293273555036,-0.03085718113374492
269,269,269,09-26,0.5344966029256318,-1.3338956317621926,-0.34457257888861514
270,270,270,09-27,0.6895894804189571,-0.5486040732721932,-0.5688384506965752
271,271,271,09-28,0.7358889047247943,-0.3141732750436571,-0.9043724806270808
272,272,272,09-29,0.6810524819941487,-0.5918299963848317,-0.9099886356732748
273,273,273,09-30,0.6635525249523209,-0.6804386337445743,-0.8720274097131854
274,274,274,10-01,0.4047222702388757,-1.9909902038322,-0.8588971299674012
275,275,275,10-02,0.5794800160567655,-1.1061282760016564,-1.0549161544833905
276,276,276,10-03,0.7051486406777153,-0.4698223947974877,-0.969143042461964
277,277,277,10-04,0.5036096635160157,-1.4902874221395912,-0.5595140324134799
278,278,278,10-05,0.7826921744966858,-0.07719132425627546,-0.30730652858509183
279,279,279,10-06,1.1489559997737353,1.7773354265463317,-0.19122670701432007
280,280,280,10-07,0.7035839126792991,-0.477745180861871,0.02620171717096828
281,281,281,10-08,0.7170326487192648,-0.4096493465770257,0.35280579815755425
282,282,282,10-09,0.962797659754737,0.8347481503142423,0.5693831108307635
283,283,283,10-10,0.8906299963361425,0.4693370637799245,0.5561552896973477
284,284,284,10-11,1.0393326407727843,1.2222725517829802,0.8324668683434816
285,285,285,10-12,1.133281254614167,1.6979684997458364,0.7510463594400737
286,286,286,10-13,1.0310084776346693,1.1801242910149323,1.0843850379233018
287,287,287,10-14,0.6205507175719462,-0.8981723999974732,1.2482322865018072
288,288,288,10-15,1.3577983771330928,2.8347802212136104,0.7438159405762187
289,289,289,10-16,1.0847862251406428,1.452420555250956,0.4422634225373767
290,290,290,10-17,0.4416077700659444,-1.8042255237705496,0.7530965567323594
291,291,291,10-18,0.7759466017782363,-0.11134660848721543,0.9494776047964341
292,292,292,10-19,1.3993405042409326,3.045123096184829,0.7695399167246048
293,293,293,10-20,0.8532589505852535,0.2801138883869749,0.7305070278445548
294,294,294,10-21,1.1445752486465148,1.7551540927826348,1.0956263243164048
295,295,295,10-22,1.0385329095064502,1.2182232219706557,1.5305140193467048
296,296,296,10-23,0.8742679842700335,0.3864902550605499,1.171060711773747
297,297,297,10-24,1.2912811927042978,2.497979561694585,1.4385991749514169
298,298,298,10-25,0.9733943914123692,0.8884032507470816,1.3314820940083991
299,299,299,10-26,1.1702875215340032,1.8853446674529943,1.2058576934794214
300,300,300,10-27,1.0176433126092863,1.1124516071245292,1.2339274789508814
301,301,301,10-28,0.8896701116008394,0.4644768187967896,1.3237138951100056
302,302,302,10-29,0.9075302070889828,0.5549089678893089,1.737011151175192
303,303,303,10-30,1.3976765829874276,3.0366980586493315,1.68893388827128
304,304,304,10-31,1.463144675955088,3.3681867871382005,1.5193877956262791
305,305,305,11-01,1.1133167750756423,1.5968810900295238,1.3768443469476754
306,306,306,11-02,0.816734049609246,0.09517505125452022,1.013190691991022
307,307,307,11-03,0.7207585267171606,-0.39078387327482905,0.5211759854717789
308,308,308,11-04,0.4766067533849245,-1.6270129618506113,-0.23265968522591715
309,309,309,11-05,0.8146474460144107,0.08460981953387246,-0.689979655895523
310,310,310,11-06,0.5698621080098075,-1.1548272370479764,-0.8141098376907111
311,311,311,11-07,0.5714003154919338,-1.1470387339881118,-0.7539248183507675
312,312,312,11-08,0.6696418757261839,-0.6496060395166084,-0.4967025750799333
313,313,313,11-09,0.7920767605413344,-0.029673757235167606,-0.5438481074362104
314,314,314,11-10,0.7814107775682797,-0.08367950222560645,-0.008789809991179842
315,315,315,11-11,0.7587807845557077,-0.19826337460379007,0.2477345256877719
316,316,316,11-12,1.2038971749624798,2.0555225476222065,0.8906300842472801
317,317,317,11-13,0.875377330938374,0.3921072800855985,0.8962340335540179
318,318,318,11-14,1.4314622800845156,3.2077673118404406,0.9295285064290868
319,319,319,11-15,0.7987173460454998,0.003949938605259557,0.9993865866434511
320,320,320,11-16,0.8208641669265991,0.11608733502480725,0.573612538565708
321,321,321,11-17,0.8415614325288386,0.22088510668239755,0.2752828958054009
322,322,322,11-18,0.6993621021138691,-0.4991217408442522,-0.2924968523799842
323,323,323,11-19,0.5218617310033392,-1.3978705764762445,0.03472754430969308
324,324,324,11-20,0.7586528453479648,-0.19891117727187016,-0.25211073123911826
325,325,325,11-21,1.1864727425217168,1.9672963187433232,-0.2797227513969811
326,326,326,11-22,0.4809656435122159,-1.6049423182680609,0.07027831778995673
327,327,327,11-23,0.8088416538933383,0.055212985735220606,0.2752211753056012
328,328,328,11-24,1.1141074717214592,1.6008846742773748,0.4163969833641072
329,329,329,11-25,0.7647155639536697,-0.16821343138237774,0.016194917051882956
330,330,330,11-26,0.9259437991410296,0.6481436710791655,0.14371399512658653
331,331,331,11-27,0.7122400371875147,-0.4339160791300221,-0.006618664929143168
332,332,332,11-28,0.632073602384948,-0.8398278498198394,-0.3117390918266414
333,333,333,11-29,0.6306999847728808,-0.8467829745991576,-0.2670393340174324
334,334,334,11-30,0.7525449070058672,-0.2298378871076144,-0.3166620018677547
335,335,335,12-01,0.8176840237844262,0.09998511547287604,-0.16528478460907134
336,336,336,12-02,0.8671417738606316,0.3504076639772315,-0.05558941908493118
337,337,337,12-03,0.8916194889930985,0.4743472244220781,0.030917378489382863
338,338,338,12-04,0.7620607622077362,-0.18165565667499825,0.09606550636158727
339,339,339,12-05,0.7332090822932802,-0.32774218915327336,-0.027546046878443937
340,340,340,12-06,0.8297443408143635,0.161050880125612,0.08354820580520624
341,341,341,12-07,0.6712064160005401,-0.6416842039673112,-0.07574316955913273
342,342,342,12-08,0.9987865913967464,1.0169731800791326,0.0766000480583086
343,343,343,12-09,0.7028618931827321,-0.4814010277639557,-0.1900527024318216
344,344,344,12-10,0.942584908161726,0.7324036490296497,-0.3389032111181685
345,345,345,12-11,0.4172300659553583,-1.9276586920940544,-0.3469580572232491
346,346,346,12-12,0.653358996092963,-0.7320521719924699,-0.30465957979567115
347,347,347,12-13,0.6616615590869757,-0.6900132805977944,-0.1831374794107367
348,348,348,12-14,1.0489095744358905,1.2707640446446002,-0.310494764512496
349,349,349,12-15,0.8468635345397787,0.24773157454565115,-0.00480299902929371
350,350,350,12-16,0.7916686712357855,-0.031740061580905976,0.3287906720862798
351,351,351,12-17,0.7794696572681815,-0.09350809919484047,0.2193643853795962
352,352,352,12-18,1.048661875444124,1.2695098547009709,-0.0132646531135302
353,353,353,12-19,0.5319932531290024,-1.3465710008378962,-0.31466669763963984
354,354,354,12-20,0.7732480835283911,-0.12501018631415847,-0.3131368976105671
355,355,355,12-21,0.4897071902810168,-1.5606806926110066,-0.4218135234717082
356,356,356,12-22,0.7934814584937141,-0.022561261406469912,-0.4602323950183114
357,357,357,12-23,0.6506896867806888,-0.7455678543616867,-0.2399327217970129
358,358,358,12-24,1.0031361600041178,1.0389966254213523,-0.3429666261712058
359,359,359,12-25,0.7930446539342908,-0.02477296151010505,-0.04659002253089043
360,360,360,12-26,0.6511546429253172,-0.7432136125593162,-0.18869870477656048
361,361,361,12-27,0.8409084717667944,0.2175789292308856,-0.14804601867103642
362,362,362,12-28,0.6250850645074193,-0.8752133548804901,-0.3697047406971857
363,363,363,12-29,0.6988624348341287,-0.5016517377285423,
364,364,364,12-30,0.7404743092645134,-0.2909557067355437,
365,365,365,12-31,,,
