,unnamed: 0,unnamed: 0,mth_day,murder,murder_norm,murder_ravg
27,27,27,01-28,12.506307204912806,-1.9711721863732667,-1.0509003314285807
28,28,28,01-29,15.603992208368824,0.2757081308568011,-0.9428874663546702
29,29,29,01-30,16.13880218176687,0.6636281425254348,-0.5485392312493134
30,30,30,01-31,14.362084921378793,-0.6250990964272157,-0.2471829396181653
31,31,31,02-01,15.356789582352484,0.09640174103859572,0.04189593220395571
32,32,32,02-02,15.330641756315597,0.07743563067066167,0.04566466717131081
33,33,33,02-03,14.897556830072995,-0.2366989554405405,-0.10167227493155316
34,34,34,02-04,15.635167043185394,0.2983205406609317,-0.16570396301409526
35,35,35,02-05,14.920036502507838,-0.22039351009174896,-0.1118320159698522
36,36,36,02-06,13.832417190352187,-1.0092892249224683,0.04578288044671048
37,37,37,02-07,15.802416315168376,0.4196334233040542,0.16519524727680868
38,38,38,02-08,16.63442628958195,1.0231250091700377,0.09640748729035024
39,39,39,02-09,15.885331466185686,0.4797752455400486,0.11328675123395378
40,40,40,02-10,15.066157263098654,-0.11440601925781888,0.1740074489865527
41,41,41,02-11,15.059661143090212,-0.11911792643012775,-0.1366095591596553
42,42,42,02-12,14.334696533097489,-0.6449650384068748,-0.02816689382490685
43,43,43,02-13,13.233004031191275,-1.4440686255731938,-0.2956684648801715
44,44,44,02-14,17.53145996485052,1.6737810011785283,-0.38436210573215984
45,45,45,02-15,13.672568466649468,-1.1252341807915394,-0.7368943571916696
46,46,46,02-16,14.33248678035264,-0.6465678643697488,-0.8405166391018164
47,47,47,02-17,12.14352753275099,-2.2343114351871867,-0.8607939372181418
48,48,48,02-18,13.477536889384911,-1.2666987298677557,-1.1436364527265617
49,49,49,02-19,13.065270978912865,-1.565732414271146,-1.0428741683825586
50,50,50,02-20,15.19179724607164,-0.02327409187199168,-0.7042025855510609
51,51,51,02-21,14.506070317369796,-0.5206604747275198,-0.1668015610217425
52,52,52,02-22,17.133965457758546,1.3854616326192375,-0.048643219158562366
53,53,53,02-23,16.588888725585488,0.9900947119887232,0.1698592641529769
54,54,54,02-24,14.454938277832765,-0.5577486786886746,0.4304524132679563
55,55,55,02-25,14.872715355673805,-0.2547175144019105,0.5660010223383608
56,56,56,02-26,17.347414037477783,1.5402848028178848,0.3866204206356172
57,57,57,02-27,15.627323346301074,0.2926311796949072,0.19292097386634635
58,58,58,02-28,15.650135823724835,0.3091780224027764,0.1901943320693048
59,59,59,02-29,14.986614140240604,-0.17210196862690186,0.15106504618904704
60,60,60,03-01,14.432383598779175,-0.574108529470924,-0.2627508091678475
61,61,61,03-02,14.549039365089724,-0.4894932296834572,-0.4278141349864754
62,62,62,03-03,13.924344745798766,-0.9426103293234824,-0.6337054358970873
63,63,63,03-04,14.26192568336027,-0.6977487752168603,-0.6794526516179523
64,64,64,03-05,13.947010676518664,-0.926169783060895,-0.6586132368848605
65,65,65,03-06,14.608194881319625,-0.4465852629520923,-0.740130786429677
66,66,66,03-07,14.60476645870581,-0.4490720410723731,-0.6509280426321213
67,67,67,03-08,13.87472924147417,-0.9785985269523562,-0.6996097585458328
68,68,68,03-09,14.66222650908591,-0.40739386653814896,-0.568171704161009
69,69,69,03-10,13.859232348503035,-0.9898390706991292,-0.5647097139420215
70,70,70,03-11,15.034261350697625,-0.1375414567519527,-0.7050126982169155
71,71,71,03-12,14.636832335040404,-0.4258133216381669,-0.8834747524865579
72,72,72,03-13,13.444185415748654,-1.2908899467217374,-0.7917849497860051
73,73,73,03-14,12.39849779748199,-2.049370852570211,-0.26468102662788445
74,74,74,03-15,15.420681130680055,0.142744949665168,-0.24622952486050895
75,75,75,03-16,18.219416303586083,2.1727844682495947,-0.5999141574649589
76,76,76,03-17,15.18689148380548,-0.026832446147700133,-0.4002298308522793
77,77,77,03-18,11.711166270933427,-2.547921117264867,-0.18526106354705466
78,78,78,03-19,15.095966703509982,-0.09278398704565932,-0.31020734517745885
79,79,79,03-20,14.17671140748969,-0.7595582487388631,-0.7730565653182623
80,80,80,03-21,14.387130158135404,-0.6069327401172574,-0.6072823339425336
81,81,81,03-22,14.39074485073628,-0.6043108525952252,-0.0938125874984152
82,82,82,03-23,16.55816973094888,0.9678129421066712,-0.13496044127337328
83,83,83,03-24,15.958568825732105,0.5328973613998439,-0.02772885294761977
84,84,84,03-25,14.755593194732555,-0.3396711096954079,-0.04673405498510808
85,85,85,03-26,15.06372709899644,-0.11616871878434196,0.05681986788288033
86,86,86,03-27,14.22991983708433,-0.7209639523421872,-0.2133651990484654
87,87,87,03-28,15.24733903100662,0.017012684612705196,-0.39281959076213496
88,88,88,03-29,14.323208953804937,-0.6532974594814033,-0.4809402281325073
89,89,89,03-30,14.474128803485467,-0.5438289888821733,-0.7347246346547468
90,90,90,03-31,14.02666257537397,-0.8683949339176419,-0.6632403948193467
91,91,91,04-01,12.964431971882384,-1.6388751579177798,-0.8705563232115733
92,92,92,04-02,14.821234797717096,-0.29205851332978666,-0.919544123020798
93,93,93,04-03,13.532429418509256,-1.2268828857406542,-0.9923017535888806
94,94,94,04-04,13.917983704402028,-0.9472242583367514,-0.7888546081811421
95,95,95,04-05,13.872280402297132,-0.9803747722906688,-0.5274823482587799
96,96,96,04-06,15.709569759595723,0.3522879385287896,-0.4053589960307757
97,97,97,04-07,15.126493538772705,-0.07064159838360726,-0.2614393674756629
98,98,98,04-08,15.831434603734786,0.4406816000382384,-0.09430771976405197
99,99,99,04-09,14.722927207802455,-0.3633651144099768,-0.01809696693081188
100,100,100,04-10,15.300490448750725,0.05556562793291383,-0.4005454989732111
101,101,101,04-11,14.502692901823554,-0.5231102552912278,-0.4784256974790753
102,102,102,04-12,12.545969794212606,-1.9424032537256053,-0.5358343810426297
103,103,103,04-13,14.482271447027642,-0.5379227894187926,-0.4922219133736827
104,104,104,04-14,15.356552118595019,0.09622949865691142,-0.5854015948761847
105,105,105,04-15,15.083687910611108,-0.10169030839629492,-0.5666199738303136
106,106,106,04-16,14.529711605381953,-0.5035124610820986,-0.16937736056638672
107,107,107,04-17,14.658053769266939,-0.4104205290160006,-0.1313157206900418
108,108,108,04-18,15.831945846622016,0.4410524258579557,-0.08904231747514434
109,109,109,04-19,14.797115909764084,-0.30955295016072304,-0.18279202015368126
110,110,110,04-20,15.706236130279107,0.3498699179462961,-0.12218449116486801
111,111,111,04-21,14.308193873375226,-0.6641885244675164,-0.1146162162529886
112,112,112,04-22,15.031054820342204,-0.13986728714921934,-0.2549703848881977
113,113,113,04-23,14.720658256520085,-0.3650108795447241,-0.10814312007853716
114,114,114,04-24,14.670941408549032,-0.4010725859532988,-0.36028656946278376
115,115,115,04-25,16.011665557499803,0.5714106386972401,-0.21284097226940188
116,116,116,04-26,13.620514939289803,-1.1629907783591833,0.04464736115280682
117,117,117,04-27,15.527858343482704,0.22048505869277485,0.3110489545722332
118,118,118,04-28,17.160988692361222,1.4050627133840328,0.3547246824757626
119,119,119,04-29,16.92432228215758,1.2333986809718342,0.2523126617033821
120,120,120,04-30,15.032225397654186,-0.13901821853212215,0.20593040005686705
121,121,121,05-01,15.164517148692735,-0.04306148593704282,0.1909278289933457
122,122,122,05-02,13.2368426042028,-1.4412843482382736,0.024732626625127024
123,123,123,05-03,15.403757636274467,0.13046963231164668,-0.16154217928873893
124,124,124,05-04,15.786228188899155,0.4078914991747208,-0.13174652320208033
125,125,125,05-05,15.383464048518126,0.11574984548863855,-0.2749550103696188
126,126,126,05-06,15.27869395137286,0.03975571798782937,-0.12059687505940347
127,127,127,05-07,13.979901894382994,-0.9023124089422736,-0.3938291194393631
128,128,128,05-08,14.513687331298947,-0.5151355363769817,-0.3674113202830501
129,129,129,05-09,13.143590721145186,-1.5089238339681112,-0.1531414109193172
130,130,130,05-10,16.004755236316726,0.5663982941125992,-0.005494452417514575
131,131,131,05-11,17.15589673174934,1.4013693016710358,0.16999069415861856
132,132,132,05-12,16.50002407469895,0.9256374689986452,0.08660560734054569
133,133,133,05-13,15.431508469178159,0.1505984705145254,0.4484540568678006
134,134,134,05-14,13.823929009146786,-1.0154460572854191,0.5435654764252212
135,135,135,05-15,16.13678757376495,0.6621668631954184,0.4683843816076969
136,136,136,05-16,16.791513344688905,1.1370668114571232,0.5056890722702835
137,137,137,05-17,16.534001524851757,0.950282732765889,0.7518064587019423
138,138,138,05-18,16.808607081825517,1.1494656129741645,1.3009172328883116
139,139,139,05-19,17.46738229261085,1.6273027891044785,1.4855088157680505
140,140,140,05-20,18.36615281356423,2.2792185878327977,1.3146919664307426
141,141,141,05-21,17.663722249366256,1.7697163604738502,1.2788238202008633
142,142,142,05-22,15.378522750204285,0.11216571543327583,1.050731367562886
143,143,143,05-23,16.237301559590488,0.7350738553866126,0.785957127248102
144,144,144,05-24,14.92183483716266,-0.2190891028536985,0.4140353899576241
145,145,145,05-25,15.2771796710426,0.03865734721577374,-0.02218087283850308
146,146,146,05-26,15.289630100994525,0.04768816408993085,0.10391517131508016
147,147,147,05-27,14.055357624427938,-0.8475812163029129,0.14912980353244434
148,148,148,05-28,16.42158451537534,0.8687419803547753,0.2950496727374233
149,149,149,05-29,16.61131530767256,1.0063616486907978,0.4980615622362064
150,150,150,05-30,16.128878542364806,0.6564301123761748,0.6446939268927951
151,151,151,05-31,16.956486434650493,1.2567286842084726,0.7625102742802459
152,152,152,06-01,16.502567541947233,0.9274823520294634,0.8141149179574829
153,153,153,06-02,15.029930047352504,-0.1406831319782077,0.6368934925364589
154,154,154,06-03,16.848456199465936,1.178369842418198,0.6586739256471222
155,155,155,06-04,15.145346299155245,-0.05696690383534694,0.6257108929465068
156,156,156,06-05,16.309045471145918,0.7871127110401549,0.4916486857604452
157,157,157,06-06,16.68381745994247,1.0589504880047806,0.6364940189815034
158,158,158,06-07,15.393609973858075,0.1231091089130932,0.5035385825903244
159,159,159,06-08,16.228085231049864,0.7283888673481416,0.6258982255800705
160,160,160,06-09,15.748653798033265,0.3806372240711236,0.7404102623349366
161,161,161,06-10,16.157500693524153,0.6771909541031296,0.7775054106512037
162,162,162,06-11,17.256284759996117,1.4741849315693518,0.8827998758218029
163,163,163,06-12,16.99066714061065,1.2815213779023833,0.9198869902851012
164,164,164,06-13,16.264601855013506,0.7548758999366882,0.9551630465953496
165,165,165,06-14,16.5348684559865,0.9509115541279316,1.054608519317689
166,166,166,06-15,16.040456017605074,0.5922935619326127,0.9688850205438944
167,167,167,06-16,16.980109927717844,1.273863790437167,1.1890937615201091
168,168,168,06-17,16.547183181530052,0.9598439389265844,1.272278076813817
169,169,169,06-18,18.812225617012853,2.6027738237596703,1.3005232111639355
170,170,170,06-19,16.95269940261873,1.2539817916989389,1.2984913943468046
171,171,171,06-20,16.768511151841768,1.120382360228641,1.416654245477539
172,172,172,06-21,16.02364890482048,0.5801026610298268,1.3161352611190276
173,173,173,06-22,17.95754861665839,1.9828408972215728,1.006043305373706
174,174,174,06-23,15.715693899197865,0.3567300327755165,0.9178218781579496
175,175,175,06-24,16.247156546875267,0.7422220892877415,0.9490443039850868
176,176,176,06-25,16.22293505342553,0.7246532284044004,0.9792974328947897
177,177,177,06-26,17.026781891536903,1.307716915191463,0.766308388813458
178,178,178,06-27,16.27390165663613,0.7616214344880435,1.1156044449231874
179,179,179,06-28,16.19571120317871,0.7049066327335837,1.2542998834835604
180,180,180,06-29,18.605057822536683,2.4525063694338933,1.3170757095653691
181,181,181,06-30,17.394440031754087,1.574394720649978,1.235251894722205
182,182,182,07-01,16.74221434091222,1.1013081848952544,1.2141177548516449
183,183,183,07-02,16.349938352818207,0.8167740261324787,1.2699080702056664
184,184,184,07-03,16.099080841385902,0.6348165952646811,0.9080322827118532
185,185,185,07-04,16.657206606965822,1.0396485248577143,0.8322605333420466
186,186,186,07-05,15.611634831279135,0.2812516444710124,0.7138104414985448
187,187,187,07-06,16.767658952472118,1.1197642244311383,0.5031632816800343
188,188,188,07-07,15.762399607529517,0.3906076338342427,0.7088657894632515
189,189,189,07-08,14.607472918446991,-0.4471089327785832,0.8450107464462832
190,190,190,07-09,17.80064429889725,1.869031641963984,0.6488793441858512
191,191,191,07-10,17.783392603545504,1.856518266755904,0.4572240798195586
192,192,192,07-11,13.989243200990813,-0.8955367690915788,0.5235218067705126
193,193,193,07-12,15.182293767575874,-0.03016736176661717,0.5051761172102069
194,194,194,07-13,16.310811927396298,0.7883939955399663,0.2043273600771608
195,195,195,07-14,14.455718059961937,-0.5571830701404171,-0.18472179515342635
196,196,196,07-15,15.312034622272467,0.06393909916570703,0.09982617033390538
197,197,197,07-16,14.565192529807565,-0.4777766646276189,0.17757261435684815
198,198,198,07-17,16.3430133382645,0.8117510238324116,0.06233689987251787
199,199,199,07-18,15.825409447236463,0.4363113023710395,0.19953889505661235
200,200,200,07-19,15.357586403410995,0.09697970863398443,0.029360802633898963
201,201,201,07-20,15.590647837040475,0.2660289009641497,0.11065935303441672
202,202,202,07-21,13.904327801115745,-0.9571294553705731,0.18573201263596886
203,203,203,07-22,15.237691100685232,0.010014637775487485,-0.0299573298605166
204,204,204,07-23,16.964011573107665,1.262186981441725,-0.03393024386076655
205,205,205,07-24,14.04123526617374,-0.8578247526078737,-0.4328054522313439
206,206,206,07-25,15.324722607264256,0.07314222463248474,-0.2984835083939308
207,207,207,07-26,12.291167018917095,-2.1272223492593145,-0.3554357635414262
208,208,208,07-27,15.015433901078818,-0.15119779234609468,-0.4731233916153351
209,209,209,07-28,14.766584174346885,-0.3316988931094851,-0.3133284436407437
210,210,210,07-29,15.990503911534624,0.5560612129982717,-0.610439375679484
211,211,211,07-30,15.363053104462027,0.10094493523967417,-0.4514083855140029
212,212,212,07-31,12.867032080141252,-1.7095233675999566,-0.4420139136280598
213,213,213,08-01,13.60666542675667,-1.1730364082664273,-0.4482164721302695
214,214,214,08-02,15.093144621458487,-0.09483096103043603,-0.6182856631092759
215,215,215,08-03,14.715276842199245,-0.3689142441227437,-0.4575138758592249
216,216,216,08-04,14.583697919050719,-0.4643539328757671,-0.12333493236997024
217,217,217,08-05,16.692951320733535,1.0655756587399794,0.17144279691208433
218,218,218,08-06,15.631347812793006,0.2955502933355719,0.2337987959776288
219,219,219,08-07,16.045055787865536,0.5956299674259002,0.20935550699138167
220,220,220,08-08,15.6089511155551,0.2793050333628301,0.334801390431726
221,221,221,08-09,14.513082869123235,-0.5155739780402258,0.17393768602813928
222,222,222,08-10,15.621381579097635,0.2883213677662991,0.10527486133011676
223,223,223,08-11,15.36229276920282,0.10039343231845864,-0.014613996904078497
224,224,224,08-12,15.063371492743515,-0.1164266548525632,0.011668342479421306
225,225,225,08-13,15.053339632664098,-0.12370318197927126,0.06110012098684145
226,226,226,08-14,15.826357644793939,0.43699906966382895,0.039799352038931785
227,227,227,08-15,14.921980693726633,-0.2189833069957049,-0.03958221098474423
228,228,228,08-16,15.445182414346313,0.16051675407884108,-0.11190392738262664
229,229,229,08-17,14.705651446270725,-0.3758959458235974,-0.024925503710840558
230,230,230,08-18,14.465128957281456,-0.5503569532398577,-0.11774183817868095
231,231,231,08-19,15.772821902991225,0.3981673600514452,0.14985848548250902
232,232,232,08-20,15.05858439451802,-0.1198989371432134,0.0807845802939194
233,233,233,08-21,17.135560571128796,1.3866186349714351,0.09097072136895094
234,234,234,08-22,14.873805651840467,-0.2539266770526965,0.29110912953862056
235,235,235,08-23,14.789910824598751,-0.3147790993734081,0.5049378928698955
236,236,236,08-24,16.120666390713687,0.6504734957781602,0.7722943576343563
237,237,237,08-25,17.541605442727075,1.6811399400390947,0.6992319288379846
238,238,238,08-26,17.27014708023917,1.4842398514435502,0.5787305787855784
239,239,239,08-27,16.531190890386018,0.9482440621932056,0.6684469573239239
240,240,240,08-28,13.877022987206926,-0.9769347773671334,0.5905416742194396
241,241,241,08-29,15.532041355267749,0.22351917185666384,0.2397984782170309
242,242,242,08-30,15.476236800106225,0.18304179715125465,-0.07626434683123122
243,243,243,08-31,14.640270832274005,-0.4233192359753572,0.005836785814685923
244,244,244,09-01,14.65568720235233,-0.4121370988460228,-0.02940555395534289
245,245,245,09-02,17.210328391606037,1.4408508580687085,-0.060669754757949335
246,246,246,09-03,13.585499669595855,-1.1883888159873062,-0.003458987665139713
247,247,247,09-04,15.273425054536624,0.035933967041025104,0.1324007322645878
248,248,248,09-05,15.949482127595909,0.5263063997081124,0.13611179793697767
249,249,249,09-06,15.76409735860774,0.3918390836030077,0.08884163295994889
250,250,250,09-07,14.68638499891599,-0.3898707048116835,0.3750631992156343
251,251,251,09-08,16.81931135334897,1.1572298682065356,0.2591762743496028
252,252,252,09-09,15.953113769884784,0.528940581546806,0.5265475235644205
253,253,253,09-10,14.314812742608886,-0.6593875821551639,0.4934161367429567
254,254,254,09-11,18.16116710973793,2.130533894997019,0.4841568087988781
255,255,255,09-12,15.49003576490326,0.19305076267422444,0.5334934109859509
256,256,256,09-13,14.609792184173243,-0.44542667247615503,0.5565382720555411
257,257,257,09-14,17.227421882987088,1.4532494813289736,0.6443430719949559
258,258,258,09-15,16.14373999949189,0.6672097479643465,0.3160620673728081
259,259,259,09-16,15.04113076654108,-0.13255878251867567,0.2937648038988928
260,260,260,09-17,15.445638906995544,0.16084786726413206,0.5000464966953931
261,261,261,09-18,15.305593634670696,0.05926718183073234,0.5563354674844015
262,262,262,09-19,16.316146638470983,0.7922634843028474,0.4015714930885474
263,263,263,09-20,17.693042145898218,1.7909833060630234,0.5665463283172194
264,264,264,09-21,14.863538186645089,-0.2613740984107782,0.5913136832182496
265,265,265,09-22,16.405796438628563,0.8572902288533565,0.8126201168918729
266,266,266,09-23,15.650513541208664,0.3094519966703131,0.4262805347820597
267,267,267,09-24,17.136232184046325,1.387105783872472,0.0962233220934701
268,268,268,09-25,13.120360052334386,-1.5257740083560325,0.07437546775231818
269,269,269,09-26,14.96282121640512,-0.1893599700685142,-0.15865823204900695
270,270,270,09-27,14.682813551964829,-0.3924612244576898,-0.17768870275414272
271,271,271,09-28,14.478150382079336,-0.5409119699545942,-0.446720906181256
272,272,272,09-29,15.493094198683071,0.19526917243949848,-0.5567181370322062
273,273,273,09-30,14.91080785072818,-0.2270874366902073,-0.7521660607905872
274,274,274,10-01,12.210467069208155,-2.185757393461734,-0.9444299668059598
275,275,275,10-02,13.34608329474494,-1.3620475126188,-1.133756090321752
276,276,276,10-03,13.09241370609165,-1.5460446605499254,-1.268858948926222
277,277,277,10-04,12.912051763261054,-1.6768687110493472,-1.0867562160868751
278,278,278,10-05,14.375528400948813,-0.6153479791873214,-0.6923286517810471
279,279,279,10-06,16.417154851800895,0.8655289603458759,-0.35507622867097605
280,280,280,10-07,15.473157141831384,0.1808079923732318,-0.2340730631833964
281,281,281,10-08,16.135822735967608,0.661467026041626,-0.1958752262634881
282,282,282,10-09,14.093347369252673,-0.8200256676244474,-0.02969772925000176
283,283,283,10-10,13.228022842852322,-1.4476816895298974,-0.29671219375714897
284,284,284,10-11,15.75014244637816,0.3817170028935967,-0.10664782448093496
285,285,285,10-12,14.208421179428074,-0.7365578266970078,-0.4382308673284976
286,286,286,10-13,17.04536250199246,1.3211942080305163,-0.40577026939013455
287,287,287,10-14,13.392980196418042,-1.3280312310437503,-0.2822695768472136
288,288,288,10-15,14.361860222382765,-0.6252620799942686,-0.2977157827186629
289,289,289,10-16,14.249615956485352,-0.7066775342723719,-0.07869945342879649
290,290,290,10-17,15.622372008616875,0.2890397676649009,-0.2925182697762359
291,291,291,10-18,16.02011607091989,0.5775401490421904,-0.17139151693335428
292,292,292,10-19,15.276661243335187,0.03828130994587976,-0.0006232515226560209
293,293,293,10-20,14.394936169563804,-0.6012707139864607,0.21858546627661726
294,294,294,10-21,15.774448932442,0.3993475124699208,0.2962521856930003
295,295,295,10-22,16.062902278537642,0.6085747725232681,0.24218228252946314
296,296,296,10-23,16.264828209311222,0.7550400841631991,0.3017601823750978
297,297,297,10-24,15.572851852482595,0.25312073006096736,0.3024885267008461
298,298,298,10-25,15.769487404499149,0.3957487090196877,0.29402478215427336
299,299,299,10-26,14.400961006608984,-0.5969006480319707,0.2240907660158656
300,300,300,10-27,15.704437153833366,0.3485650451904844,-0.04927582353301
301,301,301,10-28,15.484410710396276,0.18897067569282128,0.07611186856410825
302,302,302,10-29,14.003549995964994,-0.8851594531300541,0.5091083839306902
303,303,303,10-30,16.61005415591289,1.0054468826436769,0.8082068898734911
304,304,304,10-31,19.35121839901861,2.99372780121918,0.9200060975147129
305,305,305,11-01,16.875092670792977,1.1976903876248344,1.0042692019598678
306,306,306,11-02,16.62923602163087,1.0193602910378137,1.4672719847296785
307,307,307,11-03,16.181431961549134,0.6945493023637515,1.61682387190635
308,308,308,11-04,17.833491713143488,1.8928572434888105,1.0531629519538557
309,309,309,11-05,17.847141778052453,1.9027582057037065,0.9653710982081396
310,310,310,11-06,14.688636332546361,-0.38823771849578814,0.7752219666136485
311,311,311,11-07,16.148881737291273,0.6709392651505373,0.8611879707075417
312,312,312,11-08,15.05632951074048,-0.1215344985291326,0.9156627768832584
313,313,313,11-09,16.89253953496091,1.2103453269271107,0.4358778398452722
314,314,314,11-10,18.284105274166762,2.219706080543111,0.5893589361256919
315,315,315,11-11,13.878378707897847,-0.9759514165242108,0.5308678452373851
316,316,316,11-12,15.958226225562,0.5326488591867297,0.7117302188146235
317,317,317,11-13,15.665045619209495,0.3199927198206965,0.4151525182149697
318,318,318,11-14,16.552416306347858,0.9636397429342984,0.37629331560034
319,319,319,11-15,14.439259878375768,-0.5691208766708121,0.4296381276234229
320,320,320,11-16,17.962663402263253,1.9865508648553325,0.4837911069719869
321,321,321,11-17,14.319644999517148,-0.6558825443857136,0.6138041904611807
322,322,322,11-18,16.406177647097373,0.8575667352781134,0.4879298767809026
323,323,323,11-19,16.74050898738937,1.1000712207558605,0.6336701941218016
324,324,324,11-20,15.511188687366168,0.2083938608526296,0.17431125088491672
325,325,325,11-21,15.644818337267894,0.3053210273745812,0.3616994440042161
326,326,326,11-22,14.16286338953494,-0.7696027945659767,0.3165600291799611
327,327,327,11-23,15.86971313051392,0.4684466143300828,0.11382821533123325
328,328,328,11-24,16.032786094480308,0.5867302463325832,-0.01814833928150936
329,329,329,11-25,15.063518999092619,-0.11631966233650665,0.14307401468440992
330,330,330,11-26,14.41948355942501,-0.5834654668238258,0.12063048939780545
331,331,331,11-27,16.978443624575892,1.2726551511700968,0.1730381052040154
332,332,332,11-28,13.977211387053455,-0.9042639462856036,0.2826492340170236
333,333,333,11-29,16.303226970049213,0.7828923091673426,0.3914532938577824
334,334,334,11-30,16.939485255976884,1.2443970192106324,0.47200631301177204
335,335,335,12-01,15.963542116210006,0.5365046967080461,0.3421458960959917
336,336,336,12-02,15.085815123691065,-0.10014735189988767,0.4900711457919162
337,337,337,12-03,15.904243108586321,0.4934926496754146,0.46316935487540295
338,338,338,12-04,15.200843524737888,-0.016712448110056018,0.06496577743671612
339,339,339,12-05,16.080696360877493,0.6214815636682629,-0.14605608971188735
340,340,340,12-06,13.645560143824005,-1.1448244454214884,-0.3437817263071296
341,341,341,12-07,14.217977116806653,-0.7296265061835748,-0.6685697297365055
342,342,342,12-08,13.450236046559933,-1.2865011714713408,-0.7431548031396691
343,343,343,12-09,13.217608881181011,-1.4552353709008408,-0.9142400830582559
344,344,344,12-10,14.583878584707248,-0.4642228885290378,-0.8343125413370375
345,345,345,12-11,14.665485318655485,-0.4050301158432574,-0.7601361269731529
346,346,346,12-12,14.306717782139563,-0.6652591950941769,-0.4200549416382679
347,347,347,12-13,14.831561644535508,-0.2845680200002673,-0.03124223224215665
348,348,348,12-14,16.2633749031986,0.7539859405379694,0.053533735945841265
349,349,349,12-15,16.433853083811883,0.8776408854758265,0.5056692459660036
350,350,350,12-16,15.285142225575758,0.04443292059894972,0.5114325483953114
351,351,351,12-17,18.405533361746645,2.307782944277717,0.6384885008912938
352,352,352,12-18,14.354391604466665,-0.6306793805183305,0.2779672236231124
353,353,353,12-19,15.882563735644192,0.4777676949756272,0.11863703917936767
354,354,354,12-20,13.281156369910958,-1.4091417230711192,-0.042406437742181696
355,355,355,12-21,15.115879752083066,-0.07834022118664169,-0.48860385334768
356,356,356,12-22,13.952996602494357,-0.9218279409303466,-0.6424266081343765
357,357,357,12-23,14.714605013753669,-0.369401549355273,-1.0803828151091122
358,358,358,12-24,13.081975525054498,-1.553615909238509,-1.1264018706495469
359,359,359,12-25,12.259806357480187,-2.1499695468727875,-1.2380213849002135
360,360,360,12-26,12.900488462160842,-1.6852560563137278,-1.376960880789354
361,361,361,12-27,14.192567301297293,-0.7480573066906419,-1.657365321376883
362,362,362,12-28,12.803694284512119,-1.7554649162651883,-1.5588998036633086
363,363,363,12-29,12.395109959612286,-2.051828192880448,
364,364,364,12-30,13.896478608035505,-0.9628228029570608,
365,365,365,12-31,,,
