,unnamed: 0,unnamed: 0,mth_day,small town,small town_norm,small town_ravg
101,101,101,04-11,2.3808307322124382,-1.318837396230942,-0.2461273955801833
102,102,102,04-12,2.092335100026183,-1.9043249618046527,-0.3362980986915766
103,103,103,04-13,3.0110046975403906,-0.03993061330400904,-0.05319337106447538
104,104,104,04-14,2.95545909561849,-0.1526576553085276,-0.02446812303197236
105,105,105,04-15,4.1874455452919985,2.3475976926596416,0.19710796090799484
106,106,106,04-16,3.4846673337134964,0.9213441957966558,0.5862288351686539
107,107,107,04-17,3.0359127818301195,0.010619107408861359,0.6888319104719101
108,108,108,04-18,3.2427575433109905,0.43040028375930095,0.9695475424686104
109,109,109,04-19,3.3143471507130218,0.5756878385155276,0.4053071875898065
110,110,110,04-20,3.785385179238345,1.5316361366716755,0.36276950537527203
111,111,111,04-21,2.5192883977401044,-1.0378444366131825,0.2228654733255759
112,112,112,04-22,3.3589061434460814,0.666118102509449,-0.0470966402225915
113,113,113,04-23,2.6222913366125766,-0.8288050848893156,-0.24435041514548805
114,114,114,04-24,2.4446238660763617,-1.1893723975297037,-0.5011669366370263
115,115,115,04-25,2.7311731687848746,-0.6078348110218518,-0.21569763972803827
116,116,116,04-26,3.0261159915044327,-0.009262992277553702,-0.3498788194647193
117,117,117,04-27,3.3632685277108316,0.6749713448407461,-0.11456966669283394
118,118,118,04-28,2.9622041137006754,-0.1389689759106368,0.16058192606518898
119,119,119,04-29,3.317974730554003,0.583049831741996,0.24774443523282
120,120,120,04-30,3.258100059600616,0.4615371590184342,0.3474394845717208
121,121,121,05-01,2.9888661207499507,-0.08485975601606581,0.4165913247481305
122,122,122,05-02,3.320860966216403,0.5889073037558517,0.4643954962148675
123,123,123,05-03,3.5677135580231742,1.0898823858992042,0.5108793249400985
124,124,124,05-04,3.1035354977917025,0.1478560528897853,0.261907666395653
125,125,125,05-05,3.4554025668707227,0.8619528040933817,0.18118011747993445
126,126,126,05-06,2.5220239385865924,-1.0322927922482386,-0.06400608440277221
127,127,127,05-07,2.7501979068164992,-0.5692250495103769,-0.3096910894105696
128,128,128,05-08,2.5959764172557183,-0.8822099075403883,-0.24961729525970786
129,129,129,05-09,2.84135431482776,-0.3842276441475802,-0.4667865269720893
130,130,130,05-10,3.2811415981473684,0.5082988177949557,-0.31536511039305143
131,131,131,05-11,2.813349223863775,-0.4410625861809068,-0.32932588129263096
132,132,132,05-12,2.969696133910181,-0.12376429277401113,0.051833231707710425
133,133,133,05-13,2.70892336918356,-0.6529896749078541,0.0033933589341917647
134,134,134,05-14,3.7228601879896166,1.40474477046166,-0.03828671238396659
135,135,135,05-15,2.6981435017496938,-0.6748668807886922,0.05695946222566859
136,136,136,05-16,3.1579159049145735,0.25821838988600554,0.10511431187023768
137,137,137,05-17,3.094941253888225,0.13041446147690436,0.2704904050823028
138,138,138,05-18,3.1120642859384584,0.16516480509340348,-0.028769524971956468
139,139,139,05-19,3.1978520846512284,0.33926688436453645,0.07495011573588475
140,140,140,05-20,2.8381085267882105,-0.3908148098638956,1.1883228577992029
141,141,141,05-21,3.004787042028666,-0.05254903654164485,1.1309848846544404
142,142,142,05-22,6.449564014630708,6.938454842265916,1.0498638867163506
143,143,143,05-23,2.9254235139737887,-0.2136133773916714,1.1129985172482704
144,144,144,05-24,2.8722328535411186,-0.3215611825351352,1.2054901119912018
145,145,145,05-25,3.3845074421938337,0.7180746675560548,1.3541588479451463
146,146,146,05-26,3.1115567364470804,0.16413475859369347,0.033462601674243864
147,147,147,05-27,3.4443210320289874,0.8394633791820226,0.07212465868219169
148,148,148,05-28,2.5449711156790125,-0.9857226353594992,0.07471499519773123
149,149,149,05-29,3.039726551995095,0.018358964656015518,0.059649620459546276
150,150,150,05-30,2.8798910941040257,-0.3060191634418979,-0.10645002100567298
151,151,151,05-31,3.339967181411797,0.6276824191269449,-0.2315223512130319
152,152,152,06-01,2.6204888755254205,-0.8324630901976222,0.1074887397839846
153,153,153,06-02,3.0745490017366994,0.08902939793786924,0.2002668370681765
154,154,154,06-03,3.547245713119868,1.0483439106225996,0.2625563045074375
155,155,155,06-04,3.314021796535222,0.575027548361167,0.3513563707346082
156,156,156,06-05,3.064047756114354,0.06771764119366816,0.8575461223697903
157,157,157,06-06,3.602501514341164,1.1604828164899688,0.8671648039400941
158,158,158,06-07,4.117021416855473,2.2046754196134706,1.3123305233761642
159,159,159,06-08,3.1029863020339716,0.14674148735969214,1.4579596155043586
160,160,160,06-09,4.8633628080799935,3.71933822723902,1.7442541632083015
161,161,161,06-10,3.7445691844074016,1.4488021011303338,1.7813430425785777
162,162,162,06-11,3.910467711596009,1.7854849274173266,1.363862012062848
163,163,163,06-12,3.7121535069383698,1.3830160927116246,1.4983963971254646
164,164,164,06-13,2.8827531497944734,-0.30021076348090725,1.0359663832649495
165,165,165,06-14,3.5007325711428305,0.9539477977353924,0.8473587127828438
166,166,166,06-15,3.4962044221300306,0.9447581440759302,0.6881038823754881
167,167,167,06-16,3.1869571120390265,0.31715607823769865,0.5665519033776946
168,168,168,06-17,3.4396362984772884,0.8299559449731923,0.9931070042767924
169,169,169,06-18,3.352789273574026,0.6537042187248631,0.9852952226104656
170,170,170,06-19,4.143848592963173,2.2591198419136806,1.0069043213834583
171,171,171,06-20,3.4776373080884944,0.9070771077374312,1.1326875637462128
172,172,172,06-21,3.5600909773163663,1.0744127367138872,1.0683756032976242
173,173,173,06-22,3.558830929598125,1.0718555324142256,1.1517778529048044
174,174,174,06-23,3.249500205644241,0.4440841822816604,0.9080184813939702
175,175,175,06-24,3.599365147846629,1.154117716367944,0.8719244758651139
176,176,176,06-25,3.4231824187830275,0.7965636128486767,0.7242845141628306
177,177,177,06-26,3.3709266256884884,0.6905130745642936,0.6052144504371285
178,178,178,06-27,3.12359852290684,0.1885729665001873,1.0303812241857038
179,179,179,06-28,3.2068043931300734,0.35743515006001303,0.8734379433429246
180,180,180,06-29,4.506491107478277,2.9950848247731114,0.8078112400906062
181,181,181,06-30,3.135367751286149,0.2124580313112688,0.6842160897045408
182,182,182,07-01,3.2291593341985565,0.402803393334767,0.6150696394892109
183,183,183,07-02,3.0055218265873105,-0.051057827752098765,0.7391896164716011
184,184,184,07-03,2.9191694278285203,-0.2263057347917923,0.15719721791837662
185,185,185,07-04,3.573760823961088,1.1021550119543535,0.14609157098167186
186,186,186,07-05,2.785850655102327,-0.49686956654623604,0.15778876691257795
187,187,187,07-06,3.1025342891711767,0.14582414969103996,0.07975951753641579
188,188,188,07-07,3.2637416905113152,0.4729865689202037,0.2022656328703524
189,189,189,07-08,2.774831042173436,-0.5192333240090719,-0.18696192570242925
190,190,190,07-09,3.2813545323608238,0.5087309572118276,-0.13918231970165953
191,191,191,07-10,2.423022972187221,-1.2332103394823362,-0.09583749505835472
192,192,192,07-11,2.927109412240529,-0.2101919305416177,-0.2823468678453968
193,193,193,07-12,3.230681768189481,0.4058930975508688,-0.1457797191138824
194,194,194,07-13,2.7123331629043994,-0.6460696678020487,-0.27571010103831584
195,195,195,07-14,3.1785871069557787,0.3001695683800146,-0.0605543053420429
196,196,196,07-15,2.8972198397297966,-0.270851334334773,0.09957049236300884
197,197,197,07-16,3.059123661059511,0.05772443469530136,0.011997181490677723
198,198,198,07-17,3.400512853668177,0.7505568556886928,0.33443040663043644
199,199,199,07-18,2.9717742951537365,-0.11954676768311788,0.26101484553878085
200,200,200,07-19,3.6655958717381716,1.2885296830365036,0.3903405709177645
201,201,201,07-20,2.961536532820783,-0.14032379816991902,0.27508219540031714
202,202,202,07-21,3.2795668861398735,0.5051030179391284,0.03915853446314317
203,203,203,07-22,2.7183662493073006,-0.6338258184093826,0.12397011053156187
204,204,204,07-23,2.703012687531547,-0.6649851099343511,0.08644800583910724
205,205,205,07-24,3.2225167944988296,0.3893226887273944,-0.06485291021293726
206,206,206,07-25,3.554663063418652,1.0633970548817755,-0.2938433236241875
207,207,207,07-26,2.5142205931489743,-1.0481292944821858,-0.2324087564336912
208,208,208,07-27,2.6025646271736744,-0.8688394625283726,-0.0789165550272569
209,209,209,07-28,2.8999954282191784,-0.2652184152664049,-0.06440877526071233
210,210,210,07-29,3.1568070867723037,0.2559680985042546,-0.1758000161821295
211,211,211,07-30,3.265408544979648,0.4763693673266618,-0.15045162863862735
212,212,212,07-31,3.2253387017152946,0.3950496093532727,0.016756480213685605
213,213,213,08-01,2.5891622266106418,-0.8960389692211731,0.18699434976379412
214,214,214,08-02,3.096909633692277,0.13440919058550502,0.29132150071004986
215,215,215,08-03,3.403297817739011,0.7562088020342466,0.2839945049116524
216,216,216,08-04,3.4652467101170457,0.8819310041817889,0.2428158174768874
217,217,217,08-05,3.2437465346227228,0.43240739253627664,0.3300874751480056
218,218,218,08-06,3.1035953326401367,0.14797748474468278,0.2628776836987557
219,219,219,08-07,2.847177872361553,-0.3724090231944637,0.07877374568419375
220,220,220,08-08,2.898206203457089,-0.2688495581099944,-0.052611790467402254
221,221,221,08-09,2.859000875069235,-0.3484148260531255,-0.3289212300637677
222,222,222,08-10,3.076809904204254,0.09361778727221293,-0.2630895300966957
223,223,223,08-11,2.426847206857093,-1.2254492450419163,-0.1600382248264486
224,224,224,08-12,3.2982244829410776,0.542967684547115,0.15171945951404356
225,225,225,08-13,3.1518455019713483,0.2458988084270188,0.3679205095838121
226,226,226,08-14,3.8199070441361034,1.6016965479329588,-0.08462991332179043
227,227,227,08-15,3.498191822444093,0.9487914743654852,0.1200003488533874
228,228,228,08-16,1.7388601881479335,-2.621684750161402,-0.05617930544225386
229,229,229,08-17,3.031829518918524,0.002332328009150673,-0.14322966354994335
230,230,230,08-18,2.7773554117637365,-0.5141102412267325,-0.20139325590899515
231,231,231,08-19,2.8944841207467014,-0.27640334021911805,-0.2657661180420108
232,232,232,08-20,3.6479483894916873,1.252714993778648,0.061439787628854464
233,233,233,08-21,3.307875675881645,0.5625543015673915,0.09383516970104452
234,234,234,08-22,2.7062331623537337,-0.6584493161362106,0.29104657578888715
235,235,235,08-23,3.1276053486409583,0.196704620442291,0.715497715397926
236,236,236,08-24,3.3604041316924222,0.6691581953003233,0.5038711853537824
237,237,237,08-25,4.149359274930685,2.270303497435115,0.350034289259421
238,238,238,08-26,3.0222818527893063,-0.017044186486213263,0.19523526005253086
239,239,239,08-27,2.8530621986851603,-0.3604670749987771,0.05606371686657572
240,240,240,08-28,2.2485751717957303,-1.5872434913775513,-0.14534915501464574
241,241,241,08-29,2.7161494814842304,-0.6383246386734398,-0.4076037424477077
242,242,242,08-30,2.764933923061595,-0.5393190359870056,-0.5030255863801589
243,243,243,08-31,3.374012632809165,0.6967759728367434,-0.09172260495676628
244,244,244,09-01,2.740170462471096,-0.589575250080921,0.389808128098789
245,245,245,09-02,4.0690652766965005,2.10735081354158,0.6442998574058241
246,246,246,09-03,3.6722041752282575,1.3019409069557804,1.0288908070360985
247,247,247,09-04,3.468545501310852,0.8886257371687707,1.0174461567901842
248,248,248,09-05,3.9019638004217776,1.7682266617946398,0.943283441095258
249,249,249,09-06,3.3401769191033384,0.6281080713612583,0.6050067229353971
250,250,250,09-07,2.5209109515222137,-1.0345515442504782,0.4279190844574497
251,251,251,09-08,3.0689618272188777,0.0776905045824137,0.03494258356846721
252,252,252,09-09,3.148650680133909,0.2394150760880961,-0.3293271326585014
253,253,253,09-10,2.3067240308867847,-1.4692332681651243,-0.1049285723293158
254,254,254,09-11,2.8250129487032045,-0.4173916355671717,-0.07801649619112222
255,255,255,09-12,4.003603522813544,1.974499433336372,-0.17015913658352666
256,256,256,09-13,2.6004755763797025,-0.8730790874213167,-0.422537524877352
257,257,257,09-14,2.7965452890612887,-0.4751653377720125,-0.09098057854710953
258,258,258,09-15,2.4025026801199747,-1.2748552536748563,0.04149187990469588
259,259,259,09-16,3.2869607067269486,0.5201084098163306,-0.07943331145313066
260,260,260,09-17,3.2166632029066937,0.3774431151436608,0.2834926505849556
261,261,261,09-18,3.646092365487748,1.2489482851894127,0.2763662975692598
262,262,262,09-19,3.6734536651873024,1.3044766848072011,0.5213170953229239
263,263,263,09-20,2.7754764721708978,-0.5179234558661875,0.6306974737702872
264,264,264,09-21,3.1266912648926497,0.19484953284712805,0.5537920759245025
265,265,265,09-22,3.6103400228839666,1.1763906805005104,0.3191682199385514
266,266,266,09-23,2.9892950467787545,-0.08398927193104727,0.005173187889266388
267,267,267,09-24,2.9524350278568385,-0.15879485072629426,0.05021332388508847
268,268,268,09-25,2.7451381831773194,-0.5794935074885088,-0.327868680289283
269,269,269,09-26,2.9086360807286344,-0.24768263989125505,-0.549039087153376
270,270,270,09-27,2.008904860267809,-2.073642492199101,-0.4677257205585776
271,271,271,09-28,2.956457343548588,-0.1506317606840471,-0.5957712728769958
272,272,272,09-29,3.2296952104745182,0.4038909276377429,-0.9288091779412496
273,273,273,09-30,2.57387276894489,-0.927068164636804,-0.9795826836469336
274,274,274,10-01,1.7605231039209357,-2.5777209378740302,-0.8048702597305205
275,275,275,10-02,2.758525962377748,-0.5523236741253585,-0.8074826475650108
276,276,276,10-03,2.5254361154363307,-1.0253679487006229,-1.108289966592789
277,277,277,10-04,2.9487339090217923,-0.1663060876909884,-1.13384361773076
278,278,278,10-05,2.340368747145085,-1.4009529865289259,-0.7019574605441745
279,279,279,10-06,2.4983242807460795,-1.0803900714646304,-0.6140630675038513
280,280,280,10-07,3.0373796311260364,0.013596005245482443,-0.6716152574426847
281,281,281,10-08,3.0183827037684696,-0.024957315883419918,-0.8379517673368935
282,282,282,10-09,2.35528505095894,-1.3706810883336231,-0.8291206630700948
283,283,283,10-10,2.456965754759836,-1.1643251470562412,-0.8727067590247365
284,284,284,10-11,2.366477602309478,-1.3479663609281336,-1.0014865633832095
285,285,285,10-12,2.3694634914176813,-1.3419066471924803,-1.2165942891579875
286,286,286,10-13,2.6566465813833173,-0.759082820905355,-1.1150953134226682
287,287,287,10-14,2.382424131961062,-1.3156036705320893,-0.9083082434225948
288,288,288,10-15,2.655363271841312,-0.7616872339217065,-0.7126610610007358
289,289,289,10-16,3.068324594763456,0.0763972729442,-0.6231417424600282
290,290,290,10-17,2.9449017489225224,-0.17408326639697902,-0.4836133234270543
291,291,291,10-18,2.6341242690037365,-0.8047907359482345,-0.28922056312641303
292,292,292,10-19,3.069157539672477,0.07808769329248792,0.0026983841713060968
293,293,293,10-20,2.9571396228399625,-0.14924710872824135,0.33516568436912203
294,294,294,10-21,3.5184115707264785,0.9898264498646084,0.9616327420333884
295,295,295,10-22,4.051252700413388,2.071201074131096,1.1582756487562145
296,296,296,10-23,4.797029996950655,3.58471907958862,1.2944038967169036
297,297,297,10-24,3.2154922401682984,0.3750667043887209,1.3148075486122763
298,298,298,10-25,3.4716160094643387,0.8948571810566237,0.9907748871568268
299,299,299,10-26,3.017462315910609,-0.02682519735600524,0.4264106262522875
300,300,300,10-27,2.5604201835927523,-0.95436951886809,-0.4120203844874623
301,301,301,10-28,2.382729228970145,-1.3149844912961397,-0.7057066207944119
302,302,302,10-29,2.3182376326663023,-1.4458669848498786,-0.7653342166738814
303,303,303,10-30,2.347219012284264,-1.3870507134529768,-0.8830708413507219
304,304,304,10-31,3.2953290789078773,0.537091605779807,-0.6218677543315312
305,305,305,11-01,2.6693780459978482,-0.7332449454170474,-0.3223625376383676
306,306,306,11-02,3.3326581010087697,0.6128490032470537,0.07530719337210966
307,307,307,11-03,3.268206071659101,0.4820468088628418,0.1913137515893998
308,308,308,11-04,3.493934476066765,0.9401514012129848,0.004746250734165272
309,309,309,11-05,2.6901884003824152,-0.6910113641492358,0.17735154065261416
310,310,310,11-06,2.7437486976722902,-0.5823133993516003,-0.012317227170712151
311,311,311,11-07,3.179679632180165,0.3023867940936459,-0.2742788626356898
312,312,312,11-08,2.7719089309501994,-0.5251636036929042,-0.2337574011739246
313,313,313,11-09,2.4937255319267915,-1.089723003927024,-0.11130945876377267
314,314,314,11-10,3.6137347792216343,1.183280169983576,0.03943094177545415
315,315,315,11-11,3.052201518672036,0.04367629031167573,-0.14499970937667686
316,316,316,11-12,3.1894074925636247,0.3221290038837607,-0.007506869976164676
317,317,317,11-13,2.63441677338808,-0.8041971128191401,0.2196977644602628
318,318,318,11-14,3.1784017682667263,0.29979343271016884,0.19871642506747889
319,319,319,11-15,3.165448196948601,0.27350480269154104,-0.011649951757094395
320,320,320,11-16,3.5517041729903567,1.057392133626872,0.11664287011471425
321,321,321,11-17,2.430260581498401,-1.2185219706357642,0.31846654839387106
322,322,322,11-18,3.5687007953814085,1.0918859351146124,0.2936840328415506
323,323,323,11-19,3.2311015169649635,0.4067449568558005,0.3104946080442921
324,324,324,11-20,3.1051331158290623,0.1510983393962463,0.12175702604522898
325,325,325,11-21,3.2151480827090504,0.3743682539079904,0.03983843934541335
326,326,326,11-22,2.993708021702974,-0.07503335836750677,-0.19193023795965986
327,327,327,11-23,2.188071105437265,-1.7100334908346575,-0.14111267701844007
328,328,328,11-24,2.883484695040353,-0.2987261287158268,-0.05926910922885344
329,329,329,11-25,3.3813418831001694,0.7116503225031192,-0.21534834875747305
330,330,330,11-26,3.347100801069641,0.642159746133766,0.0003691655754622357
331,331,331,11-27,2.7537051944915705,-0.5621071832637271,0.5642023717641608
332,332,332,11-28,3.631469412349888,1.2192717276301048,0.6185314985695528
333,333,333,11-29,3.855024531930141,1.6729657462975336,0.4140026187075252
334,334,334,11-30,3.0441068845328703,0.02724863211652553,0.19654998697407786
335,335,335,12-01,2.776659304350712,-0.5155229566690466,0.4602868462179613
336,336,336,12-02,2.7042095956753798,-0.662556044266918,0.3527898005273271
337,337,337,12-03,3.53343412209561,1.0203139721995742,0.07791311785399364
338,338,338,12-04,3.313658104528664,0.5742894534862998,0.09628237759802326
339,339,339,12-05,3.0423611005891367,0.023705650257532896,0.012311665045602068
340,340,340,12-06,3.0984149673778525,0.13746419058070314,0.09383339205521048
341,341,341,12-07,2.528402788987796,-1.0193472319835737,-0.1847705870088491
342,342,342,12-08,2.9452257697508104,-0.17342568220926755,-0.18884701700469053
343,343,343,12-09,2.7097510675364647,-0.6513099021847837,-0.13565519039267546
344,344,344,12-10,3.3016062798492367,0.5498308735112514,-0.19206271006318687
345,345,345,12-11,3.199620901287428,0.34285660992962325,-0.14728138937368182
346,346,346,12-12,2.9316480810670558,-0.20098092744236504,-0.11962146249158932
347,347,347,12-13,2.6607972190194045,-0.7506593078465433,0.12618073039063155
348,348,348,12-14,3.0270013895379417,-0.007466120916712586,0.06472834421393503
349,349,349,12-15,3.4364567726405952,0.8235032551085417,0.013152780962554242
350,350,350,12-16,3.1199244197192657,0.18111655645107208,0.1973803134913732
351,351,351,12-17,3.0471395274670714,0.033403230421338526,0.270637933284378
352,352,352,12-18,3.4763104266552385,0.9043842677305488,0.4483581138153023
353,353,353,12-19,2.8773808451526137,-0.311113589088515,0.2685625713595371
354,354,354,12-20,3.5524249733944235,1.058854962268833,0.4709632454500514
355,355,355,12-21,2.9048974528362232,-0.25526999962604946,0.9162746031164992
356,356,356,12-22,3.7183150315108233,1.3955206009941576,0.7323314173469062
357,357,357,12-23,4.363687196831988,2.7052713764200256,0.6984849449676722
358,358,358,12-24,2.932488742453085,-0.19927484688700825,0.3704538059466804
359,359,359,12-25,2.777314916988073,-0.5141924233639185,0.15634099953507152
360,360,360,12-26,2.582612225252732,-0.9093318718571178,-0.26964828413978165
361,361,361,12-27,2.271880325809497,-1.5399468380957029,-0.6860150782352794
362,362,362,12-28,2.4588924074495666,-1.1604151010549617,-0.6951369014296381
363,363,363,12-29,3.1327131313154197,0.2070706118470388,
364,364,364,12-30,2.9055203868067703,-0.25400578605316065,
365,365,365,12-31,,,
