,unnamed: 0,unnamed: 0,mth_day,sibling relationship,sibling relationship_norm,sibling relationship_ravg
78,78,78,03-19,2.6134209049421666,-0.4076103498864016,-0.2317810546127848
79,79,79,03-20,2.8952166034012365,0.25341576486882705,-0.1426910236899626
80,80,80,03-21,3.0355325241357405,0.5825637555181747,-0.19254539048918687
81,81,81,03-22,2.8021651627582367,0.035139074993973035,-0.12971992884141384
82,82,82,03-23,2.4043052707529227,-0.8981462095839536,0.031017051842332374
83,83,83,03-24,2.640673752899449,-0.3436816089591005,0.12238069094271245
84,84,84,03-25,3.024554341842012,0.5568115342160757,-0.18185712675009413
85,85,85,03-26,3.1289067398666077,0.8015975994711075,-0.3514170208870428
86,86,86,03-27,2.2573523002017426,-1.2428631506386651,-0.1763397409842833
87,87,87,03-28,2.368464456546409,-0.9822202898277193,-0.1678411465992101
88,88,88,03-29,2.852118359584797,0.15231746983260325,-0.061225468232774874
89,89,89,03-30,2.6624114781166943,-0.2926900426486615,0.12734244649434898
90,90,90,03-31,3.2972561811309062,1.1965056044146871,0.4837090889560383
91,91,91,04-01,3.6112262069924377,1.9330050878338505,0.6658127887231499
92,92,92,04-02,3.16886775786735,0.8953367041314712,0.9896399111196321
93,93,93,04-03,2.834249739055457,0.11040190877495028,0.9433380623421422
94,94,94,04-04,3.6804041543404002,2.0952802042114964,0.7014014533649439
95,95,95,04-05,2.5439804976308737,-0.5705011353136017,0.4766971859071496
96,96,96,04-06,2.6784301391238357,-0.25511404944850363,0.4042446809544211
97,97,97,04-07,3.0364770896891105,0.5847794830870849,0.4499893249669973
98,98,98,04-08,2.9835485659395986,0.4606216744151003,-0.01662868007740596
99,99,99,04-09,2.951255499849572,0.3848697728504077,-0.14053448096510718
100,100,100,04-10,2.486887495528019,-0.7044278260549236,-0.20342158108164216
101,101,101,04-11,2.2270539412523034,-1.313935940639809,-0.23822533744459706
102,102,102,04-12,2.517577362758414,-0.6324366501477134,-0.3007976033076235
103,103,103,04-13,2.9474559577152566,0.3759569449093559,-0.15040971557880645
104,104,104,04-14,2.8235010733872,0.0851880792369415,-0.07812863610709163
105,105,105,04-15,3.335918001826684,1.2871970992233102,0.08791600211987909
106,106,106,04-16,2.671768214946945,-0.2707413492246345,0.32782075112159004
107,107,107,04-17,2.6517633174185877,-0.3176681112779848,0.3714189780899033
108,108,108,04-18,3.1312063084192183,0.8069918438625523,0.4745562038584493
109,109,109,04-19,3.0589716078162716,0.6375463067192357,-0.017601616776675558
110,110,110,04-20,3.087305718230983,0.7040114338482174,-0.0243795378505058
111,111,111,04-21,2.077075541092832,-1.665749824587439,0.15156250553600562
112,112,112,04-22,2.654431632075561,-0.311408875667616,0.0919291481517377
113,113,113,04-23,3.101788300375063,0.7379841490410837,0.011435136219188458
114,114,114,04-24,2.9786759630626065,0.4491916995569449,0.08491056595213936
115,115,115,04-25,2.853083829938952,0.15458223512394031,0.4850863772962731
116,116,116,04-26,3.2752413496289408,1.1448640122459228,0.4683879512515337
117,117,117,04-27,3.1006461965962218,0.7353050434773634,0.3715344932399218
118,118,118,04-28,2.611720357660751,-0.41159943193605225,0.39106514409807097
119,119,119,04-29,2.85405629185678,0.1568634009714119,0.6521002303065452
120,120,120,04-30,3.028631508936648,0.5663756047058396,0.5440297892614359
121,121,121,05-01,3.5207600030748187,1.7207927523747852,0.5303835359201642
122,122,122,05-02,2.998818514851562,0.496441365975267,0.6887248049260073
123,123,123,05-03,3.06574177688436,0.6534275234297332,0.7982010083710905
124,124,124,05-04,3.0167260374522598,0.5384481820990064,0.9280101332901679
125,125,125,05-05,3.134074789091593,0.8137206216419111,0.6686438142148404
126,126,126,05-06,3.3606576017618344,1.3452303542203048,0.6594522607074068
127,127,127,05-07,2.8573522065372785,0.1645948379228202,0.5625706742572284
128,128,128,05-08,2.9753083371196856,0.441292044930665,0.3333507677785014
129,129,129,05-09,2.8179378213780644,0.07213800472866297,0.2286974946393093
130,130,130,05-10,2.4304268077692064,-0.8368712567733558,-0.0318030145353844
131,131,131,05-11,2.866392394626377,0.1858009828067588,-0.2551051445039299
132,132,132,05-12,2.6943487710524017,-0.21777270082785768,0.06985485075075921
133,133,133,05-13,2.2861894798859885,-1.175217941888453,-0.007907828604602733
134,134,134,05-14,3.8064917968045653,2.3910520164588,0.1807739607333654
135,135,135,05-15,2.619036252554808,-0.3944380714035087,0.5355407388698709
136,136,136,05-16,2.9130375436493265,0.295219479254453,0.4165319159760333
137,137,137,05-17,3.773815715462063,2.314401651625791,0.4189380735102913
138,138,138,05-18,2.389947716798332,-0.9318256381908826,0.18858373135934925
139,139,139,05-19,2.2923439554309057,-1.160780996682904,1.2097453416431208
140,140,140,05-20,3.2172909048227947,1.0089259635531471,1.7858238055840816
141,141,141,05-21,5.2309658824399206,5.732531590299121,1.2002578705136624
142,142,142,05-22,4.386532428252326,3.7516902629002193,1.3335228420955572
143,143,143,05-23,2.2760537543198014,-1.1989939587967278,1.29416260762595
144,144,144,05-24,2.7308131825533746,-0.13223580869951526,1.109645150991548
145,145,145,05-25,2.1916682527653677,-1.396942403500547,0.19530115251637245
146,146,146,05-26,2.7453317091764693,-0.09817877625326572,-0.33609956737565305
147,147,147,05-27,2.8922545976891363,0.2464675994480684,-0.1839736580039381
148,148,148,05-28,3.027314385143016,0.5632859435480665,-0.2935945875983131
149,149,149,05-29,2.665161772247328,-0.2862385025664384,-0.046188350806745104
150,150,150,05-30,2.4504245044248156,-0.7899613862657651,0.04265324890626673
151,151,151,05-31,2.8244845219890933,0.08749501724886086,0.15499683376263548
152,152,152,06-01,2.972570967213524,0.4348708220248053,0.12101570331767887
153,153,153,06-02,3.1796072900140264,0.9205291085862808,0.15936323878874256
154,154,154,06-03,2.9403973677264394,0.35939916087832685,0.33695557707772744
155,155,155,06-04,2.763247190971704,-0.0561532897400563,0.4816587988209319
156,156,156,06-05,2.904670615663445,0.2755926434681441,0.4579408638667038
157,157,157,06-06,3.1946067715964603,0.9557143477080876,0.5463691889809644
158,158,158,06-07,2.9119051759785584,0.2925632122994365,0.6433242504471453
159,159,159,06-08,3.4057894732855534,1.451099059271845,0.9011397570031038
160,160,160,06-09,3.188389257805892,0.9411295296754116,0.973734444493646
161,161,161,06-10,3.422688315506553,1.490739749595695,1.141491793502532
162,162,162,06-11,3.0903534824293684,0.7111607684113984,1.3606812058088182
163,163,163,06-12,3.6236969235318846,1.9622584417614028,1.3531091686868242
164,164,164,06-13,3.4725483834732063,1.6076996861371533,1.2040666759855096
165,165,165,06-14,3.386421698470722,1.4056668365398806,1.029795067299122
166,166,166,06-15,2.807168010475297,0.046874573467525764,0.7971483994900249
167,167,167,06-16,2.97693597445524,0.4451100974773702,0.4366857655096501
168,168,168,06-17,2.4952892743499464,-0.6847192384431855,0.4508916571615888
169,169,169,06-18,2.7017047288800144,-0.2005173621208459,0.3226105529552416
170,170,170,06-19,3.508884247405973,1.6929350360487856,0.4124463960542112
171,171,171,06-20,3.058303980710232,0.6359802113017974,0.3274068683355309
172,172,172,06-21,3.036950346643128,0.5858896320613436,0.8934001114083375
173,173,173,06-22,2.759421665336106,-0.06512706883471117,1.1788323329593997
174,174,174,06-23,3.942988156690241,2.7112402199936545,1.1575304511334104
175,175,175,06-24,3.431783953642465,1.5120759671855273,1.1989213037626985
176,176,176,06-25,3.454398242690078,1.56512374509285,1.192144212894414
177,177,177,06-26,3.1641736034025723,0.8843253270775252,1.0608020282253692
178,178,178,06-27,3.0196158872734915,0.5452270868516365,0.6140592674165862
179,179,179,06-28,2.4234743085846238,-0.8531801768489796,0.5632543323740836
180,180,180,06-29,2.800308445523976,0.03078365514095692,0.4341293680294216
181,181,181,06-30,3.3018349682462893,1.207246356930512,0.3336953874208177
182,182,182,07-01,3.1241220974323665,0.7903739590248773,0.2078395039046108
183,183,183,07-02,2.9072833255492743,0.281721443425902,0.2426245498754325
184,184,184,07-03,2.697701404844016,-0.20990821424560485,0.4323813594122365
185,185,185,07-04,2.5124475830723485,-0.6444699010240493,0.2215609492504669
186,186,186,07-05,3.2856688706616897,1.169324512361781,0.2148849106998169
187,187,187,07-06,2.7625980146234066,-0.0576761040401052,0.2287487104931848
188,188,188,07-07,3.10704610992452,0.7503177277209775,0.3321100262714622
189,189,189,07-08,2.942744186101044,0.3649042421861094,0.4978072409181891
190,190,190,07-09,2.962079227655208,0.4102596804240592,0.31828698646617143
191,191,191,07-10,2.9362683183670795,0.3497133868563123,0.3401915649294389
192,192,192,07-11,2.826491530811009,0.09220298564967473,0.17741159630718384
193,193,193,07-12,2.818625598251871,0.07375136673949932,0.1587945234709767
194,194,194,07-13,2.690687113547751,-0.22636208401255256,-0.05625423434592158
195,195,195,07-14,2.8951253922951286,0.2532018051688664,-0.21406801813467846
196,196,196,07-15,2.412026996201016,-0.8800328664773305,-0.2408553726709521
197,197,197,07-16,2.5326118415361587,-0.597169315876229,-0.2857916327538161
198,198,198,07-17,2.7579747707654687,-0.06852114156796707,-0.15920565514640808
199,199,199,07-18,2.703687523823045,-0.19586619375768471,-0.1210220552280034
200,200,200,07-19,3.0144690324047296,0.5331537816318956,0.21460137556933767
201,201,201,07-20,2.992791496267491,0.4823034046792946,0.007736701159851589
202,202,202,07-21,3.2704854170377184,1.1337077183067157,-0.1120907438351925
203,203,203,07-22,2.0034928783619317,-1.8383573623331453,-0.34388110360312657
204,204,204,07-23,2.4514798429263682,-0.7874858115382316,-0.5434523816332351
205,205,205,07-24,2.110813582516774,-1.5866083523652892,-1.0006803743761223
206,206,206,07-25,2.504005136081772,-0.6642738865487554,-1.0439213245978476
207,207,207,07-26,1.823292633569184,-2.2610645517780297,-0.8394351982757868
208,208,208,07-27,3.159883610260899,0.8742620169763641,-0.8704983947275701
209,209,209,07-28,2.526527985500946,-0.6114406044007804,-0.6309280455149491
210,210,210,07-29,2.372026324115758,-0.9738649902489304,-0.3163802244016213
211,211,211,07-30,2.723587199590453,-0.14918625708956312,0.051765626604938435
212,212,212,07-31,3.308556311633107,1.2230130401312114,0.1731787949806678
213,213,213,08-01,2.7649369792629983,-0.05218944573867107,0.33479198148701755
214,214,214,08-02,3.4704345051879733,1.60274102723074,0.5890198031695116
215,215,215,08-03,2.9399025837673065,0.35823851463731843,0.4867118839506026
216,216,216,08-04,3.022290859627555,0.5515019398460337,0.5702951296320045
217,217,217,08-05,2.461903757039668,-0.7630337724030172,0.3946281207110849
218,218,218,08-06,3.522345739044653,1.7245125142196218,0.10130182354728308
219,219,219,08-07,2.3156154801260125,-1.1061914992641886,-0.06634186208317779
220,220,220,08-08,2.7201637947822874,-0.15721675575207067,-0.10069598901499084
221,221,221,08-09,2.5111031602953795,-0.6476235991454468,0.20794191895607986
222,222,222,08-10,2.9344197908972083,0.3453771782551553,-0.2160329095825896
223,223,223,08-11,3.2513385425006827,1.0887936754234069,0.04159489062367958
224,224,224,08-12,2.437901899956464,-0.8193364570123941,0.5402427635575368
225,225,225,08-13,2.974576488906868,0.4395753019734262,0.7414622440734965
226,226,226,08-14,3.995606526940221,2.8346704818510724,0.5734218417269471
227,227,227,08-15,3.0257828329122085,0.5596932839503119,0.2771285998338677
228,228,228,08-16,2.5046056444519658,-0.6628652358241421,0.11645586401838652
229,229,229,08-17,2.4934789737100083,-0.6889657759350685,-0.12074317348916902
230,230,230,08-18,2.026932788735629,-1.783372871905281,-0.5819029605231847
231,231,231,08-19,2.367868218632148,-0.9836189230719072,-0.7365675084279045
232,232,232,08-20,2.8160509113203487,0.06771175964697826,-0.7967656610724946
233,233,233,08-21,2.6301814792216183,-0.3682940034780067,-0.6222924568404888
234,234,234,08-22,2.3506306644161827,-1.0240541516916828,-0.19107703630456094
235,235,235,08-23,2.9397469563341625,0.357873449456966,0.09001334636758912
236,236,236,08-24,3.129896631499136,0.8039196513102863,0.1697907304638814
237,237,237,08-25,3.0868418774373483,0.7029233729609935,0.4582990449401152
238,238,238,08-26,3.0201056967895417,0.5463760642247318,0.38783393752078793
239,239,239,08-27,3.368128741887788,1.3627558833793958,0.25142088997379897
240,240,240,08-28,2.1703948426930846,-1.4468447962076454,0.0658040730821713
241,241,241,08-29,2.5908293342822577,-0.4606048358249686,-0.11512488661805438
242,242,242,08-30,2.6551254895351573,-0.30978125003947965,-0.08691057835320759
243,243,243,08-31,2.624061347904922,-0.3826503852403607,-0.01069290780192922
244,244,244,09-01,3.0922723225239217,0.7156619138138126,0.06581090934100603
245,245,245,09-02,3.563078483465308,1.820061906687066,0.03008920005708545
246,246,246,09-03,2.3660764907129472,-0.987821893350034,0.18937003590497256
247,247,247,09-04,2.4994602601130023,-0.6749350915284921,0.4706332434212504
248,248,248,09-05,3.0625343956615363,0.645903765047843,0.3785712052643336
249,249,249,09-06,3.3434770585132965,1.304928859857307,0.2447680910031073
250,250,250,09-07,2.856795819267162,0.16328968487231169,0.704064537083659
251,251,251,09-08,3.2208365550670384,1.0172432211197089,0.5955822056748585
252,252,252,09-09,3.540866048347562,1.7679567831332754,0.18854641643679185
253,253,253,09-10,2.2219838911698706,-1.3258290799812946,0.09789028700123474
254,254,254,09-11,2.0214172721543777,-1.7963109703805569,0.13515279296192345
255,255,255,09-12,3.111596591975164,0.7609920832439645,-0.07098461523227849
256,256,256,09-13,2.9521059468927464,0.38686472063644395,-0.3279392439663931
257,257,257,09-14,2.6935777951724744,-0.21958122804550287,-0.4120521351786546
258,258,258,09-15,2.8836268791819126,0.2262290107285879,0.007586090617927809
259,259,259,09-16,2.006839735141955,-1.830506427254864,0.01793626309396619
260,260,260,09-17,3.0947689382887185,0.7215183843989375,0.1883404292571503
261,261,261,09-18,3.138070288099593,0.8230931181001948,0.5694045832803146
262,262,262,09-19,3.3879661341297127,1.4092897176155486,0.7524253671062219
263,263,263,09-20,3.6682646074818575,2.0668036960934835,1.300495445701915
264,264,264,09-21,3.351757881508609,1.3243537136840315,1.2693601989808887
265,265,265,09-22,3.408694704150972,1.4579140443192966,0.9797113614649892
266,266,266,09-23,3.0151311291256486,0.5347069040727782,0.5847809698467574
267,267,267,09-24,2.397205792851559,-0.9147999069952027,0.3938338833141649
268,268,268,09-25,2.377812225853492,-0.9602926320938424,0.14790938392022238
269,269,269,09-26,3.179859688973299,0.9211211768979282,-0.16224474802976302
270,270,270,09-27,2.7227316037745664,-0.1511932826796234,0.030654257865889437
271,271,271,09-28,2.6153817173394684,-0.4030107473806157,0.04902791138682403
272,272,272,09-29,3.508528671689186,1.6921009394466928,-0.02749199471372756
273,273,273,09-30,2.444201968145728,-0.8045579858695953,-0.3678754696332465
274,274,274,10-01,2.1820894254590306,-1.419412068697152,-0.3676626413742253
275,275,275,10-02,2.3092260157993856,-1.1211796726191856,-0.12348547849349195
276,276,276,10-03,2.723275976408845,-0.14991631312549605,-0.6698731056976358
277,277,277,10-04,3.2399386535253467,1.0620522299037842,-0.8240285900083893
278,278,278,10-05,2.1109770809076456,-1.5862248237781704,-0.6880828922566602
279,279,279,10-06,2.049902698543676,-1.7294908917341156,-0.4486822182454026
280,280,280,10-07,2.5298116590773443,-0.6037378821867779,-0.3657638100230894
281,281,281,10-08,2.9215656372337504,0.31522437144836,-0.5484709627352354
282,282,282,10-09,2.9353648809639084,0.3475941362083831,-0.3341059842282353
283,283,283,10-10,2.7726098576179257,-0.0341906863690914,-0.01980069801403521
284,284,284,10-11,2.659280339993664,-0.3000349527361702,0.1353267609807547
285,285,285,10-12,2.8538335177450143,0.15634082555108506,-0.015918885942203625
286,286,286,10-13,2.9265970478706844,0.3270268717819615,-0.02978050092066753
287,287,287,10-14,2.534709156720898,-0.5922495100893899,-0.2075827303599219
288,288,288,10-15,2.8999096087369702,0.26442444633759965,-0.24451047949172114
289,289,289,10-16,2.3178268862888682,-1.1010040630046176,-0.4860197025414373
290,290,290,10-17,2.5648264541924664,-0.5216014475269656,-0.26496926525165376
291,291,291,10-18,2.2361006444941376,-1.2927145127472115,0.018347629514668503
292,292,292,10-19,3.4920003895570217,1.6533294955206628,0.10580983485099464
293,293,293,10-20,3.259377793531049,1.1076518585085438,0.301632907820595
294,294,294,10-21,3.1236206485101587,0.7891976783555564,0.4476830505336715
295,295,295,10-22,2.818703614667169,0.07393437481298464,0.6699787943136556
296,296,296,10-23,2.9383938615054244,0.3546994087514934,0.42832701656717614
297,297,297,10-24,2.8046892341248624,0.04105994993269236,0.3251716297044764
298,298,298,10-25,2.8739028895589147,0.2034188290417865,0.17091977809100115
299,299,299,10-26,2.9955266961968343,0.4887195373323455,0.3144252864251419
300,300,300,10-27,2.7290748903887607,-0.13631343132529514,0.4744582321343816
301,301,301,10-28,3.1857623500278787,0.9349674248178292,0.3945500156981206
302,302,302,10-29,3.347726516049304,1.3148970830069318,0.5379343357275278
303,303,303,10-30,2.6002998053809216,-0.4383893486848737,0.5199985063027553
304,304,304,10-31,3.240651649181464,1.0637247492182298,0.4933777062565128
305,305,305,11-01,2.9496503884318863,0.3811045607837103,0.4384898073920781
306,306,306,11-02,2.660984143819562,-0.2960382316027497,0.20489335839716397
307,307,307,11-03,3.0453699499196185,0.6056400316312207,0.17087183279227358
308,308,308,11-04,2.7502329553618723,-0.08668161096255275,0.1245358311309707
309,309,309,11-05,2.5132794651268315,-0.6425185023142164,0.07370174658388946
310,310,310,11-06,3.1221333123670485,0.7857087392504125,0.1747471675157922
311,311,311,11-07,2.8196268443625887,0.07610005350122283,0.027561345181749703
312,312,312,11-08,2.9194383652066236,0.31023429398866675,0.08509995339641836
313,313,313,11-09,2.6688976985328283,-0.2774749023730342,0.09807255426054644
314,314,314,11-10,2.8974053462398257,0.2585500383254592,0.1000505996664664
315,315,315,11-11,2.546460814907767,-0.5646828971294479,0.0245964935548206
316,316,316,11-12,3.127192761677472,0.7975770116859323,0.03732906328396407
317,317,317,11-13,2.6266301497505222,-0.3766245831686521,0.17282148633068914
318,318,318,11-14,2.9520057627715266,0.3866297123635277,0.2145223926987833
319,319,319,11-15,3.015460545017358,0.5354796359073164,0.3359730650800232
320,320,320,11-16,3.004068025133152,0.5087554765340236,0.1923185271611434
321,321,321,11-17,2.8571076376705986,0.1640211371579922,0.27643930320726634
322,322,322,11-18,2.7597528380854484,-0.06435021582734647,0.3225439766849313
323,323,323,11-19,2.841794473625507,0.12810007310808558,0.2511628609009192
324,324,324,11-20,3.0699324077998567,0.6632577532295173,0.23764153222658155
325,325,325,11-21,2.8328817548896037,0.10719294120324352,0.043256916608210766
326,326,326,11-22,2.9694831380356987,0.4276275044879981,0.1439377899865498
327,327,327,11-23,2.359910198974915,-1.0022865565522323,0.3709462078333857
328,328,328,11-24,3.0172746188606943,0.5397350244426877,0.2534791046907421
329,329,329,11-25,3.422437152351669,1.4901505801891008,0.07286401987799439
330,330,330,11-26,2.7694747680441067,-0.04154486562634455,-0.12347963960973984
331,331,331,11-27,2.370904055301452,-0.9764975676732428,0.1980163727677445
332,332,332,11-28,2.4672748522056294,-0.7504344524384073,0.2542824340360175
333,333,333,11-29,3.182233474901152,0.9266895177126734,0.17947367867118064
334,334,334,11-30,3.1611920860897005,0.8773313920523259,0.21047715762754185
335,335,335,12-01,3.231091137436415,1.0412980480000795,0.29587756556516337
336,336,336,12-02,2.8487755413008844,0.14447600811182246,0.3184868307366482
337,337,337,12-03,2.5893414247150592,-0.4640951200475133,0.10690800859449624
338,338,338,12-04,2.5251048851961166,-0.6147788614094988,-0.08275608170697017
339,339,339,12-05,2.641056653285513,-0.3427834151402383,-0.4714980294535622
340,340,340,12-06,2.6760688184357764,-0.26065314975647264,-0.6559444372804578
341,341,341,12-07,2.2367660458219616,-1.2911536384794722,-0.7001257319902211
342,342,342,12-08,2.376998074465772,-0.9622024388495519,-0.6433308118983159
343,343,343,12-09,2.47633440253857,-0.7291828883060929,-0.7198205027626354
344,344,344,12-10,2.6703750687998484,-0.27400934085806755,-0.831208464370997
345,345,345,12-11,2.445411137495167,-0.8017215603261562,-0.7442990467346555
346,346,346,12-12,2.3911604215596576,-0.9289809194066428,-0.6707327215737152
347,347,347,12-13,2.459063163882773,-0.7696971326614235,-0.33388378139853203
348,348,348,12-14,2.5651661984086864,-0.5208044878839101,-0.3474843088593196
349,349,349,12-15,3.3379274342179173,1.2919107527450064,-0.1983547221581631
350,350,350,12-16,2.6355876068553807,-0.35561250562279284,-0.18588350766350487
351,351,351,12-17,2.826855154068634,0.09305595988078254,-0.14610205634124482
352,352,352,12-18,2.42305932407539,-0.8541536324386941,-0.0824689182663617
353,353,353,12-19,2.5608162560300283,-0.5310084247278626,-0.2870848589983753
354,354,354,12-20,2.7279271924634583,-0.13900565943461138,-0.22966566765004875
355,355,355,12-21,2.814560287468006,0.06421510835292503,-0.3472416884569801
356,356,356,12-22,2.782454552984565,-0.011097357532833479,-0.22466699100705667
357,357,357,12-23,2.5261189244484545,-0.6124001649608055,-0.2468492616664042
358,358,358,12-24,2.7365811808701137,-0.11870544773915348,-0.2003920300677581
359,359,359,12-25,2.5040783906326203,-0.6641020486839478,-0.4519876596519384
360,360,360,12-26,2.846755611504024,0.1397377301572652,-0.7372726872149876
361,361,361,12-27,2.1710283792542766,-1.4453586691521565,-0.8422119266970194
362,362,362,12-28,2.0527518213596943,-1.7228075229111297,-0.8854850948714392
363,363,363,12-29,2.257705084581756,-1.242035601852996,
364,364,364,12-30,2.6258969669361805,-0.3783444567856727,
365,365,365,12-31,,,
