,unnamed: 0,unnamed: 0,mth_day,quentin tarantino,quentin tarantino_norm,quentin tarantino_ravg
153,153,153,06-02,2.345166583446454,1.5679610407802191,1.0155810701282175
154,154,154,06-03,1.8790202452803049,0.3680672855091778,0.9567983571754128
155,155,155,06-04,1.7086037900562543,-0.07059676411783533,0.6754353860638975
156,156,156,06-05,1.7422850872460425,0.01610128509659375,0.4144541930407088
157,157,157,06-06,1.7086844867409319,-0.0703890451247046,0.2075292752021702
158,158,158,06-07,1.9984862874287384,0.6755813561008013,-0.04915561813193329
159,159,159,06-08,1.8628374157078784,0.3264115337489874,-0.2399787398000445
160,160,160,06-09,1.2807036565091636,-1.1720420744954432,-0.17645392292916315
161,161,161,06-10,1.2638069119380058,-1.2155354941265024,-0.1886048074888231
162,162,162,06-11,1.8903575010091136,0.3972501863218818,-0.23400521740129945
163,163,163,06-12,1.6803615273884898,-0.14329435248266445,-0.3417762897665952
164,164,164,06-13,1.8926607437638536,0.4031788966259431,-0.3785489750768655
165,165,165,06-14,1.6116297207467174,-0.320214900442787,-0.13601772092776124
166,166,166,06-15,1.1949888045402244,-1.3926781863570654,-0.05265184289047002
167,167,167,06-16,1.8291322443641795,0.239652030768123,0.13112593089271446
168,168,168,06-17,2.084678199509512,0.8974454545456292,0.1840892588867652
169,169,169,06-18,2.108736135935429,0.9593722902164424,0.3862014048879544
170,170,170,06-19,2.0161149810731027,0.7209588645902478,0.671116509934071
171,171,171,06-20,2.082740615407926,0.8924579755643476,0.8729692805716153
172,172,172,06-21,1.8591082683946063,0.31681244391963465,0.7859171110398634
173,173,173,06-22,2.299638551116955,1.4507686545933889,0.5298801336246283
174,174,174,06-23,1.8817649838432864,0.3751324373551175,0.7668609880234257
175,175,175,06-24,1.5119297990429728,-0.5768495742749677,0.7618813650767918
176,176,176,06-25,2.5685026754412497,2.142843990983033,1.068895227465423
177,177,177,06-26,2.0711334227286184,0.8625802378845442,0.8084437454851349
178,178,178,06-27,2.5747385669440592,2.158895618251424,0.9787529004128576
179,179,179,06-28,1.6925422774924617,-0.11194023728834264,1.3742958475165281
180,180,180,06-29,2.278745076007178,1.3969873669214548,1.149920192679475
181,181,181,06-30,2.4339159110792328,1.7964081083470549,1.1496374416269706
182,182,182,07-01,2.0454969205577367,0.7965900619607137,0.7441246654919776
183,183,183,07-02,2.07047434753721,0.8608837315695185,0.6755656972410827
184,184,184,07-03,1.629513400909836,-0.27418103855853443,0.4976722152230853
185,185,185,07-04,1.5327355686490531,-0.523294046793712,0.23911337041650346
186,186,186,07-05,1.864086387125594,0.32962647481347074,0.06953047708355778
187,187,187,07-06,1.8312312574875549,0.24505503950756385,-0.010574389959598788
188,188,188,07-07,1.6502096991907915,-0.22090729803696035,0.35982074118284685
189,189,189,07-08,1.8837548636958152,0.3802545293105792,0.9209512916468864
190,190,190,07-09,2.492881511452023,1.9481897482961392,0.9681348885894988
191,191,191,07-10,2.8406961285715377,2.8434892559905256,1.098283313652666
192,192,192,07-11,1.974068429317344,0.6127280564691443,1.1950665477977278
193,193,193,07-12,2.1345991756625238,1.0259455898865668,0.9752659592781662
194,194,194,07-13,1.8758054237842907,0.359792106833411,0.5649039926608591
195,195,195,07-14,1.3714133050449977,-0.9385490018067902,0.10973643475517474
196,196,196,07-15,1.536353182734583,-0.5139820514077029,0.060904949952223314
197,197,197,07-16,1.7797287415623328,0.11248390855641928,0.03833131175137757
198,198,198,07-17,1.8602452625838697,0.3197391476514358,0.15302986831053308
199,199,199,07-18,2.0819814230980813,0.8905037606814925,0.3600323257874855
200,200,200,07-19,2.143160655352685,1.0479834461883442,0.36374047176246455
201,201,201,07-20,1.8539232128783552,0.3034657430549243,0.7316834369439508
202,202,202,07-21,1.5449966413409577,-0.4917331755578287,1.0347467068607938
203,203,203,07-22,2.6373810051226245,2.320141699645337,1.0918704159238162
204,204,204,07-23,2.566666974758631,2.1381187671524944,0.9143101454976852
205,205,205,07-24,2.215133251008952,1.2332460150596274,0.7771535858623322
206,206,206,07-25,1.7292786620545255,-0.017378176368442126,0.9279140179192408
207,207,207,07-26,1.534219767059298,-0.5194736147571933,0.303618161735469
208,208,208,07-27,1.896409871228797,0.4128294167836219,-0.10682358668458518
209,209,209,07-28,1.1821860296643378,-1.4256334374572932,-0.2392226931513864
210,210,210,07-29,1.6099526796002148,-0.3245317233678312,-0.5122634244991524
211,211,211,07-30,1.906519133876416,0.4388513762588203,-0.5712251604517367
212,212,212,07-31,1.0928376278603706,-1.6556225644550384,-0.4445427954078593
213,213,213,08-01,1.3967836123057062,-0.8732440304726988,-0.15071189229781012
214,214,214,08-02,2.191698618166687,1.172923607046886,-0.11151940193026592
215,215,215,08-03,1.8670876666123315,0.337351981203002,0.037004332520753656
216,216,216,08-04,1.7013079472888075,-0.08937678116256594,0.3729716725676866
217,217,217,08-05,2.2527187601731544,1.3299937829649378,0.5269999519673925
218,218,218,08-06,1.875956689618915,0.3601814758265594,0.3781567554967804
219,219,219,08-07,1.755813991957878,0.05092564592553645,0.30274069843922763
220,220,220,08-08,1.844754345687924,0.2798644282232137,0.2972081489940925
221,221,221,08-09,1.6912975084493704,-0.1151443611423147,0.13618226682897386
222,222,222,08-10,1.6884119171865906,-0.12257207783337695,-0.1054497376484463
223,223,223,08-11,1.8773774018662015,0.3638384899742261,-0.2016107409738909
224,224,224,08-12,1.3127274524830683,-1.0896105510379617,0.008607802800454182
225,225,225,08-13,1.5316686488674969,-0.526040374027131,0.08588832826292125
226,226,226,08-14,2.3347607514945565,1.5411756908692842,0.3853687815492639
227,227,227,08-15,1.8714336269897032,0.3485387916324877,0.10410652679985673
228,228,228,08-16,2.386482305694776,1.6743106418846785,0.13803872945940646
229,229,229,08-17,1.2217725058168452,-1.3237350385222164,0.2662218381171841
230,230,230,08-18,1.391821315316388,-0.8860173350806633,0.08938685397492596
231,231,231,08-19,1.830455536221933,0.24305827791953524,0.007177173451509801
232,232,232,08-20,1.922569355604031,0.4801657860157352,-0.303104885742885
233,233,233,08-21,1.6798079532859025,-0.14471929150800922,-0.016207168988905063
234,234,234,08-22,1.6632340428044623,-0.18738171328169065,0.1764346669224226
235,235,235,08-23,1.8905133147706543,0.3976512620016635,0.26841940942233417
236,236,236,08-24,1.840857503694841,0.2698336803873027,0.5458810899468273
237,237,237,08-25,2.0448662739816483,0.7949667329190045,0.8171440576023515
238,238,238,08-26,2.569315348520892,2.144935869162694,0.7326279242074863
239,239,239,08-27,2.3121051304179323,1.4828585144251358,0.8920390162076868
240,240,240,08-28,1.4662321703057817,-0.6944785136508821,1.0169648667628721
241,241,241,08-29,2.2620906972140284,1.3541178140028671,1.2443350339656292
242,242,242,08-30,2.1320519241480267,1.019388783718416,0.9859383409866884
243,243,243,08-31,2.574852051726689,2.159187736135546,0.7862117669799654
244,244,244,09-01,1.9670086607966888,0.5945557112890487,0.8158899240203498
245,245,245,09-02,1.8465548563271719,0.28449907038479755,0.6672083530002272
246,246,246,09-03,1.5354101162720228,-0.5164095714085756,0.5565689436238546
247,247,247,09-04,1.9155231636502013,0.4620283878821309,0.20414006968994194
248,248,248,09-05,1.8741583132623951,0.3555523274601805,0.07407718874956393
249,249,249,09-06,1.753362174010626,0.04461449253207046,0.7915001908382351
250,250,250,09-07,1.66384014067383,-0.18582157435321947,0.8354162271828734
251,251,251,09-08,3.5188234411282835,4.589037082916826,0.7556976440658718
252,252,252,09-09,1.6377756770838654,-0.25291335334074555,0.7029002267096643
253,253,253,09-10,1.729704083716462,-0.016283110819878682,0.6578662932046979
254,254,254,09-11,1.7510908033744057,0.03876782332293556,0.6457766015360548
255,255,255,09-12,1.6483908641542,-0.2255891084977269,-0.14101512136484393
256,256,256,09-13,1.6356598181604112,-0.258359724365079,0.02596996133426728
257,257,257,09-14,1.684860664414728,-0.1317132544885675,0.10982574242122443
258,258,258,09-15,2.027007562756839,0.7489971428539216,-0.11392489782446955
259,259,259,09-16,1.9251667158838448,0.4868515757018642,0.07673598288183316
260,260,260,09-17,1.2295419187935304,-1.3037360181512283,0.34823934500197856
261,261,261,09-18,2.092809568638748,0.9183761757400892,0.61855973229219
262,262,262,09-19,2.2685173399008183,1.3706604483557936,0.4880354983567949
263,263,263,09-20,2.314960745093237,1.4902090692527008,0.5564730518574169
264,264,264,09-21,1.7227636573761549,-0.03414826075844858,0.6757831662788588
265,265,265,09-22,2.084690414464101,0.8974768967055957,0.9856580591740656
266,266,266,09-23,1.5076464061254595,-0.5878753316225759,0.9140198732440458
267,267,267,09-24,2.815108752103201,2.7776255331113298,0.7400633243578172
268,268,268,09-25,2.1015331653564586,0.9408313327756748,0.7675282423793641
269,269,269,09-26,1.9094788035107402,0.44646977593533,0.6624394121875948
270,270,270,09-27,1.7867826802648212,0.13064124737083188,0.6049227963562818
271,271,271,09-28,1.839734859886728,0.2669439155549804,0.2153279587051664
272,272,272,09-29,1.3735787368720962,-0.9329750266104544,-0.0011839250154031162
273,273,273,09-30,1.9069873148090482,0.4400565072046368,-0.0969066852878532
274,274,274,10-01,1.5968573739085712,-0.3582399695477421,-0.2779583140447585
275,275,275,10-02,1.686354977834627,-0.1278667856993705,-0.4704499627204983
276,276,276,10-03,1.364762546932345,-0.9556685251706004,-0.2496640862571385
277,277,277,10-04,1.3910487486526941,-0.888005976499458,-0.2701659168313221
278,278,278,10-05,1.8882169406968208,0.39174023216970427,-0.09470222555522023
279,279,279,10-06,1.859198817506469,0.3170455237595353,-0.2062416552609096
280,280,280,10-07,2.005852371058105,0.6945421781088695,-0.07184051914541313
281,281,281,10-08,1.4263634753034569,-0.7971033639335068,-0.2485703386031791
282,282,282,10-09,1.6780432711817521,-0.14926170847762166,-0.1308052259180678
283,283,283,10-10,0.9791024851284219,-1.9483848932460537,-0.2453120594753921
284,284,284,10-11,2.1627201246699133,1.098330908280372,-0.10637706403259208
285,285,285,10-12,1.5922904803811204,-0.3699954775844109,-0.19690811780101225
286,286,286,10-13,2.329701240598204,1.52815215076567,-0.4994689851152023
287,287,287,10-14,1.2153411959437026,-1.3402896865440277,-0.3084061490752055
288,288,288,10-15,0.9727926283578382,-1.964626912362761,-0.5909986747767264
289,289,289,10-16,1.4244581226010018,-0.8020078770060733,-0.5405176052299677
290,290,290,10-17,1.5040144494205352,-0.5972242459287533,-0.9095305639700908
291,291,291,10-18,1.7099587269865881,-0.06710906030385846,-0.6076942187092512
292,292,292,10-19,1.4695548883219969,-0.6859256016750678,-0.24332056177553274
293,293,293,10-20,1.9189030227339985,0.4707283850210093,-0.3160663438340033
294,294,294,10-21,1.8221250554550723,0.22161502923954896,-0.07722184567613018
295,295,295,10-22,1.2548922100793776,-1.2384825693568966,-0.15578284101111858
296,296,296,10-23,2.0607461819676782,0.8358427430184854,0.012354538934317759
297,297,297,10-24,1.5268379124783709,-0.5384750323137888,0.017765116071448234
298,298,298,10-25,1.8614727075094688,0.3228986779975502,0.2377547107546085
299,299,299,10-26,1.931514742940522,0.5031918478437921,0.8360775850855072
300,300,300,10-27,2.3349071757672806,1.5415525973385111,0.6721834105512167
301,301,301,10-28,2.6495457734562042,2.351454676628495,0.8077594697000596
302,302,302,10-29,1.6787190117937698,-0.14752230418725834,0.9639773602834149
303,303,303,10-30,1.8428573095505123,0.2749813225792688,0.7960633243443653
304,304,304,10-31,2.225606935218764,1.260206021497681,0.6282350350435996
305,305,305,11-01,1.5401175247992898,-0.5042923677905049,0.26651047759883245
306,306,306,11-02,1.9437098277292328,0.5345828615339162,0.3178632317634055
307,307,307,11-03,1.8063882331976804,0.18110733195989207,0.2925664059313637
308,308,308,11-04,1.7984191012562152,0.16059422080017974,0.19679487433092724
309,309,309,11-05,1.7838919752763818,0.12320036758701802,0.39972812665792395
310,310,310,11-06,2.002369426597732,0.6855768318950624,0.3536731156679646
311,311,311,11-07,2.013142367451338,0.7133071461714756,0.32249517641303443
312,312,312,11-08,1.8363584494949727,0.25825279559416,0.4027529592105754
313,313,313,11-09,1.7337143877772443,-0.005960303569688982,0.2618185367130527
314,314,314,11-10,1.985495022250355,0.6421409175854254,0.22461205555643526
315,315,315,11-11,1.4553825651047732,-0.7224061673981184,0.2654359129243161
316,316,316,11-12,1.9156434233777848,0.4623379449553578,0.2274464400452077
317,317,317,11-13,2.1083002505801964,0.9582502903787607,0.1926824287540934
318,318,318,11-14,1.7478073410639183,0.030315958319510193,0.08198736260125032
319,319,319,11-15,1.652681630541205,-0.21454437131637533,0.04276674432443164
320,320,320,11-16,1.7274716788658322,-0.022029479331633187,-0.093608549855754
321,321,321,11-17,1.3639617330017428,-0.9577298770590305,-0.18531922779358512
322,322,322,11-18,1.5977610589476197,-0.35591382012575595,-0.2029948469983756
323,323,323,11-19,1.8945283403407032,0.4079862227517741,0.017989697221173138
324,324,324,11-20,1.7066065674240665,-0.07573775690923264,0.09179830085691333
325,325,325,11-21,2.167782916601265,1.111362894000917,0.6314195383112836
326,326,326,11-22,1.8995149626589969,0.420822142482808,0.6554873393827473
327,327,327,11-23,2.6217854164622176,2.279997547667191,0.485709328600017
328,328,328,11-24,1.6538616126235903,-0.21150701369697408,0.6471433729285676
329,329,329,11-25,1.4987863122827658,-0.6106818419446076,0.6326218995701
330,330,330,11-26,2.0828993264547546,0.892866509062071,0.6947697069964849
331,331,331,11-27,2.1339342615794816,1.0242340538501116,0.2516921463073953
332,332,332,11-28,2.0443776526910167,0.7937089870411171,0.20330437943040647
333,333,333,11-29,1.5889990641797826,-0.37846781646734656,0.3973392894688009
334,334,334,11-30,1.5410727248941898,-0.5018336149589068,0.10032751030651108
335,335,335,12-01,1.951069670172387,0.5535276182857587,0.3055777040142983
336,336,336,12-02,1.3905832644342144,-0.8892041659116677,0.1642321993235754
337,337,337,12-03,2.612359751092087,2.2557352160968347,0.2490556135728473
338,338,338,12-04,1.7149100353871332,-0.05436404110322024,0.1634000016135327
339,339,339,12-05,1.7867171893188711,0.13047266902828508,-0.07555701548536313
340,340,340,12-06,1.3414147984345473,-1.0157672867147944,0.1439017014679893
341,341,341,12-07,1.3940756629424986,-0.8802144843076164,-0.4527115502604344
342,342,342,12-08,1.902127941637764,0.4275481358084468,-0.3666885706397791
343,343,343,12-09,1.221691212117408,-1.3239442942737072,-0.5388427166728398
344,344,344,12-10,1.9154242731127145,0.4617738366207119,-0.32388394184137903
345,345,345,12-11,1.3854365371566082,-0.9024522071700798,-0.3837272209372804
346,346,346,12-12,1.8424703892525824,0.2739853622739699,-0.3437165829615576
347,347,347,12-13,1.2545846857195628,-1.2392741588830245,0.19881853452845746
348,348,348,12-14,1.9953902607296483,0.6676119636627839,0.06865001155713826
349,349,349,12-15,2.4863069694719475,1.9312664106663835,0.11302232468120114
350,350,350,12-16,1.612009507958593,-0.3192373012072034,-0.0984064671341243
351,351,351,12-17,1.4888656508821216,-0.6362183284257025,0.08322024342797818
352,352,352,12-18,1.3496429702182486,-0.9945873886179828,-0.11023416949363878
353,353,353,12-19,1.6779452991226838,-0.14951389551040975,-0.5147860652786082
354,354,354,12-20,1.5444600056665725,-0.4931145138669178,-0.38127311267803626
355,355,355,12-21,1.5433215560222098,-0.4960449640434329,-0.25239274274912754
356,356,356,12-22,1.9232199314437053,0.4818404143962275,-0.309431928398093
357,357,357,12-23,1.7892778110751983,0.13706389114774975,-0.5659423598578349
358,358,358,12-24,1.2166881611506493,-1.3368225025117757,-0.6421133768657189
359,359,359,12-25,1.0800353701755103,-1.6885764842688615,-0.6558470474866888
360,360,360,12-26,1.3669100826172806,-0.9501406159142208,-1.0202662951886905
361,361,361,12-27,1.5113092203895488,-0.5784469877692521,-1.305516327263961
362,362,362,12-28,1.0737812350892344,-1.7046750718157817,-1.259132085473354
363,363,363,12-29,1.1243776530593184,-1.5744363013038738,
364,364,364,12-30,1.3248069559905495,-1.058517051768135,
365,365,365,12-31,,,
