,unnamed: 0,unnamed: 0,mth_day,space,space_norm,space_ravg
117,117,117,04-27,4.918051698714633,0.4509927438079308,0.7275218069321582
118,118,118,04-28,4.762939878239195,0.2354368537218035,0.6024994748819005
119,119,119,04-29,5.121002549422568,0.7330296068528921,0.6545849723981781
120,120,120,04-30,4.503673106338914,-0.1248611533251318,0.27823809100264024
121,121,121,05-01,5.138035010009828,0.7566992871583023,0.4809111731321647
122,122,122,05-02,4.318733030119986,-0.3818687921999513,0.7177179073840438
123,123,123,05-03,5.793100598132344,1.6670312365850777,0.7180549656406306
124,124,124,05-04,5.785362145688508,1.6562772592330786,0.8122320348310504
125,125,125,05-05,5.122457811529243,0.7350519563924129,0.7415279932720201
126,126,126,05-06,4.910286258315336,0.4402012618173871,1.0130987896008874
127,127,127,05-07,4.832767566003258,0.3324750378041198,0.7345685520623576
128,128,128,05-08,5.491250485051158,1.2475559857732532,0.5886029085520287
129,129,129,05-09,4.590535485628245,-0.00415018864610144,0.31373313178534995
130,130,130,05-10,5.155149813767276,0.7804833981711055,0.4085514479146328
131,131,131,05-11,3.9356968804986514,-0.9141667042076596,0.45162072099632106
132,132,132,05-12,5.319668018842097,1.0091111585930843,0.2596699261147001
133,133,133,05-13,5.018720824387943,0.5908906762942493,0.18113967143718515
134,134,134,05-14,4.662495477041892,0.09585121648352768,0.0029903188908119893
135,135,135,05-15,4.25147806268623,-0.4753317167111914,0.09133873565433456
136,136,136,05-16,4.38598306878209,-0.2884127171071336,0.1341031188176418
137,137,137,05-17,4.317144599366472,-0.3840762036265242,0.17549006793794014
138,138,138,05-18,5.504304903169017,1.2656974575729278,0.3448567015548387
139,139,139,05-19,5.197410583765211,0.8392123710160395,0.7334718642503351
140,140,140,05-20,5.393742492123228,1.1120510181849192,0.8103500388228491
141,141,141,05-21,5.929339112810313,1.8563592594617864,0.9079516091736712
142,142,142,05-22,4.7179075717406445,0.1728563303279492,0.8093823600374682
143,143,143,05-23,4.738543168034539,0.20153321847840985,0.817949395859897
144,144,144,05-24,5.078728343781905,0.6742819627557098,0.9247098064832496
145,145,145,05-25,5.234399093482044,0.8906145859506125,0.5028997072945381
146,146,146,05-26,5.8546847091939895,1.7526134819250343,0.568374479627917
147,147,147,05-27,4.108157635822316,-0.6745013356704816,0.7572606961220597
148,148,148,05-28,5.000597442876729,0.5657049643282229,0.89841716638661
149,149,149,05-29,5.5540667398956725,1.334850517443266,0.9171932767126644
150,150,150,05-30,5.688176883532956,1.5212207843430108,0.6285713432187947
151,151,151,05-31,5.315465678662108,1.0032712479069392,0.8709579580842384
152,152,152,06-01,4.608548307665262,0.0208818809618162,0.7905333100952684
153,153,153,06-02,5.154671254419389,0.7798183535221798,0.4264102319950845
154,154,154,06-03,4.653360903276323,0.08315707639440288,0.2140185184302408
155,155,155,06-04,3.9819512157407333,-0.8498879511578369,0.1680067471627568
156,156,156,06-05,4.771167415637348,0.24687050295394874,0.2054479240144945
157,157,157,06-06,5.11680807013894,0.7272006203020354,0.2763489443295816
158,158,158,06-07,4.7702020421068125,0.2455289420722423,0.6375343997596803
159,159,159,06-08,5.460789161851517,1.2052244754127026,1.0576962967884531
160,160,160,06-09,6.212793127521117,2.250269808974995,1.1455414266393955
161,161,161,06-10,5.796016515923611,1.6710834310148015,1.1394600515228608
162,162,162,06-11,5.150442173723612,0.7739412820596037,1.2576647416977285
163,163,163,06-12,5.090551497007686,0.6907123696028249,1.0086203699616512
164,164,164,06-13,5.280555380383013,0.9547570831214484,0.9732640564521698
165,165,165,06-14,4.385530419525997,-0.28904175500376056,0.8541661617467815
166,166,166,06-15,6.060140871489568,2.0381319279181063,0.6673171789406437
167,167,167,06-16,5.281806732414652,0.9564960627824716,0.5518734287536042
168,168,168,06-17,4.343714437391372,-0.3471526147772233,0.3099446596928184
169,169,169,06-18,4.5921186243025565,-0.001950131519410869,0.4904915572036559
170,170,170,06-19,4.236018528820116,-0.4968155312432664,0.2468341733927902
171,171,171,06-20,5.165048657962681,0.7942396300612641,0.5415944254940955
172,172,172,06-21,5.008140658642177,0.5761876250529121,0.806167807806498
173,173,173,06-22,6.554445562807017,2.7250575753903035,0.974545487234065
174,174,174,06-23,5.486020285682229,1.2402876790971915,0.9818238265251246
175,175,175,06-24,5.319095791282427,1.0083159450459904,1.0076615161445834
176,176,176,06-25,4.267443041238397,-0.4531454954969084,0.8941514690314442
177,177,177,06-26,5.276603885857004,0.9492657677780166,0.32424375909875464
178,178,178,06-27,4.518056624020713,-0.10487265762592264,0.4197055796236328
179,179,179,06-28,4.093846902608227,-0.6943886842058336,0.5537585302046965
180,180,180,06-29,5.898180401416397,1.8130586022464603,0.6988014574997788
181,181,181,06-30,5.8978746090570064,1.8126336485323729,0.3610901300405869
182,182,182,07-01,4.893671510082488,0.4171120682735865,0.4804442120279175
183,183,183,07-02,3.818522120340641,-1.0770021969771355,0.6194238938604859
184,184,184,07-03,5.033372506064085,0.6112518342980605,0.4274013823787293
185,185,185,07-04,4.693897073806054,0.1394894067895779,0.3083943286630652
186,186,186,07-05,5.069115754202162,0.6609235333559194,0.3023121896777696
187,187,187,07-06,5.3840570350474275,1.0985913262383886,0.4009197083027316
188,188,188,07-07,4.86741163891821,0.3806192343618129,0.0699101895593295
189,189,189,07-08,4.244263909731006,-0.4853570852273634,0.3654864303250986
190,190,190,07-09,3.6042260598276266,-1.374805278162352,0.4936183239162956
191,191,191,07-10,5.970058966932129,1.9129468513841923,0.5116926779272821
192,192,192,07-11,5.622330178580579,1.4297148949031016,0.6863434973696232
193,193,193,07-12,5.462093760096551,1.2070374503043078,0.6318911800524281
194,194,194,07-13,5.621473331421372,1.4285241510158593,0.5737891390635905
195,195,195,07-14,4.009163915994768,-0.8120709891305341,0.21588440708163992
196,196,196,07-15,3.353368242464822,-1.7234175240953773,0.09005971866254787
197,197,197,07-16,4.424791393525187,-0.2344815405075114,0.019193743000155302
198,198,198,07-17,5.079077202093359,0.6747667643885492,-0.4298135090702728
199,199,199,07-18,5.156127159312788,0.7818415963299523,-0.2473314755251245
200,200,200,07-19,3.68286709113288,-1.2655193614067095,0.18607040495007773
201,201,201,07-20,4.797037179377316,0.28282121214035616,0.4590353107927247
202,202,202,07-21,5.224597685124708,0.8769937587558359,0.3730455080107885
203,203,203,07-22,5.603327970398368,1.4033078945483703,0.2558879185355915
204,204,204,07-23,4.707812890647246,0.1588279476969323,0.6022019019054222
205,205,205,07-24,4.650294718953567,0.07889605947877085,0.620198094248516
206,206,206,07-25,5.178091157479615,0.8123645388122744,0.2900858481228647
207,207,207,07-26,4.874736438391246,0.3907983661989191,0.0522505880769966
208,208,208,07-27,3.7993252482455393,-1.1036797179980722,0.1068030641340864
209,209,209,07-28,4.5764650029084,-0.023703665726838102,0.16167814293213253
210,210,210,07-29,4.943345323630923,0.4861428040394711,-0.25868619392905984
211,211,211,07-30,4.8872200017940495,0.4081465322670477,-0.2612881190551295
212,212,212,07-31,3.363151815461997,-1.70982148235488,0.14231053490463766
213,213,213,08-01,4.8635025256584274,0.3751868154425013,0.12260870412218305
214,214,214,08-02,5.541878103529299,1.3179122057605306,0.1651820304618188
215,215,215,08-03,4.491401583723394,-0.14191465042156556,0.019226296221643884
216,216,216,08-04,5.1271573127052354,0.7415827620772856,0.5185762757935973
217,217,217,08-05,4.257050453531363,-0.4675878731740018,0.4803955494549903
218,218,218,08-06,5.519114735932332,1.2862783950768413,0.1626031566618218
219,219,219,08-07,4.6986557575996315,0.14610245741085906,0.12505112453110234
220,220,220,08-08,4.169797111642748,-0.5888421509984804,-0.06477147423983247
221,221,221,08-09,4.329269227311681,-0.367226843205882,-0.0392547338702216
222,222,222,08-10,4.307590874015749,-0.3973528305483235,-0.2080926914117266
223,223,223,08-11,4.367219970580924,-0.3144874309563366,-0.09411995114837847
224,224,224,08-12,4.790150300328548,0.2732506498278113,0.16421463124433922
225,225,225,08-13,5.190737487857856,0.8299388989909477,0.14010124030938853
226,226,226,08-14,5.285166699103868,0.9611653433578258,0.2785822343142002
227,227,227,08-15,4.225158725921206,-0.5119071888155862,0.27729961694331245
228,228,228,08-16,4.905487941159271,0.4335331334805468,0.057367201906452385
229,229,229,08-17,4.361682220293728,-0.3221831351816631,-0.3038992845496219
230,230,230,08-18,3.840583561114058,-1.0463438403933492,-0.6817511821613801
231,231,231,08-19,3.6309554090129663,-1.337660019745498,-0.3179828200623951
232,232,232,08-20,3.6537764637851153,-1.3059460423127225,-0.5163992022487595
233,233,233,08-21,5.795742749971675,1.6707029837783234,-0.1497696814007344
234,234,234,08-22,4.048817508981889,-0.7569651596376396,-0.07934779293782313
235,235,235,08-23,5.944619408307071,1.8775939899064875,0.19525724521058585
236,236,236,08-24,4.144632798175572,-0.6238125096158815,0.5043473524213344
237,237,237,08-25,4.816573320782607,0.3099702091449559,0.4811183049106058
238,238,238,08-26,4.988284999865972,0.5485946009517693,0.4328802165578639
239,239,239,08-27,5.695450435643545,1.5313286987139507,0.0013162858053038149
240,240,240,08-28,3.840547690022384,-1.0463936897540906,0.22185122208529987
241,241,241,08-29,4.081325384919859,-0.7117895946088728,0.23801033219289866
242,242,242,08-30,5.0968009462458514,0.6993971080640947,0.1328591821283085
243,243,243,08-31,4.886340905933293,0.4069248697905485,-0.2699769694096095
244,244,244,09-01,4.534290827725627,-0.08231229943577162,-0.21229256673864813
245,245,245,09-02,3.9561897141647857,-0.8856882105135571,-0.04322688082523931
246,246,246,09-03,4.089602337735957,-0.7002872737283226,-0.3113974063167347
247,247,247,09-04,4.811273046609252,0.3026045208715801,-0.2697480730039516
248,248,248,09-05,3.938964292646072,-0.9096260448848774,-0.17457585928384114
249,249,249,09-06,5.066163519246791,0.6568208696672471,-0.01123471543834272
250,250,250,09-07,4.945200554838312,0.488720982884891,-0.033283050394616584
251,251,251,09-08,4.661421443261837,0.0943586525594337,-0.2955596591568706
252,252,252,09-09,3.994407795694353,-0.8325772834659657,-0.12710369487942608
253,253,253,09-10,3.6788836072768616,-1.2710551317019445,-0.3189071803345716
254,254,254,09-11,4.6662794575041335,0.1011097407797899,-0.7447680409645874
255,255,255,09-12,4.2380445254045584,-0.4940000430636261,-0.9691910188885444
256,256,256,09-13,3.1065297580858298,-2.0664441808952043,-0.8757882029078399
257,257,257,09-14,3.6924665244685246,-1.2521792149843094,-0.7774203091252354
258,258,258,09-15,4.397678079383023,-0.272160387581738,-0.34670022610635803
259,259,259,09-16,4.103590807108639,-0.6808477690063175,-0.14608407478701435
260,260,260,09-17,6.525930135544858,2.6854302388930544,0.3865139282869293
261,261,261,09-18,5.104212546203781,0.7096968648524359,1.0484614485396893
262,262,262,09-19,5.406042310641186,1.1291438375484577,1.192393896591217
263,263,263,09-20,6.5504506385073125,2.7195059065322504,1.457851010070618
264,264,264,09-21,5.019112010986705,0.5914343007274305,1.0742828803137634
265,265,265,09-22,5.24971219901751,0.9118949118700856,1.1322145513068655
266,266,266,09-23,4.869859846048085,0.3840214603519271,0.6220580156462275
267,267,267,09-24,5.3543347844966105,1.0572868908110489,-0.16954074662307686
268,268,268,09-25,3.2034216647712057,-1.9317953764153704,-0.5092768584620128
269,269,269,09-26,3.1326922542859066,-2.030086667083576,-0.6329100636471794
270,270,270,09-27,3.55228816031312,-1.4469823703061848,-0.8527071289841849
271,271,271,09-28,4.715921036461325,0.17009568075908582,-1.1472935729663474
272,272,272,09-29,3.9208774844166934,-0.9347609316701059,-1.1320580407392706
273,273,273,09-30,4.0824463774054935,-0.7102317730819245,-1.1043609536797887
274,274,274,10-01,3.269201666571476,-1.840382183052912,-0.7002565259041269
275,275,275,10-02,3.2522755028052504,-1.8639041447266842,-0.9353909140981908
276,276,276,10-03,5.297024713680035,0.9776441963477857,-1.0539413946407088
277,277,277,10-04,3.7007191880334287,-1.2407106484052979,-1.0842012250208397
278,278,278,10-05,3.4090311828053417,-1.6460638149252138,-1.006603798144227
279,279,279,10-06,3.9517983851191874,-0.8917907553627098,-0.7717888822230335
280,280,280,10-07,3.6042315692727684,-1.3747976217932374,-1.2007635760141422
281,281,281,10-08,4.2660980172938165,-0.45501464919952295,-1.1188437386010224
282,282,282,10-09,3.4449098213823772,-1.5962039663988654,-0.8790475561550087
283,283,283,10-10,4.054411266012567,-0.7491916239265805,-0.6245965703261752
284,284,284,10-11,4.4443605088766365,-0.20728672024913106,-0.261767115969193
285,285,285,10-12,5.050400393663057,0.6349151596102918,-0.3514693623317937
286,286,286,10-13,5.170761822700807,0.8021791043486561,-0.05347031244514503
287,287,287,10-14,3.878805086579289,-0.9932281273751272,-0.2266943991859517
288,288,288,10-15,4.731532286935972,0.19179033292102665,-0.36554932599274026
289,289,289,10-16,3.3065095473309065,-1.7885361443714198,-0.8320909385523754
290,290,290,10-17,3.844848972345329,-1.0404162810898625,-0.9555384677849867
291,291,291,10-18,3.0360888713170864,-2.164334515747519,-0.6770353207594257
292,292,292,10-19,4.637772323277312,0.0614939289529875,-0.33383445597777744
293,293,293,10-20,5.081253234742049,0.6777907547782397,0.2736300482317437
294,294,294,10-21,6.21331534293381,2.2509955216109163,0.6122298176507525
295,295,295,10-22,5.929261124692105,1.8562508808857068,1.0445959885277292
296,296,296,10-23,5.3067666205105635,0.9911823354241902,1.1276694664997524
297,297,297,10-24,4.9028465975826645,0.4298625095143422,1.0666681425300757
298,298,298,10-25,4.996445289151307,0.5599347967851265,0.7579594400143147
299,299,299,10-26,4.8178776505656815,0.3117828109601803,0.5801426312640681
300,300,300,10-27,4.880453536428852,0.3987433065163504,0.2540171155041677
301,301,301,10-28,5.161530150455317,0.7893500283842274,0.21797747558810965
302,302,302,10-29,3.8987070467416327,-0.965570759135212,0.22931460442644244
303,303,303,10-30,4.747244053265493,0.21362467001799404,0.36316452919836295
304,304,304,10-31,5.0453937829932265,0.6279575698151232,0.2706477790209861
305,305,305,11-01,5.395779896528269,1.1148823595917032,0.06230427144075686
306,306,306,11-02,4.481008876241176,-0.156357194547911,0.015475808473477144
307,307,307,11-03,4.2619989690407385,-0.4607110170971477,-0.11444451154138935
308,308,308,11-04,3.696523340102418,-1.2465415369388904,-0.19012616379310893
309,309,309,11-05,4.186308028380103,-0.565897250071205,-0.31066827228417665
310,310,310,11-06,4.718635311601067,0.1738676563048054,-0.08528538859234758
311,311,311,11-07,4.8753346639384345,0.3916297086452972,0.20301689718904334
312,312,312,11-08,5.4541082254487065,1.1959401076030636,0.3477398602647629
313,313,313,11-09,5.506755279162818,1.2691026975911979,0.4985229269293612
314,314,314,11-10,4.321370351009104,-0.3782037584845731,0.5184695516576703
315,315,315,11-11,4.83731977177167,0.3388011499163848,0.5230383231164819
316,316,316,11-12,4.804755638149661,0.2935474046746601,0.5961919659333699
317,317,317,11-13,4.895060512061519,0.4190423373981668,0.3685475345567884
318,318,318,11-14,5.769951917974213,1.6348619645043914,0.4762226651055055
319,319,319,11-15,4.523891610038059,-0.09676389066829086,0.416887735603001
320,320,320,11-16,4.786261906865041,0.2678470248077295,0.4806844652473176
321,321,321,11-17,4.581138910393086,-0.01720842709864193,0.5416678227275143
322,322,322,11-18,5.080200494837791,0.6763277825405595,0.5526238879087855
323,323,323,11-19,5.158358525222138,0.7849424822793476,0.6063148790046836
324,324,324,11-20,5.817255154684714,1.700598355592018,0.3911243181006796
325,325,325,11-21,4.755704548260839,0.2253820559070979,0.4459931201238138
326,326,326,11-22,3.857168306937509,-1.0232963406162947,0.5896139686069614
327,327,327,11-23,4.818037093014238,0.31200438504016365,0.6172576990027673
328,328,328,11-24,5.7002890832093795,1.5380528734394447,0.4519330177544222
329,329,329,11-25,5.277711404274871,0.9508048646541836,0.4780757879282031
330,330,330,11-26,5.103459425854312,0.7086502681019481,0.5094403178274928
331,331,331,11-27,4.868576973291003,0.3822386769497832,0.604196617753207
332,332,332,11-28,3.99258588227979,-0.8351091612205569,0.4664206422942042
333,333,333,11-29,5.227151096174759,0.8805421845944494,0.567171709183866
334,334,334,11-30,5.105435961004657,0.7113970206854281,0.5433204874906231
335,335,335,12-01,5.7127080465059095,1.5553112659921542,0.6618293817638954
336,336,336,12-02,5.000480850341745,0.5655429379424914,0.7626275678768067
337,337,337,12-03,5.380243724570597,1.093292042589416,0.5093556638453537
338,338,338,12-04,4.427785963586273,-0.23032004454308885,0.2115936145811248
339,339,339,12-05,4.133639819060444,-0.6390892395942688,0.007283858195141953
340,340,340,12-06,3.819836754838201,-1.0751752748999457,-0.093889779696062
341,341,341,12-07,4.830592742453844,0.3294527276762571,-0.2881089698151748
342,342,342,12-08,4.563659741408271,-0.04149888940473239,-0.393905261191134
343,343,343,12-09,4.541694832069345,-0.07202309812526078,-0.4789641258704273
344,344,344,12-10,3.971006368791123,-0.8650977927988437,-0.2964967979476337
345,345,345,12-11,3.766394869009463,-1.149442427670029,-0.5486033301812491
346,346,346,12-12,4.607646526125394,0.019628692636816058,-0.4837710987906064
347,347,347,12-13,3.742113003313865,-1.1831864657254354,-0.35778742672767416
348,348,348,12-14,4.843575417082065,0.3474944989391241,-0.20516762276350292
349,349,349,12-15,5.085634226610239,0.6838789342523323,0.501468197773134
350,350,350,12-16,4.629948296771699,0.05062103098618325,0.7261526206041229
351,351,351,12-17,6.817322454225464,3.090372495549793,0.8533666068693778
352,352,352,12-18,5.577730243453534,1.3677352296227494,0.6548303274834558
353,353,353,12-19,4.2913643271813795,-0.4199025481339063,0.5084501371776989
354,354,354,12-20,3.986387324091447,-0.8437231773764083,0.405152146314891
355,355,355,12-21,4.453632072807952,-0.19440220758220825,-0.03394497136284968
356,356,356,12-22,4.1839552114206136,-0.5691669141906651,-0.24835577253031565
357,357,357,12-23,4.921503603867032,0.45578978948334903,-0.35560138919854656
358,358,358,12-24,4.652003286457062,0.0812704226179536,-0.09849473432809183
359,359,359,12-25,3.8283272141772233,-1.063376248143292,-0.10470222205097222
360,360,360,12-26,5.096455286809749,0.6989167518463199,-0.14743474893794875
361,361,361,12-27,4.426831003603389,-0.2316471339194905,-0.4175014723889525
362,362,362,12-28,3.999455867803342,-0.8255620755125243,-0.361016586465614
363,363,363,12-29,3.755480041970837,-1.1646105512226737,
364,364,364,12-30,4.895878974050169,0.4201797381579844,
365,365,365,12-31,,,
