,unnamed: 0,unnamed: 0,mth_day,alien invasion,alien invasion_norm,alien invasion_ravg
126,126,126,05-06,0.5181741168506276,-0.14111485594205958,-0.10139016375792444
127,127,127,05-07,0.5603472444287662,0.10569461889400952,-0.11067967957994404
128,128,128,05-08,0.7675465225403485,1.3182853835315675,-0.1395564201728994
129,129,129,05-09,0.4545608905804026,-0.5133980578291524,-0.026529413887605473
130,130,130,05-10,0.4661621883517997,-0.445503870824164,0.3065051114811727
131,131,131,05-11,0.4597312331579572,-0.4831397011558312,0.3010756545561428
132,132,132,05-12,0.859614190064131,1.8570922962706096,-0.00478149541944158
133,133,133,05-13,0.5547807519819575,0.07311787734382963,-0.015064905795797187
134,134,134,05-14,0.4539697617979098,-0.5168575163219384,-0.22636811913162025
135,135,135,05-15,0.44401793444725296,-0.575098520087286,0.0050090914658334285
136,136,136,05-16,0.2495258364548269,-1.7133231508391022,-0.2570158570349384
137,137,137,05-17,0.6969482353256763,0.9051235624288908,-0.07071722970313339
138,138,138,05-18,0.5909759235036294,0.2849426052659787,-0.08966443616383553
139,139,139,05-19,0.7457814204120844,1.1909096413346596,-0.02207951822355862
140,140,140,05-20,0.4345443417037925,-0.6305407550861513,0.2445446946597297
141,141,141,05-21,0.5133086462859245,-0.16958901244562447,0.14787024431641801
142,142,142,05-22,0.5228794494670389,-0.11357787353937218,0.12981460465144956
143,143,143,05-23,0.5978337925616887,0.32507686036902056,0.4130567212946475
144,144,144,05-24,0.5724645726990938,0.17660876727616806,0.6389979879746505
145,145,145,05-25,1.036172360921064,2.8903623411938466,0.7824883899232494
146,146,146,05-26,0.666188200705338,0.7251068449938666,0.9823343432611882
147,147,147,05-27,0.6604206410333548,0.6913533992459692,0.9435099983469524
148,148,148,05-28,0.727769368503419,1.0854978464882614,0.8696727757201671
149,149,149,05-29,0.5580295495772593,0.09213079088360593,0.41047684327823103
150,150,150,05-30,0.4967637525764518,-0.26641456848454376,0.08381452617289252
151,151,151,05-31,0.5653866589921062,0.13518674654223087,-0.1724587667766796
152,152,152,06-01,0.3312811656313228,-1.2348670576381644,-0.1963436991628064
153,153,153,06-02,0.3976791976035057,-0.8462863584514635,-0.03519071935749895
154,154,154,06-03,0.703281597892885,0.9421882521715008,0.13035094555360385
155,155,155,06-04,0.7232499127284032,1.0590486697154506,0.2982492239457743
156,156,156,06-05,0.6664835680356545,0.7268354209820729,0.4918863545992873
157,157,157,06-06,0.7375225671330531,1.142576416895254,0.7249146292919502
158,158,158,06-07,0.5298055558397455,-0.07304427371708631,0.8221376790721413
159,159,159,06-08,0.6365889355166379,0.5518832897045133,0.5404472594565214
160,160,160,06-09,0.8029584863423028,1.5255265508526468,0.5080701735075629
161,161,161,06-10,0.4344498329450938,-0.6310938479782685,0.33149225356261797
162,162,162,06-11,0.6332893081173744,0.5325729052883222,0.4288626912542471
163,163,163,06-12,0.5564879496346766,0.08310889722558458,0.3925224415697995
164,164,164,06-13,0.6296335521636892,0.5111783524326885,0.2654838768298949
165,165,165,06-14,0.5993314845087729,0.333841791597828,0.6344138596228345
166,166,166,06-15,0.6727135611421305,0.7632951624132197,0.3939771880310612
167,167,167,06-16,0.8126913386748394,1.5824860487793693,0.3391069698389723
168,168,168,06-17,0.3867841907857691,-0.9100471242623178,0.22104682950372312
169,169,169,06-18,0.5002328472665301,-0.2461124119269485,0.5694212624937068
170,170,170,06-19,0.5085936602334844,-0.19718248957880669,0.588463799955293
171,171,171,06-20,0.956498633392503,2.42408838953773,0.4873735428293117
172,172,172,06-21,0.6922367183218708,0.8775503871827367,0.8261971799142275
173,173,173,06-22,0.7090496373946309,0.9759445060234812,0.8229914933756928
174,174,174,06-23,0.734159488661071,1.1228946982471764,1.1685147843080042
175,175,175,06-24,0.4969462515443454,-0.2653465311581569,0.5972417333729684
176,176,176,06-25,0.8628377063192813,1.8759572560150604,0.5379573903546825
177,177,177,06-26,0.37080706847090905,-1.0035499160724834,0.3931297325307517
178,178,178,06-27,0.6314560818453271,0.5218443290730211,0.3556046042138359
179,179,179,06-28,0.5605666354116207,0.106978559079896,0.35150113863646953
180,180,180,06-29,0.6956872535506538,0.8977439283456816,0.19702958101655715
181,181,181,06-30,0.4927392174970087,-0.2899673246223549,0.3446811997605041
182,182,182,07-01,0.7044673995628172,0.9491279102955856,0.7041373121706442
183,183,183,07-02,0.5221853060821614,-0.1176402036088014,0.8386136085809358
184,184,184,07-03,0.9999846036328331,2.6785810035338606,0.3919883101017569
185,185,185,07-04,0.6984370151897147,0.9138363375416456,0.5308868996349031
186,186,186,07-05,0.2377894591917329,-1.7820078625293916,0.2460256456651453
187,187,187,07-06,0.635143505841991,0.5434242125765225,-0.003377511133066157
188,188,188,07-07,0.412416455885364,-0.7600396135229601,-0.4554881209210459
189,189,189,07-08,0.2664873960154367,-1.6140591443980703,-0.3614994954200217
190,190,190,07-09,0.5364630527195373,-0.03408265519401674,0.3420019116281252
191,191,191,07-10,0.7947978448567604,1.4777680905477908,-0.03360459531702732
192,192,192,07-11,0.9590467272252436,2.4390005797594903,0.2585505521305065
193,193,193,07-12,0.2500569653735227,-1.7102148290943926,0.4665369965666932
194,194,194,07-13,0.7119453855773473,0.9928912711622428,0.7308176397591416
195,195,195,07-14,0.4797232661915727,-0.3661404777809499,0.6620648561620222
196,196,196,07-15,0.8074139460559581,1.5516012039606737,0.4699997088260078
197,197,197,07-16,0.7243097912862241,1.0652513889650748,0.8178902348032467
198,198,198,07-17,0.7621339960435323,1.2866096957434034,0.7503743671408246
199,199,199,07-18,0.6067279937854273,0.37712832676904107,1.1185026568790983
200,200,200,07-19,0.6427254667950415,0.5877960651877103,1.1670271159666517
201,201,201,07-20,0.8571428447202968,1.8426292606486925,1.1326126067276097
202,202,202,07-21,0.8571631270009472,1.8427479584859947,1.0113923437897658
203,203,203,07-22,0.6890266850041542,0.8587643335308226,1.03007496137079
204,204,204,07-23,0.6378542223275013,0.5592881181163406,0.8449777646041362
205,205,205,07-24,0.6258821469700593,0.4892240322551862,0.7842139822923327
206,206,206,07-25,0.4529565521588251,-0.5227871154122127,0.3140557641380964
207,207,207,07-26,0.7948454289845029,1.4780465667778713,0.24013324303858435
208,208,208,07-27,0.3751384592859331,-0.9782013504394236,0.061919678104255936
209,209,209,07-28,0.6132384135377197,0.4152292069337504,-0.14228539960899264
210,210,210,07-29,0.4551426773564912,-0.5099932714896298,0.06793504336061874
211,211,211,07-30,0.4165230824473233,-0.7360064340243053,-0.13962624188568498
212,212,212,07-31,0.6684828053574622,0.7385355424054557,0.15864560295878447
213,213,213,08-01,0.5820454487052487,0.2326788553000488,-0.07400795829442071
214,214,214,08-02,0.6809384673435059,0.8114297186273931,-0.05477077603898817
215,215,215,08-03,0.3747128465571983,-0.9806921605854806,0.3592838464888468
216,216,216,08-04,0.4748653920223148,-0.3945701779570345,0.24160753835359786
217,217,217,08-05,0.8410281408155069,1.7483213011427046,0.08412572713036581
218,218,218,08-06,0.5478364332712575,0.03247769359396208,-0.05376987638205233
219,219,219,08-07,0.4205889117461637,-0.7122120120393434,0.4565336340835404
220,220,220,08-08,0.5395624796528488,-0.01594390244711575,0.7980821166978149
221,221,221,08-09,0.897896044399948,2.0811289022080754,0.4646516688694001
222,222,222,08-10,0.8250343085352327,1.6547207177286138,0.4764656576752228
223,223,223,08-11,0.4991821523490562,-0.2522613858277856,0.7687348862020992
224,224,224,08-12,0.5599485985139959,0.10336162642889794,0.7803446328366604
225,225,225,08-13,0.7202348018404954,1.0414033591219152,0.4951892004008109
226,226,226,08-14,0.5514652478013022,0.05371457736025172,0.08870904254575414
227,227,227,08-15,0.6055434974070756,0.37019630759297795,-0.07641947731234329
228,228,228,08-16,0.4082948887883384,-0.7841602294017267,-0.07119239228773784
229,229,229,08-17,0.32988590942182977,-1.2430325049763702,-0.2377626509744741
230,230,230,08-18,0.5653076113416245,0.13472413657653068,-0.4565441533646457
231,231,231,08-19,0.5494604316510576,0.04198180700149751,-0.5504025711629906
232,232,232,08-20,0.3271618603037381,-1.2589744369807774,-0.5495762977588003
233,233,233,08-21,0.5093161617898931,-0.19295419919709167,0.08926265620032325
234,234,234,08-22,0.40914201672892864,-0.7792025889765851,0.19225298358934825
235,235,235,08-23,0.9848486913433292,2.5900012187783714,0.15540812300665466
236,236,236,08-24,0.6708973392686379,0.7526661009106804,0.1309980480731728
237,237,237,08-25,0.5116856337349386,-0.17908735649466392,0.2658344632773304
238,238,238,08-26,0.3021356929320337,-1.4054348865816686,0.4183094973368341
239,239,239,08-27,0.6475557494968258,0.6160642920278541,0.0056378275068850545
240,240,240,08-28,0.5654654091305413,0.1356476153804369,-0.08110008958921645
241,241,241,08-29,0.5617614903876589,0.11397119979867745,0.09550740751212336
242,242,242,08-30,0.5819702205836149,0.2322385983340714,0.2486304411354141
243,243,243,08-31,0.6927505748955052,0.880557626113375,0.03769155142571105
244,244,244,09-01,0.459123439932488,-0.4866966848419244,-0.09845681472336217
245,245,245,09-02,0.4312929164878365,-0.6495690462303642,-0.21503340989819208
246,246,246,09-03,0.4258807577963812,-0.6812425815140023,-0.5449565133434764
247,247,247,09-04,0.4422425872126835,-0.5854883712503023,-0.2752690128075209
248,248,248,09-05,0.2437200993073153,-1.7473000223376345,-0.4576908410676199
249,249,249,09-06,0.969244790700303,2.498682629329108,-0.43337015640347215
250,250,250,09-07,0.27209741814721444,-1.5812276544025186,-0.20466005438146948
251,251,251,09-08,0.4562274374451872,-0.5036449382454771,-0.0398617893399836
252,252,252,09-09,0.6603633355188812,0.6910180306180138,-0.01174489954625657
253,253,253,09-10,0.6112002399332697,0.403301218998613,-0.4037074788786485
254,254,254,09-11,0.27254663883523833,-1.578598683575272,-0.2393201663484692
255,255,255,09-12,0.5673893625400845,0.14690715333475676,-0.08596123532031648
256,256,256,09-13,0.44063374621567203,-0.594903779221443,-0.20171613697784932
257,257,257,09-14,0.6134570357284711,0.4165086479234391,-0.4546196551514344
258,258,258,09-15,0.5416868648046073,-0.00351137932718352,0.015222876096451603
259,259,259,09-16,0.3519136219301596,-1.1141198900428972,0.0532566740753689
260,260,260,09-17,0.7542476519372736,1.240456503912044,0.5881480221452894
261,261,261,09-18,0.6063831057627401,0.3751099412082605,0.784086093432566
262,262,262,09-19,0.9890253607007716,2.61444430919808,0.7621420467800907
263,263,263,09-20,0.814340440629386,1.5921370756470985,1.0075271809049473
264,264,264,09-21,0.5191889664641125,-0.13517565924203526,0.8892806659589889
265,265,265,09-22,0.6034920973699649,0.35819091470624226,1.3790733311373573
266,266,266,09-23,0.6330166814374965,0.5309774142362939,1.1567183819189262
267,267,267,09-24,1.1085377795844866,3.3138659322784703,0.7891361711867675
268,268,268,09-25,0.7610583351905587,1.2803146138874928,1.0579058067817455
269,269,269,09-26,0.437480723741499,-0.6133561887458523,1.159409098595675
270,270,270,09-27,0.7947421510881328,1.477442154327833,1.0580052117616736
271,271,271,09-28,0.7075572580315591,0.9672106655898192,0.3777001445718344
272,272,272,09-29,0.5290534346648206,-0.07744590676771503,0.10888391013325477
273,273,273,09-30,0.41106231006191296,-0.7679644708605659,0.010420409522648002
274,274,274,10-01,0.4854573756022058,-0.3325827927439847,-0.2793184953084738
275,275,275,10-02,0.33653207638994964,-1.2041371924094928,-0.469092389351466
276,276,276,10-03,0.4976904482090024,-0.2609912746588979,-0.4511159540548912
277,277,277,10-04,0.5129936097002036,-0.1714326986681337,-0.28365968628705235
278,278,278,10-05,0.547483582040633,0.030412705011733883,-0.2850649262263869
279,279,279,10-06,0.5827450515536489,0.2367731357464669,0.3704754829056469
280,280,280,10-07,0.4840166684345703,-0.3410142323799916,0.15177000724217446
281,281,281,10-08,1.0086178459977733,2.72910526238271,-0.02670846825854236
282,282,282,10-09,0.2734650062971146,-1.5732241286397326,-0.06976554330901164
283,283,283,10-10,0.3300104680138604,-1.2423035516724346,0.023427007942758333
284,284,284,10-11,0.5033397779070757,-0.2279297452910818,0.5119721888056892
285,285,285,10-12,0.6782897146396238,0.7959284432570868,0.06319226949522294
286,286,286,10-13,0.9848923723491458,2.590256852797593,0.4303384249487161
287,287,287,10-14,0.5485110497536351,0.036425746519912684,0.3712431622273895
288,288,288,10-15,0.649877662190026,0.6296528040812259,0.2629574530117356
289,289,289,10-16,0.26942368408268125,-1.596875128000394,0.4375483240117671
290,290,290,10-17,0.3923210165890781,-0.8776440005850056,0.17087445173785654
291,291,291,10-18,0.85728713153101,1.8434736692572764,0.39634484886848304
292,292,292,10-19,0.7114878465796124,0.9902136191541304,0.5045270268556289
293,293,293,10-20,0.7796721548027635,1.3892481293036714,0.6607464682353097
294,294,294,10-21,0.7607902792270289,1.2787458720041012,0.9393821537690416
295,295,295,10-22,0.4295859899066388,-0.6595584797223093,0.9429563621713418
296,296,296,10-23,0.6779892630364512,0.7941701126173851,0.7128114049328271
297,297,297,10-24,0.8609515503392713,1.864918919671078,0.7626078243978052
298,298,298,10-25,0.4755341989443635,-0.3906561242769576,0.3501783921958168
299,299,299,10-26,0.8307253994748139,1.6880266460935394,0.31951997177118435
300,300,300,10-27,0.3379514297998808,-1.1958307212078292,0.16100606836995732
301,301,301,10-28,0.3981537733735169,-0.8435090022701037,0.0768405279196328
302,302,302,10-29,0.5154745846476527,-0.15691330778997692,0.3587166203190639
303,303,303,10-30,0.7746617332051736,1.3599256769691308,-0.07928491473988862
304,304,304,10-31,0.7645246377567497,1.3006004301196288,0.1198601813995374
305,305,305,11-01,0.38166902601757735,-0.9399825642601756,0.2863933826518176
306,306,306,11-02,0.5421228025146522,-0.0009601443712729613,0.1386334594822968
307,307,307,11-03,0.5688901508259562,0.15569020524357732,0.03905804873593407
308,308,308,11-04,0.3639853090863371,-1.0434728468071015,-0.043627285443580965
309,309,309,11-05,0.6725731119192733,0.7624732124909543,0.15202276511634638
310,310,310,11-06,0.67975238621714,0.8044884250425385,0.2780267179053875
311,311,311,11-07,0.5822571407586382,0.2339177390993885,0.2419744520529137
312,312,312,11-08,0.6713070029150182,0.7550635723629742,0.2936292710404512
313,313,313,11-09,0.5319279521513578,-0.06062338987126568,0.19806016072765728
314,314,314,11-10,0.4169438579256957,-0.7335439328818767,-0.04253916324041932
315,315,315,11-11,0.5745919071597475,0.1890585506141908,-0.4852053062045607
316,316,316,11-12,0.4330805112822146,-0.6391075187659211,-0.5933339923469027
317,317,317,11-13,0.12841842810429788,-2.42207911868546,-0.5729088923093995
318,318,318,11-14,0.560449227817859,0.10629145550892197,-0.4882157513597327
319,319,319,11-15,0.5528685667752493,0.06192721035375324,-0.4613670368986851
320,320,320,11-16,0.5037745918098613,-0.2253850871838763,-0.6305475157039201
321,321,321,11-17,0.6021182635371154,0.3501508373804767,-0.35409179563539284
322,322,322,11-18,0.2596300409275561,-1.6541903915973315,-0.4580729146832064
323,323,323,11-19,0.41185168835251307,-0.7633447982742957,-0.3754209412882608
324,324,324,11-20,0.4538437013752366,-0.5175952587779596,-0.4730781895224719
325,325,325,11-21,0.6376066155284865,0.5578390507234265,-0.28623121354526004
326,326,326,11-22,0.4036525460550091,-0.8113285765891426,0.1293199052522994
327,327,327,11-23,0.7936811205314067,1.4712326932437485,0.2995693807783237
328,328,328,11-24,0.6856693660368008,0.8391163211880247,0.5536616164866254
329,329,329,11-25,0.5863981361233481,0.25815205488185017,0.4427072767323821
330,330,330,11-26,0.7143490392742324,1.0069581554718503,0.4875280880426607
331,331,331,11-27,0.5238518693888949,-0.10788698780203286,0.17415575553636922
332,332,332,11-28,0.4496046018616076,-0.542403708727471,-0.05898522608109345
333,333,333,11-29,0.4723994995476578,-0.4090013017940008,-0.28614267084319084
334,334,334,11-30,0.4466440765585187,-0.5597295685167514,-0.4340074672361534
335,335,335,12-01,0.3535074035944073,-1.1047926136907342,-0.4532538443746019
336,336,336,12-02,0.5627522435660177,0.11976937711407455,-0.4819429888841046
337,337,337,12-03,0.5041197277679331,-0.2233652506327235,-0.6711302384295847
338,338,338,12-04,0.42019136432741977,-0.7145385757844872,-0.7620685112795961
339,339,339,12-05,0.2784373021918702,-1.5441247990668812,-0.6913694454278847
340,340,340,12-06,0.35341058821242344,-1.1053592056168184,-0.8321437015488992
341,341,341,12-07,0.425990862160165,-0.6805982185804661,-0.7754674063587306
342,342,342,12-08,0.41842494818031895,-0.724876159612012,-0.5428466128714908
343,343,343,12-09,0.5622264911966579,0.11669252050828773,-0.2083189643123271
344,344,344,12-10,0.6586833365075285,0.6811861851389511,0.003709970785040465
345,345,345,12-11,0.6214081839330404,0.4630410922881014,0.06880493859518404
346,346,346,12-12,0.570790978557422,0.16681440496738698,0.2014976239160252
347,347,347,12-13,0.4927287793485243,-0.29002841171960464,0.026683031199491686
348,348,348,12-14,0.5544666998295665,0.07127995231303492,0.07727181941283894
349,349,349,12-15,0.3829997060162716,-0.9321950357909132,-0.261987228930928
350,350,350,12-16,0.7105489487356325,0.9847189144190344,-0.22181956883892728
351,351,351,12-17,0.273586485337166,-1.5725131977745004,-0.2712318400752942
352,352,352,12-18,0.6119724410122261,0.4078203655193916,-0.361985239168223
353,353,353,12-19,0.4420693785254159,-0.5865020391378062,0.032929299568809564
354,354,354,12-20,0.4614227513189689,-0.4732404422445381,-0.1526552271597299
355,355,355,12-21,0.7878815988774928,1.4372921966312822,-0.2287952986523921
356,356,356,12-22,0.520280404285717,-0.12878824595220226,-0.3169152110547301
357,357,357,12-23,0.1955246941275355,-2.0293536267304737,-0.3706073515707916
358,358,358,12-24,0.5216284464702041,-0.12089910889463652,-0.3505497043006501
359,359,359,12-25,0.3870220876522144,-0.9086548822341748,-0.8714102023656863
360,360,360,12-26,0.4819866389363992,-0.35289455862368824,-1.0415568892388896
361,361,361,12-27,0.253874962789484,-1.6878707917589364,-0.6633658222458968
362,362,362,12-28,0.34583933947812245,-1.1496683671914212,-0.7047994980206012
363,363,363,12-29,0.5832610270491497,0.2397927752274825,
364,364,364,12-30,0.4791490150228065,-0.3695011635428628,
365,365,365,12-31,,,
