,unnamed: 0,unnamed: 0,mth_day,dinosaurs,dinosaurs_norm,dinosaurs_ravg
55,55,55,02-25,0.3710848236256579,-1.3031134547758891,-0.5296167350810269
56,56,56,02-26,0.2950212797798085,-1.67335837825699,-0.6392654718582748
57,57,57,02-27,0.8875666846095699,1.2109001900117022,-0.9440935001382572
58,58,58,02-28,0.3559330861474455,-1.3768656572054192,-1.0096019232844984
59,59,59,02-29,0.22919422985289545,-1.9937764107453149,-0.7864218189757128
60,60,60,03-01,0.449504921827175,-0.9213978287350792,-0.33424993796008184
61,61,61,03-02,0.6461870909032664,0.03596717107682346,-0.2777955324171688
62,62,62,03-03,0.8523895543930055,1.039672907836796,-0.2279966261680376
63,63,63,03-04,0.9571550334938284,1.5496266232691809,0.2348641166994393
64,64,64,03-05,0.4173175543531168,-1.0780722197106325,0.3080137582844609
65,65,65,03-06,0.799738097062785,0.7833880464595463,0.3203212082011297
66,66,66,03-07,0.5396726019297948,-0.4824999792249491,0.5222728007527118
67,67,67,03-08,0.6613578310862565,0.1098118705768362,0.34172732183913634
68,68,68,03-09,1.1013245621228902,2.2513824631462884,0.6683111430816903
69,69,69,03-10,0.7346062057223064,0.4663537497877287,0.4971332288591129
70,70,70,03-11,0.8198800944068946,0.8814307077446911,0.5287443926025372
71,71,71,03-12,0.5887361690175831,-0.2436794388759179,0.4088357640634606
72,72,72,03-13,0.5786380054277152,-0.292832996764403,0.07000285122882295
73,73,73,03-14,0.5135528299217776,-0.6096399006576239,-0.010159169524261677
74,74,74,03-15,0.6836632170949422,0.21838498613846247,-0.1956919346888286
75,75,75,03-16,0.6357947380647022,-0.014618374730779088,-0.3265856652946444
76,76,76,03-17,0.5911837036191283,-0.23176588324271025,-0.2320853635095854
77,77,77,03-18,0.42739041566914304,-1.0290418225108129,-0.16984037117645134
78,78,78,03-19,0.695123510979406,0.27416881394595105,-0.4558943647999498
79,79,79,03-20,0.5902789277545424,-0.23616994665882002,-0.509983430993224
80,80,80,03-21,0.3310596440597753,-1.4979389756025283,-0.3672549906833205
81,81,81,03-22,0.5691220174349512,-0.3391527718904238,-0.013846942418268969
82,82,82,03-23,0.7671174753854747,0.6246047586167106,-0.12000058960354355
83,83,83,03-24,0.8630177564349434,1.0914064670794963,0.033600337067973884
84,84,84,03-25,0.5642735451596401,-0.3627530691656964,0.3387806460355682
85,85,85,03-26,0.7796146363032399,0.6854356133702846,0.25263442180798923
86,86,86,03-27,0.7072392107173276,0.3331428782030371,0.046054020897685566
87,87,87,03-28,0.4629341398200947,-0.8560301172558976,0.03745918679940763
88,88,88,03-29,0.5124767813076885,-0.6148776468451114,0.0776722965111708
89,89,89,03-30,0.8524233606905998,1.0398374624898288,-0.15920791657468233
90,90,90,03-31,0.6138421108266012,-0.12147441089511735,-0.2784144156158886
91,91,91,04-01,0.4876249721934005,-0.7358456651448342,-0.28134258396328354
92,92,92,04-02,0.5602996873129963,-0.3820961160442005,-0.3479573294454628
93,93,93,04-03,0.4593247421372961,-0.8735991273402675,-0.5273320728869875
94,94,94,04-04,0.4303643207322905,-1.0145661197381874,-0.7185591151611145
95,95,95,04-05,0.6313176363880941,-0.03641099815931947,-0.7418077404987041
96,96,96,04-06,0.37812668692117146,-1.2688366645398792,-0.4473875662653075
97,97,97,04-07,0.4589676258709453,-0.8753374171703715,-0.4950657283818383
98,98,98,04-08,0.923215807075234,1.3844249293561786,-0.3967839503394394
99,99,99,04-09,0.4005544026461935,-1.1596681000394524,-0.3970283406736745
100,100,100,04-10,0.5515110513303292,-0.424875451483794,-0.20329664150669705
101,101,101,04-11,0.6310163893963113,-0.037877340164729725,0.07922381573762581
102,102,102,04-12,0.6169294684210861,-0.10644646953801457,0.3809458767967436
103,103,103,04-13,0.8072155961859243,0.8197853262955657,0.7038317786596151
104,104,104,04-14,1.2951325751138123,3.1947572957108856,0.5683744265618269
105,105,105,04-15,0.7985587137811744,0.7776473111377771,0.6082714899247011
106,106,106,04-16,0.38453996402424656,-1.2376195640705232,0.4985629317017034
107,107,107,04-17,0.6801953815060172,0.20150504001251549,0.3128556047079303
108,108,108,04-18,0.4816975524741944,-0.7646978188760013,-0.14147918495270714
109,109,109,04-19,0.5783040322977444,-0.29445863566707303,-0.2038251408671257
110,110,110,04-20,0.735098197829867,0.4687485577470611,0.024536484041222884
111,111,111,04-21,0.7217081635013158,0.4035715756512657,-0.007586234506776095
112,112,112,04-22,0.6660292166888375,0.13255018537956836,0.2988017203081328
113,113,113,04-23,0.6405994115558986,0.00876872872452161,0.8160945016563655
114,114,114,04-24,0.8593657200609988,1.073629910013452,1.2074464359032946
115,115,115,04-25,1.2159433838698055,2.8092980524223234,1.0998581141581385
116,116,116,04-26,1.2174969526303845,2.8168601632286348,1.1210997821099689
117,117,117,04-27,0.5890897505099202,-0.2419583548196716,1.3653455881688932
118,118,118,04-28,0.6922126931792941,0.2600001930905525,1.5166212733466289
119,119,119,04-29,0.9416682511281368,1.4742435650780676,1.2185314052515095
120,120,120,04-30,1.0458352268535474,1.9812840210798657,0.9375971197862208
121,121,121,05-01,0.8485038272864356,1.0207588438516102,1.233221722440623
122,122,122,05-02,0.8712041720669982,1.1312544504369009,1.206056964220147
123,123,123,05-03,0.9534905052507928,1.531789261106742,0.9121306123872982
124,124,124,05-04,0.6587281377362988,0.09701164376769628,0.5742609102080909
125,125,125,05-05,0.5793608400249611,-0.2893145459190256,0.3709896224991151
126,126,126,05-06,0.6293611804694256,-0.0459341919953783,0.2358232781887805
127,127,127,05-07,0.5979421013907953,-0.19886888240224493,-0.06663318372449517
128,128,128,05-08,0.7045917946126379,0.3202563845748944,-0.047700241199582494
129,129,129,05-09,0.5806684802642658,-0.28294951037291266,-0.003199660823905437
130,130,130,05-10,0.6820657709494897,0.2106092989171724,-0.06013633573194223
131,131,131,05-11,0.6342143431830215,-0.022311063664963257,0.0913040983253462
132,132,132,05-12,0.5591783637395902,-0.387554241443599,-0.015427589232913031
133,133,133,05-13,0.7846146853816308,0.7097737219414856,-0.05144144931630365
134,134,134,05-14,0.573029309109818,-0.320133740774661,0.04869206306224457
135,135,135,05-15,0.536276106701022,-0.4990326708732563,-0.06681996073867395
136,136,136,05-16,0.8054950361661415,0.8114103731884618,0.407900104115249
137,137,137,05-17,0.4918288032896842,-0.7153832064704744,0.3514653886153247
138,138,138,05-18,1.1443405876213295,2.4607661476799385,0.4132220211247544
139,139,139,05-19,0.7150506073681372,0.3711654289419391,0.6979103129556186
140,140,140,05-20,0.6491534317120199,0.05040605428191778,0.5686356881922475
141,141,141,05-21,0.8871962516333907,1.209097080111928,0.6895120816898718
142,142,142,05-22,0.6461450686409875,0.035762624608235524,0.2851642795856585
143,143,143,05-23,0.640826716945681,0.009875154515270948,0.3190481997206471
144,144,144,05-24,0.6459225163864382,0.03467933505465954,0.5078094998345576
145,145,145,05-25,0.7568175170228246,0.5744689497518705,0.21929545806242576
146,146,146,05-26,0.8818294661481312,1.1829738549653808,0.15070517391169122
147,147,147,05-27,0.5315603078347226,-0.521987170520863,0.20223871071236385
148,148,148,05-28,0.5615974664184551,-0.3757790802961719,0.1605926362985473
149,149,149,05-29,0.7043493721510224,0.3190763753193066,-0.03322523449131072
150,150,150,05-30,0.5945876111988259,-0.21519711142823966,0.08097800334435297
151,151,151,05-31,0.5179085163377238,-0.5884382749872776,0.10065820749693084
152,152,152,06-01,1.0226017350577583,1.8681932819793632,0.2088713251004007
153,153,153,06-02,0.5558190507886628,-0.4039059456053957,0.3141077384641247
154,154,154,06-03,0.6949860320976995,0.2734996253246474,0.5710549494696443
155,155,155,06-04,0.8340687125294491,0.9504948555016508,0.9672303919422672
156,156,156,06-05,0.9113127984067158,1.3264861546048772,0.6186271484494035
157,157,157,06-06,1.0062529536767022,1.7886143798484608,0.7228783079778692
158,158,158,06-07,0.5928970220761369,-0.2234261789778198,0.6028928154140748
159,159,159,06-08,0.6843239210656303,0.22160101156539844,0.6096837332320574
160,160,160,06-09,0.5470862847302048,-0.44641333005811934,0.4645842190894139
161,161,161,06-10,0.8424395164342547,0.9912403624095464,0.6262415033557183
162,162,162,06-11,0.7324563297929527,0.455889069749016,1.2116094461090456
163,163,163,06-12,1.2055193065684038,2.758558085446288,1.3914996046539552
164,164,164,06-13,1.314449011406982,3.2887814775421447,1.8216374406484648
165,165,165,06-14,0.9060649702057572,1.3009419628348555,1.70735812563553
166,166,166,06-15,1.0772943617022153,2.134413685908942,1.7467816539912469
167,167,167,06-16,0.7015734712266892,0.3055644723319342,1.5299876389481983
168,168,168,06-17,0.7810516204364921,0.6924302398833189,0.9003969006713094
169,169,169,06-18,0.9382888325291866,1.4577939951879948,0.9341577543585748
170,170,170,06-19,0.5383859295593346,-0.4887629521191877,0.6085313763219584
171,171,171,06-20,0.9476801823832018,1.5035070849584482,0.6514091361825097
172,172,172,06-21,0.6759120110634333,0.18065541768924254,0.6677329570337625
173,173,173,06-22,0.7544266096816395,0.5628310314952419,0.3262477221482262
174,174,174,06-23,0.8011731278653081,0.790373164990836,0.1972048267700223
175,175,175,06-24,0.5173581109050924,-0.5911174141252225,0.10368152729514064
176,176,176,06-25,0.3793216025461419,-1.2630203243884113,0.3095739553441248
177,177,177,06-26,0.8323989757160271,0.9423672881091576,0.3138592451116547
178,178,178,06-27,0.9297046775154568,1.4160099859831474,0.36424534679581183
179,179,179,06-28,0.7597088588975371,0.5885427701004217,0.6820443276855109
180,180,180,06-29,0.8632814007130241,1.0926897750957787,0.7819478703260506
181,181,181,06-30,0.9090920445908112,1.3156764712129718,0.7332523092922125
182,182,182,07-01,0.5024673962744757,-0.6635990685451728,0.710983465948931
183,183,183,07-02,0.7723745425872148,0.6501939219061289,0.5307485119945763
184,184,184,07-03,0.9022550564465888,1.2823969259234582,0.4249876739830807
185,185,185,07-04,0.5375427987593239,-0.4928669536257068,0.4822033853725156
186,186,186,07-05,0.7329156299098737,0.4581247470268049,0.5123656868356478
187,187,187,07-06,0.9796188147788794,1.6589707395495807,0.3303643157392057
188,188,188,07-07,0.5396468641509578,-0.4826252597663793,0.07691272288220863
189,189,189,07-08,0.5480311138065265,-0.4418143046725237,0.32700711300499924
190,190,190,07-09,0.5898387321688136,-0.23831263121852425,-0.006224713711145978
191,191,191,07-10,0.8458208774405608,1.0076993871110371,-0.5845348621137658
192,192,192,07-11,0.3221584464118553,-1.5412662132700663,-0.4450312699046048
193,193,193,07-12,0.26676659388784285,-1.8108901508661381,-0.3892605219773005
194,194,194,07-13,0.7116055368515171,0.3543962934885873,-0.5161621699988822
195,195,195,07-14,0.6167767542393391,-0.10718981710869817,-0.5749662021946572
196,196,196,07-15,0.4334138071060471,-0.9997225193480146,-0.3396380738981559
197,197,197,07-16,0.7733362685090183,0.6548751939363873,-0.03761734057752519
198,198,198,07-17,0.6122349379928074,-0.1292974434910589,-0.20376514714232294
199,199,199,07-18,0.6390515193684551,0.0012342490576462849,-0.29270482688896515
200,200,200,07-19,0.5068039554975733,-0.6424905459001995,0.024981261645371528
201,201,201,07-20,0.507145532294066,-0.6408278955885514,-0.3476112023286853
202,202,202,07-21,0.8250085843780941,0.9063940118580056,0.17807189890645955
203,203,203,07-22,0.3140613168852111,-1.580679589907954,0.2083804174652395
204,204,204,07-23,1.2602165914973045,3.0248011639198102,0.26113862308677305
205,205,205,07-24,0.6764112212969464,0.183085360410326,0.5495405742533718
206,206,206,07-25,0.5718361949480091,-0.3259413121709981,0.3399055268789264
207,207,207,07-26,0.8626433079535165,1.0895838114110403,0.4471926774482027
208,208,208,07-27,0.5666025897569662,-0.3514162723886669,-0.14413354053549454
209,209,209,07-28,0.4463084921554855,-0.936956686492296,-0.2751770977754187
210,210,210,07-29,0.5313201525793629,-0.5231561439823734,-0.3072311188244234
211,211,211,07-30,0.5148807846100456,-0.6031759830292189,-0.6837461320302453
212,212,212,07-31,0.5323249047581592,-0.518265438465026,-0.7056381630506053
213,213,213,08-01,0.3985332381165125,-1.1695062678238908,-0.674090523844647
214,214,214,08-02,0.5396174452358392,-0.48276845851082706,-0.7405148751509905
215,215,215,08-03,0.4851955923282112,-0.747670851256546,-0.7412632531560384
216,216,216,08-04,0.4494423807976237,-0.9217022518204352,-0.720070519550787
217,217,217,08-05,0.5139582987701584,-0.6076662510595071,-0.6439290084322781
218,218,218,08-06,0.5584480624772208,-0.3911090368335178,-0.7476502639889611
219,219,219,08-07,0.49238883697251,-0.7126572011128369,-0.7976542713389593
220,220,220,08-08,0.4117657594554393,-1.1050959918509244,-0.6729021761736579
221,221,221,08-09,0.4235583068830983,-1.047694895356535,-0.4475005295771322
222,222,222,08-10,0.6032176661614249,-0.17318968082862618,-0.5196154401606768
223,223,223,08-11,0.7917989432974021,0.7447436285196467,-0.3700897334945319
224,224,224,08-12,0.4695558403524094,-0.8237985003347857,-0.27621912151925865
225,225,225,08-13,0.6767012381497678,0.1844970388840333,-0.16277290103350964
226,226,226,08-14,0.5274750798050926,-0.5418723199992851,-0.05216191787904975
227,227,227,08-15,0.5633974406910327,-0.3670175724420409,-0.2091285533373984
228,228,228,08-16,0.7395619534169597,0.4904762180981333,-0.009402145658461071
229,229,229,08-17,0.5983145041926314,-0.1970561842304453,-0.2391103443231436
230,230,230,08-18,0.7157479808116102,0.37455994573883816,-0.25011262664685163
231,231,231,08-19,0.3935521354973328,-1.1937521531040616,0.10183596099051796
232,232,232,08-20,0.5139131504303633,-0.6078860139415336,0.02888790380573804
233,233,233,08-21,0.9972257818151704,1.7446739533821767,0.2723616235191545
234,234,234,08-22,0.6496427557036015,0.0527878749894537,0.4262088649688051
235,235,235,08-23,0.8984316339122324,1.2637861340500538,0.8445030522216389
236,236,236,08-24,0.9053873085119264,1.2976433944367414,0.9128198947470041
237,237,237,08-25,0.9091611753743216,1.3160129704129413,0.4975867024713732
238,238,238,08-26,0.5981236956766915,-0.19798495878934408,0.4717514323484618
239,239,239,08-27,0.4853898679565694,-0.7467252002716076,0.24681271380295736
240,240,240,08-28,0.6177969896638614,-0.10222374574801447,-0.0407485949573568
241,241,241,08-29,0.6211616162193866,-0.08584617722297305,-0.21063330643023748
242,242,242,08-30,0.5509257481219991,-0.4277244581251435,-0.21592358033398087
243,243,243,08-31,0.6997533097102312,0.2967047015756572,-0.2095888939773557
244,244,244,09-01,0.5916026558647118,-0.2297266022118045,-0.4672849522455909
245,245,245,09-02,0.4931982995575736,-0.7087170821318562,-0.5396391829770822
246,246,246,09-03,0.3001487381870675,-1.6484000953574256,-0.5211193560173716
247,247,247,09-04,0.5319743968522839,-0.5199715616119219,-0.3065450411433563
248,248,248,09-05,0.573754155707813,-0.3166054963668791,0.08391595850864593
249,249,249,09-06,0.9642476771817556,1.5841505908197488,0.2054221856448626
250,250,250,09-07,1.0729032028844796,2.1130393957002087,0.3872489224924365
251,251,251,09-08,0.642972575705743,0.020320280685443743,0.29012376441986204
252,252,252,09-09,0.5242769045994693,-0.5574396742719818,0.3513811493358376
253,253,253,09-10,0.4122533702929753,-1.1027225100473692,-0.010657573658240086
254,254,254,09-11,0.6492628823036479,0.050938813128974005,-0.5801915087776116
255,255,255,09-12,0.5179817618286543,-0.5880817471447171,-0.5371323643059679
256,256,256,09-13,0.3708689542307581,-1.30416421501602,-0.4496330015926385
257,257,257,09-14,0.6960492973421571,0.2786751475153061,-0.5141198229537259
258,258,258,09-15,0.6321327241956392,-0.032443497992005715,-0.7005932530197555
259,259,259,09-16,0.33276388882281666,-1.489643438213894,-0.4106637565286046
260,260,260,09-17,0.4194069838261516,-1.0679017672672029,-0.18061642855891688
261,261,261,09-18,0.875362461521388,1.1514952318021887,0.09208817482321892
262,262,262,09-19,0.654436083575116,0.07611975280210607,0.05763094723018634
263,263,263,09-20,1.0321977856664961,1.9149027678081207,0.6343580175929219
264,264,264,09-21,0.5896591288709027,-0.2391868635502012,0.8153530561047898
265,265,265,09-22,1.0436647334502818,1.97071898396252,0.641014045536219
266,266,266,09-23,0.6425099598500448,0.018068463804005317,0.7779217121553811
267,267,267,09-24,0.6604640178142767,0.10546116839076382,0.2634918553346085
268,268,268,09-25,0.8231948966031276,0.8975657525170793,0.1833889727641023
269,269,269,09-26,0.3980874091838059,-1.1716763731165147,-0.2956807373989315
270,270,270,09-27,0.4909205577116687,-0.7198041589732385,-0.540619435818085
271,271,271,09-28,0.4531409326927906,-0.9036992770156832,-0.4784415025519105
272,272,272,09-29,0.3405870286468848,-1.4515637267109165,-0.5557906032055351
273,273,273,09-30,0.7371074554949674,0.4785287679878111,-0.12167905214965398
274,274,274,10-01,0.7278507662309365,0.4334711485953319,0.18776155044678253
275,275,275,10-02,0.9331936737710788,1.4329929332187714,0.18305721285133933
276,276,276,10-03,0.8723515621718545,1.1368394566053808,0.5047061682570814
277,277,277,10-04,0.4473421454641803,-0.9319253025883424,0.6916368812599321
278,278,278,10-05,0.7370666215462898,0.4783300057235363,0.5780549664134983
279,279,279,10-06,0.9675270223742528,1.6001130460049138,0.11060895541317324
280,280,280,10-07,0.5878443691877924,-0.2480203404832697,-0.3493650287003753
281,281,281,10-08,0.3569977899384304,-1.3716831327831789,-0.4000932201442565
282,282,282,10-09,0.3053660492370861,-1.6230044480759107,-0.5401760329975137
283,283,283,10-10,0.3848121967291624,-1.2362944512516296,-0.8915151850346877
284,284,284,10-11,0.5643939743051309,-0.3621668713960065,-0.6965715021084216
285,285,285,10-12,0.534449900163166,-0.5079218662181311,-0.6685591135699932
286,286,286,10-13,0.8281410987307757,0.9216417570743274,-0.4233566411868853
287,287,287,10-14,0.3915271742787153,-1.2036088015526094,-0.2536877593008637
288,288,288,10-15,0.6076141206034225,-0.15178961377726244,-0.2044721582593879
289,289,289,10-16,0.5939540207186401,-0.2182811599355,-0.20910351438783106
290,290,290,10-17,0.6250594331455284,-0.06687326514715151,-0.5768359748760843
291,291,291,10-18,0.5287410733147747,-0.5357100029887898,-0.12144645846481805
292,292,292,10-19,0.3748568154152503,-1.2847530058551921,-0.18758318515993905
293,293,293,10-20,0.9528616572389932,1.5287282969149882,-0.3753384797447094
294,294,294,10-21,0.5260908884116581,-0.5486099739479884,-0.317008447810362
295,295,295,10-22,0.3625180358954521,-1.3448129274441225,-0.19170367767948795
296,296,296,10-23,0.6969597671166626,0.2831069264589325,-0.011734190260198582
297,297,297,10-24,0.6831976117704117,0.2161186177964546,-0.10907898401078464
298,298,298,10-25,0.5966956490477273,-0.204936081339456,0.089306276566521
299,299,299,10-26,0.8328698974385512,0.9446595344114718,0.33540222728665386
300,300,300,10-27,0.7706298680321974,0.6417015895158453,0.0663676531447513
301,301,301,10-28,0.66586745057839,0.1317627768766744,-0.07896683861715005
302,302,302,10-29,0.3653351290167433,-1.331100518392483,-0.045606092989039504
303,303,303,10-30,0.5040514987189533,-0.6558883327749536,-0.4267394080354325
304,304,304,10-31,0.6378176692600079,-0.0047716075707926655,-0.5531394898510706
305,305,305,11-01,0.3630670920808413,-1.3421403558668863,-0.6482483633914436
306,306,306,11-02,0.614823197006332,-0.1166989013779833,-0.5197739440614063
307,307,307,11-03,0.5486317909293772,-0.4388904643655637,-0.305792507180482
308,308,308,11-04,0.5236987257823719,-0.5602540024122596,-0.5025066723351769
309,309,309,11-05,0.7678150569607596,0.6280002885105924,-0.4148515774432022
310,310,310,11-06,0.3953385602584078,-1.1850565984989618,-0.2074254718994412
311,311,311,11-07,0.4711148744667325,-0.8162097865150383,-0.16668289110473933
312,312,312,11-08,0.8705063462923541,1.1278577318845833,-0.2173219956789832
313,313,313,11-09,0.5988530074938073,-0.19443497959735268,-0.1110360447129172
314,314,314,11-10,0.4612785897024641,-0.8640886298577231,0.014593434838114297
315,315,315,11-11,0.8988281066278865,1.2657159943069884,-0.006431385909513958
316,316,316,11-12,0.5501953507793818,-0.4312797211927731,0.00981113254862098
317,317,317,11-13,0.4451986940137683,-0.9423587110008078,0.2476843053604431
318,318,318,11-14,0.890527636577034,1.225312842633393,0.30737083558037764
319,319,319,11-15,0.8920666403475249,1.23280405727358,0.018937560319429947
320,320,320,11-16,0.5348510071018188,-0.5059694485381158,0.13828635076299053
321,321,321,11-17,0.5432917194201416,-0.4648836572586977,0.4521392112647131
322,322,322,11-18,0.6973102692419914,0.2848130214685904,0.4373672869846739
323,323,323,11-19,0.8320684545732807,0.9407584520095276,0.4079392308380511
324,324,324,11-20,0.8723190696705978,1.136681296953158,0.4332788805990657
325,325,325,11-21,0.8557922376959888,1.0562357203938426,0.5581703185267709
326,326,326,11-22,0.5660858482309847,-0.35393154997202864,0.4625442867370609
327,327,327,11-23,0.6972387652102798,0.2844649703075339,0.22386224081143868
328,328,328,11-24,0.5794371360718752,-0.2889431692696697,-0.0019030922096234808
329,329,329,11-25,0.5378577667704426,-0.4913338235442056,-0.2629037430224568
330,330,330,11-26,0.5940301281937763,-0.21791070117321504,-0.2456968797064322
331,331,331,11-27,0.5340705904106249,-0.5097681844831571,-0.14561802282946398
332,332,332,11-28,0.5872958352306544,-0.2506903700758812,-0.08605331209763711
333,333,333,11-29,0.8206006594914693,0.8849381115693433,-0.2134483221652436
334,334,334,11-30,0.6528593930549114,0.06844509512129147,-0.1931073646533273
335,335,335,12-01,0.380824700503197,-1.2557038839498444,-0.09393422406896673
336,336,336,12-02,0.6191033467383085,-0.09586495610171757,-0.1080814681432924
337,337,337,12-03,0.656316056297006,0.08527065902300654,-0.23041683251154466
338,338,338,12-04,0.569857278453246,-0.33557383452183515,-0.2761990880664841
339,339,339,12-05,0.6698043498913321,0.15092592535983,0.07089726528794804
340,340,340,12-06,0.5964260369398835,-0.20624843820834587,0.018110688509889863
341,341,341,12-07,0.8086719500030055,0.8268742361767487,0.21381814949305367
342,342,342,12-08,0.5540361356692808,-0.4125844167700666,0.3198050115801185
343,343,343,12-09,0.8975542545062943,1.259515424921989,0.2580088732503196
344,344,344,12-10,0.7005016571360771,0.30034733800055385,0.17776242694792188
345,345,345,12-11,0.5936315305614901,-0.2198509046189636,0.12561318758463672
346,346,346,12-12,0.4975105023892912,-0.6877271160227318,0.09118813443598772
347,347,347,12-13,0.7443903509327173,0.5139787999970379,-0.0844407284939661
348,348,348,12-14,0.5116022000741861,-0.6191347356619606,-0.3135916628719028
349,349,349,12-15,0.6810658782638935,0.2057422473422664,-0.4602650646441831
350,350,350,12-16,0.4180394645880683,-1.0745582682670671,-0.4822091314301651
351,351,351,12-17,0.4128350142150037,-1.0998913152526448,-0.8909527861123935
352,352,352,12-18,0.4704612161421512,-0.8193915167386239,-1.0038411446511295
353,353,353,12-19,0.2405537455745647,-1.9384831280963328,-1.0342907022232333
354,354,354,12-20,0.3724507130747631,-1.2964648868943769,-0.6926954917462329
355,355,355,12-21,0.6435323250306001,0.02304490190964454,-0.4554306784350263
356,356,356,12-22,0.8391057472858103,0.9750129945949348,-0.3695234254639671
357,357,357,12-23,0.7052987546064988,0.32369756461459515,-0.2944780653074701
358,358,358,12-24,0.5763545265746579,-0.3039479989122681,-0.2428077551392928
359,359,359,12-25,0.33305817732782234,-1.4882109671573518,-0.3356073985803949
360,360,360,12-26,0.4361419615497433,-0.9864430258853124,-0.6546857684612388
361,361,361,12-27,0.5291431307416722,-0.5337529587369686,-0.7367493663997084
362,362,362,12-28,0.4457947787058566,-0.9394572246901288,-0.6984378697752084
363,363,363,12-29,0.604143313695889,-0.16868402301622287,
364,364,364,12-30,0.6235790747342742,-0.07407901916526785,
365,365,365,12-31,,,
