,unnamed: 0,unnamed: 0,mth_day,dvd,dvd_norm,dvd_ravg
34,34,34,02-04,20.20920260655804,-1.1783378645503684,-0.4608716863814446
35,35,35,02-05,20.79140177217717,-0.9034514743512748,-0.29430516760559083
36,36,36,02-06,22.861301813371323,0.0738555779385304,-0.1052531170419876
37,37,37,02-07,22.69947538107256,-0.0025510650804448213,-0.4757500867681109
38,38,38,02-08,23.06647294791562,0.1707275006043044,-0.3687515505412531
39,39,39,02-09,20.55569004067345,-1.01474319516941,-0.13322645943160644
40,40,40,02-10,21.568916162444744,-0.5363466471892212,-0.2986089073892424
41,41,41,02-11,23.78440214794168,0.5096990723066052,-0.5230277357641481
42,42,42,02-12,20.75965851689715,-0.9184391098072852,-0.27014837338661624
43,43,43,02-13,19.847610917332574,-1.3490640353298788,-0.3274959588855407
44,44,44,02-14,26.28000753590008,1.688003674869495,-0.5355675041692805
45,45,45,02-15,19.8269297029158,-1.358828708162957,-0.8972540245906719
46,46,46,02-16,18.924789329562152,-1.7847759188916597,-0.8415060053382639
47,47,47,02-17,19.188170441035254,-1.660420050221744,-0.76237881112859
48,48,48,02-18,21.468091923225426,-0.5839509942928361,-1.065368806776039
49,49,49,02-19,20.853141669436148,-0.8743008700718349,-0.8623985029413482
50,50,50,02-20,22.429678186474103,-0.12993629901519851,-0.3648687886053441
51,51,51,02-21,22.406231096173524,-0.14100688515481294,-0.07384811387589803
52,52,52,02-22,25.24728607479609,1.2004023671243649,-0.05616582913883274
53,53,53,02-23,22.88639632735908,0.0857039981549324,0.14950156167570627
54,54,54,02-24,21.69279445752048,-0.4778572858704444,0.36149521633869
55,55,55,02-25,23.466717043041893,0.3597034748153992,0.3846310914106261
56,56,56,02-26,25.123646311384483,1.142025628962704,0.0893298535104023
57,57,57,02-27,22.700236641220563,-0.002191634723196684,-0.1338138878310791
58,58,58,02-28,21.494663745535927,-0.5714050602769778,-0.15128450790792028
59,59,59,02-29,20.050735385512205,-1.253158449893956,-0.3713646091334095
60,60,60,03-01,21.47078171056232,-0.5826810063314914,-0.7829781167553662
61,61,61,03-02,20.669988157118105,-0.9607771325375358,-0.8873587591347891
62,62,62,03-03,19.892953576364018,-1.3276554167690358,-0.8479923376670419
63,63,63,03-04,21.37379069700177,-0.6284754889997335,-0.7840794854800581
64,64,64,03-05,21.99492345752823,-0.3352065314704946,-0.7577933371410749
65,65,65,03-06,20.86292566940332,-0.8696813367720541,-0.8944248832221322
66,66,66,03-07,21.804820226311588,-0.4249641162975925,-0.778902449628113
67,67,67,03-08,18.933704915127926,-1.7805664090238802,-0.8048401475035591
68,68,68,03-09,21.36098692061253,-0.6345208152049195,-0.88063772389966
69,69,69,03-10,21.04418021209791,-0.7841016762524103,-0.8561085691812051
70,70,70,03-11,21.03170474666079,-0.7899919898471003,-1.0070070696163849
71,71,71,03-12,21.17463670173381,-0.7225064084613243,-0.9698581491078748
72,72,72,03-13,19.88723570749471,-1.3303551189086709,-0.9223817317983468
73,73,73,03-14,19.40578511905598,-1.5576728859728208,-0.9213920860240692
74,74,74,03-15,21.964306652611775,-0.3496623113477508,-0.7936578570504486
75,75,75,03-16,21.056756410074662,-0.7781638016067445,-1.2018427751676268
76,76,76,03-17,22.654922865438863,-0.02358661600537609,-0.8392862728918166
77,77,77,03-18,15.987513718147454,-3.1716159171643943,-0.6454003286126541
78,78,78,03-19,24.494522949949022,0.844983894746192,-0.5118463544205322
79,79,79,03-20,21.869644495349927,-0.3943572202978457,-0.2472915186976043
80,80,80,03-21,23.66148079681272,0.451661533804981,-0.15259411461705144
81,81,81,03-22,24.418660311686644,0.8091652127308226,0.4548697252000874
82,82,82,03-23,23.858316375071645,0.5445978084779411,0.3201526312449865
83,83,83,03-24,23.707028833374075,0.4731671217384383,0.4704431228879012
84,84,84,03-25,22.782568138978124,0.03668133101558686,0.37377564370995336
85,85,85,03-26,23.779502573917302,0.5073857295596427,0.3335255907447781
86,86,86,03-27,22.433052011834086,-0.1283433412627057,0.19036150192722587
87,87,87,03-28,23.907171607524642,0.5676648949397715,0.056951454913306075
88,88,88,03-29,22.03901903563261,-0.31438672442737264,0.03255848996726921
89,89,89,03-30,22.011683683682428,-0.32729316034508044,-0.12864248107426265
90,90,90,03-31,22.472587775928353,-0.10967645866063433,-0.1673761815979793
91,91,91,04-01,21.730996554334464,-0.4598200966895485,-0.4430372950193327
92,92,92,04-02,21.94083277660932,-0.3607455444050057,-0.5589543983933228
93,93,93,04-03,20.404131603732964,-1.0863017855883492,-0.4121980319082129
94,94,94,04-04,20.565970315764503,-1.0098893446713133,-0.20798578463520204
95,95,95,04-05,23.87663088725355,0.5532450385655792,-0.25497562852447464
96,96,96,04-06,25.067671509657988,1.1155970249774307,-0.12279436565146355
97,97,97,04-07,21.133860088936668,-0.7417591600251842,-0.18709363549221786
98,98,98,04-08,23.62056281124827,0.43234203283306105,0.02124346310500036
99,99,99,04-09,19.58703081040318,-1.4720974046328748,-0.0962000486309362
100,100,100,04-10,23.213471740981532,0.2401332469119959,-0.4154048993567579
101,101,101,04-11,22.3841849100514,-0.1514160318500401,-0.33933931914544074
102,102,102,04-12,21.011287395052268,-0.7996320793774997,-0.4182562151243441
103,103,103,04-13,22.10048453256858,-0.2853656787572807,-0.18215308260837532
104,104,104,04-14,22.617704482200576,-0.04115934304035946,-0.2701131529182434
105,105,105,04-15,22.587376807554264,-0.05547860953706209,-0.2858428382080821
106,106,106,04-16,22.095694767626505,-0.2876271749472124,-0.17040720444822113
107,107,107,04-17,22.18429557443396,-0.24579414358907264,-0.28142785534269465
108,108,108,04-18,22.478217706349906,-0.10701827681833334,-0.3321301884035807
109,109,109,04-19,20.689658839733642,-0.9514895841241218,-0.3444665841272414
110,110,110,04-20,21.973390531663885,-0.3453733414056758,-0.2703565461349928
111,111,111,04-21,22.430608639617084,-0.12949698387902595,-0.2731246571708749
112,112,112,04-22,23.03746861649197,0.15703305300627904,-0.1239008835683617
113,113,113,04-23,22.149119036208162,-0.26240280980436537,0.08903459860713463
114,114,114,04-24,24.374520169756646,0.7883243647967462,0.10492790793033713
115,115,115,04-25,23.395595498805598,0.32612330892885616,0.2413539617278385
116,116,116,04-26,22.17535916503698,-0.25001348546646085,0.2326296107717768
117,117,117,04-27,24.16428053145768,0.6890593389059828,0.39142617541400976
118,118,118,04-28,22.92660150858949,0.10468694726990828,0.3503686239746209
119,119,119,04-29,24.1670703950426,0.6903765780490324,0.30916073091922897
120,120,120,04-30,23.85276995491921,0.5419790561604126,0.11276187832063808
121,121,121,05-01,22.87193477621264,0.07887595059650478,0.10617742206852032
122,122,122,05-02,19.679566309771108,-1.428406601058006,0.2315796871696214
123,123,123,05-03,24.080606728620186,0.6495526013932763,0.08621761147428096
124,124,124,05-04,24.520185550107108,0.857100537876515,0.008273738700859753
125,125,125,05-05,22.319841528138053,-0.1817958761230104,0.004842087061735456
126,126,126,05-06,22.86227658794803,0.07431581951988539,0.3784947635181801
127,127,127,05-07,22.828326111857592,0.058286040761759014,0.12618668887140966
128,128,128,05-08,24.42786126115239,0.8135094576806617,0.04931171667731469
129,129,129,05-09,20.874331937818187,-0.8642958464873468,0.10324382932438164
130,130,130,05-10,23.54327553351488,0.39585070471194544,0.3295216643273333
131,131,131,05-11,23.005198797964123,0.1417967997593912,0.3030526938373647
132,132,132,05-12,25.73776489367476,1.4319828295375954,-0.010895480232146574
133,133,133,05-13,22.49196433295186,-0.10052778217805264,0.2818288124502842
134,134,134,05-14,20.43827782214977,-1.070179586736406,0.3881302714415923
135,135,135,05-15,24.594207021471338,0.8920499096072377,0.6554363971377869
136,136,136,05-16,24.89413078722193,1.0336594586597945,0.7399432855697708
137,137,137,05-17,26.402065479486428,1.7456335539365588,0.8389043341490189
138,138,138,05-18,26.811659601198173,1.9390241601294995,1.2070264202865524
139,139,139,05-19,23.749539286806137,0.4932385092974351,1.3880059372968985
140,140,140,05-20,25.1162912641398,1.1385529300887958,1.2037741703711209
141,141,141,05-21,26.8940543959724,1.9779270116693133,0.9915815854042854
142,142,142,05-22,22.552954545494426,-0.07173114289487223,0.7757902621380038
143,143,143,05-23,23.705569392602342,0.4724780441355474,0.9895873446050056
144,144,144,05-24,24.069431549911588,0.6442762205318102,1.021938954615332
145,145,145,05-25,26.466424970392154,1.7760210040994473,0.6515256159451223
146,146,146,05-26,25.527408315241647,1.3326625901507525,0.5761195947655301
147,147,147,05-27,22.18692422735695,-0.24455302035194365,0.7760761221273057
148,148,148,05-28,21.59471163106814,-0.5241672699724248,0.7539816120408211
149,149,149,05-29,26.246572386002086,1.6722172083062008,0.6161612607609624
150,150,150,05-30,23.78865943905231,0.5117091600129028,0.5891864161891829
151,151,151,05-31,24.715034656837073,0.9490988964202944,0.6750944674609499
152,152,152,06-01,25.18461800122818,1.1708135227200749,0.8036802553754693
153,153,153,06-02,23.278624600027193,0.27089528727865864,0.683707006679958
154,154,154,06-03,23.228751171114286,0.24734745751469145,0.8028789052688615
155,155,155,06-04,24.721979075218965,0.9523777161331336,0.8027124537416211
156,156,156,06-05,25.303069371245503,1.226740551546325,0.6052102878328731
157,157,157,06-06,24.712919427919296,0.9481001872568521,0.7860831636177924
158,158,158,06-07,22.67480448626814,-0.014199472732413156,0.749429881658783
159,159,159,06-08,25.577116801598397,1.3561325419881751,0.7174848844723792
160,160,160,06-09,22.76296943143013,0.02742776576063484,0.8053088151834661
161,161,161,06-10,24.316029169277982,0.7607077330147111,0.9431078090322059
162,162,162,06-11,26.4191163129152,1.753684135812845,1.3094699831509649
163,163,163,06-12,26.4640383359988,1.7748941503492923,1.302303859891309
164,164,164,06-13,27.330453358484768,2.1839735719801388,1.4108727275551196
165,165,165,06-14,25.48605130404196,1.31313580243024,1.5202507486578305
166,166,166,06-15,24.14263840930067,0.6788409717434977,1.4844206103269857
167,167,167,06-16,25.7059806887464,1.4169758596309758,1.411130010981401
168,168,168,06-17,25.963794899036685,1.5387033058277793,1.0724053428789209
169,169,169,06-18,25.532677730859607,1.3351505542757822,1.0640843732699894
170,170,170,06-19,23.02601575425745,0.1516255633652592,1.1833847990753483
171,171,171,06-20,25.38031027641335,1.2632099847766491,1.2413660863573437
172,172,172,06-21,25.658681636720864,1.3946435265756505,1.2376092275602026
173,173,173,06-22,26.442793967555545,1.764863583322947,1.120936926735103
174,174,174,06-23,25.916053574583483,1.5161621530449343,1.322371570223593
175,175,175,06-24,24.05003213006345,0.6351167493251854,1.3484866282061208
176,176,176,06-25,25.585802318026854,1.3602334242961986,1.3099421957708293
177,177,177,06-26,25.71217461403685,1.4199003326718176,1.1637889082946191
178,178,178,06-27,25.1688675781892,1.1633769319639002,1.151480007125069
179,179,179,06-28,24.58551055764544,0.8879438584656887,1.3181803111080852
180,180,180,06-29,25.75963480131333,1.442308746027634,1.1822109721756835
181,181,181,06-30,26.16842244725029,1.6353185732232816,0.9627654246775776
182,182,182,07-01,23.857934256922174,0.5444173907017908,0.8781468911289909
183,183,183,07-02,22.923509495483042,0.10322704768317943,0.6864344390053118
184,184,184,07-03,24.09355410940189,0.6556657306723809,0.4107923376491041
185,185,185,07-04,22.149271435344108,-0.2623308542763873,0.2752303247033254
186,186,186,07-05,22.256836398609067,-0.2115438621096121,0.21862657147438835
187,187,187,07-06,24.44573059401917,0.8219464955486098,0.12184138837385447
188,188,188,07-07,23.13862637390337,0.20479487132816812,-0.009929691380293518
189,189,189,07-08,21.693584955284148,-0.4774840509200236,0.4201800681645394
190,190,190,07-09,22.419036590436345,-0.13496074785250714,0.5491620139727167
191,191,191,07-10,27.6150104182806,2.3183277029926104,0.2848808037627237
192,192,192,07-11,23.89591022489194,0.5623478127394514,0.5282922245901348
193,193,193,07-12,21.087303864453585,-0.7637407657113482,0.5099672508836651
194,194,194,07-13,26.23184447041035,1.6652633962926344,0.2801604632377402
195,195,195,07-14,21.460715272776287,-0.5874338931588418,-0.14782655775130835
196,196,196,07-15,19.498703140879236,-1.5138014737280572,-0.16853677140336987
197,197,197,07-16,22.176246723901176,-0.2495944229416809,-0.0018942099041105813
198,198,198,07-17,23.632729444658523,0.43808653082708254,-0.4313317034132706
199,199,199,07-18,23.204960403023602,0.2361146032842075,-0.3311682659315085
200,200,200,07-19,20.774648494454144,-0.9113615647623252,0.0619673386412943
201,201,201,07-20,22.733569916875396,0.01354673173173001,0.14005081830885902
202,202,202,07-21,24.49458280138225,0.8450121537087599,0.2269605173790168
203,203,203,07-22,23.168514184174533,0.2189064550637072,0.12364447038327495
204,204,204,07-23,24.737158534353533,0.9595447252480296,0.3890828223348442
205,205,205,07-24,21.89204309971684,-0.3837816786902434,0.3237000599081851
206,206,206,07-25,24.14777992342578,0.6812685469470903,0.12724290734314886
207,207,207,07-26,21.902700341198592,-0.3787498428282245,0.00010678208015835652
208,208,208,07-27,21.998049083133765,-0.33373076168145793,-0.18969321987873847
209,209,209,07-28,21.55289663407569,-0.5439102965142356,-0.021278612843325856
210,210,210,07-29,22.325222402594985,-0.1792552865053515,-0.2634260676572236
211,211,211,07-30,24.03221839809537,0.6267059635222323,-0.5144096191778728
212,212,212,07-31,21.070624025368982,-0.7716161819362963,-0.5207170916109852
213,213,213,08-01,18.71325729513985,-1.88465115195212,-0.3507176054035606
214,214,214,08-02,21.917895128947887,-0.3715755962801328,-0.4059155449103828
215,215,215,08-03,23.713212223813528,0.4760866207303122,-0.36063671969948735
216,216,216,08-04,21.623779287099342,-0.5104429235462841,-0.2703303264385116
217,217,217,08-05,24.60761161939465,0.8983789147876043,0.11678323625875307
218,218,218,08-06,22.218217547955533,-0.22977782237044125,-0.034749031797295944
219,219,219,08-07,23.632610189380145,0.4380302242314683,-0.16063175334376245
220,220,220,08-08,19.992256832427444,-1.280769204616427,-0.20597495827113085
221,221,221,08-09,22.113522648848328,-0.2792097085484868,-0.5179899919536405
222,222,222,08-10,21.047567942708863,-0.7825021531104945,-0.6524687080489199
223,223,223,08-11,20.64259409766838,-0.9737112873074534,-0.6986362786043229
224,224,224,08-12,20.50929198970951,-1.0366501189421176,-0.4041685361378902
225,225,225,08-13,23.045922990282,0.1610248008990503,-0.3654471654121244
226,226,226,08-14,23.73428728744277,0.4860372501821689,-0.045756869370130425
227,227,227,08-15,22.605585199748184,-0.046881484193891695,-0.06839322519493563
228,228,228,08-16,25.11012098822072,1.1356396231414692,-0.13408666182109166
229,229,229,08-17,20.354936331906003,-1.1095294222562846,-0.4256229501507597
230,230,230,08-18,19.674474435533032,-1.4308107386990538,-0.4260182410511475
231,231,231,08-19,19.341144801220736,-1.5881929290789576,-0.11730808389156205
232,232,232,08-20,23.729264018763317,0.4836655047798422,-0.3114385357998542
233,233,233,08-21,26.52860508704678,1.805379458763621,0.058305607651663184
234,234,234,08-22,22.643154463459428,-0.029143088308283764,0.5024780033551749
235,235,235,08-23,25.053562516799087,1.1089354384528198,0.8178951860502007
236,236,236,08-24,25.318918265196746,1.2342236355220169,1.1090713215733163
237,237,237,08-25,23.349396074497186,0.30431016709119746,1.0751725132751109
238,238,238,08-26,27.429465466211767,2.230722317918536,1.0603299487614175
239,239,239,08-27,26.097826584864755,1.6019866089743862,0.8276829074834063
240,240,240,08-28,22.454538460988125,-0.11819847539044127,0.7545422598856991
241,241,241,08-29,22.09713575697916,-0.2869468092152492,0.744094560681333
242,242,242,08-30,24.389463213455855,0.7953797499357741,0.4705196312497749
243,243,243,08-31,23.21662904106895,0.2416239718650008,0.16285641061938158
244,244,244,09-01,23.95293622369801,0.5892727413291874,0.13590507959423453
245,245,245,09-02,22.18811093369026,-0.2439927148079736,0.2725374897932991
246,246,246,09-03,22.11204695188575,-0.2799064615413235,-0.04477395865931479
247,247,247,09-04,23.83342997998841,0.5328476519791382,0.22270435019231807
248,248,248,09-05,20.35714003303121,-1.1084889407799092,0.1343423953159597
249,249,249,09-06,26.615683787762993,1.8464938249747984,0.3208835716853237
250,250,250,09-07,22.83005219082397,0.05910101207103712,0.2797101470183205
251,251,251,09-08,24.558634636021146,0.8752543434082102,0.0370120479117666
252,252,252,09-09,21.588824245891832,-0.526947009543343,0.3242136202556499
253,253,253,09-10,20.749276616960614,-0.9233409426601852,0.04786133368260248
254,254,254,09-11,24.00683361724991,0.6147204932833905,-0.19724669198375624
255,255,255,09-12,23.103860509573703,0.1883801055365137,-0.3933728766105025
256,256,256,09-13,19.71527401807811,-1.411547141927115,-0.2840897716446722
257,257,257,09-14,22.06630678458287,-0.3015027643522675,-0.2801019894652166
258,258,258,09-15,22.97756959224293,0.12875162025163886,-0.4384303016330717
259,259,259,09-16,20.799952464299626,-0.8994142495834515,-0.3527387835245115
260,260,260,09-17,21.994832706519162,-0.3352493797237401,-0.03378820520505147
261,261,261,09-18,24.192809227056003,0.7025292141878751,0.4852756918469927
262,262,262,09-19,23.76842689560331,0.502156327989645,0.5569302115971488
263,263,263,09-20,28.66245512531023,2.8128806179599977,0.8643416820320563
264,264,264,09-21,23.888139262451034,0.5586787387525756,1.0566701296464591
265,265,265,09-22,24.70646893008737,0.9450545730259928,0.9363345138517464
266,266,266,09-23,24.43889976225433,0.8187213059626754,0.6776333409256446
267,267,267,09-24,22.66361103592249,-0.019484480580400528,-0.10905823989146456
268,268,268,09-25,20.48091003644169,-1.0500507095669651,-0.3347148180871346
269,269,269,09-26,18.665353814774143,-1.9072688669426576,-0.4881381657694966
270,270,270,09-27,21.020545749796575,-0.7952607304214445,-0.7023893737877329
271,271,271,09-28,22.756799215065023,0.02451448693182074,-0.6720633461340563
272,272,272,09-29,21.716243152356014,-0.4667859421467425,-0.7246743250228919
273,273,273,09-30,23.04898743779656,0.16247168534165907,-0.5803943803096692
274,274,274,10-01,19.81234144002698,-1.3657165828999778,-0.6504140858187047
275,275,275,10-02,20.49883120228919,-1.0415891986633212,-0.7639075898147539
276,276,276,10-03,20.130750934678982,-1.2153789634756578,-0.7773588651401501
277,277,277,10-04,21.31454905604113,-0.6564465370444746,-0.8109418003052844
278,278,278,10-05,21.545307342868615,-0.5474935940991182,-0.7339421046354154
279,279,279,10-06,22.622222981003603,-0.03902592564914754,-0.6410922621113094
280,280,280,10-07,20.790836414757216,-0.903718408880764,-0.8199100736550741
281,281,281,10-08,21.67874631135479,-0.4844901435186852,-0.8615067111086628
282,282,282,10-09,17.858374031554398,-2.2882858327382456,-0.7126583411490374
283,283,283,10-10,20.7859482562598,-0.9060263617660068,-0.8127177710719017
284,284,284,10-11,23.43683926043273,0.3455966256586335,-0.5149419981327799
285,285,285,10-12,21.35069004178696,-0.6393825051863328,-0.6732892625086664
286,286,286,10-13,24.57490458389104,0.8829362287539673,-0.25612129741005624
287,287,287,10-14,19.666504560187505,-1.4345737297740049,-0.2822213915859742
288,288,288,10-15,23.159651574488397,0.21472195785341508,-0.4634358130391682
289,289,289,10-16,20.45427407535631,-1.0626269268215145,-0.6025191018733588
290,290,290,10-17,21.13400677261572,-0.7416899030605303,-0.7433415813107801
291,291,291,10-18,19.58325059921181,-1.4738822381914758,-0.5726845044438226
292,292,292,10-19,22.78536389467388,0.038001352129438976,-0.4811886032207108
293,293,293,10-20,21.835176665495762,-0.4106312685722592,-0.3587150948058646
294,294,294,10-21,24.322361099199703,0.7636973651920856,-0.2656924898992918
295,295,295,10-22,22.010640129519853,-0.3277858763324373,-0.07878902865448785
296,296,296,10-23,22.316117307541067,-0.18355427362109325,0.11050805478389238
297,297,297,10-24,21.95837813701185,-0.3524614707226525,0.2488653058156129
298,298,298,10-25,25.19090904993904,1.1737838527597204,0.23903240048601915
299,299,299,10-26,23.59338978146012,0.4195122376180641,0.4567556224619844
300,300,300,10-27,24.197406729337555,0.7046999332145228,0.40820439120954816
301,301,301,10-28,24.777418319124106,0.9785534555233544,0.6336270834128469
302,302,302,10-29,21.699139079456135,-0.474861661135711,0.7226659302711234
303,303,303,10-30,24.82299947859207,1.0000746824971405,0.562166949420493
304,304,304,10-31,26.322394875287447,1.7080169339093796,0.5329475653529303
305,305,305,11-01,21.553804496798787,-0.5434816474857181,0.4999013115181202
306,306,306,11-02,23.826093307562427,0.5293836288091468,0.4359661851064183
307,307,307,11-03,24.3574738890882,0.7802759325144935,0.4401043623345821
308,308,308,11-04,20.88666573968068,-0.8584724196059219,0.22706164199186085
309,309,309,11-05,24.875586512697524,1.024903745866122,0.31195813470670664
310,310,310,11-06,23.61509545748229,0.4297606118530528,0.3966095339553995
311,311,311,11-07,22.632650208733274,-0.03410269119664343,0.3909867763079292
312,312,312,11-08,24.901824426343218,1.0372920243013042,0.6438559100613083
313,313,313,11-09,24.286021137823248,0.7465393866296717,0.3748861283353995
314,314,314,11-10,24.100070344588648,0.6587423829143529,0.3956588988150777
315,315,315,11-11,21.45757846106209,-0.5889149444893303,0.4481066918704244
316,316,316,11-12,23.87907119594152,0.5543972347311216,0.4954322152088408
317,317,317,11-13,23.29914507593871,0.2805840671354365,0.4447072617314892
318,318,318,11-14,25.50322663138128,1.3212451643318028,0.2658146897157314
319,319,319,11-15,23.641419732074628,0.4421896657655624,0.17573173952219756
320,320,320,11-16,21.826743402044848,-0.4146130491801937,0.2376900270360974
321,321,321,11-17,20.312824403186774,-1.1294126456505336,0.4166278188929792
322,322,322,11-18,24.666423307502733,0.9261469598145204,0.3253915252331427
323,323,323,11-19,25.573046662147174,1.3542108182767274,0.30777521716196793
324,324,324,11-20,24.343816141735722,0.7738274023727838,0.3229097464413962
325,325,325,11-21,23.41755561454813,0.3364918173385135,0.6773015846582394
326,326,326,11-22,22.019069627700613,-0.3238058735036238,0.7039294419883274
327,327,327,11-23,24.816356914111854,0.9969383836505252,0.4256820249111593
328,328,328,11-24,25.00480418496795,1.0859141037950488,0.3337212864686445
329,329,329,11-25,22.03714048780345,-0.3152736841862815,0.3549778291030427
330,330,330,11-26,23.175199569219913,0.2220629717176947,0.4494839639351185
331,331,331,11-27,23.68767902175059,0.4640310731449028,0.2814862782501954
332,332,332,11-28,23.220032530344273,0.2432309354888312,0.19026568312070372
333,333,333,11-29,22.68147975935275,-0.011047730459013557,0.21586039737749568
334,334,334,11-30,23.845593188747905,0.5385905330180991,0.12923735284905027
335,335,335,12-01,22.362392413308488,-0.16170539864553002,0.4333081520503812
336,336,336,12-02,22.074413221565752,-0.29767529545297755,0.4751688614780611
337,337,337,12-03,27.55174298190384,2.288455868352888,0.4656494736490922
338,338,338,12-04,23.7519890979292,0.4943951920549114,0.6354038637799418
339,339,339,12-05,22.56050950002743,-0.06816405743282776,0.6249290000925415
340,340,340,12-06,26.002794152159385,1.5571168738031975,0.6728854672667263
341,341,341,12-07,22.229280179682927,-0.2245545807699321,0.27406509894001857
342,342,342,12-08,22.68383332027554,-0.009936492407868414,0.11489769248991948
343,343,343,12-09,22.483622610352125,-0.10446634160735843,-0.10590030991266934
344,344,344,12-10,21.729325164035085,-0.4606092466456831,-0.472996480886319
345,345,345,12-11,19.75465768591499,-1.3929520718483606,-0.5741859147033137
346,346,346,12-12,21.337817811467325,-0.6454601520387007,-0.3701946058587127
347,347,347,12-13,20.94338740277845,-0.8316911836719001,0.0015233736969318009
348,348,348,12-14,25.276109417688648,1.2140113606597374,0.2709331878811792
349,349,349,12-15,27.20733186462656,2.125841535726509,0.7716105704268029
350,350,350,12-16,25.15292505009865,1.1558496384598016,0.8405348616116921
351,351,351,12-17,26.11715429736185,1.6111122234253814,0.938720959610166
352,352,352,12-18,22.213692345444848,-0.2319144049293653,0.5822617592415684
353,353,353,12-19,22.19111445733449,-0.24257459568105685,0.2482635665184077
354,354,354,12-20,20.7463053292094,-0.9247438415518484,0.2079228445049848
355,355,355,12-21,22.96295725631909,0.12185237938754508,-0.05812932541310415
356,356,356,12-22,24.640284143875302,0.9138053063792638,-0.15506185169689016
357,357,357,12-23,22.73622260644873,0.014799203916847671,-0.3548267862605444
358,358,358,12-24,20.98189540090567,-0.8135095626320813,-0.2317275952013705
359,359,359,12-25,19.65254618252065,-1.441164203062982,-0.4750678517877581
360,360,360,12-26,22.3106224189962,-0.1861486951968052,-1.0140243210214872
361,361,361,12-27,19.87064349912952,-1.3381891601307805,-1.3976398171064126
362,362,362,12-28,17.791345428525027,-2.319933509023109,-1.3946091260043856
363,363,363,12-29,17.861322363243858,-2.286893772592705,
364,364,364,12-30,21.02040874810132,-0.7953254160199194,
365,365,365,12-31,,,
