,unnamed: 0,unnamed: 0,mth_day,childhood,childhood_norm,childhood_ravg
113,113,113,04-23,2.487349583162025,1.2144130323601798,0.939836761972474
114,114,114,04-24,2.4080416111219685,1.0041392530011295,0.9431673480281328
115,115,115,04-25,2.9141125973104978,2.345914312336604,0.9592218300765304
116,116,116,04-26,2.273851576335899,0.6483535098915059,0.8962176654526948
117,117,117,04-27,2.28596676741462,0.6804752115344743,0.646577343447014
118,118,118,04-28,1.8347018669059667,-0.5159893264077271,0.5927997694388872
119,119,119,04-29,1.9224155888795285,-0.2834288996739049,0.159659456864512
120,120,120,04-30,2.2863434037044086,0.6814738089523695,0.061914118215684336
121,121,121,05-01,1.933919634485196,-0.2529275631096473,-0.011859253786061341
122,122,122,05-02,2.052654679369387,0.06188147799853992,0.14399391389246854
123,123,123,05-03,2.1190182336930268,0.23783497952400026,0.009670641300157629
124,124,124,05-04,2.187396302768007,0.4191296796634524,-0.017081570885222774
125,125,125,05-05,1.6184431284172158,-1.0893685352277704,0.11720469702253432
126,126,126,05-06,2.2258033676863653,0.5209605358400871,-0.01655180500769689
127,127,127,05-07,2.2378083536508933,0.5527900443368954,0.3065350378229049
128,128,128,05-08,1.7499648160248191,-0.7406575341828474,0.12452536673180235
129,129,129,05-09,2.850161100173785,2.176356036507611,0.4516804153555505
130,130,130,05-10,1.7755099149383993,-0.672928346883163,0.4723040099154557
131,131,131,05-11,2.358792311128543,0.8735617565147181,0.4924170396052119
132,132,132,05-12,2.2724743924534496,0.6447021031995185,0.8290363487976261
133,133,133,05-13,2.2833239743185265,0.6734682224754324,0.3914525922814438
134,134,134,05-14,2.511731542516855,1.2790583209716373,0.5078020828824396
135,135,135,05-15,1.859912660275519,-0.4491465025894827,0.3982154032079365
136,136,136,05-16,2.0388078546697,0.02516859672281184,0.2827962626162495
137,137,137,05-17,2.1107985568693066,0.21604167846769973,0.8533464747284936
138,138,138,05-18,2.011281827136894,-0.047812740350603636,0.9408653259092074
139,139,139,05-19,3.5744744089825264,4.096769495148896,1.0579791998018706
140,140,140,05-20,2.709785982501959,1.804171428055921,0.9717498022211536
141,141,141,05-21,2.124940393105367,0.2535367407664965,0.8938918341741923
142,142,142,05-22,1.843671437569824,-0.4922077887614905,1.0423265148880796
143,143,143,05-23,1.9346066159115958,-0.2511061298140688,0.3557267691271364
144,144,144,05-24,2.3471882880484256,0.8427953439327202,0.02219356912469572
145,145,145,05-25,2.0207048347017755,-0.022828979416762263,0.21204831684989145
146,146,146,05-26,1.955003095709681,-0.19702777195872306,0.4526080763300568
147,147,147,05-27,2.554580124796828,1.3926652271176707,0.27902237482999964
148,148,148,05-28,2.3880561935856166,0.9511507681195016,0.14000262061409746
149,149,149,05-29,1.541783601941421,-1.2926203388144115,0.2378174842470389
150,150,150,05-30,2.0325877283216465,0.00867681863730688,0.3277277215509365
151,151,151,05-31,2.2420590661351807,0.5640602023808858,0.16383245406092758
152,152,152,06-01,2.158469222811625,0.34243365186466296,-0.05035521287597868
153,153,153,06-02,2.183686483243914,0.4092936221776176,0.1974980856063
154,154,154,06-03,1.9033512659659435,-0.33397523350193603,0.4517460003127319
155,155,155,06-04,2.102673576696778,0.19449945207926064,0.2910939070430853
156,156,156,06-05,2.607948666967734,1.5341643068758983,0.1775817701232519
157,157,157,06-06,1.878504701153228,-0.39985235723699375,0.005559046267675792
158,158,158,06-07,1.9015921911107767,-0.3386391696543373,0.01729533481213742
159,159,159,06-08,1.7944004748206672,-0.622842720955839,0.4782348203936032
160,160,160,06-09,1.9299103903582109,-0.2635575022351663,0.23268451479929864
161,161,161,06-10,3.1457758392636843,2.960136365568056,0.4444068018848972
162,162,162,06-11,2.05227034616537,0.06086247331007104,0.7471879964203785
163,163,163,06-12,2.357630494458248,0.8704813652765975,0.918389973848324
164,164,164,06-13,2.5867835426051187,1.4780479975585503,1.0876241506718265
165,165,165,06-14,2.181829140832523,0.4043691436118338,0.3852630576776659
166,166,166,06-15,2.3128859397962382,0.7518475587058489,0.4730296712776271
167,167,167,06-16,1.5563384659022537,-1.2540301923969075,0.5697382370360256
168,168,168,06-17,2.2508854704662684,0.5874621549098382,0.3228771285507575
169,169,169,06-18,2.5764811829058467,1.4507327598269877,0.19441760419395296
170,170,170,06-19,2.028138885647764,-0.0031186533530579603,0.2851476341158957
171,171,171,06-20,1.8911262943714144,-0.3663880025289935,0.562503764888004
172,172,172,06-21,2.5182072508463302,1.2962277382375051,0.4625519846510546
173,173,173,06-22,2.18399310733578,0.4101065922357425,0.7131379697769781
174,174,174,06-23,2.02469541434376,-0.012248526511858027,0.7169384299190763
175,175,175,06-24,3.1435552050471127,2.954248670582529,0.8063078914053049
176,176,176,06-25,2.036739295673425,0.01968410749953154,0.8166760945459283
177,177,177,06-26,2.0933686502482898,0.1698287663883771,1.1032792062401455
178,178,178,06-27,2.5416704092283777,1.3584369570812458,1.1529474994164504
179,179,179,06-28,2.83257359049796,2.1297252624010463,0.8063169102431327
180,180,180,06-29,2.1370943530562547,0.285761232545972,1.0370660630174713
181,181,181,06-30,2.359133034346174,0.8744651355426221,1.0220952331574524
182,182,182,07-01,2.558922729450372,1.4041790241455632,0.8344358003291817
183,183,183,07-02,2.0594897854775915,0.080003787228265,0.23653460545173066
184,184,184,07-03,2.1169986570823025,0.2324803601116208,0.22435818187789136
185,185,185,07-04,1.4795281069213548,-1.4576819068636604,0.1670902175692164
186,186,186,07-05,2.109539206714599,0.21270269110293627,0.019613274946919224
187,187,187,07-06,2.22953610240266,0.5308573496905724,-0.2193366548028122
188,188,188,07-07,2.225183621958398,0.51931736841178,-0.3932005096220878
189,189,189,07-08,1.5187480608936683,-1.3536957912701235,-0.14276342211171442
190,190,190,07-09,1.7235461844398008,-0.8107027688040329,-0.1005325449705326
191,191,191,07-10,2.0462651749839846,0.04494061819857978,-0.09095334288009388
192,192,192,07-11,2.205107334145865,0.466087953950027,-0.2355998438867433
193,193,193,07-12,2.251213757901228,0.5883325622332048,0.027550871470668186
194,194,194,07-13,1.8978497805495005,-0.3485616376281169,0.20889217328471155
195,195,195,07-14,2.1142559641472776,0.22520850087434555,0.12822519525578327
196,196,196,07-15,2.133920058095772,0.2773450420802272,0.03381985429292917
197,197,197,07-16,1.8637164675538451,-0.43906124997498996,-0.1630899598792441
198,198,198,07-17,1.9914688244561825,-0.10034409182709757,-0.15409107676710507
199,199,199,07-18,1.805608468899964,-0.5931263227998347,-0.19535781058098992
200,200,200,07-19,1.9182141789759144,-0.2945683389552827,-0.3019483895052917
201,201,201,07-20,2.0208696851312618,-0.02239190200896369,-0.028923613441229918
202,202,202,07-21,1.8927064551778137,-0.3621984314655836,0.1669301279408585
203,203,203,07-22,2.4815692889279695,1.1990874064093808,0.02212215088499669
204,204,204,07-23,2.434684229424441,1.0747783564654332,-0.001355999639330326
205,205,205,07-24,1.4779092085205667,-1.4619741851350057,-0.09569174133618602
206,206,206,07-25,1.865083317552928,-0.4354372421012448,0.17946949289340178
207,207,207,07-26,1.807388678007766,-0.5884063521900978,-0.1893697189049106
208,208,208,07-27,2.5153940637985293,1.2887689739119432,-0.3960319058048731
209,209,209,07-28,1.6468891879926448,-1.0139478643804936,0.23150009582457
210,210,210,07-29,1.9670094011973929,-0.16519476493434154,0.5245547657656623
211,211,211,07-30,2.898008963930048,2.3032178246416524,0.7679916288822648
212,212,212,07-31,2.5282636239346528,1.3228907775453096,0.4868867483964376
213,213,213,08-01,2.358284295875676,0.8722148265095174,0.7838104179462496
214,214,214,08-02,1.8792560326132124,-0.3978603090030206,0.8586286302969128
215,215,215,08-03,2.3188250086489504,0.7675941529183793,0.6061274109362722
216,216,216,08-04,2.136322400030068,0.28371450916963803,0.0642255402310492
217,217,217,08-05,2.3266007824770467,0.7882105084778086,-0.12135658375803485
218,218,218,08-06,1.3019441501130635,-1.9285204466860284,-0.22331771169503767
219,219,219,08-07,1.9383134765374568,-0.2412779174249869,-0.4688059543772821
220,220,220,08-08,1.6485188391814205,-1.0096270766250377,-0.7122050182424138
221,221,221,08-09,1.7632871357058315,-0.7053353031750867,-0.8063753616511731
222,222,222,08-10,1.5855123215571665,-1.1766798740211526,-0.29680395779666285
223,223,223,08-11,2.1134940703183682,0.2231884480252528,0.035851305987446166
224,224,224,08-12,2.4551000435152392,1.1289079764410328,0.290900148284678
225,225,225,08-13,2.6911096008926307,1.7546536652796674,0.4820720063984963
226,226,226,08-14,2.22569227037425,0.5206659771583533,0.6226124387043238
227,227,227,08-15,2.1959074773675784,0.4416958455078234,0.4962805231385985
228,228,228,08-16,1.9035541632870177,-0.3334372801861877,0.4533255648176218
229,229,229,08-17,1.8276059850423028,-0.5348030453690992,0.2961472146801077
230,230,230,08-18,2.3578933263329267,0.8711782265151725,0.2533735966852117
231,231,231,08-19,2.3354162880315057,0.8115835644545827,0.2405054341966717
232,232,232,08-20,2.1288959248575177,0.2640242691889777,0.059560405761623976
233,233,233,08-21,2.166786931554624,0.3644868705765837,-0.017849563568779203
234,234,234,08-22,1.49407705302658,-1.4191074507964745,-0.4301153042243637
235,235,235,08-23,1.6524278614933552,-0.9992628613515182,-0.4601407090165137
236,236,236,08-24,1.4249393479724466,-1.6024162174183338,-0.26547885280972405
237,237,237,08-25,2.267469044081099,0.631431135701683,-0.28759788468560205
238,238,238,08-26,2.5694141034827003,1.4319954064297151,0.03974869341465359
239,239,239,08-27,2.1167317444482032,0.2317726793213154,0.13632405725628166
240,240,240,08-28,2.234859665367051,0.5449720178050594,0.6395298586483721
241,241,241,08-29,1.8709771150994885,-0.4198106783017499,0.6180894691595226
242,242,242,08-30,2.563689935387925,1.4168185909342077,0.3536638948922257
243,243,243,08-31,2.218949619111632,0.5027887987685861,0.2286335135711045
244,244,244,09-01,1.9710212050074791,-0.15455803917406544,0.14895323131057125
245,245,245,09-02,1.8337890204566945,-0.5184096086054115,0.2880748539557741
246,246,246,09-03,2.054543842340771,0.06689032424185941,0.051003416318260775
247,247,247,09-04,2.1858082022434484,0.4149190575694677,0.0237146825491966
248,248,248,09-05,2.027199222994891,-0.0056100348908726064,0.11836533915068982
249,249,249,09-06,2.15719543916502,0.33905639615420097,0.15105357843221334
250,250,250,09-07,2.185214861968576,0.4133459004348939,0.094098404904708
251,251,251,09-08,1.9077622369427432,-0.3222801729162704,-0.2692659925337233
252,252,252,09-09,1.9256547533609305,-0.2748407169231729,-0.5676103189065439
253,253,253,09-10,1.3635175611495218,-1.76526732706112,-0.8560135024221922
254,254,254,09-11,1.3520484676394204,-1.7956759931277957,-0.5708550997610551
255,255,255,09-12,1.5045414082846418,-1.3913627049396893,-0.4495764615162541
256,256,256,09-13,2.830525980478136,2.124296316401717,-0.5867618267897835
257,257,257,09-14,2.182214797227528,0.4053916565525348,-0.6400999614167252
258,258,258,09-15,1.6152054007146277,-1.0979529085643491,-0.414332633824628
259,259,259,09-16,1.2428138014352157,-2.0852961348227708,-0.003837373460234938
260,260,260,09-17,1.8629580720269119,-0.4410720275752129,-0.2714075844693333
261,261,261,09-18,2.4334888043163323,1.0716088572466689,-0.4456219307313081
262,262,262,09-19,2.225016794935023,0.5188750503471268,-0.5376767533758997
263,263,263,09-20,1.7879691653345693,-0.6398944210193147,-0.20834810641970072
264,264,264,09-21,1.4068860946355701,-1.6502818444318974,-0.2378370958395607
265,265,265,09-22,1.98808181928524,-0.10932425308557707,-0.7093653441771418
266,266,266,09-23,1.796224731649564,-0.6180059640943729,-0.8587504992043499
267,267,267,09-24,1.3664242587726168,-1.7575606327788174,-0.8770225528678156
268,268,268,09-25,1.8869594184743799,-0.3774358798161216,-0.7285981211529334
269,269,269,09-26,1.7466196582641091,-0.7495267430001094,-0.5696606517826092
270,270,270,09-27,1.7427693621466966,-0.7597352541426051,-0.4343661744082774
271,271,271,09-28,2.347756004493533,0.8443005631363687,-0.4093215086953543
272,272,272,09-29,2.102395020541055,0.193760900151618,-0.4673503903720751
273,273,273,09-30,1.423100131175752,-1.6072926385012782,-0.5835156787079042
274,274,274,10-01,1.7556405367889512,-0.7256091698764466,-0.27401834359427474
275,275,275,10-02,1.4837385667429863,-1.446518473015084,-0.11080907102046296
276,276,276,10-03,2.443159284498873,1.097248756539172,-0.2319831835283681
277,277,277,10-04,2.7170972451964914,1.82355619857924,-0.05046722557715581
278,278,278,10-05,1.8281790011386696,-0.5332837748958129,0.004912855227771444
279,279,279,10-06,1.8338692502328031,-0.5181968907940043,0.053198632671729834
280,280,280,10-07,1.8809652038998317,-0.3933286850468831,-0.4440685256799949
281,281,281,10-08,1.5930088837306018,-1.1568038083513337,-0.667656761441576
282,282,282,10-09,1.3178477974116478,-1.8863541935711765,-0.36518125997785417
283,283,283,10-10,2.2111189076886104,0.4820267840097524,-0.1368833824690609
284,284,284,10-11,2.5126785717273226,1.2815692338865183,0.3487285850183837
285,285,285,10-12,2.350505468256604,0.8515903742587554,0.4954810502444981
286,286,286,10-13,2.9799010899776466,2.520343119877784,0.7674979855590012
287,287,287,10-14,1.9251085048371048,-0.276289016994647,0.5733962797395965
288,288,288,10-15,1.9334198834635503,-0.2542525816841582,0.4545618891583905
289,289,289,10-16,1.7718683447803192,-0.6825834509066757,-0.06707493375523292
290,290,290,10-17,2.2437573237903035,0.5685628903992824,-0.32404620017331903
291,291,291,10-18,1.1700456308160858,-2.278230563222985,-0.4000224818076487
292,292,292,10-19,2.3983772288199234,0.9785155213692676,-0.4190956995771624
293,293,293,10-20,1.753174804745831,-0.7321467068006249,-0.3737438690949781
294,294,294,10-21,1.890257348614288,-0.36869188830124056,-0.6111077656261115
295,295,295,10-22,1.874499163938372,-0.4104724680135697,-0.023158703521667674
296,296,296,10-23,1.706604779327799,-0.855620488787518,-0.02744255159804221
297,297,297,10-24,2.5005695198285047,1.2494638094036776,-0.03702533317478337
298,298,298,10-25,2.388682915877038,0.9528124329110204,-0.1288653709988001
299,299,299,10-26,1.7314890488992178,-0.7896433962610718,-0.20347667677302453
300,300,300,10-27,1.6824240988166186,-0.9197321152453408,-0.2131413802341325
301,301,301,10-28,1.7056543929854402,-0.8581403026589162,-0.24426928998511874
302,302,302,10-29,1.6847336349310402,-0.9136087095541656,-0.4881628846254936
303,303,303,10-30,2.430127316229321,1.0626963508977605,-0.4859686287490693
304,304,304,10-31,1.8367537183295053,-0.5105491349312284,-0.17537222288490964
305,305,305,11-01,1.7364546318899257,-0.7764778610025259,0.1397651488286433
306,306,306,11-02,2.385301209232436,0.9438463199396168,0.1992399340958122
307,307,307,11-03,2.418807671748532,1.0326839276224016,-0.1389528970314845
308,308,308,11-04,1.8193245845425807,-0.5567599979511524,0.012927281904811386
309,309,309,11-05,1.664799722547954,-0.96646063586602,0.3843952653817863
310,310,310,11-06,2.180457313363602,0.4007319386865469,0.30071933752614616
311,311,311,11-07,2.5770836215005715,1.4523300398593235,0.21278939964137086
312,312,312,11-08,2.195943273106616,0.4417907528057761,0.2336143676232626
313,313,313,11-09,2.2198229459351766,0.5051043003137495,0.5364769200789007
314,314,314,11-10,1.8664513157064169,-0.43181019005980187,0.2241944428582604
315,315,315,11-11,2.350175186346075,0.850714678867809,0.11124445424000452
316,316,316,11-12,1.4737646373436015,-1.4729629246372953,0.2108189531940918
317,317,317,11-13,2.3214787267799917,0.7746301081497884,0.1387384077454111
318,318,318,11-14,2.4212795447908464,1.0392377465302998,0.05523620352698149
319,319,319,11-15,2.0567052647720456,0.07262102762166536,-0.1054157360441893
320,320,320,11-16,1.6774865147419455,-0.9328234153703796,0.3188629298524059
321,321,321,11-17,1.986621169182508,-0.11319695855921574,0.26083638369916273
322,322,322,11-18,2.4339037666640566,1.072709070742276,-0.15628517544096876
323,323,323,11-19,2.1901651303649734,0.4264708312303295,0.03736806002946145
324,324,324,11-20,1.4773368891608207,-1.4634916083104892,0.3295563619648701
325,325,325,11-21,2.4949409429712968,1.2345404404442466,0.2661809328068388
326,326,326,11-22,2.338706237456589,0.8203063962420725,0.02526468300899502
327,327,327,11-23,1.8432030945463147,-0.4934495335074034,-0.06769432991003707
328,328,328,11-24,1.8887122759930963,-0.3727884280447869,0.2540268079243211
329,329,329,11-25,1.9797996491358951,-0.13128324628386304,0.03700524694751195
330,330,330,11-26,2.2053891764741564,0.4668352186956598,0.13214057788977027
331,331,331,11-27,2.0038229364608693,-0.06758892541660823,0.16777310455871894
332,332,332,11-28,2.553996708462207,1.3911183818956223,0.3227703339376053
333,333,333,11-29,1.9238392091600776,-0.2796543734937114,0.22094772978726093
334,334,334,11-30,2.239469730526992,0.5571949482285313,0.040215082886238096
335,335,335,12-01,1.7493759338933288,-0.7422188711859294,-0.03053068669447943
336,336,336,12-02,1.7963926838774218,-0.6175606627104772,-0.5405698103175945
337,337,337,12-03,1.8437258421023928,-0.4920635429009134,-0.5755441958351445
338,338,338,12-04,1.3997823690727809,-1.6691163598430685,-0.7742177265200835
339,339,339,12-05,1.844692462555754,-0.48950068659901097,-0.5912601731471018
340,340,340,12-06,1.7898731655718536,-0.6348462358811027,-0.7040736643427064
341,341,341,12-07,2.1634073715262265,0.3555264490519615,-0.7161423634290921
342,342,342,12-08,1.5410966817009952,-1.2944416098841045,-0.5098872065750891
343,343,343,12-09,1.8164144753893257,-0.5644757374192273,-0.4534489046324876
344,344,344,12-10,1.8665360916554776,-0.4315854187190506,-0.5335375523862659
345,345,345,12-11,1.9724118753925548,-0.15087087494340184,-0.756847203939928
346,346,346,12-12,1.6086332147950066,-1.115378122403772,-0.6882864370706036
347,347,347,12-13,1.658059467788256,-0.9843314602700112,-0.5106561659045101
348,348,348,12-14,1.6962491329050804,-0.8830770086681577,-0.3813743088827038
349,349,349,12-15,2.2183903172289328,0.5013058895773335,-0.26244990876124746
350,350,350,12-16,2.159099870170095,0.3441057234117872,-0.027044012989918542
351,351,351,12-17,2.2415368141784264,0.5626755257853361,0.35257381374742475
352,352,352,12-18,2.141354819651452,0.2970572522242017,0.4753100889441503
353,353,353,12-19,2.517131485627937,1.2933755001540483,0.444320970768224
354,354,354,12-20,1.97400031361644,-0.1466593574878043,0.6271606638788595
355,355,355,12-21,2.1482621978219245,0.3153711805217755,0.7152144349385837
356,356,356,12-22,2.572864590999236,1.4411438820756008,1.0846245836555708
357,357,357,12-23,2.440801773447604,1.0909981521436805,0.6632521250925666
358,358,358,12-24,2.977326946135208,2.5135181445261265,0.8713064391361846
359,359,359,12-25,1.5635690795867496,-1.2348592512239789,0.6772391510644122
360,360,360,12-26,2.444825514113062,1.101666526773903,0.2019173087209948
361,361,361,12-27,1.7090895219932842,-0.8490325479088592,-0.1849060447663078
362,362,362,12-28,1.497215173439714,-1.410787171984904,-0.6804115648363404
363,363,363,12-29,1.5654237078706856,-1.2299419687801352,
364,364,364,12-30,1.85600203198204,-0.4595149758940694,
365,365,365,12-31,,,
