,unnamed: 0,unnamed: 0,mth_day,justice,justice_norm,justice_ravg
37,37,37,02-07,2.8620976872095376,-0.32262820602637143,-0.977197032995884
38,38,38,02-08,3.0019077039133366,-0.031866737415244886,-0.6686992491662425
39,39,39,02-09,2.170643855893803,-1.7606377006972265,-0.051415622553136135
40,40,40,02-10,2.9630922002810824,-0.11259094521578634,-0.1920063705902186
41,41,41,02-11,3.798591832313428,1.6249891349615464,-0.28282241895985144
42,42,42,02-12,2.7531027972820987,-0.5493037691482316,-0.19276942184452006
43,43,43,02-13,2.600089245028101,-0.8675244962441685,-0.06394817218434046
44,44,44,02-14,3.2617147084190177,0.5084512452767437,-0.11947226684827772
45,45,45,02-15,2.542299037431252,-0.9877102027361492,-0.3523184588488482
46,46,46,02-16,2.8029026544067506,-0.44573551319941,-0.2425393864038345
47,47,47,02-17,3.126819946956334,0.2279119829581234,-0.2288497686201264
48,48,48,02-18,3.0698204289320903,0.1093706655218513,-0.3923840136315728
49,49,49,02-19,2.6395844167952087,-0.7853867895419201,-0.1933929246813752
50,50,50,02-20,2.789910951836565,-0.4727542247919345,-0.134213814698025
51,51,51,02-21,3.116397406164754,0.2062363309650365,-0.25745689924675
52,52,52,02-22,2.9736370862035675,-0.09066085329930897,-0.4174828918305362
53,53,53,02-23,2.77125802621718,-0.5115465243342266,-0.1657904504402772
54,54,54,02-24,2.608138140634728,-0.8507852899808659,-0.1391981955337237
55,55,55,02-25,3.3657285913258783,0.724767858799634,0.06787588614927832
56,56,56,02-26,2.866630820265541,-0.3132006953526135,0.07782690010154131
57,57,57,02-27,3.71381557764354,1.4486808210630486,-0.023069551577938042
58,58,58,02-28,3.0023462153780316,-0.030954769585731044,-0.08833793080536774
59,59,59,02-29,2.4801671606624685,-1.1169252344111027,-0.3015363040507046
60,60,60,03-01,2.419835889302635,-1.2423955653454442,-0.3389507515123821
61,61,61,03-02,2.7506415593260845,-0.5544223806723871,-0.5436121743169097
62,62,62,03-03,2.75868843265345,-0.5376873801226785,-0.6435427893308242
63,63,63,03-04,3.1233580370842082,0.22071228423588365,-0.5610218581569705
64,64,64,03-05,2.7140418326607616,-0.6305384596692187,-0.31208467784443805
65,65,65,03-06,2.71824381134674,-0.6217996473679801,-0.5212549471177584
66,66,66,03-07,3.1380310099409785,0.2512275165297508,-0.42103037097198026
67,67,67,03-08,2.1471757910302247,-1.8094439963123088,-0.6765369664006267
68,68,68,03-09,3.0478409066453804,0.06366007675199023,-0.5130892951988448
69,69,69,03-10,2.3862098541675927,-1.3123272883359949,-0.5271889621425284
70,70,70,03-11,3.18559581985321,0.350147567541472,-0.6663219322511441
71,71,71,03-12,2.677565629048434,-0.7063976490300812,-0.3925444158761547
72,72,72,03-13,2.7366260445337374,-0.5835703041219436,-0.4143675788750885
73,73,73,03-14,2.937036414317371,-0.1667788980623728,-0.249164942145043
74,74,74,03-15,2.984880085915218,-0.06727890124161233,-0.09348237430530996
75,75,75,03-16,2.8628269969630127,-0.3211114679557217,-0.23114999657585336
76,76,76,03-17,3.6347471296357416,1.2842429745798702,-0.061161427081392085
77,77,77,03-18,2.2803882589968576,-1.5324033826533416,0.016082630839038558
78,78,78,03-19,3.2270508216680347,0.4363611128448242,0.21845995520016
79,79,79,03-20,3.1598890449574,0.2966854494602111,0.3185073351997507
80,80,80,03-21,3.568747898274638,1.1469850449251158,0.2035287654539644
81,81,81,03-22,3.151468251990272,0.27917281204182304,0.7476786313385987
82,82,82,03-23,3.30302871109446,0.5943715561051524,0.8216616263249897
83,83,83,03-24,3.8502854438356575,1.7324958126544645,0.9900213909385792
84,84,84,03-25,3.4404951369877823,0.88025908276317,0.609845616576414
85,85,85,03-26,3.6456146457113534,1.3068440371417491,0.8447685295218174
86,86,86,03-27,2.4719234472664846,-1.134069601247876,0.8599626787043547
87,87,87,03-28,3.829231572004228,1.6887102897142432,0.5491368212098939
88,88,88,03-29,3.3468645245774007,0.6855364512003768,0.4743452142727277
89,89,89,03-30,2.953538666433872,-0.13245933231229914,0.3024984888356132
90,90,90,03-31,3.2247179393046705,0.4315094411401721,0.5264559261068079
91,91,91,04-01,3.1498290039214702,0.2757636845190625,0.14537231549109633
92,92,92,04-02,3.118050869762812,0.20967502237929245,-0.035219190099604065
93,93,93,04-03,2.7297879719930336,-0.5977913739800265,0.006066509663421075
94,94,94,04-04,2.8258497931454016,-0.3980125823438257,0.13790534328321127
95,95,95,04-05,3.0726497935251254,0.11525486626585167,0.21908220824883806
96,96,96,04-06,3.605078988214715,1.2225424428589131,0.3428688006096941
97,97,97,04-07,3.384027962284524,0.762824874312823,0.2035764235773647
98,98,98,04-08,3.475180835332438,0.9523945765444288,0.494358510752122
99,99,99,04-09,2.327923110339424,-1.433545636174003,0.5632437097349291
100,100,100,04-10,3.6647693788647966,1.3466799407047176,0.4004211344995421
101,101,101,04-11,3.271386734835145,0.5285660601626947,0.30564668134773154
102,102,102,04-12,3.135328431399489,0.2456069914465919,0.3681252128616285
103,103,103,04-13,3.1105993417412114,0.19417815540195946,0.5351161658226696
104,104,104,04-14,3.655434248750212,1.3272657656278108,0.4160709921771722
105,105,105,04-15,2.8096996270365127,-0.4315999184077561,0.20990559419939345
106,106,106,04-16,3.32131862257198,0.6324088988317328,0.0860183017073712
107,107,107,04-17,2.676590157296146,-0.7084263277039778,-0.13840582155054462
108,108,108,04-18,2.7779079413579444,-0.4977167635055415,-0.3680160164376625
109,109,109,04-19,2.463125508885,-1.1523665841455355,-0.48753686966083504
110,110,110,04-20,2.9929983626776107,-0.05039540369489663,-0.4609056872599149
111,111,111,04-21,2.4648765134636603,-1.1487250377467908,-0.5368481464491781
112,112,112,04-22,3.398150798597908,0.7921959932372536,-0.34568712129532025
113,113,113,04-23,2.457492698368836,-1.1640810828395576,-0.03635028647614025
114,114,114,04-24,3.329416218865387,0.6492493874176055,-0.19673732167498534
115,115,115,04-25,3.3555763879458307,0.7036544247695444,0.1906791446393628
116,116,116,04-26,2.530274449966602,-1.0127176148879673,-0.06098609442502673
117,117,117,04-27,3.5825906910428875,1.175773760139298,0.08080761371356
118,118,118,04-28,2.6720851040182243,-0.7177954411490834,0.08614732615268501
119,119,119,04-29,2.8665740143638963,-0.31331883400803723,0.043490726567382135
120,120,120,04-30,3.344821532826832,0.6812876620523556,0.04178013986508607
121,121,121,05-01,3.2325101523327904,0.4477148272577272,-0.1723921371548216
122,122,122,05-02,2.5253393293009165,-1.0229811351017437,0.06894961695761066
123,123,123,05-03,2.964693902228181,-0.10925990198014784,-0.11228585174383487
124,124,124,05-04,3.3683670735988107,0.7302550835255102,-0.07420207676590879
125,125,125,05-05,2.343701419982588,-1.4007316462167103,-0.21019295835425447
126,126,126,05-06,3.4546949608551247,0.909790311919912,0.07227765478314807
127,127,127,05-07,2.8401702556350066,-0.3682304622723471,-0.1017887398301901
128,128,128,05-08,3.340279933289073,0.6718425437226717,-0.2196905824585115
129,129,129,05-09,2.462504413613192,-1.153658269660177,-0.02162787355029876
130,130,130,05-10,3.028214879444359,0.022844027755581583,-0.06953111483945708
131,131,131,05-11,2.9151213699462843,-0.2123553927674339,-0.08188375024002319
132,132,132,05-12,3.3164919245973765,0.6223708641849621,-0.15238332934543167
133,133,133,05-13,2.804532339030612,-0.4423462746757437,0.032766620555017986
134,134,134,05-14,3.1368854316843158,0.2488450690902207,0.1579092939277532
135,135,135,05-15,2.996670464815317,-0.04275857025747883,0.3388767141492056
136,136,136,05-16,3.3892572005918025,0.7737000679919929,0.3953566661478092
137,137,137,05-17,3.437220632235601,0.8734491285612803,0.6785838475089321
138,138,138,05-18,3.479439162484294,0.9612505761765836,0.7818255483600218
139,139,139,05-19,3.621655676855569,1.2570168134909931,1.1686472261095096
140,140,140,05-20,3.4347424480792386,0.8682952741967589,1.0364261301047382
141,141,141,05-21,4.112668650253244,2.278171496239448,1.0863361722018292
142,142,142,05-22,3.0077933072639316,-0.019626508036635626,1.0482532231851474
143,143,143,05-23,3.5812133803658024,1.1729093811438254,1.1026209218260867
144,144,144,05-24,3.3695681173918683,0.7327528820764936,0.938521497857842
145,145,145,05-25,3.7785089674537713,1.5832230053366299,0.5768275409679332
146,146,146,05-26,2.9613081244254054,-0.1163012696127094,0.6399284991339165
147,147,147,05-27,3.0691650857130672,0.10800775489999427,0.3682653801672333
148,148,148,05-28,3.189842449965384,0.3589792409592641,0.4664150973607752
149,149,149,05-29,2.7974528900512774,-0.4570693326562736,0.2696835461928949
150,150,150,05-30,3.652734528660512,1.321651185237745,0.4865909523508671
151,151,151,05-31,3.2109294682925875,0.4028336983293476,0.4841434022700713
152,152,152,06-01,3.5870958855681807,1.1851431673351236,0.4895094286284722
153,153,153,06-02,3.06210379208333,0.09332245441521962,0.7996060279764179
154,154,154,06-03,3.2053236807842675,0.39117539910966986,0.8642008854498227
155,155,155,06-04,3.692095724434768,1.4035102634313998,0.8950043679687573
156,156,156,06-05,3.839093639009096,1.709220330078174,0.8499007436368448
157,157,157,06-06,3.2997989204812592,0.5876545934429552,1.0917018247460106
158,158,158,06-07,3.456969871938494,0.9145214213436488,0.9493027097238228
159,159,159,06-08,3.759710941002003,1.5441289410702153,0.6351483987099891
160,160,160,06-09,2.794495738313977,-0.4632192910234567,0.6799245109420174
161,161,161,06-10,2.785746206799947,-0.4814156026516024,0.6885906808459699
162,162,162,06-11,3.9682747652909334,1.9778770034703448,0.44136867042545
163,163,163,06-12,3.324801215967323,0.6396516128666696,0.17182493352853964
164,164,164,06-13,2.7437230946772333,-0.5688106411794699,0.3266382907666126
165,165,165,06-14,2.9820649646358093,-0.0731334803112469,0.5481661892701003
166,166,166,06-15,3.2411393358610936,0.4656608524049813,0.3376436291468414
167,167,167,06-16,3.4248642991263964,0.8477517883693236,0.28838131708229353
168,168,168,06-17,3.3609075762073464,0.7147416427307903,0.508143879214317
169,169,169,06-18,3.182677198527649,0.3440777404793828,0.8563111984694004
170,170,170,06-19,3.3777481110450043,0.7497647316126712,0.6612896594981569
171,171,171,06-20,3.9865435625728516,2.0158704352192527,0.7327249865287144
172,172,172,06-21,2.6784932998905626,-0.7044683814224798,0.6493585087794739
173,173,173,06-22,3.630958476179978,1.276363750552668,0.5267174135928686
174,174,174,06-23,3.120391485082908,0.21454277623534684,0.10551166826294013
175,175,175,06-24,2.82885204455836,-0.3917688306402486,-0.15002502987078628
176,176,176,06-25,2.1625503221851687,-1.7774697403669,0.09270077186606647
177,177,177,06-26,3.249308531978925,0.4826502464168943,-0.02457707486750249
178,178,178,06-27,3.3787683100018646,0.7518864289986368,0.17881773553059455
179,179,179,06-28,3.29260653864588,0.5726966701512543,0.2145920399597894
180,180,180,06-29,3.707194791072312,1.4349116386239291,0.4073704288787573
181,181,181,06-30,2.9320625447055124,-0.1771230040650794,0.4347677911387669
182,182,182,07-01,2.7187247679320885,-0.6207994068530929,0.2400294910495029
183,183,183,07-02,3.3283511718481344,0.6470344199769515,0.2596361390815485
184,184,184,07-03,2.816939431125977,-0.4165433715369464,0.03696684396792327
185,185,185,07-04,3.3491726125887507,0.690336558343527,0.0902320076934865
186,186,186,07-05,3.0647837174600427,0.09889586794217786,0.10881689132865946
187,187,187,07-06,3.085734971779983,0.1424679782882999,-0.016452879893227634
188,188,188,07-07,2.7723430049815128,-0.5092901050420551,-0.04142330823626053
189,189,189,07-08,2.966942167608233,-0.104584207354371,-0.14272668080664788
190,190,190,07-09,2.7448986063134657,-0.5663659415951438,-0.046480120852408637
191,191,191,07-10,3.0569077617017992,0.08251632292120281,-0.1485573741915845
192,192,192,07-11,3.342459433279503,0.6763752276676134,0.018801975329032345
193,193,193,07-12,2.791237439573986,-0.4699955417467552,0.013142301957308812
194,194,194,07-13,3.2551823625576337,0.4948659920816459,-0.12527673237872078
195,195,195,07-14,2.9506137517610087,-0.1385422475847122,-0.222270917609846
196,196,196,07-15,2.345553378176795,-1.3968801476113213,-0.4833165951379162
197,197,197,07-16,2.777075112855094,-0.4994487884655482,-0.23888776652426105
198,198,198,07-17,2.5893307458370987,-0.8898988375008086,-0.3933189130575943
199,199,199,07-18,3.496425759909578,0.996577429935176,-0.6249484307404359
200,200,200,07-19,2.8096414603284887,-0.4317208871183539,-0.08478623811682677
201,201,201,07-20,2.28235202730998,-1.5283193536817612,-0.2487173485215617
202,202,202,07-21,3.9039459437571433,1.8440930081303333,0.09015748988671277
203,203,203,07-22,2.3041263815097226,-1.4830354508939576,0.06042454024993691
204,204,204,07-23,3.567000112648341,1.1433501929488379,0.055027241761102776
205,205,205,07-24,3.4106448439190107,0.8181797321145211,0.0725413560238477
206,206,206,07-25,2.7940700079868064,-0.4641046780513587,-0.4171421743404164
207,207,207,07-26,2.3328810458760847,-1.4232346681052916,-0.09520503608624142
208,208,208,07-27,2.4911866214130898,-1.094008174055251,-0.14138835379603978
209,209,209,07-28,3.2329297107518196,0.4485873786310922,-0.3008679734783804
210,210,210,07-29,3.4337591343725165,0.8662502866900477,-0.5362481977981055
211,211,211,07-30,2.9505388663654863,-0.13869798597952265,-0.5929081345736615
212,212,212,07-31,2.114987323797365,-1.8763860239697088,-0.202360495393627
213,213,213,08-01,2.169414543697532,-1.7631942887586285,-0.2772602217799218
214,214,214,08-02,3.617934375540377,1.2492776610249563,-0.4161735720080833
215,215,215,08-03,3.0168405835260312,-0.0008109796866766912,-0.28941876104063063
216,216,216,08-04,3.032987782338493,0.03277018532107903,-0.21265593528102514
217,217,217,08-05,3.3162322780124285,0.6218308798251931,0.021270191964789558
218,218,218,08-06,2.336451577701685,-1.4158090694120762,-0.04200464167723842
219,219,219,08-07,2.8443020914991277,-0.35963752528373993,-0.09008210695334166
220,220,220,08-08,3.4353835941590884,0.8696286591727884,-0.31564149693089266
221,221,221,08-09,2.878134903118601,-0.2892757713432961,-0.6630718127337802
222,222,222,08-10,2.3822386532101802,-1.3205861545442272,-0.5153147033589351
223,223,223,08-11,2.3138799686538785,-1.462751014992132,-0.3769590899446351
224,224,224,08-12,2.7627375782879042,-0.5292664131630062,-0.1684534013410912
225,225,225,08-13,3.24346434738362,0.4704961552020605,-0.050978981038298066
226,226,226,08-14,4.036932016907349,2.120662790794052,0.2453043154576076
227,227,227,08-15,3.217053964366748,0.4155707504734628,0.16500146362898782
228,228,228,08-16,3.2370294787624463,0.457113624431207,0.12760990879008166
229,229,229,08-17,2.082202578059786,-1.9445681259638503,-0.19710964834764705
230,230,230,08-18,2.6548612369367697,-0.7536157421964431,-0.5863916309513088
231,231,231,08-19,2.306633612740564,-1.4778211876243117,-0.5216011383375329
232,232,232,08-20,2.913835739736673,-0.215029104827918,-0.6208252255824284
233,233,233,08-21,3.4039774910193303,0.8043137061561175,-0.1462279528396173
234,234,234,08-22,2.9507634608875355,-0.1382308990381663,0.2404331754377721
235,235,235,08-23,3.4514373589961727,0.903015510493016,0.4568690932262889
236,236,236,08-24,3.7703962298241205,1.5663510274678936,0.8217141759148748
237,237,237,08-25,2.9310611084302014,-0.17920568089321148,0.7384734347998597
238,238,238,08-26,3.966430445946752,1.9740413913035983,1.4480017064495037
239,239,239,08-27,3.163824155820194,0.3048692594660267,1.1484035288861931
240,240,240,08-28,4.99778489020545,4.118938730859697,0.8897544773194951
241,241,241,08-29,2.587082950353916,-0.8945735548868473,0.9765811745062632
242,242,242,08-30,3.0241819176039777,0.014456718067705718,0.5211710630078761
243,243,243,08-31,3.18156009047214,0.34175450222739684,0.4564699042326213
244,244,244,09-01,2.6525515004357763,-0.7584192776867248,-0.3364291751641564
245,245,245,09-02,2.9771583613667683,-0.08333769318550058,-0.20387620144252014
246,246,246,09-03,2.7102348775216605,-0.6384557455209692,-0.3976081656435361
247,247,247,09-04,2.969504326033767,-0.09925571255703028,-0.2288717610436777
248,248,248,09-05,2.465256363670372,-1.1479350671383908,-0.04074952574643692
249,249,249,09-06,3.668372314767166,1.354172929826548,0.12858648328302294
250,250,250,09-07,3.195292730590438,0.37031413409672,-0.036266270306723934
251,251,251,09-08,3.4657004717925526,0.9326783609912588,-0.09647286319507582
252,252,252,09-09,2.234627163546156,-1.6275722670594506,0.16427931023423825
253,253,253,09-10,2.795805559186697,-0.4604952698871416,0.047387333079066285
254,254,254,09-11,3.2175382783994784,0.4165779734374937,-0.2487341436385631
255,255,255,09-12,3.331133628568442,0.6528210668955164,-0.4115462840379861
256,256,256,09-13,2.340968762480016,-1.4064147262090565,-0.2748585574360098
257,257,257,09-14,2.9959800199550743,-0.04419448140527901,-0.2673517426170827
258,258,258,09-15,2.628977489895317,-0.8074459074475931,-0.24295856578356345
259,259,259,09-16,2.8174630623677017,-0.4154543809735785,-0.5023249898198605
260,260,260,09-17,3.2879137062753268,0.5629370344386091,0.02825855272188948
261,261,261,09-18,2.58284966405008,-0.9033774773222659,0.1729631637788717
262,262,262,09-19,3.871726485637643,1.7770865290414437,0.4129380476021072
263,263,263,09-20,3.413459423652497,0.8240331849366144,0.5849971259810792
264,264,264,09-21,3.3213159763408653,0.6324033954918196,0.520312003731979
265,265,265,09-22,3.3138613520814664,0.6169000893002535,0.34896593461985903
266,266,266,09-23,3.101294177931373,0.1748263009440075,-0.01301696597047719
267,267,267,09-24,2.0885084385955803,-1.9314538919949853,-0.3477535101368204
268,268,268,09-25,2.8273893053413746,-0.3948108745005731,-0.33028349108232585
269,269,269,09-26,2.4477292245002973,-1.1843860800614452,-0.5608713781479412
270,270,270,09-27,3.371717778219736,0.7372235098187869,-0.5693828749706601
271,271,271,09-28,2.6486047794758147,-0.7666272330934388,-0.2421388287144129
272,272,272,09-29,3.0767381213401843,0.12375732000769413,-0.020261352935405624
273,273,273,09-30,3.0326224395018286,0.032010385542497126,0.32391756603682803
274,274,274,10-01,3.4675159440539005,0.9364539801734708,0.030471808275275437
275,275,275,10-02,3.4407011056877614,0.880687433771957,0.1935757165877087
276,276,276,10-03,2.525113381352313,-1.0234510367505287,0.37736540386116135
277,277,277,10-04,3.119166995051517,0.2119962167811608,0.275848981874164
278,278,278,10-05,3.606979752814129,1.22649544364841,0.2994717831343761
279,279,279,10-06,2.739742931329565,-0.577088146379487,0.18722282696770465
280,280,280,10-07,3.5356688032595587,1.078190787734743,0.07874963439126396
281,281,281,10-08,3.116857746835382,0.2071936967719287,0.04990863067186172
282,282,282,10-09,2.212163272691741,-1.6742901922091726,-0.3131017369604714
283,283,283,10-10,3.0359593837192853,0.03895019446474739,-0.4288952578473649
284,284,284,10-11,2.5596782832330995,-0.9515667621455888,-0.6621599028349268
285,285,285,10-12,2.405673341571645,-1.2718492717008487,-1.0141400443116828
286,286,286,10-13,2.8626896619469813,-0.3213970821906275,-0.7764476060268489
287,287,287,10-14,2.1013789828643668,-1.9046871520886084,-0.8896230959673787
288,288,288,10-15,2.897916799643715,-0.2481355625001685,-0.6975868010039851
289,289,289,10-16,2.7094429326648646,-0.6401027451784309,-0.525256600989595
290,290,290,10-17,3.1137117540670727,0.2006510076347723,-0.3806463368982651
291,291,291,10-18,2.9028538295709856,-0.2378680716145085,-0.31032148680986155
292,292,292,10-19,3.2798968703447966,0.5462645023573522,-0.042500967307752935
293,293,293,10-20,2.304269383284684,-1.4827380515581867,0.06826696066451797
294,294,294,10-21,3.6705912152201874,1.3587875545124828,0.08975010743128024
295,295,295,10-22,3.029013457618301,0.0245048226551945,0.1178411774495426
296,296,296,10-23,3.1756916124573515,0.329549888235346,0.2455108155444023
297,297,297,10-24,2.9838978479667,-0.0693216515049344,0.5087326250090195
298,298,298,10-25,3.6482295999847634,1.3122823309265106,0.3758452368972049
299,299,299,10-26,3.0636763106297464,0.09659280522951652,0.5282209301509737
300,300,300,10-27,3.2872050387701344,0.5614632258415952,0.4719441993049047
301,301,301,10-28,3.4686242833750214,0.9387589821778076,0.5702031267628744
302,302,302,10-29,3.0133306768655643,-0.008110496841068656,0.4044598518731109
303,303,303,10-30,3.2673793358299177,0.5202319132428841,0.9323435220315858
304,304,304,10-31,3.1700526914369838,0.3178226815879288,1.3684457475547165
305,305,305,11-01,4.586644778805132,3.263894826180365,1.3777154076033398
306,306,306,11-02,4.545379852500309,3.1780765789803813,1.1920149306977028
307,307,307,11-03,3.495367675457069,0.9943769424695468,1.2310283422719728
308,308,308,11-04,2.477576330140816,-1.1223133582748896,1.3799487737835252
309,309,309,11-05,3.3799348078446605,0.7543123826885025,0.7862712499056336
310,310,310,11-06,3.599694929453324,1.211345270657244,0.3018198524993145
311,311,311,11-07,2.8738580414183974,-0.2981703170869861,0.4840501296862156
312,312,312,11-08,3.1477154724071856,0.2713681945424663,0.6259599509471002
313,313,313,11-09,4.021110337697774,2.0877586055909534,0.3529054555801845
314,314,314,11-10,2.8869926377902835,-0.2708544307095817,0.08996893826214797
315,315,315,11-11,2.592160133146894,-0.8840145895129917,0.11359681825086435
316,316,316,11-12,2.8411110829649404,-0.36627383325097496,0.08288988846117641
317,317,317,11-13,2.9420255529874604,-0.1564030371546878,-0.1874392787776338
318,318,318,11-14,3.059124579246708,0.08712661580433859,-0.2625577580925809
319,319,319,11-15,3.2411983589672664,0.46578360215809206,-0.3769619790401607
320,320,320,11-16,2.670272398386772,-0.7215653065992639,-0.22502190714079864
321,321,321,11-17,2.262098737087745,-1.5704399151984707,0.33270625438436024
322,322,322,11-18,3.2794651212430366,0.5453665981451974,0.3840213003821334
323,323,323,11-19,4.55109674013225,3.189965931996265,0.3895173644261332
324,324,324,11-20,3.2071708277205744,0.3950168917909774,0.5951239965604008
325,325,325,11-21,3.257054754440859,0.4987599864220907,0.9757813953079568
326,326,326,11-22,3.2634569109787614,0.5120744862063421,0.8176379744534445
327,327,327,11-23,3.36031269641737,0.7135044772868655,0.13201548474123248
328,328,328,11-24,2.8232141382594023,-0.4034939269818773,0.20422310474285849
329,329,329,11-25,2.573044582182127,-0.9237690062770068,0.14457583448438374
330,330,330,11-26,3.4154931052243525,0.8282626118007329,0.2731193142775981
331,331,331,11-27,3.0849696588948623,0.14087636487124275,0.07235138090932576
332,332,332,11-28,3.6343107137793567,1.2833353649656276,0.4403712227150041
333,333,333,11-29,2.7810880504857707,-0.4911031229227684,0.7215706379342741
334,334,334,11-30,3.8849681693410623,1.804625123852193,0.6227435827324735
335,335,335,12-01,3.384317722189924,0.7634274850386119,0.8259332025582018
336,336,336,12-02,3.1303725429046545,0.2353002805899306,0.5286593822280855
337,337,337,12-03,3.6711809807230766,1.360014083825613,0.5951730012170381
338,338,338,12-04,2.7766621817819823,-0.5003075570150697,0.4533721169087406
339,339,339,12-05,2.9729828753323053,-0.09202140898905292,0.2195927377864022
340,340,340,12-06,3.4758661497690406,0.9538198180024082,0.1256424462881389
341,341,341,12-07,2.709853549418572,-0.6392487896954187,-0.19631307094730008
342,342,342,12-08,2.859321666326513,-0.3284014683996492,-0.21386215068417588
343,343,343,12-09,2.7423246272816635,-0.5717190195870208,-0.2993025930071385
344,344,344,12-10,2.7260322862280355,-0.6056020354363245,-0.4863791040978026
345,345,345,12-11,2.7264833018073924,-0.6046640629268287,-0.5249766119541152
346,346,346,12-12,2.9361418816517646,-0.16863924854157633,-0.2879232985766425
347,347,347,12-13,2.5984979786018645,-0.8708338368332944,-0.03650888159461533
348,348,348,12-14,3.543231288766637,1.0939184118651868,0.15686265497090504
349,349,349,12-15,3.4676666887123138,0.9367674823051424,0.1649187831605865
350,350,350,12-16,3.2839179899920867,0.5546271839567977,0.0524705125246351
351,351,351,12-17,2.749725599120322,-0.5563272937887399,0.1214292089727927
352,352,352,12-18,2.61172349146365,-0.8433288723572847,-0.2716945495682284
353,353,353,12-19,2.7974469634520562,-0.4570816581443488,-0.6038267666919178
354,354,354,12-20,2.4090513127714894,-1.2648241393809396,-0.542553434950706
355,355,355,12-21,2.5094500918762974,-1.0560258204369943,-0.4441188042537372
356,356,356,12-22,3.4606943470896674,0.9222671744040692,-0.23255105014466976
357,357,357,12-23,3.0337139988428734,0.034280490393072884,-0.09570694296475864
358,358,358,12-24,3.2221061128735204,0.4260776522971195,-0.0351881792344381
359,359,359,12-25,3.1922484549019643,0.3639829849351179,-0.019060129300322817
360,360,360,12-26,2.5836507067375214,-0.9017115569990164,-0.5772383280658495
361,361,361,12-27,2.5559802516280508,-0.9592575208323024,-0.6953737675308932
362,362,362,12-28,1.8503247819776656,-2.4268020181890906,-0.8803147284123854
363,363,363,12-29,2.692887867158801,-0.6745321463971896,
364,364,364,12-30,2.688543004524262,-0.683568112991834,
365,365,365,12-31,,,
