,unnamed: 0,unnamed: 0,mth_day,monster,monster_norm,monster_ravg
88,88,88,03-29,1.3418478834896153,-0.7025864067654097,-0.675576304723732
89,89,89,03-30,1.000423972092865,-1.6730282194712451,-0.617203863489468
90,90,90,03-31,1.3600078998714842,-0.6509695204603685,-0.6347917611984277
91,91,91,04-01,1.6792485619289863,0.2564200220854266,-0.6490340404555431
92,92,92,04-02,1.5811320349598983,-0.022460211869941942,-0.7039963288242684
93,93,93,04-03,1.201472727109388,-1.1015799062517189,-0.5726163529709591
94,94,94,04-04,1.2258258455159403,-1.0323601369777624,-0.5765416805142433
95,95,95,04-05,1.277759086765904,-0.8847483643513893,-0.8310424865256736
96,96,96,04-06,1.3517217728778133,-0.6745214857200732,-0.7803039178071057
97,97,97,04-07,1.142012885326576,-1.2705848139831557,-0.6335642625013657
98,98,98,04-08,1.6882380584046075,0.2819712004414654,-0.5469279041701599
99,99,99,04-09,1.5112311881456293,-0.2211419744172788,-0.6281706716503733
100,100,100,04-10,1.4087099130200087,-0.5125419869905279,-0.6430398221371604
101,101,101,04-11,1.1062605605320643,-1.3722049692326688,-0.2922878069758049
102,102,102,04-12,1.3203339032381651,-0.7637363886407961,-0.035103629152384595
103,103,103,04-13,1.8824289929926807,0.8339272769849769,0.0699435382970482
104,104,104,04-14,2.2311381692128784,1.8250762673819867,-0.16716211079584312
105,105,105,04-15,1.7329793506144267,0.409141030279318,0.07433055845055626
106,106,106,04-16,0.9081943515449222,-1.935175881547876,0.24848875961692754
107,107,107,04-17,1.616036853937141,0.07675104624572758,-0.04138302727608998
108,108,108,04-18,1.687971242018428,0.2812128183574317,-0.2512263746613885
109,109,109,04-19,1.2705273334261264,-0.9053034443731282,-0.5991708101941235
110,110,110,04-20,1.7881716636058502,0.5660161830701956,-0.4144792345345325
111,111,111,04-21,0.9984898722782484,-1.6785255829170922,-0.4502537843620947
112,112,112,04-22,1.2980670013305158,-0.8270264275903292,-0.4831183443857255
113,113,113,04-23,1.5405189615462858,-0.13789625271964626,-0.13421753904862435
114,114,114,04-24,1.618596160590423,0.08402545821564683,-0.3132262820549933
115,115,115,04-25,2.007035650079492,1.1881013876494788,0.029901221398729045
116,116,116,04-26,1.4102951268908572,-0.508036274968018,0.010858506681786841
117,117,117,04-27,1.722811100834896,0.3802394378052417,0.23918034569384924
118,118,118,04-28,1.2578689921939803,-0.9412827158919824,0.1640849423272229
119,119,119,04-29,2.0224924357648417,1.232034781352728,-0.06699107615504636
120,120,120,04-30,1.4600743450029767,-0.3665469619841114,-0.03477964177265278
121,121,121,05-01,1.5192482710079407,-0.1983547232441367,-0.034303876432580475
122,122,122,05-02,1.4782914999317431,-0.3147676686736565,0.1028763193211173
123,123,123,05-03,1.72381541244547,0.3830940298456756,0.05274719276292705
124,124,124,05-04,1.5474480172556098,-0.11820154136979588,-0.01587990774273812
125,125,125,05-05,1.9166729075439075,0.9312600220035866,-0.04416132740382278
126,126,126,05-06,1.3152067221799404,-0.7783095650181024,-0.12108757065578185
127,127,127,05-07,1.459547919307612,-0.3680432412106447,-0.07465816052759096
128,128,128,05-08,1.315904893030028,-0.776325128185411,0.1259709491541732
129,129,129,05-09,1.8218250649703005,0.6616704906148211,0.10729239372790546
130,130,130,05-10,1.9709638291512341,1.0855731167207892,0.3840991761037992
131,131,131,05-11,1.8772436164557849,0.8191886894459801,0.644946884006422
132,132,132,05-12,1.8995289541935017,0.8825311292372604,0.7211578590101411
133,133,133,05-13,2.010181518632871,1.1970430062050923,0.4881489149921338
134,134,134,05-14,1.4767816122920232,-0.3190592781630969,0.3532735371568069
135,135,135,05-15,1.3299573980038348,-0.7363831734932219,0.1107316165397126
136,136,136,05-16,1.6862501341183265,0.27632084970882753,0.06748759150362213
137,137,137,05-17,1.3652524174129004,-0.6360628342565857,-0.08524607683019332
138,138,138,05-18,1.8082434552853683,0.6230669790207174,0.09288463228051044
139,139,139,05-19,1.6877700617371307,0.2806409962021996,0.11712791487097725
140,140,140,05-20,1.8528046730145025,0.7497249765011257,0.16404014264051445
141,141,141,05-21,1.3811334886798223,-0.5909234779504211,0.09418187444578983
142,142,142,05-22,1.7852789852315198,0.5577942163260508,-0.05761091553457881
143,143,143,05-23,1.2177858747011263,-1.0552124434249337,0.005015182122497945
144,144,144,05-24,1.4878181351989226,-0.28768976086149445,0.07047360209133481
145,145,145,05-25,1.8199699336159536,0.6563975821446602,0.12401406168379915
146,146,146,05-26,1.990983404518022,1.1424754963141468,-0.027082880047996586
147,147,147,05-27,1.4941541328402566,-0.2696807203956352,0.15480013638768128
148,148,148,05-28,1.4663225583501434,-0.3487874340647236,-0.016878428108344928
149,149,149,05-29,1.6017298272908878,0.036085655189133696,-0.1351133041384348
150,150,150,05-30,1.125415158168623,-1.3177611478376516,-0.3533600283900899
151,151,151,05-31,1.5703833228011552,-0.05301167403587908,-0.2587699239191639
152,152,152,06-01,1.5302778829632828,-0.16700484919578365,0.07511605440342815
153,153,153,06-02,1.693828073256179,0.2978599064299207,0.02869370266515085
154,154,154,06-03,2.171135491100302,1.6545284358708283,0.3947785284830816
155,155,155,06-04,1.5037350745965945,-0.2424484552405301,0.572861070136334
156,156,156,06-05,1.8981978938089112,0.8787478070699327,0.5762344698877208
157,157,157,06-06,1.9463047049592337,1.0154835758836356,0.5576422114496558
158,158,158,06-07,1.5373989240565875,-0.14676445068746366,0.5558432257340478
159,159,159,06-08,1.6545809498459207,0.1863063558015304,0.9827838338121416
160,160,160,06-09,2.167337941995175,1.6437345215771804,0.9494554554295416
161,161,161,06-10,2.4049806543044148,2.3191951932280324,0.9433427746346182
162,162,162,06-11,1.82784372011866,0.6787775367743322,1.0288441608949273
163,163,163,06-12,1.933401208682811,0.9788074911140968,1.1669653540967084
164,164,164,06-13,1.7178871347537992,0.3662438668743909,0.9653345436912693
165,165,165,06-14,1.9461463631183584,1.0150335150122165,0.7769943427184374
166,166,166,06-15,1.7417076009769492,0.433949659144545,0.6584742258813953
167,167,167,06-16,2.0074059790535683,1.1891539873910415,0.743421294209058
168,168,168,06-17,1.5776549833604534,-0.03234316424791983,0.6077829801307919
169,169,169,06-18,2.112719288038337,1.4884899010800725,0.6944467504916366
170,170,170,06-19,1.4315629278521729,-0.4475860175952056,0.6791694484043672
171,171,171,06-20,2.129088295744824,1.5350161371772844,0.4137634078611484
172,172,172,06-21,1.7094581482064737,0.3422858466209287,0.6411598652640598
173,173,173,06-22,1.4471500175883656,-0.4032822558682712,0.4311912973780483
174,174,174,06-23,2.057675033451601,1.3320355801695491,0.4580378780929784
175,175,175,06-24,1.6694884495929208,0.228678493764004,0.32419509816458536
176,176,176,06-25,1.4882344220642534,-0.28650653330562537,0.47566256553573294
177,177,177,06-26,1.846554351903608,0.7319594576069266,0.6317572370333321
178,178,178,06-27,2.0291967321099653,1.2510906508478143,0.4280941365757669
179,179,179,06-28,1.7766563471371897,0.5332857731173241,0.4205684065814261
180,180,180,06-29,1.627754652105734,0.1100569774241574,0.8028832383116656
181,181,181,06-30,1.6536020926544084,0.1835241137979592,0.5487292130679942
182,182,182,07-01,2.2952777101334747,2.0073824570758116,0.4751894726085114
183,183,183,07-02,1.3100507083478483,-0.7929646938551023,0.13278457169087216
184,184,184,07-03,1.8739588260219924,0.809852208090918,0.26526504102745146
185,185,185,07-04,1.0538604884544969,-1.5211436323885117,0.6880787303214376
186,186,186,07-05,1.9074128413903897,0.9049397934436332,0.3910174966294564
187,187,187,07-06,2.546135998556513,2.720406249561876,0.7753766534261299
188,188,188,07-07,1.6681995669401266,0.22501505492392407,0.5177978454269467
189,189,189,07-08,2.1214094419257634,1.5131902469249388,0.9019584849274028
190,190,190,07-09,1.3302256749856516,-0.7356206399041817,0.7031142047197158
191,191,191,07-10,1.8648001641299168,0.7838202046142262,0.1825383811608597
192,192,192,07-11,1.4876646956375694,-0.28812588780249043,0.3466609412868429
193,193,193,07-12,1.4472321908415071,-0.4030486917912604,0.2214594428590937
194,194,194,07-13,2.014652279671584,1.209750415679823,0.2558898711437495
195,195,195,07-14,1.8571167162027395,0.7619812563584435,-0.01914814870356973
196,196,196,07-15,1.4029062087926332,-0.5290380701962468,0.023655922090522776
197,197,197,07-16,1.2842116819173088,-0.8664079144696892,-0.1200161050956748
198,198,198,07-17,1.5780214779786397,-0.03130146303793537,-0.4878281995178333
199,199,199,07-18,1.1439493056362242,-1.2650808549084458,-0.6661489854971524
200,200,200,07-19,1.238223385373453,-0.9971221508531276,-0.5206419078196722
201,201,201,07-20,1.4806924148055551,-0.30794345951747115,-0.4317405297377583
202,202,202,07-21,1.7100627736444929,0.3440043958686338,-0.6276656694383106
203,203,203,07-22,1.4718770679459041,-0.3329996459782055,-0.4352172210145556
204,204,204,07-23,1.1644354597649271,-1.206852301241249,-0.1274591377373994
205,205,205,07-24,1.55019624064741,-0.11039016436591592,0.3728781292714359
206,206,206,07-25,1.8878819255190509,0.8494263488098095,0.2972477837535585
207,207,207,07-26,2.5368738642223394,2.6940801425355407,0.4897815652975593
208,208,208,07-27,1.5504117278079383,-0.10977767723863084,0.9619465595857608
209,209,209,07-28,1.8783041359684955,0.8222030432857993,1.0993730075359334
210,210,210,07-29,2.161146960014566,1.62613766448796,0.8664507305749395
211,211,211,07-30,1.8402950890740863,0.7141685233351195,0.4526200642879613
212,212,212,07-31,1.396197207423135,-0.5481073129561541,0.3607981323867216
213,213,213,08-01,1.663302571911675,0.21109614481367187,0.40941683304994414
214,214,214,08-02,1.3565812308244145,-0.6607092686460689,0.3221081067949055
215,215,215,08-03,1.9809352472631423,1.1139152472651352,0.1578652017870966
216,216,216,08-04,1.9768435648386244,1.1022853069577279,0.4793949658058376
217,217,217,08-05,1.4935883356382933,-0.2712889067117338,0.4262262376073432
218,218,218,08-06,2.074926925523373,1.381071271156292,0.4488407196216565
219,219,219,08-07,1.5510666300478015,-0.107916224377295,0.14932253235195045
220,220,220,08-08,1.4043190228431437,-0.5250223765601896,-0.2568225101154549
221,221,221,08-09,1.3486706249446538,-0.6831938763531011,-0.25873354171795504
222,222,222,08-10,1.1194961555778014,-1.3345849478467042,-0.4541468118424084
223,223,223,08-11,1.4895542645008857,-0.2827550963267345,-0.18961362022152187
224,224,224,08-12,1.6624214327600808,0.2085916504095718,0.01851767816746776
225,225,225,08-13,2.109480060682906,1.4792829253480242,-0.10725886117616658
226,226,226,08-14,1.8436714974562296,0.7237654137737483,0.1441670520288336
227,227,227,08-15,1.0831640229264574,-1.437853112414907,0.14491080481359622
228,228,228,08-16,1.6502409210383893,0.1739705313832969,-0.03266497168005268
229,229,229,08-17,1.4911242812596102,-0.2782925796181586,-0.31630539668921265
230,230,230,08-18,1.2875698009405765,-0.8568630085523217,-0.564937530386746
231,231,231,08-19,1.5107324259318111,-0.22255962470693547,-0.37865320071223946
232,232,232,08-20,1.3188242301116384,-0.7680273884114519,-0.5636236282535487
233,233,233,08-21,1.4763988792774236,-0.3201471343678679,-0.3494052128663057
234,234,234,08-22,1.2597796319408243,-0.9358520338645584,-0.3260609205888663
235,235,235,08-23,1.9433262885337752,1.0070179127052998,-0.40493286360534003
236,236,236,08-24,1.3368481779053678,-0.7167972548876855,-0.4025274851619682
237,237,237,08-25,1.344238565517479,-0.695791282805778,-0.2152096570976828
238,238,238,08-26,1.3239018372743117,-0.7535951177512206,-0.08203641555489999
239,239,239,08-27,1.8718153876844368,0.8037598340178446,-0.1306169110510195
240,240,240,08-28,1.5409002210927494,-0.13681258460786191,0.12013178693906022
241,241,241,08-29,1.840775826016317,0.715534939728583,0.29146244279191474
242,242,242,08-30,1.866163383358288,0.7876949330527927,0.6524536151141334
243,243,243,08-31,1.7059071286249332,0.3321926523113492,0.2864201718229918
244,244,244,09-01,2.0859321811047917,1.412351916182091,-0.09550029372213892
245,245,245,09-02,1.0991411174237975,-1.3924408257290046,-0.3728364659408572
246,246,246,09-03,0.7346894159834307,-2.4283353778786463,-0.6116065632285506
247,247,247,09-04,1.2553360843380377,-0.9484820935837266,-0.6550064182174015
248,248,248,09-05,1.3621342732775277,-0.6449256506733679,-0.6733331030611024
249,249,249,09-06,1.6142926821923564,0.07179352237824382,-0.2829237491552955
250,250,250,09-07,2.047245667351893,1.302391807119886,0.13507611087059765
251,251,251,09-08,1.9232714480290207,0.950015297705837,-0.007162360853371519
252,252,252,09-09,1.6170616219505805,0.07966378227671249,0.2027442863206095
253,253,253,09-10,0.9550793472647284,-1.801912923927541,0.3614335909234598
254,254,254,09-11,1.8052344008770933,0.6145142323705182,-0.11563585005063247
255,255,255,09-12,1.9492761239502945,1.0239293499953452,-0.6016578610615376
256,256,256,09-13,1.0401811793261109,-1.5600248387246676,-0.8053804750170362
257,257,257,09-14,0.8973086307742087,-1.9661167683595933,-0.6957329655531844
258,258,258,09-15,1.1870156112409789,-1.1426719014562787,-0.5117692172823007
259,259,259,09-16,1.1865385510989823,-1.1440278671444306,-0.7924640443255112
260,260,260,09-17,2.193570651443564,1.7182967219958198,-0.6301362642108098
261,261,261,09-18,1.356746466819924,-0.6602396122639177,-0.21077984065595576
262,262,262,09-19,1.38284522093772,-0.5860581580364594,0.004923488886914001
263,263,263,09-20,1.7825444595988151,0.5500217729695308,0.381595796576394
264,264,264,09-21,1.6423521817159328,0.1515480758009398,0.2168260928634538
265,265,265,09-22,1.9816708151196327,1.1160059789924497,0.4964171802426341
266,266,266,09-23,1.8457518580766608,0.7296784997181788,0.4100634024568446
267,267,267,09-24,1.9469461968491144,1.0173069120111644,-0.1691737733770459
268,268,268,09-25,1.2005576637272364,-1.1041808247511966,-0.5139435661810077
269,269,269,09-26,0.5598101156517349,-2.925401282033812,-0.8397586361936015
270,270,270,09-27,0.9145641805227646,-1.9170706810228304,-1.0504534727036516
271,271,271,09-28,1.2938950774757376,-0.8388844410831128,-1.0732794652080144
272,272,272,09-29,1.4009879108692511,-0.5344905193421218,-0.9753383809608968
273,273,273,09-30,1.898761919088312,0.8803509569849882,-0.3593219906679355
274,274,274,10-01,1.4073053180364754,-0.5165343192684907,-0.1289569363805868
275,275,275,10-02,1.8601831377409053,0.7706970597239552,-0.11309022665473112
276,276,276,10-03,1.4008507575486004,-0.5348803552987382,-0.20230890331058465
277,277,277,10-04,1.3273887338166188,-0.7436841827279788,-0.19144175087816
278,278,278,10-05,1.2126527269067051,-1.0698025792772423,-0.3273192769401789
279,279,279,10-06,1.9217018149624057,0.9455538715795364,-0.5778780641867768
280,280,280,10-07,1.1204761492293955,-1.3317994756406049,-0.5617591605587833
281,281,281,10-08,1.331268822282668,-0.7326556637556321,-0.5611133904507017
282,282,282,10-09,1.4348767798327309,-0.4381669335307771,-0.2391986852898655
283,283,283,10-10,1.3287519151219431,-0.7398095620794893,-0.07125291047407221
284,284,284,10-11,1.8921950322759848,0.8616856516877749,0.3690314699714646
285,285,285,10-12,2.27622510068287,1.9532285204742963,0.35015599269075026
286,286,286,10-13,2.049889618417023,1.3099068070326156,0.7716928415853029
287,287,287,10-14,1.2914238411723036,-0.8459085274399181,0.7985480996627894
288,288,288,10-15,2.3247153535405958,2.0910541598365384,0.5104458464594964
289,289,289,10-16,1.38544172671705,-0.5786780136145706,0.22390799983521315
290,290,290,10-17,1.2840287503845298,-0.8669278675319833,0.4269593633184901
291,291,291,10-18,1.6713611856488226,0.2340014407285969,0.7370595170035359
292,292,292,10-19,2.4785186603269374,2.5282149879322766,0.9739600465239714
293,293,293,10-20,1.9460263490795464,1.0146923946703574,1.5480755324570274
294,294,294,10-21,2.8247979201107936,3.5124573369591507,1.9159210596620209
295,295,295,10-22,2.5973644957133653,2.8660149019837644,2.099457072899089
296,296,296,10-23,2.060528219247781,1.340145295697978,1.8878543615853207
297,297,297,10-24,2.058794513651316,1.3352175201510081,1.746360642974326
298,298,298,10-25,2.0318382447904493,1.2585987200496678,1.0668880078061462
299,299,299,10-26,1.6473417403967947,0.16573008300438685,0.5189936988001606
300,300,300,10-27,1.3904726360053878,-0.5643784740499271,0.29331871558693395
301,301,301,10-28,1.4407930316834212,-0.4213509520521507,0.38468076834322223
302,302,302,10-29,1.5841420961588424,-0.013904603581381384,0.1730786860012594
303,303,303,10-30,2.251654233813087,1.8833898366887376,0.5102738954225481
304,304,304,10-31,1.5851591569750747,-0.011013774002109095,0.81460154675622
305,305,305,11-01,2.3591402581288032,2.18890133953212,0.8138695812789524
306,306,306,11-02,2.0328897435792026,1.2615874339521045,0.608381303295432
307,307,307,11-03,1.439247897211777,-0.4257427449157565,0.4037604981167687
308,308,308,11-04,1.1503688763939413,-1.246834271482503,0.2969846285463041
309,309,309,11-05,1.8197121962222442,0.6556650056167579,-0.013764305501121324
310,310,310,11-06,1.3597618097819075,-0.6516689914248968,-0.1758001388273911
311,311,311,11-07,1.7031682144530418,0.32440773524756705,-0.2850130881010235
312,312,312,11-08,1.6908419838288302,0.28937243399448576,-0.08124261700848122
313,313,313,11-09,1.2087060234303264,-1.0810204405575512,-0.240314482013382
314,314,314,11-10,1.5805159106004931,-0.024211444927249283,0.05398903563211414
315,315,315,11-11,1.4839211927922706,-0.2987661844126469,0.15591305119680202
316,316,316,11-12,1.9810185826254727,1.1141521144480802,0.4292804959086404
317,317,317,11-13,1.9183235938095635,0.9359518286356944,0.5183668563698364
318,318,318,11-14,2.267903983837744,1.929577102265516,0.5459447206619256
319,319,319,11-15,1.3967618959774148,-0.5465022777903753,0.6003913566879164
320,320,320,11-16,1.6387310998346858,0.14125574082528514,0.3215435809297844
321,321,321,11-17,1.5988547201259116,0.02791363174329843,0.06579832422371361
322,322,322,11-18,1.3923879380853177,-0.5589345401007125,-0.2527917703328583
323,323,323,11-19,1.3784609577039149,-0.5985197116007301,-0.2615420390754875
324,324,324,11-20,1.5953797286483962,0.01803653492608446,-0.48000480244101
325,325,325,11-21,1.3782906124397585,-0.5990038902461505,-0.5827180888098948
326,326,326,11-22,1.177569532889246,-1.1695208393678491,-0.3862020740405914
327,327,327,11-23,1.3820332382482996,-0.5883660864700109,-0.18117873862729664
328,328,328,11-24,1.8072212575249984,0.620161548515108,-0.07776975959405091
329,329,329,11-25,1.811252712065185,0.6316203008790386,-0.05882295101854021
330,330,330,11-26,1.813669775302296,0.6384904091255589,-0.02530326641000061
331,331,331,11-27,1.4182861695621338,-0.4853230387930863,-0.016795266596894676
332,332,332,11-28,1.248327542352522,-0.9684027317166116,-0.08944492038536847
333,333,333,11-29,1.3999931068544598,-0.5373180875913752,-0.16639179263546916
334,334,334,11-30,1.6538622701030543,0.1842636257842651,-0.21084677000177168
335,335,335,12-01,1.6488225586067895,0.16993906737843453,-0.2308871419519624
336,336,336,12-02,1.7198280298947872,0.37176054492774396,0.026755962815201446
337,337,337,12-03,1.375982166864629,-0.6055652704942308,0.08547847303246657
338,338,338,12-04,1.7921964199438811,0.5774558968863716,0.13121005401354854
339,339,339,12-05,1.523952743771867,-0.18498302628778435,0.2774793535625489
340,340,340,12-06,1.7503988478668435,0.4586531116707569,0.24201448691983315
341,341,341,12-07,1.9575881273328803,1.0475548646724366,0.28670841798295954
342,342,342,12-08,1.6449638598160568,0.1589713450714493,0.07030650705503677
343,343,343,12-09,1.4703283289496394,-0.33740168411547244,0.012326839753524508
344,344,344,12-10,1.3353851867794742,-0.720955568681165,-0.2476149926568569
345,345,345,12-11,1.401561202935208,-0.532861030096858,-0.3935831156696381
346,346,346,12-12,1.201677496446096,-1.1009978827915319,-0.3837718355387544
347,347,347,12-13,1.6494583239025793,0.17174612659575028,-0.23660934732402264
348,348,348,12-14,1.6656748736712128,0.2178390258567512,-0.2197956441094969
349,349,349,12-15,1.7809793644633924,0.5455732451729179,0.06088984455250963
350,350,350,12-16,1.3708778886070754,-0.6200733493940103,0.5066015747509798
351,351,351,12-17,1.9940711473125103,1.151251901875181,0.22332164621388384
352,352,352,12-18,2.142547769886612,1.573272498399289,0.1518148376044636
353,353,353,12-19,1.0514716752132467,-1.5279334446268251,-0.1915023302339968
354,354,354,12-20,1.5147283627071746,-0.2112018257997703,-0.36424498162213065
355,355,355,12-21,1.0562577659603425,-1.5143297618578444,-0.6707535427506013
356,356,356,12-22,1.0062286890582524,-1.6565292577228137,-0.9291929439413292
357,357,357,12-23,1.3470502722002742,-0.6877994648956427,-0.6477485191265692
358,358,358,12-24,1.59699795912025,0.02263609125492308,-0.6758094910355988
359,359,359,12-25,1.6455836875128964,0.16073310426173393,-0.5420244095427097
360,360,360,12-26,1.455493362763828,-0.3795676572539478,-0.4615817307679047
361,361,361,12-27,1.338669911923891,-0.7116192729005097,-0.3727976213270912
362,362,362,12-28,1.1760382768414508,-1.173873185073983,-0.26789199194352226
363,363,363,12-29,1.5344681112810494,-0.15509480825076194,
364,364,364,12-30,1.81844734336602,0.6520698675563371,
365,365,365,12-31,,,
