,unnamed: 0,unnamed: 0,mth_day,enigmatic,enigmatic_norm,enigmatic_ravg
90,90,90,03-31,1.9676286216840195,-1.3522967532829802,0.09308361733863127
91,91,91,04-01,2.628788680877063,0.2500670450872257,-0.04728470452636067
92,92,92,04-02,2.1590251792400124,-0.8884349233129135,-0.210528615062849
93,93,93,04-03,2.209743657403162,-0.765515439313454,-0.7324477607962311
94,94,94,04-04,2.396402043570192,-0.31313687152564096,-0.4565874812435708
95,95,95,04-05,1.9787391718892928,-1.3253696224296228,-0.4815417413680061
96,96,96,04-06,2.6505739014396767,0.30286492403298104,-0.08392210565599521
97,97,97,04-07,2.5670096013031056,0.1003414843406142,-0.2967442263279794
98,98,98,04-08,3.143409207952069,1.4972828909591511,-0.26220079371309096
99,99,99,04-09,1.6828614872835062,-2.04244816334536,0.015345294266012685
100,100,100,04-10,2.4819209674585885,-0.10587627583631012,-0.335012550544984
101,101,101,04-11,2.6658579952565162,0.3399069054449991,-0.2280499276492595
102,102,102,04-12,1.7831955433554747,-1.7992821448329992,-0.8523159330259262
103,103,103,04-13,2.831816185764551,0.7421172217149615,-0.4239363017816837
104,104,104,04-14,1.5979184168339202,-2.2483131413008497,-0.5798615186519492
105,105,105,04-15,2.7433978123250986,0.5278296241200957,-0.7441367805355207
106,106,106,04-16,2.095898046619429,-1.041427577057903,-0.4276063229787417
107,107,107,04-17,2.2591629289499773,-0.6457446658564299,-0.6808854950959774
108,108,108,04-18,2.5668276858221266,0.0999006005076742,-0.15193864254358158
109,109,109,04-19,2.2047747887994373,-0.7775578109884529,0.07881943127497781
110,110,110,04-20,2.907428277325857,0.9253679740135252,0.3617302593560328
111,111,111,04-21,3.3146838906813287,1.912378067031452,0.4433682667252391
112,112,112,04-22,2.7962983178836995,0.6560373914284265,0.2795493862890692
113,113,113,04-23,2.461273547672865,-0.15591662164119166,0.5443972576799735
114,114,114,04-24,2.16126247973242,-0.8830126821093449,0.32078540780530856
115,115,115,04-25,2.860456730081683,0.8115294173569728,0.04531824847576982
116,116,116,04-26,2.353834053405769,-0.4163031252344645,0.009649233929461062
117,117,117,04-27,2.6327118557914884,0.2595751110542193,-0.18578426488650848
118,118,118,04-28,2.7079927990266897,0.442023304150574,0.04405834460650241
119,119,119,04-29,1.9774402617103584,-1.328517614537009,-0.11799225368601875
120,120,120,04-30,2.730282149742614,0.4960429748487204,-0.0915203996359244
121,121,121,05-01,2.459269247183005,-0.16077417239815428,-0.17132114084761127
122,122,122,05-02,2.419370229180004,-0.2574720009338983,-0.37876390103379615
123,123,123,05-03,2.435149743479046,-0.21922933621590185,-0.24115766805804986
124,124,124,05-04,2.194428272381616,-0.8026332569665354,-0.34653551444473435
125,125,125,05-05,2.3181110078871505,-0.5028802166825314,-0.5417757597724823
126,126,126,05-06,2.469398984912555,-0.13622410347138675,-0.4545500312111249
127,127,127,05-07,1.9759143974701512,-1.3322156443646422,-0.4807738030837976
128,128,128,05-08,2.6353143284567384,0.26588237043424656,-0.3741062637463649
129,129,129,05-09,2.370227742939957,-0.3765719674519383,-0.15503927846415824
130,130,130,05-10,2.4585043206324992,-0.1626280209419388,-0.15818140416901347
131,131,131,05-11,2.860453543722308,0.8115216950107084,0.18378116774598552
132,132,132,05-12,2.4616200472488594,-0.15507685770051813,-0.001303992342771565
133,133,133,05-13,2.8225086397480483,0.7195597871253515,-0.08006695497927227
134,134,134,05-14,2.1771003491175804,-0.8446285900982959,0.30999500151325604
135,135,135,05-15,2.17523485146824,-0.8491497432709425,0.3111308880520978
136,136,136,05-16,3.4241778580870865,2.177743718013231,0.3020533014638155
137,137,137,05-17,2.8632656497322704,0.8183370142437593,0.5150382852899253
138,138,138,05-18,2.4391467324168223,-0.20954237723021216,1.082603186345703
139,139,139,05-19,3.349794008989145,1.9974696900820104,1.3143536924271106
140,140,140,05-20,3.5822166303001945,2.56076081623637,0.7653833998831804
141,141,141,05-21,2.7489778871308594,0.5413532932175028,0.5732221287457676
142,142,142,05-22,2.0650961134193486,-1.1160780372503494,0.3978258422531475
143,143,143,05-23,2.3875333939397474,-0.3346306125807177,-0.1986488578600951
144,144,144,05-24,2.0049194266914268,-1.2619200961859334,-0.8443143739935349
145,145,145,05-25,1.8731059493794333,-1.5813785105974452,-0.95556790095817
146,146,146,05-26,1.983747226660816,-1.3132322805642678,-0.9884237071932624
147,147,147,05-27,2.473548342798211,-0.1261678685703075,-1.0046928876985817
148,148,148,05-28,1.9837552338363589,-1.3132128746609042,-0.8574005179952566
149,149,149,05-29,2.347255902560349,-0.4322456956126329,-0.5696255600315082
150,150,150,05-30,2.3695700708364766,-0.378165877965984,-0.4988073721154172
151,151,151,05-31,2.585548311476393,0.14527123718504534,-0.4014328992856013
152,152,152,06-01,2.159071297369992,-0.8883231530677221,-0.27492105239591863
153,153,153,06-02,2.7146176141541964,0.458078968408588,0.1825062994586568
154,154,154,06-03,2.2969596893911346,-0.554141793322808,0.4329676896785424
155,155,155,06-04,3.4797054574103714,2.3123184155148198,0.662890165186158
156,156,156,06-05,2.989635505733776,1.12460246335333,0.949765771080186
157,157,157,06-06,3.154765705195762,1.5248060902307388,0.9023133140337788
158,158,158,06-07,2.869287140115016,0.8329304822964456,0.9939014878786055
159,159,159,06-08,2.597139912742437,0.17336422613014474,0.4875288052811077
160,160,160,06-09,2.523703862601561,-0.00461275025384695,0.0490507228143879
161,161,161,06-10,2.2260823046390965,-0.7259176800701672,0.18130657528243105
162,162,162,06-11,1.9040985187396275,-1.506266031446989,0.2378419165770487
163,163,163,06-12,3.482190553418133,2.318341205038997,0.15754295279539735
164,164,164,06-13,3.0092512717368134,1.1721425300641517,0.36213357771461774
165,165,165,06-14,2.3983443544515564,-0.30842955655976306,0.4973594417833331
166,166,166,06-15,3.0302073787925146,1.2229309992614754,0.8075947759601801
167,167,167,06-16,2.560859988894216,0.08543750434212535,0.3085885416702797
168,168,168,06-17,2.6721458702215983,0.3551459736140933,-0.020404857480525267
169,169,169,06-18,2.2468044629321438,-0.6756962007004057,0.17136746551290682
170,170,170,06-19,2.19476471577028,-0.801817864840678,0.2374712260185273
171,171,171,06-20,2.8731136941641284,0.8422043814008294,0.42500607395370144
172,172,172,06-21,3.193859975986357,1.6195535622951986,0.29371719322929496
173,173,173,06-22,3.0251386425471183,1.21064659195317,0.5923491459090275
174,174,174,06-23,2.3471149468841164,-0.4325873107323455,0.7700687542652603
175,175,175,06-24,2.986125407569645,1.1160955153779892,0.6666923837142756
176,176,176,06-25,2.634743852468516,0.26449978529671925,0.5123942934424542
177,177,177,06-26,2.617185568445726,0.22194615809492071,0.2100278480034128
178,178,178,06-27,2.8118653205856794,0.6937650206642704,0.17114540018318633
179,179,179,06-28,2.2765722414546756,-0.6035520806810782,0.025961252931493355
180,180,180,06-29,2.250853954735371,-0.6658819976537044,-0.12008973046079655
181,181,181,06-30,2.626694074353852,0.2449906318678314,-0.4505276240114861
182,182,182,07-01,2.2731664993490877,-0.6118061150570203,-0.7737561372503837
183,183,183,07-02,1.799122888241103,-1.7606812032092156,-0.8641252157493028
184,184,184,07-03,2.011650850576036,-1.2456060587691158,-0.8803427208336392
185,185,185,07-04,2.052846173690274,-1.1457665516745927,-0.7475543597967365
186,186,186,07-05,2.2107043958183663,-0.7631870281597227,-0.8980712397384433
187,187,187,07-06,2.9554372501517694,1.0417207980892478,-0.8355567546040067
188,188,188,07-07,1.9005329587522628,-1.514907394707261,-0.5584011967064096
189,189,189,07-08,1.953889542607408,-1.3855942924025968,-0.23963457659952536
190,190,190,07-09,2.697802841472125,0.417327288616466,-0.2241627269022176
191,191,191,07-10,2.842014367453754,0.7668331689667133,-0.3816172061408867
192,192,192,07-11,2.249007941138483,-0.6703559299758759,-0.0727405388148279
193,193,193,07-12,2.5656283456338325,0.09699392265723264,0.00786697900005203
194,194,194,07-13,2.6652166686327283,0.338352609249092,-0.019764952685098213
195,195,195,07-14,2.1534489858652885,-0.9019491855133172,-0.2130076106571056
196,196,196,07-15,2.6293946699676742,0.2515356985055645,-0.06939119389909737
197,197,197,07-16,2.3636049301711157,-0.3926227788653311,0.061736350318162075
198,198,198,07-17,2.6045580554186345,0.1913425705721734,0.0031881789329576693
199,199,199,07-18,2.89025984935865,0.8837591879607894,-0.006278408523089825
200,200,200,07-19,2.5202693882533587,-0.012936419062134498,-0.12867538440700518
201,201,201,07-20,2.1300126244254107,-0.9587487102496022,-0.07269091274539083
202,202,202,07-21,2.326377370515072,-0.4828461567979276,0.004938944165977612
203,203,203,07-22,2.502205277864938,-0.05671594889564504,-0.3910958870828916
204,204,204,07-23,2.7967457253205845,0.657121712040384,-0.43192062811839
205,205,205,07-24,1.9097993094837444,-1.4924497995324255,-0.4676132407291784
206,206,206,07-25,2.4191998749741974,-0.2578848652751249,-0.4725474979031845
207,207,207,07-26,2.0416486840124817,-1.1729043859143329,-0.5541796536076017
208,208,208,07-27,2.3141616660593507,-0.5124516998419639,-0.6325540066757421
209,209,209,07-28,2.3001091460658403,-0.5465088831221476,-0.15438635520548813
210,210,210,07-29,2.6027149117196284,0.18687559363154144,0.11863841560134256
211,211,211,07-30,3.0935954726465518,1.376556109289098,0.2856233255284253
212,212,212,07-31,3.0951253064327013,1.3802637595658591,0.4384594482596464
213,213,213,08-01,2.4550520061944816,-0.17099492635183602,0.5576555017173612
214,214,214,08-02,2.692536939095056,0.4045650365453626,0.33563038300859954
215,215,215,08-03,2.5952019452410457,0.16866743762414094,0.6508232173452974
216,216,216,08-04,2.0530489465606507,-1.145275118621029,0.6467715881480952
217,217,217,08-05,3.873916071074578,3.267713115309285,0.8173949122504641
218,218,218,08-06,3.0850947176142003,1.3559539843826465,0.6907280298451939
219,219,219,08-07,2.877462923782522,0.8527450182623773,0.3822329421668138
220,220,220,08-08,2.37894866324641,-0.35543625788625816,0.5857218941930383
221,221,221,08-09,1.8314629093080432,-1.6823030884461396,0.10719571543062653
222,222,222,08-10,2.5568250592148343,0.07565859353631829,-0.21693112305836332
223,223,223,08-11,2.689232304512544,0.39655604273481376,-0.3245121011781807
224,224,224,08-12,2.282656270342477,-0.5888070465512929,-0.3475497215831984
225,225,225,08-13,2.6111254818080223,0.20725914954347333,0.29093111649766523
226,226,226,08-14,2.321914594630504,-0.4936619803163644,0.12553647390379416
227,227,227,08-15,3.4121452579552067,2.148581940039042,-0.10514666811581397
228,228,228,08-16,2.1473587502575286,-0.916709262026908,0.4548631758153762
229,229,229,08-17,2.118131734263825,-0.9875428093828352,0.2497021457078955
230,230,230,08-18,3.6690685517688073,2.771252017035848,0.3856763648031316
231,231,231,08-19,2.1032098176575937,-1.023707031101411,-0.0959504273426968
232,232,232,08-20,2.658544975960289,0.3221833342550525,0.06451447262708519
233,233,233,08-21,2.21978532548054,-0.7411788128359287,0.08006145341822431
234,234,234,08-22,2.5446205313973773,0.046080137791783916,-0.4894261684209223
235,235,235,08-23,2.156621281084332,-0.8942609246360004,-0.4937808774805874
236,236,236,08-24,2.2591922047825217,-0.6456737139990321,-0.573980533972156
237,237,237,08-25,2.092428896236684,-1.0498352854594013,-0.29852211597003303
238,238,238,08-26,2.4599952720023253,-0.159014604694359,-0.3879925714782688
239,239,239,08-27,2.9017357195299267,0.9115716951768088,-0.3703305927185496
240,240,240,08-28,2.3231191780092617,-0.4907425952576304,-0.27721313371509165
241,241,241,08-29,2.2003469129319297,-0.7882890520776846,-0.2744784242081815
242,242,242,08-30,2.4897224180933253,-0.08696895997828448,-0.2048680641182868
243,243,243,08-31,2.099199196594081,-1.0334270284179408,-0.3536110163592283
244,244,244,09-01,2.63232913218175,0.2586475558450098,-0.4396969353005496
245,245,245,09-02,2.533493878788659,0.01911398173115938,-0.06043047505503759
246,246,246,09-03,2.109996897085957,-1.0072581089055577,-0.16785837243850432
247,247,247,09-04,3.139294119156536,1.4873097093953869,0.1721162630973232
248,248,248,09-05,2.223763956980012,-0.731536344279085,0.15911887591743448
249,249,249,09-06,2.9408719192939827,1.0064207847970243,0.17931530480362734
250,250,250,09-07,2.600151595647473,0.1806632327656776,0.3334369351286974
251,251,251,09-08,2.5834940303078024,0.1402925550483166,-0.11070937279347524
252,252,252,09-09,2.4915546918849723,-0.08252832695513768,0.1597642216285032
253,253,253,09-10,2.039724347791728,-1.1775681381376484,0.2591429795052699
254,254,254,09-11,2.8933734596912366,0.8913052222527855,0.5171384759300242
255,255,255,09-12,3.1869031845054065,1.6026933320576244,0.44225061495206464
256,256,256,09-13,3.238869162262091,1.728636211314203,0.472910424843685
257,257,257,09-14,2.398094699716128,-0.3090346108194405,0.5954109316150894
258,258,258,09-15,2.5674589593556028,0.1014305323945852,0.3973943589055711
259,259,259,09-16,2.342997957906504,-0.4425650975092222,0.0007289148878896571
260,260,260,09-17,2.403145276552088,-0.2967942140043249,-0.029236729561467237
261,261,261,09-18,2.20488144120349,-0.7772993320484641,0.2826440398302341
262,262,262,09-19,3.1646834351080737,1.5488423446180617,0.4884385184085773
263,263,263,09-20,3.1702156431445383,1.5622500055307678,0.8664588206099014
264,264,264,09-21,3.0769428472599016,1.3361974038646438,1.1111557205816214
265,265,265,09-22,3.2788600597605653,1.8255567156987231,1.16010800438906
266,266,266,09-23,3.0089396050343327,1.1713871858259943,0.4166292773386273
267,267,267,09-24,2.326072252775794,-0.4835856292038321,0.2147063800069893
268,268,268,09-25,1.3240585794339526,-2.9120300176845344,-0.2261276805182389
269,269,269,09-26,2.6703166006624057,0.3507126215409403,-0.6581552459147715
270,270,270,09-27,1.9855731825896656,-1.3088069592867255,-0.7011495384758386
271,271,271,09-28,2.209292570775378,-0.7666086766804725,-0.7565448261905717
272,272,272,09-29,2.9024989488853947,0.9134214304595916,-0.4861154419947054
273,273,273,09-30,2.1889305434770416,-0.8159573554922303,-0.8082055959181821
274,274,274,10-01,1.993558631211215,-1.2894537125093366,-0.785342388972648
275,275,275,10-02,1.8729203584976453,-1.5818283019999202,-0.6985320964161988
276,276,276,10-03,2.042175457077496,-1.1716277176135204,-1.1038270583436451
277,277,277,10-04,2.4242081781682763,-0.2457469213417775,-1.0538977373742124
278,278,278,10-05,1.8991131711070481,-1.518348341105086,-0.7627320842493152
279,279,279,10-06,2.312540198816965,-0.5163814296756342,-0.41619960656004995
280,280,280,10-07,2.714395312559761,0.4575402062400469,-0.26323568461141683
281,281,281,10-08,2.7308282831314235,0.4973665641356714,-0.2766746253932184
282,282,282,10-09,2.420867121702558,-0.25384418592172137,-0.32812083665921365
283,283,283,10-10,2.3909374906059693,-0.3263805660325872,-0.2788105049165957
284,284,284,10-11,1.7717481615362634,-1.8270256087010577,-0.08479126516987383
285,285,285,10-12,2.434617427047925,-0.2205194392199264,-0.21898164263262024
286,286,286,10-13,3.1947273276714565,1.6216556447203785,-0.2580544744391441
287,287,287,10-14,2.3986141455055745,-0.30777570064080706,0.040474566361368265
288,288,288,10-15,2.3241347973091213,-0.4882811767608648,0.702172967362146
289,289,289,10-16,3.1300036570555494,1.4647936787704874,0.7852867625895349
290,290,290,10-17,3.409910061169521,2.1431647973036085,0.5806160028720272
291,291,291,10-18,2.640381642995107,0.27816333214440764,0.2785718107824693
292,292,292,10-19,2.6880254223455275,0.39363108641533145,0.36258664400564977
293,293,293,10-20,1.650845544677353,-2.1200408531781543,0.1896163191554385
294,294,294,10-21,2.5321297064431008,0.01580782257821766,-0.19755396198521588
295,295,295,10-22,2.7017822868538843,0.4269717296692197,-0.11585285720887875
296,296,296,10-23,2.4513954232685427,-0.17985688954031778,-0.06564575364688402
297,297,297,10-24,2.842648471508092,0.7683699608024303,0.16600104310802444
298,298,298,10-25,2.8123227820214867,0.6948737077872998,0.14606333038171365
299,299,299,10-26,2.2243318279176445,-0.7301600726487034,0.11357076173152345
300,300,300,10-27,2.482770056631831,-0.103818453779647,0.3077440754857129
301,301,301,10-28,2.6213406719074746,0.2320163177680785,0.134552554126276
302,302,302,10-29,2.9321088782754767,0.9851829929848188,0.01607819856383985
303,303,303,10-30,2.4138794867237143,-0.2707791673541909,0.02011140239194004
304,304,304,10-31,2.5190166850557816,-0.015972425587316992,0.03703641371281819
305,305,305,11-01,2.2343168011844017,-0.7059608496801023,-0.05200539953828502
306,306,306,11-02,2.524671183572429,-0.0022683858543780496,-0.1383105748279141
307,307,307,11-03,2.4009005050253944,-0.3022345617385408,0.02469850603527494
308,308,308,11-04,2.718443786011677,0.4673519412470445,0.17447427146221348
309,309,309,11-05,2.817439877923752,0.7072753178249432,0.25088430146444124
310,310,310,11-06,2.889815453860016,0.8826821669743142,0.18388056393361504
311,311,311,11-07,2.4234845545145727,-0.2475006696667356,0.3245197002070169
312,312,312,11-08,2.3587905198289216,-0.4042908110393352,0.4631118056715065
313,313,313,11-09,2.7490797877499205,0.5416002559018703,0.4839465832601633
314,314,314,11-10,3.0615552495100062,1.2989045740339815,0.3295413592466608
315,315,315,11-11,2.8690203846643603,0.8322839833568842,0.397253627751067
316,316,316,11-12,2.5075555682373505,-0.04374917710670025,0.5802056331211479
317,317,317,11-13,2.5911193232156755,0.15877294135970155,0.3764995461604464
318,318,318,11-14,2.811723463607357,0.693421221181151,0.3365240725426119
319,319,319,11-15,2.244766115723972,-0.68063626586234,0.049165815169617856
320,320,320,11-16,2.962588261375401,1.059051732326975,0.0899760394891294
321,321,321,11-17,2.1576096451771822,-0.8918655608810799,0.18068562241711936
322,322,322,11-18,2.608589142588744,0.201112168810369,0.19244773758677955
323,323,323,11-19,2.815688375308764,0.7030304389276414,0.4110502018541536
324,324,324,11-20,2.840842846245873,0.7639939121991118,0.27041824145068954
325,325,325,11-21,2.7859586402746426,0.6309785197419043,0.3163508998297813
326,326,326,11-22,2.6144267438996818,0.21525996990619065,0.10597267828182697
327,327,327,11-23,2.2713247921258453,-0.6162696106065293,-0.0019497784057896559
328,328,328,11-24,2.087757315685088,-1.0611571604773573,-0.14811971186006306
329,329,329,11-25,2.548505537337441,0.05549569880194168,-0.1294338258930597
330,330,330,11-26,2.4789710093265658,-0.11302568852652847,-0.04416246601137768
331,331,331,11-27,2.8322191517187387,0.7430938355439243,0.4163698889227417
332,332,332,11-28,2.8255324269069515,0.7268881291962829,0.5494596116538242
333,333,333,11-29,3.4114613804271485,2.146924518998187,0.3773661945583584
334,334,334,11-30,2.4172465704287416,-0.26261882409086235,0.3181929584132495
335,335,335,12-01,2.122455121261016,-0.9770648037708528,0.007894298622065107
336,336,336,12-02,2.332476260685327,-0.4680651053971818,-0.13863133894742385
337,337,337,12-03,2.064015025475757,-1.118698123203182,-0.6801577959587671
338,338,338,12-04,2.462779975906958,-0.15226569622065073,-0.3330107690765916
339,339,339,12-05,2.0708082850325185,-1.102234223069873,-0.0394926228013213
340,340,340,12-06,3.276675930011966,1.82026333720219,-0.04942547645579165
341,341,341,12-07,2.8491158527240263,0.7840440738807692,-0.016691610276171238
342,342,342,12-08,2.3078855674226917,-0.5276622273240039,-0.0007989536601895607
343,343,343,12-09,2.1450540189538216,-0.9222949261254596,0.4974284647234651
344,344,344,12-10,2.5021253098429024,-0.05690975652476064,0.11060709592693883
345,345,345,12-11,3.3042662666663327,1.8871302872320548,-0.07384954418122681
346,346,346,12-12,2.3190250918535864,-0.5006648755769673,0.14585533654330762
347,347,347,12-13,2.392457895711363,-0.3226957667682248,0.2671241571664719
348,348,348,12-14,2.851807336346505,0.7905670570232027,0.2532360339457724
349,349,349,12-15,2.4452783526651767,-0.19468200238647404,0.20751947011059985
350,350,350,12-16,2.4677425845965484,-0.14023849584895748,0.3679028988951398
351,351,351,12-17,3.191086103402128,1.6128309042210192,0.6623900640905295
352,352,352,12-18,2.716085175375034,0.4616356971302722,0.3778096759659089
353,353,353,12-19,3.1215176202391333,1.4442272244041139,0.3612895855054651
354,354,354,12-20,2.1472737474735126,-0.9169152717245208,0.4065762234582359
355,355,355,12-21,2.4043796853420227,-0.2938025451491363,0.02734727667589257
356,356,356,12-22,2.579858383493012,0.13148133186766728,-0.23984133968910226
357,357,357,12-23,2.2522317689843647,-0.6625427764730407,-0.6341275948106156
358,358,358,12-24,2.0546082688525606,-1.1414960010596966,-0.4635641138914666
359,359,359,12-25,2.145386017514612,-0.9214903063249664,-0.4890212447518816
360,360,360,12-26,2.5695365117298308,0.1064656137903733,-0.3861555073093844
361,361,361,12-27,2.3413556523589647,-0.446545330311626,-0.4081774485798182
362,362,362,12-28,2.834522338553376,0.7486757565226502,-0.4357573790339539
363,363,363,12-29,2.197712209785456,-0.7946744240956436,
364,364,364,12-30,1.9863288364160192,-1.306975583784511,
365,365,365,12-31,,,
