,unnamed: 0,unnamed: 0,mth_day,based on comic,based on comic_norm,based on comic_ravg
73,73,73,03-14,0.27545398167884105,-0.3512361281370671,-0.6950296575844039
74,74,74,03-15,0.1943755848189997,-0.9425520880327332,-0.34262775359149394
75,75,75,03-16,0.3915628647461977,0.4955620117185315,-0.26098584346098536
76,76,76,03-17,0.4243164800851317,0.7344386575860586,-0.10249394456578068
77,77,77,03-18,0.1880047307406472,-0.9890156077938421,-0.12544013699113107
78,78,78,03-19,0.3836482301635757,0.43783948726436817,0.02410742372562939
79,79,79,03-20,0.2565763532493993,-0.4889132826891693,-0.026160941634128104
80,80,80,03-21,0.31740703297427136,-0.04526672373217057,0.0053928789166184
81,81,81,03-22,0.35020752764161783,0.19395181955998653,0.2591833427200702
82,82,82,03-23,0.4502755276187959,0.9237615808905376,0.2294162146575972
83,83,83,03-24,0.3967958881495911,0.533727175026869,-0.027011775480943318
84,84,84,03-25,0.3591590786495248,0.2592367188895301,0.07609363194234141
85,85,85,03-26,0.04561532638221515,-2.0274812235204123,0.6841181371750698
86,86,86,03-27,0.4022309346623203,0.5733657208075378,0.3786567572340303
87,87,87,03-28,0.8504238804469716,3.842098850956357,0.2827323403040061
88,88,88,03-29,0.19897516705436025,-0.9090066987556988,0.0057062221987906605
89,89,89,03-30,0.3178797234740393,-0.0418193265532768,0.5529248990493879
90,90,90,03-31,0.1312521550998306,-1.4029199897417624,0.606333413495867
91,91,91,04-01,0.4958072649725929,1.2558308375831708,-0.1748575699932542
92,92,92,04-02,0.4461696444926816,0.8938168074864122,0.013449576269291184
93,93,93,04-03,0.20774500608846846,-0.8450470499783711,0.1830011260735888
94,94,94,04-04,0.35389378151806644,0.22083617881957332,0.3856434560225152
95,95,95,04-05,0.4573682755401079,0.9754899722725084,0.06580986317390485
96,96,96,04-06,0.297964197688036,-0.1870660100482035,-0.1840630426504224
97,97,97,04-07,0.2326830126727158,-0.6631707195084909,0.07947854453972465
98,98,98,04-08,0.24060142719117805,-0.6054206274595514,0.24529662182986955
99,99,99,04-09,0.4245583259830852,0.7362024731625114,0.2213643932514191
100,100,100,04-10,0.4903108389515073,1.2157446425604428,0.2591952051433861
101,101,101,04-11,0.4376794439371211,0.8318966008018056,0.5195956365637514
102,102,102,04-12,0.3290872701718036,0.039918861303598514,0.4505619361449733
103,103,103,04-13,0.4469121316523507,0.8992318690137011,0.25553620030068913
104,104,104,04-14,0.18380801582871786,-1.0196228299722208,0.10039196679822272
105,105,105,04-15,0.2641123876242885,-0.4339519419031934,0.12947038210664272
106,106,106,04-16,0.3626750578711354,0.28487924154564426,0.4245551492264182
107,107,107,04-17,0.4616019975936876,1.0063670926523256,0.3668781008781137
108,108,108,04-18,0.5718508836557261,1.8104274640222515,0.6452638027634817
109,109,109,04-19,0.3994617369444534,0.5531695789238742,0.6342161795807523
110,110,110,04-20,0.4128334568624746,0.6506913813399876,0.7220472592675429
111,111,111,04-21,0.25502360628723103,-0.5002376809995709,0.5546869015005953
112,112,112,04-22,0.4349329059772185,0.8118657196663881,0.061194216606091735
113,113,113,04-23,0.3239161197287185,0.0022049460506400856,0.13179412931812431
114,114,114,04-24,0.16585884081928742,-1.1505286453447698,-0.15851216902374676
115,115,115,04-25,0.4575436572309918,0.9767690551960698,-0.07671295459009447
116,116,116,04-26,0.17400104714337844,-1.0911464087112388,-0.06978514757627173
117,117,117,04-27,0.3223190924957729,-0.00944239439765727,-0.13278603696437824
118,118,118,04-28,0.4406323511929461,0.8534325617493246,0.01420624520093109
119,119,119,04-29,0.2720858483465646,-0.3758003902779991,-0.027587208250347217
120,120,120,04-30,0.286788084036422,-0.2685749523529137,0.05929076717204216
121,121,121,05-01,0.42316055477932857,0.7260083344884001,-0.06640901174895307
122,122,122,05-02,0.2454747848478593,-0.5698785561769025,-0.491840695100981
123,123,123,05-03,0.21890700232642585,-0.7636410679236286,-0.2520862852748758
124,124,124,05-04,0.09063348900442456,-1.6991575383628434,-0.26965467544428084
125,125,125,05-05,0.4693296689822316,1.0627260686786324,-0.5087729103953816
126,126,126,05-06,0.2723347256938376,-0.3739852933693436,-0.490287010771973
127,127,127,05-07,0.2264401095553142,-0.7087010752182052,-0.2056993584419348
128,128,128,05-08,0.2606829700581051,-0.4589631584364501,0.2855468148501091
129,129,129,05-09,0.4530347328320928,0.9438848460566,0.053043137538134576
130,130,130,05-10,0.4947773467255493,1.2483195013894195,0.35817967851677873
131,131,131,05-11,0.27805096149936,-0.3322959951932146,0.9319238618189732
132,132,132,05-12,0.5233678441329641,1.4568339525025211,1.0350875059626004
133,133,133,05-13,0.6984543463908165,2.7337640245949606,0.9392058134211104
134,134,134,05-14,0.3455547825780338,0.16001870642531227,0.9654288610603404
135,135,135,05-15,0.3741537171310061,0.3685946908076607,0.9232301366742488
136,136,136,05-16,0.5163508147957482,1.4056577872248006,0.6215108655634164
137,137,137,05-17,0.2433344462540253,-0.5854883415097648,0.03428354875875398
138,138,138,05-18,0.2751460832215645,-0.3534816741624729,0.0437200622622562
139,139,139,05-19,0.2153476555391547,-0.7895998762330129,0.09642031653685476
140,140,140,05-20,0.3533181183108816,0.2166377874463256,-0.08694496053872497
141,141,141,05-21,0.4175097476170871,0.684796216455252,-0.14192251952996074
142,142,142,05-22,0.36549783216015214,0.3054661247713223,-0.03403801630879938
143,143,143,05-23,0.19810489743146428,-0.9153536954571796,0.21402195413734448
144,144,144,05-24,0.3639017045181944,0.2938253451644953,0.10434549796478873
145,145,145,05-25,0.4194243870289151,0.6987599464438501,0.010093326990041987
146,146,146,05-26,0.2630882732584145,-0.4414209495890087,0.12066221335949692
147,147,147,05-27,0.3399693248163175,0.11928319060677164,0.059390432771512965
148,148,148,05-28,0.4564618715985107,0.968879442988052,0.08579158775559216
149,149,149,05-29,0.14769714848081975,-1.2829843789850832,1.0595657996036536
150,150,150,05-30,0.3856216999169491,0.4522322750689706,1.2972683653601569
151,151,151,05-31,1.2205397705612009,6.541405217532219,1.2716739638225585
152,152,152,06-01,0.4586440600267151,0.9847944449500112,1.061939892004504
153,153,153,06-02,0.3189130383028771,-0.034283218618818126,1.1576387509070594
154,154,154,06-03,0.2839155160471222,-0.2895249879202758,1.0741159646305307
155,155,155,06-04,0.2264277485732415,-0.70879122556975,-0.05522829950156849
156,156,156,06-05,0.31690824648237953,-0.048904442590202116,-0.2463222098242943
157,157,157,06-06,0.2914382886240925,-0.23466036726037576,-0.2706822968034898
158,158,158,06-07,0.3014327995556264,-0.16176901698634374,-0.4143763327121592
159,159,159,06-08,0.2988722113988853,-0.18044374049399145,0.06148697917244319
160,160,160,06-09,0.16569971069137593,-1.1516892033722919,0.3031416592884792
161,161,161,06-10,0.6179162630265889,2.146388645737864,0.5388380228021065
162,162,162,06-11,0.5157154025849447,1.4010236381060142,0.6666052822680718
163,163,163,06-12,0.4853435906499447,1.179517813821388,0.6487103157118569
164,164,164,06-13,0.4065457875815576,0.6048345398094486,0.8708951809441049
165,165,165,06-14,0.28415018156737804,-0.2878135398312814,0.36637818102240144
166,166,166,06-15,0.34848922324972903,0.18141998802119688,0.008632930135706096
167,167,167,06-16,0.20285461426534865,-0.8807133537923577,0.11041326260888988
168,168,168,06-17,0.22140156639591835,-0.7454478672141581,-0.07687085228615319
169,169,169,06-18,0.5690773649615,1.7901998086604909,0.2295112595373672
170,170,170,06-19,0.25246881192525705,-0.5188701495608098,0.22622427592352398
171,171,171,06-20,0.5362080200627236,1.550479131109841,0.2398957797558706
172,172,172,06-21,0.34578505106440194,0.16169808633813765,0.6965879642625589
173,173,173,06-22,0.2141020388765709,-0.798684330798278,0.4497641056197552
174,174,174,06-23,0.5971181648596685,1.994705239825972,0.7466556500875065
175,175,175,06-24,0.36601757165861376,0.3092566568036688,0.7802243707501244
176,176,176,06-25,0.4967188450642391,1.2624791172456975,0.8615932729293081
177,177,177,06-26,0.5638247079983018,1.7518914550855496,0.9326005659352868
178,178,178,06-27,0.4127265232083046,0.6499114994132399,0.5953522722717396
179,179,179,06-28,0.272519107307779,-0.3726405727624063,0.5062900438883831
180,180,180,06-29,0.3196669930822452,-0.028784522155311593,0.21126551034287894
181,181,181,06-30,0.2927468684694588,-0.22511671349647008,-0.15057858695647064
182,182,182,07-01,0.2540047852061641,-0.5076680840273273,-0.29263540403595784
183,183,183,07-02,0.2661387873199135,-0.4191731287105481,-0.22058528712485048
184,184,184,07-03,0.29585764322222624,-0.2024294030636835,-0.2519188069651153
185,185,185,07-04,0.3317940976910671,0.05966012870423796,-0.2381813156746057
186,186,186,07-05,0.2938891849837834,-0.21678564119690047,-0.0486415337781107
187,187,187,07-06,0.3040485803756324,-0.14269176575341247,0.13399931114838307
188,188,188,07-07,0.4099374780431033,0.6295706073516428,0.1703338408859285
189,189,189,07-08,0.4163957860694127,0.6766719408484146,0.3662205848230849
190,190,190,07-09,0.32574973768518856,0.015577775361588999,0.22473824443040447
191,191,191,07-10,0.4929483797502342,1.2349805923271762,0.2941071797152611
192,192,192,07-11,0.17749292185865911,-1.0656796835529827,0.4608998399034821
193,193,193,07-12,0.36111778648090265,0.2735218459557268,0.2915326666288409
194,194,194,07-13,0.5471563161590439,1.6303265684809685,0.5478093570090179
195,195,195,07-14,0.2770589189344841,-0.33953109879943183,0.2942341821512341
196,196,196,07-15,0.5365862915867973,1.5532379176426516,0.4669795211833094
197,197,197,07-16,0.2843343386421541,-0.2864704568195265,0.4600672988910064
198,198,198,07-17,0.31960897591749104,-0.02920764936053181,0.1735331406746804
199,199,199,07-18,0.3554311626769621,0.23204851220190925,0.2254125730935825
200,200,200,07-19,0.3114272125725661,-0.08887838081698743,0.07572757608409834
201,201,201,07-20,0.3197396665801107,-0.028254504286019024,0.017666697668649426
202,202,202,07-21,0.41344177581583297,0.6551279355857463,0.05875517715620685
203,203,203,07-22,0.2365681703517257,-0.6348357273122199,-0.1414149549050905
204,204,204,07-23,0.35341210255910005,0.2173232275648128,-0.05872713134072366
205,205,205,07-24,0.1907529753036704,-0.968972280165875,0.1300880199714767
206,206,206,07-25,0.3794537496098331,0.4072485605692137,0.04282681706766658
207,207,207,07-26,0.4750762122800717,1.1046364035871832,0.1872722968149795
208,208,208,07-27,0.3416527602707366,0.13156071816288553,0.3058540433256724
209,209,209,07-28,0.35540218187033124,0.2318371511716575,0.3076283282208516
210,210,210,07-29,0.4509682507708628,0.92881370662897,0.04116292521829346
211,211,211,07-30,0.19221266370679568,-0.9583265707947998,-0.2525233495461851
212,212,212,07-31,0.16023503245018506,-1.191543857446135,-0.4781367454821639
213,213,213,08-01,0.2334631260189377,-0.6574812449996883,-0.24649180734090875
214,214,214,08-02,0.15604262599509774,-1.2221196574529871,-0.4670897524369173
215,215,215,08-03,0.5459744122749083,1.6217067800191884,-0.3710214070096322
216,216,216,08-04,0.2694842832948404,-0.3947739639470813,-0.1786012440125153
217,217,217,08-05,0.2712472370769723,-0.3819164982310893,-0.16414969038925015
218,218,218,08-06,0.31853738920106645,-0.03702287946343369,0.13160411277435224
219,219,219,08-07,0.24535229065554026,-0.5707719232600975,0.007181119865649955
220,220,220,08-08,0.39935664948200256,0.5524031615286271,-0.01987016984477309
221,221,221,08-09,0.4436127226023925,0.8751688225669748,0.14173428401363264
222,222,222,08-10,0.2472294278388921,-0.5570817022096196,0.09556484912036596
223,223,223,08-11,0.4041977839882542,0.5877102249193451,0.046606543457211234
224,224,224,08-12,0.2805542057361922,-0.3140394888230338,-0.04706773000142594
225,225,225,08-13,0.20507472801194376,-0.8645217572390259,-0.3148632412836905
226,226,226,08-14,0.32229165782803026,-0.009642479223195898,-0.3211433692292584
227,227,227,08-15,0.22329973719074986,-0.7316042451266124,-0.4384521748520799
228,228,228,08-16,0.2420628224322885,-0.5947624698830271,-0.3116456370375223
229,229,229,08-17,0.3076888729236589,-0.11614260881758373,-0.28080125867669353
230,230,230,08-18,0.3848768166039785,0.4467997380643119,-0.5352229974006767
231,231,231,08-19,0.23045012376560106,-0.6794554870740535,-0.6813102490390519
232,232,232,08-20,0.1129811561563995,-1.5361729115670941,-0.2260604641523363
233,233,233,08-21,0.1031150545389616,-1.6081277549568636,0.11593649703211485
234,234,234,08-22,0.6165927715571039,2.136736239437267,-0.29990753967082234
235,235,235,08-23,0.5890467312368207,1.9358391582891232,-0.3679736776107656
236,236,236,08-24,0.04276562604303232,-2.048264482153311,-0.14680748612716107
237,237,237,08-25,0.17445271744916915,-1.0878523147137131,0.10831396172666932
238,238,238,08-26,0.2949326148816262,-0.20917576266546709,-0.2123103678057532
239,239,239,08-27,0.3130012006886433,-0.07739906783388126,-0.5159856470666114
240,240,240,08-28,0.3528179872201101,0.21299026224273213,-0.2332006066801818
241,241,241,08-29,0.3392157798167442,0.11378748272397385,0.06216610248118859
242,242,242,08-30,0.2754103637347665,-0.3515542398347334,0.3064607959856715
243,243,243,08-31,0.4174482821431751,0.6843479402545092,0.3459281909794101
244,244,244,09-01,0.4959116865191101,1.2565923983614304,0.517880332785853
245,245,245,09-02,0.3454706755347922,0.15940530212855053,0.44952670421729785
246,246,246,09-03,0.4942814849759535,1.2447031130813893,0.6635207913326422
247,247,247,09-04,0.2829818575170381,-0.2963342886873569,0.4890149955100634
248,248,248,09-05,0.4514613959835023,0.9324102828573329,0.28886874839905524
249,249,249,09-06,0.2738839159399501,-0.3626868346809634,0.3819313729721334
250,250,250,09-07,0.3312531490819933,0.05571491569538134,0.2848531629317975
251,251,251,09-08,0.4220324690904993,0.7177810495670198,0.18684188673816285
252,252,252,09-09,0.4144161049701559,0.6622338528393739,-0.08630910882935165
253,253,253,09-10,0.20234885228542732,-0.8844019458491648,-0.11956700326413428
254,254,254,09-11,0.22674250128100176,-0.7064956905477542,-0.3622371189943336
255,255,255,09-12,0.2465229419775853,-0.5622342012896592,-0.6212791462378532
256,256,256,09-13,0.1316106031307393,-1.4003057786858149,-0.7582056946443015
257,257,257,09-14,0.20892089714577747,-0.8364711138940977,-0.6600967768276397
258,258,258,09-15,0.3017678513937924,-0.15932543759931625,-0.17898398454340073
259,259,259,09-16,0.2830621864118974,-0.2957484389491933,-0.057731740392114726
260,260,260,09-17,0.6225497165712904,2.1801810631576792,-0.0077976166023766185
261,261,261,09-18,0.3462760848473865,0.16527926361805684,0.16886090780154198
262,262,262,09-19,0.1726909626683426,-1.1007010359473863,0.09486102120032276
263,263,263,09-20,0.3542562940069288,0.22348003252941395,0.3906773095827171
264,264,264,09-21,0.24088880282731506,-0.6033247572066316,-0.06528547907124756
265,265,265,09-22,0.5264276159325711,1.4791492913451731,0.3236006170435442
266,266,266,09-23,0.2474331855884737,-0.5555956687661088,0.3734584942584218
267,267,267,09-24,0.6662092174450537,2.498595840306808,0.031692113917812965
268,268,268,09-25,0.21370859482693014,-0.8015537726581207,0.10977818409295187
269,269,269,09-26,0.07308813250325566,-1.827118249514239,-0.15474337263024468
270,270,270,09-27,0.30512951827834817,-0.1348083361557981,-0.2427986158694443
271,271,271,09-28,0.3088080838187698,-0.10798004899400644,-0.3968400376044667
272,272,272,09-29,0.17499092012148998,-1.0839271282013063,-0.2902099466814219
273,273,273,09-30,0.5394807097975683,1.5743473098966727,-0.14476753863171968
274,274,274,10-01,0.30143222228239425,-0.1617732271198518,-0.3695025319289293
275,275,275,10-02,0.19274230806975387,-0.9544638012160256,-0.2936148479752044
276,276,276,10-03,0.12024203804128562,-1.4832182959390552,-0.3250064544276925
277,277,277,10-04,0.3712402064774576,0.3473460547283431,-0.8191997355902357
278,278,278,10-05,0.14916532468376284,-1.2722767669162356,-1.0020850201737892
279,279,279,10-06,0.13291229264237786,-1.3908123770785867,-0.5019041426308313
280,280,280,10-07,0.15097412520103,-1.2590849346211723,-0.23863562098380456
281,281,281,10-08,0.6042366675146142,2.046621464041721,-0.09143231852308982
282,282,282,10-09,0.336830709342168,0.09639283394310501,0.01424946563865944
283,283,283,10-10,0.4923430542148494,1.2305658694926316,0.07887959303965268
284,284,284,10-11,0.23610878860076176,-0.6381860619457399,0.15919288887974495
285,285,285,10-12,0.18608292364761325,-1.0030316126726275,-0.19158959814285886
286,286,286,10-13,0.21704715939811606,-0.7772051595806186,-0.1808295095408804
287,287,287,10-14,0.3156510352311321,-0.058073458093901985,-0.4652709349836428
288,288,288,10-15,0.3456829385369173,0.16095336555497627,-0.11436223894006982
289,289,289,10-16,0.2583356232688312,-0.4760826831639426,0.08627052740868398
290,290,290,10-17,0.5247982519233171,1.4672661143156982,0.38652562378154975
291,291,291,10-18,0.35114171613461753,0.2007649854198953,0.2745968354830711
292,292,292,10-19,0.4640643567746709,1.024325418656576,0.5384005644994575
293,293,293,10-20,0.2235682165704644,-0.7296461878847739,0.8000471824948879
294,294,294,10-21,0.5627119201805435,1.7437757396532945,0.9455372269212567
295,295,295,10-22,0.4735899688604354,1.09379702480864,0.8022415894404024
296,296,296,10-23,0.6444916175132304,2.340206380873911,0.4974929550516118
297,297,297,10-24,0.2332536696221577,-0.6590088394652318,0.4543588892071603
298,298,298,10-25,0.2133503656370525,-0.804166387676167,0.16778672975454914
299,299,299,10-26,0.18808220422607874,-0.9884505829514832,0.4051669443330379
300,300,300,10-27,0.32695155331494924,0.02434278293762734,0.4533937312459883
301,301,301,10-28,0.668880560181511,2.5180783122795725,0.44279194553842655
302,302,302,10-29,0.6841673661870167,2.6295671023516127,0.3134554251532869
303,303,303,10-30,0.22453167481073047,-0.7226195537106024,0.4488803131062032
304,304,304,10-31,0.10694636060961267,-1.5801855099870046,0.4991473218259615
305,305,305,11-01,0.2994950551027923,-0.1759012552339853,0.21053525015754693
306,306,306,11-02,0.3683057743238675,0.3259448352561774,-0.2471426833825411
307,307,307,11-03,0.4314419756785508,0.7864058822690851,-0.27776706031525994
308,308,308,11-04,0.3076398007605453,-0.11650049888891573,-0.01922823180206834
309,309,309,11-05,0.19933727227533016,-0.9063658153069152,0.2097772366471201
310,310,310,11-06,0.3196439554342436,-0.028952538907854864,0.19226011586936986
311,311,311,11-07,0.4878958172666271,1.1981315554611456,0.10934619007000464
312,312,312,11-08,0.35389459485381763,0.22084211058967565,0.13421663378420098
313,313,313,11-09,0.3632294263434591,0.2889223274728939,0.4697031195643254
314,314,314,11-10,0.3281004936114105,0.03272216339626245,0.5315343458321325
315,315,315,11-11,0.4753390203762321,1.106553099373831,0.3800885412890776
316,316,316,11-12,0.3705119553700795,0.34203481869898805,0.2726610832161621
317,317,317,11-13,0.3633027007980679,0.2894567282028164,0.3202932717963793
318,318,318,11-14,0.2655149805357805,-0.4237226378478177,0.2073502624127667
319,319,319,11-15,0.4024160042571458,0.5747154589541975,0.024121205647282373
320,320,320,11-16,0.2351832842842847,-0.6449358929054131,0.13362862468431522
321,321,321,11-17,0.32459810497823505,0.007178758780925058,-0.009596146603546454
322,322,322,11-18,0.4606027350745348,0.9990793329211852,0.016459959638185532
323,323,323,11-19,0.2454729552723135,-0.5698918995243536,-0.27047931541711995
324,324,324,11-20,0.2869511074030014,-0.2673860003974258,-0.1024917904840539
325,325,325,11-21,0.16635361465026846,-1.1469201913776357,-0.10722869054069477
326,326,326,11-22,0.3733851269989188,0.3629892566929833,-0.13368972040183946
327,327,327,11-23,0.3207010994306882,-0.02124264155892017,-0.08213380055908166
328,328,328,11-24,0.4388334811469336,0.840313153754317,-0.11254934412728483
329,329,329,11-25,0.287887551998803,-0.2605563804678068,0.1307029467524549
330,330,330,11-26,0.26192851021926544,-0.4498792618066447,-0.05316288811334303
331,331,331,11-27,0.3664751109192987,0.3125935539008029,-0.30543537248336466
332,332,332,11-28,0.22212033992117214,-0.7402057525018043,-0.4115383762668576
333,333,333,11-29,0.11315877020101862,-1.5348775477790502,-0.357168758488392
334,334,334,11-30,0.3515434835933702,0.20369513105335976,-0.22352710382198634
335,335,335,12-01,0.33261695299252675,0.06566132620298684,-0.2617327333595832
336,336,336,12-02,0.3718743109308906,0.3519706661917891,-0.0945743494234712
337,337,337,12-03,0.33504367929202544,0.08335977667522199,0.03385440503697893
338,338,338,12-04,0.35964005571182805,0.26274455111486755,-0.03426286395283317
339,339,339,12-05,0.21881596427570688,-0.7643050210163492,-0.08489115565395218
340,340,340,12-06,0.29550401221696065,-0.20500848288551288,-0.07594854790717014
341,341,341,12-07,0.2909655076880224,-0.23810842400372725,-0.25309314600463323
342,342,342,12-08,0.3792313147903848,0.4056263126724813,-0.4200667460678687
343,343,343,12-09,0.18930839392623827,-0.9795078119095566,-0.4158073202145817
344,344,344,12-10,0.22227235996995648,-0.739097049264545,-0.5251966416112642
345,345,345,12-11,0.2223201560427155,-0.7387484658966277,-0.5470055567679025
346,346,346,12-12,0.20551039039088456,-0.8613444112656079,-0.7822196208904195
347,347,347,12-13,0.2730235071528312,-0.3689619149435565,-0.7113755366732198
348,348,348,12-14,0.18572279618412368,-1.0056580720626207,-0.38625054592184105
349,349,349,12-15,0.2475911919384647,-0.5544433066063578,-0.4618946459573357
350,350,350,12-16,0.4897497982637956,1.211652895243728,-0.3598694699224514
351,351,351,12-17,0.16008842770716852,-1.192613066109596,-0.5141563914093632
352,352,352,12-18,0.28944559532306063,-0.2491933550563021,-0.4693572393847485
353,353,353,12-19,0.14609302904289265,-1.2946834438650276,-0.3617214435530469
354,354,354,12-20,0.22257866011998265,-0.7368631599149318,-0.7564136990594644
355,355,355,12-21,0.3361422038777403,0.09137146838385156,-0.7858628371032258
356,356,356,12-22,0.1650399899734704,-1.156500637794777,-1.0331462839784271
357,357,357,12-23,0.13586088375337138,-1.369307894372164,-1.0169342336891622
358,358,358,12-24,0.08600770286886786,-1.7328940363075085,-1.1501582392261158
359,359,359,12-25,0.1594305386291041,-1.1974111421294389,-1.287131152589106
360,360,360,12-26,0.11297645563266903,-1.5362071931366534,-1.049007997357226
361,361,361,12-27,0.2234558062639905,-0.7304660117940902,-0.8600364794608506
362,362,362,12-28,0.36094179196252396,0.27223829359650376,-0.7469274436719541
363,363,363,12-29,0.29132607085143963,-0.2354787869939124,
364,364,364,12-30,0.1790615006430148,-1.0542398215741295,
365,365,365,12-31,,,
