,unnamed: 0,unnamed: 0,mth_day,nudity,nudity_norm,nudity_ravg
168,168,168,06-17,6.313709139468428,0.9451551004491886,0.7199989601905061
169,169,169,06-18,6.8597620226193605,1.6665898653000768,0.8993782108102581
170,170,170,06-19,5.769422111219707,0.22605334977228586,1.0002930548427378
171,171,171,06-20,6.513167999235972,1.20867638205746,1.088470421012828
172,172,172,06-21,6.1268759067143925,0.6983145589974876,1.0609613317266076
173,173,173,06-22,6.950168554733831,1.786033269500472,0.7853146164085714
174,174,174,06-23,6.188779610844714,0.7801005647318661,1.0037663870518878
175,175,175,06-24,5.607942529321657,0.012709573391859836,1.0426514903613406
176,176,176,06-25,6.761497001432662,1.5367639736321854,1.1369727922404196
177,177,177,06-26,6.689760454783666,1.4419870019141765,0.8932789311253829
178,178,178,06-27,6.555225811734003,1.2642423702719603,0.9882636552728304
179,179,179,06-28,5.8434594637555035,0.32387010281025336,1.1121307549391806
180,180,180,06-29,6.620142375737776,1.3500089096165495,0.9390679397110492
181,181,181,06-30,6.170471452482166,0.7559121713899601,0.7239339075333547
182,182,182,07-01,5.975551101741479,0.4983870822633963,0.748733648745144
183,183,183,07-02,5.712752711952232,0.15118280884801066,0.5860414633065174
184,184,184,07-03,6.667851131581683,1.4130408175426967,0.30052045766828706
185,185,185,07-04,5.104610648146376,-0.6522830098215063,0.050216372459026284
186,186,186,07-05,5.32347986992299,-0.3631171242128324,0.07964504596188665
187,187,187,07-06,5.033742749745835,-0.7459123398656045,0.1848104267550552
188,188,188,07-07,6.1091982127192725,0.6749591232805585,0.04741893607659834
189,189,189,07-08,6.1903498186149095,0.7821750936070222,0.5915420205318311
190,190,190,07-09,6.043902661722053,0.5886918734719555,0.675836819295848
191,191,191,07-10,7.57568628961898,2.6124554969098903,0.6714033240022735
192,192,192,07-11,5.706295504619216,0.1426516683712704,0.7931227649871962
193,193,193,07-12,5.01360851442387,-0.7725133116270521,0.5846804385609885
194,194,194,07-13,6.661973778219568,1.4052757691900948,0.4722826658802779
195,195,195,07-14,5.243731727600872,-0.4684788649502241,-0.08485320676507373
196,196,196,07-15,5.5334604361268065,-0.08569476261230831,0.08598406170686594
197,197,197,07-16,5.0455144898636615,-0.7303597389622197,0.3399625846997963
198,198,198,07-17,6.482134326453759,1.1676752792029084,0.10464503333405546
199,199,199,07-18,6.1670242755900455,0.75135782633053,0.1658547708637393
200,200,200,07-19,5.593304784377785,-0.006629539004350342,0.0629263405631184
201,201,201,07-20,5.521709074549799,-0.1012204397721211,0.35137869059146104
202,202,202,07-21,5.066022196145645,-0.7032653444160336,0.33001058043145864
203,203,203,07-22,6.3554893765093885,1.000354361207836,0.2198156673134176
204,204,204,07-23,6.3850933847455975,1.0394666182428944,0.1602966048903291
205,205,205,07-24,5.666586096436513,0.09018834762228377,-0.0540640016660502
206,206,206,07-25,5.3230054540263945,-0.3637439135428815,0.05948195978317801
207,207,207,07-26,4.5482137598213495,-1.3873840791103969,0.012358449661679502
208,208,208,07-27,5.581678795802113,-0.021989575720664352,-0.058677329255333636
209,209,209,07-28,6.141483094973832,0.7176133004788451,0.050623914143865856
210,210,210,07-29,6.0624921425457625,0.6132519447408156,-0.22865652572632603
211,211,211,07-30,6.162965772032965,0.7459958080174808,-0.2387719872069872
212,212,212,07-31,4.054683796999243,-2.0394265527640325,-0.2127565034966233
213,213,213,08-01,4.502275494783133,-1.4480768479943644,-0.4046686252066141
214,214,214,08-02,5.6998252776081015,0.13410332654151874,-0.5514489276603042
215,215,215,08-03,5.269935125757133,-0.4338594297810993,-0.42891793853570864
216,216,216,08-04,5.395905408030667,-0.2674298699813251,0.06059786339601784
217,217,217,08-05,6.719426894895406,1.4811817427650538,0.3010088296710836
218,218,218,08-06,6.2777664208149195,0.8976682588263263,0.19671447909466488
219,219,219,08-07,5.594075676905499,-0.005611050343969696,0.35252231288833386
220,220,220,08-08,5.226183859673008,-0.4916627769169936,0.3702596822596901
221,221,221,08-09,5.977519409235227,0.5009875729809143,0.06294188444720121
222,222,222,08-10,5.4764577364459255,-0.16100565375318715,-0.2887493569313195
223,223,223,08-11,5.323776634760332,-0.3627250441098796,-0.19501989163023314
224,224,224,08-12,4.680599006460851,-1.2124791894447975,-0.0694253525914595
225,225,225,08-13,6.019737820656768,0.5567657414625481,-0.037693933592938704
226,226,226,08-14,5.7965577603345,0.26190445731564826,0.1205622251730942
227,227,227,08-15,6.1216241877250255,0.6913760869720391,0.08218409341940303
228,228,228,08-16,6.1951608207513615,0.7885312988430102,0.050448581797882
229,229,229,08-17,5.149486535238603,-0.5929938346320266,-0.20309514672202064
230,230,230,08-18,4.5364756417700765,-1.402892259173924,-0.3327119825247352
231,231,231,08-19,4.86829663116755,-0.9644966296568676,-0.37467326598883455
232,232,232,08-20,5.207917037624648,-0.5157965575006388,-0.6532566499220708
233,233,233,08-21,5.93106159551875,0.43960838618744297,-0.3955687907894699
234,234,234,08-22,4.9300047672351885,-0.8829690047564074,0.06641961032770834
235,235,235,08-23,6.319747841912099,0.9531333201635792,0.0295952329630067
236,236,236,08-24,6.634545577153343,1.3690381475291455,0.16803677038410805
237,237,237,08-25,4.7010627377380665,-1.1854428938450774,0.2379509032339011
238,238,238,08-26,5.836634180239184,0.314852667025969,0.7439895655688828
239,239,239,08-27,6.248569004440338,0.8590931832862018,0.7241037146639631
240,240,240,08-28,7.228124159451923,2.153262969253483,0.7707697357752007
241,241,241,08-29,6.2294384189433964,0.8338182147340609,1.2445255443832168
242,242,242,08-30,6.846474222246349,1.6490342741965704,1.2958147332602798
243,243,243,08-31,6.85257307078982,1.6570919578030203,1.2038351662032074
244,244,244,09-01,6.069558437499629,0.6225878002883464,0.6643945375305566
245,245,245,09-02,5.830853832705832,0.30721578094376845,0.4358475349801365
246,246,246,09-03,4.778313380208413,-1.083380802782422,0.026867750823769458
247,247,247,09-04,5.1915171340941315,-0.5374638005684598,-0.2828045367129172
248,248,248,09-05,4.9891371392307695,-0.8048444307416318,-0.39080536052228737
249,249,249,09-06,5.4462301523724985,-0.2009417674170994,0.13128026140349752
250,250,250,09-07,5.579084475635829,-0.0254171425678744,0.2929754953320233
251,251,251,09-08,8.201848741689563,3.4397295124984777,0.4098112056520413
252,252,252,09-09,5.512634649270227,-0.11320939921126726,0.5611510070613842
253,253,253,09-10,5.7221137694399715,0.16355046135164833,0.7591187631717871
254,254,254,09-11,5.676430340956154,0.10319437771442586,0.5577136880578527
255,255,255,09-12,6.345279124740907,0.9868647692453176,0.01191624019572394
256,256,256,09-13,4.6644252939154285,-1.2338475932514803,-0.03189286517196226
257,257,257,09-14,5.723169161424514,0.16494482532570476,-0.12739629263416086
258,258,258,09-15,5.313680375427609,-0.3760640314173845,-0.2484779790408226
259,259,259,09-16,5.288395370017052,-0.4094701034215429,-0.4855811749077427
260,260,260,09-17,5.126551068314225,-0.6232957407255448,-0.2988500938023708
261,261,261,09-18,5.268500821154233,-0.4357544059562029,-0.08243052503353017
262,262,262,09-19,5.512444132313552,-0.1134611066192487,0.2024024767865692
263,263,263,09-20,6.706015028473344,1.4634622379387483,0.6533340845035819
264,264,264,09-21,6.607218386941764,1.3329339795032116,0.9587467036646
265,265,265,09-22,7.336252084119147,2.296119542880533,1.4318837944739655
266,266,266,09-23,6.513549167398244,1.2091799742405644,1.4690790906940692
267,267,267,09-24,7.417201314805918,2.4030681388999935,1.2533236417760982
268,268,268,09-25,5.681362513269353,0.1097106707013689,0.938094140358408
269,269,269,09-26,5.7261851892928135,0.1689295444309228,0.4561125251972661
270,270,270,09-27,5.175637987799745,-0.5584430290029282,0.2067691367803232
271,271,271,09-28,5.147385147781124,-0.5957701480863189,-0.17945103874777954
272,272,272,09-29,5.381183364362657,-0.2868803562610932,-0.3637350083883349
273,273,273,09-30,5.663224512023736,0.08574708573137693,-0.4960250622486305
274,274,274,10-01,4.844456964686403,-0.9959931471419632,-0.604463528916926
275,275,275,10-02,5.1254043383378125,-0.6248107787308503,-0.5105506118073699
276,276,276,10-03,4.683176518625099,-1.2090738290127017,-0.3940270643162976
277,277,277,10-04,5.573880417911779,-0.032292645428982865,-0.19597139437841107
278,278,278,10-05,5.910362346267909,0.4122609286853411,0.02412170594380279
279,279,279,10-06,6.5626727354510495,1.274081105358696,-0.17169226909255128
280,280,280,10-07,5.8439857746190285,0.3245654547913201,-0.14442280644908276
281,281,281,10-08,4.236136527807951,-1.7996946289489748,-0.4654271881240104
282,282,282,10-09,4.807017808986426,-1.0454570531518907,-0.2933256322768164
283,283,283,10-10,4.1160740299379,-1.9583189354785489,-0.4579672817392737
284,284,284,10-11,6.691942791323492,1.4448702637685051,-0.34854668104045744
285,285,285,10-12,5.814970641602424,0.2862312085839519,-0.2016463575115741
286,286,286,10-13,6.3409074983735945,0.9810890589842176,-0.11862180671311127
287,287,287,10-14,4.903268324945543,-0.9182926877756744,0.0566336831812266
288,288,288,10-15,5.184064751090876,-0.5473097483611141,-0.28613290573143585
289,289,289,10-16,4.911977722474359,-0.9067859961125216,-0.3201372173699662
290,290,290,10-17,5.135305712746431,-0.6117292697074697,-0.5325694250945022
291,291,291,10-18,5.660543769088568,0.08220533875276992,-0.3343150741907055
292,292,292,10-19,5.3761697966127775,-0.29350418736299794,-0.05614179138151256
293,293,293,10-20,5.803618836309742,0.2712334176471061,-0.01342080552635864
294,294,294,10-21,6.447358375081241,1.1217299484940435,0.059821572588621676
295,295,295,10-22,5.105990420230158,-0.650460080981598,-0.04921892005047624
296,296,296,10-23,5.467927984533807,-0.1722750010175878,0.15810802698511425
297,297,297,10-24,5.165348264629472,-0.5720376170818176,0.11556547429048505
298,298,298,10-25,6.317722513776863,0.9504574948505452,0.016723679412038228
299,299,299,10-26,5.610416473291063,0.01597810147933072,0.2819463045562541
300,300,300,10-27,5.998479144147497,0.5286791792233627,0.2345785579041351
301,301,301,10-28,6.310470044941268,0.9408756698836972,0.5158721748417895
302,302,302,10-29,5.252812529432902,-0.4564814809303017,0.5491567620669324
303,303,303,10-30,6.4428125457347,1.1157240845441088,0.4867001046115675
304,304,304,10-31,6.468880836366441,1.150165018201402,0.6410799806220187
305,305,305,11-01,5.326776375499094,-0.3587618432528591,0.5971287502527329
306,306,306,11-02,6.699578513098039,1.4549584352860698,0.5381152316475447
307,307,307,11-03,6.11087032590522,0.6771682876679834,0.5763660181515374
308,308,308,11-04,4.9848090711917,-0.8105625925614319,0.6743871050081743
309,309,309,11-05,6.6165243206942534,1.3452288035680648,0.7627502338577368
310,310,310,11-06,6.9140329113323675,1.7382915393412233,0.6022879569237007
311,311,311,11-07,5.728067887552968,0.1714169298445156,0.5415114907010302
312,312,312,11-08,5.9708565837501775,0.4921847736818535,0.7972803737006097
313,313,313,11-09,5.834860633340927,0.31250949033196,0.32576091907099675
314,314,314,11-10,6.1463555570565465,0.7240507054360448,0.058155933665545126
315,315,315,11-11,4.475170145320087,-1.4838879242096117,0.08764745581411283
316,316,316,11-12,5.69873405733484,0.13266162690851313,0.18269798916316785
317,317,317,11-13,5.8620004188004495,0.3483660627359217,0.06808208202684753
318,318,318,11-14,6.402518213954643,1.0624879737761836,-0.17928613414432962
319,319,319,11-15,5.314344992043688,-0.3751859524859621,-0.08110892468445602
320,320,320,11-16,5.022959783346423,-0.7601585915910181,0.025424432868897742
321,321,321,11-17,4.9210312340605835,-0.8948246674503705,0.08362541255478803
322,322,322,11-18,6.182543681250994,0.7718617722286358,-0.2037751929982409
323,323,323,11-19,6.126313820161897,0.6975719408512633,-0.10421799714730158
324,324,324,11-20,5.097319710131571,-0.6619156595419899,-0.1708585401518442
325,325,325,11-21,5.766473138466438,0.22215722261967405,0.1444195351153572
326,326,326,11-22,4.720319025662153,-1.1600018496182738,0.11590121191956122
327,327,327,11-23,6.352832226042287,0.996843784152838,-0.10911248358298477
328,328,328,11-24,6.05303082690237,0.60075183305386,0.11110817034218534
329,329,329,11-25,5.104438663898753,-0.6525102321640126,0.10204734953362372
330,330,330,11-26,6.097427790839967,0.6594082640090306,0.3735746263764457
331,331,331,11-27,5.725324409012695,0.16779229776830432,0.08222144477908068
332,332,332,11-28,5.953430538424832,0.4691618114386585,0.1426171744505252
333,333,333,11-29,5.02968352921462,-0.7512753054313525,0.3503770865504549
334,334,334,11-30,6.3273114459455595,0.9631262110825272,0.10241213096487707
335,335,335,12-01,6.047957644679773,0.5940492404355656,0.2154757445744234
336,336,336,12-02,4.971321990164698,-0.8283814695044363,-0.07962575962090739
337,337,337,12-03,6.238790478564107,0.8461739794255823,0.00020983798698109848
338,338,338,12-04,4.613259243341681,-1.3014472137333262,0.09175820161044
339,339,339,12-05,5.392248188217787,-0.2722617197840215,-0.06208644029370415
340,340,340,12-06,6.743068354316938,1.5124163928232806,0.13887690579836331
341,341,341,12-07,5.349288983045947,-0.32901861098929924,-0.19374073379127976
342,342,342,12-08,5.883975107710924,0.3773986070479685,0.04174525533065165
343,343,343,12-09,4.72824374640887,-1.1495318581122762,-0.19955254569966965
344,344,344,12-10,5.6826931788819826,0.11146872099826234,-0.4734875782550434
345,345,345,12-11,4.296420542779987,-1.7200485259659493,-0.6427005375874905
346,346,346,12-12,5.499022281595535,-0.1311938025089615,-0.6957843218434459
347,347,347,12-13,4.580826784007769,-1.3442963669839825,-0.2785382483169124
348,348,348,12-14,5.642900891270709,0.05889590151223596,-0.3671171406336339
349,349,349,12-15,6.623121281008916,1.353944583046925,-0.021114455797098808
350,350,350,12-16,5.280421800574959,-0.42000463290206735,-0.08769695121039918
351,351,351,12-17,5.86775399803983,0.3559675830532618,0.06243494389419755
352,352,352,12-18,5.196645140715741,-0.5306887749887638,-0.020415765851726383
353,353,353,12-19,5.262634410994439,-0.4435049963564021,-0.4006973844263565
354,354,354,12-20,5.266643429345816,-0.4382083569633076,-0.3039426994077689
355,355,355,12-21,4.896113786922609,-0.9277451284008555,-0.4847167148827701
356,356,356,12-22,5.71982264971768,0.1605234772094581,-0.5289710490911894
357,357,357,12-23,5.046788523475004,-0.7286765097967453,-0.6318603801445443
358,358,358,12-24,4.995668908653287,-0.7962147802392799,-0.7483175118417026
359,359,359,12-25,4.795373735980246,-1.0608409826765317,-0.7721452745474291
360,360,360,12-26,4.737766067524769,-1.1369511471462574,-1.164693970680322
361,361,361,12-27,4.787902601448167,-1.0707117046352146,-1.4010433989572544
362,362,362,12-28,3.9371055608498406,-2.194768699587898,-1.3445051146692253
363,363,363,12-29,3.9734333731861065,-2.1467730794583417,
364,364,364,12-30,5.252431360212713,-0.4569850745111054,
365,365,365,12-31,,,
