,unnamed: 0,unnamed: 0,mth_day,neo-noir,neo-noir_norm,neo-noir_ravg
80,80,80,03-21,7.604476585009585,-0.22115690608395785,-0.2894351619467382
81,81,81,03-22,8.672309155015567,0.8766819623638703,0.12128934612488948
82,82,82,03-23,8.837215320127033,1.046222022099104,0.11881809399950816
83,83,83,03-24,8.311938647669093,0.5061849751770064,0.2673660712911079
84,84,84,03-25,7.176664315371327,-0.6609907819181905,0.2570171770726253
85,85,85,03-26,7.875279046496765,0.05725515610881478,0.0452320296113238
86,86,86,03-27,7.544080364975947,-0.2832502713948531,-0.27364401115360315
87,87,87,03-28,7.436329532856043,-0.3940289224039391,-0.4892383741568642
88,88,88,03-29,6.976252485363675,-0.8670342224904576,-0.4847040881845633
89,89,89,03-30,7.053728416599019,-0.7873812028425601,-0.6437340135488798
90,90,90,03-31,7.203126440454162,-0.6337850660843853,-0.7346284360873421
91,91,91,04-01,6.947179274534423,-0.8969243960770842,-0.933670645672706
92,92,92,04-02,7.013619870592012,-0.8286168066256262,-0.873961138566746
93,93,93,04-03,6.274717786489044,-1.5882821799161224,-0.9935111400022936
94,94,94,04-04,7.324717592179729,-0.5087771798546963,-0.9179175261650054
95,95,95,04-05,6.356033760601113,-1.504681211455846,-0.9886576939074752
96,96,96,04-06,7.644291306773963,-0.1802233830606568,-0.8410583717000094
97,97,97,04-07,6.534339154035343,-1.3213654025319028,-0.6899362730924706
98,98,98,04-08,7.875010561486992,0.056979126619168624,-0.5922143494048038
99,99,99,04-09,7.1566674254316425,-0.6815495882708896,-0.4011634528283792
100,100,100,04-10,7.895023431678008,0.07755436227130434,-0.513888500164438
101,101,101,04-11,7.471008147588828,-0.35837583199729817,-0.5294819426049163
102,102,102,04-12,6.9864271312902,-0.8565736670770094,-0.6840560708634583
103,103,103,04-13,6.443335713393829,-1.4149260571747728,-0.7604780128691369
104,104,104,04-14,6.972914853025942,-0.8704656429320842,-0.9048463021072932
105,105,105,04-15,6.710668430048197,-1.1400812403049605,-0.8906477509705645
106,106,106,04-16,7.0524890721002285,-0.7886553731576343,-0.7162327951564916
107,107,107,04-17,7.553870992691755,-0.27318452517692554,-0.4634633819488886
108,108,108,04-18,8.004314050038543,0.18991606780742765,-0.384134386833072
109,109,109,04-19,7.918499801030826,0.10169042207084553,-0.3790516454318258
110,110,110,04-20,7.435879430971418,-0.3944916722371841,-0.3099854305052947
111,111,111,04-21,6.7403313449029545,-1.1095847918974833,-0.2730545733845107
112,112,112,04-22,7.455559992097014,-0.374258083598448,-0.3647680236624975
113,113,113,04-23,7.769399736691684,-0.051599382452221884,-0.4286131769884424
114,114,114,04-24,7.469073703959763,-0.3603646338604932,-0.4375673364453263
115,115,115,04-25,7.5458990335528435,-0.28138049788482417,-0.3309469202321846
116,116,116,04-26,7.3836228928952625,-0.4482166289784872,-0.0607022064752473
117,117,117,04-27,7.3625688498710025,-0.4698622946186334,-0.07960806275899082
118,118,118,04-28,9.03271005764135,1.2472101989431759,-0.1465490767069349
119,119,119,04-29,7.659065025375569,-0.16503452015468312,-0.12274528519238408
120,120,120,04-30,7.078405471941871,-0.7620107175481577,-0.2111419610505001
121,121,121,05-01,7.6848181296027445,-0.13855774879751928,-0.1566211968230399
122,122,122,05-02,6.867739265847073,-0.9785966841271834,-0.30977077952254395
123,123,123,05-03,7.680752416459483,-0.14273770925387222,-0.3627944720697829
124,124,124,05-04,8.138928007162999,0.32831270274615143,-0.3437765574441835
125,125,125,05-05,7.349618379727228,-0.4831766754381173,-0.3680557478340733
126,126,126,05-06,7.1893941565355615,-0.6479032297945608,-0.23116120236055546
127,127,127,05-07,7.5431246023457454,-0.2842328911368579,-0.3640100897047192
128,128,128,05-08,7.666656803824919,-0.1572294112860762,-0.36242151250564175
129,129,129,05-09,6.905445368008619,-0.939831033318855,-0.14829235388749748
130,130,130,05-10,8.148198954959968,0.3378441659406165,-0.06711361072146689
131,131,131,05-11,8.599277667617331,0.8015982762707482,-0.016259459932044796
132,132,132,05-12,7.663153877216962,-0.1608307707983773,-0.01894557177527684
133,133,133,05-13,7.8399097869132275,0.02089201359967471,0.2006830381163552
134,134,134,05-14,7.650980636063047,-0.17334608234546844,0.13413970093147468
135,135,135,05-15,8.187199492522392,0.3779406260309369,0.288991069916525
136,136,136,05-16,7.759851567350878,-0.0614158571686663,0.5887630678513881
137,137,137,05-17,9.502991354923942,1.7307064901810505,0.5540000278959848
138,138,138,05-18,9.41262538257472,1.6378012168108014,0.7883176291741623
139,139,139,05-19,7.6370324392604765,-0.187686226132745,0.9341276638153242
140,140,140,05-20,9.018459818454945,1.2325595253235957,0.9234849602660932
141,141,141,05-21,9.038147888494215,1.252800833877909,0.5131271478754363
142,142,142,05-22,7.697740673979857,-0.1252720784640532,0.4245226878928304
143,143,143,05-23,7.108140252339001,-0.7314403841628898,0.4398955514659278
144,144,144,05-24,8.895529125902797,1.106174456915166,0.17522748102672991
145,145,145,05-25,7.7267485800680324,-0.09544904469416007,-0.0108103364563521
146,146,146,05-26,7.47385508285183,-0.35544889731159185,0.1130214721249602
147,147,147,05-27,7.952429866638418,0.136573928979417,0.2697650556499478
148,148,148,05-28,8.420423986838838,0.6177187730238206,0.13800653490114348
149,149,149,05-29,8.022896917116656,0.20902111698703585,0.1088769511435888
150,150,150,05-30,8.126585464633246,0.31562333242234003,0.42736008086833377
151,151,151,05-31,7.556748122727624,-0.27022654723948825,0.43595907660049305
152,152,152,06-01,9.332524885998913,1.5554498810368782,0.4290529240783647
153,153,153,06-02,8.002613666698942,0.18816790337237294,0.3171836709785734
154,154,154,06-03,8.380119631754466,0.5762818578910502,0.23638376668185765
155,155,155,06-04,7.370027162863406,-0.4621944016117121,0.2657950181267213
156,156,156,06-05,7.655036650279168,-0.16917609335795453,0.06009665402114421
157,157,157,06-06,7.728392394688215,-0.09375903857030587,0.09401923685374912
158,158,158,06-07,8.132067774659225,0.3212596964034153,-0.022274782262913868
159,159,159,06-08,8.200586100624125,0.39170340036800255,0.04220457004652629
160,160,160,06-09,7.701426911654773,-0.12148225680892775,0.14392968975094034
161,161,161,06-10,7.746329120105591,-0.0753182877550711,0.21737676018509025
162,162,162,06-11,8.248705170114196,0.4411746248685301,0.5097400521673531
163,163,163,06-12,8.157030018488117,0.34692338403459305,0.6919889515779004
164,164,164,06-13,9.838302019549227,2.0754394482969927,0.7430163706048192
165,165,165,06-14,9.264191969744843,1.485196796831286,0.9135134977957664
166,166,166,06-15,7.999223290884769,0.18468225735258545,1.0905494911196592
167,167,167,06-16,8.741351563231625,0.9476644753906132,1.4309335932693694
168,168,168,06-17,9.281888482353237,1.5033905848118878,1.2659536310751665
169,169,169,06-18,10.143514051987124,2.389227996932855,1.2722506505266988
170,170,170,06-19,8.875477790461384,1.0855596751317744,1.3600554222663543
171,171,171,06-20,9.30094141991041,1.5229789135404799,1.4822200976757411
172,172,172,06-21,8.511652561300973,0.7115108877905189,1.3570103856862887
173,173,173,06-22,9.454305475079126,1.6806525278469342,1.018426558553965
174,174,174,06-23,8.551163715434893,0.7521323128751727,1.1552545776516299
175,175,175,06-24,8.167536436253695,0.35772503413891205,1.040895002871648
176,176,176,06-25,9.674007080038074,1.906527789717764,1.044827572587239
177,177,177,06-26,8.633538130674967,0.8368214648605881,0.9006267498059692
178,178,178,06-27,8.534603066043427,0.7351063060840636,1.1987160325396635
179,179,179,06-28,8.61274845093109,0.8154475911593171,1.4522620982636572
180,180,180,06-29,10.290814882948029,2.5406680092773377,1.313796116659976
181,181,181,06-30,9.647233073482884,1.879001428482873,1.2987575115000292
182,182,182,07-01,8.865918629662975,1.0757319000956795,1.042110137350054
183,183,183,07-02,8.545772724336478,0.746589833900904,1.0383370714963671
184,184,184,07-03,7.036807170851665,-0.8047779388157845,0.6704444626331636
185,185,185,07-04,8.590728811857598,0.7928091960371924,0.4589032852157826
186,186,186,07-05,8.143791009231345,0.3333123560981205,0.2311457655931269
187,187,187,07-06,8.412677262229447,0.6097543639785876,-0.014281344223030625
188,188,188,07-07,7.53672413032426,-0.2908132176402552,0.3259807745578888
189,189,189,07-08,7.1134583713495365,-0.7259728249960407,0.4804276216622114
190,190,190,07-09,9.022579308545533,1.2367947738697318,0.6662904260178725
191,191,191,07-10,9.492081706600189,1.7194902786631283,0.6866862830097143
192,192,192,07-11,9.228487653234652,1.4484891822320871,0.9793156815845948
193,193,193,07-12,8.53170762824226,0.7321295059296388,1.182798508610147
194,194,194,07-13,9.2445113751755,1.4649631738090267,0.8444414348128959
195,195,195,07-14,8.300985592581844,0.4949241371572718,0.4278950574293727
196,196,196,07-15,7.047925026883291,-0.7933476689137723,0.32264594473828506
197,197,197,07-16,7.061114094839406,-0.7797879856380114,0.38408466572129857
198,198,198,07-17,8.614253085343977,0.8169945060855611,0.13118954246364686
199,199,199,07-18,8.890264439505076,1.1007618318277197,0.18507088084975565
200,200,200,07-19,7.768613642795121,-0.05240756573688308,0.2569039449933955
201,201,201,07-20,8.615437465426611,0.8182121674739246,0.4701041317507868
202,202,202,07-21,7.467143298528332,-0.36234928405193306,0.4950329962827525
203,203,203,07-22,8.305351896363664,0.4994131349063366,0.13491621567799886
204,204,204,07-23,8.759738115500376,0.966567693277355,0.038755356198571865
205,205,205,07-24,6.788620354636008,-1.0599388518008022,-0.3199904706968769
206,206,206,07-25,7.207418185084214,-0.6293727226134449,-0.3833535517746356
207,207,207,07-26,6.521794276125232,-1.334262793898768,-0.5995211499084306
208,208,208,07-27,7.0973559081087005,-0.7425277705184854,-0.5904109089794183
209,209,209,07-28,7.043796261007506,-0.797592453896434,-0.25850511968816564
210,210,210,07-29,8.812905546154504,1.0212291388514292,-0.3252313132223621
211,211,211,07-30,8.725624894181069,0.9314958839467136,-0.1776783703383457
212,212,212,07-31,6.8180036465240486,-1.0297298838186235,-0.002405464622190157
213,213,213,08-01,7.382914296959728,-0.4489451365946692,0.13336574819078664
214,214,214,08-02,8.12024982856854,0.3091096637784478,-0.1858891851313764
215,215,215,08-03,7.836158021613908,0.01703482298142689,-0.09058611544227063
216,216,216,08-04,6.9497314917407325,-0.8943004610815491,-0.0960329531343484
217,217,217,08-05,9.281814284593855,1.5033143020813482,0.08670849866415302
218,218,218,08-06,6.786215863134522,-1.06241090997109,0.09134218080148143
219,219,219,08-07,8.449394705308785,0.6475035741963394,-0.1201800350428724
220,220,220,08-08,8.147292030375201,0.33691175660241834,0.04026043877334925
221,221,221,08-09,6.601712870235097,-1.2520984720846962,-0.28218945729360684
222,222,222,08-10,7.886063234469309,0.06834238181578063,-0.1521456820104157
223,223,223,08-11,7.399994404948907,-0.4313850743203884,-0.020849296472445208
224,224,224,08-12,7.5451522577090575,-0.2821482582719433,0.1867873869251769
225,225,225,08-13,9.215641342211333,1.4352818874241624,0.5687709278342381
226,226,226,08-14,9.359061186846116,1.5827318569881508,0.779348047727658
227,227,227,08-15,8.830971523277364,1.0398027733696709,0.6056595716727133
228,228,228,08-16,9.114992799177653,1.331805101176299,0.3734720295338797
229,229,229,08-17,6.3863472272256425,-1.4735159306500565,-0.028462692771886323
230,230,230,08-18,6.1901041155566805,-1.6752735111049453,-0.2965000839320133
231,231,231,08-19,6.869947453082262,-0.9763264464104336,-0.3092853645716685
232,232,232,08-20,7.7947930716268825,-0.02549248997261119,-0.6291226594786624
233,233,233,08-21,8.75635653481557,0.9630910895317399,-0.375570919193337
234,234,234,08-22,7.2484200784258155,-0.5872186682656647,-0.20392056434017256
235,235,235,08-23,7.866076981234995,0.04779451106189656,-0.005006687054441184
236,236,236,08-24,7.191856803495897,-0.6453713819859582,0.03696541884946886
237,237,237,08-25,8.030810251238718,0.2171568173039547,-0.17848545762855786
238,238,238,08-26,8.039742579268031,0.2263401454508491,-0.3336880069400773
239,239,239,08-27,7.498983692124096,-0.3296141693364201,-0.32155304638949106
240,240,240,08-28,6.3426569002440285,-1.5184339641347813,0.039038818441965314
241,241,241,08-29,7.936896697046157,0.12060427436541413,0.09430809115269496
242,242,242,08-30,9.296273483280393,1.51817980700278,0.2603977978539566
243,243,243,08-31,8.353362118642552,0.5487724535683326,0.4423730919317808
244,244,244,09-01,9.00904328516726,1.2228783856584189,0.7484865014089008
245,245,245,09-02,8.560992798583158,0.7622375951305251,0.9424353793976477
246,246,246,09-03,8.129136928323566,0.3182464927279386,1.0301299085514626
247,247,247,09-04,9.068783724103126,1.2842975422978942,1.4021247820012244
248,248,248,09-05,9.808059377184,2.0443469819256705,1.3874572878015556
249,249,249,09-06,10.524326837571813,2.7807416942669034,1.8122085784632451
250,250,250,09-07,8.923443685024164,1.1348734204604058,1.8959691021055929
251,251,251,09-08,11.039844342408877,3.310745339100659,1.8120529541531083
252,252,252,09-09,8.617963938169805,0.8208096345820258,1.9542687198126856
253,253,253,09-10,8.579048489679536,0.7808006545829849,1.598437493722369
254,254,254,09-11,10.638031593895617,2.8976415758831373,1.2325044884396366
255,255,255,09-12,8.447693279233961,0.6457543377250057,0.6626002484310894
256,256,256,09-13,6.787856071696862,-1.060724611235991,0.6757921941689916
257,257,257,09-14,7.713879157047683,-0.10868010095062454,0.507563788202391
258,258,258,09-15,8.69495222702826,0.8999613090094388,-0.026487937428859725
259,259,259,09-16,7.597266319704226,-0.2285697812166187,-0.17438218690308216
260,260,260,09-17,7.521301936637814,-0.3066687779043674,0.2534142786176343
261,261,261,09-18,7.584581390719131,-0.2416111591203288,0.4474198583841311
262,262,262,09-19,9.284479277590425,1.5060541818883082,0.3148176054203629
263,263,263,09-20,8.846097096081625,1.055353377648356,0.4949092687232228
264,264,264,09-21,7.921084538570044,0.10434779122683,0.5791339670324641
265,265,265,09-22,8.648282543605488,0.8519801986005406,0.7484093939523402
266,266,266,09-23,8.012837873131081,0.19867941195108052,0.3804333721012494
267,267,267,09-24,8.572473982401231,0.7740414023989275,0.1005855140087316
268,268,268,09-25,7.13696860508502,-0.7018019492182366,-0.0009715931328257756
269,269,269,09-26,7.212903012107702,-0.6237337709067505,-0.1756297738976772
270,270,270,09-27,7.328396541243071,-0.5049948516225143,-0.4043301815574855
271,271,271,09-28,7.628976162319914,-0.195968885988568,-0.5943441844375269
272,272,272,09-29,6.678140672522387,-1.1735230340077694,-0.7179347795212868
273,273,273,09-30,7.463550914377272,-0.3660426148813207,-0.6824052398165272
274,274,274,10-01,6.415693015907983,-1.4433455197207965,-0.782968959775327
275,275,275,10-02,7.42025365773225,-0.4105565326781924,-1.0036084865971666
276,276,276,10-03,6.741505958557875,-1.1083771713753128,-0.8151727976953289
277,277,277,10-04,6.341322319433957,-1.5198060469196062,-0.7270616831704699
278,278,278,10-05,7.777852688979161,-0.04290890059674265,-0.4542782946188162
279,279,279,10-06,7.977768003459923,0.16262407226783382,-0.3896701397908673
280,280,280,10-07,8.007658805553707,0.19335481158912665,-0.1653143718164434
281,281,281,10-08,7.797307307385672,-0.02290760371049944,0.09311756525298973
282,282,282,10-09,8.050847811158791,0.2377574364712307,0.25288007944965946
283,283,283,10-10,7.849532936476389,0.030785575496992606,0.1392223729761595
284,284,284,10-11,8.710227854561237,0.9156661845832759,0.37764346986780417
285,285,285,10-12,7.314460822637416,-0.5193221665731661,0.17811178007073591
286,286,286,10-13,9.399086017439943,1.6238813929389948,0.07367141762449764
287,287,287,10-14,6.63283895103271,-1.2200977424929091,0.07172731893295965
288,288,288,10-15,7.441333115431164,-0.38888473820619895,-0.044250495654271166
289,289,289,10-16,7.838187162728742,0.01912098334776473,0.1294288404988151
290,290,290,10-17,8.033380506337227,0.21979929705989104,0.09457629717250544
291,291,291,10-18,8.328054659828634,0.5227538503453514,0.5464998289972088
292,292,292,10-19,9.195686327479997,1.4147661329811372,0.7170137326007219
293,293,293,10-20,9.270267886939363,1.4914434484553112,0.7401111910941075
294,294,294,10-21,8.436453465819877,0.6341986834148793,0.6744773076321623
295,295,295,10-22,7.97298409425916,0.15770573430807885,0.6155417831471487
296,296,296,10-23,7.650340697103294,-0.17400400371178068,0.5642964775483638
297,297,297,10-24,7.984106521076031,0.16914070343526985,0.5361372659438574
298,298,298,10-25,8.896618360671754,1.107294299388428,0.7023576663759733
299,299,299,10-26,9.105930528364173,1.322488178828273,0.921713172994723
300,300,300,10-27,9.406516901259,1.6315210860075744,1.059890819353604
301,301,301,10-28,9.253144386136064,1.4738387740205767,1.1678524859831552
302,302,302,10-29,8.45674642094542,0.6550618744415058,1.269587170629045
303,303,303,10-30,8.614171572983825,0.8169107032125755,0.9717165554617953
304,304,304,10-31,9.490342701573052,1.7177024072637683,0.7492235005003273
305,305,305,11-01,7.367555506319177,-0.4647355121752262,0.5705907659973773
306,306,306,11-02,8.108045855008497,0.2965627562387672,0.6002942623300324
307,307,307,11-03,8.210642481055011,0.4020423670028771,0.701660245330053
308,308,308,11-04,8.630096236143201,0.8332828524374363,0.6055329317397607
309,309,309,11-05,9.2057441684657,1.4251066012126985,0.8390807287790012
310,310,310,11-06,8.929343017908979,1.1409385257220157,0.7894155532394548
311,311,311,11-07,8.730542105714658,0.9365512700602168,0.7996581794655288
312,312,312,11-08,7.818199538429233,-0.0014282969985106142,0.7648311465175223
313,313,313,11-09,8.270418520331503,0.4634981243593211,0.3983616879415566
314,314,314,11-10,8.426845424931903,0.6243206547493979,0.3309752363771131
315,315,315,11-11,7.0670258099155925,-0.7737101502430959,0.3454783773041849
316,316,316,11-12,8.536075208803004,0.736619816335355,0.3974513934046601
317,317,317,11-13,8.815182538993596,1.0235701156226469,0.2394005015800018
318,318,318,11-14,8.121514428884872,0.31040979960434184,0.2272989874916081
319,319,319,11-15,7.348032395048037,-0.4848072265886296,0.14188364954136082
320,320,320,11-16,8.356220902911236,0.551711570219036,-0.06472864252358551
321,321,321,11-17,6.568541292035673,-1.28620217794458,0.02200881839963838
322,322,322,11-18,7.330284407412609,-0.503053936054323,0.07887129449529627
323,323,323,11-19,9.321382975917775,1.54399488116199,0.247838735917143
324,324,324,11-20,8.453364242539099,0.6515846561782892,0.2607658068975824
325,325,325,11-21,8.334127581179992,0.5289974219424508,0.7079172243115045
326,326,326,11-22,8.431663380807151,0.6292739961016723,0.9169681991868158
327,327,327,11-23,9.178120134406297,1.3967063265389523,0.5160443361174294
328,328,328,11-24,8.55030737897477,0.7512519131975451,0.491908268045115
329,329,329,11-25,6.9815884684592975,-0.8615482972543282,0.5059590531922276
330,330,330,11-26,8.312505978142223,0.5067682477444029,0.4192550179980234
331,331,331,11-27,8.416128062919848,0.6133021328251258,0.155545969017154
332,332,332,11-28,7.925658016674522,0.10904978493644717,0.17346064318534568
333,333,333,11-29,7.639112254833534,-0.1855479673462636,0.4285674196866121
334,334,334,11-30,8.654857544436956,0.8587399582066949,0.2953297267155368
335,335,335,12-01,8.470393424850228,0.6690923617532697,0.2952577998172426
336,336,336,12-02,7.534929857296038,-0.2926579100820481,0.3739639064108223
337,337,337,12-03,8.415708297031433,0.6128705714353605,0.3446167921053
338,338,338,12-04,8.38498741278789,0.5812864244979254,0.006528107307005797
339,339,339,12-05,7.4678422876728785,-0.3616306531793974,-0.3393955977280502
340,340,340,12-06,6.681769582875528,-1.1697921505830702,-0.3259571548292817
341,341,341,12-07,6.451580229636072,-1.4064498684570663,-0.5083842154306337
342,342,342,12-08,7.613356705332996,-0.2120272526894368,-0.6455314231405987
343,343,343,12-09,7.351062677937998,-0.4816917921727519,-0.6637530735923822
344,344,344,12-10,7.584595336206737,-0.2415968217618648,-0.5297769244138386
345,345,345,12-11,7.361500606443161,-0.4709605558900983,-0.29947411297602017
346,346,346,12-12,7.463655339384217,-0.36593525551180817,-0.21254911499189186
347,347,347,12-13,7.795629070054419,-0.024632999830155884,0.13283749997402036
348,348,348,12-14,8.120651609874269,0.3095227352153334,0.06415426225090369
349,349,349,12-15,9.366741411700614,1.5906278976227213,0.1595548033628582
350,350,350,12-16,7.183759473884419,-0.6536962481005647,0.13668202275954974
351,351,351,12-17,7.9182588407707755,0.10144269078162887,0.2494727055203753
352,352,352,12-18,7.330169629613278,-0.5031719391316588,0.2364126613904417
353,353,353,12-19,8.453876294342482,0.6521110967347971,-0.04232689793393899
354,354,354,12-20,8.044433099735112,0.2311624704357321,-0.02233720977934284
355,355,355,12-21,7.740015367195476,-0.0818094583235631,-0.06751882632675249
356,356,356,12-22,7.3004194356832945,-0.5337581191729878,-0.248967607269874
357,357,357,12-23,7.654578606258447,-0.16964700850282904,-0.649468615280487
358,358,358,12-24,6.2712332575413665,-1.5918646247903876,-0.8648310997546611
359,359,359,12-25,6.116549572005085,-1.7508949513288818,-1.017595599179382
360,360,360,12-26,6.787576113404829,-1.0610124364093114,-1.1596230320396417
361,361,361,12-27,6.848480665439037,-0.9983964548718868,-1.404668301083276
362,362,362,12-28,6.471546330523798,-1.3859227163345451,-1.2896634281907131
363,363,363,12-29,6.224492678727232,-1.6399186227646376,
364,364,364,12-30,6.942402511137053,-0.9018353874350103,
365,365,365,12-31,,,
