,unnamed: 0,unnamed: 0,mth_day,bill murray,bill murray_norm,bill murray_ravg
54,54,54,02-24,0.05420926068401132,0.6119647496381242,0.7789178465731031
55,55,55,02-25,0.02388118301728696,-0.2777308156705472,0.5516851736823023
56,56,56,02-26,0.109280749137513,2.2275257354168887,0.17015878257214104
57,57,57,02-27,0.0,-0.9783021759225332,0.5539874275861406
58,58,58,02-28,0.030275942344150764,-0.09013603710107232,0.6152371949496965
59,59,59,02-29,0.09575039032006244,1.8306031091559865,0.5540328251833284
60,60,60,03-01,0.06673660896427112,0.9794633538194604,0.13835824785942286
61,61,61,03-02,0.011363119858188251,-0.6449570342687561,0.379375910665455
62,62,62,03-03,0.024263280083667682,-0.26652172852654504,0.2480900518017604
63,63,63,03-04,0.049295080350980944,0.46780380091366003,-0.11960984340536697
64,64,64,03-05,0.0034241884673332393,-0.8778511902832404,-0.16286721260777173
65,65,65,03-06,0.02054513080399944,-0.3755962620867776,-0.21842473621673456
66,66,66,03-07,0.05788922630451687,0.7199191386050319,-0.33705481078273264
67,67,67,03-08,0.0,-0.9783021759225332,-0.24345529015458564
68,68,68,03-09,0.0,-0.9783021759225332,0.2014806609691465
69,69,69,03-10,0.06843888847051734,1.029400924682542,0.4783069831511718
70,70,70,03-11,0.09442645446862633,1.7917645164591522,0.19527009739657766
71,71,71,03-12,0.0771641172979965,1.2853616710053744,0.9071427440833141
72,72,72,03-13,7.930164461608259e-18,-0.9783021759225328,1.2064866812884063
73,73,73,03-14,0.14559853792263175,3.2929337041978863,0.9172246398549988
74,74,74,03-15,0.061224489795918366,0.8177614473080198,0.5689347127933132
75,75,75,03-16,0.009276437847866418,-0.7061713239179038,0.2476095427673396
76,76,76,03-17,0.023191094619666047,-0.2979750459109601,0.5381794871225737
77,77,77,03-18,0.011443829868395958,-0.6425893491504671,0.19647498069162692
78,78,78,03-19,0.05942995458427802,0.7651174902088715,-0.048044059589455484
79,79,79,03-20,0.07571008699046124,1.2427066656122068,0.07029636838956925
80,80,80,03-21,0.011213276519398999,-0.6493527943784749,0.20580416895783
81,81,81,03-22,0.03348047683023055,0.0038712439562445054,0.3475415415270866
82,82,82,03-23,0.05090635763992437,0.5150717574986043,0.4693757569803371
83,83,83,03-24,0.040433220472359435,0.2078348862650728,0.37143043365484
84,84,84,03-25,0.08434857411756973,1.4961227829283743,0.4191205837188756
85,85,85,03-26,0.05567743657338837,0.655034725659224,0.2554250137390793
86,86,86,03-27,0.020967291025999445,-0.3632118939942614,0.24905338136745986
87,87,87,03-28,1.5860328923216518e-17,-0.9783021759225328,0.05136387100285892
88,88,88,03-29,0.04960317460317461,0.4768419632688872,-0.35005115748385274
89,89,89,03-30,1.5860328923216518e-17,-0.9783021759225328,-0.4213476686886221
90,90,90,03-31,0.002247595073271616,-0.9123673879918957,-0.4600672854762589
91,91,91,04-01,0.04109523870595577,0.22725565843060844,-0.33633413976948856
92,92,92,04-02,0.01304800993064738,-0.5955295947200826,-0.5788581629680585
93,93,93,04-03,0.025307005672043303,-0.235903301681911,-0.3385807608149332
94,94,94,04-04,2.3790493384824785e-17,-0.9783021759225324,-0.3495698921367061
95,95,95,04-05,0.04914367564503173,0.4633622369962187,-0.4041416999395828
96,96,96,04-06,1.5860328923216518e-17,-0.9783021759225328,-0.4679371301399912
97,97,97,04-07,0.029933726229145818,-0.10017518838665222,-0.4125786515189853
98,98,98,04-08,1.5860328923216518e-17,-0.9783021759225328,-0.3926901746167271
99,99,99,04-09,0.03662941507540197,0.0962475700441244,-0.4555831026360051
100,100,100,04-10,0.004067768542525766,-0.8589713145089822,-0.3726016522656319
101,101,101,04-11,0.03628025350358534,0.08600466888055018,-0.23645099989605056
102,102,102,04-12,0.01697210576197699,-0.4804134737002935,0.07827936103699913
103,103,103,04-13,0.05778047102891744,0.7167287258308359,-0.10081226329077712
104,104,104,04-14,0.06437145830085454,0.9100799896757656,-0.12070074019303555
105,105,105,04-15,0.0,-0.9783021759225332,-0.2227785634576772
106,106,106,04-16,0.0,-0.9783021759225332,-0.056458628567115275
107,107,107,04-17,0.01540238737004236,-0.5264622707072996,-0.2256696864752522
108,108,108,04-18,0.05098934109214622,0.5175061356430781,-0.2839129893606583
109,109,109,04-19,0.02317191745345171,-0.2985376216179857,-0.1897796757741513
110,110,110,04-20,0.05245901892933329,0.5606201723633292,0.3750202057448906
111,111,111,04-21,0.019252984212552945,-0.4135022944034913,0.299713554875685
112,112,112,04-22,0.11551790527531768,2.410497113191718,0.05041216961474978
113,113,113,04-23,0.0,-0.9783021759225332,0.01000103764405715
114,114,114,04-24,0.0,-0.9783021759225332,0.5276520768013543
115,115,115,04-25,0.014906672598046315,-0.5410044134421416,0.7564367828589988
116,116,116,04-26,0.15833362277346738,3.666526407307112,0.25619043062016805
117,117,117,04-27,0.0660460712290157,0.9592059419423756,0.8497762755936163
118,118,118,04-28,0.013203063110641705,-0.5909810002412668,1.1258131265781175
119,119,119,04-29,0.12140546706205432,2.5832128939181564,1.4371045283114503
120,120,120,04-30,0.0564575168088975,0.6779189299844756,1.0505302174698243
121,121,121,05-01,0.07857476431530643,1.3267439969578552,0.9103899177612146
122,122,122,05-02,0.07926799956269362,1.347080542257354,0.9404138420835912
123,123,123,05-03,0.037383328199654765,0.11836414369071795,0.6087692107287808
124,124,124,05-04,0.019343823686825856,-0.4108374543070069,0.3327323597442795
125,125,125,05-05,0.053574551434248836,0.5933451057892939,0.17141791080704502
126,126,126,05-06,4.758098676964956e-17,-0.9783021759225315,-0.0049394384607071035
127,127,127,05-07,0.04558129558129561,0.35885730333444843,-0.039811805238520785
128,128,128,05-08,0.04319782279047797,0.2889364466508413,0.04451581389134681
129,129,129,05-09,0.03025092096307534,-0.09087005697616414,0.061400735144118875
130,130,130,05-10,0.036591259880575634,0.09512826047219868,0.1727304827962112
131,131,131,05-11,0.057028006007597866,0.6946546333059263,0.3357651479358202
132,132,132,05-12,0.022770152162586568,-0.3103236900099777,0.2610214382263621
133,133,133,05-13,0.07892659826361484,1.3370652941721024,0.11311608506863408
134,134,134,05-14,0.027910573163369232,-0.15952581160590756,-0.0022340116117844527
135,135,135,05-15,3.5685740077237183e-17,-0.978302175922532,-0.2333939144441668
136,136,136,05-16,0.012998830105290562,-0.5969723196103126,-0.13688025950890856
137,137,137,05-17,0.009749122578967923,-0.6923047836883678,-0.3802301058555896
138,138,138,05-18,0.04250998500143248,0.2687582396015718,-0.13846601779175186
139,139,139,05-19,0.029154518950437323,-0.1230337839079839,0.1763782522672013
140,140,140,05-20,0.07735831906023236,1.2910587167771193,0.1128232762151646
141,141,141,05-21,0.06439475601044459,0.9107634444311868,0.1568678092512266
142,142,142,05-22,7.930164461608259e-18,-0.9783021759225328,0.19464000186213004
143,143,143,05-23,0.018757503001200486,-0.4280375854719959,0.4009448729834151
144,144,144,05-24,0.05023549046069716,0.4953913952669926,0.1613032136469417
145,145,145,05-25,0.07134982978500902,1.1147954428197269,-0.02654665880985128
146,146,146,05-26,0.028344671201814057,-0.1467912392417216,0.02827823811415825
147,147,147,05-27,0.025974025974025983,-0.2163357903095711,0.05410509396094699
148,148,148,05-28,0.01121327651939897,-0.6493527943784757,-0.13757465669584926
149,149,149,05-29,0.024039841728405124,-0.27307645039126344,-0.1724899851808163
150,150,150,05-30,0.011031439602868173,-0.6546871086737848,-0.19896130713507432
151,151,151,05-31,0.06420863563720705,0.9053034719099244,-0.037849096833511835
152,152,152,06-01,0.022930520522815863,-0.3056191709672699,-0.01987655848466152
153,153,153,06-02,0.05892613105991469,0.7503374714998038,-0.13741417940653974
154,154,154,06-03,0.0148891802341017,-0.5415175642853738,-0.19135002394799785
155,155,155,06-04,0.0,-0.9783021759225332,-0.3521054270947451
156,156,156,06-05,0.0,-0.9783021759225332,-0.3767649070953301
157,157,157,06-06,0.031329507930493154,-0.0592289469705591,-0.5757810574975374
158,158,158,06-07,0.017886943907352067,-0.4535760509707796,-0.517287292241848
159,159,159,06-08,0.018221574344023318,-0.44375943091344,-0.4016466983988212
160,160,160,06-09,0.02685284640171858,-0.19055497275123795,-0.4016466983988212
161,161,161,06-10,0.023651844843897814,-0.2844586128643725,-0.4476983939994241
162,162,162,06-11,0.0,-0.9783021759225332,-0.4362194355784629
163,163,163,06-12,0.021910604732690624,-0.3355391205741757,-0.5253098930799786
164,164,164,06-13,0.020234722784297856,-0.3847023004450132,-0.2768978285430454
165,165,165,06-14,0.0,-0.9783021759225332,-0.2445750263018256
166,166,166,06-15,0.07766029569374906,1.299917414470361,-0.2445750263018256
167,167,167,06-16,0.030262792419686525,-0.09052179941705353,-0.1991980129329824
168,168,168,06-17,0.0,-0.9783021759225332,-0.29813132551256905
169,169,169,06-18,0.031191515907673106,-0.06327704036111631,-0.15616604364023542
170,170,170,06-19,0.0,-0.9783021759225332,-0.5358693087057177
171,171,171,06-20,0.02903600464576073,-0.1265104846885314,-0.507094550232302
172,172,172,06-21,0.0,-0.9783021759225332,-0.2213728176793349
173,173,173,06-22,0.03614806246385193,0.08212675142344095,-0.3431750646621257
174,174,174,06-23,0.05843835509912465,0.7360282193952692,-0.3431750646621257
175,175,175,06-24,0.006279434850863421,-0.7940905222578609,-0.28457890946755504
176,176,176,06-25,0.0,-0.9783021759225332,-0.20875253993152568
177,177,177,06-26,0.04102061251617866,0.22506644647889232,-0.22321014270560435
178,178,178,06-27,0.015508684863523562,-0.5233439587063573,-0.2457213136319979
179,179,179,06-28,0.03319106469807268,-0.004618865221031129,-0.02757579235527363
180,180,180,06-29,0.0538341698012849,0.6009611938369083,0.1163395620702514
181,181,181,06-30,0.05089650097931982,0.5147826054024843,-0.044265757840861286
182,182,182,07-01,0.02943485086342228,-0.11481004936938287,0.08694210739712821
183,183,183,07-02,0.008172181170361326,-0.7385654729877839,0.1360445924767024
184,184,184,07-03,0.04234448678893122,0.2639032327215797,0.35932338268686353
185,185,185,07-04,0.043233942548807004,0.289996045256414,1.0278567296208967
186,186,186,07-05,0.09950113783979596,1.940633935097875,1.0254668042685473
187,187,187,07-06,0.1876308990758836,4.525982687006684,1.4153183200603372
188,188,188,07-07,0.02894604203130062,-0.12914960148347931,1.2082840852863184
189,189,189,07-08,0.08790808754405396,1.6005436217629565,0.9969010484231604
190,190,190,07-09,0.0,-0.9783021759225332,0.5104116965864259
191,191,191,07-10,0.0,-0.9783021759225332,-0.4069691139017767
192,192,192,07-11,0.0,-0.9783021759225332,-0.5484945429749523
193,193,193,07-12,0.0,-0.9783021759225332,-0.978302175922534
194,194,194,07-13,0.0,-0.9783021759225332,-0.978302175922534
195,195,195,07-14,0.0,-0.9783021759225332,-0.8939750923129591
196,196,196,07-15,0.0,-0.9783021759225332,-0.8286120765154784
197,197,197,07-16,0.01724732666436696,-0.4723396742650834,-0.5980962913047189
198,198,198,07-17,0.013368626507312594,-0.5861240811376485,-0.5869953824234112
199,199,199,07-18,0.04714714275226742,0.40479253534202375,-0.5869953824234112
200,200,200,07-19,0.002270456815911352,-0.9116967226346868,-0.4583046064101674
201,201,201,07-20,0.0,-0.9783021759225332,-0.4277134713709296
202,202,202,07-21,0.026320984404816703,-0.2061575198430703,-0.3826756673351312
203,203,203,07-22,0.023504098231356005,-0.2887928640296568,-0.6131914525458907
204,204,204,07-23,0.02258015956646088,-0.31589725692285764,-0.6242923614271984
205,205,205,07-24,0.0,-0.9783021759225332,-0.5657099949320731
206,206,206,07-25,0.0,-0.9783021759225332,-0.5862257988858972
207,207,207,07-26,0.01198178768272219,-0.6268079769517823,-0.3585036585527405
208,208,208,07-27,0.0221249093429544,-0.3292523435660146,-0.08430191010830987
209,209,209,07-28,0.07007985983624103,1.0775399779692836,0.12778387536088467
210,210,210,07-29,0.07866234484939515,1.329313233743726,0.1631315062724171
211,211,211,07-30,0.043377674956622266,0.2942125368926342,0.21153842155905192
212,212,212,07-31,0.007229612492770376,-0.7662163904533386,0.5661461498175097
213,213,213,08-01,0.021882401400473626,-0.3363664852319733,0.30708330036858555
214,214,214,08-02,0.09465244219704026,1.7983940259847315,0.1894940376119928
215,215,215,08-03,0.01709401709401703,-0.4768371187242608,0.0971973126423228
216,216,216,08-04,0.054611940872721226,0.6237776572041696,0.14266024408500574
217,217,217,08-05,0.024500326215696703,-0.25956781292538594,0.03567096230324579
218,218,218,08-06,0.01652809639791803,-0.4934388017972408,-0.4271117380146317
219,219,219,08-07,0.0,-0.9783021759225332,-0.2840063016026069
220,220,220,08-08,0.0,-0.9783021759225332,-0.4809825879619543
221,221,221,08-09,0.04636321630731384,0.38179549974788746,-0.3286759613229965
222,222,222,08-10,0.01432459533018186,-0.5580800609519143,-0.2897098380406817
223,223,223,08-11,0.05565143485538418,0.65427194690836,-0.2591823386170856
224,224,224,08-12,0.024497795198432086,-0.25964206210335217,0.7455202841505523
225,225,225,08-13,0.006243756243756228,-0.7951371793809562,0.5255617936479764
226,226,226,08-14,0.205490734336888,5.049913560683294,0.5369639729044831
227,227,227,08-15,0.0013753455555708274,-0.9379554432675676,0.4765043624436306
228,228,228,08-16,0.016656670648156086,-0.4896669854128745,0.35672767680710044
229,229,229,08-17,0.04328569650675835,0.2915142841432462,0.40461890143358575
230,230,230,08-18,0.0,-0.9783021759225332,-0.3898418154801476
231,231,231,08-19,0.01603889631184913,-0.5077898316220444,-0.2798596755320405
232,232,232,08-20,0.043000548265013726,0.2831492592008936,-0.3509265961538828
233,233,233,08-21,0.02386987298063337,-0.2780626035789254,-0.5625626728315126
234,234,234,08-22,0.0021214306928592553,-0.916068509143928,-0.12692700538127485
235,235,235,08-23,0.0,-0.9783021759225332,0.8150866327931526
236,236,236,08-24,0.08910008910008907,1.635511828778894,0.8970664606823657
237,237,237,08-25,0.2087079208343377,5.144291997424522,1.1725955579198115
238,238,238,08-26,0.05976779327066565,0.7750282265361718,1.1622232801233774
239,239,239,08-27,0.0802235394680722,1.3751119798457492,1.1622232801233774
240,240,240,08-28,0.0,-0.9783021759225332,0.7988679700527751
241,241,241,08-29,0.0,-0.9783021759225332,-0.20951766594179447
242,242,242,08-30,0.014783422855171676,-0.5446200316447194,-0.3576853860731317
243,243,243,08-31,0.00246390380919528,-0.9060218185428974,-0.7499210787011789
244,244,244,09-01,0.029463210675928463,-0.1139780942518511,-0.5773986966375527
245,245,245,09-02,0.0,-0.9783021759225332,-0.5344159774491292
246,246,246,09-03,0.0352858151023288,0.05683211645922327,-0.4992395368577063
247,247,247,09-04,0.008791208791208772,-0.7204058607919926,-0.10774869313039352
248,248,248,09-05,0.02197802197802193,-0.3335613880961821,-0.2518027067421738
249,249,249,09-06,0.08253510014198208,1.4429232438209796,-0.12989061828230206
250,250,250,09-07,0.0,-0.9783021759225332,-0.1684640832074894
251,251,251,09-08,0.024934546814611568,-0.24682964516330244,-0.03284824621132785
252,252,252,09-09,0.027396426288393026,-0.1746086730919007,-0.14030504418238635
253,253,253,09-10,0.03652856838452403,0.09328916118497667,-0.5438426141396384
254,254,254,09-11,0.0,-0.9783021759225332,-0.5438426141396383
255,255,255,09-12,0.0,-0.9783021759225332,-0.5773128935698324
256,256,256,09-13,0.0,-0.9783021759225332,-0.6449304539360128
257,257,257,09-14,0.018088906977795832,-0.4476513217444664,-0.3865319166503021
258,258,258,09-15,0.01356668023334687,-0.5803140352889831,-0.0916588851808992
259,259,259,09-16,0.0893785400827653,1.6436803848992414,0.004530064409562144
260,260,260,09-17,0.06031006031006018,0.7909360128938842,0.004530064409562144
261,261,261,09-18,0.01967342120794797,-0.40116847837976494,-0.08391174462011564
262,262,262,09-19,0.0,-0.9783021759225332,-0.05230070740833651
263,263,263,09-20,0.0,-0.9783021759225332,-0.4892978008786322
264,264,264,09-21,0.0200320512820512,-0.3906478120183083,-0.7841708323480351
265,265,265,09-22,0.0,-0.9783021759225332,-0.6610601942424587
266,266,266,09-23,0.0,-0.9783021759225332,-0.1650713966346629
267,267,267,09-24,0.0448531060775958,0.33749535025369404,-0.1650713966346629
268,268,268,09-25,0.10144404914813067,1.997630609724241,-0.26301379061870034
269,269,269,09-26,0.0,-0.9783021759225332,-0.15006943439774426
270,270,270,09-27,0.0,-0.9783021759225332,0.07227128779638964
271,271,271,09-28,0.023100386296512117,-0.3006360385967965,-0.14702829989964822
272,272,272,09-29,0.04547510600779358,0.3557421572422702,-0.4696996814250915
273,273,273,09-30,0.0,-0.9783021759225332,-0.3397116193633271
274,274,274,10-01,0.03544842254519669,0.06160232057158205,-0.2179967996550086
275,275,275,10-02,0.026586316908897508,-0.19837380355194684,-0.2364439717305617
276,276,276,10-03,0.024894199651481114,-0.2480132576726221,-0.4587846939246956
277,277,277,10-04,0.01932740626207953,-0.4113190710501155,0.2644822154958915
278,278,278,10-05,0.0,-0.9783021759225332,0.6271991061133314
279,279,279,10-06,0.14792899408284016,3.3612992806009903,0.7313610333862591
280,280,280,10-07,0.10963451355394724,2.237903664276221,0.7274053791316599
281,281,281,10-08,0.04789044256778882,0.4265977600856191,0.7582222450982786
282,282,282,10-09,0.024085153990466245,-0.27174718320021685,0.9647517922608638
283,283,283,10-10,0.025630346330054732,-0.2264178752504037,0.44153743225448144
284,284,284,10-11,0.04224126358085545,0.2608751070529782,0.2816489005953249
285,285,285,10-12,0.040916530278232326,0.22201312056269493,0.2584480200896289
286,286,286,10-13,0.07693268612945021,1.2785724743212814,0.1406888546359095
287,287,287,10-14,0.04314519172008551,0.2873924770514428,0.20826764155264849
288,288,288,10-15,0.0,-0.9783021759225332,0.4991204839886554
289,289,289,10-16,0.03945216209367142,0.17905484625003007,0.49858984062150896
290,290,290,10-17,0.1017290790018061,2.0059921616690204,0.12244406558087315
291,291,291,10-18,0.04080799836767997,0.21882926035981587,0.08152153582000778
292,292,292,10-19,0.0,-0.9783021759225332,0.28290053372339624
293,293,293,10-20,0.03477535123104737,0.04185729848625043,0.0900076966946357
294,294,294,10-21,0.04118782734457378,0.22997181149779755,-0.40737469290395656
295,295,295,10-22,0.0,-0.9783021759225332,-0.24874136616785306
296,296,296,10-23,0.0,-0.9783021759225332,0.002308562475566952
297,297,297,10-24,0.07325310009490459,1.1706292207764368,0.16117241344942426
298,298,298,10-25,0.051346968767783135,0.527997395937987,0.02375579529071329
299,299,299,10-26,0.06726760182981369,0.9950404043293941,0.2259235844254521
300,300,300,10-27,0.013082155939298729,-0.5945278974544681,0.3797320293115625
301,301,301,10-28,0.041349157956931684,0.2347045588859,0.30616928155572143
302,302,302,10-29,0.03145827389182732,-0.0554515066058702,0.455224451740711
303,303,303,10-30,0.058207391331304474,0.7292527342413896,0.14881452336630854
304,304,304,10-31,0.08183306055646469,1.4223284170479242,0.2197351536271437
305,305,305,11-01,0.004597912547703328,-0.8434191659170204,0.16111652208733007
306,306,306,11-02,0.027587475286219958,-0.16900411588945752,0.0073080772012195875
307,307,307,11-03,0.029359953024075056,-0.11700723035298155,-0.18491466744983304
308,308,308,11-04,0.0,-0.9783021759225332,-0.4417000500595096
309,309,309,11-05,0.0188922825025976,-0.42408373366492624,-0.2403122226207232
310,310,310,11-06,0.029313025629030424,-0.11838387861013455,-0.3751952326262358
311,311,311,11-07,0.04578754578754567,0.3649077987156976,-0.3502882813727777
312,312,312,11-08,0.0,-0.9783021759225332,-0.20700152444559064
313,313,313,11-09,0.034454144665644865,0.03243447716776671,-0.2993712648218585
314,314,314,11-10,0.0293062845009896,-0.11858163435941098,-0.3083699835767685
315,315,315,11-11,0.0,-0.9783021759225332,-0.2866227744635781
316,316,316,11-12,0.0274725274725274,-0.17237619113959482,-0.10043525322659567
317,317,317,11-13,0.050235478806907256,0.4953910533948401,0.13570305943548405
318,318,318,11-14,0.03808073115003799,0.1388229514993618,0.16343780304298094
319,319,319,11-15,0.08275125684032547,1.4492643531402452,0.52593197381324
320,320,320,11-16,0.034978841436145464,0.04782682728557042,0.4898946330302631
321,321,321,11-17,0.07414053836072174,1.196662848699021,0.3753239703851625
322,322,322,11-18,0.020101849370142016,-0.38860023583745584,0.18913644914817995
323,323,323,11-19,0.026802465826856026,-0.1920329224757633,-0.21545797236228306
324,324,324,11-20,0.0,-0.9783021759225332,-0.386479472896967
325,325,325,11-21,0.0,-0.9783021759225332,-0.7489736436672261
326,326,326,11-22,0.0,-0.9783021759225332,-0.8472573003480722
327,327,327,11-23,0.0,-0.9783021759225332,-0.9521569696035416
328,328,328,11-24,0.0,-0.9783021759225332,-0.8867939538060611
329,329,329,11-25,0.005347450602925031,-0.8214309380085794,-0.6559628186247195
330,330,330,11-26,0.013368626507312577,-0.5861240811376491,-0.16359394780829378
331,331,331,11-27,0.04721164093865565,0.4066846351655157,-0.00929294924896808
332,332,332,11-28,0.10070366945990482,1.9759110489760208,0.1347059112529178
333,333,333,11-29,0.03155901535872078,-0.05249618456657885,0.21986649052442225
334,334,334,11-30,0.02945193027036732,-0.11430901291121776,0.3266605085284739
335,335,335,12-01,0.02276525122819865,-0.31046746237955275,0.5401187492757634
336,336,336,12-02,0.03521109081977489,0.054640026886660996,0.22288903317421768
337,337,337,12-03,0.09087002268010083,1.6874340796492524,0.4858019368054862
338,338,338,12-04,0.035821020765689764,0.0725327523667469,0.3688587466945159
339,339,339,12-05,0.08533230549407231,1.5249812372210323,0.4493257957919605
340,340,340,12-06,0.005533666828987495,-0.8159681535770403,0.2771687619904281
341,341,341,12-07,0.039223089233445384,0.1723348322051146,-0.12531280147939125
342,342,342,12-08,0.0,-0.9783021759225332,-0.054285854337553306
343,343,343,12-09,0.008550906396077943,-0.7274553011696637,-0.16707291157660428
344,344,344,12-10,0.05034808498861172,0.4986944352177746,-0.19412858196751973
345,345,345,12-11,0.06226409138719088,0.8482588937867265,-0.15764351246857208
346,346,346,12-12,0.0,-0.9783021759225332,0.013549915671594543
347,347,347,12-13,0.046685340802987765,0.39124524919880055,-0.02825789678721702
348,348,348,12-14,0.0350140056022408,0.04885839291846657,-0.27442399864393496
349,349,349,12-15,0.0,-0.9783021759225332,-0.3781413071552828
350,350,350,12-16,0.0,-0.9783021759225332,-0.3403453554879733
351,351,351,12-17,0.04105090311986854,0.2259550427186393,-0.3988473043415155
352,352,352,12-18,0.0077303648732219895,-0.7515264659186761,-0.5700407324816822
353,353,353,12-19,0.034720000853005625,0.04023355607754738,-0.5700407324816822
354,354,354,12-20,0.0,-0.9783021759225332,-0.5043951322174077
355,355,355,12-21,0.0,-0.9783021759225332,-0.510121626073241
356,356,356,12-22,0.01342642320085925,-0.5844285743368868,-0.29571263433849443
357,357,357,12-23,0.03987966956185384,0.19159607958364006,-0.40310526942078057
358,358,358,12-24,0.05158320267973236,0.5349274844898025,-0.2843179927520934
359,359,359,12-25,0.012755102040816271,-0.6041222544161695,0.017327353084351092
360,360,360,12-26,0.02429543245869771,-0.2655785159104106,0.09388776131728216
361,361,361,12-27,0.06169519439939905,0.831569899096134,0.1804780436413367
362,362,362,12-28,0.029085240200439674,-0.1250661249393004,0.01945706718600116
363,363,363,12-29,0.05758988579697516,0.7111377735279673,
364,364,364,12-30,0.018649757553151708,-0.4311983742422109,
365,365,365,12-31,,,
