,unnamed: 0,unnamed: 0,mth_day,nicolas cage,nicolas cage_norm,nicolas cage_ravg
37,37,37,02-07,0.05765076981121934,-1.1834772758162229,-0.7340059190866003
38,38,38,02-08,0.05450683494314724,-1.2171480171038744,-0.5246144223709518
39,39,39,02-09,0.19659403132657896,0.30456964896468564,-0.1822005260472704
40,40,40,02-10,0.286578612173482,1.26828157962302,0.16459572786245275
41,41,41,02-11,0.2559826347153976,0.9406064576298928,0.13778765375686028
42,42,42,02-12,0.2498326766473953,0.8747419738772159,0.3219046278280207
43,43,43,02-13,0.0426318835550958,-1.344325720449778,0.16117465048730575
44,44,44,02-14,0.15765605336535168,-0.11244617267691184,-0.2324690490056444
45,45,45,02-15,0.10654708360026233,-0.6598102150796042,-0.5194195074298925
46,46,46,02-16,0.0660446818046848,-1.093580617334681,-0.6895650516062423
47,47,47,02-17,0.09522225039083944,-0.7810962929155956,-0.48749287024468696
48,48,48,02-18,0.15451077605485142,-0.14613129118088258,-0.23317261072957385
49,49,49,02-19,0.15584028097454514,-0.13189263228044598,-0.2482041592956318
50,50,50,02-20,0.30013577925839835,1.4134753844137666,-0.3029216812750009
51,51,51,02-21,0.09812584762195957,-0.7499995064759521,-0.3836592846255189
52,52,52,02-22,0.035389878494750435,-1.4218857492108954,-0.2133381872937371
53,53,53,02-23,0.04999002384083577,-1.2655219130187032,-0.07271886723394493
54,54,54,02-24,0.2499310280941629,0.8757952928098083,-0.4075322808479036
55,55,55,02-25,0.234620485963268,0.7118232880783071,-0.2924129425900915
56,56,56,02-26,0.11256077643328033,-0.5954050972699851,0.011979269491167269
57,57,57,02-27,0.1626200086110776,-0.05928347692908004,0.10682951955639346
58,58,58,02-28,0.2059217858780024,0.4044675232766573,0.06230898280613036
59,59,59,02-29,0.10312868316725593,-0.6964204126273461,-0.14353613842252785
60,60,60,03-01,0.22498895747468933,0.6086720723082297,0.08819558092596927
61,61,61,03-02,0.11929834644910428,-0.5232474392936421,-0.05288881574585901
62,62,62,03-03,0.2423855568752657,0.7949852188209976,-0.15156394042291232
63,63,63,03-04,0.08357925030140226,-0.9057898569600498,-0.037107220731248926
64,64,64,03-05,0.15064028866950618,-0.1875832247856626,-0.13649894825464334
65,65,65,03-06,0.16725162044082528,-0.009680094477365772,0.01967792998528753
66,66,66,03-07,0.169305992536821,0.012321707167863254,-0.11733870090066326
67,67,67,03-08,0.2067944776849044,0.41381383014594303,-0.07234758430405475
68,68,68,03-09,0.16562371317221256,-0.02711456649470697,-0.2457093167407894
69,69,69,03-10,0.10878495735961616,-0.6358431573803989,-0.32803735632729497
70,70,70,03-11,0.053516559065644974,-1.2277536194060703,-0.2011614942676425
71,71,71,03-12,0.12112837199824435,-0.5036483319963996,-0.2626057201870775
72,72,72,03-13,0.2403865980818505,0.7735768795257781,-0.13759382274675072
73,73,73,03-14,0.17237112311848896,0.0451484746293333,-0.2910583539333237
74,74,74,03-15,0.2356600559890496,0.7229568181472538,-0.344994957599845
75,75,75,03-16,0.02280838443751884,-1.5566303444998368,-0.31031098853289696
76,76,76,03-17,0.023299255416066242,-1.5513732414051982,-0.019891116784411227
77,77,77,03-18,0.14055962932301913,-0.29554451759471145,0.1848804107820276
78,78,78,03-19,0.4030906775740274,2.5160961100166928,0.02760163502464154
79,79,79,03-20,0.2870917952898417,1.2737776400279657,0.2373987332329743
80,80,80,03-21,0.1475466005316221,-0.22071583639706246,0.5899389030628949
81,81,81,03-22,0.14034456933632164,-0.2978477552498405,0.6110732717262489
82,82,82,03-23,0.22080545039802865,0.5638677775743253,0.07421018038606612
83,83,83,03-24,0.15239989348372132,-0.1687383056145874,-0.10705680981387546
84,84,84,03-25,0.1023198847080452,-0.7050824380244037,-0.15591851813551225
85,85,85,03-26,0.1855392444769936,0.18617569882831667,0.14674210306429822
86,86,86,03-27,0.12017244315380968,-0.5138860863268832,0.14114151277850853
87,87,87,03-28,0.30990637471268656,1.5181159719490225,0.1241360389438515
88,88,88,03-29,0.2176677901491756,0.5302642358595873,0.2526777242702546
89,89,89,03-30,0.14287279070684114,-0.27077114862252977,0.09338479882793647
90,90,90,03-31,0.17433374678122313,0.06616767393401478,0.12331281747368746
91,91,91,04-01,0.0962973869977852,-0.7695818538255921,-0.0930707896765407
92,92,92,04-02,0.13693923908779695,-0.3343179744523774,-0.24677851774528906
93,93,93,04-03,0.1886801810413912,0.2198143290476535,-0.3135172270039285
94,94,94,04-04,0.13155496923340107,-0.3919821325529028,-0.4667663877091453
95,95,95,04-05,0.10548326845738934,-0.6712034041743664,-0.205823047181572
96,96,96,04-06,0.08847783246181677,-0.8533272902972856,-0.12946577667555578
97,97,97,04-07,0.24248761070575994,0.7960781893398473,-0.2248319909794476
98,98,98,04-08,0.1797174392688639,0.12382564858371987,-0.13507779017471908
99,99,99,04-09,0.135252459241396,-0.35238295677569703,0.487037410265585
100,100,100,04-10,0.18183863107296144,0.14654307227546812,1.017078449303901
101,101,101,04-11,0.4540154829244201,3.061487798467458,0.7800271048111129
102,102,102,04-12,0.38542665635115797,2.326918943932609,0.6049256328966873
103,103,103,04-13,0.10968257720073762,-0.6262298776168786,0.6096700045730767
104,104,104,04-14,0.08161904250958482,-0.9267831829028343,0.386647224433442
105,105,105,04-15,0.13791043378607254,-0.3239167267173601,0.03456689275490055
106,106,106,04-16,0.056892924259100426,-1.1915936085623402,-0.3415527912522445
107,107,107,04-17,0.2567669064817301,0.9490058083962092,-0.1856957404956834
108,108,108,04-18,0.17471033519573395,0.0702008398897384,-0.12647508591402165
109,109,109,04-19,0.19699952911260002,0.3089124269224877,0.04247336225608283
110,110,110,04-20,0.11479666920786424,-0.5714592554128638,0.2386652342659368
111,111,111,04-21,0.2325616764012981,0.6897739623032668,-0.10742636900217784
112,112,112,04-22,0.16680695234205206,-0.014442376503216432,0.030971877136373917
113,113,113,04-23,0.06287343978921241,-1.1275438112124787,-0.1102045496625248
114,114,114,04-24,0.25224621146251425,0.9005903167210491,0.05117397425496575
115,115,115,04-25,0.11790721208202724,-0.5381461338709046,0.09815104773791976
116,116,116,04-26,0.2052069569947173,0.39681188809207946,-0.0073730597399901425
117,117,117,04-27,0.2588799908205669,0.9716364032009908,0.015480335681408532
118,118,118,04-28,0.10768839868365768,-0.6475870213706758,-0.19543007736344906
119,119,119,04-29,0.07567676706472894,-0.9904234386840868,0.07070109840221295
120,120,120,04-30,0.13408630593271195,-0.3648721615480965,-0.0018028561475759886
121,121,121,05-01,0.2670038552160849,1.0586409207230674,-0.07025797282074646
122,122,122,05-02,0.16458752860111756,-0.038211839206654136,0.1776691141969983
123,123,123,05-03,0.2205288729105514,0.560905703161968,0.5514218708546814
124,124,124,05-04,0.2465864301149705,0.8399755007357929,0.6026583650278928
125,125,125,05-05,0.2850670469499723,1.2520931012620118,0.22260671031953605
126,126,126,05-06,0.16279090720764902,-0.057453196508828186,0.02145618043620171
127,127,127,05-07,0.05408469694183963,-1.2216690075270733,0.14451854567101965
128,128,128,05-08,0.05189547482741714,-1.2451150185066602,0.2557441220912891
129,129,129,05-09,0.2894730148355281,1.2992798945708757,0.08904342994199202
130,130,130,05-10,0.30889916002044765,1.5073289592574095,-0.039269381631116464
131,131,131,05-11,0.19167508136729505,0.2518889483662293,0.06461880930636889
132,132,132,05-12,0.0909052687753863,-0.8273300659474792,0.2846291253384973
133,133,133,05-13,0.11228674893926532,-0.5983398619021612,0.4485437181733909
134,134,134,05-14,0.17515348652363996,0.07494687768611054,0.07751330669160927
135,135,135,05-15,0.3813041033280991,2.282767451580237,0.03578495481629016
136,136,136,05-16,0.1010340397712798,-0.7188535096332801,0.032952823857406416
137,137,137,05-17,0.1682972971966605,0.001518837114314689,0.21446480240911234
138,138,138,05-18,0.08931860303556548,-0.8443228517007817,0.2680560314608792
139,139,139,05-19,0.2139765513940901,0.4907320094080744,-0.2861561804140616
140,140,140,05-20,0.2051772983903209,0.3964942519967119,-0.26943472809651303
141,141,141,05-21,0.07081368394478531,-1.0425058196694077,-0.1459735519347227
142,142,142,05-22,0.11040202306635973,-0.6185247957279888,-0.15622059098548424
143,143,143,05-23,0.2374648679261945,0.7422858940850566,-0.286438889183364
144,144,144,05-24,0.08357782832122901,-0.9058050860053508,-0.2692745220654893
145,145,145,05-25,0.14102338805245565,-0.2905777797792037,-0.17922872381838115
146,146,146,05-26,0.2147934191301516,0.4994804547039596,-0.07745286361745707
147,147,147,05-27,0.12126070958296944,-0.5022310301867586,-0.1935247083549828
148,148,148,05-28,0.16742066834300534,-0.007869634522444295,-0.19856402309438306
149,149,149,05-29,0.1724370771649156,0.04585482565990257,-0.27961350874092955
150,150,150,05-30,0.08075461563605997,-0.9360409744417528,-0.4077463169990023
151,151,151,05-31,0.09561643336976697,-0.7768746936584827,-0.4339895864436397
152,152,152,06-01,0.14300862529058872,-0.269316394844477,-0.42382425279581576
153,153,153,06-02,0.10655824803256712,-0.6596906468545827,-0.5951252948622799
154,154,154,06-03,0.17311566863324868,0.05312236736449948,-0.6325455694630703
155,155,155,06-04,0.07646782341628655,-0.9819514267388828,-0.2300452724137985
156,156,156,06-05,0.059790377560302914,-1.160562622046495,-0.05200263801185029
157,157,157,06-06,0.3211121610982225,1.6381270886371482,0.11628301893464632
158,158,158,06-07,0.2427547713319269,0.7989394115672127,0.18299190452873929
159,159,159,06-08,0.2008381702030746,0.3500232948243971,0.5352281178509314
160,160,160,06-09,0.21048848254983774,0.4533756809290566,0.7263286158204196
161,161,161,06-10,0.273803730588748,1.13146585319427,0.3772080009316064
162,162,162,06-11,0.16685202738965665,-0.01395963422956604,0.26593073854687715
163,163,163,06-12,0.12552172875197826,-0.4565966006957314,0.2557047753234563
164,164,164,06-13,0.1804130850151014,0.13127583725883726,0.3049890141306641
165,165,165,06-14,0.1951092029558593,0.288667515483872,0.3270612992354945
166,166,166,06-15,0.2380993573165063,0.7490811137723038,0.4540942686498388
167,167,167,06-16,0.28616945063623994,1.263899563823252,0.4856617963064322
168,168,168,06-17,0.2380206503536481,0.7482381822564995,0.4039248545270464
169,169,169,06-18,0.14320703898329046,-0.26719143475617074,0.16871554697112678
170,170,170,06-19,0.13462099168259695,-0.3591458134174779,-0.11079241897550092
171,171,171,06-20,0.06333614747079587,-1.1225883298516453,-0.25610849651712697
172,172,172,06-21,0.08150853577154804,-0.9279666819074625,-0.2014913423284776
173,173,173,06-22,0.2047579463563254,0.3920030985734953,-0.17074251113588546
174,174,174,06-23,0.26861922387151843,1.0759411073883964,-0.1816308555452086
175,175,175,06-24,0.16043368482033493,-0.0826984476006178,0.08616572022803377
176,176,176,06-25,0.1285209337091296,-0.4244758798734168,0.17945416091832286
177,177,177,06-26,0.2133658100073767,0.48419112478780896,0.03181581262216582
178,178,178,06-27,0.13377221104415155,-0.3682360377657281,-0.0990374393533656
179,179,179,06-28,0.12204541910173378,-0.493826991203447,-0.14403250993820566
180,180,180,06-29,0.1953103356640512,0.2908215955352079,-0.35164256501580954
181,181,181,06-30,0.1352257625899578,-0.35266887110965817,-0.5932375639834294
182,182,182,07-01,0.012210012210012815,-1.6701362103390405,-0.6543495851892224
183,183,183,07-02,0.07801525124470837,-0.96537886901791,-0.7266150115071538
184,184,184,07-03,0.09953496998922096,-0.7349081650004857,-0.9587693141182058
185,185,185,07-04,0.08155962314920506,-0.927419549111035,-1.072424800767588
186,186,186,07-05,0.06524880826556864,-1.1021042201311029,-0.9463983545196898
187,187,187,07-06,0.07155170604833773,-1.0346017910059515,-0.7767046437646629
188,188,188,07-07,0.08281474323266368,-0.9139775328516508,-0.7345973380640151
189,189,189,07-08,0.1730840178472896,0.052783395512251086,-0.3925956800177126
190,190,190,07-09,0.12312505827303112,-0.4822643307965987,0.2532805166402868
191,191,191,07-10,0.2731617494851486,1.1245903991667794,0.2268524752491732
192,192,192,07-11,0.42709282193608267,2.7731529598168936,0.6669689227686576
193,193,193,07-12,0.056745728339463175,-1.193170039352633,0.5244584183153331
194,194,194,07-13,0.329384446028485,1.7267211522652548,0.7048206761896233
195,195,195,07-14,0.09324430059431614,-0.8022796312076952,0.4652178704347354
196,196,196,07-15,0.2241707441825045,0.5999092164491429,-0.015346948511489732
197,197,197,07-16,0.13892729190693648,-0.3130264353625485,0.36880670972183743
198,198,198,07-17,0.15786242791302668,-0.11023595386045716,0.1818636381163469
199,199,199,07-18,0.2719629824829263,1.11175191004733,0.3826560694017809
200,200,200,07-19,0.22465194201666186,0.6050627226323121,0.3176780144494327
201,201,201,07-20,0.20573573413363647,0.4024749565049093,0.19362878232773936
202,202,202,07-21,0.1877676063580728,0.2100408867350536,0.2858540521681325
203,203,203,07-22,0.0694302702239609,-1.0573218280927088,0.5122215592967941
204,204,204,07-23,0.2095304750922984,0.4431156651819021,0.2834066640562496
205,205,205,07-24,0.3987825305137325,2.4699569528192997,0.025514724265272525
206,206,206,07-25,0.09646127558577283,-0.7678266488109557,0.12403607815556733
207,207,207,07-26,0.061255019299901625,-1.1448766822409528,0.6088274193401225
208,208,208,07-27,0.2429629554178156,0.8011690100768223,0.7945317462411423
209,209,209,07-28,0.34102852015887497,1.8514262190146225,0.508999056960639
210,210,210,07-29,0.3135689879675877,1.5573416265880204,0.4878243230216344
211,211,211,07-30,0.2388164335155773,0.7567608171362792,0.9896832769387608
212,212,212,07-31,0.08459839728720665,-0.8948750524449829,0.8398797570874205
213,213,213,08-01,0.3424151845475079,1.8662770412618053,0.7311837794839854
214,214,214,08-02,0.15903741803857996,-0.0976521090312194,0.3705076196015325
215,215,215,08-03,0.2801329661666699,1.1992503533940118,0.029740959565182894
216,216,216,08-04,0.11150470691429347,-0.6067153327066963,0.06629028797128395
217,217,217,08-05,0.04790619927769947,-1.2878391430818186,-0.1009397340315794
218,218,218,08-06,0.10507469871441072,-0.6755790820083766,0.14213055335122207
219,219,219,08-07,0.2487266685736549,0.8628969092446253,-0.10059100435323236
220,220,220,08-08,0.2952144885758471,1.3607696152655897,-0.004377550086768341
221,221,221,08-09,0.1441512670444697,-0.2570789928327148,0.014542090261113269
222,222,222,08-10,0.16540708424453654,-0.029434607107912274,0.12422380812059695
223,223,223,08-11,0.0585056897622592,-1.1743213009945288,-0.0983168260327002
224,224,224,08-12,0.16652250128386767,-0.017488774851474362,0.4271480997064265
225,225,225,08-13,0.12405107798295585,-0.4723468956751577,0.530035292485269
226,226,226,08-14,0.5895996025595477,4.51355916970035,0.6719513677726775
227,227,227,08-15,0.20179252241666865,0.36024416384034064,0.7057949463841183
228,228,228,08-16,0.24491378003557845,0.8220618446165381,0.6472833721680601
229,229,229,08-17,0.07746612890694841,-0.9712598293258836,0.8910673467245531
230,230,230,08-18,0.13374212793976442,-0.36855822014782375,0.13902369189346508
231,231,231,08-19,0.260627982780674,0.9903569516638,0.09594705258031118
232,232,232,08-20,0.16827660609740022,0.0012972407138213972,-0.2106809913713545
233,233,233,08-21,0.177659377171246,0.10178432796141723,0.3983343737862032
234,234,234,08-22,0.07312927597502722,-1.0177064190934555,0.7726506464228979
235,235,235,08-23,0.4186593254605485,2.6828323616194623,0.3388107160750388
236,236,236,08-24,0.3434481105628825,1.8773394156723444,0.4370804584372434
237,237,237,08-25,0.017574619767932422,-1.6126826304233548,0.40160652853554096
238,238,238,08-26,0.2233309929639533,0.5909156948870491,0.3434003399680192
239,239,239,08-27,0.15778555422697774,-0.11105925144879727,-0.2827386529422085
240,240,240,08-28,0.04051999109858324,-1.3669435504985863,-0.7082620910231997
241,241,241,08-29,0.06787283188394816,-1.0740015958419036,-0.20010787104411198
242,242,242,08-30,0.10505395771622904,-0.6758012128136026,0.07623492566014667
243,243,243,08-31,0.3022616286285571,1.4362426894511715,0.5539599674241626
244,244,244,09-01,0.3781485682605881,2.248972475112601,0.8157569654802108
245,245,245,09-02,0.4254249988097889,2.7552909991352985,1.1479053909587833
246,246,246,09-03,0.18718846569736605,0.2038384378377028,1.067256021902337
247,247,247,09-04,0.2539548086333536,0.9188889570295308,0.7965765743301366
248,248,248,09-05,0.05987116331943911,-1.15969742715228,0.9253624442553304
249,249,249,09-06,0.15061687343485386,-0.1878339959820305,0.3879324772026358
250,250,250,09-07,0.4502992316832508,3.021687694663764,0.2011545735119722
251,251,251,09-08,0.124336620957506,-0.4692888031808688,-0.007888258403894491
252,252,252,09-09,0.08254849493191396,-0.9168289843062788,0.14661429147104266
253,253,253,09-10,0.13684119193578587,-0.33536803446566915,0.2498830608453113
254,254,254,09-11,0.14642927315279924,-0.23268212790265724,-0.32678438084926337
255,255,255,09-12,0.20847190229417947,0.4317786202635816,-0.14967836268696116
256,256,256,09-13,0.12722855229364888,-0.438316955503684,-0.1357500199450212
257,257,257,09-14,0.2235580395337725,0.5933473057929445,-0.3740618213018125
258,258,258,09-15,0.09035167372624073,-0.8332589278546392,-0.28452231973103165
259,259,259,09-16,0.003330003330003323,-1.7652388426064174,-0.0902530935917409
260,260,260,09-17,0.1965926524475847,0.30455488152202825,0.16923898469244833
261,261,261,09-18,0.3173087922161779,1.597393977099326,0.08957911448614436
262,262,262,09-19,0.2726057245875109,1.1186355142014517,0.09152547675953122
263,263,263,09-20,0.17892959941929004,0.11538808455512067,0.2378715300401741
264,264,264,09-21,0.0914420987035094,-0.821580754214318,0.15211483434166995
265,265,265,09-22,0.08531853855999394,-0.8871625229225601,0.13452913424846022
266,266,266,09-23,0.14854854255279198,-0.20998529266899674,-0.18918312669795964
267,267,267,09-24,0.3074566249775354,1.4918797765400669,-0.17654477636851235
268,268,268,09-25,0.09125000288527092,-0.8236380514770676,-0.07533506309276466
269,269,269,09-26,0.18601007619339044,0.1912181865318044,0.25126094091441026
270,270,270,09-27,0.1481435672877904,-0.21432247455983167,0.3796074086256697
271,271,271,09-28,0.2682898410328172,1.0724135011204896,0.1594770212927816
272,272,272,09-29,0.22045303641303954,0.5600935135985597,0.1543235150724303
273,273,273,09-30,0.18413134484563048,0.1710974525427384,0.4428292096546517
274,274,274,10-01,0.08836281585949593,-0.8545590887991753,0.4244016438501819
275,275,275,10-02,0.34764176200965624,1.9222523540251328,0.4088893690645419
276,276,276,10-03,0.13781975537558647,-0.32488786938664993,0.4598157526109146
277,277,277,10-04,0.2595992842378157,0.9793398524066496,0.16681260933627504
278,278,278,10-05,0.2489839021106665,0.8656518148767953,0.009088735851690696
279,279,279,10-06,0.019980019980019862,-1.5869214071050983,-0.4259703700024913
280,280,280,10-07,0.0,-1.8009023297066815,-0.3893938253117355
281,281,281,10-08,0.10390537125745107,-0.6881022810999594,-0.6381373679407208
282,282,282,10-09,0.1583113043838713,-0.10542860124211503,-0.9676657721249814
283,283,283,10-10,0.12024384382180316,-0.5131214033672621,-0.8071778681679587
284,284,284,10-11,0.06436975932997134,-1.1115186102287682,-0.6509335270601436
285,285,285,10-12,0.10989134913855024,-0.6239939833629621,-0.6019394564128681
286,286,286,10-13,0.08753392645880921,-0.8634362830597908,-0.5550776848693965
287,287,287,10-14,0.13135368296300573,-0.3941378572163065,-0.6473088215578101
288,288,288,10-15,0.18456502234211225,0.17574202801871508,-0.5553270054779224
289,289,289,10-16,0.06857250981473634,-1.0665082234977448,-0.4526014642696352
290,290,290,10-17,0.11590141460271315,-0.5596277137494413,0.11174965233312532
291,291,291,10-18,0.16744204125201853,-0.007640736113239022,0.07143059442516404
292,292,292,10-19,0.4037045396624255,2.5226704165567724,0.07272562593234977
293,293,293,10-20,0.10876543800782623,-0.6360522046640741,0.10479942689982367
294,294,294,10-21,0.1852905474517456,0.1835122170618294,0.1957016295694781
295,295,295,10-22,0.08654145329924963,-0.8740654176929014,0.031141219865609925
296,296,296,10-23,0.16682823004455127,-0.014214497731514685,-0.4782673015583381
297,297,297,10-24,0.07524914198336521,-0.995003194336448,-0.4317866241064561
298,298,298,10-25,0.11831482419717693,-0.5337807119869157,-0.5625128595840477
299,299,299,10-26,0.13480565279564455,-0.35716813995278285,-0.17928705613861848
300,300,300,10-27,0.11205281863930597,-0.60084519580372,-0.3604967330903015
301,301,301,10-28,0.30123888847075864,1.4252894029796743,0.0055134953372320715
302,302,302,10-29,0.06530778825800519,-1.1014725594416126,0.11670166582853593
303,303,303,10-30,0.2803017678332826,1.2010581762287529,0.32642552850106044
304,304,304,10-31,0.18060659790154,0.13334831096090735,0.8552699632910391
305,305,305,11-01,0.2523008084068574,0.9011750360823642,1.306657478634558
306,306,306,11-02,0.4083312600525103,2.5722214129361523,1.585351037617266
307,307,307,11-03,0.5541230652182508,4.133614495040787,1.2713799173957443
308,308,308,11-04,0.2214423485471522,0.5706887944546382,1.2295255587191878
309,309,309,11-05,0.10440339767281616,-0.6827685451003782,1.109610035363488
310,310,310,11-06,0.1571582200057529,-0.11777784109843085,0.8013949304460959
311,311,311,11-07,0.18511964505551207,0.1816818959481649,-0.08579552958248977
312,312,312,11-08,0.2356576250520828,0.7229307834318002,-0.11748899287914308
313,313,313,11-09,0.05708577137148552,-1.1895282651307282,0.05006672031915435
314,314,314,11-10,0.2036864844578418,0.3805280146747183,0.22169068158329985
315,315,315,11-11,0.19827437804152204,0.3225657340894064,0.1856353927836836
316,316,316,11-12,0.2533083851723671,0.911965926486442,-0.019995997892753286
317,317,317,11-13,0.1649201231025287,-0.034649836849532295,0.2150794500970961
318,318,318,11-14,0.12045522539094353,-0.5108575606268212,0.07543894867265713
319,319,319,11-15,0.1887838337186912,0.2209244228083684,0.15917895406306645
320,320,320,11-16,0.12545465029545436,-0.4573149938719158,-0.21608064278657468
321,321,321,11-17,0.24518866256236946,0.8250057664318623,-0.25335528311659244
322,322,322,11-18,0.04307391702652606,-1.3395916546114048,0.18128541235152212
323,323,323,11-19,0.14403747479480614,-0.2582976788296389,0.10571689371509596
324,324,324,11-20,0.3639572069882063,2.0969866121818668,0.18001170891855495
325,325,325,11-21,0.14644752184959384,-0.23248668901018896,0.00924643124791972
326,326,326,11-22,0.1670773858401794,-0.01154610265116184,0.4193627544337096
327,327,327,11-23,0.14951956407626849,-0.1995858995919492,0.331666813188729
328,328,328,11-24,0.27283642758382226,1.1211062845033344,-0.2685178936485519
329,329,329,11-25,0.09490692697946372,-0.7844733262995226,-0.2526234598534308
330,330,330,11-26,0.02771127566360164,-1.5041216288418182,-0.4651634414073148
331,331,331,11-27,0.15535217842186927,-0.1371200862394621,-0.5000359184794352
332,332,332,11-28,0.048004535054137216,-1.2867859919744655,-0.6405179847818309
333,333,333,11-29,0.12998269751313882,-0.4088207620246717,-0.7165909654662991
334,334,334,11-30,0.1941331172859469,0.27821388668896074,-0.4996807660065644
335,335,335,12-01,0.05228799659438372,-1.2409112104063331,-0.6991064619595251
336,336,336,12-02,0.14923248605145328,-0.20266043208340948,-0.4552969750046953
337,337,337,12-03,0.04362644115822285,-1.3336742619572255,-0.6143370179297435
338,338,338,12-04,0.1845957328520624,0.17607092975451238,-0.6413939097301324
339,339,339,12-05,0.04088251428281831,-1.3630610195749608,-0.5134642212437145
340,340,340,12-06,0.17897483404658845,0.1158725358866272,-0.3553807228682353
341,341,341,12-07,0.12395899513724455,-0.4733330794878258,-0.04428578110662421
342,342,342,12-08,0.2377967772317777,0.7458405581694655,-0.2472368909947449
343,343,343,12-09,0.21791346852056187,0.532895388612441,0.028609688824218844
344,344,344,12-10,0.07089492678304897,-1.041635729574212,0.13228016214415686
345,345,345,12-11,0.1954220903121704,0.29201845933882203,0.19503739615101265
346,346,346,12-12,0.2370549124878005,0.7378953758062551,0.325143064429223
347,347,347,12-13,0.15911794596621398,-0.0967896754466908,0.26432290327027336
348,348,348,12-14,0.310686841077869,1.5264745678387281,0.6201642755280166
349,349,349,12-15,0.18383973838510204,0.16797442165874296,0.660107841002704
350,350,350,12-16,0.2702505788941068,1.093412503972247,0.6817841159227331
351,351,351,12-17,0.21779997035552667,0.5316798521869468,0.6213423178555861
352,352,352,12-18,0.2491987728113015,0.8679530253264295,0.2380483521993865
353,353,353,12-19,0.1252561889929036,-0.4594404638495728,0.10706501509601417
354,354,354,12-20,0.09595121888529702,-0.77328922609847,-0.1329706945094102
355,355,355,12-21,0.1104579716213103,-0.6179256009614909,-0.285338449388261
356,356,356,12-22,0.13577359237981987,-0.3468017536602992,-0.4568720794009504
357,357,357,12-23,0.13243785256173174,-0.3825266770861578,-0.3631532108289831
358,358,358,12-24,0.15309921459189466,-0.1612487547497067,0.05485224171869416
359,359,359,12-25,0.1777610060711783,0.10287274758223082,0.09327697715747184
360,360,360,12-26,0.3301335149176458,1.7347434891875937,0.1918637712628363
361,361,361,12-27,0.1319849462448343,-0.3873771883288247,0.26150758704885474
362,362,362,12-28,0.1910056034967786,0.24471901097188764,0.3968956009821825
363,363,363,12-29,0.17145492419517774,0.0353362176299529,
364,364,364,12-30,0.2289486461362117,0.6510793288502598,
365,365,365,12-31,,,
