,unnamed: 0,unnamed: 0,mth_day,physics,physics_norm,physics_ravg
332,332,332,11-28,0.13654984069185255,1.1685300418036153,0.17886661338681853
333,333,333,11-29,0.0,-0.15321664254620224,0.14016212086802474
334,334,334,11-30,0.0029778448344318273,-0.12439232084449744,0.17686060263827733
335,335,335,12-01,0.003970459779242436,-0.11478421361059585,0.11498241172190482
336,336,336,12-02,0.02274795268425842,0.06697424807531342,-0.10530870233639812
337,337,337,12-03,0.0,-0.15321664254620224,-0.10530870233639812
338,338,338,12-04,0.0,-0.15321664254620224,-0.1101127559533489
339,339,339,12-05,0.0,-0.15321664254620224,-0.11651816077594995
340,340,340,12-06,0.0,-0.15321664254620224,-0.15321664254620254
341,341,341,12-07,0.0,-0.15321664254620224,-0.15321664254620254
342,342,342,12-08,0.0,-0.15321664254620224,-0.15321664254620254
343,343,343,12-09,0.0,-0.15321664254620224,-0.15321664254620254
344,344,344,12-10,0.0,-0.15321664254620224,-0.15321664254620254
345,345,345,12-11,0.0,-0.15321664254620224,-0.15321664254620254
346,346,346,12-12,0.0,-0.15321664254620224,-0.15321664254620254
347,347,347,12-13,0.0,-0.15321664254620224,-0.15321664254620254
348,348,348,12-14,0.0,-0.15321664254620224,-0.15321664254620254
349,349,349,12-15,0.0,-0.15321664254620224,-0.15321664254620254
350,350,350,12-16,0.0,-0.15321664254620224,-0.15321664254620254
351,351,351,12-17,0.0,-0.15321664254620224,-0.1035471456674986
352,352,352,12-18,0.0,-0.15321664254620224,-0.1035471456674986
353,353,353,12-19,0.030788177339901468,0.14480033872602147,-0.1035471456674986
354,354,354,12-20,0.0,-0.15321664254620224,-0.1035471456674986
355,355,355,12-21,0.0,-0.15321664254620224,-0.10218384211519344
356,356,356,12-22,0.0,-0.15321664254620224,-0.09877558323443053
357,357,357,12-23,0.000845058520302531,-0.1450368212323713,-0.1484450801131345
358,358,358,12-24,0.0021126463007563275,-0.13276708926162492,-0.1484450801131345
359,359,359,12-25,0.0,-0.15321664254620224,-0.1484450801131345
360,360,360,12-26,0.0,-0.15321664254620224,-0.1484450801131345
361,361,361,12-27,0.0,-0.15321664254620224,-0.14980838366543967
362,362,362,12-28,0.0,-0.15321664254620224,-0.15321664254620254
363,363,363,12-29,0.0,-0.15321664254620224,
364,364,364,12-30,0.0,-0.15321664254620224,
365,365,365,12-31,,,
