,unnamed: 0,unnamed: 0,mth_day,off-beat comedy,off-beat comedy_norm,off-beat comedy_ravg
225,225,225,08-13,1.2599918976459676,-0.4987114582538434,0.6065621288616437
226,226,226,08-14,1.995266968641607,1.5818331146333608,0.5785001563082408
227,227,227,08-15,1.7416486588668212,0.8641912159732535,0.5110841564945561
228,228,228,08-16,1.5321752025693756,0.2714622090270077,0.1440113705917464
229,229,229,08-17,1.2267475732653912,-0.5927800611450739,0.07569936489703641
230,230,230,08-18,1.1669702536141044,-0.7619267966842228,-0.3650176408861368
231,231,231,08-19,1.1151410288159955,-0.9085834924221032,-0.442571856648188
232,232,232,08-20,1.0607571332675307,-1.0624689200656778,-0.6827454958833203
233,233,233,08-21,1.577200324780941,0.3988659214009461,-0.5567763011556361
234,234,234,08-22,1.0229036629700163,-1.1695796263837868,-0.17198814964452375
235,235,235,08-23,1.493856511387669,0.1630351072210316,0.18298474807498372
236,236,236,08-24,1.9828868336506307,1.5468021123824514,0.5586518063001779
237,237,237,08-25,1.8678364316644167,1.2212538938949418,0.6376344155259314
238,238,238,08-26,1.8573330677805016,1.1915334292854871,0.9539270144954528
239,239,239,08-27,1.7446774681097088,0.8727615767554673,1.1312784051817768
240,240,240,08-28,1.6935801758215918,0.7281759674333425,0.7918864988365527
241,241,241,08-29,1.869917831324981,1.2271434513389758,0.8202829892586562
242,242,242,08-30,1.2632298420572314,-0.489549325688893,0.6018026932024158
243,243,243,08-31,1.9280492195562853,1.3916328364275632,0.2826756557490761
244,244,244,09-01,1.3940607573844592,-0.11934834705195566,0.025468120625711743
245,245,245,09-02,1.067990725096527,-1.042000647964571,-0.3830029837105487
246,246,246,09-03,1.1481894417427656,-0.8150692433068438,-0.3269641189355188
247,247,247,09-04,1.0037831928623413,-1.2236831746785868,-0.09121244677925787
248,248,248,09-05,1.382056367034187,-0.15331613703871366,0.6496077116528822
249,249,249,09-06,2.4279442847453545,2.8061428693651287,0.6596769832922541
250,250,250,09-07,2.964918507853976,4.325572603540885,0.7403587703523198
251,251,251,09-08,1.0893419170373155,-0.9815850181283404,1.0498882869120427
252,252,252,09-09,1.3192695737862363,-0.3309785209464492,1.1313136359700386
253,253,253,09-10,1.660119058662708,0.6334939246797514,1.0709287157548442
254,254,254,09-11,1.5547131707085635,0.3352359573092622,0.3003393579960261
255,255,255,09-12,2.2999022507215043,2.44383334807396,0.5203051901730958
256,256,256,09-13,1.330937235494137,-0.2979635430120213,0.6451914395039571
257,257,257,09-14,1.5557642037163275,0.3382099749340773,0.991313341411234
258,258,258,09-15,1.5840822013254772,0.4183389750387179,1.0595902863890885
259,259,259,09-16,2.39404653894212,2.710225336123413,0.6007983834236109
260,260,260,09-17,1.6994896957208323,0.7448976271763894,0.6801975181370913
261,261,261,09-18,1.3270658498448735,-0.3089180697189048,0.8837507329055093
262,262,262,09-19,1.4992975922225618,0.17843126526886025,0.5429174223108159
263,263,263,09-20,1.9873846738297165,1.5595292635445857,0.14100385115203454
264,264,264,09-21,0.8613688120206133,-1.6266608885294431,-0.13851117533565852
265,265,265,09-22,1.541816694643836,0.2987439091707255,-0.05373436572915728
266,266,266,09-23,1.1067974738189026,-0.9321925317497688,-0.015425771810400998
267,267,267,09-24,1.5068291930998612,0.19974278792010253,-0.4031300904792657
268,268,268,09-25,1.5805283079123538,0.4082828287813979,-0.0558690594173343
269,269,269,09-26,1.1652845636485532,-0.7666966484686027,-0.18079729388137056
270,270,270,09-27,1.5977117366437132,0.45690529784214506,-0.13641812415326562
271,271,271,09-28,1.2769150405424776,-0.4508254976134923,-0.2964141461191279
272,272,272,09-29,1.2009004243573114,-0.665917513381139,-0.6135379425105234
273,273,273,09-30,1.1675687284801095,-0.7602333438750712,-0.623092539422151
274,274,274,10-01,0.9080892985932356,-1.4944599495669753,-0.7250674125101869
275,275,275,10-02,1.1450247037616312,-0.8240242299383682,-0.7300890286944517
276,276,276,10-03,1.381481092917028,-0.15494394068607087,-0.6910935887975448
277,277,277,10-04,1.2662670518057373,-0.4809551947190815,-0.6099293379743588
278,278,278,10-05,1.2835875492928237,-0.4319448739996975,-0.5548273574521078
279,279,279,10-06,1.3396718914616452,-0.2732478389359551,-0.4914324385904997
280,280,280,10-07,1.0249292255098936,-1.1638480664334694,-0.6615047446139615
281,281,281,10-08,1.2794492310921266,-0.4436547167687199,-0.6524714453095094
282,282,282,10-09,1.0208545670101332,-1.1753777768268407,-0.5447479560569117
283,283,283,10-10,1.28542153628243,-0.4267553988923691,-0.4938750835022465
284,284,284,10-11,1.5120077347777778,0.21439606151588805,-0.2724156365379681
285,285,285,10-12,1.4475442883336105,0.031989396392036344,-0.2257973430109922
286,286,286,10-13,1.4945186187234636,0.1649086153522008,0.21688389447792286
287,287,287,10-14,1.3783000883035412,-0.1639449556068642,0.2731368856040249
288,288,288,10-15,1.9595294194447768,1.4807096481066495,0.06517334122891001
289,289,289,10-16,1.4047021013315042,-0.08923745213575658,1.764498032698854
290,290,290,10-17,1.071035466706478,-1.0333852047348016,1.738335151061715
291,291,291,10-18,5.050844403450957,10.227937545211699,1.7338934976989635
292,292,292,10-19,1.4390420433002251,0.007931325529367894,1.5825202542655674
293,293,293,10-20,1.3688818704940475,-0.1905948757833739,1.6522073992153363
294,294,294,10-21,1.6385529584852032,0.5724701875062721,1.9697080366804385
295,295,295,10-22,1.5524688575495245,0.3288854175628573,0.06236608260435261
296,296,296,10-23,1.7442735413784882,0.8716186200558105,0.0837932759082642
297,297,297,10-24,1.0064581144801996,-1.2161141792448131,0.1836628963305366
298,298,298,10-25,1.4844769201581842,0.13649448535283745,0.3029446894564984
299,299,299,10-26,1.5806484719979752,0.4086228467502605,0.5053995666052853
300,300,300,10-27,1.8914817254593301,1.288160946262043,0.33510388365934585
301,301,301,10-28,1.9817603789392697,1.5436146804555784,0.5534209620794086
302,302,302,10-29,1.383173360204581,-0.1501554776198263,0.5275629811825892
303,303,303,10-30,1.4693843332021903,0.09378829127556383,0.5118750286030559
304,304,304,10-31,1.4296468656018566,-0.0186534000280792,0.4454525664229028
305,305,305,11-01,1.547383256927811,0.3144951312730607,0.19323026392813594
306,306,306,11-02,1.7506375025621213,0.8896261731811238,0.18324023437214346
307,307,307,11-03,1.446940484791554,0.030280865486977438,0.1187399521380768
308,308,308,11-04,1.3619901956040623,-0.21009565495578145,0.10807868212996324
309,309,309,11-05,1.3326159595266032,-0.29321340212883584,0.05524625636534609
310,310,310,11-06,1.4070403821909068,-0.08262102007676064,-0.015384932417617531
311,311,311,11-07,1.4353557634210232,-0.002499423314642276,0.05023418174911858
312,312,312,11-08,1.6008689668902385,0.4658390404833421,0.15569080430088206
313,313,313,11-09,1.5860812639597597,0.4239955504873941,0.16193736867904174
314,314,314,11-10,1.5856036475171025,0.4226440803547993,0.2501279176958578
315,315,315,11-11,1.3458613659259189,-0.25573401585987754,0.330629892607858
316,316,316,11-12,1.5940423230322849,0.4465222740241356,0.1825354397475989
317,317,317,11-13,1.6060546162792524,0.480512426157359,0.2314705768396065
318,318,318,11-14,1.286844953870093,-0.4227276766782127,0.3306339973301841
319,319,319,11-15,1.6898448272164008,0.7176063730394399,0.2552984267202546
320,320,320,11-16,1.7958728010595275,1.017624603298265,0.1616769872622658
321,321,321,11-17,1.1861175149633487,-0.7077474395194545,0.07148392256099971
322,322,322,11-18,1.3955245557863956,-0.11520636272379713,0.1730728552725572
323,323,323,11-19,1.414806479856463,-0.06064596205023756,0.016381950134498873
324,324,324,11-20,1.5022572378036356,0.18680591959113207,-0.1656246647932837
325,325,325,11-21,1.357592633532677,-0.2225390577889101,-0.09020247421196664
326,326,326,11-22,1.4099404010812169,-0.07441508626843041,-0.20681045547031107
327,327,327,11-23,1.3460450375658584,-0.25521429603155205,-0.2460412621734116
328,328,328,11-24,1.1482654213779284,-0.8148542502738638,-0.42557143598917374
329,329,329,11-25,1.3316202759373348,-0.29603080226884065,-0.2692884644122005
330,330,330,11-26,1.1215759593966277,-0.8903751233034404,-0.4444179226278421
331,331,331,11-27,1.6889798324011094,0.7151587716729291,-0.5036100376336486
332,332,332,11-28,1.038590534798161,-1.1251918355622792,-0.2491485072381904
333,333,333,11-29,1.2205322642359036,-0.6103669860663923,-0.13500485072593835
334,334,334,11-30,1.6878334429393382,0.7119149320988859,0.08066203758692722
335,335,335,12-01,1.573653980687859,0.3888311368046717,0.05025939493422982
336,336,336,12-02,1.5788826338571351,0.403626206573753,0.34566829373293473
337,337,337,12-03,1.6245131378840223,0.5327429157567446,0.4178711608194628
338,338,338,12-04,1.664984610274871,0.6472615572299499,0.07523348030824645
339,339,339,12-05,1.3736334347130057,-0.17714978354722405,-0.11511402268717913
340,340,340,12-06,0.9612940124072992,-1.3439111509684123,-0.3632931705485037
341,341,341,12-07,1.170035306223464,-0.7532538811678816,-0.3548495272105551
342,342,342,12-08,1.0526359686098468,-1.0854486805941943,-0.3781246695915379
343,343,343,12-09,1.6424172977919924,0.5834047757844361,-0.4266393009985972
344,344,344,12-10,1.6156312856031625,0.5076107029440532,-0.2513845079954489
345,345,345,12-11,1.2707615245880983,-0.4682375719895793,-0.21198027827329927
346,346,346,12-12,1.3329096424119784,-0.2923823929495229,-0.10049869510171736
347,347,347,12-13,1.2535892416230094,-0.5168285028349839,-0.2197531551251372
348,348,348,12-14,1.2890249315267257,-0.4165591815647029,-0.14739731885883467
349,349,349,12-15,1.3895464887655318,-0.13212198435608266,-0.12322424958363998
350,350,350,12-16,1.7690568166135148,0.9417457205418679,-0.08309879998242553
351,351,351,12-17,1.3220188409439877,-0.32319915633841106,0.02368611611104741
352,352,352,12-18,1.417992874529393,-0.051629695342236284,0.3680286165452989
353,353,353,12-19,1.4800192478389302,0.12388099372585368,0.3610264949592201
354,354,354,12-20,2.019179314431176,1.6494958210408055,0.3034327553994847
355,355,355,12-21,1.3746989757247143,-0.1741347138725549,0.21844543946066647
356,356,356,12-22,1.6469332875273115,0.5961832831834555,0.2988829069872903
357,357,357,12-23,1.1418091336155078,-0.8331230519713198,0.1131819140591368
358,358,358,12-24,1.5885549439522262,0.43099510981750616,-0.3888279258549524
359,359,359,12-25,1.0862531756137297,-0.9903249638430676,-0.6645164594440175
360,360,360,12-26,0.9547022765628236,-1.3625632184437295,-0.8923346778359579
361,361,361,12-27,0.790120566545764,-1.8282659154069447,-0.7423763250663571
362,362,362,12-28,1.1638605606504853,-0.7707260271681872,-0.8803100526127351
363,363,363,12-29,1.4597854170826203,0.06662706464628422,
364,364,364,12-30,1.2960760440449337,-0.39660725546076175,
365,365,365,12-31,,,
