,unnamed: 0,unnamed: 0,mth_day,movie business,movie business_norm,movie business_ravg
68,68,68,03-09,1.8824668814647159,-1.2413756360581252,-0.3857167728280655
69,69,69,03-10,2.2542147078498767,-0.4106019687046786,-0.3977869376413436
70,70,70,03-11,2.101695940283572,-0.7514474743889707,-0.5097695520664859
71,71,71,03-12,2.458733182355902,0.04645131055475118,-0.5302490178750953
72,72,72,03-13,2.18953058562848,-0.5551565877859791,-0.31438124119605704
73,73,73,03-14,2.3174148338850733,-0.2693637508675674,-0.1090210279679007
74,74,74,03-15,2.46203539636004,0.05383102401610435,-0.0982425186459575
75,75,75,03-16,2.8055721898708934,0.8215593106642589,-0.2996248511325001
76,76,76,03-17,2.1306344170521183,-0.6867764184573114,0.2917091524846566
77,77,77,03-18,1.9180556381621765,-1.1618426843645049,0.5342505723725073
78,78,78,03-19,3.7771624941790134,2.9928474339169613,0.6337039931446489
79,79,79,03-20,2.9685975749479483,1.1858847684595364,0.7073806586205029
80,80,80,03-21,2.729051030953209,0.6505515486489549,0.8998196950696604
81,81,81,03-22,3.00338159083475,1.2636193035193826,1.1530365426303646
82,82,82,03-23,2.6473007221327296,0.4678578002376327,0.7381551221070738
83,83,83,03-24,2.5979000991788714,0.3574584009997201,0.7911772107724482
84,84,84,03-25,2.6632759639635237,0.5035589107772175,0.7734904884402306
85,85,85,03-26,3.1109529262523252,1.5040173004517832,0.6451999752014501
86,86,86,03-27,2.681565169222718,0.5444312146556493,0.4586803256357321
87,87,87,03-28,2.658943234277669,0.4938762240866995,0.483445277054239
88,88,88,03-29,2.146526970901073,-0.6512600971566759,0.4639065582850663
89,89,89,03-30,2.664389810315423,0.5060481095107616,0.2799854633920702
90,90,90,03-31,2.610817804648509,0.3863265981621815,0.2324378203644696
91,91,91,04-01,2.6171558553557936,0.4004907310938067,0.10496724345447374
92,92,92,04-02,2.553907779684433,0.25914535649004583,0.08570568057994406
93,93,93,04-03,2.3167062682555404,-0.2709472373732757,-0.0075788889786279345
94,94,94,04-04,2.0948129283445858,-0.766829474403854,-0.06057536975845509
95,95,95,04-05,2.4139364991568195,-0.05365930784067036,-0.13372622471373652
96,96,96,04-06,2.4685312061910127,0.0683477134832186,0.0778087575254215
97,97,97,04-07,2.4207581668170737,-0.03841439863788188,0.15985040957741015
98,98,98,04-08,3.1218434734264555,1.5283552499249942,0.16040753797335064
99,99,99,04-09,2.5369742451200428,0.22130267493865613,0.21536502168997654
100,100,100,04-10,2.0963087239747105,-0.7634867040282111,0.18988286848830813
101,101,101,04-11,2.561488059236985,0.2760855944590851,0.12070534403422267
102,102,102,04-12,2.4001159294200627,-0.08454520572679138,0.0442332277751627
103,103,103,04-13,2.2350281994787733,-0.4534795453623949,0.17875623464267354
104,104,104,04-14,2.916528759331521,1.069522552370634,0.5631204417285803
105,105,105,04-15,2.8981457942455937,1.0284407161437212,0.7167847425474095
106,106,106,04-16,3.1282616912344565,1.5426985384872294,0.8103633287593718
107,107,107,04-17,2.9740507491766417,1.1980713993720602,0.9438105363669224
108,108,108,04-18,2.651358625626224,0.4769263115449816,0.7247742778574628
109,109,109,04-19,2.59331140932084,0.34720370028290903,0.5334768287518509
110,110,110,04-20,2.3284534059576565,-0.2446949986861244,0.2703620925994924
111,111,111,04-21,2.3845444583396342,-0.11934397848995085,0.004411712351507391
112,112,112,04-22,2.421843071351088,-0.03598987842692111,-0.3146718914786885
113,113,113,04-23,2.2600189039080063,-0.39763088211585,-0.2335857266563169
114,114,114,04-24,1.7946730505749835,-1.4375753114361935,-0.0855040328437429
115,115,115,04-25,2.811014064379605,0.8337206892171378,-0.1629014332132909
116,116,116,04-26,2.7260277391280203,0.6437951641893201,-0.03679291968316231
117,117,117,04-27,2.1767455127117588,-0.5837283807072389,-0.0474536382326772
118,118,118,04-28,2.76042312728498,0.7206612027538505,0.22004644731841927
119,119,119,04-29,2.2313966754656107,-0.4615951934129393,-0.16846852573503132
120,120,120,04-30,2.5128655927983345,0.16742520187038532,-0.37542424845679306
121,121,121,05-01,1.7679169916656008,-1.4973691491035657,-0.21820353400945372
122,122,122,05-02,2.1703865836382903,-0.5979391721412503,-0.3272975634902373
123,123,123,05-03,2.5988565724764032,0.3595959059767969,-0.2668266749280523
124,124,124,05-04,2.467524086849992,0.06609702586914927,-0.12487857754166788
125,125,125,05-05,2.393750796203584,-0.09876986203982926,0.18533350397422896
126,126,126,05-06,2.8939722556828293,1.019113786188692,0.3680143362603408
127,127,127,05-07,2.6007840279258296,0.3639033399918157,0.3623018849145809
128,128,128,05-08,2.6608537589468337,0.4981458215754204,0.618295302719426
129,129,129,05-09,2.5835196055895087,0.32532119790223746,0.5635021689957471
130,130,130,05-10,3.1548231699397715,1.6020575326982198,0.5679941086534263
131,131,131,05-11,2.24664048809164,-0.4275286643819025,0.6022566746786223
132,132,132,05-12,2.9060323548622966,1.0460654241347664,0.4905837991307687
133,133,133,05-13,2.6927732298957507,0.5694787361429922,0.3578412852267962
134,134,134,05-14,2.361030952453619,-0.1718914317117014,0.12120647451611999
135,135,135,05-15,2.2271283793010888,-0.4711338855215973,0.3717528272208313
136,136,136,05-16,2.5194986767430048,0.1822486684341626,0.4927612366800322
137,137,137,05-17,2.9193151215336317,1.0757494518463653,0.7507834147605319
138,138,138,05-18,3.2309194929013882,1.7721158808899715,1.003510625021413
139,139,139,05-19,3.3855191916171106,2.117611804625991,1.0920754561463741
140,140,140,05-20,3.039560820032323,1.3444718298535847,1.0906332951751232
141,141,141,05-21,2.4649099900477807,0.06025510122816951,0.8976115076222406
142,142,142,05-22,2.515626718152397,0.1735957026066576,0.5262087681567743
143,143,143,05-23,2.401084228180812,-0.08238127347093015,0.21645742921738007
144,144,144,05-24,2.2337658766851827,-0.4563005559028266,0.09319069404189677
145,145,145,05-25,2.553889171343801,0.25910377098962617,0.30588078195331564
146,146,146,05-26,2.7086104589329336,0.6048714188006845,0.4187742798710295
147,147,147,05-27,3.035946947393471,1.3363956286966827,1.8829337098147467
148,148,148,05-28,2.8187266895149192,0.8509566901129408,2.03914577837087
149,149,149,05-29,6.332104964287118,8.702575306191374,2.0199616440218167
150,150,150,05-30,2.65316889261753,0.48097185543391496,1.6516004137400682
151,151,151,05-31,2.5023830112985963,0.14399896489530736,1.4089709409519362
152,152,152,06-01,1.7196227810877356,-1.6052959628898107,1.1744606309499488
153,153,153,06-02,2.3845277991676865,-0.11938120803210756,-0.3831916606391811
154,154,154,06-03,2.1891061218394667,-0.5561051698989834,-0.518927909069591
155,155,155,06-04,2.1500716879548047,-0.6433384433434055,-0.7141635084143431
156,156,156,06-05,2.2887399948425595,-0.3334456351485444,-0.3743465273477013
157,157,157,06-06,1.9782084072530075,-1.0274146311732053,-0.02073722933897385
158,158,158,06-07,2.631973971630805,0.4336059235100398,0.10251764664872648
159,159,159,06-08,3.333909030831601,2.002274580020257,0.3281704985098876
160,160,160,06-09,2.5200246430229734,0.18342408602721846,0.2271235445136945
161,161,161,06-10,2.7559114767692283,0.7105786678235612,0.6914703970090562
162,162,162,06-11,2.0174459927305874,-0.9397273591257026,0.916625472261632
163,163,163,06-12,3.2249012663599763,1.7586664837989652,0.7516738959797534
164,164,164,06-13,3.236477314338145,1.7845363750254941,1.034534211072064
165,165,165,06-14,2.8910419129779044,1.012565122328985,1.1190763534526087
166,166,166,06-15,3.2794568068360217,1.8805859765810808,1.626712219610465
167,167,167,06-16,2.9828928477703007,1.2178315221068303,1.4821852731634981
168,168,168,06-17,3.3803625409199647,2.1060878378214345,1.2661247046480015
169,169,169,06-18,2.8368708293801785,0.8915048051171637,1.4089965154789832
170,170,170,06-19,2.656391185929313,0.4881729639325153,1.2641695606439178
171,171,171,06-20,3.2746285904227475,1.8697959873148748,1.188146936826678
172,172,172,06-21,2.8906208980131294,1.0116242475706905,0.8416110162494682
173,173,173,06-22,2.7787849449510924,0.7616957792033902,0.8002639556641284
174,174,174,06-23,2.4499721327886155,0.026872314358176573,0.782779025967049
175,175,175,06-24,2.7258609562652936,0.643422441605125,0.5985706033756641
176,176,176,06-25,2.6094471033363247,0.3832633857500381,0.33468010727676
177,177,177,06-26,2.7800600931929047,0.7645454517665661,0.15109203300788934
178,178,178,06-27,2.1821194937186204,-0.5717187290227345,0.08105694520338777
179,179,179,06-28,2.285881978174792,-0.3398326664098337,0.1846206166279825
180,180,180,06-29,2.261939752718431,-0.39333821246883305,0.44118127695028825
181,181,181,06-30,3.003911919535756,1.264804470152693,0.2064709268978464
182,182,182,07-01,3.2982691367639814,1.9226273476838731,0.2522209043690951
183,183,183,07-02,2.1499024517737704,-0.6437166485480851,0.31249368819401524
184,184,184,07-03,2.3049504549089517,-0.2972188641952421,0.24457922456794376
185,185,185,07-04,2.4477042211580726,0.021804036539687013,0.09983277788652453
186,186,186,07-05,2.0796008903406595,-0.8008249942252622,-0.15056206474952916
187,187,187,07-06,2.6152921615055558,0.3963257900641778,-0.14242568830518382
188,188,188,07-07,2.6260012822624814,0.4202582918675506,0.06714104980382253
189,189,189,07-08,2.171747248088552,-0.5948983898820132,0.2919396312334162
190,190,190,07-09,2.867601745647373,0.960181564458796,0.4333921773267233
191,191,191,07-10,3.051250438171464,1.3705955251172488,0.2215576773888468
192,192,192,07-11,2.4593770817142984,0.04789028233458045,0.2175920186296214
193,193,193,07-12,2.0465523133385335,-0.8746812095630813,0.2430579758021095
194,194,194,07-13,2.6153541583933038,0.3964643393121983,-0.10526446319852296
195,195,195,07-14,2.2401190412570693,-0.4421026468470848,-0.28099792446282595
196,196,196,07-15,1.9324148373369543,-1.1297530695449989,-0.1196326381550291
197,197,197,07-16,2.579435780471063,0.3161947575314307,-0.013281708663149537
198,198,198,07-17,2.8926156168020127,1.0160820001813615,-0.07271506460468677
199,199,199,07-18,2.3320865936817805,-0.23657563261180398,-0.23941602969712564
200,200,200,07-19,2.455785637476458,0.03986420366297476,-0.09193834593564952
201,201,201,07-20,1.7925551099627153,-1.4423084374017179,-0.3135457953292352
202,202,202,07-21,2.3283675055525843,-0.2448869669761421,-0.7698662662702604
203,203,203,07-22,1.984457213912024,-1.013449938830083,-0.4339191700387563
204,204,204,07-23,1.6674722363110517,-1.72184082546479,-0.2777626006570216
205,205,205,07-24,3.2340477971632264,1.779106944777221,-0.07055587797421647
206,206,206,07-25,2.8750396475007767,0.9768036199533828,-0.011923466989392756
207,207,207,07-26,2.3488701579476507,-0.1990681013048873,-0.1050693335370797
208,208,208,07-27,2.4857856245603682,0.10690749893280024,0.06295630945749138
209,209,209,07-28,1.7343762969072247,-1.5723251381162051,-0.1571868324473996
210,210,210,07-29,2.1185927040012698,-0.7136869674973633,-0.5483355767590324
211,211,211,07-30,2.6430006488530284,0.4582480933478751,-0.5328562274127912
212,212,212,07-31,1.8248713438686508,-1.370088845916414,-0.488398884600642
213,213,213,08-01,2.3904295960915203,-0.10619200522743888,-0.2332107424743852
214,214,214,08-02,2.6051460800494692,0.37365155580569465,-0.32406762608000017
215,215,215,08-03,2.4195133508312767,-0.04119628535866365,-0.481720617457923
216,216,216,08-04,1.8746573195292402,-1.2588282691310533,-0.2916827934808457
217,217,217,08-05,2.2197289985521955,-0.4876698549196622,-0.1838010380743094
218,218,218,08-06,2.335090799086808,-0.2298619020539504,-0.4874675199073133
219,219,219,08-07,2.680073885420685,0.5410985272117792,-0.5575093001852223
220,220,220,08-08,1.7898528732216623,-1.448347335192329,-0.4309062602031965
221,221,221,08-09,2.231463002600521,-0.4614469670261173,-0.2609381380133411
222,222,222,08-10,2.21456509544854,-0.4992100292388987,-0.2949365643526523
223,223,223,08-11,2.676064694748242,0.5321388782194704,-0.6629855731633683
224,224,224,08-12,2.2438107675536623,-0.4338524600898177,-0.4897928272214016
225,225,225,08-13,1.6919244694831652,-1.6671955256525164,-0.29061715876587696
226,226,226,08-14,2.254846139472205,-0.40919085954052936,-0.26120774911808603
227,227,227,08-15,2.7662160266319265,0.7336070437070304,-0.5533683599050107
228,228,228,08-16,2.2935243923651027,-0.3227535713521529,-0.4206560841467673
229,229,229,08-17,1.891662808048627,-1.2208247865020776,-0.17068534107279254
230,230,230,08-18,2.6001208095287818,0.3624211944596429,-0.2480181894171936
231,231,231,08-19,2.3630536883015485,-0.16737106720866812,-0.033898047059679165
232,232,232,08-20,2.0472205051273917,-0.8731879496069355,0.16855865300535408
233,233,233,08-21,3.3410924385932788,2.018327897852117,0.4661921986982593
234,234,234,08-22,2.837086432019414,0.8919866290380465,0.41910859725830535
235,235,235,08-23,2.6907586004546693,0.5649764876553538,0.4073080393497956
236,236,236,08-24,2.473709293265052,0.07991958581991973,0.649779435451323
237,237,237,08-25,2.3313711837277404,-0.2381744146597271,0.32128224839815145
238,238,238,08-26,2.6982152441527654,0.5816404270022295,0.12315280342209467
239,239,239,08-27,2.459132982778929,0.047344775533087496,0.1017707483122596
240,240,240,08-28,2.3051423412969627,-0.29679004081829424,0.06325773468195073
241,241,241,08-29,2.633351394450771,0.4366841569963433,0.17592156880143586
242,242,242,08-30,2.370308357482732,-0.15115849596193345,0.01692484174633761
243,243,243,08-31,2.633854546588001,0.4378085900571837,0.011224159349540422
244,244,244,09-01,2.2713358905494143,-0.3723399353283601,0.0030589482222367625
245,245,245,09-02,2.443827613531929,0.01314068115230438,-0.22777648228227965
246,246,246,09-03,2.2832201287293397,-0.34578130758211617,-0.3101962536953722
247,247,247,09-04,2.013597257446605,-0.9483284260307548,-0.29941785143219496
248,248,248,09-05,2.1490251940075202,-0.6456771244404886,-0.2182782323954425
249,249,249,09-06,2.6627927359218453,0.5024790036362471,-0.2283046751933956
250,250,250,09-07,2.4891820611440334,0.11449777889215484,-0.3550250975352812
251,251,251,09-08,2.4169083083373764,-0.04701797563541393,-0.379799833263409
252,252,252,09-09,1.942997201002644,-1.10610384163343,-0.5104803457842589
253,253,253,09-10,1.9470812770915369,-1.0969768403995217,-0.4793724467596844
254,254,254,09-11,1.7981700931089744,-1.4297601995655878,-0.7387923399456872
255,255,255,09-12,2.7463121898975658,0.6891263977836939,-0.5837195589341287
256,256,256,09-13,1.7926834704735763,-1.4420215802238607,-0.4843674850421966
257,257,257,09-14,2.83325252966684,0.8834187104339359,0.059470414299518125
258,258,258,09-15,2.209740736342484,-0.5099913982818363,0.1759865611910055
259,259,259,09-16,3.407194168947141,2.1660505556507665,0.07416737342868966
260,260,260,09-17,2.1109962650097023,-0.7306633182166634,0.4575867408453189
261,261,261,09-18,2.4729448705732286,0.07821127120979893,0.4141776119689251
262,262,262,09-19,2.8220997028284573,0.8584946242759149,0.3978548782641753
263,263,263,09-20,2.7167063515255867,0.622963937175573,0.12827517368433994
264,264,264,09-21,2.165916953664816,-0.6079278005103349,0.2894058840940659
265,265,265,09-22,2.683418200931499,0.5485723281717543,0.3354151801432177
266,266,266,09-23,2.5436050034368565,0.2361209442416924,0.015409706637764512
267,267,267,09-24,2.596472058339811,0.3542670475047101,-0.18478039117029765
268,268,268,09-25,1.962939063426088,-1.0615382167568046,-0.035007970695972224
269,269,269,09-26,2.179229756045208,-0.5781766496728001,-0.21307848201334426
270,270,270,09-27,2.5680306023157944,0.2907067223356177,-0.4728287649446226
271,271,271,09-28,2.205328958625045,-0.5198507397324776,-0.7274297542862422
272,272,272,09-29,1.846219372111458,-1.3223807533459777,-0.7998388450593407
273,273,273,09-30,1.9129114104576608,-1.1733388885450071,-1.0294152159377248
274,274,274,10-01,1.7685328864139327,-1.4959927613953956,-1.0327850571538506
275,275,275,10-02,1.5628559814504217,-1.955634874943104,-1.0106732558718754
276,276,276,10-03,2.5589831479012943,0.270487675038863,-0.9334311494006142
277,277,277,10-04,2.264695409828687,-0.3871799320406266,-0.5936821226455368
278,278,278,10-05,2.053601379855472,-0.8589281145184101,-0.4086166640542139
279,279,279,10-06,2.8250801551533686,0.8651552719854566,-0.006006374555109106
280,280,280,10-07,2.2654023805287085,-0.38560000984745785,-0.17243499040892005
281,281,281,10-08,2.6437965977681284,0.4600268620515244,-0.10883431143312564
282,282,282,10-09,2.112150428306032,-0.7280840200840025,0.2138296683118137
283,283,283,10-10,2.43545248912701,-0.005575858185860171,-0.08483226401866767
284,284,284,10-11,2.9198996594224034,1.077055763951226,-0.108741387524304
285,285,285,10-12,2.023223318345761,-0.9268163219974316,-0.2275565663113107
286,286,286,10-13,2.20121042276739,-0.5290547508812758,-0.01430517315892031
287,287,287,10-14,2.3247979135921466,-0.25286421067051595,-0.19543441190513688
288,288,288,10-15,2.6846943954051805,0.5514243388303399,-0.475202299184997
289,289,289,10-16,1.949151080369976,-1.0923512906631596,-0.41318764406672265
290,290,290,10-17,2.168770141897077,-0.6015515597279344,-0.392053806241336
291,291,291,10-18,2.1897221915058984,-0.5547283912877858,-0.4845131081010543
292,292,292,10-19,2.2579512072926766,-0.40225172392895575,-0.660858172191599
293,293,293,10-20,2.0765603067965284,-0.807620021828826,-0.544113158158715
294,294,294,10-21,2.211237687431395,-0.5066460457129286,-0.5633087361494475
295,295,295,10-22,2.262591721883948,-0.3918812064658549,-0.5374962894485925
296,296,296,10-23,2.117233257607081,-0.71672502767233,-0.5308765032522041
297,297,297,10-24,2.2590242505272986,-0.39985371108265577,-0.36362369639411307
298,298,298,10-25,2.2757242149818686,-0.3625330067506261,-0.2284833989365428
299,299,299,10-26,2.5256058400117283,0.19589681931972075,-0.10123620063364742
300,300,300,10-27,2.574066557515375,0.3041957390324933,-0.10566106460376552
301,301,301,10-28,2.604228954080267,0.37160198335151706,-0.19936145789370732
302,302,302,10-29,2.1053532453179464,-0.7432742114930385,-0.17522531491725668
303,303,303,10-30,2.0074545228930365,-0.9620560708223068,-0.02401545667328885
304,304,304,10-31,2.3405256816730344,-0.217716148891922,-0.011021460900027544
305,305,305,11-01,2.9315787662548636,1.1031559687835275,-0.2249778077321881
306,306,306,11-02,2.608953241154418,0.3821597136720611,-0.3236082756424055
307,307,307,11-03,2.0297923054353126,-0.912136097641446,-0.2520597436067886
308,308,308,11-04,1.8405471001416407,-1.3350570189543434,-0.4510225014864318
309,309,309,11-05,2.1995502450650326,-0.532764878608605,-0.6748437897671984
310,310,310,11-06,1.8063442865719284,-1.4114926961697811,-0.7444454341917188
311,311,311,11-07,2.33065641625672,-0.23977176090107225,-0.40974645660108905
312,312,312,11-08,2.422084583340012,-0.03545015287506165,-0.2557657648787633
313,313,313,11-09,2.928402521204589,1.096057767902333,-0.3213928405453285
314,314,314,11-10,2.2539592462108184,-0.4111728686203892,0.07267827857903078
315,315,315,11-11,2.0233526329612728,-0.926527332607996,0.11040410064261426
316,316,316,11-12,2.8643586729137365,0.9529340185763744,0.009995518258545529
317,317,317,11-13,2.4319438756588045,-0.01341682851957126,-0.1515152240853899
318,318,318,11-14,2.152504501169599,-0.6379016471794741,-0.03802728339028998
319,319,319,11-15,2.494773461231019,0.12699331383872012,-0.10155485739854826
320,320,320,11-16,2.55865519601431,0.2697547755502103,-0.19483729805960012
321,321,321,11-17,1.8527918281515183,-1.307692776657546,-0.10346884243354043
322,322,322,11-18,2.61391107748535,0.3932393746100628,0.09864709097411227
323,323,323,11-19,2.6772527445883694,0.5347939052367873,0.3529214326783179
324,324,324,11-20,2.6951516399128885,0.5747939532664422,0.6068953630235797
325,325,325,11-21,3.1774571153857005,1.6526393640639536,0.6836806804313259
326,326,326,11-22,3.2405322964172494,1.7935983576217809,0.5932838417942229
327,327,327,11-23,2.0589474344231373,-0.8469808722110688,0.5898157666916708
328,328,328,11-24,2.3712108360406274,-0.14914165721255532,0.40229056688677417
329,329,329,11-25,2.6679415487829847,0.5139854546214747,0.1752728378253977
330,330,330,11-26,2.1916781561517222,-0.5503572455629376,-0.08779675388927825
331,331,331,11-27,2.56795286185073,0.29053298969569513,0.5366519339085447
332,332,332,11-28,2.5342348817230294,0.2151808073337257,0.541749005895923
333,333,333,11-29,3.735486676097095,2.8997112545758688,0.7744094664728237
334,334,334,11-30,2.384895613303293,-0.11855922528828522,0.766562636943918
335,335,335,12-01,3.2925955832380964,1.9099482180828784,0.9799189310466462
336,336,336,12-02,2.1706107443931506,-0.5974382227363721,0.9738282259096716
337,337,337,12-03,3.1407784702811314,1.5706707543120642,0.4303563610178642
338,338,338,12-04,2.517882367303287,0.17863657651187814,0.31342753026044706
339,339,339,12-05,2.276356524907082,-0.3611199347749763,-0.17379323895786505
340,340,340,12-06,2.070961454935211,-0.8201322098327881,-0.14154944687840376
341,341,341,12-07,1.9844901217089013,-1.013376397226995,-0.3720048802767463
342,342,342,12-08,2.2571798793403843,-0.40397547025960456,-0.4297064791901963
343,343,343,12-09,2.5220445613159894,0.18793815392200852,-0.33996268399588514
344,344,344,12-10,2.3629633214696097,-0.1675730169688218,-0.1724485553157488
345,345,345,12-11,2.517303455023344,0.17734283639089093,0.0637452479181571
346,346,346,12-12,2.5207085930987843,0.18495256224803,0.05018250507208371
347,347,347,12-13,2.618630584327776,0.4037864221764407,0.0128239728018108
348,348,348,12-14,2.2207662058865028,-0.4853519273360449,0.36079112359791937
349,349,349,12-15,2.421743212964475,-0.03621303969962887,0.4747762012384294
350,350,350,12-16,3.2971963409679814,1.9202298878078297,0.5751546310191149
351,351,351,12-17,2.8233341335463487,0.8612533022339514,0.6302421449975021
352,352,352,12-18,2.790207720622645,0.7872231409321431,0.5788990113429426
353,353,353,12-19,2.7665312536953937,0.7343115060467629,0.6999810737518841
354,354,354,12-20,2.0829185651685047,-0.7934107292634011,0.4877819862190037
355,355,355,12-21,2.7468280967317877,0.6902793347540199,0.2031688404895866
356,356,356,12-22,2.7274776366963738,0.6470353626105474,-0.05702391919719535
357,357,357,12-23,2.059195915569778,-0.8464255721425512,-0.12149989524894088
358,358,358,12-24,2.091634113954154,-0.7739334171885487,-0.05075152619374596
359,359,359,12-25,2.5934241496077957,0.3474556497362896,-0.3483889597350784
360,360,360,12-26,2.272865984905687,-0.3689205149322313,-0.5010306681493247
361,361,361,12-27,1.9477218661094728,-1.0955452664939744,-0.4804780712754964
362,362,362,12-28,2.317660434621488,-0.2688148878749303,-0.4060798766788313
363,363,363,12-29,2.1143761663263216,-0.7231099908995812,
364,364,364,12-30,2.2913806987230028,-0.32754424960855816,
365,365,365,12-31,,,
