,unnamed: 0,unnamed: 0,mth_day,poignant,poignant_norm,poignant_ravg
65,65,65,03-06,4.40175586328719,-1.9723151333765312,-0.8229669622641375
66,66,66,03-07,5.684283448301043,-0.20489984257424212,-0.9153077648819192
67,67,67,03-08,4.117446248068212,-2.3641142394009904,-1.0596665450157523
68,68,68,03-09,5.89909920376553,0.09113172458232477,-0.9116653159590044
69,69,69,03-10,5.3574047410945305,-0.6553622202300313,-0.7511428898188311
70,70,70,03-11,5.5685185623611675,-0.3644321847545552,-0.9868232708941066
71,71,71,03-12,5.1006559144845545,-1.0091805765354922,-0.7592345496625263
72,72,72,03-13,4.658152493515394,-1.6189821290258957,-0.8542414445829914
73,73,73,03-14,5.1083468514630095,-0.9985819120115088,-0.9830216641590416
74,74,74,03-15,5.485447819839691,-0.4789096449404661,-0.8988022919099147
75,75,75,03-16,4.796707371766741,-1.428043537686332,-1.1182447262757709
76,76,76,03-17,5.9352020532107606,0.1408840487402052,-0.7662173790380179
77,77,77,03-18,4.145223503568679,-2.3258351827306303,-0.6809604038235411
78,78,78,03-19,6.190847562505293,0.4931819544006236,-0.6289900145577562
79,79,79,03-20,5.479547971300919,-0.4870400607246476,-0.3926832943905392
80,80,80,03-21,5.711722170358706,-0.16708730934575686,-0.27032673314833244
81,81,81,03-22,5.825565350021638,-0.010203216683030444,0.3398117520607416
82,82,82,03-23,6.467931398092687,0.8750234161934455,0.21654232426788267
83,83,83,03-24,6.801711003812017,1.3349957285238139,0.283330337001255
84,84,84,03-25,5.6541436796455375,-0.2464346123565301,0.2041037058108857
85,85,85,03-26,5.7703369074085975,-0.0863119843244136,0.43251357176820776
86,86,86,03-27,5.3667766202161244,-0.6424470964879728,0.240713458729876
87,87,87,03-28,6.820041142906533,1.3602559790609026,0.22200289521813832
88,88,88,03-29,5.6328511414244105,-0.2757772620365449,0.2837762929978743
89,89,89,03-30,6.720246911157041,1.222732347453388,0.4050936339946615
90,90,90,03-31,5.9230994380963375,0.12420577432188536,0.5400981965778052
91,91,91,04-01,6.2985415818118025,0.6415920616563097,0.21651614690640927
92,92,92,04-02,5.954574213175775,0.1675802790108893,0.015183488348186438
93,93,93,04-03,5.411194313713927,-0.5812363189674729,-0.22457669714347628
94,94,94,04-04,4.756267048114169,-1.4837732133858819,-0.12481659083515766
95,95,95,04-05,5.676352858815175,-0.2158287654965884,-0.3695332597907679
96,96,96,04-06,6.357445872316406,0.7227664121717972,-0.22233336331674616
97,97,97,04-07,5.233067451034749,-0.8267079520773517,-0.19471944865579024
98,98,98,04-08,6.595469181285116,1.0507796578550197,0.06378058924109083
99,99,99,04-09,5.531422787917582,-0.4155528310017373,-0.043245407899080636
100,100,100,04-10,5.881752714290732,0.0672270139954045,-0.3769769034323896
101,101,101,04-11,5.210371396415668,-0.8579847483376172,-0.3445935487014785
102,102,102,04-12,4.904409278471716,-1.2796225610280572,-0.4946673634732252
103,103,103,04-13,5.3740616337392435,-0.6324078236918848,-0.013478060940531729
104,104,104,04-14,5.942061434159695,0.1503367692245394,0.05534897961749466
105,105,105,04-15,7.626477268853807,2.4715829841944235,0.12328819735512565
106,106,106,04-16,6.181419392190072,0.4801892573435628,0.454723321602285
107,107,107,04-17,5.506172574462129,-0.4503494419118312,0.4100878130085603
108,108,108,04-18,6.347447680487081,0.7089881844548993,0.25838762088370565
109,109,109,04-19,5.1797226868924415,-0.9002208752542331,-0.2504415737212269
110,110,110,04-20,5.281572587883921,-0.7598643835245885,-0.3460147069043951
111,111,111,04-21,5.411081210426666,-0.5813921834351715,-0.333432619360438
112,112,112,04-22,5.765302658342053,-0.09324954175544677,-0.3876966803975081
113,113,113,04-23,5.560953839859666,-0.3748569166480885,-0.054758626035413295
114,114,114,04-24,6.111186891581062,0.3834038182324789,0.2329734636074933
115,115,115,04-25,6.629304710005068,1.0974074509183356,0.5101945815018297
116,116,116,04-26,6.534331950036527,0.9665281543328512,0.4835502374436014
117,117,117,04-27,6.618076757081027,1.0819345239308469,0.7776383184164745
118,118,118,04-28,5.6492956064043085,-0.2531156061048165,0.8141632211940762
119,119,119,04-29,6.841386610474492,1.3896715691891497,0.5494839344592031
120,120,120,04-30,6.270212997995339,0.6025532348980899,0.14345165939098595
121,121,121,05-01,5.476915156109647,-0.4906682694909035,-0.0017314371121475158
122,122,122,05-02,4.766504334565792,-1.469665496076451,0.019732320935156988
123,123,123,05-03,5.985962752708661,0.21083594491204533,-0.2515562405456693
124,124,124,05-04,5.742746857789268,-0.12433305782098945,-0.11885121042397034
125,125,125,05-05,5.660220875148259,-0.2380597996958081,0.0490632260092583
126,126,126,05-06,6.847998635655793,1.3987834156282837,0.2703481446933979
127,127,127,05-07,6.207999348155696,0.5168183491084684,-0.013442877062845452
128,128,128,05-08,5.72995875471329,-0.1419559839716132,0.07187833258359162
129,129,129,05-09,4.750362441873631,-1.4919101856254149,0.02862227075766597
130,130,130,05-10,6.1142276485047296,0.38759420005763295,-0.1461084032622035
131,131,131,05-11,5.471887914130481,-0.4975961706513621,-0.2469678166930042
132,132,132,05-12,6.087237164784436,0.3503993715090665,-0.2826438291480069
133,133,133,05-13,5.768866630656348,-0.08833813147633586,0.1666311616549477
134,134,134,05-14,5.5746286395956295,-0.3560120587016295,0.13625610092588114
135,135,135,05-15,6.7064649106943275,1.203739759192313,0.4545300391503168
136,136,136,05-16,5.981977395321229,0.2053438356832336,0.5836849921498537
137,137,137,05-17,6.857623708614439,1.4120474586952518,1.1956683377256665
138,138,138,05-18,6.649566089373118,1.1253290895062882,1.585804275539603
139,139,139,05-19,8.433386485230287,3.58356194197854,1.6001035269413908
140,140,140,05-20,7.273245047710417,1.9848035681819889,1.6890329334670515
141,141,141,05-21,6.768722551430876,1.2895352676030414,1.7751388626539228
142,142,142,05-22,6.369167947247362,0.7389202748371996,1.5771216973611215
143,143,143,05-23,7.232521096874385,1.9286830338164789,0.8969542405458228
144,144,144,05-24,5.787417352347143,-0.06277390225051742,0.6667613917286257
145,145,145,05-25,5.471999208564736,-0.4974427989132549,0.3743808232055634
146,146,146,05-26,6.271006309534857,0.603646475278806,0.38919638390482697
147,147,147,05-27,5.495724134801893,-0.4647481435353322,0.11059111183675888
148,148,148,05-28,6.4336735517302595,0.8278136390327806,0.4482195330035973
149,149,149,05-29,6.019499068773492,0.2570514014080699,0.7774838796174125
150,150,150,05-30,7.257420806151996,1.962996624750513,0.7201059781855079
151,151,151,05-31,6.9055862420980585,1.4781432807696369,0.9606788824073575
152,152,152,06-01,6.021188142611954,0.2593790666873786,0.7455368893464387
153,153,153,06-02,6.543156690615173,0.9786892817957662,0.8327179347172642
154,154,154,06-03,5.49696487132645,-0.4630383193327333,0.6943709303344837
155,155,155,06-04,6.399077415165436,0.7801376736330227,0.7048873415327472
156,156,156,06-05,6.655070525439854,1.1329145984538305,0.7039434011033153
157,157,157,06-06,6.951373740465798,1.5412417479592184,0.5043839144494915
158,158,158,06-07,6.0170783117906765,0.2537154241107871,0.5474584066064128
159,159,159,06-08,5.674292826587312,-0.2186676381271772,0.4887857459279561
160,160,160,06-09,5.684507294510888,-0.2045913663912056,0.9479202619702553
161,161,161,06-10,6.143621984182532,0.4281017095622825,1.0282353074915842
162,162,162,06-11,8.654100470877072,3.887721694707624,1.0734599102129512
163,163,163,06-12,7.301058147663577,2.023132021087192,1.4255796668455956
164,164,164,06-13,6.213982120917902,0.5250630404389894,1.565273214324472
165,165,165,06-14,7.207390237682134,1.8940509016686893,1.4618167290213575
166,166,166,06-15,6.292720301456553,0.6335699184820519,0.8464768251045166
167,167,167,06-16,5.693181851836747,-0.192637202256404,0.4718975377962063
168,168,168,06-17,5.974966466412679,0.19568227120657888,0.4652188770564586
169,169,169,06-18,5.670173981680162,-0.22434370276266985,0.3156699507365964
170,170,170,06-19,6.184903839177608,0.4849910760005029,0.35252019111910105
171,171,171,06-20,6.556267807161475,0.9967573437495172,0.5512426342748623
172,172,172,06-21,6.453162898227909,0.8546713607770793,0.5674479853290948
173,173,173,06-22,6.558401304565094,0.9996974566781638,0.8806943213657786
174,174,174,06-23,6.04552309176286,0.2929143775319736,1.0618458991761572
175,175,175,06-24,7.034020053270504,1.6551343134574341,1.0551636641943871
176,176,176,06-25,6.97362134146355,1.5719005428627741,1.1854778313275691
177,177,177,06-26,6.5271739634963275,0.9566639338588968,1.339666853229616
178,178,178,06-27,7.020538935776655,1.6365563635761713,1.5187987444780664
179,179,179,06-28,7.22972628944484,1.9248315880904416,1.2481617347770368
180,180,180,06-29,6.825447062356843,1.3677057250226778,1.0164526581052604
181,181,181,06-30,5.855691115164486,0.031312255251255965,0.9279081030903104
182,182,182,07-01,5.964781085041148,0.18164608283211736,0.8840230050055303
183,183,183,07-02,6.141659020063082,0.4253966037691966,0.526578381343119
184,184,184,07-03,6.8294672080700805,1.3732457750674905,0.05290086790757114
185,185,185,07-04,5.67344489135699,-0.2198361538840264,-0.09322293458130927
186,186,186,07-05,4.763098228293873,-1.4743593555906094,-0.3288198145426726
187,187,187,07-06,5.219481362444622,-0.8454305596820265,-0.5048637157622246
188,188,188,07-07,4.9390136865148415,-1.2319351969360628,-0.7904423816300561
189,189,189,07-08,5.375179877342618,-0.6308668035481152,-0.5551181444497187
190,190,190,07-09,5.586083657278158,-0.3402262201394992,-0.3647011951701069
191,191,191,07-10,6.698025227999174,1.192109269197997,-0.4579892576439801
192,192,192,07-11,5.592156315692546,-0.3318576599129384,-0.07727578462659875
193,193,193,07-12,4.813313618741576,-1.4051589345252649,-0.2326962053209236
194,194,194,07-13,6.596605539450238,1.052345641168225,-0.35593073345494936
195,195,195,07-14,4.6984934940610295,-1.5633893277140647,-0.6559781600886786
196,196,196,07-15,5.049531724360424,-1.0796333889436531,-0.5837121210267918
197,197,197,07-16,5.391646008108541,-0.6081752906043779,-0.20338603329144075
198,198,198,07-17,5.9067960804571245,0.10173857445838247,-0.3263242907805473
199,199,199,07-18,6.469218831374091,0.8767975918868415,-0.08256322059890198
200,200,200,07-19,6.061343541988138,0.31471609623358565,0.141522112662141
201,201,201,07-20,5.7598070346445045,-0.1008229066241924,0.2258722123566353
202,202,202,07-21,6.025178895005367,0.2648786106226045,0.2776459850177973
203,203,203,07-22,5.7588986743715465,-0.10207469243741216,0.2746890662271386
204,204,204,07-23,6.132214380152953,0.4123812104253545,0.2869603215680473
205,205,205,07-24,6.456344675756898,0.8590560791428894,0.0980853970793029
206,206,206,07-25,6.114771472229657,0.3883436282790381,0.04679428361848309
207,207,207,07-26,4.9374627830082165,-1.2340724535566592,0.07106532669390639
208,208,208,07-27,5.801862049591918,-0.04286807014231436,-0.1579404196166687
209,209,209,07-28,5.864572589573988,0.04355156601512759,-0.04195179770045125
210,210,210,07-29,5.135144178378221,-0.961653267438096,-0.03867224005065362
211,211,211,07-30,6.961348591688049,1.5549878106401942,-0.09830814571270924
212,212,212,07-31,6.129050368110205,0.4080209741778239,-0.09452698680247283
213,213,213,08-01,4.677813470930063,-1.5918878875289928,-0.004230148058939959
214,214,214,08-02,5.818324871762584,-0.02018111668089588,0.08510946312888003
215,215,215,08-03,6.257716817070942,0.5853325984763249,0.09997958496820587
216,216,216,08-04,5.524120724113931,-0.4256156003111759,0.04179490470050084
217,217,217,08-05,7.026091750414921,1.6442085416761492,0.26612452139618803
218,218,218,08-06,5.8757195594760825,0.05891289257159363,0.27057200366706474
219,219,219,08-07,5.654524229442973,-0.24591018735487016,0.18267817970691405
220,220,220,08-08,5.837688805273662,0.006503776944364941,0.09845865209125347
221,221,221,08-09,5.875035097495887,0.0579696547154206,-0.2450018808367422
222,222,222,08-10,5.1574365568125735,-0.9309327660051394,-0.425989463863289
223,223,223,08-11,5.530695812167413,-0.41655465589182505,-0.4254454859777543
224,224,224,08-12,5.087716075571072,-1.0270126055876871,-0.4693479214392461
225,225,225,08-13,5.656892659706534,-0.2426463200416623,-0.6399541747012788
226,226,226,08-14,5.646541592204927,-0.2569108358245861,-0.4864772210101173
227,227,227,08-15,5.132230979675587,-0.9656678648567758,-0.5882981731377613
228,228,228,08-16,5.825661261432357,-0.010071043858170243,-0.4090093538545932
229,229,229,08-17,5.087376642590239,-1.0274803686576888,-0.4424934988773008
230,230,230,08-18,5.868323296562742,0.048720310111321184,-0.5495893767096279
231,231,231,08-19,5.511105736138392,-0.4435511901779076,-0.07557688311911193
232,232,232,08-20,5.180255875624246,-0.8994861028185489,-0.2371653712875864
233,233,233,08-21,7.1960382868820725,1.87840709668632,-0.028639905976403236
234,234,234,08-22,5.1221196730736445,-0.9796019728690168,0.16641419458360895
235,235,235,08-23,5.995277562644095,0.22367242320941,0.35891176893386345
236,236,236,08-24,6.717571119098188,1.2190449134713943,0.5561075105084269
237,237,237,08-25,6.349222675956383,0.7114342559236194,0.0796371716894149
238,238,238,08-26,6.038828208452159,0.2836883466288321,0.5237101722314708
239,239,239,08-27,5.121529744979999,-0.9804149362277524,0.6542670532090554
240,240,240,08-28,7.0555731491829095,1.6848360303833183,0.6570712313057462
241,241,241,08-29,6.563710354207581,1.0070137090749172,0.748725002336203
242,242,242,08-30,6.729780255618665,1.235869982051539,0.5755490872744512
243,243,243,08-31,6.748274863279304,1.26135688210636,0.6108284191809932
244,244,244,09-01,5.284836016749802,-0.7553671437416786,0.31583239422978115
245,245,245,09-02,5.275132749049724,-0.7687389447885004,-0.018241261820601058
246,246,246,09-03,5.771187273022622,-0.08514011932395381,-0.28286609901364196
247,247,247,09-04,5.109184024575498,-0.997428227227376,-0.4523482190176305
248,248,248,09-05,5.57762777007867,-0.3518790411067062,-0.3246874248077398
249,249,249,09-06,6.010365119475713,0.2444641620824284,-0.00044184856364957537
250,250,250,09-07,5.840659509794178,0.010597621517665428,-0.26923169939336816
251,251,251,09-08,6.686868512622263,1.1767345126760411,-0.15421170333880405
252,252,252,09-09,4.600900696727172,-1.6978792243022651,0.019548552009110168
253,253,253,09-10,5.609970631557496,-0.30730825089999125,0.2634681707355829
254,254,254,09-11,6.334164126267795,0.6906824909807792,0.276546465703997
255,255,255,09-12,7.072368966010584,1.707981874441265,0.22420995574699598
256,256,256,09-13,5.897601217210294,0.08906739132814982,0.4264987343237423
257,257,257,09-14,6.459000105895728,0.8627154529340351,0.3386108635344854
258,258,258,09-15,5.481647649682414,-0.4841465528417873,0.2445533636395361
259,259,259,09-16,5.227314831547339,-0.8346354756355325,0.016234934148105024
260,260,260,09-17,5.924646321978736,0.12633749161108304,0.005440535253823697
261,261,261,09-18,6.078291279186188,0.3380712974926789,-0.15097350088576714
262,262,262,09-19,5.850603385684434,0.02430099796246185,0.011253579290600918
263,263,263,09-20,5.7779876112896025,-0.07576876390351006,0.4078806111547461
264,264,264,09-21,6.187969609592584,0.489215928216421,0.4154858096578336
265,265,265,09-22,6.954192873086831,1.5451267155493382,0.10454420947774884
266,266,266,09-23,5.9577586649141265,0.17196868262960815,0.12165435257622645
267,267,267,09-24,4.724479818004536,-1.5275783035878294,0.2229169848562713
268,268,268,09-25,5.925099393345557,0.12696185655332776,0.09978095051175406
269,269,269,09-26,6.218875907004138,0.5318070297767594,-0.2789424464637585
270,270,270,09-27,5.6518465096808415,-0.2496002778506827,-0.2525711611747877
271,271,271,09-28,5.305265630330792,-0.7272136663037374,-0.20231459705571145
272,272,272,09-29,6.072576843792803,0.3301963943634329,-0.5301375063658217
273,273,273,09-30,4.943292329629261,-1.226038918873372,-0.8384137473399661
274,274,274,10-01,4.497788246799376,-1.8399755993073337,-0.9860128806511218
275,275,275,10-02,4.876669177511903,-1.3178504160681068,-0.635488592419073
276,276,276,10-03,5.009213300675056,-1.1351950777176167,-0.7596752538451689
277,277,277,10-04,6.831416517044738,1.3759320630885559,-0.7476159659336924
278,278,278,10-05,5.531879409074636,-0.4149235741931427,-0.4443037632433544
279,279,279,10-06,4.995797372951837,-1.1536831914045138,-0.2868835203192939
280,280,280,10-07,5.818382004857526,-0.020102383165305288,-0.34664037115073504
281,281,281,10-08,5.562062604988843,-0.3733289585237441,-0.7751916198367595
282,282,282,10-09,4.7490374043238655,-1.4937361827062634,-0.656853654608653
283,283,283,10-10,4.965543337518955,-1.1953754290275913,-0.6028083978409545
284,284,284,10-11,6.047112152219782,0.29510421717549656,-0.7670405906937603
285,285,285,10-12,5.231105507959311,-0.8294116507983231,-0.7918727377986841
286,286,286,10-13,5.103329966627985,-1.0054955402821395,-0.3955909486411451
287,287,287,10-14,5.45394569384886,-0.5223218411532865,-0.305212359301924
288,288,288,10-15,6.474412290502924,0.8839545522389707,-0.4620478059227226
289,289,289,10-16,5.3590434996780365,-0.6531038929922649,-0.5619991957217016
290,290,290,10-17,5.364264874686605,-0.6459084625492949,-0.22076058283641511
291,291,291,10-18,4.795926242809445,-1.4291199895921969,-0.27943312363941164
292,292,292,10-19,6.589051866992153,1.0419361370295792,-0.46354524074133
293,293,293,10-20,5.1984907847928135,-0.8743570859712655,-0.32882389976322496
294,294,294,10-21,5.672804869268073,-0.22071815037253936,0.07735339596796455
295,295,295,10-22,5.945607971515478,0.1552241528763653,0.2258675784796573
296,296,296,10-23,7.132723896940888,1.7911553118378425,0.2677075006423581
297,297,297,10-24,5.442543492852243,-0.5380348945220407,0.4400148139292426
298,298,298,10-25,6.7712190846497675,1.2929756700057842,0.5832414942979726
299,299,299,10-26,5.948701163327242,0.15948679375004124,0.39076352509422296
300,300,300,10-27,6.296400815638349,0.6386419318398403,0.3086714656104917
301,301,301,10-28,5.107576390723172,-0.9996436623461318,0.44688052118062
302,302,302,10-29,6.775302532489443,1.298602954935455,0.4037040689665439
303,303,303,10-30,6.044293156974272,0.2912194388987288,0.3877321197078951
304,304,304,10-31,6.583232736645111,1.0339169567213276,0.5293896614501482
305,305,305,11-01,5.87916074817775,0.0636550981981483,0.8808969629345352
306,306,306,11-02,6.913164875070767,1.4885871822933594,0.7593801881752961
307,307,307,11-03,6.6380072277774325,1.1094001465601908,0.8727818219510507
308,308,308,11-04,6.246229541613956,0.56950230638002,0.8539358436791433
309,309,309,11-05,6.538033561710807,0.9716292415532559,0.6986670185113844
310,310,310,11-06,6.5011790604341675,0.9208410870898828,0.3180650080224789
311,311,311,11-07,5.203134398038109,-0.8679578528084054,0.28867279267812745
312,312,312,11-08,5.256058319851907,-0.7950248806400732,0.33255716519897754
313,313,313,11-09,6.5100361940538765,0.9330468544940818,-0.024134104109107657
314,314,314,11-10,6.437298110281137,0.8328085415051204,-0.11284811823598485
315,315,315,11-11,4.985032199998363,-1.168518374295255,0.0578181518170874
316,316,316,11-12,6.114926307432192,0.38855700232861984,0.5599991951728829
317,317,317,11-13,5.946199823510794,0.15603976751002807,0.5251499247636358
318,318,318,11-14,7.4425089320874225,2.2180613794947,0.4651214691235797
319,319,319,11-15,6.35830563864883,0.7239512320385987,0.5855613166195505
320,320,320,11-16,6.175939671283348,0.4726378076647843,0.9074064550875152
321,321,321,11-17,5.509416347467155,-0.4458792893194301,1.2068789891222975
322,322,322,11-18,7.5162107831381695,2.3196278331364084,0.8253876181467174
323,323,323,11-19,7.250076013285957,1.9528749717187224,0.5447544499450915
324,324,324,11-20,5.781530182156483,-0.07088684635878215,0.5650990562247149
325,325,325,11-21,5.136454335127388,-0.9598477771711568,0.5162025397704807
326,326,326,11-22,6.264518237607796,0.5947054453425247,0.026133807417486905
327,327,327,11-23,5.296525359740646,-0.7392583880448352,-0.28287002137382744
328,328,328,11-24,5.382496071944819,-0.6207845609815551,-0.1580618514678602
329,329,329,11-25,5.904701432578797,0.09885199897083648,0.017194078854454675
330,330,330,11-26,6.324933608298073,0.6779621730770214,0.07165462627518887
331,331,331,11-27,5.899502724191411,0.09168780476273244,0.09789219129661413
332,332,332,11-28,6.5016345103667845,0.92146872986693,0.3232550133732662
333,333,333,11-29,5.410761332730211,-0.5818329979162838,0.2751933878081592
334,334,334,11-30,6.3637053127633925,0.7313923714783572,0.012191260077797472
335,335,335,12-01,5.695445483888178,-0.18951775441980576,0.013026837214548451
336,336,336,12-02,5.179846252246928,-0.9000505933051487,-0.4086470899085475
337,337,337,12-03,5.90314075108707,0.09670126758323834,-0.2393940771874412
338,338,338,12-04,4.665704563746255,-1.6085748328716456,0.03214362165840209
339,339,339,12-05,6.147673564251022,0.43368507841035386,0.14139195475790986
340,340,340,12-06,7.545955769529196,2.360618564553417,0.2848900007235147
341,341,341,12-07,6.171102795034213,0.4659722441772407,0.2822274465648014
342,342,342,12-08,5.8046236997576335,-0.03906231751151922,0.5299337724904674
343,343,343,12-09,5.891548232318287,0.08072594263095824,0.4297068989209609
344,344,344,12-10,5.7441953891975475,-0.12233687731764993,0.1345725700193796
345,345,345,12-11,5.711294867807005,-0.1676761630066853,0.017862354174337708
346,346,346,12-12,6.2609677305414575,0.5898125911439297,0.1669632054798472
347,347,347,12-13,5.662957124733124,-0.2342890508930108,0.4007745342863931
348,348,348,12-14,6.453795252397852,0.8555427903215377,0.2387543093266221
349,349,349,12-15,6.909541503431221,1.4835939154702338,0.3652613722943894
350,350,350,12-16,5.0387740580963625,-1.0944582270762755,0.05065478554011791
351,351,351,12-17,6.26209511990258,0.5913662147999182,-0.05557936083761892
352,352,352,12-18,4.891199250979705,-1.2978269293816989,-0.4333654230883399
353,353,353,12-19,5.200423308570429,-0.8716939291594318,-0.7511471136483507
354,354,354,12-20,4.8089490798255765,-1.4111735831827878,-0.5833894522471194
355,355,355,12-21,5.525948910530623,-0.4230962278898312,-0.6038345072664763
356,356,356,12-22,5.7691756659046565,-0.08791225866888776,-0.3900137447570649
357,357,357,12-23,6.173079208896576,0.46869588468377704,-0.3529801035132394
358,358,358,12-24,5.822155413668102,-0.014902354325231515,-0.10109484872588304
359,359,359,12-25,5.361664416020006,-0.6494920816964783,-0.2311137681709644
360,360,360,12-26,5.905634581657071,0.10013794554135036,-0.5912528595463303
361,361,361,12-27,4.959858354576512,-1.2032097445603194,-0.9648270384638334
362,362,362,12-28,4.201162800333944,-2.2487468069210834,-1.1713047809498027
363,363,363,12-29,4.5465711934778215,-1.7727491888212412,
364,364,364,12-30,4.92317009264793,-1.2537688092410475,
365,365,365,12-31,,,
