,unnamed: 0,unnamed: 0,mth_day,feel good movie,feel good movie_norm,feel good movie_ravg
129,129,129,05-09,3.003471141162408,-0.5727200750044709,0.0564523979184251
130,130,130,05-10,3.2483839819149125,-0.12730500349869395,0.06824936788500939
131,131,131,05-11,3.3152154028909315,-0.005760857175440367,-0.04213458291315938
132,132,132,05-12,3.6133404427262414,0.5364295217687821,-0.035957046579722374
133,133,133,05-13,3.044397395822522,-0.4982888177870516,0.04902849008531232
134,134,134,05-14,3.566863249672063,0.4519029522185389,0.21434355013553733
135,135,135,05-15,3.2838484863269373,-0.06280685501426267,0.42887902947559214
136,136,136,05-16,3.793777933303194,0.8645853568026561,0.5673925357256596
137,137,137,05-17,4.02299334371921,1.2814520188648884,0.6362772076736183
138,138,138,05-18,4.0703128956377785,1.3675105592691863,0.6156312470582698
139,139,139,05-19,3.2716560824320093,-0.08498078609929946,1.550209770821927
140,140,140,05-20,3.4987497817472972,0.3280271885264479,1.9142396495693543
141,141,141,05-21,6.3671336619378565,5.54466428756768,1.876586287537921
142,142,142,05-22,4.994755593373228,3.048764629287224,1.8286660166990008
143,143,143,05-23,3.898770445362956,1.0555318466762862,2.180531036968904
144,144,144,05-24,3.9122182498354254,1.0799889342356666,2.165007358083974
145,145,145,05-25,4.432500434434886,2.0262093355201194,1.278390805762616
146,146,146,05-26,3.4475353275737786,0.23488511521686944,0.7094070415274926
147,147,147,05-27,3.4420807073559234,0.2249649736395309,0.4451111530504303
148,148,148,05-28,3.1176108047635727,-0.3651379561235181,0.381059680884645
149,149,149,05-29,3.0268270246704425,-0.5302434841860874,0.0909470790636248
150,150,150,05-30,3.7009048614114017,0.6956801012409549,0.14339351379948215
151,151,151,05-31,3.4753846205058343,0.2855337245939981,0.13905070494722993
152,152,152,06-01,3.620562323832478,0.5495637236320136,0.21673047074305488
153,153,153,06-02,3.427753266895664,0.19890812052601767,0.4342995354225845
154,154,154,06-03,3.3738855470491806,0.10094063865143152,0.5716594289593294
155,155,155,06-04,3.744613122618024,0.7751709038910902,0.674924432629826
156,156,156,06-05,4.154071409428978,1.5198394624614242,0.7062261138385525
157,157,157,06-06,3.8160680910551386,0.9051237466169776,1.0009596474871365
158,158,158,06-07,3.723830275308509,0.7373738108843725,1.4687176657112293
159,159,159,06-08,4.400114081901843,1.9673093224175224,1.3738906147788623
160,160,160,06-09,4.917074617514285,2.907488747995989,1.6007339351264818
161,161,161,06-10,3.4317674569491583,0.2062085982968899,1.6843397695464433
162,162,162,06-11,4.902454374615807,2.8808993845471407,1.6002031029714914
163,163,163,06-12,4.0918936351983275,1.4067587531367465,1.4195537789053407
164,164,164,06-13,3.4462534530516016,0.2325538114346636,1.04031046539406
165,165,165,06-14,3.8041305784138566,0.8834133780206194,1.1871140564141311
166,166,166,06-15,3.6659060353496455,0.6320288669283027,0.7681418731584029
167,167,167,06-16,3.9160898808112106,1.0870301444173165,0.6136430143381959
168,168,168,06-17,3.5202155484725988,0.3670662850127709,0.6351511798066171
169,169,169,06-18,3.5821836119776203,0.4797656002155037,0.8233131204146091
170,170,170,06-19,3.517211436845524,0.36160280424519003,0.7405036112471257
171,171,171,06-20,4.4248990931390235,2.0123850216685724,0.7328869997204422
172,172,172,06-21,3.392707662475108,0.13517181192340205,0.6754370843022345
173,173,173,06-22,3.890961777809189,1.0413304752572163,0.5606137144306834
174,174,174,06-23,3.3306814771826656,0.02236679250352376,0.3959494276927813
175,175,175,06-24,3.2033677231714983,-0.2091746190138024,0.09133775509263901
176,176,176,06-25,2.9739644636463924,-0.6263829161822234,0.3162267993282983
177,177,177,06-26,3.4199491284599954,0.1847149860677189,0.2808605824029674
178,178,178,06-27,4.134643239441638,1.4845060773373573,0.5508454064120377
179,179,179,06-28,3.77428444188649,0.8291331737052313,0.5708646412435737
180,180,180,06-29,4.221393369592471,1.6422757365579457,0.5782682910270461
181,181,181,06-30,3.2694135485501667,-0.08905921002458655,0.5199234436689998
182,182,182,07-01,2.998389980649357,-0.5819610174813892,0.20820024562709305
183,183,183,07-02,3.227462570767772,-0.16535409808055873,0.005460031957554272
184,184,184,07-03,3.1062315105415887,-0.3858331109140837,-0.3605271382246747
185,185,185,07-04,3.1054204787064843,-0.3873081083120012,-0.4414059686304957
186,186,186,07-05,3.013958373395163,-0.5536472845354283,-0.5258469837071346
187,187,187,07-06,3.0025847134440857,-0.5743321924595124,-0.6207460986810439
188,188,188,07-07,2.7198090766597645,-1.0886071079412225,-0.5014224963324591
189,189,189,07-08,2.9143791572956625,-0.7347487879240149,-0.487426275918776
190,190,190,07-09,3.499894198980301,0.3301085031774258,-0.27360074788788585
191,191,191,07-10,3.1515956665786646,-0.30333078582990297,-0.2933099067505938
192,192,192,07-11,3.719394100817833,0.7293058836499126,0.0434696931292887
193,193,193,07-12,2.9375618653901583,-0.6925871456357603,0.2010395344908324
194,194,194,07-13,3.8308848411403247,0.9320704913380732,0.02241259187590524
195,195,195,07-14,3.4342207154313087,0.2106702602452473,-0.08240380899985307
196,196,196,07-15,2.9105827712884462,-0.7416531525121371,-0.22463452711865026
197,197,197,07-16,2.8057939530108857,-0.9322291910844528,0.07191431451718082
198,198,198,07-17,3.250158125946359,-0.12407842506287052,-0.11271133631008813
199,199,199,07-18,3.915911596323601,1.0867059041792262,-0.33545590697511235
200,200,200,07-19,3.2217829649910787,-0.17568341362554069,0.21171918612364413
201,201,201,07-20,2.699360010614849,-1.1257971637448978,0.21832176859861085
202,202,202,07-21,4.715778172334881,2.5413974060804017,0.5074215590866398
203,203,203,07-22,2.8275766541410503,-0.8926136962346526,0.34589987184342075
204,204,204,07-23,4.20393255540177,1.6105203178653031,0.3973209538209131
205,205,205,07-24,3.38303243084577,0.11757578071991165,0.3084955974653711
206,206,206,07-25,3.391427201129304,0.1328430782394132,-0.19908575888258884
207,207,207,07-26,2.406314645773297,-1.6587493018781498,-0.05643529974151482
208,208,208,07-27,3.0412071955253164,-0.5040907320073578,-0.425552826652334
209,209,209,07-28,3.2981974043296054,-0.036710941388208435,-0.6047365172519771
210,210,210,07-29,2.9861701418176736,-0.6041848435996118,-0.8675529713379481
211,211,211,07-30,2.7918842256502843,-0.9575263628779468,-0.8548196772380711
212,212,212,07-31,2.5243646096131034,-1.4440556462764118,-0.7163989373744127
213,213,213,08-01,2.44832329024411,-1.5823495372788885,-0.6884495789097187
214,214,214,08-02,3.497873601147369,0.3264337071745927,-0.5213233160891866
215,215,215,08-03,3.390405646259868,0.13098520939995587,-0.2563107019358267
216,216,216,08-04,3.5375394655366006,0.3985727333235812,-0.19524779239241866
217,217,217,08-05,3.666192209187457,0.6325493220422124,-0.025551684934316515
218,218,218,08-06,2.725818376190852,-1.0776781890159632,-0.043292720902175306
219,219,219,08-07,3.0081708356139414,-0.5641728925302758,-0.03221159880689713
220,220,220,08-08,3.439343823489529,0.21998749136743992,-0.3391416598998318
221,221,221,08-09,3.42696357972052,0.1974719419716249,-0.6805568104820691
222,222,222,08-10,2.524940862793061,-1.4430076332340267,-0.4396053027019424
223,223,223,08-11,2.5398232142314043,-1.4159415814512109,-0.2341354526976828
224,224,224,08-12,3.520745921698456,0.3680308576647965,-0.02636146459464145
225,225,225,08-13,3.686040192168236,0.6686462074952821,-0.039647874173530766
226,226,226,08-14,4.12481480437168,1.4666314199856878,0.2370328143219489
227,227,227,08-15,3.38313014181237,0.11775348449828905,0.18004042262698172
228,228,228,08-16,3.4377432047305367,0.21707649773885146,-0.0459876603731279
229,229,229,08-17,2.351798567861356,-1.757895931621014,-0.3615549684997194
230,230,230,08-18,2.7750525210204064,-0.9881376403358612,-0.6105083820654632
231,231,231,08-19,2.6449462890729216,-1.2247576412642671,-0.4211972440321967
232,232,232,08-20,3.3034880244946936,-0.027089061408775143,-0.5527215485544112
233,233,233,08-21,4.007689994873592,1.2536203126978884,-0.099767353243068
234,234,234,08-22,3.003828955628411,-0.5720693293944361,0.1911859659823946
235,235,235,08-23,3.8461480742142498,0.9598292402470452,0.39067664933133
236,236,236,08-24,3.734941961182123,0.7575822750169142,0.6621414363354142
237,237,237,08-25,3.3030896670795533,-0.027813541170654453,0.5008409664206854
238,238,238,08-26,4.199082490007723,1.60169966061573,1.0499741722945453
239,239,239,08-27,3.4755406515478633,0.2858174932095158,0.7440595487391852
240,240,240,08-28,4.8154844025009975,2.722729905848722,0.5884500626588806
241,241,241,08-29,2.8368995201041365,-0.8756585010851148,0.5664032800748056
242,242,242,08-30,3.2215678471658142,-0.1760746414649139,0.19737233049834435
243,243,243,08-31,3.23035472166518,-0.16009423667510436,0.20707500674125948
244,244,244,09-01,2.9816057052978,-0.612486036843037,-0.3290652547675976
245,245,245,09-02,3.5075509289754434,0.3440335506670067,-0.3190221328035361
246,246,246,09-03,3.04669421705858,-0.4941116632044201,-0.3690984996108795
247,247,247,09-04,2.870032968264212,-0.815399769300746,-0.02754430910400274
248,248,248,09-05,3.0563599855473482,-0.4765328423089741,-0.0532282068493393
249,249,249,09-06,4.357182425790723,1.889230906366156,0.0002022229421988116
250,250,250,09-07,2.8968714864424467,-0.7665894233150564,-0.2252239473910551
251,251,251,09-08,3.683824241397964,0.6646161294162354,-0.22343804740944825
252,252,252,09-09,2.3029865975166675,-1.8466686852039442,-0.180261348821376
253,253,253,09-10,2.8759248636998533,-0.8046843694111048,-0.3027672250716653
254,254,254,09-11,3.1988050249992614,-0.21747265078054054,-0.4765024355307372
255,255,255,09-12,3.9530210390657015,1.1541956488644205,-0.707857029432356
256,256,256,09-13,2.3236984621652863,-1.8090006860694885,-0.5241394748031554
257,257,257,09-14,2.920558050758709,-0.7235114339934768,-0.363114571659838
258,258,258,09-15,2.9090925568174746,-0.7443633574287397,-0.3059216369765269
259,259,259,09-16,3.407165079627958,0.16146504944879936,-0.5473156817035222
260,260,260,09-17,3.3874912864260547,0.12568495731932613,-0.033139056063761815
261,261,261,09-18,3.156633511787444,-0.2941686194975513,0.16580293401246718
262,262,262,09-19,4.02002801304809,1.2760590677690735,0.6188926424682398
263,263,263,09-20,3.5768912247100624,0.4701405064638971,0.7527431264596028
264,264,264,09-21,4.403889137074481,1.974174893305896,0.866253929062188
265,265,265,09-22,3.8487536701478087,0.9645679533969772,0.8273220232534034
266,266,266,09-23,3.7619768604437542,0.8067497729348372,0.8168939603741746
267,267,267,09-24,3.0281925461689547,-0.5277600543502581,0.6974254024723416
268,268,268,09-25,3.9856245992435615,1.2134906904936995,0.3960853664816306
269,269,269,09-26,3.1827503107428496,-0.2466708409471006,0.1001383531769038
270,270,270,09-27,3.4097326888323845,0.1661346773616298,0.09111555138219532
271,271,271,09-28,2.872389442116876,-0.8111141264313837,0.17706670539999844
272,272,272,09-29,3.732209569297297,0.7526129621665864,-0.07311576971190918
273,273,273,09-30,3.3117555772800373,-0.012053130243439522,-0.035015170054746546
274,274,274,10-01,3.1602429998422203,-0.2876041601777461,-0.2523211253332203
275,275,275,10-02,3.308448698965736,-0.01806724300412482,-0.05371124833573778
276,276,276,10-03,2.6928146199430483,-1.1377010543092128,-0.012757625039624429
277,277,277,10-04,3.5276269357093426,0.3805451355535117,-0.0790966132658192
278,278,278,10-05,3.8673204202164353,0.9983347019432663,0.07366807282890972
279,279,279,10-06,3.0928954026002904,-0.4100870596006081,0.13623194088246002
280,280,280,10-07,3.664231781968191,0.6289839563906273,0.16276268409466085
281,281,281,10-08,3.5148543053363484,0.3573159653171769,0.1945758822321604
282,282,282,10-09,2.780342682234372,-0.978516595036008,-0.17490013796073853
283,283,283,10-10,3.632582442081465,0.5714243243785089,-0.3192887881487808
284,284,284,10-11,2.64837529486004,-1.218521419214127,-0.40052753482109255
285,285,285,10-12,2.6165401543987548,-1.276418960728862,-0.5807954245758019
286,286,286,10-13,3.3962155404958017,0.14155147635675708,-0.4287509070576028
287,287,287,10-14,2.9201291987920444,-0.7242913732110793,-0.6566207042284039
288,288,288,10-15,3.281955542980284,-0.06624948992681293,-0.4364521893629385
289,289,289,10-16,2.880813008351278,-0.7957944586462985,-0.2463210535016705
290,290,290,10-17,3.3747372866669827,0.10248966997866676,-0.11517562081221205
291,291,291,10-18,3.243805277357393,-0.1356321455612543,-0.2735474665750047
292,292,292,10-19,3.8288798465747456,0.9284240724935078,0.014965595843999709
293,293,293,10-20,2.3976417332037125,-1.6745224477878355,-0.01212097854446618
294,294,294,10-21,4.233794287085197,1.6648288845872137,-0.007077999252658554
295,295,295,10-22,2.791451193215925,-0.9583139049770938,-0.017726693638143182
296,296,296,10-23,3.3913746722862523,0.1327475457295125,0.04900475003818242
297,297,297,10-24,3.208673974097658,-0.19952431187416209,0.4079573974737656
298,298,298,10-25,4.049034778239281,1.3288127345514615,0.19747641403286093
299,299,299,10-26,3.5818690061859773,0.4791934368256633,0.5138666114381626
300,300,300,10-27,3.5393926081573968,0.4019429839417856,0.3685090192762139
301,301,301,10-28,3.835259905446804,0.940027279454716,0.5048385995637753
302,302,302,10-29,2.911822769819496,-0.7393980072421797,0.2909341179230849
303,303,303,10-30,3.65844139674838,0.6184531698512055,0.1388214744438612
304,304,304,10-31,3.3433385735121703,0.04538584470731962,0.21259046945942284
305,305,305,11-01,3.080031389830601,-0.4334824240496792,0.2143982486912849
306,306,306,11-02,3.7827652547224235,0.8445569540351555,0.2273184139198816
307,307,307,11-03,3.841223983118877,0.9508739548458884,0.18401851682511933
308,308,308,11-04,2.954447924263821,-0.6618770158706001,0.4252339018856415
309,309,309,11-05,3.515589910839936,0.3586537872826325,0.4991280213376959
310,310,310,11-06,4.139136681402855,1.4926781550704522,0.3830604376124112
311,311,311,11-07,3.3238168367225516,0.009882292662647741,0.29407699383067665
312,312,312,11-08,3.3998445571357,0.1481514516834468,0.3137121750320937
313,313,313,11-09,3.5476570691455662,0.4169732921554817,-0.036202609917937695
314,314,314,11-10,3.019226711256442,-0.5440659286620974,-0.3290302856567596
315,315,315,11-11,2.36117961600595,-1.7408349224175563,-0.4423246590445473
316,316,316,11-12,3.173063517236678,-0.2642878993624791,-0.5619716057545451
317,317,317,11-13,2.9500452883031136,-0.6698839476640788,-0.6428115802158639
318,318,318,11-14,3.0051151173745345,-0.5697302285765394,-0.6077018150732588
319,319,319,11-15,3.2809564243997604,-0.0680665546124326,-0.6312078288568111
320,320,320,11-16,3.1350579823918263,-0.3334073378064665,-0.6369006123142192
321,321,321,11-17,2.2836304941358434,-1.8818710051188705,-0.13249564411071266
322,322,322,11-18,3.1542823507580136,-0.29844460010692797,-0.012897233214220242
323,323,323,11-19,4.614136984636237,2.356545861556961,-0.010511968408685964
324,324,324,11-20,3.3996844317417803,0.147860236802415,0.15037507045198753
325,325,325,11-21,3.288825695336132,-0.05375496577922695,0.6361211094104887
326,326,326,11-22,3.6658433677325446,0.6319148953575744,0.6652934644499097
327,327,327,11-23,3.8861641742391297,1.0326052286321366,0.3638903706132284
328,328,328,11-24,3.250525403153953,-0.12341046987040255,0.5391366718731967
329,329,329,11-25,3.619772501096149,0.5481272985368737,0.4957167219785033
330,330,330,11-26,3.9778427234383575,1.199338044362225,0.5090378323750148
331,331,331,11-27,3.1455781410301094,-0.3142746651473869,0.3038368904690245
332,332,332,11-28,3.7097912877455514,0.7118415577366427,0.5915536676474986
333,333,333,11-29,3.209181977331578,-0.19860042280380505,0.5091932034273182
334,334,334,11-30,4.199737107994368,1.6028901932004431,0.19210948287998067
335,335,335,12-01,3.3480555806560486,0.053964513215791016,0.4532919642574122
336,336,336,12-02,2.931745996269824,-0.7031642789217999,0.2950106371850232
337,337,337,12-03,4.007250063168093,1.2528202231172023,0.34912756777103665
338,338,338,12-04,3.187602454031526,-0.23784640469769155,0.15357096011933385
339,339,339,12-05,3.3877201371359185,0.12610116071227576,0.17704912854737007
340,340,340,12-06,3.5545727113879932,0.42955054729022574,0.24950776189521745
341,341,341,12-07,3.425512837402264,0.19483352378400845,-0.057245703961756676
342,342,342,12-08,3.170795604586035,-0.2684124788347157,-0.03356388829284969
343,343,343,12-09,2.9952340690115,-0.5877005720246423,-0.10594549333099466
344,344,344,12-10,3.2657315671310228,-0.09575551068424966,-0.12271120202437698
345,345,345,12-11,3.1489246543312284,-0.3081884695165941,-0.3001715619650588
346,346,346,12-12,3.4992606538577804,0.32895629512993185,-0.02497004462033148
347,347,347,12-13,2.840050104040704,-0.8699286358600824,0.16660977184041684
348,348,348,12-14,4.078717985808237,1.382796625233648,0.2539737781403765
349,349,349,12-15,3.6272785607476115,0.5617783267398475,0.17514154384639788
350,350,350,12-16,3.5539557651597424,0.4284285271155088,-0.009546066878593884
351,351,351,12-17,2.888847782052941,-0.7811818752804662,0.05276309229362042
352,352,352,12-18,2.8899543646717767,-0.7791693692200187,-0.2369581393240601
353,353,353,12-19,3.0456153956619927,-0.4960736808267967,-0.5828987079088052
354,354,354,12-20,3.122893348506348,-0.3555307644724349,-0.5905959393693847
355,355,355,12-21,2.485979676129228,-1.5138650847686232,-0.3090875471532825
356,356,356,12-22,3.528561687452846,0.3822451383520317,-0.16568289077711246
357,357,357,12-23,3.817577290018257,0.9078684780161472,-0.1131141170742493
358,358,358,12-24,3.3630633008129616,0.08125856903700139,-0.09984919689959876
359,359,359,12-25,3.219046002654062,-0.1806610386096177,-0.0868747814226331
360,360,360,12-26,3.1666558903262207,-0.2759412434245316,-0.44362029700333455
361,361,361,12-27,2.528783808564505,-1.4360185919068291,-0.6573009419034193
362,362,362,12-28,2.3516160037172185,-1.758227955132177,-0.9281962020490262
363,363,363,12-29,3.112619549193876,-0.37421539138436094,
364,364,364,12-30,2.4693477718207326,-1.54411299183664,
365,365,365,12-31,,,
