,unnamed: 0,unnamed: 0,mth_day,end of the world,end of the world_norm,end of the world_ravg
36,36,36,02-06,1.1689778716382473,-0.9487290882017964,-0.7271066446545019
37,37,37,02-07,1.093174632894082,-1.1893998976344986,-1.1168410599880787
38,38,38,02-08,1.0285538955851918,-1.3945669249531782,-0.9273336059432804
39,39,39,02-09,0.9659556743100556,-1.5933125832248578,-0.8718806257311429
40,40,40,02-10,1.3662912769645537,-0.3222706708764535,-0.8235584107536243
41,41,41,02-11,1.5361420187718515,0.2169954105039252,-0.4416831755972037
42,42,42,02-12,1.2602971406569188,-0.6587957983366846,0.2656757435055122
43,43,43,02-13,1.814842034668644,1.1018515133040254,0.6812689324475009
44,44,44,02-14,2.365320007328001,2.8495865896631174,0.5959488435168359
45,45,45,02-15,1.7513432282741628,0.9002465504270744,0.15861539845035313
46,46,46,02-16,1.2050534662106132,-0.8341912044604436,0.4930216661914091
47,47,47,02-17,0.7096697525591209,-2.4070052598949707,0.42403578139248616
48,48,48,02-18,1.8922577397226443,1.3476418081096515,-0.047697446512596484
49,49,49,02-19,1.6844725850195572,0.6879362045104874,-0.1843118119209599
50,50,50,02-20,1.4738390691269625,0.01918722223262181,-0.0426601112487431
51,51,51,02-21,1.4931695499287982,0.08056035797689376,0.3449404418241601
52,52,52,02-22,1.472746695228708,0.01571899957285729,0.4625188612992421
53,53,53,02-23,1.4421568538709644,-0.08140194145755189,0.35064317109070803
54,54,54,02-24,2.1144573082612674,2.053112324960144,0.4503690701428675
55,55,55,02-25,1.4730500280122727,0.01668206325928319,0.3657501029097809
56,56,56,02-26,1.6623009640941102,0.6175426165455783,0.29519643271135115
57,57,57,02-27,1.3332567181921848,-0.42715344542162587,0.15432461026681027
58,58,58,02-28,1.3394144464461857,-0.4076030216177212,-0.3823223478454724
59,59,59,02-29,1.1759374378746457,-0.9266328761247972,-0.7332757277727584
60,60,60,03-01,1.1003024737052158,-1.1667694237135529,-0.8935428802991447
61,61,61,03-02,0.8098187144331609,-2.089038216304433,-0.940564951125315
62,62,62,03-03,1.3594282745201212,-0.3440602986127396,-1.0788929024856553
63,63,63,03-04,1.244394460168876,-0.7092858703786468,-0.8603957560167061
64,64,64,03-05,1.0780024352427766,-1.237570729779763,-0.7117547748777203
65,65,65,03-06,1.5888531063201623,0.3843500026888972,-0.5845852865380193
66,66,66,03-07,1.3812040373058372,-0.2749235368796379,-0.5024127166536091
67,67,67,03-08,1.0501434744232154,-1.3260212862662268,-0.5629487592546201
68,68,68,03-09,1.5147179072226202,0.14897512069372193,-0.3934490240571454
69,69,69,03-10,1.129993513064539,-1.0725021259847127,-0.7040962657414863
70,70,70,03-11,1.398322849451708,-0.2205723185949152,-0.6976563041110574
71,71,71,03-12,1.0017922887132176,-1.4795334474171482,-0.5805525513514795
72,72,72,03-13,1.3933742697521907,-0.2362837670970641,-0.5350969582143851
73,73,73,03-14,1.271446018321981,-0.6233987697087601,-0.33282081548190384
74,74,74,03-15,1.6006198374222351,0.4217086795162886,-0.3151355328446277
75,75,75,03-16,1.512254746388393,0.14115473041017415,-0.2394329480915809
76,76,76,03-17,1.4317444772387624,-0.11446062277125872,-0.25274633012757897
77,77,77,03-18,1.1448549505901309,-1.0253179388988671,-0.21810688934225872
78,78,78,03-19,1.3682146549402605,-0.31616405931305275,-0.31088336498591645
79,79,79,03-20,1.336907595635907,-0.4155621249968384,-0.2644355279564869
80,80,80,03-21,1.4252909552124886,-0.13495017434565812,-0.20883108131679265
81,81,81,03-22,1.6000318180106117,0.4198417525867515,0.023787836379278667
82,82,82,03-23,1.5368256996886642,0.2191660570669068,0.09039533065111607
83,83,83,03-24,1.5844579268568992,0.3703955672775608,0.04034899729785273
84,84,84,03-25,1.4940894247723011,0.0834809063179718,0.07282139094402958
85,85,85,03-26,1.242330089596273,-0.7158401251164185,-0.12151197550700495
86,86,86,03-27,1.4866572492127743,0.05988418753140301,-0.19328934258333685
87,87,87,03-28,1.2327808346171056,-0.7461584461194557,-0.446564321292416
88,88,88,03-29,1.4011809098845345,-0.2114981453910844,-0.5117413584834388
89,89,89,03-30,1.1058191490775031,-1.1492543049769142,-0.5908815688797177
90,90,90,03-31,1.3709179311672155,-0.30758131682816553,-0.5798084524872377
91,91,91,04-01,1.0927710065382146,-1.1906813874940916,-0.6388937590086009
92,92,92,04-02,1.5075832124615702,0.12632288588628335,-0.4381635296572053
93,93,93,04-03,1.1211214869695425,-1.1006702852476349,-0.20053715760089247
94,94,94,04-04,1.7805206777914449,0.9928832307172892,-0.21248268865614048
95,95,95,04-05,1.554885207118034,0.2765039273609625,-0.07398988485571345
96,96,96,04-06,1.3483432796428063,-0.3792545031596529,-0.07442449270364036
97,97,97,04-07,1.3544945557026151,-0.3597245646915294,-0.034555233669497615
98,98,98,04-08,1.506761891025851,0.1237152387987219,-0.009567788976268385
99,99,99,04-09,1.1964663690906918,-0.8614547310427786,-0.08842520823029591
100,100,100,04-10,1.827741923446094,1.1428078988766646,-0.16145353154338396
101,101,101,04-11,1.4058605424513375,-0.1966405881632026,-0.1604115191891662
102,102,102,04-12,1.2103344341105178,-0.8174244430381813,-0.058270159720955686
103,103,103,04-13,1.3564637495100562,-0.35347249056622304,0.05224842775493477
104,104,104,04-14,1.6997885204456709,0.7365633956079851,-0.286293653584674
105,105,105,04-15,1.4053242748379728,-0.19834320618743584,-0.2166679754307316
106,106,106,04-16,1.1879654683648069,-0.8884445891609879,-0.08831613399953862
107,107,107,04-17,1.5374390728830531,0.221113480760452,-0.047800930758673116
108,108,108,04-18,1.452893603679836,-0.04731339445102357,-0.2982350257629225
109,109,109,04-19,1.4330293362866569,-0.11038127112103008,-0.05059195245089345
110,110,110,04-20,1.2265184415848325,-0.7660411744175114,-0.17619172784001155
111,111,111,04-21,1.8733198839571528,1.2875152336847386,-0.2249573863636876
112,112,112,04-22,0.950607150192104,-1.6420432414956967,0.12079176260763598
113,113,113,04-23,1.445281784735809,-0.07148047038160413,0.24625420014619484
114,114,114,04-24,2.106289967289789,2.0271814993769177,0.4187281797250193
115,115,115,04-25,1.6701281135395674,0.6423933541103231,0.3730809902755199
116,116,116,04-26,1.552459579572964,0.26880270305543513,0.8275978990335923
117,117,117,04-27,1.7870558752558874,1.0136320969877424,0.8464140832875091
118,118,118,04-28,1.8095527072971282,1.0850582110527376,0.4596689422769975
119,119,119,04-29,1.4808405891612215,0.04141663514189744,0.3260856580566577
120,120,120,04-30,1.3754194227579626,-0.2932893466861525,0.09682913617965967
121,121,121,05-01,1.4176825691084978,-0.15910635121171504,0.17257992090599106
122,122,122,05-02,1.119210855247918,-1.106736428206553,0.05774236333099118
123,123,123,05-03,1.9302096253896013,1.4681368053457302,0.2063649062402688
124,124,124,05-04,1.5925328165798351,0.39603286560273865,0.3874231838378856
125,125,125,05-05,1.7617073082155048,0.9331518925975631,0.5271773804864717
126,126,126,05-06,1.7175831577541008,0.7930603188995485,0.6944258208837146
127,127,127,05-07,1.6817898970978722,0.6794188286798015,0.5314339199431948
128,128,128,05-08,1.4352767750054187,-0.10324578582309553,0.6654401637358105
129,129,129,05-09,1.622187709242406,0.4901853997026113,0.42917860622979415
130,130,130,05-10,1.8457776695480377,1.2000703283584333,0.2866092365917898
131,131,131,05-11,1.3152204752195438,-0.4844174524385354,0.3048947358342214
132,132,132,05-12,1.4481557189280359,-0.062355898928477614,0.280440979657656
133,133,133,05-13,1.7163458135689444,0.7891318241343913,0.28059285966605296
134,134,134,05-14,1.3890640933259115,-0.2499683228824875,0.1191741186319661
135,135,135,05-15,1.6224747319161763,0.4910966797529932,-0.014978743678359432
136,136,136,05-16,1.5407287092715891,0.2315578821539118,0.2562093721644083
137,137,137,05-17,1.0616985427369177,-1.2893346263004886,0.0984259631903472
138,138,138,05-18,1.9606467236726213,1.5647727961281288,-0.02068329267180805
139,139,139,05-19,1.4181668998438834,-0.1575686297099754,-0.036279747395257966
140,140,140,05-20,1.1639715518571414,-0.9646238580554192,-0.07895212887555922
141,141,141,05-21,1.5930005688362996,0.3975179514122937,0.19724657372135448
142,142,142,05-22,1.460086489417223,-0.02447640672789576,-0.2461681649038157
143,143,143,05-23,1.5836585488498416,0.36785758928099377,0.1490334820047484
144,144,144,05-24,1.12268203554327,-1.095715635622892,0.4317767173679356
145,145,145,05-25,2.1650185399736968,2.2136412517414095,0.6105949446196801
146,146,146,05-26,1.6982994088345773,0.7318355541237042,0.6493267853900949
147,147,147,05-27,1.9309310591385584,1.4704273149227611,0.7778944798417768
148,148,148,05-28,1.5332818797474757,0.2079146378945934,1.041135832556451
149,149,149,05-29,1.82662563722122,1.1392637559910848,0.8919834757575898
150,150,150,05-30,1.6201552560190748,0.4837324806651538,0.8280452326119102
151,151,151,05-31,1.8831505792102912,1.318727110948242,0.64529996647809
152,152,152,06-01,1.5774689868616198,0.34820609524962737,0.3659649536008456
153,153,153,06-02,1.585579255051617,0.3739557181198395,0.651401486209885
154,154,154,06-03,1.0053948778966952,-1.4680954393688732,0.8775121143261132
155,155,155,06-04,2.36604328438844,2.851882951645321,0.7553410313968081
156,156,156,06-05,2.047458873755411,1.8403962493625232,0.8547841907290511
157,157,157,06-06,1.6522718002984769,0.5857006133724103,0.8778143651311501
158,158,158,06-07,1.7653965606152773,0.9448650512430852,1.1775611715774632
159,159,159,06-08,1.6291016534505864,0.5121367645324341,0.7157903202780029
160,160,160,06-09,1.571856064911682,0.3303853993090056,0.4460753884111219
161,161,161,06-10,1.493389234601714,0.08125784384856034,0.4531214408084441
162,162,162,06-11,1.5377518904773608,0.2221066581612358,0.5094459291312511
163,163,163,06-12,1.6655874224132758,0.6279769277563432,0.4192869948355645
164,164,164,06-13,1.8718385170504777,1.2828119811799266,0.4241248829531945
165,165,165,06-14,1.4587193980176565,-0.028816841241685282,0.5216399361558299
166,166,166,06-15,1.5809987005855977,0.3594127280147853,0.4384969802664429
167,167,167,06-16,1.6776730755002434,0.6663481630643732,0.4547724631080624
168,168,168,06-17,1.3806284233638846,-0.27675107717508657,0.20260434026240948
169,169,169,06-18,1.6963448120882754,0.7256298248060604,0.4501140627272074
170,170,170,06-19,1.395291474271312,-0.23019675589399075,0.3684425886519807
171,171,171,06-20,1.9264630008515733,1.4562414935471024,0.5307283650942011
172,172,172,06-21,1.4266560381952886,-0.1306161164365747,0.696589328360901
173,173,173,06-22,1.98436055834278,1.6400628217176954,0.8142266122612195
174,174,174,06-23,1.6940722903574494,0.7184147024251135,1.231680052452894
175,175,175,06-24,1.9186556225533355,1.4314535282079712,1.0658224125989024
176,176,176,06-25,2.18419452901268,2.274523885256058,1.1633985408815233
177,177,177,06-26,1.6130254144397105,0.4610956544231519,0.7697539044823917
178,178,178,06-27,1.611055298713181,0.4548406532591496,0.7682482172530306
179,179,179,06-28,1.2404513549709228,-0.7218049966770946,0.6371279587435712
180,180,180,06-29,1.6912268442780436,0.7093805790489481,0.4694218495089468
181,181,181,06-30,1.6708647014170883,0.6447319771512143,0.3680040381662116
182,182,182,07-01,1.8672637071868083,1.2682872298483114,0.3374469480314513
183,183,183,07-02,1.4213661454761313,-0.14741121363325946,0.5344182844842028
184,184,184,07-03,1.5533085431941678,0.2714981124505883,0.39868107273527703
185,185,185,07-04,1.6126875711887532,0.4600230220394138,0.4327266153507289
186,186,186,07-05,1.4347108099590171,-0.105042691444606,0.29035581921377585
187,187,187,07-06,1.7352039306190927,0.8490052328439257,0.16954727737199501
188,188,188,07-07,1.5982115323458674,0.41406245302659306,-0.13392745432551892
189,189,189,07-08,1.1930622952214271,-0.8722624646839444,-0.13951768143612678
190,190,190,07-09,0.9798023271163724,-1.5493502777344952,-0.11402843565091818
191,191,191,07-10,1.602123166108676,0.42648165937576654,-0.07244409987457456
192,192,192,07-11,1.4828803587685124,0.047892783266645735,0.04050190655199807
193,193,193,07-12,1.813789962892021,1.0985112475019874,0.1395681509289469
194,194,194,07-13,1.8116567717714889,1.0917384915860289,0.3420364212610407
195,195,195,07-14,1.3802775755047691,-0.27786499842225154,0.5327625697904366
196,196,196,07-15,1.3624266429678609,-0.3345406557419324,1.0030283815928849
197,197,197,07-16,1.9625572330187733,1.5708385505521425,0.9528622927650678
198,198,198,07-17,2.3715881756235784,2.869487654081333,0.7913002007745163
199,199,199,07-18,1.7189861430875426,0.7975147145350866,1.154678760748509
200,200,200,07-19,1.5063369070142842,0.12236593964272012,1.7347469530802264
201,201,201,07-20,2.066989980747798,1.9024063614217035,1.5531615280399214
202,202,202,07-21,2.4586388784657376,3.1458684982483724,1.0337051738323235
203,203,203,07-22,1.6193972953619384,0.4813260003103121,0.614821168818167
204,204,204,07-23,1.3899201255267182,-0.2472504711642534,0.924514395912481
205,205,205,07-24,0.927379608509134,-1.715789315549854,0.8202369810552631
206,206,206,07-25,2.0915948288923203,1.9805253022086045,0.16357260561170506
207,207,207,07-26,1.869926636189852,1.2767418722783954,0.1384994169892286
208,208,208,07-27,1.2176752598897504,-0.7941177544129758,0.304188203486905
209,209,209,07-28,1.5720140109235683,0.3308868685754534,0.708225220445781
210,210,210,07-29,1.7030386130504769,0.7468822478218051,0.2942616326159981
211,211,211,07-30,1.6909283212975446,0.7084327862034018,0.09837047039379627
212,212,212,07-31,1.3092868933279047,-0.5032562247700931,0.2242057307374933
213,213,213,08-01,1.4997317320516206,0.10139489894518476,-0.061814085425572075
214,214,214,08-02,1.455478597272087,-0.03910619235079348,-0.10556216205914654
215,215,215,08-03,1.0314940751338368,-1.385232028402939,-0.10375388834141168
216,216,216,08-04,1.6203635456718501,0.4843937880203583,0.06023906764492044
217,217,217,08-05,1.6943455949917667,0.7192824285098108,-0.14130137906883036
218,218,218,08-06,1.6192006022059091,0.4807015111478996,0.20954116005500312
219,219,219,08-07,1.1188608162593958,-1.10784778133732,0.3563273569541829
220,220,220,08-08,2.118500444022051,2.065949042392208,0.08334597123813862
221,221,221,08-09,1.3088904695064905,-0.5045148470078602,-0.05868083614232863
222,222,222,08-10,1.1044836214818907,-1.1534945262759075,-0.08154905381073198
223,223,223,08-11,1.4259434897266419,-0.13287841577299253,0.160529340539594
224,224,224,08-12,1.5759842694651596,0.3434922051374795,-0.3118426993608817
225,225,225,08-13,1.5763403011623598,0.3446225847646358,-0.03157735600615271
226,226,226,08-14,1.2258122796107325,-0.7682831970106467,0.10842886126830394
227,227,227,08-15,1.8385356088761988,1.1770772131205136,0.1808508722934904
228,228,228,08-16,1.3690672177744223,-0.3134572226291676,0.1768143045349929
229,229,229,08-17,1.5628065269603255,0.3016536503781264,0.06961246151738837
230,230,230,08-18,1.568355968129597,0.3192727985864943,0.019790114661518414
231,231,231,08-19,1.37375037546511,-0.2985884733409913,0.002974044766138273
232,232,232,08-20,1.1316580630089177,-1.0672172781458664,-0.03940277714709301
233,233,233,08-21,1.8067566183781965,1.0761807937482328,0.1975482842301347
234,234,234,08-22,1.2889835460666768,-0.5677181541085553,0.09553118634411566
235,235,235,08-23,2.0105963836180507,1.7233600186414928,0.34989084275584714
236,236,236,08-24,1.3755641681119086,-0.29282978872962,0.3737974287776638
237,237,237,08-25,1.8544389759807602,1.2275694651293976,0.2810412082380203
238,238,238,08-26,1.1768367031283733,-0.9237777620149664,0.1175766659341956
239,239,239,08-27,1.6314660142418649,0.519643470510372,-0.4002047441709519
240,240,240,08-28,0.9800684327879944,-1.5485054079315037,-0.21606647015230174
241,241,241,08-29,1.0320936410542592,-1.383328441989392,-0.4230998123561429
242,242,242,08-30,1.7235484769761888,0.8119998553822809,-0.11364194880612745
243,243,243,08-31,1.4631875922984687,-0.01463058809364974,-0.13401450390514544
244,244,244,09-01,1.7616498352377905,0.9329694192851268,0.09415570344790217
245,245,245,09-02,1.5929659818954487,0.3974081399162641,0.4503960782027575
246,246,246,09-03,1.4112642411136869,-0.17948416381321816,0.08229799108954039
247,247,247,09-04,1.7053163116765804,0.7541138065397395,0.2032316411003644
248,248,248,09-05,1.0279171145067936,-1.3965886672970216,0.09942574085281047
249,249,249,09-06,1.6917278718342106,0.7109713119712942,-0.05148621779857912
250,250,250,09-07,1.565477558473532,0.3101340177998034,-0.05510579188812277
251,251,251,09-08,1.3077727274754591,-0.5080636119920735,-0.15266716479738765
252,252,252,09-09,1.404423973957684,-0.20120160835048007,0.17164287849288773
253,253,253,09-10,1.5209449358471192,0.16874556908415012,-0.14305564697568707
254,254,254,09-11,1.6407978796468043,0.5492715924446308,-0.5407652644459041
255,255,255,09-12,1.0970109425623606,-1.1772198408401546,-0.5311006131789779
256,256,256,09-13,0.8138863583190575,-2.076123687021499,-0.46942380237220505
257,257,257,09-14,1.3260369748703,-0.4500757043905159,-0.4494100157521433
258,258,258,09-15,1.5209807435697096,0.1688592564901573,-0.4780582153509978
259,259,259,09-16,1.558766967914358,0.2888282888045206,-0.2968642658503412
260,260,260,09-17,1.5866585433749567,0.3773823948515039,0.4835347045926066
261,261,261,09-18,1.4394310701724906,-0.09005614383621527,0.7015638154463241
262,262,262,09-19,2.288683479207026,2.6062701356361875,1.1316519091060937
263,263,263,09-20,1.7380681501220023,0.858098960731789,1.139873178527717
264,264,264,09-21,2.3337607526176503,2.7493878184487732,1.0036694010989946
265,265,265,09-22,1.5743035138764483,0.33815590533426193,1.1476363760967492
266,266,266,09-23,1.3292607937444934,-0.43984026972082974,0.6022533847912225
267,267,267,09-24,1.7114997020789706,0.7737457061503112,0.17898494613755547
268,268,268,09-25,1.2580192986762286,-0.6660278121969727,-0.4490976709393548
269,269,269,09-26,0.9381759176465246,-1.6815116711902132,-0.5167275689048177
270,270,270,09-27,1.1468109097455477,-1.019107884012688,-0.5797904982576291
271,271,271,09-28,1.4464966066623086,-0.06762348245851553,-0.6662260495486861
272,272,272,09-29,1.2100845388200427,-0.8182178458376979,-0.7150335652854446
273,273,273,09-30,1.5481538917762458,0.2551323984039681,-0.7033062767708476
274,274,274,10-01,1.1657829088134777,-0.9588729066175228,-0.37514476304613015
275,275,275,10-02,0.9603381346562848,-1.6111479401026316,-0.4434900603052725
276,276,276,10-03,1.7669701795005457,0.9498611983356166,-0.35977815825135323
277,277,277,10-04,1.3173377386453444,-0.4776952660133694,-0.2124028903869144
278,278,278,10-05,1.3682831997730447,-0.3159464335141825,-0.16537801272758176
279,279,279,10-06,1.8266635118148296,1.1393840055906008,0.2676632158605048
280,280,280,10-07,1.2546504711870272,-0.6767236406615269,-0.13733625256109075
281,281,281,10-08,1.7786989748621702,0.9870994314258876,-0.276527553199863
282,282,282,10-09,1.001602626990438,-1.4801356121939566,-0.3831407747330229
283,283,283,10-10,1.054294170919725,-1.312843069846003,-0.6867395386197002
284,284,284,10-11,1.1668056503133737,-0.9556257627131424,-0.3490573277206073
285,285,285,10-12,1.2529228998415969,-0.6822085777294621,-0.7015222691311904
286,286,286,10-13,1.8928019440501933,1.3493696247330302,-0.3757621153140751
287,287,287,10-14,1.112611114044988,-1.1276902170376109,-0.4358304294937669
288,288,288,10-15,1.61722380941821,0.4744253107087354,-0.2283424544200153
289,289,289,10-16,0.9407771364744834,-1.6732529549241542,-0.35172496002757664
290,290,290,10-17,1.5589161986960285,0.2893020877293674,-0.501302576679456
291,291,291,10-18,1.0197547756772434,-1.4225036113748302,0.01470120170169964
292,292,292,10-19,1.6101303276816237,0.4519039248217538,0.07715356856276878
293,293,293,10-20,2.087754490120824,1.9683324532493232,0.1694936373307886
294,294,294,10-21,1.7352462240134858,0.8491395118751501,0.2548986531020054
295,295,295,10-22,1.1152812974479098,-1.1192125423160353,0.6755863350168454
296,296,296,10-23,1.7203145041003665,0.8017321823566679,0.7205056664686319
297,297,297,10-24,1.8147698968900368,1.10162248011421,0.528586141613154
298,298,298,10-25,1.6950188311348071,0.721419913532473,0.2736262115746905
299,299,299,10-26,1.725065181934789,0.8168153041164553,0.5368485196471652
300,300,300,10-27,1.2534232270545056,-0.6806200683556306,0.4572958349545442
301,301,301,10-28,1.6127185273797138,0.460121306118813,0.21840986456741865
302,302,302,10-29,1.5699759275681684,0.3244160742009423,0.4118423143931541
303,303,303,10-30,1.3633234513014505,-0.3316933422085437,0.07070122276873815
304,304,304,10-31,2.0605672632750784,1.8820146124868853,0.027869849061285902
305,305,305,11-01,1.0803771200595869,-1.2300312456300402,0.19507275333809784
306,306,306,11-02,1.1724805438631454,-0.9376083106003441,0.013039391787309932
307,307,307,11-03,1.9286983930266228,1.4633387317796844,0.08850874092604483
308,308,308,11-04,1.2259694799836929,-0.7677840951037851,-0.2654883544773676
309,309,309,11-05,1.5059453447695068,0.12112275262386568,-0.13066675296062047
310,310,310,11-06,1.3915839395178318,-0.2419679599335893,0.22384262756790707
311,311,311,11-07,1.3351628351631664,-0.4211016365295573,0.22389773740134544
312,312,312,11-08,1.842431983489592,1.1894479725708211,0.1964866920742708
313,313,313,11-09,1.9288025395295856,1.4636693907803149,0.04305944963548352
314,314,314,11-10,1.1741681165016855,-0.9322503670662328,-0.001971980728508136
315,315,315,11-11,1.2159987097988425,-0.7994407020088579,-0.257474703454597
316,316,316,11-12,1.3064835916629558,-0.5121565421175392,-0.4946651987702431
317,317,317,11-13,0.8523140691767173,-1.9541179728860905,-0.5605813850106652
318,318,318,11-14,1.3941896448368922,-0.23369499932305546,-0.41466419376281055
319,319,319,11-15,1.8042342028592897,1.0681722733377823,-0.25642155286871066
320,320,320,11-16,1.4499222649448218,-0.05674721957910465,-0.3661540196510871
321,321,321,11-17,1.51504547950417,0.15001514335574112,-0.08383280151237889
322,322,322,11-18,1.0991112959425648,-1.170551342811798,0.09382478032993853
323,323,323,11-19,1.3858443984648567,-0.260190664053841,-0.0459677548041415
324,324,324,11-20,1.7299267487137135,0.8322504917308492,-0.0945657125197134
325,325,325,11-21,1.5400544228419564,0.22941706253330235,0.11811462492296332
326,326,326,11-22,1.3580818976013331,-0.3483349658725361,0.5323778183746111
327,327,327,11-23,1.91696854861318,1.4260971680118015,0.7418209337820918
328,328,328,11-24,1.881985425883528,1.3150278178980888,0.605067506022793
329,329,329,11-25,1.7816497689120243,0.9964680283910436,0.7224128970307103
330,330,330,11-26,1.471490270489632,0.011729925175056829,0.755850488682528
331,331,331,11-27,1.7618136144381749,0.933489408580806,0.501479627901178
332,332,332,11-28,1.4212722217371254,-0.1477094159616293,0.42690502309986106
333,333,333,11-29,1.4362587740920785,-0.10012799667629914,0.10284360007209274
334,334,334,11-30,1.7410544192858188,0.8675801890901876,0.20655039907321945
335,335,335,12-01,1.1692388460722047,-0.9479005097755664,0.027383377201030124
336,336,336,12-02,1.6674752658267706,0.6339707191818171,0.03185160403683407
337,337,337,12-03,1.4232239724436462,-0.14151272265232984,-0.17544068279020916
338,338,338,12-04,1.4297162719249132,-0.1209000549468056,-0.4757159586034516
339,339,339,12-05,1.044518037144046,-1.3438817176385585,-0.2501801888191439
340,340,340,12-06,1.1735945314391505,-0.9340714657892673,-0.23566196599377945
341,341,341,12-07,1.5954560971615503,0.4053141089302799,-0.10928372711971428
342,342,342,12-08,1.694911787444815,0.7210800561340038,-0.15116352730706395
343,343,343,12-09,1.6620534300588634,0.6167567105920609,-0.2166296897361504
344,344,344,12-10,1.3505718713311887,-0.3721788560709035,-0.3498661170314919
345,345,345,12-11,0.9208001549802596,-1.7366786922130768,-0.4411422495593669
346,346,346,12-12,0.9218044768456152,-1.7334900295613158,-0.21290963121328574
347,347,347,12-13,1.4229625617312138,-0.1423426862369704,-0.3896729475407729
348,348,348,12-14,2.1262255399968892,2.090475766210491,-0.5232157052483681
349,349,349,12-15,1.3280063081739872,-0.443823187372862,-0.16175380707019407
350,350,350,12-16,1.0982029138595832,-1.1734354023164748,0.1059783333059003
351,351,351,12-17,1.6038904548576387,0.4320926968559675,-0.05247040833914609
352,352,352,12-18,1.4277643829327842,-0.12709718730474967,-0.4934115288388712
353,353,353,12-19,1.123526303052142,-1.0930351361072488,-0.052996084824286936
354,354,354,12-20,1.2929354926958203,-0.55517095678786,-0.006241851254453756
355,355,355,12-21,2.160302932628324,2.198669476714644,-0.11326458383093513
356,356,356,12-22,1.1865590133287771,-0.8929100008974757,-0.22825176490449786
357,357,357,12-23,1.4016390118761457,-0.2100436986029207,-0.17341757269484767
358,358,358,12-24,1.210461733891538,-0.8170202737461258,-0.1932286976520352
359,359,359,12-25,1.2271518995225073,-0.7640299828493479,-0.7841605725083566
360,360,360,12-26,1.2554964504174475,-0.6740377065309852,-0.7821334285904517
361,361,361,12-27,1.0435605217761246,-1.3469217724232838,-1.0226617251206518
362,362,362,12-28,1.1903899076879212,-0.8807471373900463,-0.9150233673067059
363,363,363,12-29,0.9470889001384472,-1.6532134777841219,
364,364,364,12-30,1.4138765847735348,-0.17119012686245155,
365,365,365,12-31,,,
