,unnamed: 0,unnamed: 0,mth_day,twist ending,twist ending_norm,twist ending_ravg
98,98,98,04-08,8.405647813053397,-0.1847086294606515,-0.4991019240079421
99,99,99,04-09,7.881483935301793,-0.6986651630812455,-0.5600520997456292
100,100,100,04-10,9.201175199557133,0.5953269955075138,-0.6487776100515125
101,101,101,04-11,7.488284669635668,-1.0842074336985488,-0.4717689060941822
102,102,102,04-12,7.613108688400006,-0.9618141847171428,-0.3609544813544297
103,103,103,04-13,8.087618249109214,-0.4965450211150185,-0.3119788461361337
104,104,104,04-14,9.083739224868557,0.4801779189778633,-0.4481528483104418
105,105,105,04-15,8.181173778999595,-0.4048113517714699,-0.4024401140794312
106,106,106,04-16,8.367904426336468,-0.22171701753833456,-0.2477460010492233
107,107,107,04-17,7.768008293752604,-0.8099310283124846,-0.2686515775816343
108,108,108,04-18,8.55970701935283,-0.033649506535895615,-0.3684772256717185
109,109,109,04-19,7.959693640566919,-0.6219784803094851,-0.4643480713355341
110,110,110,04-20,8.472889917048382,-0.11877596956264252,-0.296884920360398
111,111,111,04-21,7.594524547721593,-0.9800364257543625,-0.0491085083091747
112,112,112,04-22,9.392638568470305,0.7830618883124824,0.17610878755790116
113,113,113,04-23,9.28419228746002,0.6767274439948552,0.30275247747697503
114,114,114,04-24,9.937848127591717,1.3176542686665595,0.41908557444769823
115,115,115,04-25,8.734646889626195,0.1378836592049585,0.7350573778237399
116,116,116,04-26,9.184750978015556,0.5792226122616966,0.6372616827012628
117,117,117,04-27,9.52800718545784,0.9157943945018884,0.5189840671343194
118,118,118,04-28,8.7942108716178,0.19628771757761904,0.2617158769636981
119,119,119,04-29,8.56043240228013,-0.03293824940680514,0.2237427233042528
120,120,120,04-30,8.363582406340846,-0.2259548723571687,-0.1731172544136936
121,121,121,05-01,8.502283012482229,-0.08995526275171285,-0.23870080916384245
122,122,122,05-02,6.756300501322722,-1.8019372540459824,-0.12377721928094275
123,123,123,05-03,9.126690792426636,0.5222930660009953,-0.2374681580178345
124,124,124,05-04,9.497446930439356,0.8858292568750171,-0.2696004302370197
125,125,125,05-05,7.864739135453704,-0.7150838818281553,-0.2626436284276212
126,126,126,05-06,8.16695982868359,-0.41874850567227984,0.12250736025680604
127,127,127,05-07,8.544852809435396,-0.04821445189532194,-0.13595040166706732
128,128,128,05-08,9.113101777802553,0.5089686780605814,-0.12582976438489735
129,129,129,05-09,7.5451458889617875,-1.0284535055422448,0.21280077243079284
130,130,130,05-10,9.559376749046027,0.9465530805680368,0.4714990116253908
131,131,131,05-11,9.936874232778296,1.3166993390659858,0.4753513450069613
132,132,132,05-12,9.749976251514246,1.1334409294953078,0.3849315039044748
133,133,133,05-13,8.568425861297793,-0.025100451605899226,0.5676019092121487
134,134,134,05-14,8.559808126246988,-0.03355036855433773,0.4459647888049417
135,135,135,05-15,8.662935683231165,0.06756892630379854,0.4916011674296521
136,136,136,05-16,8.815059509663524,0.2167303581247946,0.465952254728621
137,137,137,05-17,10.216130624574195,1.5905176108142485,0.25515460376545
138,138,138,05-18,9.593026400754187,0.9795474532891209,0.4535110569609824
139,139,139,05-19,7.278520895544193,-1.289886357384925,0.9566902320191129
140,140,140,05-20,9.773583387959418,1.1565883506188568,1.0410098545322994
141,141,141,05-21,11.741970547261408,3.0866439766525806,0.8449342596960738
142,142,142,05-22,9.331024935716732,0.7226480932039143,0.8425464484491112
143,143,143,05-23,9.016312304556353,0.4140640417968948,1.3815396314195891
144,144,144,05-24,9.578414997018584,0.9652205858073452,1.1413450703448131
145,145,145,05-25,10.576707474209751,1.9440727404379416,0.6083425434823342
146,146,146,05-26,8.303793968287515,-0.2845790158297981,0.611181798073663
147,147,147,05-27,8.480441763531049,-0.11137118452229228,0.6139137273425433
148,148,148,05-28,9.348398794389539,0.7396836207518873,0.6443391366978349
149,149,149,05-29,9.03302942219934,0.4304556174101762,0.2774137108803043
150,150,150,05-30,9.764593004378511,1.1477730419390952,0.5528486820341495
151,151,151,05-31,8.331431368614162,-0.257479814467242,0.6360330435411622
152,152,152,06-01,9.989225164556476,1.3680308110932733,0.6385104050772149
153,153,153,06-02,8.98946034362749,0.3877349845197837,0.6601663640469517
154,154,154,06-03,9.363558170847103,0.7545477899682036,0.6388621668547664
155,155,155,06-04,9.165545742403022,0.5603913712285974,0.8322912828876143
156,156,156,06-05,9.634229171460873,1.0199478587859832,0.7401655684388463
157,157,157,06-06,9.515055456226463,0.9030948817298456,1.013620129124288
158,158,158,06-07,9.425492997722104,0.8152765244006649,0.7090051983035681
159,159,159,06-08,10.662773087505009,2.028462348632433,0.6752498864408106
160,160,160,06-09,7.499570075567122,-1.0731417949561155,0.8111822943614687
161,161,161,06-10,8.958991522309084,0.3578595000520535,0.9886561969905888
162,162,162,06-11,10.466021590316313,1.8355423063099312,0.8692815934887347
163,163,163,06-12,10.601047009011692,1.9679382975045665,0.633424862399474
164,164,164,06-13,8.695020465706978,0.09902890338953993,0.7744888232988988
165,165,165,06-14,9.21952755204313,0.6133219620968685,0.8929125796715239
166,166,166,06-15,8.362763298174857,-0.2267580295595673,0.8719618795876554
167,167,167,06-16,9.683645666747019,1.0684020382878037,0.8078516542641058
168,168,168,06-17,10.337820863454713,1.70983810580672,0.9335098984183324
169,169,169,06-18,10.208746157353357,1.5832769455632685,1.1356572558820368
170,170,170,06-19,9.46394361253433,0.8529783683148996,1.1518250959232317
171,171,171,06-20,10.456499970924384,1.826206106879095,1.4221225805631823
172,172,172,06-21,8.461696929832309,-0.12975098931239906,1.2886437068831094
173,173,173,06-22,11.337639751001284,2.6901869461275094,1.1628852695973688
174,174,174,06-23,9.52104201797695,0.9089648637262828,1.0902802055912948
175,175,175,06-24,9.4392099125276,0.8287263218488258,0.9542220935722628
176,176,176,06-25,9.019661467205037,0.4173479842784557,1.1832143511677025
177,177,177,06-26,9.623938348332722,1.0098574347649023,0.6606788028406635
178,178,178,06-27,9.862937640256977,1.244202556260239,0.8860640420259314
179,179,179,06-28,8.140160104097689,-0.44502634383472495,0.8139230655252389
180,180,180,06-29,10.900210798578934,2.26127629883789,0.8452351463448803
181,181,181,06-30,8.997767593804538,0.3958804628446705,0.6968243849534823
182,182,182,07-01,9.211265160855257,0.6052204691963045,0.3355093094168381
183,183,183,07-02,8.715788863671326,0.11939286641651453,0.42400666587346775
184,184,184,07-03,7.651992176648463,-0.9236878969596258,0.017860804814151903
185,185,185,07-04,8.681689760751295,0.08595779490505258,0.053015782250742695
186,186,186,07-05,8.414938497834878,-0.17559886751800471,-0.10578973538901117
187,187,187,07-06,9.212886594226116,0.6068103274642153,-0.18209461856647205
188,188,188,07-07,8.239508479238449,-0.3476126366422187,0.02122325701484858
189,189,189,07-08,8.248866925632028,-0.33843643264825096,0.22822225339661995
190,190,190,07-09,8.896127185461431,0.2962193565282981,0.4973653005664177
191,191,191,07-10,9.948350143914237,1.3279517731956807,0.3650517180347053
192,192,192,07-11,10.06186839224358,1.4392594155007816,0.5990647684010303
193,193,193,07-12,8.403238354008662,-0.18707116772605925,0.6861635579292793
194,194,194,07-13,9.671472233765332,1.0564656655557318,0.34421661771353423
195,195,195,07-14,8.78183852474745,0.1841563045212425,0.09723161282634908
196,196,196,07-15,6.803698478627307,-1.7554622847661718,-0.0718783075575354
197,197,197,07-16,8.437008898815076,-0.1539582561274304,0.07163737585512038
198,198,198,07-17,9.02705740139682,0.4245998931974749,-0.15525810917330382
199,199,199,07-18,9.281434063740974,0.6740229327498755,-0.03304752736316676
200,200,200,07-19,8.283062014258809,-0.3049072446148134,0.4215485718234859
201,201,201,07-20,9.52966486732882,0.9174197953820648,0.4711540483737063
202,202,202,07-21,9.585445633179463,0.9721143103537444,0.74885797564688
203,203,203,07-22,8.74055284362821,0.14367460317389213,0.4722824731027365
204,204,204,07-23,10.726372707626332,2.0908234568365165,0.4873189541570848
205,205,205,07-24,7.589023771181227,-0.9854300825149854,0.29037107916393845
206,206,206,07-25,8.375072677047704,-0.214688358288724,0.27542295296282737
207,207,207,07-26,8.324508923761577,-0.2642674545768127,0.2554053379434837
208,208,208,07-27,9.49397562804694,0.8824255531470779,-0.041436148895657984
209,209,209,07-28,8.61806181539324,0.023568913057830508,0.2394159196757769
210,210,210,07-29,8.909951575009499,0.30977453580166603,0.15119653895908136
211,211,211,07-30,9.307603063868683,0.6996823289136238,-0.10055991276903203
212,212,212,07-31,7.835243998966018,-0.7440046425888971,-0.2184000958412756
213,213,213,08-01,6.7839704226881645,-1.7748061649454931,-0.3573576578496772
214,214,214,08-02,8.772892463146034,0.17538445471361672,-0.4938116312935317
215,215,215,08-03,7.767757988739277,-0.8101764589925788,-0.4614133659298594
216,216,216,08-04,8.074967612248031,-0.5089493048614613,-0.3469413119664226
217,217,217,08-05,9.505853296655696,0.8940719210956575,0.034947489454660495
218,218,218,08-06,8.535717036368363,-0.0571723188082759,0.09274938917949588
219,219,219,08-07,9.120809846979514,0.5165266435810051,0.0580760649208336
220,220,220,08-08,9.126591648807658,0.5221958530626291,0.10102355056125578
221,221,221,08-09,7.555586302119073,-1.0182164045445523,-0.0859657396411806
222,222,222,08-10,8.337770232396254,-0.2512643910189281,-0.1673080285472396
223,223,223,08-11,8.361635546254844,-0.2278638201189609,-0.18311738308952688
224,224,224,08-12,8.037970396848072,-0.5452260522446302,-0.13954224962246695
225,225,225,08-13,9.024069846148011,0.4216705163272815,0.05353377074875065
226,226,226,08-14,9.393234947657117,0.7836466538649884,0.1758461593375971
227,227,227,08-15,8.737049740192624,0.1402397176827534,0.0351797647665483
228,228,228,08-16,9.086219547144555,0.4826099405141507,-0.15600798405793606
229,229,229,08-17,7.500875096397878,-1.0718621875452536,-0.3550807231064171
230,230,230,08-18,6.868061598181996,-1.6923525451915362,-0.6315095208517932
231,231,231,08-19,7.805911515296072,-0.7727659179636048,-0.4606044578957309
232,232,232,08-20,7.701722365520445,-0.8749261326072679,-0.8362309191674941
233,233,233,08-21,9.782845499168953,1.1656700954191277,-0.6143935170438812
234,234,234,08-22,6.7877003964375495,-1.7711488271164284,-0.22074950859978454
235,235,235,08-23,8.858334087433409,0.25916222519642435,-0.0248844105448098
236,236,236,08-24,9.276833038049249,0.6695115054730438,0.2580681845724637
237,237,237,08-25,9.004441771418653,0.4024246703662437,0.1686681661172945
238,238,238,08-26,9.433155120330438,0.8227894380963726,0.19405659101051004
239,239,239,08-27,9.235792307556617,0.6292699846881128,0.09585278038776784
240,240,240,08-28,6.943056280114559,-1.6188182777571354,0.053028174553561486
241,241,241,08-29,8.257409065738871,-0.33006063854002865,-0.0709525556522317
242,242,242,08-30,9.014782339336133,0.41256387046780585,-0.15692008552827832
243,243,243,08-31,8.245783604121758,-0.34145971086851545,-0.27240205695428304
244,244,244,09-01,8.907105882238799,0.3069842588400929,-0.2190720518300429
245,245,245,09-02,8.529139421640709,-0.06362184386791518,-0.05803238288666274
246,246,246,09-03,7.269391218474194,-1.2988382470116948,0.09596401465794814
247,247,247,09-04,9.242836881012174,0.6361773751202527,0.5800128549832779
248,248,248,09-05,9.957111236234814,1.3365422557354711,0.5789772568994213
249,249,249,09-06,11.207756851688924,2.5628333310834632,1.071544665443063
250,250,250,09-07,8.90076888984449,0.3007706703369528,1.3479150725313271
251,251,251,09-08,11.543239167751405,2.891782607393933,1.3118529645674415
252,252,252,09-09,8.960546498723401,0.3593841955178902,1.408085371133026
253,253,253,09-10,9.022167001980717,0.4198047273369406,1.1013778191438717
254,254,254,09-11,10.545972917226953,1.9139366951289776,0.6943330561980617
255,255,255,09-12,9.330963668571053,0.7225880191485373,0.08105863114471161
256,256,256,09-13,6.4099960628762735,-2.141497907337907,-0.0822620942448303
257,257,257,09-14,7.790513638640983,-0.7878639429261669,-0.2298492222811771
258,258,258,09-15,7.961160529629956,-0.6205401568193613,-0.5055219778303549
259,259,259,09-16,8.119057463209545,-0.4657180408811401,-0.6068128024348626
260,260,260,09-17,8.859086679732831,0.2599001618339105,-0.026350540424499986
261,261,261,09-18,8.711148708368016,0.11484307152149195,0.2540504349183084
262,262,262,09-19,9.961938652267596,1.3412756647242683,0.503558110968601
263,263,263,09-20,9.506332618806152,0.8945419091306832,0.7297083508155909
264,264,264,09-21,9.487938408132703,0.8765058994823953,0.6954185637979582
265,265,265,09-22,9.502907406755481,0.8911833982007996,0.7727174366139247
266,266,266,09-23,8.649261919605852,0.05416143972811429,0.5709718298734369
267,267,267,09-24,9.184153029985868,0.5786363084172909,0.3253838500092022
268,268,268,09-25,8.727424611126814,0.13080202428134174,0.1320491954716643
269,269,269,09-26,8.003539996076134,-0.5789859700547242,0.015179431701777287
270,270,270,09-27,8.304892345708616,-0.2835020277428322,0.001660475172534737
271,271,271,09-28,8.78776239472892,0.18996481558147754,-0.2719706920840535
272,272,272,09-29,8.566537235155153,-0.026952299447341014,-0.5523783189419204
273,273,273,09-30,7.509759601897367,-1.0631506951222387,-0.519743919446765
274,274,274,10-01,7.0115649292637645,-1.5516437368658595,-0.6918803479585373
275,275,275,10-02,8.20323517185654,-0.3831795730837915,-0.8456460293051579
276,276,276,10-03,7.251561661472398,-1.316320598813466,-1.0373692564865198
277,277,277,10-04,7.846845287611135,-0.7326292724982464,-0.9320014127840792
278,278,278,10-05,7.393351757700512,-1.177291662535513,-0.7799138851370803
279,279,279,10-06,8.154522502249959,-0.4309436329075942,-0.8728987426256078
280,280,280,10-07,7.942213142109963,-0.6391185709838667,-0.8731607596466393
281,281,281,10-08,7.63424576962028,-0.9410887180149574,-0.7900516719990006
282,282,282,10-09,7.249958336886017,-1.317892700939653,-0.6445228203746041
283,283,283,10-10,8.35540325477117,-0.23397474661241466,-0.7343380781408811
284,284,284,10-11,8.28386636976099,-0.304118552789133,-0.4123458971027201
285,285,285,10-12,7.604928394043312,-0.9698351795052562,-0.5621122268304165
286,286,286,10-13,9.912535445784592,1.2928345152450988,-0.54971847542548
287,287,287,10-14,6.717801342769443,-1.8396866963811345,-0.7482413403183689
288,288,288,10-15,7.325797708949687,-1.2435301925100344,-0.6780135097861972
289,289,289,10-16,7.140609692931582,-1.4251119359697475,-0.5972821693899542
290,290,290,10-17,8.713601838461146,0.1172484304038966,-0.787158953312881
291,291,291,10-18,8.09893654068652,-0.4854471371277977,-0.4380711095413583
292,292,292,10-19,8.750648653667076,0.15357381170753787,-0.08234923660500841
293,293,293,10-20,8.85392639495883,0.2548403662480021,0.1492407663927877
294,294,294,10-21,9.502517460005807,0.8908010451080645,0.12574110028487334
295,295,295,10-22,8.55774642818837,-0.035571917982970845,0.09942128151089802
296,296,296,10-23,8.569803575683322,-0.02374956624358933,0.16951004907608702
297,297,297,10-24,7.937881307010232,-0.6433660497716497,0.2408682795144415
298,298,298,10-25,9.179533173550473,0.5741064170986719,0.1999338972333501
299,299,299,10-26,9.290578963757637,0.682989748878129,0.4306114348710539
300,300,300,10-27,9.252033345343348,0.6451947514215158,0.5320120743479494
301,301,301,10-28,9.969299640129394,1.3484933078432526,0.8842245344184007
302,302,302,10-29,9.19029051087545,0.5846542706177834,1.0695277218633341
303,303,303,10-30,10.093126392376682,1.4699087106510567,0.8984451687585312
304,304,304,10-31,10.313433388107178,1.685925541768272,0.8189723925330471
305,305,305,11-01,8.243697113815939,-0.3435055697506875,0.7561500953136359
306,306,306,11-02,8.765726556690439,0.16835809406861127,0.6056226505045891
307,307,307,11-03,9.584879829125313,0.9715595245267864,0.5594398994417232
308,308,308,11-04,8.269188697576242,-0.31851039823649746,0.6069038882784183
309,309,309,11-05,9.810526659144546,1.1928122042738625,0.7098816873916348
310,310,310,11-06,10.60387322277888,1.9707094747884428,0.6135927133145667
311,311,311,11-07,8.873834944249928,0.2743612249286106,0.51858768266244
312,312,312,11-08,8.176518729934202,-0.4093757503937975,0.6772097863310983
313,313,313,11-09,9.003528660125989,0.4015293406140264,0.20216407471688544
314,314,314,11-10,9.239823039399301,0.633222223775452,-0.004062609569603508
315,315,315,11-11,6.903645014252862,-1.6574620654114152,-0.008109081052177421
316,316,316,11-12,9.341938742405956,0.7333493690695092,0.10106076552684568
317,317,317,11-13,8.849073929906064,0.2500823960331671,0.004224871298336726
318,318,318,11-14,8.844546701637944,0.2456433290803411,-0.07452528349213754
319,319,319,11-15,8.410974140387209,-0.1794860247570273,0.03853474659584346
320,320,320,11-16,8.757938088338605,0.16072129503260646,-0.17253516197069602
321,321,321,11-17,7.595477648878462,-0.9791018848835288,0.0692383689166279
322,322,322,11-18,8.050367788284156,-0.5330700823297277,0.13161648504686302
323,323,323,11-19,10.32852532158133,1.7007235813571104,0.3121222845342684
324,324,324,11-20,9.226248496620482,0.6199120258617516,0.1640445693012512
325,325,325,11-21,9.515518361075928,0.903548772167405,0.5318108074758576
326,326,326,11-22,7.8518265670584775,-0.7277449963654967,0.7444173268071773
327,327,327,11-23,9.845898821459867,1.2274955441641098,0.3506595445010785
328,328,328,11-24,9.351341512535814,0.7425690336581904,0.18159801142359447
329,329,329,11-25,7.91905768102636,-0.6618231124794829,0.10965489986844447
330,330,330,11-26,8.191733595538102,-0.39445717260315216,0.4362412012955222
331,331,331,11-27,9.075286809999646,0.4718901028365049,0.1576274759617828
332,332,332,11-28,9.850261037428783,1.2317728121969695,0.2124994438807416
333,333,333,11-29,8.141016313552376,-0.44418680783832665,0.40138470922608666
334,334,334,11-30,9.68711197096328,1.0718008411719429,0.3629957134696928
335,335,335,12-01,9.074877210387317,0.4714884795925878,0.516502351789103
336,336,336,12-02,7.956825113255642,-0.6247911471415152,0.24815135842156705
337,337,337,12-03,10.014618790880892,1.3929299327529656,0.20350918426371145
338,338,338,12-04,8.208177848512356,-0.3783331480082463,0.022599759063369345
339,339,339,12-05,7.867843619904496,-0.7120398527854601,-0.05584355370593663
340,340,340,12-06,8.580097899168331,-0.013655710030109843,0.025880382671973973
341,341,341,12-07,8.59486987534842,0.0008286029767519223,-0.3454777201923646
342,342,342,12-08,8.456907115465503,-0.1344475288740515,-0.31396716769434496
343,343,343,12-09,7.742218416546378,-0.8352186844330657,-0.3134759332980505
344,344,344,12-10,8.400996022505844,-0.18926983302012806,-0.5040711165868982
345,345,345,12-11,7.870849562732768,-0.7090924464076934,-0.5518227062478753
346,346,346,12-12,7.413815104983139,-1.1572268097631957,-0.3703381310875704
347,347,347,12-13,8.30267016465485,-0.2856809349891112,-0.10309201381508812
348,348,348,12-14,9.567440623013267,0.954459922087778,-0.11559242671839565
349,349,349,12-15,9.377540689698137,0.7682580192018279,0.1189757587002132
350,350,350,12-16,8.324503971459393,-0.2642723104399733,0.29973225761103106
351,351,351,12-17,9.306210278550882,0.6983166661039597,0.4356907722416034
352,352,352,12-18,8.519893396045475,-0.07268781629828833,0.29993708552745274
353,353,353,12-19,9.13462233469634,0.5300701527943229,0.07187449436241004
354,354,354,12-20,8.73674182816505,0.13993780180287405,0.2401542472506051
355,355,355,12-21,7.981988758724205,-0.6001175277884282,0.21121458858952605
356,356,356,12-22,9.354235032951133,0.7454062068891968,0.02709278796888083
357,357,357,12-23,9.129123820312019,0.5246787141374856,-0.2802511559833459
358,358,358,12-24,7.393222278796837,-1.1774186200221597,-0.3577113964896013
359,359,359,12-25,7.253934966090242,-1.3139935109190377,-0.37822128053681503
360,360,360,12-26,8.262750071516189,-0.324823641234658,-0.6874739714554945
361,361,361,12-27,7.85648545658279,-0.7231768320717101,-1.054181806762107
362,362,362,12-28,7.461867732528218,-1.1101099386228803,-1.0071362018689545
363,363,363,12-29,6.885179186292382,-1.6755682977021886,
364,364,364,12-30,7.6811019543590735,-0.8951449906632446,
365,365,365,12-31,,,
