,unnamed: 0,unnamed: 0,mth_day,paranoia,paranoia_norm,paranoia_ravg
39,39,39,02-09,2.624722738892571,-0.795015654964374,0.031872994623088145
40,40,40,02-10,2.9641709512580534,-0.07478933142379622,-0.03053662899515985
41,41,41,02-11,2.833431716957556,-0.3521861025146818,-0.5175249567427432
42,42,42,02-12,2.685192567305628,-0.6667134261808765,-0.4320240323488272
43,43,43,02-13,2.349676107394305,-1.3785975298717814,-0.3725808027291122
44,44,44,02-14,3.3176268332149794,0.6751578508625452,-0.4721321693506391
45,45,45,02-15,2.7928190500558463,-0.4383562772460843,-0.425903569034418
46,46,46,02-16,2.6826549971721496,-0.6720975311529581,-0.5037792438218852
47,47,47,02-17,2.9641590888233145,-0.07481450061735519,-0.24869821363242264
48,48,48,02-18,2.464972136066096,-1.1339674749056792,-0.3516833638638401
49,49,49,02-19,3.071006030026163,0.15188865126499396,-0.19739748740097185
50,50,50,02-20,3.0264006671865524,0.057246949474040486,0.2045604916602591
51,51,51,02-21,3.229115779959624,0.487358981531125,0.4035269477376395
52,52,52,02-22,3.8193303419523486,1.7396503432144277,0.5444177513255202
53,53,53,02-23,3.526805626129641,1.118984235846927,0.4295939287012806
54,54,54,02-24,2.8633896600038864,-0.2886226533783949,0.5906333848105253
55,55,55,02-25,2.7463019192253024,-0.5370542844804436,0.4849423471684169
56,56,56,02-26,3.4817954816487555,1.0234836861295085,0.3082091947434216
57,57,57,02-27,2.9302377804916238,-0.1467872443215255,-0.11232558426265188
58,58,58,02-28,3.319556167955491,0.679251428664456,-0.04294801640405156
59,59,59,02-29,2.337597948164933,-1.4042244381895144,-0.23970128525962384
60,60,60,03-01,3.0595787518334907,0.12764275377320708,-0.4583164249348892
61,61,61,03-02,2.189913935000288,-1.7175738976138772,-0.5374208844622373
62,62,62,03-03,2.8635854890398016,-0.28820715192208396,-0.4734060754662203
63,63,63,03-04,2.706542534991341,-0.6214140014856139,-0.15679060903816264
64,64,64,03-05,3.500580202498917,1.063340282640558,-0.13339706825009096
65,65,65,03-06,3.2329377926565717,0.4954683603788318,-0.06338747325038192
66,66,66,03-07,3.1257320873214782,0.2680039985016374,-0.08940850048024525
67,67,67,03-08,2.387890302380954,-1.2975163276156232,-0.2546852923375689
68,68,68,03-09,2.7900020259944407,-0.444333315301264,-0.5417094006030277
69,69,69,03-10,2.239165186723873,-1.6130747526295557,-0.6147209830802431
70,70,70,03-11,2.688920167823574,-0.6588043669521951,-0.7392361364877478
71,71,71,03-12,3.026472266386736,0.057398865515539674,-0.5917724945539712
72,72,72,03-13,2.7736223835649203,-0.4790869219433906,-0.7596106103492145
73,73,73,03-14,2.8048948022769142,-0.41273447601296404,-0.67707147155032
74,74,74,03-15,2.315381647554944,-1.4513620100727238,-0.2858742881185071
75,75,75,03-16,2.472573176960092,-1.1178399198361892,-0.6525119023544603
76,76,76,03-17,3.7951656375438363,1.6883787336386826,-0.5330944177529107
77,77,77,03-18,1.9896774811598008,-2.1424268199001797,-0.5140191533560613
78,78,78,03-19,3.111316663945341,0.2374179856659073,-0.13590629812385482
79,79,79,03-20,2.8588367162692703,-0.29828288963186805,-0.12774213357350525
80,80,80,03-21,3.3846266494595403,0.8173151213205153,-0.5118161886829087
81,81,81,03-22,2.4956601786829693,-1.0688549325340917,-0.1303985112823592
82,82,82,03-23,2.7090632792022764,-0.6160655970177379,-0.4070538589257833
83,83,83,03-24,3.0682680118841312,0.14607924450311735,-0.4297634044559336
84,84,84,03-25,2.3289778896229345,-1.4225141001946373,-0.7638074681372151
85,85,85,03-26,2.79461761417414,-0.43454016281276975,-0.7415347981966373
86,86,86,03-27,2.4400014124049503,-1.1869492607671737,-0.6594094400430244
87,87,87,03-28,2.558643863801023,-0.9352189128906248,-0.7347817912024235
88,88,88,03-29,2.9413011614119364,-0.12331344809606125,-0.4594326566939626
89,89,89,03-30,2.8551265948606535,-0.3061548624532771,-0.1636390135764754
90,90,90,03-31,3.1076228940915662,0.22958070685612803,-0.16001689976208094
91,91,91,04-01,3.631076544681261,1.340221695892154,0.0459146870196111
92,92,92,04-02,2.4502441932011547,-1.1652165778808072,0.2980730658778708
93,93,93,04-03,3.1409867195216603,0.3003706077995277,0.08636852094984401
94,94,94,04-04,3.654366275574695,1.389636825053497,-0.09657203639244524
95,95,95,04-05,2.2564587013668835,-1.5763821320214382,-0.4604229199603722
96,96,96,04-06,2.590295133669992,-0.8680626371976075,-0.2712375865426593
97,97,97,04-07,2.6021622051921773,-0.8428836055154079,-0.4609167312164457
98,98,98,04-08,2.9852312199350566,-0.03010457737452969,-0.8904902379618803
99,99,99,04-09,2.604603270502363,-0.8377042602431911,-0.7114307059897386
100,100,100,04-10,2.43959846569394,-1.1878042154191109,-0.9545317497317304
101,101,101,04-11,2.7628115189324505,-0.5020249401885867,-0.964795860683606
102,102,102,04-12,1.9028427702234108,-2.326668899649558,-0.9124971663776641
103,103,103,04-13,2.573136878011625,-0.9044682712266626,-0.6247561171958216
104,104,104,04-14,3.1331238840403883,0.28368758846112285,-0.4173601058923498
105,105,105,04-15,3.418290703825745,0.8887420348478631,-0.31004410257182896
106,106,106,04-16,3.026082488737804,0.05657185240171976,0.3269269313837692
107,107,107,04-17,3.0662846714238565,0.1418710797345383,0.6316482667046815
108,108,108,04-18,3.704098889899012,1.4951573040840311,0.6696976244098374
109,109,109,04-19,3.4348419490161186,0.923859740698812,0.5021134500810686
110,110,110,04-20,3.2407216157465304,0.5119837346920574,0.5461579691880137
111,111,111,04-21,2.944388432797956,-0.11676301112475004,0.7222382583149086
112,112,112,04-22,3.1506336148492684,0.32083896704339115,0.776102006516405
113,113,113,04-23,3.5642126484222216,1.1983528144959072,0.7272064008743832
114,114,114,04-24,3.856417285720092,1.8183397932930097,0.8810981006030123
115,115,115,04-25,3.2965726962669017,0.6304861068466802,0.9221811523494452
116,116,116,04-26,3.6759036744691516,1.4353339330638322,0.8688759926435731
117,117,117,04-27,3.0605649846792304,0.1297352993538487,0.5004883188555495
118,118,118,04-28,2.9998948213844767,0.0010080088081574207,0.3048084838070358
119,119,119,04-29,2.5224689639362614,-1.0119732282322342,0.2249587082878824
120,120,120,04-30,3.3030648072103435,0.6442607830019279,-0.02079496096059734
121,121,121,05-01,3.070769811769293,0.1513874537317597,0.03195679844106095
122,122,122,05-02,2.9809500940565523,-0.0391880824270462,-0.12397935185959967
123,123,123,05-03,3.2097388471951134,0.4462458557637984,-0.04615504857126992
124,124,124,05-04,2.55893137087489,-0.9346088929958064,-0.2162893201786306
125,125,125,05-05,2.7425441244770243,-0.5450274085022556,-0.2455137187965415
126,126,126,05-06,2.8219512532764734,-0.3765448466422364,-0.07065388260966175
127,127,127,05-07,2.9881277071080308,-0.02395893797570581,-0.1736429628640508
128,128,128,05-08,3.4754268178427803,1.0099709346942325,0.12778569959959446
129,129,129,05-09,2.9185015676661488,-0.1716886257625358,0.2126953007002719
130,130,130,05-10,3.411325269442844,0.8739630817860649,0.32948050799932066
131,131,131,05-11,2.9826554175322606,-0.03556980189819073,0.2230309499958003
132,132,132,05-12,3.152201858282256,0.32416639715205625,0.2874534385795004
133,133,133,05-13,2.6871047287162537,-0.662656285996828,0.3825843881357748
134,134,134,05-14,3.6576037075602015,1.3965058661964331,0.09601807129621524
135,135,135,05-15,3.187517262139212,0.3990970715751109,0.3625981253698179
136,136,136,05-16,2.6009597985129123,-0.8454348192512927,0.2343201985517123
137,137,137,05-17,3.7365028111909835,1.5639105225434256,0.2375642759951523
138,138,138,05-18,2.7894516100244706,-0.4455011637565773,0.2723269919326617
139,139,139,05-19,2.6962784807963294,-0.6431918213361881,0.4969774440460688
140,140,140,05-20,3.7559073218236856,1.6050821618214899,0.5380598974240428
141,141,141,05-21,3.8227941901091764,1.7469997842555531,0.259208061850173
142,142,142,05-22,2.717134658300212,-0.598940098983448,0.28005304827501426
143,143,143,05-23,2.9479527068149327,-0.1092004908997938,0.3195178947460759
144,144,144,05-24,2.848398025733725,-0.3204312452075295,0.17229063206336068
145,145,145,05-25,2.8078789970342672,-0.4064027425098184,-0.1594500064756047
146,146,146,05-26,3.339571266095265,0.7217185857251986,-0.18713993676901733
147,147,147,05-27,2.884682685096758,-0.24344404697823915,-0.15537904551915568
148,148,148,05-28,2.6388317940637243,-0.7650796807439239,-0.11914992344255655
149,149,149,05-29,3.0377676225339303,0.08136485659937599,-0.03349354570107488
150,150,150,05-30,2.9508484110294204,-0.1030565127479348,-0.21705365362864884
151,151,151,05-31,3.0501020595775534,0.10753552393907163,-0.1662154645603092
152,152,152,06-01,2.8204915119036413,-0.3796420618402451,0.042515242789607416
153,153,153,06-02,3.0284452650117437,0.06158508743179891,0.01949125514336845
154,154,154,06-03,3.2290901322544414,0.4873045633555757,0.18418961061125547
155,155,155,06-04,2.9726593264948136,-0.056779069278057724,0.296596074205916
156,156,156,06-05,3.4165900301494485,0.8851336200593872,0.3878544919706403
157,157,157,06-06,3.367970250825774,0.7819743055070347,0.6451101680091683
158,158,158,06-07,3.0785562820546817,0.16790844474810068,0.5570969557320233
159,159,159,06-08,3.755924751650352,1.6051191436629677,0.6252368521625625
160,160,160,06-09,2.980202304118812,-0.0407747103072946,0.6088673598984118
161,161,161,06-10,3.1653484738762407,0.35206030930517723,0.7877190994648876
162,162,162,06-11,3.3702996236082323,0.7869166664744824,0.8677930266460839
163,163,163,06-12,3.873735463426004,1.8550847429058896,1.2726463758514317
164,164,164,06-13,3.3049930329786528,0.6483520078352779,1.3318675724002318
165,165,165,06-14,4.90078775789834,4.0342392388950525,1.3418096576663514
166,166,166,06-15,3.1476707399056023,0.3145524689855082,1.1150261328790567
167,167,167,06-16,3.193463161944117,0.4117128209018942,0.8185418564708563
168,168,168,06-17,2.728990694177081,-0.5737844822492852,0.6922611498128407
169,169,169,06-18,3.035323528190201,0.07617908445668688,0.14971795859202
170,170,170,06-19,2.947890616166767,-0.10933223211281502,0.4369707883913948
171,171,171,06-20,3.366559054740457,0.7789800915701284,0.5652143143971198
172,172,172,06-21,3.959977563902132,2.0380694477817567,0.6206187537171685
173,173,173,06-22,3.5561161299952384,1.1811739769362442,0.7149167349024167
174,174,174,06-23,2.885665927527472,-0.2413578463289933,0.9645021930781114
175,175,175,06-24,3.3019837162181918,0.641966971568176,0.962520337809348
176,176,176,06-25,3.6536799063471856,1.3881805169413537,0.7302643820553949
177,177,177,06-26,3.3609546728441524,0.7670889599575484,0.4941711022339455
178,178,178,06-27,3.3031934413417385,0.6445337132580374,0.7343444241248024
179,179,179,06-28,2.8884806451415987,-0.2353857019924528,0.8521529332384316
180,180,180,06-29,3.5648391438544182,1.1996820850161485,0.5592054070637665
181,181,181,06-30,3.6351280613746697,1.3488180262499507,0.305472115012817
182,182,182,07-01,2.825269356829597,-0.36950464010663664,0.14333400747315458
183,183,183,07-02,2.64343594638968,-0.7553107923481491,0.16761255183423746
184,184,184,07-03,2.8446918096038094,-0.32829493197993703,-0.0807179620571357
185,185,185,07-04,2.9571366346230046,-0.0897144358259557,-0.4106598911353063
186,186,186,07-05,2.862598643103165,-0.2903009983320905,-0.3913175401528857
187,187,187,07-06,2.70210303008093,-0.6308335482190732,-0.16980398378029035
188,188,188,07-07,2.879966550608784,-0.2534505342121133,-0.10588818437513384
189,189,189,07-08,3.2698422156503586,0.5737705458874235,0.07885333012028423
190,190,190,07-09,3.0254358602516787,0.05519986445100193,0.2371309752780526
191,191,191,07-10,3.4795572248914897,1.0187346511465527,0.4107531689365256
192,192,192,07-11,3.3101834809533384,0.6593648726145198,0.8686102591192825
193,193,193,07-12,3.1930798911427583,0.4108996137317649,0.7891616648216512
194,194,194,07-13,4.174715984514822,2.4936920068844275,0.6683464054287227
195,195,195,07-14,3.0451738099466734,0.09707898010163574,0.3928025563111929
196,196,196,07-15,2.6837888877350644,-0.6696916919065691,0.2846708669348362
197,197,197,07-16,2.7003615974549704,-0.6345284435586259,0.1565579500805696
198,198,198,07-17,3.0044036937462475,0.010574736356379408,-0.2275361612397827
199,199,199,07-18,2.8307962656846417,-0.3577778873938347,-0.04532003217011706
200,200,200,07-19,3.088556910293287,0.18912733896231354,-0.14048803829984985
201,201,201,07-20,3.5604529986282962,1.1903757545196296,-0.15446582588499802
202,202,202,07-21,2.4146684029714582,-1.240699728684966,-0.3463254676467658
203,203,203,07-22,2.6608345639085296,-0.7183951690695151,-0.2523706022243584
204,204,204,07-23,2.4618541343164493,-1.1405831142142275,-0.3120732756304149
205,205,205,07-24,3.0964861751055563,0.20595130514061,-0.6851300732653162
206,206,206,07-25,2.9197269320039614,-0.16908870147402522,-0.6973361810080593
207,207,207,07-26,2.505505750001461,-1.047965031289778,-0.8412059233124114
208,208,208,07-27,2.3801514075399695,-1.3139363751414246,-0.5947088590878438
209,209,209,07-28,2.2539930594329425,-1.5816136228956272,-0.4305860568340299
210,210,210,07-29,3.15890992138937,0.33839927113317764,-0.21003347136807465
211,211,211,07-30,3.560600218254649,1.1906881186634928,-0.11588905538620288
212,212,212,07-31,3.543415723335281,1.1542268113217065,0.07645406945297137
213,213,213,08-01,2.7717316792521984,-0.4830985353985474,0.2260945761243364
214,214,214,08-02,2.9240681827543376,-0.1598776261063791,-0.016090105423591582
215,215,215,08-03,2.6771533980111366,-0.683770582867437,-0.2057752502550096
216,216,216,08-04,2.4740488892936767,-1.1147088181543905,-0.10278414301164568
217,217,217,08-05,3.024199801712377,0.05257724967498479,0.17989841023905148
218,218,218,08-06,3.834658734877321,1.77217345478189,0.33544469998498605
219,219,219,08-07,3.5711144640647268,1.2129967841056353,0.22411636880116906
220,220,220,08-08,3.363929167574613,0.7734001123692282,0.3339290844006221
221,221,221,08-09,2.3623339994070545,-1.3517405699703389,0.20899839952846025
222,222,222,08-10,2.7845823601225863,-0.4558325245576721,-0.07700990280081232
223,223,223,08-11,2.670915038881337,-0.6970068595579864,-0.2567655426860758
224,224,224,08-12,3.0258712431614208,0.0561236408062544,-0.13663210097269593
225,225,225,08-13,3.0627931603802887,0.13446294479405438,0.5069386543922504
226,226,226,08-14,3.7036480645551033,1.4942007626495075,0.5318852442374633
227,227,227,08-15,4.182253116209728,2.509683962219339,0.5404432385871732
228,228,228,08-16,2.8551274794895987,-0.3061529854863947,0.6911154994587797
229,229,229,08-17,2.695115730706892,-0.6456588934597274,0.9319863736115428
230,230,230,08-18,3.451949223937009,0.9601572060358936,0.8836781070084384
231,231,231,08-19,3.743938947222333,1.579688189710634,0.333489453379064
232,232,232,08-20,3.5670397162768537,1.2043511630308803,0.47866268304784904
233,233,233,08-21,2.6264042212110392,-0.7914479595569078,0.588685112726501
234,234,234,08-22,3.265655045759116,0.5648863925263153,0.3923260923250073
235,235,235,08-23,3.006242240698341,0.014475684612184968,0.09664571078024582
236,236,236,08-24,2.8966761137058263,-0.21799691637306928,-0.27856175052788423
237,237,237,08-25,2.9078003030235697,-0.1943940995579347,0.058326780322272766
238,238,238,08-26,2.5060107215481437,-1.0468936048179,0.13489841310402342
239,239,239,08-27,3.579073173948171,1.2298832255440342,0.15871898455865294
240,240,240,08-28,3.4821878467644702,1.024316189216819,0.3426165141009283
241,241,241,08-29,3.0736031532352404,0.15739911333996198,0.1248766332268273
242,242,242,08-30,3.4167100443293323,0.8853882608805829,0.2828349213359344
243,243,243,08-31,2.2920654076919704,-1.5008333848025408,0.2170954673205799
244,244,244,09-01,2.9526924667809173,-0.09914387616325752,-0.1874470770711752
245,245,245,09-02,3.3931721085356044,0.8354465014519075,-0.1848255353519936
246,246,246,09-03,2.338203748728416,-1.4029390771337114,-0.12598565316620022
247,247,247,09-04,3.0810164700313534,0.17312836365505171,0.3040588419716983
248,248,248,09-05,3.5831001817426134,1.238427553995343,0.6290251046069701
249,249,249,09-06,3.5081651003099257,1.0794335860248505,0.7852096746978225
250,250,250,09-07,3.8716470786176234,1.850653699648373,1.1389904841501002
251,251,251,09-08,3.8348380520055887,1.7725539219970217,1.024852825520987
252,252,252,09-09,3.3386414673674776,0.7197457795799541,0.9513133512822459
253,253,253,09-10,2.7582527254786213,-0.5116975881196276,1.0621866116172256
254,254,254,09-11,3.3751418587594486,0.7971907085628981,0.7446618450336561
255,255,255,09-12,3.821697628542112,1.7446731480347286,0.2108883234430773
256,256,256,09-13,2.973735873134,-0.05449489985304421,0.10895462832281698
257,257,257,09-14,2.325408625811543,-1.4300872075464508,-0.009108811662075444
258,258,258,09-15,3.0503886546825685,0.10814360885839204,-0.19171237673720454
259,259,259,09-16,2.424387475025859,-1.220078228028982,-0.6029898657554139
260,260,260,09-17,2.858767060640944,-0.2984306818878767,-0.5175048639980946
261,261,261,09-18,2.6586681429179584,-0.7229917860745273,0.19196363564223887
262,262,262,09-19,3.2154743107512185,0.4584151106908717,0.5736161247391517
263,263,263,09-20,4.331676428537562,2.8267237902955498,1.0019143585356731
264,264,264,09-21,4.129643196770837,2.3980585434398694,1.1608148820293551
265,265,265,09-22,3.6355490091404734,1.3497111747501438,1.5372929885493225
266,266,266,09-23,3.3081133026281484,0.6549724590742183,1.1526433420648592
267,267,267,09-24,3.7232903268840896,1.5358768530452755,0.7375098205435298
268,268,268,09-25,2.1277442685253223,-1.8494827682159063,0.16372015646790747
269,269,269,09-26,3.1577426760415213,0.335922661167573,-0.18603294669619624
270,270,270,09-27,2.507054273999086,-1.0446794410138651,-0.29742710744231377
271,271,271,09-28,2.6465010244344858,-0.7488074442344783,-0.8042223520809673
272,272,272,09-29,2.9931077481462802,-0.013392505402486793,-0.9301482505665378
273,273,273,09-30,2.290151318727085,-1.5048946147866449,-1.0941897276118249
274,274,274,10-01,1.7716451946566134,-2.6050381591293297,-1.1693893364037702
275,275,275,10-02,2.6938586080745552,-0.6483262011041482,-0.8941378090892398
276,276,276,10-03,2.294401345823478,-1.4958770937655372,-0.9751135548536962
277,277,277,10-04,3.4248700107703938,0.9027017196527044,-0.7871184502346352
278,278,278,10-05,2.764120792966007,-0.4992469799892252,-0.2836320071774636
279,279,279,10-06,2.8217725614722347,-0.3769239870722799,-0.2516890694804493
280,280,280,10-07,3.1954274208255518,0.4158804992137001,-0.003714921722777394
281,281,281,10-08,2.784188323147869,-0.4566685749220625,-0.25527654767304514
282,282,282,10-09,2.9956340979567315,-0.008032207219505995,-0.17039355453850782
283,283,283,10-10,2.71349242205252,-0.606668036048902,-0.17090214333810685
284,284,284,10-11,3.0041568427852283,0.010050978817998518,-0.08685457600131763
285,285,285,10-12,2.820334350566493,-0.3799755198698738,-0.06742903095570214
286,286,286,10-13,3.4331010149748766,0.9201659032344351,-0.28820381952682844
287,287,287,10-14,2.8391207769427584,-0.34011530464836953,-0.06284916390285801
288,288,288,10-15,2.3713169504182003,-1.332680938646264,-0.015968844438680827
289,289,289,10-16,3.3507607292458426,0.7454598976949207,-0.19250098840372096
290,290,290,10-17,3.1367271761688387,0.29133289560306164,-0.41648677342263707
291,291,291,10-18,2.3211285975798543,-1.4391683836601146,-0.101328591298184
292,292,292,10-19,2.799703663324204,-0.4237488068790615,0.4436149053664169
293,293,293,10-20,3.730339645550024,1.5508337880983485,0.7561990355109084
294,294,294,10-21,3.912333348210877,1.9369800413413407,1.2002829040028782
295,295,295,10-22,4.234700574735721,2.6209646785618697,1.6042856966061259
296,296,296,10-23,4.392528057416032,2.9558361065548806,1.7715470059023881
297,297,297,10-24,3.4635863605703126,0.984848371959372,1.4925556934207858
298,298,298,10-25,3.2726929216957985,0.5798190488985127,1.286169707160297
299,299,299,10-26,2.941395121930062,-0.12311408679126608,0.8623411193265689
300,300,300,10-27,3.328705520649564,0.6986641237784101,0.4493045984203889
301,301,301,10-28,3.0361785119849247,0.0779931515594993,0.3895188672049255
302,302,302,10-29,3.2245243001468467,0.4776169811178002,0.3431471481626316
303,303,303,10-30,3.294521507570042,0.6261339846665915,0.3537197578512958
304,304,304,10-31,3.141560832083962,0.3015887346447494,0.2993716138432641
305,305,305,11-01,2.9712928360920148,-0.05967842865928079,0.4134599914651615
306,306,306,11-02,3.1750173279863128,0.3725752597302203,0.17924722667669601
307,307,307,11-03,3.358802897428532,0.7625234172908835,0.4455492877643876
308,308,308,11-04,2.5622066225885707,-0.9276596076129924,0.6077435903746485
309,309,309,11-05,4.047582779819146,2.223946351192741,0.7290545533125935
310,310,310,11-06,3.6002213748389003,1.2747545503063151,0.528962723989394
311,311,311,11-07,3.3143415819961266,0.6681873489683889,0.2572394442139218
312,312,312,11-08,2.609188408220045,-0.8279757162089761,0.34795902044885696
313,313,313,11-09,2.590411252498547,-0.8678162613619503,-0.19689012008520607
314,314,314,11-10,2.8187476317656768,-0.3833421502033816,-0.03167344240776278
315,315,315,11-11,2.5068332066519234,-1.0451484920116378,-0.08149297613574888
316,316,316,11-12,4.067428729451058,2.266054616370976,0.1066986895957848
317,317,317,11-13,3.17345960271734,0.3692701466004724,-0.06990523173958298
318,318,318,11-14,3.1413654955607218,0.301174278180226,-0.005147116306348232
319,319,319,11-15,2.091002524147778,-1.9274397893741568,0.20540899128331705
320,320,320,11-16,3.00187362259512,0.00520654239602686,-0.2267961707958347
321,321,321,11-17,3.1022534959792343,0.21818815352635387,-0.3813051897110348
322,322,322,11-18,2.8452190030277285,-0.3271763561039352,-0.7122091694398045
323,323,323,11-19,2.736531860277049,-0.5577839668907282,-0.3421571744406238
324,324,324,11-20,2.2056199329877684,-1.6842496001923926,-0.35792833564843723
325,325,325,11-21,3.137452653050976,0.2928721806209265,-0.5214394377494733
326,326,326,11-22,2.9572752042595933,-0.08942042485085326,-0.6309043929212989
327,327,327,11-23,2.6398692467844365,-0.7628784590798627,-0.5077136016553747
328,328,328,11-24,2.535668945203575,-0.9839660871348884,-0.20104968364437226
329,329,329,11-25,3.084896471580384,0.1813607807048168,-0.24750400396615524
330,330,330,11-26,3.0728183290760898,0.15573390787362235,-0.0021628651601921073
331,331,331,11-27,3.006086979724589,0.014146258690228591,0.14911310372333367
332,332,332,11-28,3.651062212026775,1.3826264079849255,0.3703410540767877
333,333,333,11-29,3.0676544209691405,0.1447773542212919,0.2753078270523808
334,334,334,11-30,3.1612675645675243,0.3434016149858357,0.06515247333398215
335,335,335,12-01,2.816157121397993,-0.3888385814416243,-0.16082162566259806
336,336,336,12-02,2.478531310061905,-1.1051982144367696,-0.4245735178209941
337,337,337,12-03,2.367066981942172,-1.3416983352892524,-0.4711116414465717
338,338,338,12-04,2.90521242530092,-0.19988494496545106,-0.3525495006414247
339,339,339,12-05,2.9360517647883344,-0.1344513875321732,-0.4602993804832563
340,340,340,12-06,3.4965430642411843,1.0547744598167177,-0.4720678679638013
341,341,341,12-07,2.5114570328333072,-1.0353378604926142,-0.36647082237727
342,342,342,12-08,2.445251837427149,-1.1758091393200394,-0.3598598136420293
343,343,343,12-09,2.6656791863327123,-0.7081160617700647,-0.08638130037664705
344,344,344,12-10,2.9239073412496586,-0.16021889255400726,-0.4644261931570606
345,345,345,12-11,3.709406940077817,1.5064196920601205,-0.2521847891004549
346,346,346,12-12,2.4274902496978243,-1.2134948968657635,-0.03300071917297535
347,347,347,12-13,3.1116430813752762,0.2381105638470196,0.2965326823456371
348,348,348,12-14,3.0650706772894947,0.1392952802448382,0.16407084195323818
349,349,349,12-15,3.5975489645184098,1.2690843473416098,0.06848533802641102
350,350,350,12-16,2.5493256288778943,-0.9549899349084005,0.22107736649330467
351,351,351,12-17,3.439105835754013,0.9329066684991576,0.2101016936267508
352,352,352,12-18,2.8589970379780363,-0.2979427260644018,0.14378248189735013
353,353,353,12-19,3.080605566536233,0.17225652664769606,-0.14683599202978867
354,354,354,12-20,2.8775301462267087,-0.2586199901315656,0.008858911004058945
355,355,355,12-21,2.7757246165551503,-0.4746264962212231,-0.0752471469530717
356,356,356,12-22,2.9896068692200832,-0.02082051670531474,-0.18227264972983406
357,357,357,12-23,3.201266839126056,0.4282703207563736,-0.4924753700978639
358,358,358,12-24,2.5563453763462136,-0.9400957427249764,-0.6880745091419896
359,359,359,12-25,2.203399981640072,-1.6889597955604825,-0.7889024941033979
360,360,360,12-26,2.3244058636065508,-1.4322148243963206,-0.7166227171097503
361,361,361,12-27,2.4905985821443664,-1.0795944059896732,-0.91279486944509
362,362,362,12-28,3.1940029621320116,0.4128581452565711,-0.8431950856474019
363,363,363,12-29,2.646522163046175,-0.7487625932556644,
364,364,364,12-30,2.7531628606753737,-0.5224970399388472,
365,365,365,12-31,,,
