,unnamed: 0,unnamed: 0,mth_day,crude humor,crude humor_norm,crude humor_ravg
142,142,142,05-22,0.8675592160261859,0.9378967972228354,0.1870552999063361
143,143,143,05-23,0.7661370816011482,0.4409882904870484,0.10083817078676208
144,144,144,05-24,0.7642897225316073,0.4319373230443461,0.15647504469617682
145,145,145,05-25,0.5704364014332609,-0.5178293611102757,0.33756474958879384
146,146,146,05-26,0.8186023848526294,0.6980372634940473,0.35833515185471104
147,147,147,05-27,0.6831413334456674,0.034358184394759766,0.04126727995973067
148,148,148,05-28,0.8929954301636436,1.0625192108183392,0.103514944496759
149,149,149,05-29,0.3778438659775484,-1.4614189408828338,0.2550963629411996
150,150,150,05-30,0.8405205487067285,0.8054233102665161,0.3210567729837929
151,151,151,05-31,0.7560686953796918,0.391659149556368,0.19859825491273045
152,152,152,06-01,0.8993799785148878,1.093799723749607,-0.017095826036410116
153,153,153,06-02,0.5331740362921322,-0.7003929240316149,0.2840091020176941
154,154,154,06-03,0.6288483635366614,-0.23164527487650444,0.07526500237948199
155,155,155,06-04,0.7465882614770906,0.34521062744179154,0.12091299541037205
156,156,156,06-05,0.5848846900290594,-0.4470412875627566,-0.04075365123243778
157,157,157,06-06,0.8119709408351973,0.6655471077417081,0.1702946356673829
158,158,158,06-07,0.7013969356135465,0.12379984389274808,0.11965689546080505
159,159,159,06-08,0.79163168916756,0.5658967973673092,-0.013029722944582841
160,160,160,06-09,0.5668354864223345,-0.5354717161159716,0.2645859958688277
161,161,161,06-10,0.584095248788897,-0.4509090829905358,0.10935989922193563
162,162,162,06-11,0.9248633183317742,1.218653025317707,0.0858250086496646
163,163,163,06-12,0.6218752371756187,-0.26580947213964456,0.3600634715242858
164,164,164,06-13,0.6725752253436283,-0.017409499540878136,0.5690273179692453
165,165,165,06-14,1.1274744030976864,2.2113275746150363,0.6161708251576256
166,166,166,06-15,0.8227404552867438,0.7183113625537855,0.51330665337836
167,167,167,06-16,0.6418289570089893,-0.16804803986025482,0.3669829214895069
168,168,168,06-17,0.7988919930318751,0.6014679946421143,0.07094631961088636
169,169,169,06-18,0.4426817035085206,-1.143751863472764,-0.4214554858503392
170,170,170,06-19,0.3100376922951632,-1.7936291108126008,-0.4987347591824757
171,171,171,06-20,0.5244606720668308,-0.7430832581523166,-0.28212750578676177
172,172,172,06-21,0.7281013568380389,0.2546357225609663,-0.5550476484450199
173,173,173,06-22,0.9070943288858212,1.1315954805140291,-0.2865013250695691
174,174,174,06-23,0.4646637435158623,-1.0360528613074342,0.005029456748465333
175,175,175,06-24,0.7715536097793865,0.467526076779941,-0.004590515858607517
176,176,176,06-25,0.6670572289919646,-0.04444441990439446,0.0165195437551159
177,177,177,06-26,0.5126796925702752,-0.8008030937947537,0.0011672367053005375
178,178,178,06-27,0.7539535281111143,0.3812960802433068,0.14364235227164115
179,179,179,06-28,0.8882933174935723,1.0394816382151368,0.14673786945711595
180,180,180,06-29,0.6391441171940957,-0.1812021679093904,0.34192151049071035
181,181,181,06-30,0.7753444963008825,0.4860991798927897,0.4642768956723082
182,182,182,07-01,0.9060864411322586,1.1266574262971722,0.189229174786832
183,183,183,07-02,0.6625206893167479,-0.06667078270516684,0.22237588384604645
184,184,184,07-03,0.4171197664490747,-1.2689902450695505,0.3449333539705755
185,185,185,07-04,0.9288860214185076,1.2383618925704234,0.3406988866738456
186,186,186,07-05,0.7892325947460216,0.5541426528377843,0.3086518383074085
187,187,187,07-06,0.7701588087278293,0.46069237611241,0.25728206547654914
188,188,188,07-07,0.8668404229624629,0.9343751360985504,0.27038261782105594
189,189,189,07-08,0.5996113375772094,-0.3748894196903236,0.05629138927550729
190,190,190,07-09,0.4331631945198277,-1.1903869310025097,-0.19689587123030128
191,191,191,07-10,0.6667018680007417,-0.04618547870286846,-0.13772436111065542
192,192,192,07-11,0.4791699732979137,-0.964980910197067,-0.2872402288313161
193,193,193,07-12,0.8426224607539538,0.8157214368302852,-0.3705249460039244
194,194,194,07-13,0.6837376799534283,0.0372799297745868,0.1504675447487328
195,195,195,07-14,0.4976177472144322,-0.8745977227259736,0.1416430856607583
196,196,196,07-15,1.071190151779954,1.9355680135134337,0.2345031060048931
197,197,197,07-16,0.6558951042156571,-0.09913223323071547,-0.0866311613071445
198,198,198,07-17,0.5928898392900122,-0.4078207881322582,0.019715741043229058
199,199,199,07-18,0.44934938468896174,-1.1110841670419405,0.2942579717746612
200,200,200,07-19,0.8139740878191641,0.6753613438768282,-0.04378090385829928
201,201,201,07-20,0.8338324666625547,0.7726556616626191,-0.04955937230752218
202,202,202,07-21,0.6572150579275442,-0.09266524028432907,-0.14180538814587088
203,203,203,07-22,0.6488185748841976,-0.13380304392605294,-0.1682655287445899
204,204,204,07-23,0.4799219062595669,-0.9612968831623504,-0.4801824967541773
205,205,205,07-24,0.4169453034506954,-1.2698450106342545,-0.7285469949835438
206,206,206,07-25,0.4319888624093749,-1.1961404641806963,-0.7246606126653482
207,207,207,07-26,0.5296759808986328,-0.7175313277135805,-0.7980227111939371
208,208,208,07-27,0.6619744675720973,-0.06934694637515494,-0.4815669071215356
209,209,209,07-28,0.5589765957132637,-0.5739756350975863,-0.3589046501113444
210,210,210,07-29,0.8674655606564536,0.9374379412720582,0.057659871863983386
211,211,211,07-30,0.5671621069555024,-0.5338714685731073,0.06477244566322378
212,212,212,07-31,0.9421294098757624,1.3032466676712702,-0.09076058039314604
213,213,213,08-01,0.5383863057113024,-0.6748558849181383,-0.1182436906505644
214,214,214,08-02,0.4715028866384724,-1.0025451027133738,-0.02466365399519012
215,215,215,08-03,0.525319747438439,-0.7388742966420966,-0.02061150025862803
216,216,216,08-04,0.9820671856458346,1.498918161204304,-0.07421654856037359
217,217,217,08-05,0.5721245265004635,-0.5095585461537347,0.16214052643632165
218,218,218,08-06,0.8764826559036748,0.9816163778607966,0.3520232296056098
219,219,219,08-07,0.8278380503404563,0.7432865650620332,0.6629671742873298
220,220,220,08-08,0.704040371323535,0.13675111630235498,0.4939751152531941
221,221,221,08-09,0.9061133719629152,1.1267893714482229,0.7457718659113929
222,222,222,08-10,0.7751131678040271,0.4849658069994899,0.9044209425135196
223,223,223,08-11,0.8804842774027235,1.0012219577954586,0.7921312045922876
224,224,224,08-12,1.0707702692824237,1.9335108374735568,0.92771962025562
225,225,225,08-13,0.6903238229973335,0.06954813753464091,0.8607507476991362
226,226,226,08-14,0.8700870338395743,0.9502816102823488,0.70374118059963
227,227,227,08-15,0.8241007772580908,0.7249761361093209,0.6463608480808041
228,228,228,08-16,0.5828333592937225,-0.4570915955975464,0.4886116824467332
229,229,229,08-17,0.8102141686902706,0.6569399626825028,0.7064837608314841
230,230,230,08-18,0.8775847206492227,0.9870158436691316,0.2662400694587321
231,231,231,08-19,0.9571381470251956,1.3767806078431464,-0.07619615321258387
232,232,232,08-20,0.3309480868391362,-1.6911805379541631,-0.07875274913546186
233,233,233,08-21,0.4047405271880825,-1.3296411999185749,0.2291286855071617
234,234,234,08-22,0.5797024559763618,-0.4724311711348144,0.14745515153126704
235,235,235,08-23,1.1872573284834786,2.504228570538244,-0.21477393471748488
236,236,236,08-24,0.7775642456975771,0.49697463981376394,0.12572853311584395
237,237,237,08-25,0.5135388133831139,-0.7965939096493654,0.4841553449549628
238,238,238,08-26,0.7479401881598495,0.3518342690458099,0.7686736678297742
239,239,239,08-27,0.8436834528870446,0.820919671116138,0.43802205710996495
240,240,240,08-28,0.9281342722705284,1.234678766114054,0.61466761883196
241,241,241,08-29,0.7823289564911158,0.5203189062193889,0.8846222214695508
242,242,242,08-30,0.9938910301703636,1.5568480101457338,1.0010291163106273
243,243,243,08-31,0.8441353512917557,0.8231337061761792,0.671879959226957
244,244,244,09-01,0.89049644038578,1.050275638092269,0.2631970204930724
245,245,245,09-02,0.4405950420052637,-1.153975271385884,0.2322428196126424
246,246,246,09-03,0.42764580744100505,-1.2174188662892536,0.0008912780239407707
247,247,247,09-04,0.7444212803677459,0.3345937009368093,-0.01427884598545165
248,248,248,09-05,0.7105692496125773,0.16873876061352408,-0.02674647660033264
249,249,249,09-06,0.8255574480882207,0.7321129621198247,-0.10694887529926783
250,250,250,09-07,0.8752281120189663,0.9754698544029832,-0.14246998232408056
251,251,251,09-08,0.3423761745261566,-1.6351896635794954,-0.2899622914691051
252,252,252,09-09,0.3841453266551657,-1.4305455084381298,-0.5387369001139702
253,253,253,09-10,0.5637966631355062,-0.550360153933338,-0.6423795552666195
254,254,254,09-11,0.4059105272422059,-1.3239088912556671,-0.6798711263901119
255,255,255,09-12,0.6986327628324417,0.11025703120392892,-0.4816167537876597
256,256,256,09-13,0.8293145269454727,0.7505204276620288,-0.5118414870182548
257,257,257,09-14,0.5851659197916219,-0.4456634279647821,-0.060784149557636814
258,258,258,09-15,0.3471309839930353,-1.6118939078217007,0.06029451119299495
259,259,259,09-16,1.1161784069761862,2.15598387083037,0.16112642546164982
260,260,260,09-17,0.5541879993344708,-0.5974369267518761,0.08182215724528226
261,261,261,09-18,0.8221153093133012,0.7152485168158581,0.16551501029209814
262,262,262,09-19,0.7321955437625622,0.27469481836382337,0.2997135387571382
263,263,263,09-20,0.6876593286634781,0.05649369031611341,0.1765243517073257
264,264,264,09-21,0.511475538482949,-0.8067027370314607,0.3107380995099689
265,265,265,09-22,0.9653163051689356,1.4168487485314951,0.3809345996100385
266,266,266,09-23,0.718551191996402,0.2078455600639832,0.6582863162088649
267,267,267,09-24,0.9080805778423259,1.1364275174162757,0.8075071799489906
268,268,268,09-25,1.0718508650451744,1.9388051179567816,1.2045137493685945
269,269,269,09-26,0.8704007987263164,0.9518188727568668,0.8055024880721294
270,270,270,09-27,0.9976646832307692,1.5753366794861632,0.5021112685185068
271,271,271,09-28,0.476672139511716,-0.9772188192472964,0.4644987630751874
272,272,272,09-29,0.3470069181209929,-1.6125017572577534,0.28815471174153723
273,273,273,09-30,0.8620188920620522,0.9107524847563592,0.35976836750681523
274,274,274,10-01,0.8558933215097766,0.8807408099548815,0.18772630611686736
275,275,275,10-02,0.95810156926945,1.3815008073485346,0.13241549208820386
276,276,276,10-03,0.7869755180360626,0.5430843111464762,0.3719049409974937
277,277,277,10-04,0.4089364408122834,-1.3090837034192773,0.06987636739324261
278,278,278,10-05,0.6402946854029234,-0.17556506380201395,0.04870509800639555
279,279,279,10-06,0.4921433655569639,-0.9014189568691472,-0.4071479418671955
280,280,280,10-07,0.8299661904513035,0.7537131936337992,-0.6835918994776629
281,281,281,10-08,0.39984682826895707,-1.3536174318930114,-0.3626234752123239
282,282,282,10-09,0.4484318724792013,-1.1155794345163292,-0.31780703465044946
283,283,283,10-10,0.8020064192581238,0.6167268421727577,-0.16509675013209066
284,284,284,10-11,0.6951785804963312,0.09333357956923254,0.1648677759917678
285,285,285,10-12,0.6791581112643706,0.014842750241005474,0.5749909710436311
286,286,286,10-13,1.2340531328608686,2.73350035037695,0.5871662645915432
287,287,287,10-14,0.9020990850389496,1.1071217384181675,0.4634498961359563
288,288,288,10-15,0.4633421939022623,-1.0425276732288558,0.4750333486758809
289,289,289,10-16,0.6504987113160047,-0.12557136856076356,0.3679372635425549
290,290,290,10-17,0.7093641112089492,0.1628342948087799,-0.17870157108169754
291,291,291,10-18,0.5480042260454618,-0.6277337605589502,-0.6005639404761681
292,292,292,10-19,0.5646187003766718,-0.546332657368565,-0.6356917011585231
293,293,293,10-20,0.3854705947924638,-1.4240524779486556,-0.5067619138633833
294,294,294,10-21,0.4203234198098632,-1.2532942373229858,-0.6779370673463938
295,295,295,10-22,0.8083909676310134,0.6480073552100754,-0.7537687401614092
296,296,296,10-23,0.4997365939725249,-0.8642166260892828,-0.3793657603987685
297,297,297,10-24,0.4551379135191274,-1.0827237974490425,0.006585664978753274
298,298,298,10-25,1.0231266409076054,1.7000852212072792,0.42206651382226107
299,299,299,10-26,0.8581211952417813,0.891656074316475,0.7107249147314069
300,300,300,10-27,0.92913686048828,1.239590855738061,0.8729212793990376
301,301,301,10-28,1.1618928788650318,2.3799577606649502,1.0051206031702715
302,302,302,10-29,0.6983683494476196,0.10896156191650223,0.5213078745061263
303,303,303,10-30,0.6170341669099473,-0.2895278548216396,0.2159279136395776
304,304,304,10-31,0.4306314156744012,-1.202791150777592,0.03680416702494671
305,305,305,11-01,0.4841414341161997,-0.9406236908828176,-0.01099018459879697
306,306,306,11-02,0.7097751977885689,0.16484837605027605,0.0453324543457346
307,307,307,11-03,1.1033621221229064,2.093191650922488,0.15298671344312867
308,308,308,11-04,0.7673431669132721,0.4468973955836916,0.3959954464281093
309,309,309,11-05,0.7488716129137759,0.3563976997627249,0.8849735197408265
310,310,310,11-06,0.7282290303157498,0.2552612471322914,0.9686790297706988
311,311,311,11-07,1.0829623342637722,1.9932447489934864,0.5364818999740819
312,312,312,11-08,0.8122841068768982,0.6670814362295097,0.5186889711493811
313,313,313,11-09,0.5740772964197081,-0.4999911278572133,0.16679397975585405
314,314,314,11-10,0.7455532784978565,0.34013982263548675,0.21792623461469496
315,315,315,11-11,0.3179277996746687,-1.7549722485984374,-0.4286033244561134
316,316,316,11-12,0.7908475086325972,0.5620547762853371,-0.6775045869245827
317,317,317,11-13,0.2911979716781392,-1.8859326054313632,-0.6036770892075219
318,318,318,11-14,0.5074702794807657,-0.8263261385813067,-0.7022537039209406
319,319,319,11-15,0.664489220903487,-0.05702614155484904,-0.5561677489310639
320,320,320,11-16,0.6248326564947543,-0.25131986564502456,-0.8393826094799377
321,321,321,11-17,0.4968301428274052,-0.8784565186591773,-0.6709628104789664
322,322,322,11-18,0.4440119612223062,-1.1372343870079051,-0.6127566014263085
323,323,323,11-19,0.4974511784061552,-0.8754138114255352,-0.8410271867565461
324,324,324,11-20,0.5787517875920699,-0.4770888842653591,-0.929707186881409
325,325,325,11-21,0.3849404950095012,-1.4266496535362747,-0.8055930756742328
326,326,326,11-22,0.5162318001412305,-0.7833998663942019,-0.676977409972228
327,327,327,11-23,0.6488249414705863,-0.13377185141612033,-0.6734025098354905
328,328,328,11-24,0.6015195324452359,-0.3655403927958761,-0.5033081596652251
329,329,329,11-25,0.5018291352812271,-0.8539644106051105,-0.4124487532673502
330,330,330,11-26,0.7870557125286683,0.5434772167562335,-0.3744467854104207
331,331,331,11-27,0.4962103340790612,-0.8814932151490252,-0.4347750996881518
332,332,332,11-28,0.5627704362099121,-0.5553880592526248,-0.4069446840698093
333,333,333,11-29,0.5749446236570861,-0.4957417370825068,-0.2611615344393248
334,334,334,11-30,0.635601703899576,-0.19855789908582105,-0.4786097338879294
335,335,335,12-01,0.6803606516264294,0.020734487177796232,-0.04757667227347715
336,336,336,12-02,0.5207604865543798,-0.7612119799353942,0.17366756692874216
337,337,337,12-03,1.024069598198374,1.7047051545376886,0.19253053478507928
338,338,338,12-04,0.8337144349335704,0.7720773759606909,0.21386999276691895
339,339,339,12-05,0.5980449220296936,-0.3825639299444841,0.4898808354488253
340,340,340,12-06,0.6617348050236714,-0.07052115119478257,0.4542497538768136
341,341,341,12-07,1.018373888386775,1.6767995432692335,0.18936391098467145
342,342,342,12-08,0.477125326810646,-0.974998469367464,-0.08271519047973404
343,343,343,12-09,0.6996804537068604,0.1153900971848356,-0.048475651854289335
344,344,344,12-10,0.5005161560282071,-0.8603972328257418,-0.023249906200876292
345,345,345,12-11,0.6399759460558238,-0.17712669819181584,-0.4371988504106628
346,346,346,12-12,0.692627199884514,0.08083332272569564,-0.07734750935752427
347,347,347,12-13,0.5114364756158888,-0.8068941219894854,-0.14383278845653247
348,348,348,12-14,0.917812784448324,1.1841095769513672,0.023331764768532062
349,349,349,12-15,0.6182600856995426,-0.2835215774092134,0.278675581014135
350,350,350,12-16,0.7052321416691045,0.14259008652464542,0.3086898795645716
351,351,351,12-17,0.9526795665993986,1.3549361992818014,0.5506406705748469
352,352,352,12-18,0.7293838363396133,0.2609191140283154,0.2928510819411675
353,353,353,12-19,0.8077384948099714,0.6448106240721668,0.655032785137288
354,354,354,12-20,0.6021139792473639,-0.3626279548507095,0.6009092271644842
355,355,355,12-21,1.0618013922770644,1.8895686417675104,0.15050975913347042
356,356,356,12-22,0.6389504012939359,-0.1821512613121776,-0.062087901317573135
357,357,357,12-23,0.4011034743523499,-1.3474606089042809,-0.3871470900285588
358,358,358,12-24,0.4690287624646661,-1.014666848677946,-0.22343790041107006
359,359,359,12-25,0.4096588126957477,-1.3055445081937471,-0.5318773421741012
360,360,360,12-26,0.8025983969330609,0.6196271828542231,-0.5568171321799501
361,361,361,12-27,0.6840748760219449,0.03893199118932306,-0.3814993109010249
362,362,362,12-28,0.6084081984511455,-0.3317900013472708,-0.3214836052128829
363,363,363,12-29,0.6158042580478522,-0.29555368123073056,
364,364,364,12-30,0.5425262480670134,-0.654572614549094,
365,365,365,12-31,,,
