,unnamed: 0,unnamed: 0,mth_day,cute,cute_norm,cute_ravg
70,70,70,03-11,3.358865510476225,0.1440876862154775,-0.5875425962272925
71,71,71,03-12,2.777022493809997,-0.894826535843386,-0.4641138544850752
72,72,72,03-13,2.923954543836779,-0.6324708968194412,-0.4885964289986249
73,73,73,03-14,3.108561595483732,-0.30284437221616634,-0.6288127202696393
74,74,74,03-15,2.836335464757666,-0.7889198096216526,-0.49478815332315207
75,75,75,03-16,2.5512802064418265,-1.2979023933326683,-0.6699669511346059
76,76,76,03-17,3.80922757127268,0.948235087894402,-0.5230109600747762
77,77,77,03-18,2.1883700833775714,-1.9458993227121104,-0.51970010359565
78,78,78,03-19,3.417770002360257,0.2492650495395376,-0.14591432828023612
79,79,79,03-20,3.1196870494278275,-0.2829792333414094,0.01721109424744745
80,80,80,03-21,4.092365876963092,1.4537948422708311,-0.06130732313181667
81,81,81,03-22,3.0994297220988543,-0.3191498581665669,0.4814267056674138
82,82,82,03-23,3.5453825384771585,0.4771245836188174,0.5757989013503829
83,83,83,03-24,4.01211644005841,1.3105048500832728,0.6713041592449095
84,84,84,03-25,3.734888404590485,0.815498223637353,0.3483686643898247
85,85,85,03-26,3.4406128747613978,0.2900523140257501,0.4850443453843916
86,86,86,03-27,3.007207399821148,-0.4838181268596784,0.4070435653618432
87,87,87,03-28,3.5587003077523685,0.5009042278008343,0.2796318674929333
88,88,88,03-29,3.2832769198206044,0.009119903483526549,0.2841543937814464
89,89,89,03-30,3.583975569103546,0.5460346628698127,0.26397654208919863
90,90,90,03-31,3.750085426343326,0.8426333813684319,0.13635133367962682
91,91,91,04-01,3.3728093438296822,0.1689852038722633,-0.16250163220408634
92,92,92,04-02,2.578349070498129,-1.2495693773171093,-0.22261771530366545
93,93,93,04-03,2.554466228456588,-1.2922135675014448,-0.22152640194659426
94,94,94,04-04,3.0812691559563334,-0.35157659511394795,-0.14163054542490314
95,95,95,04-05,3.5876427037465666,0.5525825430122397,-0.09876800318630627
96,96,96,04-06,4.018559060782103,1.3220085204985783,0.21960097245973065
97,97,97,04-07,3.5168401233602515,0.4261604573038446,0.548546226269226
98,98,98,04-08,3.648162696703344,0.6606444765591123,0.6025445814337346
99,99,99,04-09,3.659819267605055,0.6814579553555274,0.6714854787033221
100,100,100,04-10,3.2627195502054467,-0.027586464126896568,0.27631543025757066
101,101,101,04-11,3.819304445133763,0.9662279266297652,0.3700526635873045
102,102,102,04-12,2.690671185911208,-1.0490117701759305,0.3021637135393185
103,103,103,04-13,3.8318248648710567,0.9885838572822476,0.13766671484765428
104,104,104,04-14,3.4200358081372637,0.2533107762711964,0.024234205698394868
105,105,105,04-15,3.1070608516409943,-0.3055240367944582,-0.14254145376315433
106,106,106,04-16,2.8815528749781336,-0.708181519022453,0.15199311824625825
107,107,107,04-17,3.258889057141648,-0.03442603013953012,-0.20923902323602692
108,108,108,04-18,3.680394188552382,0.7181956618805453,-0.11828222323767724
109,109,109,04-19,2.6179783636633016,-1.178808991611464,-0.21050789125248573
110,110,110,04-20,3.725677473870556,0.7990515762612949,-0.08578300099679641
111,111,111,04-21,2.7971554152588523,-0.8588780448833093,0.03478453773923528
112,112,112,04-22,3.300665280173157,0.040167822511683125,-0.14303505915538794
113,113,113,04-23,3.664031535475458,0.6889792022766601,0.14086150099245168
114,114,114,04-24,3.0828679145862634,-0.34872191948719405,-0.2416611913458929
115,115,115,04-25,3.5719545099339727,0.5245703692755739,0.12485426606214685
116,116,116,04-26,2.4402884444720185,-1.4960845777687732,0.18272815095121409
117,117,117,04-27,4.028755415712097,1.3402146995649296,0.22380594907147566
118,118,118,04-28,3.4951385969595026,0.3874111318460863,0.5780612298091731
119,119,119,04-29,3.80206504855376,0.93544599099823,0.6173843069044651
120,120,120,04-30,4.273270106631825,1.7768097649389905,0.9601021825367356
121,121,121,05-01,3.7040916430057367,0.7605088318473259,0.9891234735074702
122,122,122,05-02,3.591921553670268,0.5602226760248492,0.9539119152172476
123,123,123,05-03,4.1262755100226585,1.5143424453893377,1.1861672140585768
124,124,124,05-04,3.376817379314601,0.17614178210475134,1.2446907330008707
125,125,125,05-05,4.5825113309046746,2.3289777840462063,1.2277247768181636
126,126,126,05-06,4.4699263853753735,2.127950878592753,1.2273342750603249
127,127,127,05-07,3.6470810279826185,0.6587130947510831,1.2187986881079078
128,128,128,05-08,3.5906093526282383,0.5578796654778194,1.1768748130166042
129,129,129,05-09,4.097593421226708,1.4631289236748333,0.8114571566682359
130,130,130,05-10,3.2359407981559287,-0.07540146844307105,0.6199844940349358
131,131,131,05-11,3.354600265688024,0.13647184595599582,0.3577894971148945
132,132,132,05-12,3.8265217850520052,0.979114902792953,0.3731674478006297
133,133,133,05-13,2.766028532654824,-0.9144568867691648,0.2183579923732076
134,134,134,05-14,3.642283800973362,0.6501473695922295,0.2432203605383249
135,135,135,05-15,3.577388006909584,0.5342721911103011,0.2526082600161157
136,136,136,05-16,3.3194856856211734,0.07377274054763275,0.2524168832246063
137,137,137,05-17,3.3861463758653922,0.1927992428227408,0.35377682056346993
138,138,138,05-18,3.825878702606925,0.9779666420438968,0.2404286005921955
139,139,139,05-19,3.1066278071173667,-0.3062972627359831,0.9152454735272388
140,140,140,05-20,3.261400362235933,-0.029941950235416875,1.4387013772188249
141,141,141,05-21,5.8449716632446895,4.583173428720562,1.6735822815334158
142,142,142,05-22,5.078451857970307,3.21450816269715,1.6703963306380312
143,143,143,05-23,4.175415466741018,1.6020846687102852,1.8698085077360185
144,144,144,05-24,3.815172968251412,0.9588509366715878,1.958122901024577
145,145,145,05-25,3.7767115169316647,0.8901757998519405,1.1064059576425374
146,146,146,05-26,3.558162762336092,0.499944409495938,0.4318149676287018
147,147,147,05-27,2.982951612921031,-0.5271282315716784,0.048045933674328745
148,148,148,05-28,2.8116272348498685,-0.8330377773858629,-0.05653772670555383
149,149,149,05-29,2.8858383620407717,-0.7005295350159533,-0.2484264847646921
150,150,150,05-30,3.4637410338872705,0.33134897439229244,-0.2800511801673356
151,151,151,05-31,3.1319087132957404,-0.2611567485028892,-0.08582811598592173
152,152,152,06-01,3.4518944615455265,0.3101962370800774,0.2540010542385281
153,153,153,06-02,3.6355983733755406,0.6382101535168048,0.6720687860708585
154,154,154,06-03,3.9535534421707967,1.205937243960836,1.0688009467856765
155,155,155,06-04,4.290669204252587,1.8078768559780287,1.439082679327697
156,156,156,06-05,4.796878066556028,2.7117419386812003,1.5870541838502608
157,157,157,06-06,4.376164508649207,1.9605336467492318,1.528151016071752
158,158,158,06-07,3.9491223447181807,1.198025264215461,1.8401555343395577
159,159,159,06-08,3.4376663626064974,0.2847911468457522,2.011526893911929
160,160,160,06-09,5.001980615086029,3.0779643535676717,1.995071812521084
161,161,161,06-10,4.8665274996150965,2.836105013412254,1.9062626863859984
162,162,162,06-11,4.741584141460093,2.6130114503361317,2.0306760361279594
163,163,163,06-12,4.077739660317492,1.4276788899387185,2.0043739600885653
164,164,164,06-13,4.367187881932351,1.9445053626672288,1.7448058275174363
165,165,165,06-14,3.349283632199644,0.1269786906093862,1.3347549885659935
166,166,166,06-15,4.129755158476302,1.5205555581408976,1.0017700821391178
167,167,167,06-16,3.488635781186928,0.3757999797035964,0.8480042083463367
168,168,168,06-17,3.622656678464456,0.6151020117748791,0.7034242512081851
169,169,169,06-18,3.5610409879827825,0.5050836471820316,0.8257740670280125
170,170,170,06-19,3.8813565979364912,1.0770256198383188,1.0999839982263893
171,171,171,06-20,3.760415087022287,0.8610775855283509,0.9844901318889596
172,172,172,06-21,5.051181375467271,3.1658151453311603,1.052468822428672
173,173,173,06-22,3.1005423380359947,-0.3171632183209818,1.2288362276915337
174,174,174,06-23,3.851085121541858,1.022974155013153,1.1747992500563356
175,175,175,06-24,4.153687469901429,1.5632880787592007,1.1848686265572133
176,176,176,06-25,3.6997764207983965,0.75280375402713,0.8804183121769187
177,177,177,06-26,3.794251160924181,0.9214938445336174,1.1272005969451209
178,178,178,06-27,4.028138554898536,1.3391132590493913,1.0667116712938884
179,179,179,06-28,3.9298035762434713,1.1635304902882335,0.8754683724644211
180,180,180,06-29,3.6478244967749847,0.6600406011057562,0.9133075707361308
181,181,181,06-30,3.5110535995846517,0.41582828578239617,1.028905431032454
182,182,182,07-01,3.826927283515505,0.9798389436573884,0.9363350230952959
183,183,183,07-02,4.182694054438616,1.6150810063115555,0.6885922793067354
184,184,184,07-03,3.717074690734045,0.7836908114264421,0.4444873955558022
185,185,185,07-04,3.0973149125454755,-0.3229259724431294,0.3606510426145822
186,186,186,07-05,2.827560115391506,-0.8045887013998428,0.4547749392195701
187,187,187,07-06,3.2293387353587373,-0.08718983186492336,0.18830257433325195
188,188,188,07-07,4.143211327635116,1.5445823232873164,0.1858005714031168
189,189,189,07-08,3.28726834160327,0.01624681699364645,0.5009585586273234
190,190,190,07-09,3.708667223197258,0.7686787938456313,0.7236729280922458
191,191,191,07-10,4.156338670924247,1.5680219509021105,1.0648795199448942
192,192,192,07-11,3.575946061986308,0.5316975153896922,0.9571947486637281
193,193,193,07-12,4.37589348546995,1.9600497192509672,0.9230120765604772
194,194,194,07-13,3.7813587463099014,0.8984736956003199,0.7180971495226185
195,195,195,07-14,3.172404484903804,-0.1888492156258587,0.41707278093223815
196,196,196,07-15,3.0200926511520265,-0.4608107683815206,0.1822398826367253
197,197,197,07-16,3.144808038316832,-0.2381242606401713,0.027938576437324152
198,198,198,07-17,2.7868382854888956,-0.8772998743833851,-0.19826648730448584
199,199,199,07-18,3.8573956023818963,1.0342418820545605,-0.17614841778575327
200,200,200,07-19,3.0212430377470767,-0.4587566868505403,0.05871903688548567
201,201,201,07-20,3.2467277197870983,-0.05614079851346322,-0.09204710716758648
202,202,202,07-21,3.8093165472604937,0.948393959645913,0.11847299573616706
203,203,203,07-22,2.6381893423490466,-1.1427211249586042,-0.09941572255601837
204,204,204,07-23,3.4942479010758003,0.38582074303913627,-0.09567774521054627
205,205,205,07-24,3.1252252665243883,-0.2730904276985522,-0.42365485793214097
206,206,206,07-25,3.0338037437345804,-0.4363288227777076,-0.5194422334119605
207,207,207,07-26,2.1446279201410783,-2.024003474843032,-0.3185880017304035
208,208,208,07-27,3.4874427236606795,0.3736697067669961,-0.5495159725720277
209,209,209,07-28,3.3131187807400817,0.06240426513073754,-0.6455410306613832
210,210,210,07-29,2.7182618321538063,-0.9997470820106092,-0.6289975971728344
211,211,211,07-30,2.8025527592780977,-0.8492407762346851,-0.4908698521948272
212,212,212,07-31,3.089394557928568,-0.3370682218464155,-0.656153635075264
213,213,213,08-01,2.6087778689060697,-1.1952370049749883,-0.49229656782034
214,214,214,08-02,2.932040480846582,-0.6180329905156257,-0.29450191733638786
215,215,215,08-03,3.8637268383990575,1.0455466686602821,-0.1022470677298286
216,216,216,08-04,3.3829101756327606,0.18702082089310385,-0.052363703694068835
217,217,217,08-05,3.4485857384519334,0.30428832140467044,0.08959500387543061
218,218,218,08-06,3.257017368719477,-0.03776803763185698,0.30582282488019963
219,219,219,08-07,3.085800981501,-0.34348475955799185,0.3117854434225737
220,220,220,08-08,3.658629712118759,0.6793339355129886,-0.011029721811162636
221,221,221,08-09,3.883762994722241,1.0813223799145264,-0.270813960576138
222,222,222,08-10,2.2981560414965814,-1.749870170509314,-0.3895289153653414
223,223,223,08-11,2.575634101314047,-1.2544171111851816,-0.35426374863929544
224,224,224,08-12,2.858100118663592,-0.7500577663670775,-0.4218424380710401
225,225,225,08-13,3.2043023392962016,-0.13189375920171606,-0.4565499678753325
226,226,226,08-14,3.431545390700612,0.27386179892252066,-0.012289174775753527
227,227,227,08-15,3.7671354613980217,0.8730772010887723,0.05773860107727592
228,228,228,08-16,3.7910032923388814,0.9156945880881598,0.03820238344601545
229,229,229,08-17,2.8109480751973184,-0.834250456067005,-0.12264575964373042
230,230,230,08-18,2.792452667356434,-0.8672750721546403,-0.21519593039741505
231,231,231,08-19,2.6638051539846135,-1.0969826177401911,-0.3564396675269291
232,232,232,08-20,3.1205495294393297,-0.28143922559958723,-0.6244252457300931
233,233,233,08-21,3.29251486028361,0.025614778311688118,-0.4729365968105521
234,234,234,08-22,2.8904927366025226,-0.6922188811308233,-0.1672451368230059
235,235,235,08-23,3.31999460054006,0.07468143745024047,-0.13625159070418538
236,236,236,08-24,3.819666103105397,0.9668736877706366,-0.07119550843156014
237,237,237,08-25,2.76795260709323,-0.9110213410272684,-0.06773327032126407
238,238,238,08-26,3.339157147036344,0.10889726803616427,0.4750855567416208
239,239,239,08-27,3.3041490011418566,0.046388206973464526,0.34884115576202784
240,240,240,08-28,4.714524040451193,2.564694081246486,0.013049032837074351
241,241,241,08-29,2.8957761912995768,-0.6827849684273174,0.3446287400905006
242,242,242,08-30,2.691305564995396,-1.0478790497790842,0.30613654097386017
243,243,243,08-31,3.8821581865565986,1.0784569024932893,0.4830377032654542
244,244,244,09-01,3.209812008949241,-0.12205592666367834,-0.004416673992089819
245,245,245,09-02,3.898589064050176,1.1077951807230284,-0.09336080707334128
246,246,246,09-03,3.0765336116247166,-0.3600321822987784,0.21413913000298831
247,247,247,09-04,2.596897679823243,-1.2164497669148262,0.1178689563658924
248,248,248,09-05,3.7245960169747687,0.7971205726788935,0.04658470042267522
249,249,249,09-06,3.5586620187999363,0.500835860670714,-0.08016567271901233
250,250,250,09-07,2.9702758915018523,-0.5497614623229816,-0.21917401166873696
251,251,251,09-08,3.472670439164024,0.3472929418729033,-0.27479080937899697
252,252,252,09-09,2.60942460748008,-1.1940822159971265,-0.7212195672411882
253,253,253,09-10,2.4100088414381644,-1.5501505531763862,-0.7943465428533346
254,254,254,09-11,2.224463765326505,-1.8814519744942544,-0.7360692704540789
255,255,255,09-12,3.31293381995675,0.062074006997835524,-0.709070929330312
256,256,256,09-13,3.166104709257364,-0.20009782792744785,-0.7137564727281592
257,257,257,09-14,3.5633928255414418,0.5092829886155045,-0.3927679007545419
258,258,258,09-15,2.5936798001758468,-1.2221954763842084,-0.16981493017820445
259,259,259,09-16,3.4886250836668657,0.3757808786653179,-0.04764498601519281
260,260,260,09-17,2.9736514820049065,-0.5437341510362295,0.09208091257582424
261,261,261,09-18,3.7234608529790623,0.7950936719759053,-0.06622213665620574
262,262,262,09-19,3.635624925362312,0.6382575636186546,0.06060802263248567
263,263,263,09-20,3.0314479059882578,-0.4405353067766755,0.2412786256316948
264,264,264,09-21,3.019866530040112,-0.46121452065206,0.6248307095700603
265,265,265,09-22,4.095731578736158,1.4598044966605723,0.4571837586243305
266,266,266,09-23,4.262499570685741,1.7575783525939632,0.2467655669929673
267,267,267,09-24,3.1601176687081747,-0.21078803369847315,0.2297304926788961
268,268,268,09-25,2.928557761698199,-0.6242515861695243,0.24144645416807034
269,269,269,09-26,2.974205033664939,-0.5427457526611033,0.07841563612819842
270,270,270,09-27,3.05923561498245,-0.3909187517170143,-0.16361632096088707
271,271,271,09-28,3.5478999620514036,0.481619588421341,-0.2452802559791481
272,272,272,09-29,3.4492008340685865,0.3053866100594503,-0.2833485598241941
273,273,273,09-30,2.8857027692199613,-0.700771643808039,-0.4086766588421238
274,274,274,10-01,2.800637036705102,-0.8526614092398003,-0.4304395297665303
275,275,275,10-02,2.5530656691784777,-1.2947143467686817,-0.4160154908787352
276,276,276,10-03,2.9861059521029847,-0.5214959772634534,-0.4714186341464836
277,277,277,10-04,3.5963689855037178,0.568163821748111,-0.7266226307571767
278,278,278,10-05,3.2630299376043075,-0.027032249547039682,-0.7488677333972585
279,279,279,10-06,2.0281420961608685,-2.2319956234721987,-0.6627024669040832
280,280,280,10-07,2.7258869330795785,-0.9861320250802909,-0.5956575381553957
281,281,281,10-08,2.8426063695967536,-0.7777227478096289,-0.7310304129547366
282,282,282,10-09,3.2113966802518488,-0.11922640477132852,-0.7235635392810434
283,283,283,10-10,3.1414762127860563,-0.2440734270479347,-0.35197991719319904
284,284,284,10-11,3.2881208346838986,0.017768992495117975,-0.1992482295558456
285,285,285,10-12,3.2767726242379327,-0.002493890945132313,-0.13319808101432049
286,286,286,10-13,3.239110435012196,-0.06974189925616996,-0.07892381051945134
287,287,287,10-14,3.0645543429481634,-0.3814218565604781,-0.14074632476778373
288,288,288,10-15,3.3937742313619594,0.2064192181978864,-0.21294322305322144
289,289,289,10-16,2.933734337137139,-0.615008512537929,-0.2591179267057627
290,290,290,10-17,3.0455179698828214,-0.4154123972175084,-0.2005221335838076
291,291,291,10-18,3.1216120057975307,-0.2795421128603799,-0.14820673380918006
292,292,292,10-19,3.436009576308754,0.2818328594755605,-0.18841454502210184
293,293,293,10-20,3.2403495108840445,-0.06752945791271286,-0.37352905069461184
294,294,294,10-21,3.2586641307996027,-0.034827649079644266,-0.30558611107630235
295,295,295,10-22,2.311695018843535,-1.7256955465729888,-0.3924082543991653
296,296,296,10-23,3.2738262793234947,-0.007754759507651106,-0.3567988608910399
297,297,297,10-24,2.8298640055576803,-0.8004749727975576,-0.2940387621423274
298,298,298,10-25,3.5556676375837024,0.4954892205243129,-0.3623973694436695
299,299,299,10-26,3.451241946892024,0.3090311345795621,0.04516317050797288
300,300,300,10-27,3.0289590553883166,-0.444979292887697,-0.06926333723739621
301,301,301,10-28,3.6812185983916335,0.7196676931368653,-0.028438518823861707
302,302,302,10-29,2.889319475742314,-0.6943138059798656,-0.1813526028973413
303,303,303,10-30,2.9670474322327425,-0.5555260623163507,-0.32354809080328123
304,304,304,10-31,3.041831229847864,-0.4219952839165649,-0.0013009377744232313
305,305,305,11-01,2.9734231825542463,-0.5441417928560772,-0.035383218736631895
306,306,306,11-02,4.111804501043161,1.4885036252854509,0.020787014608125542
307,307,307,11-03,3.566692085525432,0.5151740073636133,-0.011052331085532257
308,308,308,11-04,3.0780680210344853,-0.3572924059113209,0.26730530408926234
309,309,309,11-05,2.860057843176792,-0.7465621364782975,0.4977843794423456
310,310,310,11-06,3.977194955110277,1.2481505271322029,0.5102980175280947
311,311,311,11-07,3.7479008302822185,0.8387326592624224,0.5307810039190024
312,312,312,11-08,4.1538540145372735,1.5635854537999452,0.41788543693303576
313,313,313,11-09,3.63552095901068,0.6380719257090598,0.28501751597939545
314,314,314,11-10,2.6987056297880745,-1.0346658078271207,0.05562158867461172
315,315,315,11-11,2.413582453942265,-1.5437696622001391,0.029286631033232764
316,316,316,11-12,3.2063570041803886,-0.12822503669649968,-0.3898691474085434
317,317,317,11-13,3.659407607997873,0.6807229134141487,-0.4853934080169077
318,318,318,11-14,2.745367014917629,-0.951349216850712,-0.3550253335700168
319,319,319,11-15,3.3145312789558465,0.0649263620588736,-0.2407151556304161
320,320,320,11-16,3.1367807977041915,-0.25245736114577544,-0.1019238873691441
321,321,321,11-17,2.7976983550773387,-0.8579085945625347,-0.11680812542883146
322,322,322,11-18,3.672736586810617,0.7045225728711323,-0.05102857990129084
323,323,323,11-19,3.609392179642695,0.5914174850560245,-0.10039833138260908
324,324,324,11-20,2.9664056823573506,-0.5566719436854685,-0.16153473283161834
325,325,325,11-21,3.1486343577815905,-0.2312921468290359,-0.11927165691239094
326,326,326,11-22,2.931344463354769,-0.6192757698398312,-0.3809357948737617
327,327,327,11-23,2.93971475102794,-0.60433013904717,-0.3989021993800887
328,328,328,11-24,2.7934679341026203,-0.8654622548970923,-0.043518165852437486
329,329,329,11-25,3.5490197632796354,0.4836190580180628,0.09774763689227237
330,330,330,11-26,4.160600816579076,1.575632257480439,0.2930337959602946
331,331,331,11-27,3.623329105868895,0.6163026696392232,0.4563979181871376
332,332,332,11-28,3.5875635360715985,0.5524411845683025,0.8458812528190082
333,333,333,11-29,3.4886663680524563,0.3758545943138871,0.6563343592987099
334,334,334,11-30,4.102246773885929,1.4714377528941305,0.3576516104106717
335,335,335,12-01,2.9120863149704785,-0.6536623031037271,0.26934438572012404
336,336,336,12-02,3.1569387165756098,-0.21646423584779034,-0.06826114471232783
337,337,337,12-03,3.326590794371647,0.08645932149593755,-0.28998936009684434
338,338,338,12-04,2.453109414070618,-1.4731919980264083,-0.6495642492437846
339,339,339,12-05,2.7435941899258767,-0.954514697993212,-0.5468023989349473
340,340,340,12-06,2.893969129149866,-0.6860115819875108,-0.6243013761401167
341,341,341,12-07,3.2573964303527068,-0.03709120125070363,-0.6857596171406303
342,342,342,12-08,2.89651930333719,-0.6814580990788072,-0.4419784025639282
343,343,343,12-09,3.12007298423787,-0.2822901245071436,-0.3127933252066322
344,344,344,12-10,3.272286171597933,-0.01050471056619608,-0.1308243272336899
345,345,345,12-11,3.1776941388256263,-0.17940423384943555,-0.28313487842475554
346,346,346,12-12,3.5054386141501896,0.4058024058501432,-0.22236013070821886
347,347,347,12-13,2.7455880710476523,-0.9509545083970976,-0.20407295418076865
348,348,348,12-14,3.1007403745153748,-0.31680961277958725,-0.14370358660335272
349,349,349,12-15,3.181523289168453,-0.1725670653424416,-0.10355242284705272
350,350,350,12-16,3.4751450459862325,0.3517114948982993,-0.2737710358944386
351,351,351,12-17,3.3126138872317754,0.061502748688364375,-0.3667392719537565
352,352,352,12-18,2.9334538869878686,-0.6155092724341721,-0.4109002946013885
353,353,353,12-19,2.433187387096903,-1.508763924753005,-0.6123648433156262
354,354,354,12-20,2.9523463179659712,-0.5817757486653792,-0.7239389847094286
355,355,355,12-21,2.504543005601496,-1.3813543576278684,-0.6607262001328525
356,356,356,12-22,3.1002230343391384,-0.3177333534645144,-0.36180416686178535
357,357,357,12-23,3.525027481091444,0.44077945614782144,-0.16220214431341282
358,358,358,12-24,3.937920053069014,1.178022927192231,0.08879565808850692
359,359,359,12-25,3.103909033598604,-0.3111517894627698,0.14189460267182755
360,360,360,12-26,3.795772938327623,0.9242110657461392,0.2073719286872472
361,361,361,12-27,2.682971115115248,-1.0627606901279447,-0.030320397148375863
362,362,362,12-28,3.3202461551116134,0.07513060262800328,-0.3816338360922935
363,363,363,12-29,2.726311184984516,-0.9853744988659168,
364,364,364,12-30,2.7574033168243486,-0.9298577064712746,
365,365,365,12-31,,,
