,unnamed: 0,unnamed: 0,mth_day,johnny depp,johnny depp_norm,johnny depp_ravg
95,95,95,04-05,0.3795894436430817,0.1828575605654279,0.1950108012399681
96,96,96,04-06,0.33737862523626544,-0.07738194707989242,0.34214864036752
97,97,97,04-07,0.3759461878760533,0.1603960418642321,0.4408860135358108
98,98,98,04-08,0.3970753811178426,0.2906624298122594,-0.06376028235540121
99,99,99,04-09,0.3104838614576389,-0.24319441763025545,-0.1370279511348997
100,100,100,04-10,0.2370548468586549,-0.6959013616641767,-0.18735724330368853
101,101,101,04-11,0.3082853986133656,-0.2567484521115632,-0.3809915464013385
102,102,102,04-12,0.2883981925993636,-0.37935770009262537,-0.6648431529055471
103,103,103,04-13,0.1875014168417121,-1.0014097767216672,-0.23486044949654425
104,104,104,04-14,0.12083119225405292,-1.4124472092129916,-0.08221408125399743
105,105,105,04-15,0.7289427336533061,2.336701802823761,-0.1127975308386955
106,106,106,04-16,0.3856101877900809,0.21997684779110407,-0.08344259999249486
107,107,107,04-17,0.2785216064431203,-0.4402491496197515,0.08740043625835096
108,108,108,04-18,0.3169663911754781,-0.20322811501542148,0.34821190055649337
109,109,109,04-19,0.3537657426046251,0.023648440783407658,-0.11113247390753828
110,110,110,04-20,0.3746527305173897,0.1524215765758628,-0.2342225171701633
111,111,111,04-21,0.2819091033149133,-0.4193644439604289,-0.20151566490157705
112,112,112,04-22,0.2658190420676469,-0.5185634117846463,-0.3386822794368982
113,113,113,04-23,0.3103518926496895,-0.24400803600823384,-0.3216597468968532
114,114,114,04-24,0.18347593594023492,-1.0262278022273483,-0.3506386046994009
115,115,115,04-25,0.3703320596033012,0.12578363602367792,-0.2173506584001836
116,116,116,04-26,0.34645052596955245,-0.02145157023942377,-0.1939588282128789
117,117,117,04-27,0.4116248412816869,0.380363233834875,-0.1937040954953583
118,118,118,04-28,0.2885839551703518,-0.37821243066081817,-0.048080039436292576
119,119,119,04-29,0.310599798355756,-0.2424796397031103,-0.09204974706632912
120,120,120,04-30,0.3251971674686365,-0.15248346587295386,0.04663936075785628
121,121,121,05-01,0.3275407702798873,-0.1380346097565413,-0.07745536498606091
122,122,122,05-02,0.4814226706298178,0.8106830767056885,0.03380385607093675
123,123,123,05-03,0.2908559392571899,-0.36420512062862814,-0.08735828021027653
124,124,124,05-04,0.3968613528325408,0.28934289568116783,-0.08326985165882625
125,125,125,05-05,0.19268489038601214,-0.96945245739039,0.1775588830997157
126,126,126,05-06,0.3291760233322061,-0.1279528945642522,0.0979918844959034
127,127,127,05-07,0.5813791161434457,1.4269377987947105,0.08881666548073001
128,128,128,05-08,0.40398812213339935,0.33328108508281445,6.21703923720333e-05
129,129,129,05-09,0.28192662240142424,-0.4192564347196684,0.21980208953187544
130,130,130,05-10,0.3104855390555801,-0.24318407484898005,0.14912681198166192
131,131,131,05-11,0.4065356290563492,0.3489870574466305,-0.13728507964134432
132,132,132,05-12,0.26039489166969265,-0.5520045598655333,-0.2634032955979113
133,133,133,05-13,0.3026432595571701,-0.2915335509433269,-0.2608446280058209
134,134,134,05-14,0.2812499608210957,-0.4234282106565871,-0.2321988438943053
135,135,135,05-15,0.28441671594802737,-0.4039044291671264,-0.3347496365401043
136,136,136,05-16,0.3383635965156338,-0.07130937017988588,-0.2971963549672261
137,137,137,05-17,0.3067332679541322,-0.2663176984281635,-0.3810502037675725
138,138,138,05-18,0.29694171955287185,-0.3266848704282645,-0.20874836078006687
139,139,139,05-19,0.2210367513882086,-0.7946566437454053,-0.15739593627013385
140,140,140,05-20,0.448933996300084,0.6103828472684465,-0.3412209948419202
141,141,141,05-21,0.33439286027795256,-0.09578988210752784,-0.3780995793629529
142,142,142,05-22,0.15946517552942446,-1.1742597216106037,-0.4282439444079368
143,143,143,05-23,0.2708430547792903,-0.4875892055543594,-0.2975680516761605
144,144,144,05-24,0.24814125786608554,-0.6275510606981685,-0.3851045363137718
145,145,145,05-25,0.34821044061376505,-0.010601287354747406,-0.3940255146643452
146,146,146,05-26,0.3637435494588188,0.08516393944277871,-0.12448147613533884
147,147,147,05-27,0.3257109702626885,-0.14931575221096788,-0.13214533718675084
148,148,148,05-28,0.421785249047879,0.443004509563434,-0.15932168809676314
149,149,149,05-29,0.26338459045779034,-0.5335723718628314,-0.27215852781637834
150,150,150,05-30,0.2216932517904083,-0.7906091661582422,-0.3428242684808549
151,151,151,05-31,0.2383977055506066,-0.6876223256724385,-0.2335886714103371
152,152,152,06-01,0.2949716990869667,-0.33883050454408103,-0.007603193386673952
153,153,153,06-02,0.4320189784484712,0.5060978302121396,0.275592600300344
154,154,154,06-03,0.6417141613428214,1.7989173777054128,0.1735775926950162
155,155,155,06-04,0.5389905427374633,1.1656023902592765,0.4996791186614963
156,156,156,06-05,0.12241231632228625,-1.4026992117902088,0.5680030312775574
157,157,157,06-06,0.5557594870718915,1.2689868301264424,0.9652476123134316
158,158,158,06-07,0.361464484007472,0.07111297115228557,0.6896699563694755
159,159,159,06-08,0.8186171323932651,2.8895653164273845,0.3642511570939088
160,160,160,06-09,0.3735221754923064,0.1454514420416761,0.7178367965470902
161,161,161,06-10,0.22229319036375225,-0.7869104053941237,0.901742193552712
162,162,162,06-11,0.4665216182479046,0.71881462492888,1.02445259467519
163,163,163,06-12,0.734736093366836,2.372419212160174,0.9021077842156224
164,164,164,06-13,0.4808861622593672,0.8073753778871523,1.0108635287531378
165,165,165,06-14,0.6995512467238945,2.155496453669981,1.1131922491832114
166,166,166,06-15,0.4793631915219199,0.7979859092667687,0.9163999199828154
167,167,167,06-16,0.3218794309378602,-0.17293808281368306,0.40446443280874295
168,168,168,06-17,0.2750034583752627,-0.4619393502734955,0.4385351110144096
169,169,169,06-18,0.23652082819131945,-0.6991937108842606,0.4428042882658165
170,170,170,06-19,0.5140437229329723,1.0117994471211522,0.4164521208594605
171,171,171,06-20,0.703706007098355,2.1811115171784228,0.6404722634977176
172,172,172,06-21,0.4537172802670061,0.6398729048286325,0.8393850039253808
173,173,173,06-22,0.5398956801830033,1.1711827730158595,0.8858581083666787
174,174,174,06-23,0.4685852010006956,0.7315370922924836,0.5608269612995264
175,175,175,06-24,0.2817484215753229,-0.4203550842364738,0.11699348118662993
176,176,176,06-25,0.1977236334227465,-0.9383874352817618,0.09595897543554484
177,177,177,06-26,0.27176756850945033,-0.4818893634989558,-0.2754530944366334
178,178,178,06-27,0.4332465136896359,0.513665870322122,-0.4810046280793414
179,179,179,06-28,0.17843770839400147,-1.0572896462172097,-0.36998820425062334
180,180,180,06-29,0.2685425893694103,-0.5017721095637637,-0.3506876581082336
181,181,181,06-30,0.38978952914139264,0.2457434587358344,-0.1461617503968844
182,182,182,07-01,0.21650691169759945,-0.8225841584274233,-0.1935233006356011
183,183,183,07-02,0.470812041687425,0.7452660827691393,0.058323158405559676
184,184,184,07-03,0.38715428546463215,0.22949656888982164,-0.03687723476981857
185,185,185,07-04,0.42353450968693895,0.4537891080297552,-0.24568575258889536
186,186,186,07-05,0.17589363199295696,-1.0729744686160332,-0.07743366131164903
187,187,187,07-06,0.18657722274239466,-1.0071076481786263,-0.24511697752276915
188,188,188,07-07,0.3802497315883514,0.1869283892360548,-0.4112535563475536
189,189,189,07-08,0.3076227533011201,-0.2608338144975814,-0.5695304467945342
190,190,190,07-09,0.22547028084238885,-0.7673229040588851,-0.4107752829172
191,191,191,07-10,0.26949954840599666,-0.4958722346521282,-0.271212363293212
192,192,192,07-11,0.33039404864845323,-0.12044348535202774,-0.2437009179281477
193,193,193,07-12,0.322399760447212,-0.16973013043469806,-0.374955693267056
194,194,194,07-13,0.4070238513579711,0.3519970614264402,-0.3567890140042675
195,195,195,07-14,0.17988569591913878,-1.0483624665310312,-0.355433697365418
196,196,196,07-15,0.2431500806473029,-0.6583228284821538,-0.3514792439145797
197,197,197,07-16,0.27081854162982755,-0.4877403348190316,-0.41914041673731095
198,198,198,07-17,0.3342425200359501,-0.0967167646469973,-0.3123411698290281
199,199,199,07-18,0.2565519534392536,-0.5756971673710856,-0.24021861661280494
200,200,200,07-19,0.5109608052360347,0.9927925428761372,-0.2823494441858995
201,201,201,07-20,0.2500753152676757,-0.6156271472336922,-0.3693521282821918
202,202,202,07-21,0.20214838813471486,-0.9111077939207208,-0.2990607535678966
203,203,203,07-22,0.18614758910944265,-1.009756439396786,-0.3120693037677748
204,204,204,07-23,0.4026500377217212,0.32503148363877404,-0.6507534865138719
205,205,205,07-24,0.2438920413023604,-0.6537484685703552,-0.7439519771026705
206,206,206,07-25,0.18135359076249635,-1.0393125536004448,-0.7380944568452433
207,207,207,07-26,0.15937460811613635,-1.1748180907664836,-0.6946517523929582
208,208,208,07-27,0.20784892283379264,-0.8759626723761578,-0.9932534511193556
209,209,209,07-28,0.2284259993015403,-0.7491002126830755,-1.0482350043988056
210,210,210,07-29,0.11205106921878843,-1.4665787087196107,0.4324849773123219
211,211,211,07-30,0.19038403134178367,-0.9836377882470544,1.5685183052630158
212,212,212,07-31,1.6223892618998066,7.845007336666318,1.857508971305913
213,213,213,08-01,1.2649614641035731,5.641381876937682,2.175545438410686
214,214,214,08-02,0.48909444091770293,0.8579813238812242,2.2070935787037818
215,215,215,08-03,0.5379388710673754,1.1591185899455632,2.733966501691486
216,216,216,08-04,0.14275369772513122,-1.2772898669610355,1.3738951953404408
217,217,217,08-05,0.7031363988112075,2.1775997496791692,0.32534451044915685
218,218,218,08-06,0.2987687989157838,-0.3154205014399498,0.036138913281001835
219,219,219,08-07,0.2445126563704053,-0.6499222324100258,-0.3147117935369343
220,220,220,08-08,0.2076397520100312,-0.8772522591277061,-0.2559168348468888
221,221,221,08-09,0.19649120370752526,-0.9459856509620536,-0.6058051569075644
222,222,222,08-10,0.1999729112171318,-0.9245201148207624,-0.6170697042466696
223,223,223,08-11,0.3626253236373888,0.07826981731511498,-0.7668211919878186
224,224,224,08-12,0.28780614916744524,-0.3830077854745805,-0.5714036975244676
225,225,225,08-13,0.09877461115843957,-1.5484311588569195,-0.4403308214939438
226,226,226,08-14,0.3978199236590584,0.2952527076523997,-0.19764629668741626
227,227,227,08-15,0.32405123680728265,-0.15954839477891028,-0.20393137641576334
228,228,228,08-16,0.4361533243936183,0.5315870340184029,-0.29432901357881197
229,229,229,08-17,0.3565086883543126,0.04055933894503239,-0.3100984482335241
230,230,230,08-18,0.1998312306498032,-0.9253936084528722,-0.5379782586923146
231,231,231,08-19,0.08342780816274499,-1.6430477667851924,-0.4859776632839378
232,232,232,08-20,0.17604744833685382,-1.0720261551003432,-0.5325137887955019
233,233,233,08-21,0.3746581806112387,0.1524551776713501,-0.6326715737421182
234,234,234,08-22,0.390864398947234,0.2523702809490184,-0.5312157360874769
235,235,235,08-23,0.2590352007044843,-0.5603873707346654,-0.4077397806656738
236,236,236,08-24,0.29856798230523984,-0.31665858252502344,-0.3038750793113599
237,237,237,08-25,0.20359452333394035,-0.902192034254374,-0.3224042925302124
238,238,238,08-26,0.2771285044934861,-0.4488379469744596,-0.4875579987279111
239,239,239,08-27,0.3566255630088077,0.04127989835823485,-0.5259522906395403
240,240,240,08-28,0.2301369252918912,-0.7385519562371735,-0.7734116235607268
241,241,241,08-29,0.2216699021361623,-0.7907531222044409,-0.4433422883303359
242,242,242,08-30,0.057740729144796325,-1.801414580052142,-0.3547600118647369
243,243,243,08-31,0.5248177741108484,1.0782239771279714,-0.5418123254965838
244,244,244,09-01,0.3633367152248373,0.08265571181913435,-0.5173571167228926
245,245,245,09-02,0.17458637961049694,-1.0810339834328464,-0.5759108046235384
246,246,246,09-03,0.2539367177058995,-0.5918207035950269,-0.3430612758229996
247,247,247,09-04,0.16468549321100964,-1.1420752496083149,-0.5111739932026689
248,248,248,09-05,0.2843497309503464,-0.4043174072489091,-0.4258669299821706
249,249,249,09-06,0.3612105928016748,0.06954767284995604,0.062166685738431086
250,250,250,09-07,0.4463574906712822,0.5944980911421237,0.10654152306199803
251,251,251,09-08,0.6495403598727196,1.8471677108907643,0.1455879987943818
252,252,252,09-09,0.2971222789693325,-0.3255716796536254,0.08029045942597275
253,253,253,09-10,0.20268549662660448,-0.9077963952140122,-0.08103148782169424
254,254,254,09-11,0.22080221039981496,-0.7961026434593634,-0.016305961374509802
255,255,255,09-12,0.20421218432975344,-0.8983840106360459,-0.06210130213887921
256,256,256,09-13,0.5093483286390044,0.9828512498252304,-0.0913367198779937
257,257,257,09-14,0.6049723656344821,1.5723956663045473,0.00826972282751894
258,258,258,09-15,0.2686703904671056,-0.5009841860883123,0.05796747900730776
259,259,259,09-16,0.29962241838534714,-0.31015773898093635,0.3000813328171128
260,260,260,09-17,0.2691680326451529,-0.4979161063806305,-0.019531575735711588
261,261,261,09-18,0.4398372208834363,0.5542991122227843,-0.3434197106769883
262,262,262,09-19,0.1983012651366088,-0.934826201491716,-0.19686255593101654
263,263,263,09-20,0.2897646547416001,-0.370933143343113,0.04448306108977645
264,264,264,09-21,0.4112997129979456,0.3783587423875179,0.09179642748854322
265,265,265,09-22,0.5344998074226056,1.1379159631438218,0.1802555128723036
266,266,266,09-23,0.31521336839014835,-0.21403590798802988,0.5640276708543687
267,267,267,09-24,0.525925542138392,1.0850536245253464,0.7758655948943601
268,268,268,09-25,0.5717880662010583,1.3678067464006751,0.5371457068208536
269,269,269,09-26,0.495925177198072,0.9000944008968351,0.06733860828273004
270,270,270,09-27,0.17897768157219512,-1.0539605860535215,0.10991385195296706
271,271,271,09-28,0.07728386118771882,-1.6809266280849195,-0.13978187703994113
272,272,272,09-29,0.35664756634381906,0.04141555403339222,-0.4180316548769927
273,273,273,09-30,0.28292182985404435,-0.4131207494321027,-0.5434706992477066
274,274,274,10-01,0.30099557315597714,-0.30169192062163475,-0.3221512209744206
275,275,275,10-02,0.3738479852075343,0.14746013467255126,0.1338484470275221
276,276,276,10-03,0.3943656461087092,0.2739562835861944,-0.0716356582725354
277,277,277,10-04,0.5210624254900716,1.0550713799267368,0.2281161059145761
278,278,278,10-05,0.15667057592937755,-1.191489077766953,0.14059928035782998
279,279,279,10-06,0.5746400412749506,1.3853898356905667,0.16658013633875887
280,280,280,10-07,0.2158242585187332,-0.8267928739621118,-0.01651608432813639
281,281,281,10-08,0.3991325364377639,0.3033452705581245,-0.3324984384055389
282,282,282,10-09,0.2161765296719065,-0.8246210404151771,-0.1652369886861407
283,283,283,10-10,0.21354861511433693,-0.8408227445376782,-0.30252731416595074
284,284,284,10-11,0.31944930413513684,-0.1879203794505637,-0.06386517494634329
285,285,285,10-12,0.4410291906333373,0.5616478828117065,-0.04800266505840296
286,286,286,10-13,0.44809008879945694,0.6051799613555329,0.3753819230083486
287,287,287,10-14,0.4145699201866312,0.3985203298857665,0.3473898934143104
288,288,288,10-15,0.6282141205396384,1.7156864879853324,0.4413312830350869
289,289,289,10-16,0.1863067911025302,-1.0087749221019071,0.17247435208386885
290,290,290,10-17,0.4108730001153245,0.3757279582740951,0.005789406522062611
291,291,291,10-18,0.1793778097385599,-1.0514937028956015,0.4429268225176033
292,292,292,10-19,0.28587241404466074,-0.3949297120153044,0.2213068653997244
293,293,293,10-20,0.8399917537668146,3.0213448258590097,0.6790276630129563
294,294,294,10-21,0.412533730197551,0.3859667452780591,0.6402693297430139
295,295,295,10-22,0.63176035756272,1.7375498635774842,0.72532696952362
296,296,296,10-23,0.3731534167466501,0.14317795865444058,0.7575076972634065
297,297,297,10-24,0.26215584646428675,-0.5411478642119653,0.3352770154074789
298,298,298,10-25,0.3171906762204711,-0.20184534557658584,0.4399800783897364
299,299,299,10-26,0.4290771436324301,0.4879607347234445,0.11487561876196113
300,300,300,10-27,0.5144306793157838,1.0141851231716033,0.5215606845805879
301,301,301,10-28,0.3153689203187533,-0.21307689418916695,0.7422442268281056
302,302,302,10-29,0.7689390440103724,2.5832883535662012,1.0995806950891278
303,303,303,10-30,0.4769249184964704,0.7829533892731412,1.1248473888430377
304,304,304,10-31,0.6649502821706098,1.9421734639895472,1.2511543496537558
305,305,305,11-01,0.4536666726728976,0.6395608972469029,1.2355943807491023
306,306,306,11-02,0.6373525269907593,1.7720268880359145,0.8401677682291515
307,307,307,11-03,0.30022596924742273,-0.30643670761708824,0.7610254633926944
308,308,308,11-04,0.3841101357790204,0.21072867844649545,0.5316393638111646
309,309,309,11-05,0.3999036816833056,0.3080995602543979,0.2695470340707545
310,310,310,11-06,0.4417118873067475,0.5658568665003689,-0.08505705461880747
311,311,311,11-07,0.19859859703920546,-0.9329930811955576,-0.10483856512967532
312,312,312,11-08,0.2922520709664633,-0.3555976441014574,-0.08775992669286259
313,313,313,11-09,0.28097461677887786,-0.4251257706822954,-0.2909248063272617
314,314,314,11-10,0.4007310549979691,0.313200509067372,-0.3867343144462172
315,315,315,11-11,0.20218376009680605,-0.9108897175519968,-0.18974652519420512
316,316,316,11-12,0.3484701396847657,-0.009000182213363619,-0.06720274925615295
317,317,317,11-13,0.3903069785000882,0.2489336543165147,0.01129894050845979
318,318,318,11-14,0.4115115897031005,0.3796650115268557,-0.04787382586404109
319,319,319,11-15,0.3573724074432784,0.045884367905381036,0.3399294787192386
320,320,320,11-16,0.3431441593283979,-0.04183608916763332,0.6984634604604426
321,321,321,11-17,0.5795936702701238,1.4159301099476815,0.6353941775823649
322,322,322,11-18,0.6973951649328973,2.1422037082338607,0.5678547699643212
323,323,323,11-19,0.3289279956384317,-0.129482042951952,0.6312636163670571
324,324,324,11-20,0.3457822845088713,-0.025571434181406973,0.6371239412819546
325,325,325,11-21,0.4190818532943543,0.4263374463217955,0.326417375415702
326,326,326,11-22,0.34884742351820325,-0.0066741396782472855,-0.03387025828876422
327,327,327,11-23,0.27721425336481903,-0.4483092852498338,-0.07645036880309067
328,328,328,11-24,0.34676348679628344,-0.019522093992936373,-0.02789262004803884
329,329,329,11-25,0.28748906127542945,-0.3849627060379107,-0.1291320713198375
330,330,330,11-26,0.3930386523099537,0.2657750583489041,0.20870368138924345
331,331,331,11-27,0.3205556887183629,-0.18109926130899653,0.2997537050381626
332,332,332,11-28,0.6776289464613338,2.0203403765762378,0.3394211021941806
333,333,333,11-29,0.365824073963286,0.0979908566436814,0.4513705644982632
334,334,334,11-30,0.3853677705157047,0.2184822889431716,0.2851238638030961
335,335,335,12-01,0.3964382012461071,0.2867340677865855,0.3918339799422644
336,336,336,12-02,0.2312474771589449,-0.7317051458220984,0.15181537212638493
337,337,337,12-03,0.4244059005930253,0.4591614355260131,0.281171710655924
338,338,338,12-04,0.4440430018726049,0.5802287296809612,0.1996674990439831
339,339,339,12-05,0.4917135739438066,0.8741288878209156,-0.02273563356557451
340,340,340,12-06,0.3060479276477749,-0.2705429807284735,0.02809503000240741
341,341,341,12-07,0.17999562505240074,-1.0476847278707602,-0.19670597271148016
342,342,342,12-08,0.280715844097841,-0.4267211644142069,-0.3493516151172238
343,343,343,12-09,0.20562971885757425,-0.8896445807573122,-0.4238669093776393
344,344,344,12-10,0.29548836732505823,-0.3356451247535009,-0.27164864067354216
345,345,345,12-11,0.4191953406513348,0.4270371222584224,-0.14431073090266447
346,346,346,12-12,0.4541866424018528,0.6427666314961095,-0.15125255942828536
347,347,347,12-13,0.3039207915486665,-0.2836572692454939,0.2721686480297341
348,348,348,12-14,0.2739600613354728,-0.4683721355679322,0.2549630629814832
349,349,349,12-15,0.6177029476917847,1.6508826639908043,0.4033942575794535
350,350,350,12-16,0.2787439037508824,-0.4388786350430061,0.19386573941282847
351,351,351,12-17,0.5636484774814471,1.3176242898462442,0.5546165113539658
352,352,352,12-18,0.2502736321581958,-0.6144044775036408,0.7678275486803107
353,353,353,12-19,0.6550031954997181,1.8808473624013304,0.5764797956050823
354,354,354,12-20,0.4814568967009266,0.8108940883901371,0.7843223028313199
355,355,355,12-21,0.4314834455717871,0.5027961455394334,0.6770352832066896
356,356,356,12-22,0.4810160893031493,0.8081764083144188,0.9450110304278372
357,357,357,12-23,0.4592368235302123,0.6739021720984623,0.7125976241561665
358,358,358,12-24,0.5110674456509382,0.9934500058232448,0.5710223157915597
359,359,359,12-25,0.42881862784029146,0.4863669247713059,0.37359502776263387
360,360,360,12-26,0.34367590365327283,-0.03855776179750366,0.12471165273516828
361,361,361,12-27,0.23934734420249715,-0.6817675826341217,0.08035697820703468
362,362,362,12-28,0.238802959341085,-0.6851238418503748,-0.04110455596310333
363,363,363,12-29,0.416070884685473,0.4077741249296605,
364,364,364,12-30,0.39286116386093617,0.2646808008024169,
365,365,365,12-31,,,
