,unnamed: 0,unnamed: 0,mth_day,gritty,gritty_norm,gritty_ravg
32,32,32,02-02,5.6908845213250565,-0.3993275066597104,-0.44124231963190574
33,33,33,02-03,6.0291772144013445,0.05514562984930983,-0.6202342982312484
34,34,34,02-04,5.374525944480183,-0.8243336555445029,-0.287183262993838
35,35,35,02-05,5.747093824942467,-0.32381414489096577,-0.0990489787295767
36,36,36,02-06,6.8544509236853335,1.1638445134286453,0.09761993575628362
37,37,37,02-07,5.790270887992044,-0.2658087085602335,0.03254970714520032
38,38,38,02-08,6.569242136521415,0.7806859802554517,0.1258769743258755
39,39,39,02-09,5.738562243690138,-0.33527574181719005,0.3607913156859464
40,40,40,02-10,5.791341769431031,-0.2643700524604519,0.033437374226246264
41,41,41,02-11,6.79626217567992,1.0856719032694595,-0.01597731611417405
42,42,42,02-12,5.3924312237375664,-0.8002791353295559,0.016889637773820517
43,43,43,02-13,5.569576277069183,-0.5622968506027554,0.0038466287425865664
44,44,44,02-14,6.716031675230662,0.9778877035834193,0.0019558271685428032
45,45,45,02-15,5.680309894366865,-0.4135337960045938,-0.264871791162468
46,46,46,02-16,5.782897120383526,-0.2757148619047145,-0.14525668361597152
47,47,47,02-17,5.604563573394701,-0.5152938067166053,-0.17672435603485226
48,48,48,02-18,5.926653120882123,-0.08258849005057682,-0.3431619101928625
49,49,49,02-19,5.429036173037566,-0.7511028851160396,-0.3679531261467017
50,50,50,02-20,5.972692579006304,-0.02073762136464281,-0.1149640886925964
51,51,51,02-21,5.569588007382547,-0.5622810917276286,0.0250104010814284
52,52,52,02-22,6.912790210961329,1.242219362819917,-0.07000680200467978
53,53,53,02-23,6.229714016451013,0.32455313192754354,0.2533159530376507
54,54,54,02-24,5.50228974793361,-0.6526917085672259,0.40978426883742464
55,55,55,02-25,6.8730518925533985,1.1888336451379429,0.4862446540339122
56,56,56,02-26,6.671507320924054,0.9180722734340006,0.2442246264314566
57,57,57,02-27,5.911073400606752,-0.10351878054870277,-0.0858167718919483
58,58,58,02-28,5.831886628255413,-0.20990080279481726,-0.26039136228314697
59,59,59,02-29,4.755691666222098,-1.655695258012886,-0.7016737874849133
60,60,60,03-01,4.722609231107863,-1.7001392509144182,-1.1048996294203484
61,61,61,03-02,4.9022077475008965,-1.4588609060726552,-0.9835227421746864
62,62,62,03-03,4.8706305029792585,-1.5012827781786104,-1.1018188757134522
63,63,63,03-04,6.453163712640902,0.6247425429252689,-0.9800602494662408
64,64,64,03-05,5.303555498683177,-0.9196776040274092,-0.7257361155239238
65,65,65,03-06,5.299486891103832,-0.9251435005296196,-0.8986991046038252
66,66,66,03-07,5.858465095062982,-0.1741944472605164,-0.8908191307405245
67,67,67,03-08,4.1297249227361394,-2.4966388405520634,-1.18342781011331
68,68,68,03-09,4.905823838278193,-1.4540029349988064,-1.0073554730310728
69,69,69,03-10,5.14632240286129,-1.130909533311444,-1.026947416546199
70,70,70,03-11,6.089925213011988,0.13675641846601405,-1.227250298518035
71,71,71,03-12,5.211985860104623,-1.042695161620377,-0.9902565576120446
72,72,72,03-13,4.9638775483442625,-1.3760117390915312,-0.8221615482162168
73,73,73,03-14,5.188180233901318,-1.0746763951161231,-0.6403398604357918
74,74,74,03-15,5.656565418183257,-0.4454328786238393,-0.7921681977847169
75,75,75,03-16,5.958369718459165,-0.039979406628894286,-0.9790533333597504
76,76,76,03-17,5.411833422747806,-0.7742136056275373,-0.6833685002202633
77,77,77,03-18,4.377324305031381,-2.164005975070578,-0.6040217351005316
78,78,78,03-19,6.284457496451955,0.3980972597453917,-0.5397203426156681
79,79,79,03-20,5.542556702426159,-0.5985958043977327,-0.3174403107797527
80,80,80,03-21,5.943746632888495,-0.059624523714658414,-0.15266745288684158
81,81,81,03-22,6.951111043032869,1.2937007843865982,0.4446859336488332
82,82,82,03-23,6.1477376956028404,0.21442354172992936,0.3572691067334078
83,83,83,03-24,7.045208537771512,1.4201143441434707,0.6136249476798565
84,84,84,03-25,5.894038726824862,-0.12640370174716062,0.5231738603695787
85,85,85,03-26,6.687486523613376,0.9395392412809598,0.44071947225873626
86,86,86,03-27,5.539776328026282,-0.6023310475763256,0.3610201909932502
87,87,87,03-28,6.5828553891444574,0.7989744557215438,0.09940983699690027
88,88,88,03-29,5.791786828592542,-0.26377214586298703,-0.011197751357541313
89,89,89,03-30,5.876811146411376,-0.14954777983462916,-0.3404185204973164
90,90,90,03-31,5.40004597874055,-0.7900492318738102,-0.35217174892715924
91,91,91,04-01,5.217129246202794,-1.0357853735576907,-0.7299989659789244
92,92,92,04-02,5.487284363439592,-0.6728504181553826,-0.8109144306904436
93,93,93,04-03,4.895413252223905,-1.467988846589047,-0.7885530711137044
94,94,94,04-04,5.4304042745558965,-0.7492649341321016,-0.5769902200049842
95,95,95,04-05,5.976680871739956,-0.015379622374193897,-0.3788324206159905
96,96,96,04-06,6.344922508159533,0.4793278747785107,-0.4614319147371244
97,97,97,04-07,6.102136480614457,0.1531614227762723,-0.28281954505225104
98,98,98,04-08,5.118380640844016,-1.168447382882186,0.00964991961429599
99,99,99,04-09,5.693127194415085,-0.3963146284798073,-0.11488217465227014
100,100,100,04-10,6.7366238272180095,1.0055518538671806,-0.3385113971884053
101,101,101,04-11,5.420498855780065,-0.7625721879735907,-0.39024849603247797
102,102,102,04-12,5.346155463003661,-0.8624474604383006,-0.028916586917655456
103,103,103,04-13,5.871069588947012,-0.15726117028816353,-0.08939420562522073
104,104,104,04-14,6.732151860429719,0.9995440718067492,-0.21191134881238746
105,105,105,04-15,5.42302361917747,-0.7591803407251989,-0.22179747839793887
106,106,106,04-16,6.189440933612891,0.27044899474418016,-0.11773240427251724
107,107,107,04-17,5.376345679722791,-0.8218889654868997,-0.1076919016946872
108,108,108,04-18,5.8109282033881575,-0.23805701568577026,-0.318986402152848
109,109,109,04-19,5.915912221666533,-0.0970181548211834,-0.3219733639788783
110,110,110,04-20,5.78847383174014,-0.2682229309422153,-0.3962910699691449
111,111,111,04-21,5.409683327586127,-0.7771021116813808,-0.24153765627998736
112,112,112,04-22,5.8575251187972865,-0.17545724119742004,-0.04469469203177585
113,113,113,04-23,6.067501370223522,0.10663151664804628,0.07625797950533186
114,114,114,04-24,6.690063155127933,0.9430007698034988,0.06475308348912535
115,115,115,04-25,6.4561079124837555,0.6286978744014629,0.3692957292137797
116,116,116,04-26,5.7370909629512665,-0.3372523070394544,0.6899718716956822
117,117,117,04-27,6.7698238089814655,1.0501537626665454,0.4686060709460391
118,118,118,04-28,7.289720605802032,1.7485996136939947,0.4761088203002981
119,119,119,04-29,5.078843160862896,-1.2215632878498124,0.3860142023877902
120,120,120,04-30,6.723571740088862,0.9880172659290528,0.18619284664706112
121,121,121,05-01,6.053729662018823,0.08813016692641525,0.008320823642496608
122,122,122,05-02,4.844653996221839,-1.5361804414838292,-0.19931202220353594
123,123,123,05-03,5.975416383970362,-0.017078375360841686,-0.21959601223929812
124,124,124,05-04,6.3623961641609705,0.5028025386177994,-0.5157156163776528
125,125,125,05-05,4.988251329606514,-1.3432672280643858,-0.5445228875757974
126,126,126,05-06,5.401050028999869,-0.7887003589010751,-0.3395896172413548
127,127,127,05-07,5.925071373056048,-0.0847134602624518,-0.6390527768027404
128,128,128,05-08,5.759921663590255,-0.3065808194771732,-0.7887411365212632
129,129,129,05-09,4.637961772197353,-1.813857332729156,-0.2637930962652841
130,130,130,05-10,5.693861886597397,-0.3953276196933376,0.0474589345557323
131,131,131,05-11,7.332760678969881,1.8064210134714889,0.2138455595350289
132,132,132,05-12,6.791155792443369,1.0788118260250232,0.2374668488419341
133,133,133,05-13,6.668183010700711,0.9136062896133278,0.7268676655437772
134,134,134,05-14,5.865418454467028,-0.16485308363574205,0.8347350926731694
135,135,135,05-15,6.823711031846046,1.1225475674819032,0.4180945036919607
136,136,136,05-16,6.1756165975461474,0.2518769430830153,0.4310811698958787
137,137,137,05-17,5.471971265003538,-0.6934225204157627,0.360707854612385
138,138,138,05-18,6.849156504889692,1.156731823248531,0.5832931075182378
139,139,139,05-19,6.353883531561038,0.4913663979123659,0.8990103602696414
140,140,140,05-20,6.859522949482782,1.170658433799374,0.8595688402643923
141,141,141,05-21,8.233759253894918,3.0168510839903253,0.9980675555778832
142,142,142,05-22,5.999463901823506,0.015227823051520544,0.8623881240240809
143,143,143,05-23,6.090530642363926,0.13756977146518132,0.9884568385074508
144,144,144,05-24,6.243188539681019,0.34265523392571845,0.8680175422525741
145,145,145,05-25,6.916928360958543,1.247778684812586,0.2969288682079293
146,146,146,05-26,6.321620082062588,0.4480226562701127,0.3268472218922351
147,147,147,05-27,5.683177800232757,-0.4096809602775433,0.2635831787856657
148,148,148,05-28,6.133084478626138,0.19473794515735493,0.32756963536071915
149,149,149,05-29,5.8079824106007365,-0.2420144871742348,0.5335220673752789
150,150,150,05-30,6.528963195777828,0.7265739733760388,0.6967895005595389
151,151,151,05-31,7.836747781842186,2.4834932768999445,0.8491311145026303
152,152,152,06-01,7.05080086605104,1.4276272553756733,0.944730126288203
153,153,153,06-02,6.3635619731358855,0.5043687233810052,1.1141554142594827
154,154,154,06-03,6.560046310528357,0.7683320158707909,0.9139411176300488
155,155,155,06-04,6.564665246245863,0.7745372406534435,0.4704240304676968
156,156,156,06-05,5.634771286622352,-0.4747118064005653,0.3388204350498793
157,157,157,06-06,5.855923247384468,-0.17760924607416712,0.6037915635409701
158,158,158,06-07,6.4630362946918405,0.6380056828687679,0.3605416232474985
159,159,159,06-08,7.5469691685524,2.094195494327549,0.1118654643407449
160,160,160,06-09,5.473649723597528,-0.6911676258900388,0.4326845696670256
161,161,161,06-10,5.454034222199452,-0.717519712787078,0.5303081292992512
162,162,162,06-11,7.0676052705821375,1.4502028255571189,0.2683617677069603
163,163,163,06-12,6.2919270624749615,0.4081321117191867,-0.12845940707089942
164,164,164,06-13,5.2931382349041085,-0.9336724866849774,-0.13649505046682167
165,165,165,06-14,5.774696709285037,-0.2867315543396091,0.3239110125295411
166,166,166,06-15,5.4377611410614275,-0.7393814862655724,0.25635733430145563
167,167,167,06-16,7.510287863364002,2.0449166651910984,0.2720747887895591
168,168,168,06-17,6.7658987814743785,1.044880756188606,0.6572177630621419
169,169,169,06-18,6.362123950870969,0.5024368386478077,0.8337807348957512
170,170,170,06-19,7.013253817359414,1.3771853589505192,1.0729684081126758
171,171,171,06-20,6.563257683840583,0.7726462766620471,1.2790576070060544
172,172,172,06-21,6.506014935924817,0.6957445530359754,1.4097046047068245
173,173,173,06-22,8.430718108941681,3.2814518585513697,1.319981135416644
174,174,174,06-23,7.3493910208707725,1.8287627423932256,1.1182675968330609
175,175,175,06-24,5.9614033147760725,-0.03590397709327454,1.2137115256084303
176,176,176,06-25,6.112366032595477,0.16690412744901947,1.4618971189525365
177,177,177,06-26,6.989526888016883,1.3453098493142641,1.0339499427796783
178,178,178,06-27,7.614455008753384,2.184858113100612,0.9825449324244032
179,179,179,06-28,6.519431507925575,0.7137688015142226,1.0893300877958758
180,180,180,06-29,7.119807294216044,1.5203326802615758,1.2540859842145615
181,181,181,06-30,6.438324411613686,0.6048069551355597,1.1655030624897131
182,182,182,07-01,6.8481945525533625,1.155439505961133,0.9255493858305576
183,183,183,07-02,6.593900135935748,0.8138123189651735,0.9402336136620452
184,184,184,07-03,6.5427801091439335,0.7451360531456783,0.6965323823567459
185,185,185,07-04,6.585013826172379,0.8018741685031487,0.6270653050358227
186,186,186,07-05,6.031395163049639,0.058125292429779526,0.5678294789512676
187,187,187,07-06,6.12807234900491,0.18800449121002044,0.5249163548850467
188,188,188,07-07,6.583637039385433,0.8000245494538027,0.5784028528403381
189,189,189,07-08,6.4022426520167945,0.5563335745678485,0.7596918841421806
190,190,190,07-09,6.781660121839549,1.0660550408774263,1.0567027682042371
191,191,191,07-10,7.394682205193168,1.889608356314204,1.0321861905551886
192,192,192,07-11,7.357897485463513,1.8401905968021168,1.02906091901509
193,193,193,07-12,6.018577044508567,0.04090502531573037,0.8450536408635081
194,194,194,07-13,6.569679032529197,0.7812729202132116,0.4417886536588586
195,195,195,07-14,5.580434109276217,-0.5477100943416426,0.0200894852311216
196,196,196,07-15,4.980608474306645,-1.353534882350471,-0.30309407566997404
197,197,197,07-16,5.511300294641639,-0.6405866542522186,-0.1189491905410556
198,198,198,07-17,5.914503431218289,-0.09891076860445636,-0.09239345448861908
199,199,199,07-18,6.841000163969436,1.1457743360892405,-0.07090172866400468
200,200,200,07-19,6.688281573504115,0.9406073365278308,0.09543508264919846
201,201,201,07-20,5.676419898851107,-0.4187597393939563,0.40954884730568103
202,202,202,07-21,5.723497635445204,-0.3555140144712521,0.6836267728331368
203,203,203,07-22,6.914187059666491,1.2440959336866768,0.4100161907922743
204,204,204,07-23,7.13858316783355,1.5455567845602771,0.3276478446480218
205,205,205,07-24,5.619007664737036,-0.4958891561559345,0.09744887894816023
206,206,206,07-25,6.320410198019732,0.4463972596623161,0.06055502777562333
207,207,207,07-26,4.648311236832049,-1.799953533593126,-0.3268852655841355
208,208,208,07-27,5.558723272318036,-0.5768771215064735,-0.5467522104789847
209,209,209,07-28,5.183811250169041,-1.0805458264718764,-0.1997396390390184
210,210,210,07-29,6.15661910969444,0.2263551151911821,-0.35664038249044755
211,211,211,07-30,7.168826229048474,1.5861862724838636,-0.3349782465764914
212,212,212,07-31,5.619664158917344,-0.4950072010462585,-0.17764440384925514
213,213,213,08-01,4.745058107536976,-1.6699807181093893,0.05799346641287551
214,214,214,08-02,6.261403608195468,0.36712593485694384,-0.07602369625862354
215,215,215,08-03,6.236211006960676,0.3332813951009075,-0.06375198740133799
216,216,216,08-04,5.558075126740878,-0.5777478608378122,0.0280863915898845
217,217,217,08-05,7.223633817499592,1.659816525627577,0.28742442868325985
218,218,218,08-06,6.0298303499756125,0.056023072901076484,0.32560954806108
219,219,219,08-07,5.9033069359628785,-0.11395249554913685,0.1600514678217594
220,220,220,08-08,6.4319449999572145,0.5962366511238647,0.2372211893637667
221,221,221,08-09,5.49679979438721,-0.6600670863350162,-0.05502243428188306
222,222,222,08-10,5.902728539590614,-0.1147295315857684,-0.2465772562584874
223,223,223,08-11,5.918422910159223,-0.0936452162463215,-0.30127173808477803
224,224,224,08-12,5.1743131623682626,-1.0933058589585496,-0.17233504344428208
225,225,225,08-13,5.659031856970693,-0.4421193865068805,-0.2315430384319055
226,226,226,08-14,7.0077987280961835,1.3698568189668403,-0.22279560297228346
227,227,227,08-15,5.232366579744,-1.0153150562607565,-0.49266775837190097
228,228,228,08-16,5.941796109417213,-0.06224491882803612,-0.3426814325553826
229,229,229,08-17,4.713126875224575,-1.7128781486440268,-0.20504295437090256
230,230,230,08-18,5.844178208405994,-0.1933879040594393,-0.27054911064181303
231,231,231,08-19,6.2737492655323175,0.3837114825999995,-0.05426258503452105
232,232,232,08-20,6.7152368285544375,0.9768198813413776,-0.07220229544403624
233,233,233,08-21,6.198339861938456,0.2824040973829951,0.2599549265714202
234,234,234,08-22,5.861674239147023,-0.1698831812851273,0.2834063373783868
235,235,235,08-23,6.196598862459849,0.2800651834487117,0.16590003802047704
236,236,236,08-24,5.948916292323562,-0.052679439217640005,0.29562793406184545
237,237,237,08-25,5.748945672934142,-0.32132631354745866,0.30126458005763584
238,238,238,08-26,7.294624199910118,1.7551872575895875,0.1737728318667584
239,239,239,08-27,6.223514104382981,0.3162239733577374,0.2287961999659228
240,240,240,08-28,5.292273893439591,-0.9348336704303918,0.2675874138353362
241,241,241,08-29,6.442342804810883,0.6102053920436981,0.4028709649886661
242,242,242,08-30,6.122164607615197,0.1800678439988403,0.15328148545186884
243,243,243,08-31,6.3531455673454,0.4903749933725203,0.2347156126928991
244,244,244,09-01,6.179914126906673,0.2576503803688048,0.36459910375729904
245,245,245,09-02,6.587213095583599,0.8048287368039188,0.5277261486929224
246,246,246,09-03,5.872356179259634,-0.15553272404399213,0.3820739687473045
247,247,247,09-04,7.170896590437157,1.5889676616574389,0.2868801206717953
248,248,248,09-05,5.4716566116787995,-0.6938452356748673,0.33500329486071045
249,249,249,09-06,5.9279932671175946,-0.08078809508053529,0.5348885377644286
250,250,250,09-07,6.3948406018239545,0.5463894255022954,0.39183854378412336
251,251,251,09-08,7.479935393506677,2.004140194226228,-0.11987824164819988
252,252,252,09-09,5.233469998925182,-1.0138326879258237,-0.002261580434084809
253,253,253,09-10,4.885480328882526,-1.4813330509365004,0.2782643109189684
254,254,254,09-11,5.9969530995424964,0.011854731609822972,0.01273691126237638
255,255,255,09-12,7.180870741800642,1.6023672530377842,-0.22479718552583736
256,256,256,09-13,5.2089490025268885,-1.0467749724372566,-0.11881352088674126
257,257,257,09-14,6.419066758887165,0.5789356134969451,0.28663766440517313
258,258,258,09-15,5.706811498600057,-0.37793070009124696,0.4154049504222884
259,259,259,09-16,6.696295917724083,0.9513740608149858,0.08526452629668288
260,260,260,09-17,6.5720502192727865,0.7844584477125146,0.4446876512958207
261,261,261,09-18,5.706406125097172,-0.3784752917158493,0.40635604529706737
262,262,262,09-19,6.81419525990308,1.1097637775575708,0.5122578583751743
263,263,263,09-20,6.247871132370743,0.34894597750442496,0.4665746750654707
264,264,264,09-21,6.179787434951932,0.2574801783773949,0.2981900386047051
265,265,265,09-22,6.492266866913543,0.6772749609567642,0.4650615274630445
266,266,266,09-23,5.820015114467152,-0.2258493710520795,0.3434529435619653
267,267,267,09-24,6.451683249247949,0.6227536414341873,0.0987382146840311
268,268,268,09-25,6.271070150263866,0.3801122741510953,0.19664482903591665
269,269,269,09-26,5.154932544579332,-1.1193423957631805,-0.1256503942903556
270,270,270,09-27,6.617055421704638,0.8449198644887084,-0.2778442155482656
271,271,271,09-28,5.0528402829508,-1.2564963790008694,-0.3903728779367992
272,272,272,09-29,5.140291009429039,-1.1390122985995392,-0.5891867901916564
273,273,273,09-30,5.949110650038657,-0.0524183328970143,-0.4877400124243299
274,274,274,10-01,5.38313260155385,-0.8127711993780481,-0.786475738181756
275,275,275,10-02,5.608011517542648,-0.510661729159221,-0.6496967008814578
276,276,276,10-03,5.282849655957597,-0.9474944900558476,-0.5463245530942024
277,277,277,10-04,5.663719278881708,-0.43582215519908,-0.6130907579643655
278,278,278,10-05,5.6019690201380845,-0.5187794118760061,-0.4749577101578639
279,279,279,10-06,5.650921154058678,-0.4530155621179933,-0.4491842266595621
280,280,280,10-07,6.000058844159652,0.016027087460962264,-0.525705498875906
281,281,281,10-08,5.723120382408522,-0.3560208281694103,-0.643307635991116
282,282,282,10-09,4.9410923307013395,-1.4066221233539116,-0.7431568648945358
283,283,283,10-10,5.138487658172592,-1.1414349778903403,-0.7782846222159275
284,284,284,10-11,5.156024978558961,-1.1178747852965258,-0.791628584495034
285,285,285,10-12,5.494034473575007,-0.663782106046343,-1.0271887044870964
286,286,286,10-13,5.940462385230759,-0.06403668621367713,-0.9344200422288962
287,287,287,10-14,4.67106787186054,-1.769381548121784,-0.8146236865777691
288,288,288,10-15,5.355413328806648,-0.8500101498047101,-0.8752325120429038
289,289,289,10-16,5.673519040910528,-0.4226568439835777,-0.7503453609597984
290,290,290,10-17,4.885335411096913,-1.481527738087334,-0.6394598203989824
291,291,291,10-18,6.05180223509845,0.08554080045228947,-0.5285338165309587
292,292,292,10-19,6.435696516264517,0.6012765571512191,-0.2227683895253984
293,293,293,10-20,5.166482719069577,-1.1038255249136415,-0.12638430535696651
294,294,294,10-21,6.721014964307664,0.9845824122286518,0.09604048431795356
295,295,295,10-22,6.103987142767854,0.15564766102701352,0.06873902731294534
296,296,296,10-23,5.878723249384192,-0.1469790000378136,-0.061677472885682476
297,297,297,10-24,5.9298691745077825,-0.07826794157775978,-0.07682563615324134
298,298,298,10-25,5.8532337188458765,-0.18122244404054785,-0.053214059217427966
299,299,299,10-26,5.098828384386935,-1.1947145045189949,0.14873419205695554
300,300,300,10-27,6.8264683780440665,1.126251873843532,0.043127852727467934
301,301,301,10-28,7.005923195276017,1.3673371686733151,0.2084216894639732
302,302,302,10-29,5.407066950240205,-0.7806170360147392,0.4665292919027553
303,303,303,10-30,6.668100229588793,0.9134950788412716,0.8956733537945265
304,304,304,10-31,7.005987211866644,1.3674231705921451,1.1180524011601591
305,305,305,11-01,7.015460485420041,1.380149866831632,1.0002946925435392
306,306,306,11-02,7.8196519232136215,2.460526158037326,1.0115819008946179
307,307,307,11-03,6.479996765154198,0.6607909169735949,1.1549093116155058
308,308,308,11-04,5.457477588013827,-0.7128937859082669,1.071187956099904
309,309,309,11-05,7.308225401389238,1.7734595431666007,0.9691899570411892
310,310,310,11-06,6.6320730609499385,0.8650950374985327,0.6051100736965941
311,311,311,11-07,6.5599196621932245,0.7681618724793434,0.6052100680918636
312,312,312,11-08,6.193607772252902,0.2760468579697553,0.8331997840371588
313,313,313,11-09,6.4804433575340425,0.661390883345212,0.45911504498040795
314,314,314,11-10,6.475719355964412,0.6550445097635041,0.4811011161393646
315,315,315,11-11,5.637497822817773,-0.4710488911739042,0.34836936895357457
316,316,316,11-12,6.73026668286118,0.9970114644522724,0.4594429547135018
317,317,317,11-13,5.9671165686095735,-0.028228610635396542,0.3085001908269818
318,318,318,11-14,6.68968174588747,0.9424883725293184,0.3123929084761476
319,319,319,11-15,5.806306692545013,-0.24426569997390785,0.2441613381281181
320,320,320,11-16,6.493104910767987,0.6784008156584984,0.2442561560660273
321,321,321,11-17,5.332763749470829,-0.8804383132620808,0.55684935660106
322,322,322,11-18,6.730690156281152,0.9975803720797272,0.4207992827733699
323,323,323,11-19,7.363212229514282,1.8473305925748005,0.451350201994384
324,324,324,11-20,6.082058427749058,0.12618792956317698,0.4066821730878716
325,325,325,11-21,5.942752417174035,-0.060960184647823476,0.8531364567992222
326,326,326,11-22,6.2936097162761975,0.41039264221942456,0.7381437970308192
327,327,327,11-23,7.326706315127764,1.7982873890060227,0.3947765409654821
328,328,328,11-24,6.217112915753278,0.3076244134693094,0.4761455108347621
329,329,329,11-25,5.829674278371774,-0.2128729438172232,0.5953600109936864
330,330,330,11-26,6.4454664147825325,0.6144017487788579,0.6497848107387221
331,331,331,11-27,6.4751851319737455,0.6543268163057221,0.23197372559731386
332,332,332,11-28,6.536680348137675,0.7369414406896384,0.3985448711123093
333,333,333,11-29,5.460689261508469,-0.7085791218424264,0.7152214528586293
334,334,334,11-30,6.961048654238253,1.307051286559282,0.5965456369870507
335,335,335,12-01,7.244007030745971,1.687186546660696,0.8012281900531365
336,336,336,12-02,5.9154395578033805,-0.09765314645061368,0.6344489720631371
337,337,337,12-03,7.389333052367923,1.8824221347022367,0.7715138313088495
338,338,338,12-04,5.7918153217506925,-0.2637338672503589,0.4835398155636221
339,339,339,12-05,6.072844788013621,0.11381003363184905,0.1600850088283884
340,340,340,12-06,5.674906559186001,-0.4207928079120822,0.1410276711770095
341,341,341,12-07,5.7994015453773855,-0.25354229375070625,-0.2851833671877566
342,342,342,12-08,5.830326169674826,-0.21199717235888701,-0.22377825017593134
343,343,343,12-09,5.485800345091222,-0.6748440954863593,-0.2226305069015797
344,344,344,12-10,6.066061265906947,0.10469683482059262,-0.1790691109015383
345,345,345,12-11,6.0779708093167475,0.12069649327795914,-0.19718236500027086
346,346,346,12-12,5.869459338435572,-0.15942443191183367,-0.02219953945883113
347,347,347,12-13,5.7185045987745085,-0.36222181834310185,0.2280279731007125
348,348,348,12-14,6.611829935761608,0.8378997808897514,0.18067227765343066
349,349,349,12-15,6.603359984665677,0.8265209798709023,0.17091355655416554
350,350,350,12-16,5.854562484679726,-0.1794373378630984,0.12755444775483302
351,351,351,12-17,6.034386661743017,0.06214416668236855,0.2725118375406353
352,352,352,12-18,5.6758100090456995,-0.41957908470782895,0.010714038284514634
353,353,353,12-19,6.365909540883447,0.5075225203717117,-0.27695215961785
354,354,354,12-20,5.442595381234213,-0.7328870146469725,-0.1795442632860245
355,355,355,12-21,5.3185926576955005,-0.8994762075432856,-0.1244495627581646
356,356,356,12-22,6.2896031099203125,0.4050100401278547,-0.3789479353914881
357,357,357,12-23,6.280449187140684,0.3927123698495279,-0.635671854488438
358,358,358,12-24,4.539175964758888,-1.9465693205077697,-0.5887962215454903
359,359,359,12-25,5.21933581858799,-1.0328209942099873,-0.6848509122075107
360,360,360,12-26,5.651950119730762,-0.4516332169892866,-1.166311458397884
361,361,361,12-27,4.889595684590319,-1.4758043515154076,-1.5542460910183664
362,362,362,12-28,4.1393164808998595,-2.4837532370143847,-1.512105717515044
363,363,363,12-29,4.547865572432725,-1.9348954258733664,
364,364,364,12-30,4.727382210116098,-1.693727079487836,
365,365,365,12-31,,,
