,unnamed: 0,unnamed: 0,mth_day,woman director,woman director_norm,woman director_ravg
193,193,193,07-12,2.9012777820336746,1.7084324031614389,0.5254610613371197
194,194,194,07-13,1.9390631740688882,-0.5348333504315151,0.21047261284963487
195,195,195,07-14,2.0620499501433835,-0.2481072701693681,-0.11626501615969595
196,196,196,07-15,1.86414752693918,-0.7094884681393909,-0.28921810389848623
197,197,197,07-16,1.336090596625489,-1.9405776845312035,-0.26937773574700435
198,198,198,07-17,2.1638674829171736,-0.010734253280884173,0.16801614767331455
199,199,199,07-18,2.9523391207061302,1.8274746120703305,0.5374505708971394
200,200,200,07-19,3.0647437584242403,2.089529950090398,0.8752710056509979
201,201,201,07-20,3.0128294950323258,1.968499269173581,1.0399547227411
202,202,202,07-21,2.7335650446859248,1.3174341403837608,1.1840372556136385
203,203,203,07-22,1.7599219987433214,-0.9524753819905916,0.6241932017476849
204,204,204,07-23,2.5346795037233703,0.8537609439543459,0.2595935959731232
205,205,205,07-24,1.5115197457856708,-1.5315897111253909,-0.13900629463832093
206,206,206,07-25,2.126407140466464,-0.09806768455697223,-0.6747029389769644
207,207,207,07-26,1.9869894574927744,-0.4231000744950837,-0.6070894473458353
208,208,208,07-27,1.354891646418846,-1.8967457256481,-0.8030753766013432
209,209,209,07-28,1.933932650594379,-0.5467944322038168,-0.3481843331025661
210,210,210,07-29,2.0302884645881427,-0.32215463157870194,-0.276143416413557
211,211,211,07-30,2.6822311687701745,1.197756549867272,-0.1254182126045519
212,212,212,07-31,2.3118122507570664,0.3341778155770824,0.34203101814670817
213,213,213,08-01,2.3748971121998603,0.4812511483589466,0.3624056602875334
214,214,214,08-02,2.5579229259460954,0.9079496588594608,0.3134518522567915
215,215,215,08-03,1.9863690013082167,-0.42454657935886536,0.33583829372641577
216,216,216,08-04,1.9043005316990351,-0.6158774797631533,0.1983059050301488
217,217,217,08-05,2.7398451031903495,1.3320751986850172,0.44544830370532096
218,218,218,08-06,1.957857736201984,-0.4910165166005199,0.08946374601492309
219,219,219,08-07,3.0109448721368883,1.96410554040998,0.4388173311227683
220,220,220,08-08,1.6417580683380442,-1.2279576872829263,0.4711419718277578
221,221,221,08-09,2.885468331997596,1.671574931288206,0.4573513284129729
222,222,222,08-10,1.9874914994220627,-0.4219296355332161,0.6232801718066369
223,223,223,08-11,2.7043533870822074,1.2493313381963078,0.2931108533011453
224,224,224,08-12,2.3848936058675325,0.5045565437614643,0.40936066402773
225,225,225,08-13,2.1612183316440614,-0.016910370622970048,0.2414963037656691
226,226,226,08-14,1.940939560878829,-0.5304588229234183,0.3243979986014041
227,227,227,08-15,2.453451199808645,0.6643887697158406,-0.015900305476523473
228,228,228,08-16,2.200847999876509,0.0754805334811942,-0.2031632595289884
229,229,229,08-17,1.8285588039616565,-0.7924584862712576,-0.24785457453685944
230,230,230,08-18,1.9029520892246967,-0.6190211805533249,-0.25832195761228244
231,231,231,08-19,2.0462003867192915,-0.2850582606701966,-0.4126421631702406
232,232,232,08-20,1.91400061558569,-0.5932631213759563,-0.4863177901049596
233,233,233,08-21,2.056291418304826,-0.2615324636319082,-0.6173575514542288
234,234,234,08-22,2.011235785521596,-0.36657322812711984,-0.4516529773850403
235,235,235,08-23,1.4913137698611658,-1.5786970543668737,-0.3499993338085119
236,236,236,08-24,2.3294107774668245,0.3752062638618062,-0.30254332191623057
237,237,237,08-25,2.3078170604785697,0.3248636007889744,-0.24549219426530894
238,238,238,08-26,2.0361338077107,-0.3085270500222683,-0.17485350292001522
239,239,239,08-27,2.203118681205773,0.08077430227362145,0.14497822380297745
240,240,240,08-28,2.193032116850846,0.057258919944642814,0.11588134017151862
241,241,241,08-29,2.3144353970260942,0.3402933059710825,0.0424322220474477
242,242,242,08-30,2.2545267925490347,0.2006249620730532,0.3300761571338316
243,243,243,08-31,2.1187877911075645,-0.1158311079554512,0.6369926123525181
244,244,244,09-01,2.776416663068233,1.4173365604960348,0.8496636423633034
245,245,245,09-02,2.993001456788261,1.9222730335857403,0.7272430856562017
246,246,246,09-03,2.7403640718977385,1.3332851000093544,0.7709318328116503
247,247,247,09-04,1.999372820628036,-0.39423003427152775,0.6804359993405251
248,248,248,09-05,2.3669645204000185,0.4627574450057455,0.4418577884286877
249,249,249,09-06,1.885886951464116,-0.6588061087822022,0.24101791651497986
250,250,250,09-07,2.1624097689306367,-0.014132704974989184,0.03695030306278176
251,251,251,09-08,2.4761182699229773,0.7172338021034936,0.008647674404097591
252,252,252,09-09,2.2151739422083265,0.10887941929616576,-0.01229972287418026
253,253,253,09-10,1.9265329370014868,-0.5640458062236328,0.1857298794654226
254,254,254,09-11,2.3130541222377383,0.3370730613360784,0.17364206139300262
255,255,255,09-12,2.395537604870914,0.5293715052554148,-0.114460308114804
256,256,256,09-13,2.1313004584735737,-0.08665961340950913,0.010815459740840692
257,257,257,09-14,1.7346555838751738,-1.011380414943346,0.040741701864790064
258,258,258,09-15,2.5375847140795744,0.8605340264300341,0.20232379425879235
259,259,259,09-16,2.0035513659246798,-0.3844883534799365,0.034582230081379096
260,260,260,09-17,2.728903156899825,1.3065656157000922,0.035383095773171405
261,261,261,09-18,1.9638365017202344,-0.4770778798090648,-0.098044862524077
262,262,262,09-19,2.1333615731669884,-0.08185441925875528,0.1101680025368368
263,263,263,09-20,1.3912642659836651,-1.8119481647268365,0.2492704226503188
264,264,264,09-21,3.073443098241843,2.1098112167955168,0.26436169595138104
265,265,265,09-22,2.3615465265660003,0.450126167200955,0.3690326020674009
266,266,266,09-23,2.7677421850438955,1.3971132555064654,0.4527535334190789
267,267,267,09-24,2.233218427778078,0.150947556887055,0.8496809343433239
268,268,268,09-25,2.3488264676226964,0.4204711688513129,0.7722179004934361
269,269,269,09-26,2.412799969969916,0.5696162408186335,0.5548606127665965
270,270,270,09-27,2.874083581532996,1.6450330136961888,0.12708593224831016
271,271,271,09-28,1.802153979169264,-0.8540175591600824,0.2301668711374645
272,272,272,09-29,1.6668176623397004,-1.169534827603253,0.36420946748275
273,273,273,09-30,2.498508400781965,0.769433190221981,0.08685955718435863
274,274,274,10-01,2.693799623174282,1.2247267469230259,-0.3841908235292317
275,275,275,10-02,1.6990099035560733,-1.0944832209717148,-0.2808381771548212
276,276,276,10-03,1.661784352115255,-1.1812692705853534,-0.04831385617221795
277,277,277,10-04,2.0681432208469266,-0.23390168091361915,-0.038210751953211664
278,278,278,10-05,2.2652442143383675,0.22561109829236656,-0.21305589383441845
279,279,279,10-06,2.5245098349403965,0.8300518155360187,-0.3202129193685001
280,280,280,10-07,2.2438166925821887,0.1756558956357853,-0.2972324235018369
281,281,281,10-08,1.4232296796129988,-1.7374253741762051,-0.1985877620407573
282,282,282,10-09,1.7209271499378358,-1.043386295385374,-0.4942072763387568
283,283,283,10-10,2.3220159528767352,0.3579662878528583,-0.6611554444857242
284,284,284,10-11,1.5044353411104003,-1.5481059874956309,-0.503400991299063
285,285,285,10-12,2.0948506224997416,-0.171637193345785,-0.2715586277496847
286,286,286,10-13,2.6498148827241645,1.122182614755752,-0.2517441516418177
287,287,287,10-14,2.0199011402145595,-0.3463711928799345,-0.5580458790754129
288,288,288,10-15,1.7719218526286478,-0.9244994387381722,-0.6886913938386287
289,289,289,10-16,1.5337152459023633,-1.4798440767487129,-0.9465340934428146
290,290,290,10-17,1.1682049433461534,-2.3319790760749246,-1.1335281743894987
291,291,291,10-18,1.4312644779187391,-1.7186933909709012,-1.0590574042583552
292,292,292,10-19,2.1685653401722003,0.000218129075646474,-0.8220072614200956
293,293,293,10-20,2.211559741800584,0.10045342790692732,-0.6289952278630793
294,294,294,10-21,2.3819960978948207,0.4978014182913842,-0.17095831802765216
295,295,295,10-22,2.030452642006481,-0.3217718754066147,-0.006645888397981932
296,296,296,10-23,2.3470125944453537,0.4162423829376379,-0.2346897623116285
297,297,297,10-24,1.8541403314995089,-0.7328188131928799,-0.362295854776476
298,298,298,10-25,1.5816697045076091,-1.3680451144062329,-0.5740944549930048
299,299,299,10-26,1.8831516268770918,-0.6651831268821576,-0.6665824468354425
300,300,300,10-27,1.8369094355185265,-0.7729901830077884,-0.7963213116218021
301,301,301,10-28,1.7924247667904003,-0.8766998264612412,-0.7429399226133616
302,302,302,10-29,2.013115558702021,-0.3621908057805193,-0.6060815534698792
303,303,303,10-30,1.99152312410472,-0.4125304791422376,-0.6340140332474252
304,304,304,10-31,1.9338895566615801,-0.5468948995453384,-0.5604873937163256
305,305,305,11-01,1.811264361530341,-0.8327780055474342,-0.6595155126502631
306,306,306,11-02,2.026138214635945,-0.33183034582119103,-0.6448753786651568
307,307,307,11-03,1.5375651653769904,-1.4708685400648658,-0.4582770200498577
308,308,308,11-04,2.050793530900728,-0.2743500018698811,-0.4121162650886738
309,309,309,11-05,2.4717542323298187,0.7070596725495571,-0.4610333631516606
310,310,310,11-06,2.05268926463339,-0.26993036977823537,-0.3696750109277617
311,311,311,11-07,1.6853709057236084,-1.1262805939253548,-0.11571863235629425
312,312,312,11-08,2.2612588398101083,0.2163197675222015,0.0178290334662189
313,313,313,11-09,2.1911494413975703,0.05286973136394001,0.03911628254873476
314,314,314,11-10,2.3944929290880514,0.5269359930651978,0.003631319220967341
315,315,315,11-11,2.5265392759594696,0.8347831670446524,0.3627516300557842
316,316,316,11-12,1.9613648639758607,-0.4828401497448399,0.3984344958914591
317,317,317,11-13,2.6096059640496048,1.0284412710835458,0.5047238730533327
318,318,318,11-14,2.3530925640297418,0.43041696253625134,0.14804888677640116
319,319,319,11-15,2.4646966781781243,0.6906059943351809,-0.1138956532636334
320,320,320,11-16,1.4765511786513508,-1.6131139245963908,-0.2438407146052905
321,321,321,11-17,1.8523966002659344,-0.7368840731955549,-0.5437942518378427
322,322,322,11-18,1.6269371590401651,-1.2625105177947826,-0.4355458567573159
323,323,323,11-19,1.837643012873802,-0.7712799523117674,-0.20713909951209386
324,324,324,11-20,2.631681545834685,1.079907333019412,0.27814769194761657
325,325,325,11-21,3.052526233442931,2.0610465378065133,0.11767144122048602
326,326,326,11-22,2.7254893547377064,1.2986068241618716,0.3850975221755665
327,327,327,11-23,1.4393935690368038,-1.6997415775583382,0.5481989408124439
328,328,328,11-24,2.3151871746264434,0.3420459679357014,0.4671054261683944
329,329,329,11-25,2.257402198358146,0.2073285595094968,0.16766824411755776
330,330,330,11-26,2.4229785931593697,0.593346245155114,0.0007178173741347512
331,331,331,11-27,2.2818921783141946,0.2644234455014932,0.3606078992536658
332,332,332,11-28,2.29582432955418,0.2969042637013337,0.4291026919954313
333,333,333,11-29,2.3656097166104546,0.4595989137188479,0.37841279836857
334,334,334,11-30,2.4914659504426933,0.7530147243862942,0.4917846312077658
335,335,335,12-01,2.1269462609486083,-0.09681080225167092,0.7103077054144054
336,336,336,12-02,2.7147532975560127,1.2735772421902891,0.5864389053809274
337,337,337,12-03,2.844285003619605,1.575561890741331,0.6351417734692356
338,338,338,12-04,1.977034541926792,-0.4463085364995344,0.5056993842881339
339,339,339,12-05,2.4909518283490057,0.7518161222486971,0.3815290306071281
340,340,340,12-06,2.158331926815497,-0.02363961070031597,-0.01684362738402778
341,341,341,12-07,1.807380392312704,-0.8418329243377057,-0.4332170510762823
342,342,342,12-08,1.6894980678029592,-1.1166587057566466,-0.4177567051260436
343,343,343,12-09,1.7727028515630117,-0.9226786514121964,-0.7267439473225781
344,344,344,12-10,2.0168234185510143,-0.3535464607981021,-0.7230387195605692
345,345,345,12-11,1.6957396579494917,-1.1021073309305098,-0.5789628661221825
346,346,346,12-12,2.1678677322083213,-0.0014082441282632092,-0.31788019601756073
347,347,347,12-13,2.178175222870879,0.022622196292614454,-0.03565003463491897
348,348,348,12-14,2.361422627767608,0.4498373148710844,0.31476218190911864
349,349,349,12-15,2.4990527732938994,0.7707023168836542,0.4354327696857698
350,350,350,12-16,2.9186472520258255,1.7489268384661236,0.4719832426368557
351,351,351,12-17,2.0062984995608883,-0.378083804270603,0.5692247575455035
352,352,352,12-18,2.2619343374116334,0.21789459357825205,0.3906927709997761
353,353,353,12-19,2.42843680510882,0.606071285744501,0.08898788948884666
354,354,354,12-20,1.9019512026773036,-0.6213546044032797,-0.3182853635127816
355,355,355,12-21,1.72258254772442,-1.0395269721819227,-0.17479251254280573
356,356,356,12-22,1.8704853759471518,-0.6947126795436457,-0.28201069602702883
357,357,357,12-23,2.37559291005331,0.4828733015492521,-0.5157697870719578
358,358,358,12-24,1.9859967168526882,-0.4254145073270865,-0.4179223400438872
359,359,359,12-25,1.826832438472156,-0.7964832605250726,-0.2311375928070753
360,360,360,12-26,2.1537722169240725,-0.034269922234856184,-0.2747202659882755
361,361,361,12-27,2.2032933472765697,0.08118151123894833,-0.4510732307346534
362,362,362,12-28,1.7583206409701952,-0.956208718630847,-0.31621184280219805
363,363,363,12-29,1.9217294338287605,-0.5752444869290152,
364,364,364,12-30,2.3330771213330945,0.3837538202676452,
365,365,365,12-31,,,
