,unnamed: 0,unnamed: 0,mth_day,homosexuality,homosexuality_norm,homosexuality_ravg
94,94,94,04-04,2.302409914233426,-0.3691776916554076,-0.9324613614370856
95,95,95,04-05,2.072930504533921,-0.9242678545044232,-0.901187377618574
96,96,96,04-06,2.0548058256359854,-0.9681098313258532,-0.8998295691836153
97,97,97,04-07,1.98051347269576,-1.1478163868988671,-0.5429982553997729
98,98,98,04-08,2.268934132479035,-0.45015261297787135,-0.4360842767318642
99,99,99,04-09,2.70371145909952,0.6015348449637865,-0.3846569852802171
100,100,100,04-10,2.5676052827200104,0.27230618035204485,-0.425824684009408
101,101,101,04-11,2.200493613462353,-0.6157041057945407,-0.3854856876633974
102,102,102,04-12,1.952691180102646,-1.2151160237009988,-0.049977922648314486
103,103,103,04-13,2.0805725588288086,-0.9057824088228036,-0.17393245985274408
104,104,104,04-14,3.1011462200083537,1.5628939771126262,-0.3724280097104761
105,105,105,04-15,2.396247743137561,-0.14219237826279113,-0.4042728685996361
106,106,106,04-16,2.0752459005013697,-0.9186671187943474,-0.3422126608398381
107,107,107,04-17,2.121503857466592,-0.8067732591295016,-0.08339648385103197
108,108,108,04-18,2.1066287649748263,-0.84275477714221,-0.33087744444410355
109,109,109,04-19,2.72255457354769,0.647114653110033,-0.3192210355691295
110,110,110,04-20,2.4872807053617336,0.07800821355419663,0.012558329256582068
111,111,111,04-21,2.4251609468677384,-0.07225392501294693,0.2090733818843018
112,112,112,04-22,2.8982098572024735,1.072009070159922,0.4089366618616726
113,113,113,04-23,2.6089507043999154,0.3723170566368167,0.3360642100314279
114,114,114,04-24,2.6023807409177597,0.35642490272201505,0.3618737152345994
115,115,115,04-25,2.5417976981939963,0.2098799421285645,0.27870981447407106
116,116,116,04-26,2.5513000349956227,0.2328652447732256,0.27649687958640146
117,117,117,04-27,2.2188765902124192,-0.5712373295761171,0.08522371797668245
118,118,118,04-28,2.8927207706463065,1.0587314608339051,0.10351846925672988
119,119,119,04-29,2.1345061349742243,-0.7753219130214973,-0.07881594578851094
120,120,120,04-30,2.64776005770619,0.4661934104022997,-0.520072409263202
121,121,121,05-01,2.089525292020579,-0.8841265481428804,-0.3801979450954718
122,122,122,05-02,1.456783004704033,-2.414673536074921,-0.5355286836177466
123,123,123,05-03,2.5658289768787563,0.2680094554302641,-0.5017945959692511
124,124,124,05-04,2.507429782948058,0.12674702970025548,-0.7628841881267622
125,125,125,05-05,2.218182038873466,-0.5729173871305245,-0.7138613602111318
126,126,126,05-06,2.000138937784233,-1.1003441425427671,-0.3775526224367097
127,127,127,05-07,2.21112423609993,-0.589989580649099,-0.5873067946391067
128,128,128,05-08,2.2909818695351345,-0.39682110942838794,-0.7423382995648552
129,129,129,05-09,2.0455430827245817,-0.9905155777841178,-0.4752277529522098
130,130,130,05-10,2.1228810308759,-0.8034419998542354,-0.20568164145324627
131,131,131,05-11,2.8807378685056464,1.0297458925453475,-0.005202216180310378
132,132,132,05-12,2.6687360777815097,0.5169325264510143,-0.0989511760962848
133,133,133,05-13,2.708404533041992,0.6128869709885163,0.033435776765429866
134,134,134,05-14,2.058441744474637,-0.9593148689242345,0.2428129953022334
135,135,135,05-15,2.37392303064543,-0.19619386061383,0.17068208486904454
136,136,136,05-16,2.6422319082296992,0.4528213113665858,0.3553994263112738
137,137,137,05-17,2.701820353603135,0.5969604299462142,0.2992957140120092
138,138,138,05-18,3.1269192268886337,1.6252365751043896,1.0098653045652737
139,139,139,05-19,2.569241770211104,0.2762646971929287,1.6510311122899295
140,140,140,05-20,3.820978007272015,3.304102674395352,1.5085935737731473
141,141,141,05-21,3.964306297259156,3.6508009857341066,1.4868403722195362
142,142,142,05-22,2.2889219296476533,-0.40180391973410856,1.256746333919453
143,143,143,05-23,2.647862504745113,0.4664412206245491,1.2428414880943923
144,144,144,05-24,2.556181199608833,0.2446723453038897,0.7307893746445867
145,145,145,05-25,2.534751418638088,0.19283562224256492,0.2511547465028773
146,146,146,05-26,2.5508555162509654,0.23178999369651834,0.10605703795111047
147,147,147,05-27,2.7745939365952643,0.7729932168838504,-0.14625445353197652
148,148,148,05-28,1.929013517619817,-1.2723901710447096,-0.09513754931085908
149,149,149,05-29,2.0220150730907784,-1.0474277282739728,0.1368255658484411
150,150,150,05-30,2.6829744068181505,0.5513737706305943,0.2191478837648979
151,151,151,05-31,3.1101256079294943,1.584614313198366,0.19546715658970906
152,152,152,06-01,2.7550523640956848,0.7257239011952592,0.4457291239881101
153,153,153,06-02,2.715854946170437,0.6309088538327171,0.5598991064611106
154,154,154,06-03,2.5497771959461737,0.2291816333456964,0.5221329871997321
155,155,155,06-04,2.305208636264406,-0.3624078334359698,0.19265621805253186
156,156,156,06-05,2.5892972278503845,0.3247770550623228,0.3481610477041499
157,157,157,06-06,2.292873137388074,-0.3922463016848349,0.7073939014369199
158,158,158,06-07,3.1407751770965886,1.6587528791049675,0.6921939587957818
159,159,159,06-08,3.6069160609575213,2.7863059762293374,0.6888123702729473
160,160,160,06-09,2.512074414327576,0.13798197749886745,0.9540139236087714
161,161,161,06-10,2.2968207563486405,-0.3826973645729776,1.1876347984588336
162,162,162,06-11,3.2471178845725985,1.915986375077268,1.1244203278680065
163,163,163,06-12,2.8723593258542506,1.009478947415539,0.728280964796534
164,164,164,06-13,2.9839744946143583,1.2794660555600053,0.8625707698280755
165,165,165,06-14,2.6243099913798944,0.4094697978005034,0.9484590730346204
166,166,166,06-15,2.8451743024156517,0.9437208076881158,0.9716960354510046
167,167,167,06-16,2.509862872088217,0.13263245466629234,0.9490682233106892
168,168,168,06-17,3.3047561362521387,2.0554081495755723,0.8236556246197635
169,169,169,06-18,2.8162320443391224,0.8737120745736474,1.1927101702956229
170,170,170,06-19,2.672894121990613,0.5269904634144512,1.0973649964624668
171,171,171,06-20,3.539733376156947,2.62379707185566,1.4184967805445303
172,172,172,06-21,2.608674839734156,0.3716497646891793,1.0820956020030832
173,173,173,06-22,3.306415978365606,2.059423159158676,0.898980326487716
174,174,174,06-23,2.4703279762102537,0.03700107832688933,1.080974267290813
175,175,175,06-24,2.362022748502708,-0.2249795785185558,0.7254284691991911
176,176,176,06-25,3.1243219969508957,1.6189541082330323,1.0401359425127226
177,177,177,06-26,2.657817838885241,0.4905222833059291,0.8945644820848638
178,178,178,06-27,3.3892927289074724,2.259894604570368,0.9901966793574584
179,179,179,06-28,2.9453324458818977,1.1859943965915225,1.4565540682972171
180,180,180,06-29,2.707539387766298,0.6107942619624558,1.3809577047310073
181,181,181,06-30,3.518801507905882,2.573164755119999,1.4683317710823136
182,182,182,07-01,2.9368085796973995,1.1653759268357726,1.0008219930328568
183,183,183,07-02,2.8745453240177437,1.0147666814137657,0.735628341635347
184,184,184,07-03,2.2296555195766654,-0.5451640637263734,0.7395438274269649
185,185,185,07-04,2.28753138956619,-0.4051675117935359,0.3764862488348148
186,186,186,07-05,2.7172515761092035,0.634287176712164,0.26906447781345416
187,187,187,07-06,2.6182533332312063,0.394819283567098,0.17066193135988286
188,188,188,07-07,2.6703536548649915,0.520845300707609,0.7161213183326919
189,189,189,07-08,2.630462184545112,0.4243514026923373,1.2359789355442092
190,190,190,07-09,3.582643266595566,2.727592258110481,1.0737617272159108
191,191,191,07-10,3.5770150854745846,2.7139781914755687,0.8743449288303604
192,192,192,07-11,2.3148790063715023,-0.3390160732576275,0.7232523782902791
193,193,193,07-12,2.12360883501701,-0.8016815067462044,0.5363149368767928
194,194,194,07-13,2.295575303939381,-0.3857100025328788,0.05377519141510841
195,195,195,07-14,2.1667721762106904,-0.6972732457885796,-0.3105245066183773
196,196,196,07-15,2.385724891640872,-0.1676462146596258,-0.3310240322560445
197,197,197,07-16,2.6733858887759085,0.5281800032746542,-0.13493222656096862
198,198,198,07-17,2.2640308448587074,-0.4620132270836305,0.04904838523027282
199,199,199,07-18,2.6100058367601933,0.3748693274242508,0.28334082365841984
200,200,200,07-19,2.751931027917415,0.7181736682145698,0.2963684556225982
201,201,201,07-20,2.7479241482607475,0.7084813847803026,0.40943838034332414
202,202,202,07-21,2.4180393532509785,-0.0894804228745557,0.7686022047117632
203,203,203,07-22,2.9538508076262606,1.2065995515990098,0.6168413900107041
204,204,204,07-23,3.1549207353780373,1.6929697191270043,0.3807187383121137
205,205,205,07-24,2.233569886308075,-0.535695560782104,-0.022011278119797344
206,206,206,07-25,2.1662392932590286,-0.6985622419769729,-0.003769859386569027
207,207,207,07-26,1.748970256178845,-1.7078987138111636,-0.3043327298155294
208,208,208,07-27,2.463286381029289,0.019968089524814204,-0.7133362599329734
209,209,209,07-28,2.2083179767475345,-0.5967776709747524,-0.4789436495271204
210,210,210,07-29,2.140405671648896,-0.76105146157766,-0.42844969671013816
211,211,211,07-30,2.814970330493121,0.8706601016530143,-0.2563304159193945
212,212,212,07-31,2.291487297219648,-0.3955985250750797,-0.22021808864843465
213,213,213,08-01,2.1759044762094017,-0.6751830290667015,-0.022528084228390272
214,214,214,08-02,2.5528614025265006,0.2366420531505733,0.03138075409950536
215,215,215,08-03,2.6986792393391448,0.5893623555455139,-0.04785187314874415
216,216,216,08-04,2.27412414722314,-0.4375984316102862,-0.06525166323285944
217,217,217,08-05,2.618437322919559,0.3952643381635172,0.055809156045477946
218,218,218,08-06,2.2483278918693053,-0.4999972655797714,0.16330722029237751
219,219,219,08-07,2.4761904535700316,0.05118188660332284,0.13488998947157185
220,220,220,08-08,2.8195055693112883,0.8816304386319709,0.16437419159115313
221,221,221,08-09,2.628191562303944,0.4188589706206797,0.15423470159043887
222,222,222,08-10,2.3472583991054177,-0.26069321889279834,-0.029328716759345508
223,223,223,08-11,2.5932867689835044,0.3344273981592318,-0.024835260645312503
224,224,224,08-12,1.7930069976657863,-1.6013777756784775,-0.06302739760559553
225,225,225,08-13,2.4873362715892138,0.07814262328752085,-0.21695202057810173
226,226,226,08-14,2.7247716723909177,0.6524776168702727,-0.02388872190583989
227,227,227,08-15,2.246388381682017,-0.5046887672143575,-0.2279810061199005
228,228,228,08-16,2.826143323888355,0.8976865731407727,-0.04060755197927531
229,229,229,08-17,2.087044936140158,-0.8901263071251319,-0.03034277392340785
230,230,230,08-18,2.2577785161757635,-0.4771370508347267,-0.23058578801729376
231,231,231,08-19,2.512797596973188,0.1397312916227256,-0.15097797166364454
232,232,232,08-20,2.228077782862776,-0.5489804676930425,-0.17154906015842272
233,233,233,08-21,2.443852029142882,-0.02704186909246234,-0.15566102315203806
234,234,234,08-22,2.7751176538916558,0.7742600421721038,-0.11016578231913897
235,235,235,08-23,2.1264545052248915,-0.7947980850868237,-0.05531866858556763
236,236,236,08-24,2.370627437405631,-0.20416560583733245,0.21695920241109512
237,237,237,08-25,2.648843422956146,0.4688139740241536,0.3440153022620703
238,238,238,08-26,2.903450930783762,1.084686758286934,0.24375556251845165
239,239,239,08-27,2.759009033290193,0.7352947300133884,0.6832624893001257
240,240,240,08-28,2.526427829072156,0.1727016037103917,0.7616863893852037
241,241,241,08-29,3.216631887569915,1.8422434756032204,0.9834762866886184
242,242,242,08-30,2.565154433223625,0.2663777946731363,0.7976397403122553
243,243,243,08-31,3.1989833978669804,1.7995533578446412,0.8271441355677568
244,244,244,09-01,2.44249164362044,-0.0303325199712442,0.7907151589980693
245,245,245,09-02,2.8321933733479177,0.9123211015463972,0.4909830108867772
246,246,246,09-03,2.4360673730742044,-0.045872255707733296,0.3776841043421418
247,247,247,09-04,2.4731596264491285,0.04385058693546861,0.09950091476604428
248,248,248,09-05,2.2841215351443167,-0.4134156445946762,0.07858152431233634
249,249,249,09-06,2.508962369881888,0.1304542203880562,0.4433697773975519
250,250,250,09-07,2.3906020261073,-0.15584886269349188,0.3558854027184542
251,251,251,09-08,3.737034409121181,3.10105062005769,0.3324065865737515
252,252,252,09-09,2.2190662730411965,-0.5707785037823192,0.2279414491027891
253,253,253,09-10,2.414921467354296,-0.09702230993274777,0.2767338609463947
254,254,254,09-11,2.0250004083208037,-1.0402064694204505,0.14790415300890855
255,255,255,09-12,2.6299897771436296,0.4232086914496896,-0.4115712092720224
256,256,256,09-13,2.0710456659925702,-0.9288271103184086,-0.5923073052639035
257,257,257,09-14,2.349280658789639,-0.25580155362789553,-0.4946529296522771
258,258,258,09-15,1.7707584261854288,-1.655195079733606,-0.609650151588987
259,259,259,09-16,2.65714880233258,0.4889039437370102,-0.5690251603693884
260,260,260,09-17,1.7397549144535622,-1.7301898010407102,-0.3845019362243681
261,261,261,09-18,2.7307582608393886,0.6669586387672818,-0.39390267875563456
262,262,262,09-19,2.528747315778423,0.17831223455171305,-0.2425499062225527
263,263,263,09-20,2.3259625350916098,-0.3122060088154943,-0.009624391645953486
264,264,264,09-21,2.146182246189844,-0.7470784445351148,0.2708338626424856
265,265,265,09-22,3.2349101805704814,1.886457031196605,0.41184400295867096
266,266,266,09-23,2.435419139261348,-0.047440275310075816,0.39869825023326255
267,267,267,09-24,3.0805276416763983,1.5130194806643944,0.5085068432922325
268,268,268,09-25,2.4961398608741687,0.09943771819926288,0.7076986062388659
269,269,269,09-26,2.598337865821004,0.3466455495383255,0.3601271826567894
270,270,270,09-27,2.6402685540075206,0.4480721331446854,0.12127371562704793
271,271,271,09-28,2.3727747245646458,-0.198971510295854,-0.2330451443561497
272,272,272,09-29,1.8429537386423769,-1.4805610774885247,-0.2661048063127733
273,273,273,09-30,2.2016554698076813,-0.6128936792347912,-0.3037659952296483
274,274,274,10-01,2.4141368399047485,-0.09892025354047868,-0.6361600022313872
275,275,275,10-02,2.504920961905413,0.12067841603707533,-0.7472787784774355
276,276,276,10-03,1.815780004728441,-1.546291908865748,-0.3741614233461523
277,277,277,10-04,2.0971495427174545,-0.8656841677721437,-0.08495894370617803
278,278,278,10-05,2.76845474155736,0.7581430532991742,0.25339577508953776
279,279,279,10-06,2.9190093566514577,1.1223211986050543,0.04474147796673337
280,280,280,10-07,3.2534106696526814,1.931208059233816,0.20299769563134706
281,281,281,10-08,1.9873632589630517,-1.1312473666997511,0.3374020104997846
282,282,282,10-09,2.208327513312159,-0.5967546028780659,0.24580289528701385
283,283,283,10-10,2.4305334673624825,-0.059258278561518815,0.1787470802123449
284,284,284,10-11,2.541247210656751,0.20854836202254987,-0.0321264714092984
285,285,285,10-12,2.7526803900424093,0.7199863081570409,0.04977806317663395
286,286,286,10-13,2.7303482046397485,0.6659667495039563,-0.0413037726714249
287,287,287,10-14,2.1905238138396634,-0.6398201591841569,0.03824938838255
288,288,288,10-15,1.982403070866816,-1.143245617966419,-0.0588182450228223
289,289,289,10-16,2.6278615447836065,0.4180606877623305,-0.04535229325141122
290,290,290,10-17,2.3004752636224284,-0.3738574384096839,-0.16870579914611827
291,291,291,10-18,2.7860820844376235,0.8007820187855074,-0.034189463719363856
292,292,292,10-19,2.424375320107316,-0.07415428586428599,0.148604590919694
293,293,293,10-20,2.5241856004968537,0.16727785337636947,-0.14360633363276762
294,294,294,10-21,2.4358155926076464,-0.04648129013207193,-0.1782668358628746
295,295,295,10-22,1.9030453441518749,-1.335204859552439,-0.38305360012404094
296,296,296,10-23,2.2145014295609866,-0.5818204517903258,-0.4548220363887139
297,297,297,10-24,2.278117624728329,-0.42793856678149056,-0.7412346941045659
298,298,298,10-25,2.2463569062567355,-0.5047649034523243,-0.8000900993272944
299,299,299,10-26,1.8137517428428769,-1.5511980929187426,-0.4171548648279697
300,300,300,10-27,2.2898273778770903,-0.399613721468443,-0.2886417333930727
301,301,301,10-28,2.852899160134004,0.9624065474435092,-0.27045496721441736
302,302,302,10-29,2.53327253574256,0.18925833681905616,-0.1416912146013616
303,303,303,10-30,2.323229089276,-0.31881796970955856,0.04395463620378252
304,304,304,10-31,2.5657496671229483,0.2678176122260104,0.22480855094401606
305,305,305,11-01,2.2742380181240462,-0.4373229880878778,-0.034701125640921704
306,306,306,11-02,2.738427468897496,0.685509766972958,0.08224930406556265
307,307,307,11-03,2.2091969505142046,-0.5946515120661173,0.2706686239968343
308,308,308,11-04,2.8233628746028505,0.8909609150579623,0.16937961077135144
309,309,309,11-05,2.7905948313589257,0.8116979498780713,0.2796570849823449
310,310,310,11-06,2.3145067752143977,-0.3399164671268868,0.1596039304533821
311,311,311,11-07,2.5477763876949138,0.2243418571780835,0.2490960056854257
312,312,312,11-08,2.4406409591261453,-0.034809160200819304,0.1586148476849979
313,313,313,11-09,2.4311780624650465,-0.05769906067385535,-0.14683397675139573
314,314,314,11-10,2.598928386840038,0.34807396705539523,-0.09306428396707084
315,315,315,11-11,2.032942608894984,-1.0209949967402905,-0.11750772594658135
316,316,316,11-12,2.4478801064570934,-0.017298310420937425,-0.22888455500138746
317,317,317,11-13,2.4871455171239885,0.07768120530102048,-0.1852318953700344
318,318,318,11-14,2.1643756887651766,-0.7030701345296558,-0.2594391321537034
319,319,319,11-15,2.539456542983618,0.2042168971142628,-0.2334921382266421
320,320,320,11-16,2.4148606367814267,-0.09716945364661876,-0.25160178793508026
321,321,321,11-17,2.0973029731929,-0.865313033177923,-0.2567193029118359
322,322,322,11-18,2.402959925883608,-0.12595620867156626,-0.2604496344807368
323,323,323,11-19,2.4744517488543414,0.0469761154404866,-0.032998571204865816
324,324,324,11-20,2.155122767235948,-0.7254521239430614,-0.09805624478798797
325,325,325,11-21,3.1036387882770056,1.568923276769489,0.17578709663476033
326,326,326,11-22,2.2534879712636045,-0.4875154951453517,0.2089182774252732
327,327,327,11-23,2.7765592008727094,0.7777470153585668,0.2710490767283297
328,328,328,11-24,2.4851403461392896,0.07283087607151083,0.6225463097814513
329,329,329,11-25,2.628564432909619,0.4197609112588261,0.4773235783725237
330,330,330,11-26,3.026996019012304,1.3835312743756685,0.7974889072786359
331,331,331,11-27,2.743420262613076,0.6975868883159227,0.8195249856772685
332,332,332,11-28,3.047643828465563,1.4334764782913214,0.6889339183961954
333,333,333,11-29,2.831218713162272,0.9099634857503616,0.7190779417749148
334,334,334,11-30,2.161215012519134,-0.7107155276149273,0.4507003456014472
335,335,335,12-01,2.703335342075936,0.6006250515311422,0.5641556866332739
336,336,336,12-02,2.3612973293036426,-0.2267343026651372,0.4855099759134725
337,337,337,12-03,3.0248411894795604,1.3783189345068827,0.30064221473346703
338,338,338,12-04,2.852566641234411,0.9616022139725134,0.3617053249262067
339,339,339,12-05,2.3726624545863566,-0.19924308132967108,0.12117567534834045
340,340,340,12-06,2.312679341227736,-0.3443368664584889,0.25161315676689544
341,341,341,12-07,2.106712245203967,-0.8425528459360554,-0.2679912014050723
342,342,342,12-08,2.684841700023416,0.5558905858461929,-0.3184532283245036
343,343,343,12-09,1.7359856913536515,-1.7393072145249242,-0.4451708137103447
344,344,344,12-10,2.7273978280425832,0.6588300524559263,-0.3197423710665365
345,345,345,12-11,2.05834512051248,-0.9595485936447176,-0.13361904051767404
346,346,346,12-12,2.623799014071857,0.40823378940436,0.2556844871286213
347,347,347,12-13,2.568382887750839,0.2741871373571197,1.0347729565640609
348,348,348,12-14,3.6504917838910313,2.8917117517239648,1.093347631313563
349,349,349,12-15,3.668479985456625,2.9352236020877136,1.236540866008186
350,350,350,12-16,2.8726897033213645,1.0102781009529394,0.8211301337066721
351,351,351,12-17,2.413529569849832,-0.1003891854769798,0.7052513951361079
352,352,352,12-18,1.593391170321402,-2.0842306044047243,0.2598593377944484
353,353,353,12-19,2.2809508310837208,-0.4210852940662647,-0.3469854161727601
354,354,354,12-20,2.5457165969661704,0.2193594076740069,-0.3032552172123593
355,355,355,12-21,2.1632285660667847,-0.7058449217155377,-0.053171451062433976
356,356,356,12-22,2.9811605166966424,1.2726592947153446,0.06880484718503961
357,357,357,12-23,3.0338512279058443,1.4001134114225722,-0.0873195331907302
358,358,358,12-24,1.8959479525439096,-1.3523728149198828,-0.08467909011242684
359,359,359,12-25,1.8936912500695533,-1.3578315763208837,-0.06594585933697274
360,360,360,12-26,2.5522660985733787,0.23520206614382705,-0.4772953130677269
361,361,361,12-27,2.2096955117397363,-0.5934455370628131,-0.9786439587932808
362,362,362,12-28,1.9608264937928024,-1.1954374276691806,-0.893965416678414
363,363,363,12-29,1.7902782124780097,-1.607978462930752,
364,364,364,12-30,2.105989309706492,-0.8443015622306809,
365,365,365,12-31,,,
