,unnamed: 0,unnamed: 0,mth_day,directorial debut,directorial debut_norm,directorial debut_ravg
33,33,33,02-03,5.071678822974541,-1.1654950195483176,-0.6251379726537482
34,34,34,02-04,5.566189325178443,-0.5280187671994002,-0.3584310537004176
35,35,35,02-05,5.389060637667283,-0.7563563482919421,-0.15153776840811095
36,36,36,02-06,7.39258003085129,1.8263916996932728,-0.3900704995513365
37,37,37,02-07,6.0943031322607215,0.15277569328652346,-0.4274184833072561
38,38,38,02-08,4.525389022080158,-1.8697202552481544,-0.44593519579725976
39,39,39,02-09,4.897846745603281,-1.3895829220838356,-0.2846989869301089
40,40,40,02-10,5.480005326083352,-0.6391190421394221,-0.6587782262158911
41,41,41,02-11,6.139516815382656,0.21106090491096294,-0.7917946097610926
42,42,42,02-12,5.6514694078125975,-0.41808373602141896,-0.5581171685488426
43,43,43,02-13,5.475193023742217,-0.6453226079846859,-0.4451819566456116
44,44,44,02-14,5.613014938011633,-0.4676556079746546,-0.5237247976821614
45,45,45,02-15,5.423491252193023,-0.7119716506644499,-0.7509475927618584
46,46,46,02-16,5.1144363221646305,-1.1103760883587206,-0.7777223803001312
47,47,47,02-17,5.08193333904446,-1.1522758655672192,-0.8414453285966448
48,48,48,02-18,5.526849107842202,-0.5787324612510557,-0.8084825867605812
49,49,49,02-19,5.17860157851196,-1.0276602977637677,-0.7304887764454414
50,50,50,02-20,5.766436389800375,-0.269879156958273,-0.395666071390014
51,51,51,02-21,5.786504853082037,-0.2440087887736113,-0.22464179266049766
52,52,52,02-22,6.672831729831708,0.8985601419738433,-0.05674335714481225
53,53,53,02-23,5.877947010003639,-0.1261301931901208,0.30668716769819154
54,54,54,02-24,6.308313885802276,0.4286581518430566,0.41322929868156416
55,55,55,02-25,6.870148932887508,1.1529228512942549,0.5088929624014386
56,56,56,02-26,6.262325005299332,0.3693736289419625,0.3753160165545147
57,57,57,02-27,6.2317608407157925,0.3299731935456348,0.1556693325361722
58,58,58,02-28,6.05111254581287,0.09709846689230046,-0.2247647636699389
59,59,59,02-29,4.8556257082662855,-1.4440102973001758,-0.6224120446810075
60,60,60,03-01,4.537625281069112,-1.8539464253936104,-1.000949700878641
61,61,61,03-02,5.019343455115731,-1.2329608347721568,-1.2051208024167674
62,62,62,03-03,4.500463171736416,-1.9018523082438392,-1.3515350132174804
63,63,63,03-04,5.28146893335344,-0.8950534156831231,-1.1989467380510304
64,64,64,03-05,5.369643725795845,-0.7813867979119786,-0.9729040066749484
65,65,65,03-06,5.565831030942566,-0.5284806463014761,-0.9817091699957784
66,66,66,03-07,5.589716280855682,-0.4976900371371199,-0.8924616879370045
67,67,67,03-08,4.978360792124977,-1.285791814697135,-1.0305259309790322
68,68,68,03-09,4.915855748423289,-1.366367415891196,-1.0257946386568124
69,69,69,03-10,4.6388641187124815,-1.723438873935289,-0.9318788653618292
70,70,70,03-11,5.391665004866681,-0.7529990439786597,-1.006797316097162
71,71,71,03-12,6.002951655083561,0.03501399346842452,-0.6964459398545505
72,72,72,03-13,5.2410166024508165,-0.9472007415491176,-0.4980036121992594
73,73,73,03-14,6.422857094786344,0.5763164427585332,-0.3404963912593508
74,74,74,03-15,5.839483708640553,-0.17571344995944946,-0.19058275325847554
75,75,75,03-16,5.3719641327826855,-0.7783955482958369,-0.4228437147089728
76,76,76,03-17,6.0894215234055125,0.1464827840265915,-0.20953990510341314
77,77,77,03-18,4.9219185882105245,-1.3585517752345593,-0.2889432916601741
78,78,78,03-19,6.233815693755476,0.33262211608424075,-0.13779174568314645
79,79,79,03-20,6.053282776513079,0.09989612341796747,0.09382581127066056
80,80,80,03-21,6.543001933527317,0.7311958259027166,0.012359803176942866
81,81,81,03-22,6.450002544282071,0.6113097934270052,0.3628516542469911
82,82,82,03-23,5.710246960338763,-0.3423132645357147,0.13770170320412847
83,83,83,03-24,6.55324431040692,0.7443993311857293,0.2207921443241145
84,84,84,03-25,5.185880041710673,-1.0182775901729344,-0.009685293163089637
85,85,85,03-26,6.440018084206692,0.5984387701378836,0.10731063166123933
86,86,86,03-27,5.47027008252732,-0.6516687990205082,0.20096248148704626
87,87,87,03-28,6.994547191969013,1.3132853423729791,0.11837587234442384
88,88,88,03-29,6.146139181757567,0.21959783441912686,0.3142427823422162
89,89,89,03-30,6.168854033166454,0.24887967632999505,0.2739283172269189
90,90,90,03-31,6.0975210040640775,0.15692386981381978,0.28616529158984955
91,91,91,04-01,6.25237884603784,0.3565519794460997,0.08839551944981427
92,92,92,04-02,5.527225732078548,-0.5782469528429244,0.15126468339553004
93,93,93,04-03,6.074049567331,0.12666670953276726,0.07786141528425815
94,94,94,04-04,6.4387567817517315,0.5968128180934213,0.14680498028741729
95,95,95,04-05,5.827206605422792,-0.1915399323376362,-0.01658826993696834
96,96,96,04-06,6.4184112348246645,0.5705852598327745,0.17446437088183642
97,97,97,04-07,5.49188295687367,-0.6238075219002139,-0.1270151564234317
98,98,98,04-08,6.4164592087192815,0.5680688920699042,-0.1257912410716081
99,99,99,04-09,4.6708463085185645,-1.6822104542988414,-0.10141473833913936
100,100,100,04-10,6.444453360970693,0.6041563102043629,-0.4474974436621135
101,101,101,04-11,5.940664352880435,-0.0452809159428238,-0.4934992179521635
102,102,102,04-12,4.807607395942118,-1.5059109721050703,-0.6151628805175825
103,103,103,04-13,5.277772764477119,-0.8998181676405136,-0.43269434981274496
104,104,104,04-14,5.850189089760297,-0.1619130833226099,-0.5639883396898778
105,105,105,04-15,5.520125989975962,-0.5873992700698172,-0.679594123700352
106,106,106,04-16,5.833359944098199,-0.18360762905843464,-0.5825510112363584
107,107,107,04-17,5.4025899625195715,-0.738915620005669,-0.36697136785344703
108,108,108,04-18,5.259283875840851,-0.923652297321109,-0.32988081942018194
109,109,109,04-19,6.281164473467761,0.3936596926569551,-0.2493155686463593
110,110,110,04-20,6.022822962772835,0.06063020727698005,-0.20225722166040447
111,111,111,04-21,5.8951080772949425,-0.10400776542688137,-0.02252767357401788
112,112,112,04-22,6.052387837750679,0.09874245285729397,0.4308225194269945
113,113,113,04-23,6.239121351015272,0.3394616685126509,0.4233680468170478
114,114,114,04-24,7.369352423076335,1.7964488606849656,0.4283384093219685
115,115,115,04-25,6.246468451643323,0.34893285699727483,0.5910634621466596
116,116,116,04-26,6.0459569676809775,0.0904523823065044,0.7432528246318738
117,117,117,04-27,6.6524939152487965,0.8723425515212652,0.5540802371704335
118,118,118,04-28,6.760736465283199,1.0118786277685792,0.24966691566236265
119,119,119,04-29,5.358638375681793,-0.7955738562559903,0.2538404168926554
120,120,120,04-30,5.952494142236849,-0.030031068363459805,0.2849324244291032
121,121,121,05-01,6.2658935535046325,0.3739738643790317,0.14130634649089527
122,122,122,05-02,6.190671292690475,0.2770044275251913,0.027075278789468138
123,123,123,05-03,5.984002152591647,0.010586083892017305,0.12039488846581535
124,124,124,05-04,6.229060540589438,0.3264922215600162,0.12930030724211442
125,125,125,05-05,5.792984221913544,-0.2356561981979071,0.04329388927969429
126,126,126,05-06,5.993943433204256,0.0234014442943345,-0.11156734239769682
127,127,127,05-07,5.865586152725638,-0.14206464339548908,-0.2256686641989649
128,128,128,05-08,5.4698867442478525,-0.6521629625391553,-0.3393464114092785
129,129,129,05-09,5.452930115901654,-0.6740218469155907,-0.3227298743654896
130,130,130,05-10,5.699959985186049,-0.3555742617018659,-0.2885306236504772
131,131,131,05-11,5.870324063654814,-0.13595697593517314,-0.30438219955017703
132,132,132,05-12,6.153120079397075,0.22859694858440885,-0.15808753951264684
133,133,133,05-13,5.7918067383866685,-0.2371740987936881,0.046697339111160766
134,134,134,05-14,6.150799128403407,0.2256049976860256,0.2672632550572516
135,135,135,05-15,6.406078781115893,0.554687424827255,0.4932951755463504
136,136,136,05-16,6.72655975069887,0.9678212339746788,0.6864213037812593
137,137,137,05-17,6.922364745358492,1.22023454699942,0.7544068909783562
138,138,138,05-18,7.052004374869157,1.3873537179938622,0.7857953097254392
139,139,139,05-19,6.108238166948143,0.17073942438889314,0.8325740185487782
140,140,140,05-20,6.296893066749935,0.41393551016852376,0.6501185322740496
141,141,141,05-21,6.6238051297361835,0.8353596777672886,0.3695436051071517
142,142,142,05-22,5.87734078310487,-0.12691168367369318,0.329772219643959
143,143,143,05-23,5.616459645729615,-0.4632150160019666,0.40235228854212574
144,144,144,05-24,6.866892841133307,1.1487254052147058,0.4516664783270275
145,145,145,05-25,6.446054104610847,0.6062198377778936,0.3370362423477354
146,146,146,05-26,6.526420532280959,0.7098206488779348,0.6442768990325856
147,147,147,05-27,6.0902713202522945,0.14757826189153564,0.6186353958591796
148,148,148,05-28,7.3073585841587905,1.7165322564354075,0.4970184713660884
149,149,149,05-29,5.4971140930303095,-0.6170640350424026,0.4300728028142304
150,150,150,05-30,6.300840259384849,0.4190238582561584,0.377060022629949
151,151,151,05-31,6.13446286286054,0.20454582646674585,0.4520351741241759
152,152,152,06-01,6.279678385050615,0.3917439677722468,0.4365163419998595
153,153,153,06-02,6.439234906095152,0.5974291708568966,0.6682321837788492
154,154,154,06-03,7.235127889078277,1.6234192636895095,0.6709172492577237
155,155,155,06-04,6.575609960424697,0.7732310156315355,0.8527058114306135
156,156,156,06-05,6.31333760095812,0.435134251129406,0.8711036250937626
157,157,157,06-06,6.9805777056688685,1.2952771995040853,1.045982336722485
158,158,158,06-07,6.365308982650082,0.5021308497511421,0.7296810665039234
159,159,159,06-08,7.253188610506626,1.6467014406292313,0.5246462695731214
160,160,160,06-09,5.762938460149705,-0.2743883576218598,0.4605840420883269
161,161,161,06-10,5.6212980779733,-0.4569777659532757,0.31131745347392586
162,162,162,06-11,6.0151670181098,0.05076088622063821,0.5141795593490801
163,163,163,06-12,6.285832807241786,0.3996776678176795,0.5011094753482622
164,164,164,06-13,7.309508313854869,1.7193034850020674,0.6958993900682532
165,165,165,06-14,7.192355343893701,1.5682809366243236,0.8918778828408392
166,166,166,06-15,6.669566666588821,0.8943511306980856,1.0114489403656035
167,167,167,06-16,6.5334583900637115,0.7188931906822398,1.0235180588213544
168,168,168,06-17,6.571697337359331,0.7681872313692234,1.0598791099557088
169,169,169,06-18,6.342007189958513,0.4720923785521864,1.0424679383520694
170,170,170,06-19,7.478746822026965,1.937469791808193,0.8186821907894754
171,171,171,06-20,7.111316963104312,1.4638139070024874,0.9180037921325508
172,172,172,06-21,5.627980549407319,-0.448363354677478,0.9645732412239132
173,173,173,06-22,6.99573984552703,1.3148227987406929,0.8576134555771829
174,174,174,06-23,6.788449709602277,1.0476039259173964,0.5919568120298034
175,175,175,06-24,5.844174646824004,-0.16966633532819494,0.28053344323159884
176,176,176,06-25,6.242277230599611,0.34352993052391617,0.363661095863492
177,177,177,06-26,5.661831189148238,-0.4047263057867402,0.2764562776648992
178,178,178,06-27,6.014889053985112,0.050402561113880966,0.2433732057819102
179,179,179,06-28,6.589854622824968,0.7915938895491366,0.4701198945093722
180,180,180,06-29,6.634468194861706,0.8491054946194624,0.3220860462904677
181,181,181,06-30,6.899542138577875,1.190813797036577,0.3029640840935321
182,182,182,07-01,5.553269986585391,-0.5446731587895103,0.09125207410988444
183,183,183,07-02,5.572830121946554,-0.5194580789683542,0.1234656377395294
184,184,184,07-03,5.029498818720554,-1.2198694987880048,-0.05413633651266845
185,185,185,07-04,6.739789107156668,0.9848752713270059,-0.043313104524658114
186,186,186,07-05,5.8078393644739545,-0.21650635089372453,-0.05020795919177495
187,187,187,07-06,6.949917679936212,1.2557531889646392,-0.013220931077185638
188,188,188,07-07,5.5211786448468185,-0.5860422867922114,0.17525080506646076
189,189,189,07-08,5.744982171036197,-0.2975359102808183,0.05259186561657455
190,190,190,07-09,5.906719758778001,-0.08903908192612646,0.3909606046973124
191,191,191,07-10,6.168886581545768,0.24892163462768901,0.2009306348024696
192,192,192,07-11,7.3827393969978194,1.8137060835907024,0.3195574973252033
193,193,193,07-12,6.065444112487402,0.11557336959558186,0.21431094744287504
194,194,194,07-13,6.073314312440743,0.12571888834419115,-0.11906201330661925
195,195,195,07-14,5.255123695093615,-0.9290152095747882,-0.4662564762604037
196,196,196,07-15,4.355072026326928,-2.089276846423092,-0.6587496471653561
197,197,197,07-16,4.552908189205125,-1.8342451430950173,-0.5850475883732398
198,198,198,07-17,6.48680113171234,0.658747058160988,-0.4569617887875459
199,199,199,07-18,6.408482228550137,0.55778572234828,-0.3625774755819161
200,200,200,07-19,6.6694755609100405,0.8942336858583543,-0.08278290396874206
201,201,201,07-20,5.694425086649827,-0.3627093303410088,0.10743092875038364
202,202,202,07-21,5.657345046969197,-0.4105094167440485,0.03394303711048064
203,203,203,07-22,5.4382375259213065,-0.6929621467802631,-0.2401530500306853
204,204,204,07-23,6.144759833073999,0.2178197083215701,-0.5957910648687014
205,205,205,07-24,5.132732176325941,-1.0867908004987157,-0.7952880739624953
206,206,206,07-25,5.014197586187113,-1.239594403169742,-0.9812722339102372
207,207,207,07-26,4.7658882278259345,-1.5596913849037723,-1.0608214530656812
208,208,208,07-27,4.7917022563663325,-1.5264143764304998,-1.0786139030949589
209,209,209,07-28,5.067984445877575,-1.1702574617129264,-0.9402298463232472
210,210,210,07-29,6.061946833841518,0.1110650081459046,-0.7345980168952858
211,211,211,07-30,5.776825528751592,-0.2564864598684464,-0.5717343965936379
212,212,212,07-31,5.97128829064715,-0.0058034266019755,-0.016085980924628908
213,213,213,08-01,5.523919012841266,-0.5825096630938851,0.26516017536128084
214,214,214,08-02,7.377906615215665,1.807476117583555,0.2860786366613766
215,215,215,08-03,6.377013707520457,0.5172194760025322,0.5709307926644348
216,216,216,08-04,6.1593095082758405,0.2365757759464789,0.5545431496328037
217,217,217,08-05,7.102638518960083,1.452626476149903,0.7644971999493597
218,218,218,08-06,5.895013810878062,-0.10412928479176213,0.5808758279658875
219,219,219,08-07,6.501127018434134,0.6772146388054509,0.6397405942511113
220,220,220,08-08,6.523261160985791,0.7057478856827215,0.7015334974548936
221,221,221,08-09,6.650993279596079,0.8704080737138751,0.5137071059515866
222,222,222,08-10,6.446917771172018,0.607333195169172,0.7998794760477215
223,223,223,08-11,6.228421264461239,0.3256681271300613,0.746562489719485
224,224,224,08-12,7.226971592191588,1.6129049357850471,0.8515310329785308
225,225,225,08-13,6.252968977208055,0.35731272083603244,0.8026085226083038
226,226,226,08-14,7.0118256857163335,1.3355591452369977,0.6037676600481162
227,227,227,08-15,6.423288842766189,0.576873011492512,0.5622123569040708
228,228,228,08-16,5.521434874129358,-0.5857119801919531,0.2431438612755785
229,229,229,08-17,6.0350066823373245,0.07633630826578823,0.08232419083602613
230,230,230,08-18,5.741902417338671,-0.3015060379859064,-0.18080439311992427
231,231,231,08-19,5.5044515317318226,-0.6076053018012819,-0.07075730026994483
232,232,232,08-20,5.78712266924972,-0.24321235849870465,0.0999124733169756
233,233,233,08-21,6.935490917282403,1.2371555685923887,0.2126947854875776
234,234,234,08-22,6.315798539942902,0.4383066613295695,0.3795104788745312
235,235,235,08-23,6.559939533959932,0.7530301812894004,0.6395448824310725
236,236,236,08-24,6.518327691299684,0.6993881223358152,0.9993123935863268
237,237,237,08-25,6.714753026282129,0.9526011195379658,0.9347307734436872
238,238,238,08-26,7.461620929812272,1.9153927084328213,0.8242514804205238
239,239,239,08-27,6.6349028785072885,0.8496658477365512,0.5003293007847675
240,240,240,08-28,5.8015848373175025,-0.2245690968094108,0.5527002174885878
241,241,241,08-29,5.052279421416769,-1.1905028965251376,0.5272510617169784
242,242,242,08-30,6.762082355646707,1.0136136225587369,0.2308380913724428
243,243,243,08-31,6.596302733381847,0.7999061849083097,0.11644832231245013
244,244,244,09-01,6.0819994024089485,0.1369148863656077,0.009322817135564418
245,245,245,09-02,6.102488295817387,0.16332723337659494,0.3142491255458627
246,246,246,09-03,5.3029809708800775,-0.8673221278707249,0.20225172221160434
247,247,247,09-04,6.471525343298973,0.6390549539366521,0.477657392665462
248,248,248,09-05,6.240802775763223,0.3416292025531868,0.7088699071127976
249,249,249,09-06,7.878148096914512,2.4523402076314555,0.7325779230434991
250,250,250,09-07,7.158152588168073,1.524189973049621,0.6422268316923357
251,251,251,09-08,6.212834645074637,0.3055753289608046,0.5707400222524076
252,252,252,09-09,4.882451766278936,-1.409428675977705,0.6904579563311984
253,253,253,09-10,6.1387978613872765,0.2101340972970825,0.5068217650841219
254,254,254,09-11,6.798016715758398,1.0599368070259316,0.2932589453272868
255,255,255,09-12,7.0234336680541904,1.3505230601489964,0.17696671010649387
256,256,256,09-13,6.164147962638304,0.2428130545086101,0.6392251850217643
257,257,257,09-14,5.67156524315214,-0.3921780823639531,0.8385531733460753
258,258,258,09-15,7.033982930642147,1.3641221735139173,0.9092036164451148
259,259,259,09-16,7.066548031653356,1.4061020272429483,0.5993655454581971
260,260,260,09-17,7.12685142264293,1.4838394656201699,0.960534018458822
261,261,261,09-18,5.581326488176692,-0.50850536577251,1.27127915000657
262,262,262,09-19,7.845166845826439,2.4098238925123603,1.3345893442285213
263,263,263,09-20,7.1178942365181825,1.4722927069225331,1.1382038615342172
264,264,264,09-21,7.328653257487714,1.743983338845626,0.9435329197670344
265,265,265,09-22,6.152493429792884,0.22778913107712426,0.956410814587434
266,266,266,09-23,6.220776962710527,0.315813815017073,0.4654787197199021
267,267,267,09-24,5.641265231414574,-0.4312379968501117,-0.04601937077464505
268,268,268,09-25,5.560177475134604,-0.5357686766928309,-0.02384141527800513
269,269,269,09-26,4.7371827040513965,-1.5966958360447498,-0.1419775170501317
270,270,270,09-27,7.431878108955559,1.8770510718254656,-0.2601315100549787
271,271,271,09-28,5.6026419540666605,-0.4810274795556352,-0.2383797524626714
272,272,272,09-29,5.670842214211914,-0.3931101430120088,-0.4220021008977228
273,273,273,09-30,5.742506391672591,-0.300727451296268,-0.0342394392192397
274,274,274,10-01,4.705527476118387,-1.6375027673031388,-0.5059627988963493
275,275,275,10-02,6.5419813097029325,0.7298801340261485,-0.5476734780187158
276,276,276,10-03,5.236293680807544,-0.9532890862371918,-0.5317610782537437
277,277,277,10-04,5.4085041915627405,-0.7312915542898341,-0.5672729227899473
278,278,278,10-05,5.744904726533444,-0.2976357444221761,-0.41693859726121946
279,279,279,10-06,5.577220422091031,-0.51379851851349,-0.5059706905612092
280,280,280,10-07,5.40524203842656,-0.7354968141307718,-0.5226221800620451
281,281,281,10-08,6.1275912362737035,0.1956875742262099,-0.5011722479488862
282,282,282,10-09,5.15879115670416,-1.0531980232422065,-0.7483938223011669
283,283,283,10-10,5.508340538367188,-0.6025919616108806,-0.7751441557155844
284,284,284,10-11,4.594239134476177,-1.7809651905358612,-0.4459924816593404
285,285,285,10-12,5.4527139411470635,-0.6743005189999944,-0.5998463675773198
286,286,286,10-13,6.937242256841456,1.2394132302066925,-0.5131757773193124
287,287,287,10-14,5.4114952677323185,-0.7274357412816665,-0.3989838652030559
288,288,288,10-15,5.562189874289677,-0.5331744816941618,-0.2167381344144452
289,289,289,10-16,6.039834217701862,0.08255951108665867,1.0043135269248566
290,290,290,10-17,5.442481818259778,-0.6874908058041971,0.8775779989959099
291,291,291,10-18,11.135964428118713,6.652009449035817,0.8377610703981592
292,292,292,10-19,6.347365699097147,0.4790000626330115,1.176987643870813
293,293,293,10-20,5.226171758492193,-0.9663373128681718,1.169104262754436
294,294,294,10-21,7.1410826025200045,1.5021849591417618,1.287895545590273
295,295,295,10-22,6.003141888468639,0.03525922438839667,0.1788261506248987
296,296,296,10-23,5.9953827620939295,0.02525689121082505,0.3620115359309142
297,297,297,10-24,5.9739230677156785,-0.002406920756427902,0.5798443629835411
298,298,298,10-25,7.1999819013506965,1.5781123744691044,0.2838796447805605
299,299,299,10-26,6.2400506627372145,0.34065964944758986,0.3836888551760733
300,300,300,10-27,5.763547415344893,-0.2736033500761222,0.3161378385293822
301,301,301,10-28,6.467692866567616,0.6341144867614731,0.3600455264926539
302,302,302,10-29,5.680973994301379,-0.3800492086693212,0.22303339734980365
303,303,303,10-30,6.1782865659196435,0.26103920702320216,0.4852896395897599
304,304,304,10-31,6.562274034987332,0.756039599612003,0.8368197411825807
305,305,305,11-01,7.4606934607550945,1.9141971028873284,0.745732884656833
306,306,306,11-02,7.399705560260139,1.8355772594808024,0.8487048258141551
307,307,307,11-03,6.04373912398897,0.08759334760698691,0.8609103231503342
308,308,308,11-04,6.160245554429209,0.2377824382746107,0.8192149753978475
309,309,309,11-05,6.235095709116327,0.3342721910402783,0.6439069775651937
310,310,310,11-06,6.368207630656119,0.5058675130970823,0.3574289673175233
311,311,311,11-07,6.6447416909834125,0.8623491158914045,0.4021470292442553
312,312,312,11-08,6.066325210520519,0.11670919799477965,0.4388024427811312
313,313,313,11-09,6.2518744185618225,0.35590171916737884,0.3284356438715694
314,314,314,11-10,6.330854139986597,0.4577149194958661,0.3257529931793435
315,315,315,11-11,5.721405597954051,-0.32792860241709265,0.1905591614041259
316,316,316,11-12,6.355721528441374,0.4897716089437267,0.0615177189584419
317,317,317,11-13,6.0154968894740986,0.051186125240099266,-0.008883275535121684
318,318,318,11-14,5.46571602760146,-0.6575394566793245,-0.11687388768391972
319,319,319,11-15,5.9242007427404575,-0.06650424779400263,-0.4262810707633931
320,320,320,11-16,5.8282237284200225,-0.1902287533969222,-0.5041331430834445
321,321,321,11-17,4.281303938389367,-2.184371700893933,-0.014481173595813343
322,322,322,11-18,5.9933676314413225,0.022659175023419003,0.2165707693608733
323,323,323,11-19,8.294528057561529,2.9890979421658863,0.1715665728458543
324,324,324,11-20,6.541121851040611,0.7287722010607953,0.3352948207792734
325,325,325,11-21,5.714733666237558,-0.3365294268841167,0.8288734561534121
326,326,326,11-22,6.5902788275286035,0.7921407342035928,0.9196872528091716
327,327,327,11-23,6.578611340413689,0.7771001113508991,0.2582576994526624
328,328,328,11-24,6.416050446926367,0.5675419549579752,0.19899361708157315
329,329,329,11-25,5.215977042702984,-0.9794793779731684,0.2604996083846604
330,330,330,11-26,6.265283706218803,0.37318770683425984,0.1511687087564156
331,331,331,11-27,6.001006529288692,0.03250652093440674,-0.1475368730426656
332,332,332,11-28,6.081410195490757,0.13615533643412414,-0.13010393989849933
333,333,333,11-29,5.188319105473559,-1.0151333794435884,0.012992617805756149
334,334,334,11-30,6.497190114409608,0.6721395538229729,-0.16462703715921553
335,335,335,12-01,5.882004211745664,-0.12090003174763544,0.061108439752428335
336,336,336,12-02,5.438572582900566,-0.6925302229555703,0.047497833303809536
337,337,337,12-03,7.051667447007543,1.3869193824042698,0.17613557796228432
338,338,338,12-04,6.018061126670648,0.05449169774241144,0.04746377678953584
339,339,339,12-05,5.78704932150007,-0.2433069114927396,-0.008625723404268863
340,340,340,12-06,5.898301386087949,-0.09989125321351808,-0.15881905231133964
341,341,341,12-07,5.6209418100608755,-0.4574370329104637,-0.538388455824612
342,342,342,12-08,4.739514273840363,-1.5936901963979953,-0.5947992517110217
343,343,343,12-09,5.285003459187204,-0.890497038675364,-0.532142704226523
344,344,344,12-10,5.7555032895679545,-0.2839730775760467,-0.5824369485606948
345,345,345,12-11,6.0786773215903045,0.1326323734142524,-0.5586316968053423
346,346,346,12-12,5.664212364587796,-0.40165671921854906,-0.3121584615478344
347,347,347,12-13,5.731740732755678,-0.3146055223783485,-0.1158873118524843
348,348,348,12-14,5.886696803993336,-0.1148507848529479,-0.01140135061732498
349,349,349,12-15,6.198525910695193,0.2871298594967365,0.07890237574512272
350,350,350,12-16,6.24182168941362,0.3429426898349092,0.1819071295593261
351,351,351,12-17,6.498986071067632,0.6744547315889386,0.3855020865986716
352,352,352,12-18,6.143636647613523,0.21637180366667075,0.4119782858529715
353,353,353,12-19,6.679351038997508,0.9069642198577248,0.3807649274063637
354,354,354,12-20,6.0099273576786025,0.044006410672851486,0.14459499519331798
355,355,355,12-21,6.053246771238363,0.09984970881708932,-0.06502279973620984
356,356,356,12-22,5.142594748609448,-1.0740769034433648,-0.1642228301023235
357,357,357,12-23,5.523343129142896,-0.5832520379882282,-0.4904511707522836
358,358,358,12-24,5.681921030874226,-0.3788283785300112,-0.6908027531719746
359,359,359,12-25,5.16095715398428,-1.0504058240420358,-0.96746451339576
360,360,360,12-26,5.0774129814209035,-1.1581030838452948,-1.1994579984732796
361,361,361,12-27,4.765555076200945,-1.5601208525256238,-1.2002751827869151
362,362,362,12-28,4.062806621058072,-2.466037813908481,-1.3287534537840668
363,363,363,12-29,5.519539634749122,-0.5881551438700429,
364,364,364,12-30,5.083933067441991,-1.1496980045129208,
365,365,365,12-31,,,
