,unnamed: 0,unnamed: 0,mth_day,cars,cars_norm,cars_ravg
46,46,46,02-16,0.39161915223775984,-0.4775634365194853,-0.6209186157204561
47,47,47,02-17,0.22565000301985466,-1.4255073773863194,-0.8061750023503441
48,48,48,02-18,0.4511471742830189,-0.13756514120073762,-0.7345206264412668
49,49,49,02-19,0.2658884082566868,-1.1956830237992595,-0.6350779869384836
50,50,50,02-20,0.44223902961486544,-0.1884446076698604,-0.5879177450005013
51,51,51,02-21,0.4077021464536422,-0.3857043350552398,-0.2418466707548252
52,52,52,02-22,0.4411609757185877,-0.19460198489159147,-0.33943015568416274
53,53,53,02-23,0.5891975881795348,0.6509190680877374,0.07179900448343424
54,54,54,02-24,0.3486357454533962,-0.7230660507767626,0.1614531505941696
55,55,55,02-25,0.6978845479283949,1.2716919372063222,0.23302671180270185
56,56,56,02-26,0.5364206898104031,0.3494802689945517,0.24679949646175536
57,57,57,02-27,0.4828901563020717,0.04373703219595354,0.10460962074542024
58,58,58,02-28,0.4556292828853655,-0.11196527693727,0.3976218390482902
59,59,59,02-29,0.4398271559251132,-0.20222018621027346,0.11953112865849932
60,60,60,03-01,0.6564450144553702,1.035007259040457,0.0182434388636953
61,61,61,03-02,0.4057503196115319,-0.3968523251324229,0.17462718061015578
62,62,62,03-03,0.4300179946080784,-0.2582458697742724,-0.0008607006409011344
63,63,63,03-04,0.6471712416082676,0.9820394826747164,-0.00811644415013258
64,64,64,03-05,0.2712793033539353,-1.1648925644436114,-0.3323607741803269
65,65,65,03-06,0.4322049990110495,-0.2457546472656621,-0.13017498694946125
66,66,66,03-07,0.3158264191534304,-0.9104587211407084,-0.10736431960266377
67,67,67,03-08,0.6181464433315093,0.8162623982527708,-0.24883342486053314
68,68,68,03-09,0.4539805954925486,-0.1213818656934874,-0.17096472129344464
69,69,69,03-10,0.4985579785573132,0.13322485112750027,-0.0427301150348566
70,70,70,03-11,0.3530803588250823,-0.6976803430410804,0.058721535721356924
71,71,71,03-12,0.5669154238589724,0.5236529902858662,0.15224690359065676
72,72,72,03-13,0.42240135530860223,-0.3017488166034273,0.5180523273774594
73,73,73,03-14,0.7163948211081431,1.37741460546857,0.33990904162943064
74,74,74,03-15,0.8382591103781858,2.073450677027328,0.38541380624551097
75,75,75,03-16,0.3114184972028819,-0.9356348633606724,0.30810473419296963
76,76,76,03-17,0.40088310375397995,-0.4246517553445987,0.6555618295415445
77,77,77,03-18,0.485702261167181,0.05979855797061825,0.6496677824842881
78,78,78,03-19,0.7874049553231428,1.782993755488022,0.6713334688330604
79,79,79,03-20,0.7102031260086505,1.3420503231250314,1.762573178559421
80,80,80,03-21,0.8610189089834044,2.2034447951199616,2.1198386029913907
81,81,81,03-22,1.4577655652613313,5.611803394997491,2.7679411028722645
82,82,82,03-23,0.7761903512504494,1.7189407912472237,2.5317946476057203
83,83,83,03-24,1.1665337905898892,3.9484135572558565,2.3193425029563848
84,84,84,03-25,0.5393331575188994,0.3661150238887554,2.1325871568854136
85,85,85,03-26,0.4870221961444273,0.06733745522902393,1.3442201041678858
86,86,86,03-27,0.6648324602091163,1.0829127186941314,1.0234727701187858
87,87,87,03-28,0.6295861548334962,0.8816010786923237,0.2524827462493873
88,88,88,03-29,0.4392453494350817,-0.205543213047377,0.2274723059741321
89,89,89,03-30,0.35660894503361235,-0.6775265859605358,0.3417355765522179
90,90,90,03-31,0.5130596956710171,0.2160523822372241,0.02143355106315259
91,91,91,04-01,0.6070557360224837,0.7529170786975384,0.006240861228152446
92,92,92,04-02,0.3283552549352668,-0.8388994342402601,0.041314954422032604
93,93,93,04-03,0.6136262376007912,0.7904449396823229,0.017828373285751337
94,94,94,04-04,0.4760906763960073,0.00490134611590395,0.13575315455740627
95,95,95,04-05,0.33193629686628684,-0.8184460727782235,0.2116387298166004
96,96,96,04-06,0.6369396517038616,0.9236010698671536,0.31457325788483903
97,97,97,04-07,0.6867735156550815,1.2082305302527028,0.18818208623302052
98,98,98,04-08,0.4364879533710622,-0.22129226583082848,0.28179841890968443
99,99,99,04-09,0.4808523403900065,0.032097909771412164,0.2142327066067771
100,100,100,04-10,0.5744346126821867,0.5665993421758871,0.2028095913944556
101,101,101,04-11,0.2609585313860141,-1.2238403465956675,-0.10433831686224776
102,102,102,04-12,0.6249396717590129,0.8550623785932242,0.2097295767413488
103,103,103,04-13,0.3641147075563096,-0.6346569192875168,0.17964706528539967
104,104,104,04-14,0.7664162045103625,1.6631150957907506,0.2655261795243609
105,105,105,04-15,0.44925066891490106,-0.14839715896428202,0.2535951826782055
106,106,106,04-16,0.6646506027509282,1.0818740276096543,0.07127928623225434
107,107,107,04-17,0.2484250218997853,-1.2954263276725997,0.2871230856886773
108,108,108,04-18,0.4334168638109113,-0.2388330000824828,0.3682170451673195
109,109,109,04-19,0.5908585700276564,0.6604058774510211,0.6819010855687759
110,110,110,04-20,0.8516053905865394,2.149678852662604,0.5878856100212281
111,111,111,04-21,0.7787756823522408,1.7337070834444563,0.959108612304838
112,112,112,04-22,0.5658873669692338,0.5177811743243671,0.9168960555726164
113,113,113,04-23,0.6383947017700153,0.9319116860290608,0.6862951345167329
114,114,114,04-24,0.3890725825187946,-0.4921083404758141,0.17420333484118022
115,115,115,04-25,0.34861235465644524,-0.7231996488842796,-0.03670011627158106
116,116,116,04-26,0.3136530709426277,-0.922871945390712,0.03363786122026935
117,117,117,04-27,0.5572216546976311,0.4682863767678887,-0.12146387268576925
118,118,118,04-28,0.6397773964029713,0.9398090392754695,-0.10004731871385353
119,119,119,04-29,0.4754603654099919,0.0013012825928293756,-0.17674566624019492
120,120,120,04-30,0.4115706676185181,-0.3636090166443195,-0.18090369372233064
121,121,121,05-01,0.2680407579411855,-1.1833897340423278,-0.5415997666143659
122,122,122,05-02,0.3092850640138402,-0.9478201102835268,-0.7659052804702245
123,123,123,05-03,0.17831051177041274,-1.6958900605843226,-0.9066355773106779
124,124,124,05-04,0.4041445048703804,-0.4060240438596826,-0.9507425834130924
125,125,125,05-05,0.3276232204342993,-0.8430804984498897,-0.9260676037231268
126,126,126,05-06,0.3652362676918348,-0.6282510532588065,-0.8499447383046537
127,127,127,05-07,0.29396181852015496,-1.0353398559025329,-0.6567577307684367
128,128,128,05-08,0.3892521169050484,-0.4910829177726885,-0.1701516076133287
129,129,129,05-09,0.3812534194580931,-0.5367680153670206,-0.09093828984506548
130,130,130,05-10,0.9153241270984108,2.5136126950709654,-0.13464162792511114
131,131,131,05-11,0.4108367928194183,-0.3678005918403103,0.10703642229751154
132,132,132,05-12,0.3193259209312771,-0.8904710817390804,0.18336435998578626
133,133,133,05-13,0.5478445555736466,0.4147284454332032,0.1211788102049862
134,134,134,05-14,0.4694345981692637,-0.03311529164304043,-0.00961339942941142
135,135,135,05-15,0.31592751348945985,-0.9098813140518208,0.06836078377899561
136,136,136,05-16,0.77792694048313,1.7288594372645798,0.2463591986820347
137,137,137,05-17,0.4927486546298945,0.10004450741013184,0.2217449954331732
138,138,138,05-18,0.5063132154958392,0.17751940767915395,0.22123097740104405
139,139,139,05-19,0.5219873406323001,0.2670432259400344,0.489940953622053
140,140,140,05-20,0.4688946223428633,-0.03619939983581544,-0.035375468524148336
141,141,141,05-21,0.5982072826854069,0.7023785432742333,-0.06241297933698764
142,142,142,05-22,0.22608215792727984,-1.4230390956126282,0.03243036931452035
143,143,143,05-23,0.4643457556411204,-0.06218055746690401,-0.13786710928062432
144,144,144,05-24,0.6059461317858493,0.7465794995882019,-0.06323113826867025
145,145,145,05-25,0.34308987791602485,-0.7547416456308337,-0.06248050619555751
146,146,146,05-26,0.5472996929965913,0.41161642623590905,0.06216179174232739
147,147,147,05-27,0.5989958215083014,0.7068823357129097,-0.02621581687441189
148,148,148,05-28,0.3570188636974461,-0.6751853079853187,-0.1839779368203288
149,149,149,05-29,0.3715050977940732,-0.5924462091673397,-0.18356157293491426
150,150,150,05-30,0.4402170604931293,-0.1999932200872992,-0.1956225346794572
151,151,151,05-31,0.34352726808340617,-0.7522434623183467,-0.16118908841459084
152,152,152,06-01,0.5346296554140249,0.3392506557686515,-0.08496972389118547
153,153,153,06-02,0.6351681490153126,0.9134830133021078,0.040428355082508666
154,154,154,06-03,0.4370872888765424,-0.2178691208448866,0.2062319422325841
155,155,155,06-04,0.5032357513712811,0.15994226467482509,0.16776383727783525
156,156,156,06-05,0.6143936912635803,0.7948283028131533,0.2394057832159131
157,157,157,06-06,0.3031165325359443,-0.9830520920468396,0.2929667334549462
158,158,158,06-07,0.6098895034053626,0.7691023313971185,0.4531897237236
159,159,159,06-08,0.691433915117553,1.2348487147363068,0.4120529478070878
160,160,160,06-09,0.6054015038862639,0.7434688207670361,0.1927743802055293
161,161,161,06-10,0.4600215775825575,-0.08687839082424811,0.2826229187903043
162,162,162,06-11,0.3840416056332504,-0.5208431027961974,0.12962283042008169
163,163,163,06-12,0.3975024019814586,-0.4439608605381901,-0.1243173012014166
164,164,164,06-13,0.44916294520499306,-0.14889819882421693,-0.20269264114843813
165,165,165,06-14,0.4246698643301432,-0.2887920749926831,-0.20095239195374315
166,166,166,06-15,0.5230682270126776,0.2732167810849071,-0.048603639432690166
167,167,167,06-16,0.4618497089676681,-0.07643689565607804,0.12899421768149336
168,168,168,06-17,0.5440839356715014,0.39324941233012056,0.5095387312409425
169,169,169,06-18,0.5840689106794967,0.6216262821469111,0.9052444403982264
170,170,170,06-19,0.8489248705605081,2.134368882532478,0.8463909769130963
171,171,171,06-20,0.8403586222293499,2.0854421799510194,0.8442204771175209
172,172,172,06-21,0.4612426769434066,-0.0799039998258732,0.9024048303966836
173,173,173,06-22,0.4595695994237226,-0.08945989442953098,0.8699549376106118
174,174,174,06-23,0.6052065856208609,0.7423555320050963,0.4646542630428514
175,175,175,06-24,0.5499803056529694,0.4269269254304812,0.12436672139446665
176,176,176,06-25,0.4231566036694777,-0.29743516487408395,0.3215153758707717
177,177,177,06-26,0.4828866367539846,0.04371693006071056,0.5708693473956621
178,178,178,06-27,0.6683472938449053,1.1029879270319571,0.73852648605293
179,179,179,06-28,0.7215158900677525,1.406663934719811,1.0617796978820744
180,180,180,06-29,0.7813303718300546,1.7482983639487044,1.2887393921754162
181,181,181,06-30,0.8895577315090523,2.3664461964053483,1.1089474228990397
182,182,182,07-01,0.6615777111508538,1.064323000885967,0.9729754784453576
183,183,183,07-02,0.2940152137262139,-1.035034885597549,0.8658647033028428
184,184,184,07-03,0.5255087969744323,0.28715626030986513,0.6927908256749276
185,185,185,07-04,0.6089960450257503,0.7639992838647233,0.3365265290412334
186,186,186,07-05,0.5995163025583096,0.709855098181213,0.003091795646752216
187,187,187,07-06,0.5153021685380603,0.2288604166031833,0.15910758703118744
188,188,188,07-07,0.3113045991950373,-0.9362853994809204,0.1366459279764992
189,189,189,07-08,0.4579097672603902,-0.09894013729093752,-0.14064407600467296
190,190,190,07-09,0.5019128292218226,0.15238630598173547,0.10706476557109312
191,191,191,07-10,0.3177029586098961,-0.8997407400223096,0.08102781436238589
192,192,192,07-11,0.8597343845631702,2.196108147635809,0.4312073164777858
193,193,193,07-12,0.48795035718694396,0.07263870935094012,0.2917944941583909
194,194,194,07-13,0.6791680869018933,1.164791613211479,0.24120281931689225
195,195,195,07-14,0.3114566289708505,-0.9354170712073068,0.3186158505514557
196,196,196,07-15,0.4487662862525776,-0.1511637430672567,0.14542389862520064
197,197,197,07-16,0.39902533039887,-0.4352625526149286,0.1557161375509528
198,198,198,07-17,0.677796278267746,1.1569564360782791,0.011884925026811191
199,199,199,07-18,0.4987623518487325,0.13439214290545318,-0.007712250135679758
200,200,200,07-19,0.5280734307023981,0.3018043380666294,-0.06844182858042336
201,201,201,07-20,0.2908698008985998,-1.0530001221822525,-0.2520826163762328
202,202,202,07-21,0.3849698778429032,-0.5155412137357183,-0.5265135532309073
203,203,203,07-22,0.20611072438763992,-1.5371072793897849,-0.7626759712664101
204,204,204,07-23,0.3895066412211094,-0.4896291850497681,-1.1217029971812562
205,205,205,07-24,0.2506737851593117,-1.2825823653075632,-1.0781083510716158
206,206,206,07-25,0.15091562124691746,-1.8523578174224475,-0.8204176398445124
207,207,207,07-26,0.33666596676884986,-0.7914322455244103,-0.40092694342735785
208,208,208,07-27,0.6556739116570334,1.0306030536269009,-0.1619692813251228
209,209,209,07-28,0.6467856060194568,0.9798368991131424,0.011106868263998352
210,210,210,07-29,0.6405316111699111,0.9441167875636421,0.09929080967382856
211,211,211,07-30,0.4324902411257893,-0.2441254677728362,0.0738255015556873
212,212,212,07-31,0.2435528317369445,-1.3232541689634658,-0.2635522296234209
213,213,213,08-01,0.30991466635497794,-0.9442240942332578,-0.4855707207527202
214,214,214,08-02,0.301258681420989,-0.9936633334477479,-0.4202484981041967
215,215,215,08-03,0.4135552313434343,-0.3522740476626537,-0.00033887392367785063
216,216,216,08-04,0.7091525912760819,1.3360501234547832,0.11616487740014382
217,217,217,08-05,0.8736052062781934,2.275332277310277,0.27634007216924944
218,218,218,08-06,0.3659399961312495,-0.624231661020536,0.3568925472736041
219,219,219,08-07,0.4781786722032429,0.01682707438137561,0.3199580882091988
220,220,220,08-08,0.3858790382845453,-0.5103484828216196,-0.04591673962666784
221,221,221,08-09,0.3747555904566277,-0.5738808020490858,-0.4225443813316019
222,222,222,08-10,0.3248011674526129,-0.8591988435604165,-0.38812425574403897
223,223,223,08-11,0.4779579539192374,0.01556642708067288,-0.4584859816539033
224,224,224,08-12,0.4020983302697684,-0.4177109074951592,-0.6791271506717598
225,225,225,08-13,0.40426369506175736,-0.4053432810778104,-0.2963353778797087
226,226,226,08-14,0.15409554017482796,-1.834195496928758,-0.2947438425320184
227,227,227,08-15,0.7768782611273095,1.7228698347032203,-0.2627670472442432
228,228,228,08-16,0.3264730749751074,-0.8496496314742746,-0.3980119644220543
229,229,229,08-17,0.511549570130893,0.20742719880732408,-0.331367343350213
230,230,230,08-18,0.2600235753880305,-1.2291804105620256,0.07514660187330573
231,231,231,08-19,0.4742738544122901,-0.005475554646762742,-0.3814045306007559
232,232,232,08-20,0.5811383476151011,0.6048881744123543,-0.207485261851146
233,233,233,08-21,0.2972713998065786,-1.0164369601411498,-0.19931828100113388
234,234,234,08-22,0.5091752274288331,0.1938659810233856,-0.15253406392728866
235,235,235,08-23,0.5201289816651823,0.2564290839073966,-0.3365987974319878
236,236,236,08-24,0.30917038483419795,-0.9484751081189542,-0.4217501643620391
237,237,237,08-25,0.2809138935298341,-1.1098639556749574,-0.3660007163342285
238,238,238,08-26,0.4916868559296391,0.09397997283204644,-0.5841542333134709
239,239,239,08-27,0.35583618234054915,-0.6819402719742867,-0.7366860591466609
240,240,240,08-28,0.2800050072225838,-1.1150551208520691,-0.7168032949606359
241,241,241,08-29,0.3598943331539712,-0.6587618710917436,-0.7555728883019279
242,242,242,08-30,0.33005722411102645,-0.8291785230028033,-0.6624419608304025
243,243,243,08-31,0.24018644450055235,-1.3424815157227104,-0.4700380232555289
244,244,244,09-01,0.5895208741576949,0.6527655376611985,-0.2856038462812988
245,245,245,09-02,0.5579564752110913,0.4724833534749554,-0.2402017847827231
246,246,246,09-03,0.4737530683861561,-0.008450059006688467,-0.04533204670636815
247,247,247,09-04,0.4075891884811777,-0.3863495021002896,0.16498953034176725
248,248,248,09-05,0.5347678398502249,0.3400399054553265,0.3252823925863013
249,249,249,09-06,0.4611292135819835,-0.08055205343389794,0.3836871340099916
250,250,250,09-07,0.7579084896622627,1.6145227111284026,0.67219232878475
251,251,251,09-08,0.6193106428563909,0.8229118020170975,0.6187950451719125
252,252,252,09-09,0.7768277101920424,1.7225811096418615,0.2431027345539541
253,253,253,09-10,0.3514953541327089,-0.7067332037773139,0.28097942040105145
254,254,254,09-11,0.1401031525864186,-1.9141139582524245,-0.20995297111620184
255,255,255,09-12,0.500918663490729,0.14670806164868613,-0.6540750830630636
256,256,256,09-13,0.2421841234990769,-1.3310716379751173,-0.8280121277926393
257,257,257,09-14,0.1527604647860952,-1.8418208696640728,-0.8066051252273007
258,258,258,09-15,0.5941068840753865,0.6789588412644075,-0.5363225181358947
259,259,259,09-16,0.3739834054819852,-0.5782911883852819,-0.4654101695419283
260,260,260,09-17,0.4240349701557424,-0.2924183157039892,-0.1639811271160887
261,261,261,09-18,0.5754120696372267,0.5721821532124842,0.11105957735676608
262,262,262,09-19,0.5588352643370285,0.4775026165799202,-0.07795870000044393
263,263,263,09-20,0.4416906625776053,-0.19157664282694464,-0.008884945949126847
264,264,264,09-21,0.3955432264971342,-0.4551508228788526,0.2085069306404995
265,265,265,09-22,0.44654536847760745,-0.16384866407737936,-0.02925325981281202
266,266,266,09-23,0.6524050873051023,1.0119329438337687,-0.3724700816571049
267,267,267,09-24,0.3256450433845638,-0.8543789895073848,-0.5536619708410199
268,268,268,09-25,0.198286070678923,-1.5817983144858374,-0.6827840804911584
269,269,269,09-26,0.2513486240038464,-1.2787279779304346,-0.17538340557296286
270,270,270,09-27,0.2599004795372797,-1.2298834807796828,0.2956022452729746
271,271,271,09-28,0.9795696626257816,2.8805553854317933,0.4549999991264586
272,272,272,09-29,1.147175406908143,3.837846848909393,0.6101044389425528
273,273,273,09-30,0.493092347726947,0.10200753361351936,1.0383520332135796
274,274,274,10-01,0.3612232495968473,-0.6511716755892722,1.056256147156494
275,275,275,10-02,0.7012226248489762,1.2907575876957265,0.4149543517426906
276,276,276,10-03,0.2787087471816005,-1.1224587971221969,-0.11519839527447268
277,277,277,10-04,0.30588227170634696,-0.9672553870510268,-0.14661106579393876
278,278,278,10-05,0.5902500661700804,0.6569303668064134,-0.2448986953475792
279,279,279,10-06,0.4600933444567069,-0.08646848950327701,-0.5821260157392845
280,280,280,10-07,0.2579721169987821,-1.2408974529111148,-0.4157732830549992
281,281,281,10-08,0.3469654011110521,-0.7326063346545054,-0.07080318678232367
282,282,282,10-09,0.4534622552114365,-0.12434240101648465,-0.22628477628216545
283,283,283,10-10,0.6682732797546034,1.1025651905850258,-0.14150365576756316
284,284,284,10-11,0.4269166915947495,-0.2759591701926372,0.42601398467614704
285,285,285,10-12,0.5491558923665474,0.4222182335843368,0.7892418410609875
286,286,286,10-13,0.8541492698236495,2.1642083897511464,0.7071016785661941
287,287,287,10-14,0.7285361820243769,1.4467608036545367,0.4387192927888917
288,288,288,10-15,0.3671740331036077,-0.6171833759852442,0.2502662416344876
289,289,289,10-16,0.3863376442456179,-0.5077291240787886,0.2582052346589296
290,290,290,10-17,0.2289468040146023,-1.4066774771190618,-0.012894709779751452
291,291,291,10-18,0.5574958027416819,0.4698521917309891,-0.5156264381972177
292,292,292,10-19,0.5693588395560225,0.5376087231190599,-0.4005718847242339
293,293,293,10-20,0.20041661511837308,-1.56962956685026,-0.4268105154078513
294,294,294,10-21,0.4880388154836425,0.07314394485265807,-0.1886596448213147
295,295,295,10-22,0.3587739686517599,-0.6651609081804927,-0.1463852176992441
296,296,296,10-23,0.4791242396587851,0.022227746400157632,-0.2763086553809451
297,297,297,10-24,0.6019050788643299,0.7234987544634126,0.019051454627722657
298,298,298,10-25,0.4328742976803973,-0.2419319029711461,-0.0169447981076248
299,299,299,10-26,0.5106923438258273,0.2025310932017468,0.19009081328947086
300,300,300,10-27,0.4502247601331422,-0.14283357155942664,0.024291149360064445
301,301,301,10-28,0.5762648315605731,0.5770527602020811,-0.24682547130331475
302,302,302,10-29,0.30495173023075883,-0.9725702371762808,-0.3695988471508524
303,303,303,10-30,0.3170971302264323,-0.9032009695168626,-0.3730919537560568
304,304,304,10-31,0.3039008941430984,-0.9785721580563721,-0.3815417313470122
305,305,305,11-01,0.5070228361277471,0.1815724535705205,-0.6203522795917237
306,306,306,11-02,0.4413482706865048,-0.1935322371051589,-0.3368896767553613
307,307,307,11-03,0.3253944046857997,-0.8558105292661878,-0.18473707441475204
308,308,308,11-04,0.6027291303467831,0.7282053798418935,0.09875973875220527
309,309,309,11-05,0.476933404544527,0.009714644526792894,0.1650199233743915
310,310,310,11-06,0.6017142322036689,0.7224087209453719,-0.059397081687902836
311,311,311,11-07,0.5766291450749369,0.5791335613036379,-0.06119686165869862
312,312,312,11-08,0.2055982576667901,-1.540034267478925,-0.2534200039892868
313,313,313,11-09,0.3235037362338705,-0.8666092090909625,-0.2993217737960435
314,314,314,11-10,0.4007987628394388,-0.4251334741416356,-0.5848525929705951
315,315,315,11-11,0.4287136057526885,-0.2656959743137472,-0.7766974252905628
316,316,316,11-12,0.3017641712925308,-0.990776194101938,-0.5626410482777365
317,317,317,11-13,0.3750961921481164,-0.5719354326161687,-0.5845080993615065
318,318,318,11-14,0.4304644332657333,-0.2556960054019662,-0.5270110208866298
319,319,319,11-15,0.300532404020117,-0.9978115155935828,-0.4371038941606749
320,320,320,11-16,0.461199430762465,-0.08015100329237522,-0.4569535870302721
321,321,321,11-17,0.5231610220272505,0.27374678604198177,-0.39132927515294985
322,322,322,11-18,0.28091207342612395,-1.109874351319521,-0.3062018230952874
323,323,323,11-19,0.4440345169207604,-0.17818956135223565,-0.008478962967992165
324,324,324,11-20,0.5198908023831641,0.2550687069440085,-0.11162714361598486
325,325,325,11-21,0.6132902011923658,0.7885256451701886,-0.04305818106309267
326,326,326,11-22,0.3528422903399996,-0.6990400871803314,0.3694974655506597
327,327,327,11-23,0.5951927016680402,0.6851605613593349,0.2519275839559751
328,328,328,11-24,0.7143016868092598,1.3654595283629931,0.346290059075771
329,329,329,11-25,0.3205273829182393,-0.8836088509203432,0.22156941830160948
330,330,330,11-26,0.6190185611369595,0.821243557662784,0.3595838693265216
331,331,331,11-27,0.4822711962904244,0.040201800525219517,0.4772102821450475
332,332,332,11-28,0.4978264399012154,0.12904661896914124,0.295838032505937
333,333,333,11-29,0.7187592217084103,1.3909190382704908,0.4663832251890721
334,334,334,11-30,0.5237701796181436,0.2772260305283296,0.4604474224994156
335,335,335,12-01,0.4996850692278767,0.13966230517846634,0.5026265637258129
336,336,336,12-02,0.6127830017550824,0.7856287415248455,0.3921886106736637
337,337,337,12-03,0.5265803746012364,0.2932766478836048,0.3741089729787907
338,338,338,12-04,0.38181139521827007,-0.5335810993437554,0.39655561738635664
339,339,339,12-05,0.6997665664023879,1.2824412121012525,0.19082691342924887
340,340,340,12-06,0.54735037448735,0.4119058969737252,-0.019823969108908785
341,341,341,12-07,0.2835671122889439,-1.09470991856418,0.02536532762236335
342,342,342,12-08,0.3914942973309232,-0.4782765537041006,-0.13951616125808938
343,343,343,12-09,0.5740517205885513,0.5644124282712376,-0.16506270992380165
344,344,344,12-10,0.20860342847133465,-1.522870032626472,-0.08998227065757584
345,345,345,12-11,0.6729299228116821,1.129161920106979,0.1646997226933902
346,346,346,12-12,0.6262223589415823,0.8623885325710801,0.3005463577689904
347,347,347,12-13,0.5511104886552345,0.43338204154161625,0.08418392804602524
348,348,348,12-14,0.5342011567280859,0.33680325674950035,0.5010677828340085
349,349,349,12-15,0.3467630371395972,-0.7337621500665529,0.3553356879769904
350,350,350,12-16,0.6465398235617824,0.9784330961014279,0.4253466211788335
351,351,351,12-17,0.5198383901517768,0.2547693509648701,0.2637707366407684
352,352,352,12-18,0.6997688284226956,1.2824541317821383,0.19062054589634805
353,353,353,12-19,0.3813750585217327,-0.5360732656867743,0.3898597427013876
354,354,354,12-20,0.4573568979090861,-0.10209788771702193,0.4611085719227237
355,355,355,12-21,0.5560637682842239,0.4616730307636846,0.2542303005148327
356,356,356,12-22,0.7213867025311674,1.4059260714294444,-0.11257047994404737
357,357,357,12-23,0.3025128128660081,-0.9865002774824758,0.030680052054649482
358,358,358,12-24,0.3144446915783464,-0.918350550971142,-0.0123884265202922
359,359,359,12-25,0.531859709960689,0.3234299263054068,-0.2810753597835379
360,360,360,12-26,0.4121134709149357,-0.3605087591666721,-0.4523016516939127
361,361,361,12-27,0.2738082057101913,-1.1504485688157895,-0.3275984898313752
362,362,362,12-28,0.5415135216374858,0.3785683199671955,-0.2484699826568963
363,363,363,12-29,0.43351345617524495,-0.2382813063072505,
364,364,364,12-30,0.3975691704538925,-0.4435795079242683,
365,365,365,12-31,,,
