,unnamed: 0,unnamed: 0,mth_day,high school,high school_norm,high school_ravg
45,45,45,02-15,2.6769691564381715,-1.0900396437579325,-0.8008901102337259
46,46,46,02-16,2.466582401963275,-1.4994118030509185,-0.7886383802745413
47,47,47,02-17,3.127451163211066,-0.21348830241737304,-0.9202820312016764
48,48,48,02-18,3.269564754036573,0.06303741179083472,-0.616288524013458
49,49,49,02-19,2.694026424558665,-1.0568494807196074,-0.3668734671939624
50,50,50,02-20,3.2880574668295046,0.09902067407425247,0.08689822976291946
51,51,51,02-21,3.4460535672400865,0.4064506971590416,0.013617456896258826
52,52,52,02-22,3.865811232182757,1.2232183786903723,-0.044530611773399
53,53,53,02-23,2.9014860561243188,-0.6531729396173368,0.040104370949878065
54,54,54,02-24,3.090262134129236,-0.28585100022711224,0.08984948334718901
55,55,55,02-25,2.955002833324833,-0.5490395843799449,-0.06954325965930641
56,56,56,02-26,3.441449130292905,0.39749134845811823,-0.2578458724520685
57,57,57,02-27,2.954557683212649,-0.5499057608799309,-0.021478715260547548
58,58,58,02-28,3.2851702481984137,0.09340270193379972,-0.02479328917408876
59,59,59,02-29,3.6303365839941137,0.7650300035317892,-0.07097212829518902
60,60,60,03-01,3.080041471600429,-0.3057384437083595,-0.04382184737753487
61,61,61,03-02,2.812607960577954,-0.8261126191065465,-0.025750460549968213
62,62,62,03-03,3.5251684456739816,0.5603930339640432,-0.1777774733844377
63,63,63,03-04,3.0102817524323795,-0.4414774399145309,-0.4702805049365346
64,64,64,03-05,2.8163869795267464,-0.8187593750730172,-0.3994044479778385
65,65,65,03-06,2.7283881429189467,-0.9899881857807924,-0.32089268791547604
66,66,66,03-07,3.2985915110452844,0.11951789804381607,-0.37655235687494987
67,67,67,03-08,3.054703091074757,-0.3550420587323708,-0.4271922993514965
68,68,68,03-09,3.353538936802324,0.22643502020720002,-0.32594748258723283
69,69,69,03-10,2.8541308334812285,-0.7453170947738103,-0.18630212964025566
70,70,70,03-11,3.128580682829285,-0.2112904744874354,-0.2376591066424376
71,71,71,03-12,3.1589919138459646,-0.15211606809892975,-0.15057429942613165
72,72,72,03-13,3.1402295785221988,-0.1886239639692751,-0.4280923203537221
73,73,73,03-14,3.3232336621710403,0.16746678456546488,-0.3516443326307255
74,74,74,03-15,2.4977975620284893,-1.438673105358342,-0.5150479501045216
75,75,75,03-16,3.0898622137141527,-0.2866291684358311,-0.8800176748156413
76,76,76,03-17,2.6247170569909875,-1.191712179330213,-1.0841653731352887
77,77,77,03-18,2.0335886231652083,-2.3419344163656475,-1.097432309791237
78,78,78,03-19,2.5107294421596995,-1.4135101538871588,-0.8414396800865109
79,79,79,03-20,3.2823243670735485,0.08786516462977413,-0.8229355635782111
80,80,80,03-21,3.2871642638494465,0.0972826728700134,-0.7392449946354991
81,81,81,03-22,3.146920627603316,-0.17560446938603114,-0.5508494324514549
82,82,82,03-23,2.882781316325437,-0.6895687656739402,-0.26970290799661256
83,83,83,03-24,2.6145162214732407,-1.2115610432613824,-0.3735908701205735
84,84,84,03-25,3.3776594978934367,0.27336899284189525,-0.29218282458203915
85,85,85,03-26,2.961980386407852,-0.5354626081139919,-0.20730686097023496
86,86,86,03-27,3.5381902425370537,0.5857309461012197,-0.12370428118043393
87,87,87,03-28,3.4086401135799416,0.3336513122847942,0.3295017292617997
88,88,88,03-29,3.1405742564914028,-0.18795328693513413,0.5612873399021764
89,89,89,03-30,4.012000727651647,1.5076750193920196,0.8518974630196108
90,90,90,03-31,4.0923825866471635,1.6640826566841556,0.8070144466128797
91,91,91,04-01,3.8580919450319806,1.2081981305906142,0.8600033188086514
92,92,92,04-02,3.39979110710248,0.3164328476608333,0.7662621657656716
93,93,93,04-03,3.5720340805337343,0.6515845454594249,0.5459626473851023
94,94,94,04-04,2.8515184938790914,-0.7504002051930132,0.49415181629839006
95,95,95,04-05,3.3326956068854874,0.1858779091086035,0.47349686776734395
96,96,96,04-06,3.9326211712474537,1.3532176701638818,0.3850500974786656
97,97,97,04-07,3.7944013277785085,1.0842684394043391,0.3263951039925255
98,98,98,04-08,3.127060851430588,-0.21424777407123646,0.6451834561451872
99,99,99,04-09,3.3911683313639664,0.29965458454258376,0.5613007352274625
100,100,100,04-10,3.8345190998259855,1.1623299077229574,0.13076308808721235
101,101,101,04-11,3.07403883685673,-0.3174184163977446,-0.06451231194980937
102,102,102,04-12,2.6050357523826366,-1.2300082126776193,-0.0969521465659426
103,103,103,04-13,3.1922593885680377,-0.0873839608177913,-0.21024133421368976
104,104,104,04-14,3.027030919756029,-0.4088867817680361,-0.4127097017508316
105,105,105,04-15,3.0418351786531765,-0.3800805413438993,-0.4972398096168935
106,106,106,04-16,3.2101972680208557,-0.05248029749989348,-0.27368513480464857
107,107,107,04-17,2.8133858152140085,-0.8245990635941165,-0.18186830684356006
108,108,108,04-18,3.2943783187555185,0.11131983619585012,-0.09021826761028368
109,109,109,04-19,3.4753813938496165,0.4635170069487397,-0.12522327628608124
110,110,110,04-20,3.309638623246475,0.14101345363162232,0.259561441366056
111,111,111,04-21,2.9338953982091063,-0.5901105933986845,0.5143828129438002
112,112,112,04-22,4.396701128833253,2.25622800841293,0.6411567595652471
113,113,113,04-23,3.5991408811619214,0.7043291658723488,0.5046636563483792
114,114,114,04-24,3.685292433106484,0.8719635159245315,0.5166343120535825
115,115,115,04-25,3.0544977503170565,-0.3554416123524678,0.7975802130828452
116,116,116,04-26,3.34655076803576,0.2128373878628422,0.4090416075182867
117,117,117,04-27,3.800206821086341,1.0955648127768916,0.4731227132976569
118,118,118,04-28,3.198621957732229,-0.07500362497442116,0.4967038925594026
119,119,119,04-29,3.7967383322152854,1.0888158005485695,0.4693690783789847
120,120,120,04-30,3.758006236313879,1.0134505914950058,0.631938840779495
121,121,121,05-01,2.9702094169405315,-0.5194504974349755,0.3143881711721788
122,122,122,05-02,3.8478431580156034,1.188255962265904,0.3966585398328792
123,123,123,05-03,2.821022674190817,-0.8097392048670057,0.3727095575477781
124,124,124,05-04,3.4523069550003065,0.4186185869897812,0.17103616810339065
125,125,125,05-05,3.7228903890922185,0.9451219068379628,0.5537374866378156
126,126,126,05-06,3.1361357611584357,-0.1965897451713189,0.9154075763607076
127,127,127,05-07,4.150289007288493,1.7767574137715747,1.2602235684412288
128,128,128,05-08,4.963071851127382,3.358276500603256,1.1840161384959575
129,129,129,05-09,3.884280873138478,1.259156747616121,1.0842581595993923
130,130,130,05-10,3.217317347293488,-0.03862599268184582,0.9369970299616748
131,131,131,05-11,3.415281428347,0.3465740334585725,0.9550559055354096
132,132,132,05-12,2.682048343318969,-1.0801565229976249,0.3825539892477687
133,133,133,05-13,4.205974497400755,1.8851106672139841,0.2135924538532028
134,134,134,05-14,3.197732161592524,-0.07673499712259013,0.516915186581338
135,135,135,05-15,3.3632791158501854,0.2453875352487257,0.6996877874782412
136,136,136,05-16,4.152628904493791,1.7813104036869654,0.9878695618342712
137,137,137,05-17,3.9788703305729736,1.4432096388399922,0.6251519407444749
138,138,138,05-18,3.57067196115796,0.6489341231385544,0.9061220042628928
139,139,139,05-19,3.087515686370734,-0.2911950593247941,0.9898537954262226
140,140,140,05-20,4.064118090772516,1.6090853839879191,0.36280221212839264
141,141,141,05-21,3.6214704860642257,0.7477782822287032,0.0639763738398295
142,142,142,05-22,2.2190824553231896,-1.9809990961000148,0.1624109091806021
143,143,143,05-23,3.0574251832622683,-0.3497453908913865,0.1865103297001965
144,144,144,05-24,3.8742000142774886,1.23954133518319,0.06310248434129967
145,145,145,05-25,3.1618275136811174,-0.14659853620722751,0.19329480944701602
146,146,146,05-26,3.6835835262339,0.8686383118345383,0.7966084542285818
147,147,147,05-27,4.022925349782922,1.5289322328630013,1.07078639052253
148,148,148,05-28,4.079431725902261,1.6388827725893804,0.8565108181436537
149,149,149,05-29,3.9028672318636977,1.2953222268723024,1.085808523783809
150,150,150,05-30,3.2134700469944155,-0.04611209909006872,0.9122784089400512
151,151,151,05-31,3.8688790168632834,1.229187697633706,0.6301176540244646
152,152,152,06-01,3.148494314568598,-0.17254237722801086,0.3487740041736034
153,153,153,06-02,3.152867861221889,-0.1640322966305182,0.3125652732856337
154,154,154,06-03,3.2118938236696617,-0.04917912651578736,0.6464735991879723
155,155,155,06-04,3.7912157108369904,1.078069841544484,0.4517490310140844
156,156,156,06-05,4.243093885118613,1.957337856323964,0.6566321871647697
157,157,157,06-06,3.2684355965967424,0.0608402885903789,0.8071811576834135
158,158,158,06-07,3.7802622737316383,1.0567565596761002,0.9283626186129926
159,159,159,06-08,3.617093508881808,0.7392615264813449,0.8320577021721042
160,160,160,06-09,3.5855632150351937,0.6779096390616866,0.7637920726956621
161,161,161,06-10,3.494254449304688,0.5002403428991533,0.9253636804996024
162,162,162,06-11,4.0325932357455985,1.5477440794653117,0.6302556830772911
163,163,163,06-12,3.766650124519735,1.0302699354140197,0.7111319718990466
164,164,164,06-13,2.870281283751844,-0.7138914248577671,0.7337650470742151
165,165,165,06-14,3.8664797878398622,1.2245192594118783,0.6385555094380986
166,166,166,06-15,3.6553534895587054,0.8137080901126972,0.39822752290483016
167,167,167,06-16,3.2006708457751363,-0.07101688291754564,0.2984666003163637
168,168,168,06-17,3.29152928283471,0.10577616026570123,0.5972734169251409
169,169,169,06-18,3.459032086746127,0.43170439988322057,0.6509379113603392
170,170,170,06-19,3.791667776715143,1.0789494747948964,0.5605016209732336
171,171,171,06-20,4.031957071408779,1.5465062260230686,0.8263468863182073
172,172,172,06-21,3.37648844430278,0.27109034779006386,0.9832563947878676
173,173,173,06-22,4.020418666414072,1.5240547091522965,1.0518577175819508
174,174,174,06-23,3.7753679829094287,1.047233211083662,0.7756389394126458
175,175,175,06-24,3.670567864072925,0.8433123366477202,0.50440446359288
176,176,176,06-25,2.9399326851384293,-0.5783631942209326,0.5423444971230983
177,177,177,06-26,3.1955913375790903,-0.08090062889552674,0.3680423605773165
178,178,178,06-27,3.493478527842564,0.4987305489713738,0.5209429875313405
179,179,179,06-28,3.4829488853340824,0.4782418898776055,0.6194588986691376
180,180,180,06-29,4.246845086544283,1.964636972807806,0.7707020794631326
181,181,181,06-30,3.9743468437311575,1.4344078034745031,0.7448410709189521
182,182,182,07-01,3.406298966597284,0.32909589054303745,0.815543854170072
183,183,183,07-02,3.1158475611905683,-0.23606668016061,0.811028075759744
184,184,184,07-03,3.7114942687210144,0.9229472484780942,0.7178885173478523
185,185,185,07-04,3.469024245730096,0.451147219415637,0.5678365348602908
186,186,186,07-05,3.9596443725336568,1.4057996223364562,0.7288008014807978
187,187,187,07-06,3.511653684734652,0.5340959085491341,1.083405420831283
188,188,188,07-07,3.902640726123,1.2948814902660797,1.1814603039109641
189,189,189,07-08,4.209289505788871,1.8915610359423038,1.0994059776433287
190,190,190,07-09,4.013851644178758,1.5112765469561769,0.8958224616168559
191,191,191,07-10,3.2160054265135662,-0.041178738190175236,1.0008754171654308
192,192,192,07-11,3.331883921866417,0.18429852617762008,0.8548295310600383
193,193,193,07-12,3.8355899837350265,1.1644136418405848,0.7082511995701738
194,194,194,07-13,3.452300575461215,0.41860617363372377,0.30877803666059217
195,195,195,07-14,3.757307531854576,1.012091047003116,0.3197236369365484
196,196,196,07-15,2.7820551919307386,-0.8855624305013127,0.3934917668626297
197,197,197,07-16,3.2497567591173526,0.02449486346556215,0.12231402522471288
198,198,198,07-17,3.5593518200102663,0.6269073057341078,0.15169025465669667
199,199,199,07-18,2.999399192731069,-0.4626528079869158,0.08851743759931914
200,200,200,07-19,3.5428837198486436,0.5948635502256264,0.5118926770422966
201,201,201,07-20,3.5625108367198783,0.6330541446588511,0.4006827429483312
202,202,202,07-21,4.087554950955994,1.6546890061565518,0.26062739313567257
203,203,203,07-22,2.9068350938071625,-0.6427647410982299,0.11868931072289762
204,204,204,07-23,3.12748380224148,-0.21342479314184395,-0.1070340673707972
205,205,205,07-24,2.5617256702308437,-1.3142813024635651,-0.18758877887042388
206,206,206,07-25,2.846853843147801,-0.7594767183365425,-0.4949840583111036
207,207,207,07-26,3.3141161583029897,0.14972587566109086,-0.48523388016025
208,208,208,07-27,3.1396854823415965,-0.1896826704875268,-0.25984864093618715
209,209,209,07-28,2.936900279582173,-0.5842636721931084,-0.14917305844729867
210,210,210,07-29,3.8224710100006942,1.138886642202533,-0.08523462831190233
211,211,211,07-30,2.9029996343372964,-0.6502278075302347,-0.20815376524663576
212,212,212,07-31,3.044011346368902,-0.3758461375241644,0.08984115932590091
213,213,213,08-01,2.9350885518255447,-0.5877889459473098,0.3684476129186643
214,214,214,08-02,4.058568463623248,1.5982868769476932,0.418709790491193
215,215,215,08-03,3.795997893572945,1.087375049363472,0.3327513550303461
216,216,216,08-04,3.977457071054599,1.4404597076377053,0.5028143920015675
217,217,217,08-05,2.6379422896329467,-1.1659784202953165,0.4733395646648055
218,218,218,08-06,3.568409641548219,0.6445320843031637,0.1915487743794609
219,219,219,08-07,2.8442013756267666,-0.7646379099678817,0.04110815490166602
220,220,220,08-08,3.1896517804061086,-0.09245786476437404,-0.2385120079854353
221,221,221,08-09,3.3321063520310505,0.18473133249670248,-0.16169097268943694
222,222,222,08-10,3.115233631280484,-0.23726126968490266,-0.11107543437295543
223,223,223,08-11,2.87482398162548,-0.7050522085193264,-0.2543407913800925
224,224,224,08-12,3.7244853089916856,0.9482253142020528,-0.3887369465441066
225,225,225,08-13,2.4024351322924646,-1.6242300520107045,-0.549117399630554
226,226,226,08-14,2.7752341861902043,-0.8988347957484581,-0.6279690895314952
227,227,227,08-15,2.837564812161621,-0.7775513860219817,-0.4263413168036887
228,228,228,08-16,2.87209030929536,-0.7103714090905501,-0.7755524431881009
229,229,229,08-17,3.4965537952425163,0.504714427847513,-0.6380739793695801
230,230,230,08-18,2.6476744828706402,-1.1470414441044212,-0.4632862465608007
231,231,231,08-19,2.826357186927439,-0.7993592690995794,-0.24293916710608424
232,232,232,08-20,3.3142013288191623,0.1498916011042183,-0.3103538665409721
233,233,233,08-21,3.5170165899947348,0.5445310907063167,-0.4738722958653439
234,234,234,08-22,2.6642135473411224,-1.1148596056998774,-0.1303993141191909
235,235,235,08-23,2.9923361410404987,-0.4763961480987176,-0.04942066055403179
236,236,236,08-24,3.7067914390044963,0.9137964463724972,-0.1275667164214467
237,237,237,08-25,3.0760591129413326,-0.31348734770862496,-0.14328792108444438
238,238,238,08-26,3.0732338663905403,-0.3189847341002712,-0.12715845346719049
239,239,239,08-27,3.468539430758561,0.4502038627283306,-0.21765702301117612
240,240,240,08-28,2.7139496068122297,-1.018082799996354,-0.17483162514638814
241,241,241,08-29,2.713279054737472,-1.0193875653626316,-0.23248728856220602
242,242,242,08-30,3.8388457997323417,1.1707488335612253,-0.02322880217521417
243,243,243,08-31,2.8982748504633915,-0.6594213282035322,0.18816082118432886
244,244,244,09-01,3.7184933858457434,0.93656618422168,0.3440539833883429
245,245,245,09-02,4.120370422857691,1.718541602885589,0.4128216049901125
246,246,246,09-03,3.194654349864254,-0.08272382677227022,0.02953099032711522
247,247,247,09-04,2.925327623160996,-0.6067818357520144,0.25202556261466297
248,248,248,09-05,2.6569490838603227,-1.1289948544167585,0.04516555982629674
249,249,249,09-06,3.5843485350935542,0.6755461055217546,-0.34919581608804523
250,250,250,09-07,3.0806297163796685,-0.30459383250851785,-0.4224623943279067
251,251,251,09-08,2.904336433948941,-0.6476266526004624,-0.2942990051824603
252,252,252,09-09,2.968733012653822,-0.5223232962114397,-0.2547296706473678
253,253,253,09-10,3.3205261564181012,0.1621984991206646,-0.4295115668837446
254,254,254,09-11,2.778963202513831,-0.8915788472062032,-0.14360686651424456
255,255,255,09-12,3.045399389841758,-0.3731452718965065,-0.12512416092831016
256,256,256,09-13,3.962231857136985,1.4108343697084824,0.20290981543164907
257,257,257,09-14,2.961328826135877,-0.536730419084856,0.007021171529557062
258,258,258,09-15,3.980242985824328,1.4458805619483155,-0.026630547059546112
259,259,259,09-16,2.7164932475819,-1.0131333642918874,0.06673794225750118
260,260,260,09-17,2.6751963630390887,-1.0934891587408222,-0.014642454421925431
261,261,261,09-18,3.3333060243070327,0.1870656640057773,0.01431996255071158
262,262,262,09-19,3.7112911351567615,0.9225519896319228,-0.4268102433511861
263,263,263,09-20,3.050635958098324,-0.3629559172490339,-0.33745224971344623
264,264,264,09-21,2.619994856383936,-1.2009006734630696,-0.2386062925048081
265,265,265,09-22,2.9920333082489603,-0.4769854024654491,-0.05050916792714037
266,266,266,09-23,2.979993057069368,-0.5004134154889938,-0.42324112693546506
267,267,267,09-24,3.9133133746012208,1.3156484114717841,-0.4195097317200783
268,268,268,09-25,2.5619525878515685,-1.3138397644180255,-0.5038591791783433
269,269,269,09-26,3.0621419109757877,-0.34056754595671324,-0.24559282002543004
270,270,270,09-27,2.3598989105852213,-1.70699735821266,-0.1876820356169322
271,271,271,09-28,3.788411174092175,1.0726127524520306,-0.6391557353594052
272,272,272,09-29,3.1585639985106435,-0.15294870903800667,-0.7535320042969659
273,273,273,09-30,2.5211705393341086,-1.3931937869830542,-0.8867480371465751
274,274,274,10-01,2.2092673629606496,-2.0000973780433897,-0.5296589415742553
275,275,275,10-02,2.6513632858198184,-1.1398637430543679,-0.7239307694883199
276,276,276,10-03,3.4610018679370715,0.4355372152212592,-0.8504465043640987
277,277,277,10-04,3.1893638021653468,-0.09301821503235706,-0.7473186757715777
278,278,278,10-05,2.768446093621976,-0.9120431182926796,-0.6640641212031825
279,279,279,10-06,2.839170608382708,-0.7744268154279278,-0.41825363319569103
280,280,280,10-07,2.465987149100703,-1.5005700506330182,-0.5105272496204541
281,281,281,10-08,3.409332819611796,0.3349991849905803,-0.4641227178652158
282,282,282,10-09,3.176471331466854,-0.11810448332731938,-0.3255756943075429
283,283,283,10-10,3.3324546099883263,0.1854089754990728,-0.3626804612223858
284,284,284,10-11,3.1956631082640645,-0.08076097694664257,0.13535968444947455
285,285,285,10-12,2.724756113265452,-0.9970554169169852,0.5050712207433982
286,286,286,10-13,4.001720063040013,1.487670823398144,0.7301298055530615
287,287,287,10-14,4.549357735040468,2.553268402754122,0.4410822569742598
288,288,288,10-15,3.8704512832045688,1.2322470255306603,0.23100681822489275
289,289,289,10-16,2.4411613319191208,-1.5488763159737382,1.4003398518749808
290,290,290,10-17,2.5478844733461345,-1.3412136094428448,1.1267026053971367
291,291,291,10-18,6.330455860040718,6.018942784983543,0.7763035568183154
292,292,292,10-19,3.1579452598484963,-0.15415265546891982,0.5240059104003459
293,293,293,10-20,3.4688838885203497,0.4508741112811939,0.7777322308681738
294,294,294,10-21,3.092478256169149,-0.28153885297715675,1.045820829003197
295,295,295,10-22,3.2235397503285594,-0.02651839316677047,0.09660237172555804
296,296,296,10-23,3.3745497283174997,0.26731797936729523,0.2664552904330601
297,297,297,10-24,3.4034909556484148,0.3236320413177093,0.2729609456173051
298,298,298,10-25,3.681695644339853,0.8649648567760924,0.6055321015234877
299,299,299,10-26,3.4889444175359516,0.4899080423866641,0.8172905350958081
300,300,300,10-27,4.1179788604687735,1.7138880824599387,0.8728902654634642
301,301,301,10-28,3.876507988064777,1.2440322082671522,0.9058118417075812
302,302,302,10-29,3.5459944133972003,0.6009163615732315,0.8962452623942206
303,303,303,10-30,3.505006362902681,0.5211614987824116,0.8713671774865239
304,304,304,10-31,3.6521965952109534,0.8075653808959282,0.5162283087452005
305,305,305,11-01,3.4122315377399133,0.34063953294048305,0.34453873203987834
306,306,306,11-02,3.0228895298497016,-0.41694512998800215,0.4140163064991052
307,307,307,11-03,3.3470941722950083,0.21389474803521946,0.3569801327792926
308,308,308,11-04,3.760232158697363,1.017781808328593,0.012346971231470737
309,309,309,11-05,3.329132329397784,0.17894445646353588,-0.17166274501420145
310,310,310,11-06,2.5895021638012703,-1.260233588391003,-0.17293004594463368
311,311,311,11-07,2.8448279254429654,-0.7634187645335501,-0.03701678600324408
312,312,312,11-08,3.0189817409542803,-0.4245489355705957,-0.20744367472600947
313,313,313,11-09,3.7661898386718766,1.0293743076835569,-0.3313084385014071
314,314,314,11-10,3.2347119075562687,-0.00477952400799946,-0.06895894231532536
315,315,315,11-11,2.9471888329541733,-0.5642441261888497,0.11808634047300325
316,316,316,11-12,3.39847059686774,0.3138633887254871,0.2525421048479335
317,317,317,11-13,3.4215918664052283,0.3588529321964215,0.26151600057606256
318,318,318,11-14,3.4335831432988537,0.382185650678986,0.27735288701947985
319,319,319,11-15,3.7938613168764217,1.0832176820523312,0.2383862657148185
320,320,320,11-16,3.2835457776304686,0.09024179465250444,0.166604798595433
321,321,321,11-17,2.8270332121621,-0.798043854016818,0.08522390049467117
322,322,322,11-18,3.177128677698992,-0.11682541399082574,0.011332202020632887
323,323,323,11-19,3.1706495982660154,-0.12943245640814954,-0.14016868558609186
324,324,324,11-20,3.205734215055575,-0.06116454016524377,-0.18480177758604555
325,325,325,11-21,3.3267003829424704,0.17421235641198293,-0.09855153333116128
326,326,326,11-22,3.1459172972140097,-0.17755675734721774,-0.1433295833711045
327,327,327,11-23,3.0929903645897308,-0.2805423884875125,-0.08530948266858544
328,328,328,11-24,3.0390532115624316,-0.3854937142304851,-0.22087215534302412
329,329,329,11-25,3.3495576222341046,0.2186881478069648,-0.25361212003488226
330,330,330,11-26,2.7877196029064497,-0.8745405762118762,-0.13297198185043027
331,331,331,11-27,3.225744984436052,-0.02222743173916563,-0.2982073080272747
332,332,332,11-28,3.517917491499788,0.5462840717594941,-0.3167702332036234
333,333,333,11-29,2.583478568883068,-1.2719543455485791,-0.2678242707383028
334,334,334,11-30,2.981813458060524,-0.4968712652885776,-0.18739786249156687
335,335,335,12-01,3.5004850649627,0.5123639225988889,0.012549869632919134
336,336,336,12-02,3.0357186515128864,-0.3919821267314607,-0.2426428944254361
337,337,337,12-03,3.8422943047260025,1.1774589610077504,0.2569179241889603
338,338,338,12-04,2.73101721735647,-0.9848725125906374,0.4498135171587359
339,339,339,12-05,4.123900557607783,1.7254105661377994,0.5408288035488511
340,340,340,12-06,3.576617137346056,0.6605022925300765,0.4116139781499288
341,341,341,12-07,3.781135474765216,1.0584556409395798,0.06117867794343549
342,342,342,12-08,2.6372779594149636,-1.1672710791249947,0.11541788463035547
343,343,343,12-09,2.7617086744103743,-0.9251528402312093,-0.4842302913467376
344,344,344,12-10,2.8982666563001764,-0.6594372724691174,-0.7529655164297707
345,345,345,12-11,2.2748539523599427,-1.872478489724759,-1.0514401708755186
346,346,346,12-12,2.7479579742616025,-0.9519090579681228,-1.0359212222775578
347,347,347,12-13,2.8607732212552266,-0.7323922857349067,-0.7933004630379381
348,348,348,12-14,2.685131451465228,-1.07415738753723,-0.6635416885696558
349,349,349,12-15,3.509842512228985,0.5305717152065095,-0.5690127351038885
350,350,350,12-16,3.2983846438863886,0.11911537434057574,-0.2330539125280744
351,351,351,12-17,2.5663389389000923,-1.3053047689301551,-0.13557250403383975
352,352,352,12-18,3.7839046264375287,1.0638438774867618,0.0401526998370588
353,353,353,12-19,3.1613622577470646,-0.14750383476949885,-0.1998005183932301
354,354,354,12-20,3.226989335289395,-0.019806164311838573,-0.30563244439695825
355,355,355,12-21,2.769934177038853,-0.9091475941752242,-0.17835102624396462
356,356,356,12-22,2.9720463486265536,-0.5158761816817931,-0.6649843087997492
357,357,357,12-23,2.958817868338067,-0.5416162600121929,-0.8253948371628733
358,358,358,12-24,2.2833453732651154,-1.855955817847946,-0.7935927433737717
359,359,359,12-25,2.6667279791844,-1.1099670049482435,-0.805045321906308
360,360,360,12-26,3.325052759671024,0.17100639842277038,-0.9407312014106566
361,361,361,12-27,2.7346195503872925,-0.977863065370442,-0.7160301921499403
362,362,362,12-28,2.553651821754571,-1.3299914587078845,-0.4659618679060513
363,363,363,12-29,3.651695217113931,0.8065897955521049,
364,364,364,12-30,3.054444168437375,-0.3555458723846119,
365,365,365,12-31,,,
