,unnamed: 0,unnamed: 0,mth_day,happy ending,happy ending_norm,happy ending_ravg
83,83,83,03-24,4.528650657082683,1.225263928247259,0.7791633978676273
84,84,84,03-25,4.378058132747278,0.9555789345115532,0.5673138048835927
85,85,85,03-26,4.437801350568148,1.0625686366556466,0.8574536882720428
86,86,86,03-27,3.884378129444328,0.07148399563086286,1.018455129973426
87,87,87,03-28,4.568956326105446,1.2974443644667035,0.7857092341322879
88,88,88,03-29,4.6811651987036536,1.4983909203285315,0.7399474689190318
89,89,89,03-30,3.7488566129742105,-0.17121144679956996,0.6439401535794863
90,90,90,03-31,4.224737483065257,0.6810083432320176,0.5598986872231134
91,91,91,04-01,4.116137535951534,0.4865247446183736,0.14839291577377595
92,92,92,04-02,3.6028048080931603,-0.4327648025073743,-0.04992275261445541
93,93,93,04-03,3.190243509139252,-1.1715902642293208,0.049116143910953584
94,94,94,04-04,4.016726513313953,0.30849690999914325,0.1277872249689817
95,95,95,04-05,4.0806774657823,0.423021932352884,0.11240134542676744
96,96,96,04-06,4.4883178148726905,1.1530348295801864,0.3354469840958651
97,97,97,04-07,4.064588540051824,0.394209467365088,0.2807197279276001
98,98,98,04-08,4.3500990191036495,0.905509029507212,0.5313773843974454
99,99,99,04-09,3.0068847940212824,-1.4999538012389104,0.6028253979259551
100,100,100,04-10,4.85653228913217,1.8124428488182152,0.3907372741455566
101,101,101,04-11,4.320057564028767,0.8517100135239425,0.4152977642839167
102,102,102,04-12,3.7777357650694143,-0.11949391310220532,0.3964026960838387
103,103,103,04-13,4.146876237805045,0.5415724081952488,0.6332610727797007
104,104,104,04-14,4.286792804434666,0.7921386203067441,0.5429743514299038
105,105,105,04-15,3.800457332764148,-0.0788035410637384,0.4000690233332056
106,106,106,04-16,4.554034806561272,1.2707225207194328,0.5411444256368216
107,107,107,04-17,3.84126620524479,-0.005721955056246214,0.36595732865009895
108,108,108,04-18,4.2503961232209235,0.726958500719491,0.3077816712836438
109,109,109,04-19,3.55992773613031,-0.5095501737250876,0.17331754676323052
110,110,110,04-20,4.091880533425509,0.4430846761080136,0.10143982095165552
111,111,111,04-21,3.3499474620386622,-0.8855882881862179,-0.09956100141253264
112,112,112,04-22,4.313214996229642,0.8394561658499828,-0.10639969765163866
113,113,113,04-23,3.1678311546543285,-1.211726889241375,0.10387847915917116
114,114,114,04-24,4.227483690855794,0.6859263232848547,-0.11324583122812792
115,115,115,04-25,4.264445722539742,0.7521188871397714,0.1762174894940899
116,116,116,04-26,3.3644251965256466,-0.8596611862157808,-0.2055939667351764
117,117,117,04-27,4.319768101286857,0.8511916361470889,-0.04695798060273263
118,118,118,04-28,3.0339902929799445,-1.4514125715256148,0.03381136552339481
119,119,119,04-29,3.6993266584538387,-0.2599109724467125,-0.022285869245858642
120,120,120,04-30,4.498094069733021,1.1705424000416194,-0.030476964676091768
121,121,121,05-01,4.076497018198778,0.41553547852425066,-0.20961385356677256
122,122,122,05-02,3.3369816731580872,-0.9088077587971796,0.1473389516537962
123,123,123,05-03,3.719586179572455,-0.223629697196996,0.05287736986539287
124,124,124,05-04,4.229928337484929,0.6903042597977976,-0.11757050996076927
125,125,125,05-05,3.382841684102498,-0.8266804631771325,-0.13789201419879085
126,126,126,05-06,3.9270238859215767,0.14785512108464655,0.13404679793552354
127,127,127,05-07,4.00841165877766,0.2936064530961212,0.022426682469902384
128,128,128,05-08,4.248088033585646,0.7228251140087067,-0.1467775284801304
129,129,129,05-09,3.3456130921922096,-0.8933503899907229,-0.04886467494659852
130,130,130,05-10,3.66302495360327,-0.32492100590239903,-0.030685033394977083
131,131,131,05-11,3.710889831852557,-0.2392033419759413,-0.2211537144074954
132,132,132,05-12,3.9879331284014414,0.2569329703943752,-0.313039321660702
133,133,133,05-13,3.3702635938848813,-0.8492056329789887,-0.08082277287841096
134,134,134,05-14,3.940233628607236,0.17151147048946744,0.16916317939360806
135,135,135,05-15,4.123633606923232,0.4999489027030231,0.3768833042308384
136,136,136,05-16,4.500580245343242,1.1749947077297151,0.6027888598276865
137,137,137,05-17,4.4068372968085034,1.0071174070474411,0.7941647962158002
138,138,138,05-18,4.744809232054314,1.6123663039754637,0.8043079904668052
139,139,139,05-19,4.011451335743038,0.2990499853496931,1.0034153878593264
140,140,140,05-20,3.9742174822712677,0.2323706359954987,0.7702271761338612
141,141,141,05-21,4.79072490863453,1.69459328705815,0.8312141713375949
142,142,142,05-22,3.719304261925092,-0.2241345626230765,0.7299838118447074
143,143,143,05-23,4.611168700617248,1.3730393782698431,1.014003094349392
144,144,144,05-24,4.4056460810555365,1.0049841470181382,1.0967541774101577
145,145,145,05-25,4.963032218012536,2.0031656803778004,0.8629602184691859
146,146,146,05-26,4.2514674912611365,0.7288771343600925,1.0037020951210158
147,147,147,05-27,4.007419424033642,0.2918295334123185,0.6588613082577335
148,148,148,05-28,4.190847172587872,0.6203166972879034,0.6998190792573751
149,149,149,05-29,3.4558108766270483,-0.6960053429098507,0.5324779417957813
150,150,150,05-30,4.5428713832249015,1.2507307730159882,0.5518524552535924
151,151,151,05-31,4.402370893114434,0.999118855608238,0.4971414506004151
152,152,152,06-01,4.316380043842569,0.8451242151069589,0.5352002517234408
153,153,153,06-02,3.8241151581450654,-0.03643649450674523,0.9763637408931628
154,154,154,06-03,4.3183597387467225,0.8486695040260577,0.9904546134681428
155,155,155,06-04,4.933889190701692,1.9509755921084813,1.0181540508325817
156,156,156,06-05,4.590081575570292,1.3352760084658668,1.0390343356562632
157,157,157,06-06,4.495175349252677,1.1653154797948695,1.3750312299034322
158,158,158,06-07,4.386337547006918,0.9704059240490498,1.188915923507034
159,159,159,06-08,4.949842320920568,1.9795448709762689,0.8771308332561594
160,160,160,06-09,3.694797261218031,-0.2680223343523321,1.0404791181596955
161,161,161,06-10,3.8892814843410894,0.08026505060323365,0.9860532604485398
162,162,162,06-11,5.13736520960719,2.3153657178870826,0.8456785961722098
163,163,163,06-12,4.3128264423674505,0.8387603335279363,0.8176064816226586
164,164,164,06-13,3.91602494814965,0.1281579383910694,1.137653713015674
165,165,165,06-14,4.855789243627156,1.8111121836789617,1.3758933860308358
166,166,166,06-15,4.767086523169295,1.6522610540057616,1.3102924944708487
167,167,167,06-16,4.687481931297102,1.5097030886942049,1.12945737047665
168,168,168,06-17,4.917575363939622,1.9217603685271605,1.0849160111906846
169,169,169,06-18,3.706954737748679,-0.2462504104372561,0.9415918105160822
170,170,170,06-19,3.7667931579942673,-0.13909021732472174,0.7006084077263052
171,171,171,06-20,4.375594490208401,0.9511669796313478,0.698209571031307
172,172,172,06-21,3.959693458104357,0.20636063726709766,0.22027685809858635
173,173,173,06-22,4.679444846214299,1.4953100685242182,0.25573151382703324
174,174,174,06-23,3.3163050958532567,-0.9458359090691636,-0.008393527438026006
175,175,175,06-24,3.8257423506216894,-0.033522476066574346,-0.059705765499881186
176,176,176,06-25,2.8818661291671765,-1.7238404649150774,0.10350088723322726
177,177,177,06-26,4.203677483956133,0.6432935512602167,-0.051088136962381785
178,178,178,06-27,4.506502566381932,1.1856005536657483,0.2916269937675811
179,179,179,06-28,4.161508321848872,0.5677759233505639,0.3538959734364108
180,180,180,06-29,4.464541101490465,1.110454875310614,0.7160603275099281
181,181,181,06-30,4.034368927270791,0.3400914019464037,0.5725407954023921
182,182,182,07-01,4.095264996091489,0.4491456595260258,0.2766405355190332
183,183,183,07-02,3.722828290262596,-0.2178236413849984,0.18489588583513653
184,184,184,07-03,3.5151155454709957,-0.5898010056344052,-0.12617297949757347
185,185,185,07-04,3.8541261824398396,0.0173080252471841,-0.14248521471445186
186,186,186,07-05,3.422333041849339,-0.7559583166856461,-0.35323453041607
187,187,187,07-06,3.9797162605835967,0.24221799064513344,-0.5037663404971028
188,188,188,07-07,3.3891685014996784,-0.8153502346836831,-0.5513932202298232
189,189,189,07-08,3.218485094324232,-1.1210145018711952,-0.5825563939651993
190,190,190,07-09,3.355545998515824,-0.875562284030728,-0.3691706533982052
191,191,191,07-10,3.7497167913030327,-0.16967101716507266,-0.3508458892946075
192,192,192,07-11,4.137262639170328,0.5243561267163188,-0.1478242451512966
193,193,193,07-12,4.0411117230300375,0.3521665752667196,-0.018805862796988808
194,194,194,07-13,4.0693741324342945,0.4027796301761824,-0.07861007685431333
195,195,195,07-14,3.6507494991456566,-0.3469042077453482,-0.18961719478960226
196,196,196,07-15,3.1551773958130687,-1.234387568374675,-0.4749833058254431
197,197,197,07-16,3.377797496628685,-0.8357137247768059,-0.4660518194611826
198,198,198,07-17,3.1811693298900967,-1.187840539498726,-0.5463324177560518
199,199,199,07-18,4.071035859164496,0.40575549345228223,-0.4839713512142257
200,200,200,07-19,3.8004012588995733,-0.07890395959303254,0.13720084413547154
201,201,201,07-20,3.85968460452238,0.027262191505608054,0.0896468169439244
202,202,202,07-21,5.236358576468986,2.4926456037235085,0.4880616391266369
203,203,203,07-22,3.2184720355144254,-1.1210378879260892,0.4840538289484786
204,204,204,07-23,4.5160221069920095,1.2026483935975492,0.5374789900515563
205,205,205,07-24,4.057608054151864,0.3817086323833329,0.3393239675047781
206,206,206,07-25,3.979397422433006,0.2416470070254336,-0.18238808508888885
207,207,207,07-26,3.195784148474698,-1.1616679437750614,-0.1273989814630769
208,208,208,07-27,3.4884095959643826,-0.6376267118384928,-0.4493406069842199
209,209,209,07-28,3.4027080468232564,-0.7911032661712172,-0.5631784724926069
210,210,210,07-29,3.437385849090637,-0.7290013595293091,-0.6329570927009904
211,211,211,07-30,3.676204596116016,-0.30131856066698903,-0.7551036208608218
212,212,212,07-31,3.7456104753078696,-0.1770247142248677,-0.5362331232235052
213,213,213,08-01,2.7865432687447407,-1.8945471127340487,-0.4382911667942445
214,214,214,08-02,4.221715375092413,0.6755962739854064,-0.3969641528830751
215,215,215,08-03,3.730853701189592,-0.20345152759565285,-0.29167626619225645
216,216,216,08-04,3.5758482661925663,-0.4810392760622928,-0.4656085702682888
217,217,217,08-05,4.028962124499278,0.33040875947792314,-0.14471341190444978
218,218,218,08-06,3.1628660436332083,-1.2206185386810615,-0.27128046262537464
219,219,219,08-07,3.8616734332145977,0.03082383744898465,-0.20871713745092624
220,220,220,08-08,3.7976639348903567,-0.08380603034014254,-0.35798031408644765
221,221,221,08-09,3.9404664557962548,0.1719284234510377,-0.7120634510448979
222,222,222,08-10,3.0757555117126487,-1.3766183358754214,-0.5426007215260831
223,223,223,08-11,2.8426386435992934,-1.7940900622727785,-0.4903886051707976
224,224,224,08-12,3.7306355705654215,-0.2038421615681721,-0.11453555330323067
225,225,225,08-13,4.0366054001865965,0.3440965355806977,-0.10344997956434547
226,226,226,08-14,5.056925543981718,2.171312280865259,0.1914965201423158
227,227,227,08-15,3.9776076665826654,0.23844186588434904,0.2542112932325516
228,228,228,08-16,4.063947045534075,0.3930606623645463,0.1681087982034317
229,229,229,08-17,3.0527588107310915,-1.417801423731364,0.07112452941326862
230,230,230,08-18,3.4421569593145684,-0.7204571317428914,-0.16975113952806514
231,231,231,08-19,3.7116683915168314,-0.2378090771602807,-0.11527479216390955
232,232,232,08-20,4.249893431418482,0.7260582672172564,-0.2141185930780678
233,233,233,08-21,4.160125734477398,0.5652999500692826,0.27436874529496913
234,234,234,08-22,3.7327798429015777,-0.20000214312040315,0.5662125285692002
235,235,235,08-23,4.689391395417755,1.5131226065068577,0.6019824377157957
236,236,236,08-24,4.41995312274365,1.0306055679024957,0.777207392003112
237,237,237,08-25,3.831512232414695,-0.02318962228070812,0.8633812042425392
238,238,238,08-26,4.836968770550102,1.7774079929411537,1.3992440251102571
239,239,239,08-27,4.448843287582151,1.0823428235058454,0.9718675264323098
240,240,240,08-28,5.52813969086653,3.0151747820859045,0.8300849896300351
241,241,241,08-29,3.2575051442914686,-1.051136385560826,0.8609181856817165
242,242,242,08-30,3.9449235744998936,0.17991034708884696,0.5338414362156566
243,243,243,08-31,3.93481606320852,0.1618095540293806,0.36191210119182493
244,244,244,09-01,3.74112774496192,-0.18505250385520666,-0.22703208644740866
245,245,245,09-02,3.872809622307022,0.05076681336285623,-0.14775983113956095
246,246,246,09-03,3.554935531138426,-0.5184903437494974,-0.2264599764988354
247,247,247,09-04,3.5230996559742827,-0.5755028537137399,0.08415046279165826
248,248,248,09-05,3.681245865383503,-0.29229052506679964,-0.04729352224498059
249,249,249,09-06,4.975488207915065,2.0254721897723424,0.12666524389150427
250,250,250,09-07,3.300736578041341,-0.9737164140750396,-0.08221654542341587
251,251,251,09-08,4.455642712718547,1.0945194101817657,-0.1092915417392552
252,252,252,09-09,2.855096014562488,-1.7717810796390183,-0.17697569026424806
253,253,253,09-10,3.432387333013447,-0.7379528316087758,-0.5067098351670487
254,254,254,09-11,3.454476255936264,-0.6983954162167567,-0.7548485459975104
255,255,255,09-12,3.870743819597661,0.04706732035553852,-1.0224093787461923
256,256,256,09-13,2.4693703014457653,-2.46254867905781,-0.7608927710196403
257,257,257,09-14,3.5592043757068588,-0.5108455863103267,-0.5531485776728763
258,258,258,09-15,3.7312837230658866,-0.2026814332797046,-0.4634378682497429
259,259,259,09-16,4.1284154373306885,0.5085123284718084,-0.5331256207129127
260,260,260,09-17,3.755043862716553,-0.16013115967795627,0.06649574982188901
261,261,261,09-18,3.6372613166229284,-0.3710591944234803,0.3441439737056216
262,262,262,09-19,4.4783473954279005,1.1351795441510002,0.5794249201714831
263,263,263,09-20,4.489439603096688,1.1550437569920693,0.6801298460206149
264,264,264,09-21,4.519571224691746,1.2090042455154637,0.6468414320614927
265,265,265,09-22,4.465818170494839,1.1127418835666,0.563302582111986
266,266,266,09-23,3.6435140466941096,-0.35986164343268984,0.252839678542289
267,267,267,09-24,3.3573719660207573,-0.87229229412052,-0.1893798143915032
268,268,268,09-25,3.4381695557915037,-0.7275978772671821,-0.26595099015467616
269,269,269,09-26,3.007823244053294,-1.4982732006106836,-0.4260801804610837
270,270,270,09-27,4.2630264353852985,0.7495771909364257,-0.1457859920566946
271,271,271,09-28,3.929319821350681,0.15196674172815516,0.13255781812573028
272,272,272,09-29,4.582614338564125,1.3219034869936446,0.2896910977552413
273,273,273,09-30,4.289937692304772,0.7977705669740291,0.5334869399196601
274,274,274,10-01,3.964630377553785,0.21520180050988447,0.2514508620128282
275,275,275,10-02,3.824639132518989,-0.03549814762417084,0.2860143355916625
276,276,276,10-03,3.3180901005011143,-0.9426392765045656,0.22631411056004744
277,277,277,10-04,4.045121609146209,0.35934758320116106,0.0019190498560469984
278,278,278,10-05,4.382594141673674,0.9637021368039542,0.09651698429945564
279,279,279,10-06,3.5381223649841402,-0.5485997972499734,-0.0683009828250842
280,280,280,10-07,4.281572189126194,0.7827894071703364,-0.2749866603453329
281,281,281,10-08,3.2724314613104397,-1.02440595037141,-0.36865959009805255
282,282,282,10-09,2.6256084575903262,-2.1827533416260576,-0.7169926269990832
283,283,283,10-10,3.731278942011834,-0.20268999531515708,-0.8682885713988698
284,284,284,10-11,3.215535850226756,-1.1262960846022296,-1.00502297706363
285,285,285,10-12,3.031219006218801,-1.456375463648694,-1.107477321096275
286,286,286,10-13,3.823455947047026,-0.03761702681822321,-0.7328196699859054
287,287,287,10-14,2.929167460968072,-1.6391320145672803,-0.8221611227291216
288,288,288,10-15,3.880864984712717,0.06519256503616026,-0.7559208904869443
289,289,289,10-16,3.431948496293853,-0.7387387117744546,-0.6254339511266487
290,290,290,10-17,3.4374677489446106,-0.7288546911491663,-0.4185707907835279
291,291,291,10-18,3.4684036782808767,-0.6734538274869203,-0.32187216924228296
292,292,292,10-19,4.516532230081143,1.2035619352405016,-0.12094051859253906
293,293,293,10-20,3.253147434401546,-1.0589402853198109,0.07133967282646976
294,294,294,10-21,4.5540682817388465,1.270782468934624,0.7257143154838986
295,295,295,10-22,4.0761658627342126,0.4149424367395981,0.7872253566461894
296,296,296,10-23,5.629890722143529,3.1973931647954075,0.8820505296493387
297,297,297,10-24,3.674490850610674,-0.3043875805131752,1.1150162050506789
298,298,298,10-25,4.8342353838668615,1.7725129732593976,0.9831722736103856
299,299,299,10-26,4.033677830020936,0.3388537670882281,1.059822937423363
300,300,300,10-27,4.112337130616163,0.479718880292867,0.4897377645090877
301,301,301,10-28,4.332976969552258,0.8748464196174612,0.6762676934027477
302,302,302,10-29,3.719871983181402,-0.22311787269024427,0.3596869961445548
303,303,303,10-30,4.299442483263884,0.8147919928487842,0.19526313451302305
304,304,304,10-31,3.7735604305686623,-0.1269712102897601,0.23030306351986404
305,305,305,11-01,3.4827905735723865,-0.6476894027009625,0.19360474221637225
306,306,306,11-02,4.2297352391704335,0.6899584543339131,0.12159948968266054
307,307,307,11-03,4.210022567809447,0.6546564917965102,0.1279467428066437
308,308,308,11-04,3.47862490611741,-0.6551493878925142,0.4238388439930898
309,309,309,11-05,4.320708379982033,0.852875511592683,0.4102417408620209
310,310,310,11-06,4.764920116504529,1.6483813968289167,0.2343583683874409
311,311,311,11-07,3.437234711027884,-0.7292720214873762,0.2357547061622573
312,312,312,11-08,3.640453929535637,-0.3653417805135663,0.4366077163649488
313,313,313,11-09,4.214700871056988,0.6630345184454081,0.06867201683180356
314,314,314,11-10,4.1515647254481935,0.5499686733236347,-0.2138405268745437
315,315,315,11-11,3.08797314280876,-1.3547386856061885,-0.14914829146917233
316,316,316,11-12,3.818387426112804,-0.0466938654091667,-0.0900185594236143
317,317,317,11-13,3.653980186546834,-0.3411186090551481,-0.19627663931405973
318,318,318,11-14,3.838562741346128,-0.010563388240217929,-0.2766936314575859
319,319,319,11-15,3.8586927982292383,0.025486039102735114,-0.2721317278838625
320,320,320,11-16,3.882134876676805,0.06746672046247798,-0.024779426285673967
321,321,321,11-17,3.103257387558728,-1.327367264163848,0.4453001690360581
322,322,322,11-18,4.647118909801112,1.4374199441799644,0.4711051562768034
323,323,323,11-19,5.228939295338206,2.4793589628752444,0.5363530773072042
324,324,324,11-20,3.9250200139261913,0.1442665352042542,0.5676120419017526
325,325,325,11-21,4.077300048106138,0.4169735652851397,0.7807628515627694
326,326,326,11-22,3.9868652064114447,0.2550205080297691,0.4269420768981493
327,327,327,11-23,3.817399870157045,-0.048462406197747686,-0.09579009216804599
328,328,328,11-24,3.4616744500043235,-0.6855047038077559,0.051276808607376094
329,329,329,11-25,3.4775725069848327,-0.6570340515219273,0.012052811763789473
330,330,330,11-26,4.417754345054601,1.0266679398567868,0.25650806689812233
331,331,331,11-27,3.9458835992178813,0.18162958422362,0.17787484940770512
332,332,332,11-28,4.805890398309488,1.7217520388357663,0.540025157067057
333,333,333,11-29,3.5539463968035716,-0.520261711140251,0.6530040076489749
334,334,334,11-30,4.675026255690166,1.487397142148355,0.3303750665848453
335,335,335,12-01,3.8560979133109408,0.020839051969580243,0.4700833663016154
336,336,336,12-02,3.336815298676951,-0.9091057065279912,0.17069217343274445
337,337,337,12-03,4.4139636039712995,1.0198793825242412,0.2617910053585467
338,338,338,12-04,3.8028073226060672,-0.07459511837745977,0.18528763895428585
339,339,339,12-05,3.8591647823061335,0.026331280414562886,0.008991776286719618
340,340,340,12-06,4.418708655499226,1.0283769437227894,0.06295723246293622
341,341,341,12-07,3.2654345926439787,-1.036936124035817,-0.208277885292704
342,342,342,12-08,3.517621671918152,-0.5853129694706917,-0.3468282699541383
343,343,343,12-09,3.5052149078255517,-0.6075313240096003,-0.4874482988860349
344,344,344,12-10,3.338606807372629,-0.9058974263460652,-0.5081512930387809
345,345,345,12-11,3.3880301113931837,-0.8173888931768167,-0.37436785002578826
346,346,346,12-12,4.3493451486705474,0.9041589788063132,-0.11448197214222244
347,347,347,12-13,3.7136639016285016,-0.2342354659578609,0.2449249270539329
348,348,348,12-14,4.388345767778607,0.9740022978307032,0.5414625404642037
349,349,349,12-15,4.709375171927271,1.5489100711673314,0.5512715402856211
350,350,350,12-16,4.332129223550068,0.8733282541155594,0.2828169584242353
351,351,351,12-17,3.420894276889032,-0.7585348942483122,0.1743727711773864
352,352,352,12-18,3.4499123862040286,-0.7065685123620018,-0.08879318026036262
353,353,353,12-19,3.3503314740999124,-0.8849005894389546,-0.5089668705461168
354,354,354,12-20,3.5066320825526938,-0.604993410795791,-0.6039084819122569
355,355,355,12-21,3.301621277957224,-0.9721320705471936,-0.3521357211257881
356,356,356,12-22,4.0140359535750285,0.3036785859187184,0.007443124403930615
357,357,357,12-23,4.2644361087245635,0.7521016704705,0.22105893002320454
358,358,358,12-24,4.654648740923092,1.4509045608163107,0.3087079123369608
359,359,359,12-25,4.066031883541464,0.3967942442766892,0.3220667236218934
360,360,360,12-26,3.8002920593846254,-0.07909951691325391,-0.01277107614011468
361,361,361,12-27,3.3463787652534545,-0.8919792028375976,-0.22250109922082725
362,362,362,12-28,2.892192231892317,-1.70534821265333,-0.6187806540820288
363,363,363,12-29,3.5617546617412765,-0.5062784680137753,
364,364,364,12-30,3.3269499835897176,-0.9267727683508984,
365,365,365,12-31,,,
