,unnamed: 0,unnamed: 0,mth_day,london england,london england_norm,london england_ravg
73,73,73,03-14,1.3791123218644843,-0.8471692616702041,-0.4788877619636704
74,74,74,03-15,1.5989458885515435,-0.10742556947226282,-0.20773940362649
75,75,75,03-16,1.5850631352749789,-0.15414127045207832,-0.5309759665569568
76,76,76,03-17,1.9401729358920008,1.0408092505393751,-0.7065027888039324
77,77,77,03-18,0.9573579625075092,-2.2663798567265774,-0.8312315971105275
78,78,78,03-19,1.0648373096123558,-1.904710025041844,-0.7688746507000762
79,79,79,03-20,1.1567143825144723,-1.5955421115097748,-0.7504445973763011
80,80,80,03-21,1.7101315606839549,0.26671610899044473,-0.9270700514565452
81,81,81,03-22,1.6179248769765688,-0.04356095050942764,-0.5872015367687627
82,82,82,03-23,1.6252405833944954,-0.018943473942088947,-0.30177182016185744
83,83,83,03-24,1.563361165317838,-0.22716876859988275,-0.07664042717492851
84,84,84,03-25,1.5737733097591415,-0.1921317254004119,-0.08469444243575902
85,85,85,03-26,1.5581353418185735,-0.24475375358820115,-0.014050101850892827
86,86,86,03-27,1.6957708334243848,0.2183920174254615,0.02214465852498837
87,87,87,03-28,1.7438874030851739,0.3803050929997696,0.019602178152097933
88,88,88,03-29,1.6897777198600077,0.19822508831319827,0.10403244972934653
89,89,89,03-30,1.5588277908436845,-0.24242365083722545,0.34247141055545155
90,90,90,03-31,1.7243168663959216,0.3144499040630796,0.4179193291506813
91,91,91,04-01,1.9832843853188968,1.1858800113684291,0.155208364297742
92,92,92,04-02,1.8302983884586723,0.6710795289968401,0.24756307251706336
93,93,93,04-03,1.2754601165490145,-1.1959606961178664,0.21242396175370207
94,94,94,04-04,1.8544509583532407,0.7523533376291265,0.04600466635202255
95,95,95,04-05,1.4961729324315547,-0.4532583154173928,-0.15184990312734278
96,96,96,04-06,1.4275826245803722,-0.6840658683469979,-0.2411856578330557
97,97,97,04-07,1.6304994181521093,-0.001247405507762911,-0.04089905083070622
98,98,98,04-08,1.6710081007811768,0.13506500076256275,-0.3656786017632061
99,99,99,04-09,1.6325815328559554,0.0057589458962304645,-0.04743660401138628
100,100,100,04-10,1.2753521611221998,-1.1963239679658724,0.13491946725499074
101,101,101,04-11,2.0636149330049998,1.4561936710935257,0.36272621438044456
102,102,102,04-12,1.7527329649725991,0.4100705592512642,0.06771962275210988
103,103,103,04-13,2.0366906727514,1.3655930772449605,0.002532835180148412
104,104,104,04-14,1.1449960353765316,-1.6349745490074452,0.015191998663560653
105,105,105,04-15,1.5163501070476109,-0.3853617795355383,-0.22118550839105247
106,106,106,04-16,1.2979241066961955,-1.1203689870653992,-0.3872025743838047
107,107,107,04-17,1.6421415685805008,0.03792862876584697,-0.3498048313604731
108,108,108,04-18,1.4567159190711767,-0.5860318367052493,0.0013917913968289155
109,109,109,04-19,2.103372789719004,1.5899795353849502,0.40677526205454656
110,110,110,04-20,1.7711978428684876,0.4722051875363665,0.6227001296560646
111,111,111,04-21,2.23916987695369,2.046939044410767,0.6620591736881408
112,112,112,04-22,1.6829293533667251,0.1751802185437094,0.8038599883109195
113,113,113,04-23,1.7123207870494497,0.2740828929583047,0.3748878968589078
114,114,114,04-24,1.7095541318178271,0.2647730510314233,0.3049247020333609
115,115,115,04-25,1.3384932845522095,-0.9838530133271208,-0.03257271303668574
116,116,116,04-26,1.646449835004114,0.05242601858308538,0.23431657836596506
117,117,117,04-27,1.6373944678354315,0.021954553990487246,0.01644491490144075
118,118,118,04-28,2.1588068130200937,1.7765159669596142,-0.005146682462649215
119,119,119,04-29,1.3238443023053272,-1.0331470878288411,0.027949545042135215
120,120,120,04-30,1.6710551929901172,0.1352234668468835,-0.2634030114738035
121,121,121,05-01,1.397505576076958,-0.7852756482984142,-0.37938162093690825
122,122,122,05-02,1.126953103870216,-1.6956893205125472,-0.8110126735686772
123,123,123,05-03,1.4305985872087867,-0.6739171027881408,-0.5226111474785557
124,124,124,05-04,1.3891862420544818,-0.8132703488309999,-0.671057307009733
125,125,125,05-05,1.8380791930146163,0.6972620687118881,-0.7818874308783396
126,126,126,05-06,1.4063679853403401,-0.7554534903401796,-0.6113369398122085
127,127,127,05-07,1.1998897125011858,-1.4502563915100544,-0.4061554868693769
128,128,128,05-08,1.431053481988193,-0.6723863741157601,-0.32116319471613397
129,129,129,05-09,1.79644776789814,0.5571716148688486,-0.5821339788408169
130,130,130,05-10,1.540731910550346,-0.3033165959115424,-0.5469031149988038
131,131,131,05-11,1.3727547390422818,-0.8685626360362092,-0.5318878323777758
132,132,132,05-12,1.469186444254216,-0.5440683072881017,-0.6742531356402889
133,133,133,05-13,1.226662740793625,-1.3601646957838858,-0.7456168529453127
134,134,134,05-14,1.1772087566967036,-1.5265781936908391,-0.6581581203791597
135,135,135,05-15,1.6692025557577237,0.12898931103870695,-0.17729965460874805
136,136,136,05-16,1.6966753703248088,0.22143579948537492,0.04636181513147939
137,137,137,05-17,2.230150342818713,2.0165881585862606,0.15817840709296058
138,138,138,05-18,1.8679864541120152,0.7979005111532629,0.6032009890390443
139,139,139,05-19,1.426037528182335,-0.6892651440149986,0.7990917453677508
140,140,140,05-20,1.9707071195267905,1.1435572979856636,0.8247183596167297
141,141,141,05-21,2.0184859421437387,1.304333849010946,0.5398705750092302
142,142,142,05-22,1.7423689536987568,0.3751954849792488,0.5873982359022646
143,143,143,05-23,1.722251957632471,0.3075014509412629,0.7743275122868639
144,144,144,05-24,1.952730740442041,1.0830664765114697,0.7109083319772459
145,145,145,05-25,1.7593421306758843,0.4323105142925977,0.5374179509914193
146,146,146,05-26,1.8576274292161428,0.7630422161279554,0.32816799387316403
147,147,147,05-27,1.709143587701824,0.26339156309598605,0.32088456732514503
148,148,148,05-28,1.3692654188859599,-0.8803042577302826,0.2823145740244782
149,149,149,05-29,1.7092652300458102,0.26380089165314896,0.2305636646787439
150,150,150,05-30,1.8839584403834464,0.8516465167074683,0.020319620986823682
151,151,151,05-31,1.6670675731439173,0.12180505821819188,0.12419182304566255
152,152,152,06-01,1.4827513864437158,-0.4984220460235659,0.2244426327276545
153,153,153,06-02,1.8943531155347968,0.8866247754490193,0.14907292919832776
154,154,154,06-03,1.5480178161400142,-0.27879939963833106,0.05776578492161213
155,155,155,06-04,1.5748771365338377,-0.1884173295228113,0.1013281594360352
156,156,156,06-05,1.7211530627744465,0.3038036510471746,0.020351532292993642
157,157,157,06-06,1.7447415480398107,0.3831793053047302,-0.03754125037993322
158,158,158,06-07,1.3383658570970487,-0.9842818088818152,0.3701109638060523
159,159,159,06-08,1.7911272790620512,0.5392680794114582,0.6101178172107707
160,160,160,06-09,2.274882873517775,2.167113885477582,0.9532222644898426
161,161,161,06-10,2.002821813884431,1.2516237909054997,0.8877333656241496
162,162,162,06-11,2.3329261013584746,2.3624303347216054,1.3075737110613526
163,163,163,06-12,1.6279714421134373,-0.009754087889427023,1.1628262462776089
164,164,164,06-13,2.086962985129532,1.5347602637414026,1.173032125081937
165,165,165,06-14,1.533035036130384,-0.3292167092910051,0.91231517300176
166,166,166,06-15,2.2930804851694417,2.228349158303553,0.7360211241857139
167,167,167,06-16,1.5379499556227867,-0.3126779215755636,0.8633179753412584
168,168,168,06-17,2.0185846616488643,1.3046660418253286,0.6089771662734574
169,169,169,06-18,1.8549483351592548,0.7540270190438402,0.7619017887461229
170,170,170,06-19,1.6334601208172863,0.008715409334595803,0.6023339702092484
171,171,171,06-20,1.805707575662705,0.5883310255449873,0.5414291178335859
172,172,172,06-21,2.008562782234721,1.2709422470823062,0.5918059451639114
173,173,173,06-22,1.4293534425263987,-0.6781070358295381,0.5771676705090565
174,174,174,06-23,2.1084091596246326,1.606927005807281,0.5784861616344678
175,175,175,06-24,1.8288475316393744,0.6661973711147108,0.3827678032512956
176,176,176,06-25,1.635811058931134,0.016626356087063122,-0.05236410655452162
177,177,177,06-26,1.456731583762018,-0.5859791247540457,0.09122611825715432
178,178,178,06-27,1.232700001213248,-1.3398492117525969,-0.21632948246785666
179,179,179,06-28,1.6853822665204878,0.18343431304051744,-0.28686854215668584
180,180,180,06-29,1.5600215596351852,-0.2384065985427845,-0.2867050756143303
181,181,181,06-30,1.7030727268330847,0.2429630129817357,-0.16175542274217086
182,182,182,07-01,1.636102528261003,0.017607155341196234,-0.022438619255743936
183,183,183,07-02,1.679523300435529,0.16371879247891113,0.03016187668811582
184,184,184,07-03,1.4811090931693807,-0.5039483908340355,-0.0785229965828129
185,185,185,07-04,1.7791716810553218,0.499037288703676,-0.10447744490365196
186,186,186,07-05,1.3662307892258627,-0.8905158381683568,0.2445313082304877
187,187,187,07-06,1.6567945982925447,0.08723632305670151,0.3299090085630197
188,188,188,07-07,2.2584032506519,2.111659674146034,0.7379338126778757
189,189,189,07-08,1.8317561717199569,0.6759849944741032,0.6615694765357205
190,190,190,07-09,2.208638497729869,1.9442004338551004,1.1703416411498226
191,191,191,07-10,1.6430101059675482,0.040851271850744206,1.1142477728668156
192,192,192,07-11,2.2733979669213995,2.162117149516256,0.5865353058709755
193,193,193,07-12,1.5567763195509838,-0.2493268866413408,0.2572997744957251
194,194,194,07-13,1.3174645306995774,-1.0546151278290072,-0.1986923049033089
195,195,195,07-14,1.2447121300685915,-1.2994281937773988,-0.1782766729730174
196,196,196,07-15,1.395580951561442,-0.7917520425391038,-0.2445438629236361
197,197,197,07-16,1.6794122373874556,0.16334506343249336,-0.2204821176892852
198,198,198,07-17,2.1552401275928394,1.764514009812544,0.038493012886442114
199,199,199,07-18,1.5996796602461876,-0.10495641523523556,0.3881427112465336
200,200,200,07-19,1.7792306308082777,0.4992356556253567,0.5324525071710363
201,201,201,07-20,1.868155691066088,0.7984699963831502,0.4450470373320014
202,202,202,07-21,1.6528928081995624,0.07410673300791235,0.21078734795652407
203,203,203,07-22,1.5235637478200847,-0.3610877556017156,0.2415405437509377
204,204,204,07-23,1.737542942017105,0.35895587355968,0.030603754202401395
205,205,205,07-24,1.6545142046145829,0.07956275953124649,-0.25837016156856624
206,206,206,07-25,1.4031193862160276,-0.7663850816658614,-0.17514305486403625
207,207,207,07-26,1.3529001998455479,-0.9353734982426556,-0.13627470359766194
208,208,208,07-27,1.8012910594171392,0.5734693732350922,-0.06370790084121493
209,209,209,07-28,1.5928680356180225,-0.12787764800346998,-0.06006355457709056
210,210,210,07-29,1.8669333179644327,0.7943566900983624,0.057755176760044775
211,211,211,07-30,1.6610122631659554,0.10142883711599272,0.4744791782156194
212,212,212,07-31,1.613196299656931,-0.059472693643049475,0.5845578760485705
213,213,213,08-01,2.095940724802691,1.5649705104907927,0.4555410968906775
214,214,214,08-02,1.9975670913680232,1.233941560232798,0.34691987823533305
215,215,215,08-03,1.362824421669906,-0.901978322950828,0.4964225942393602
216,216,216,08-04,1.6732560470387363,0.1426293781662958,0.268200104442709
217,217,217,08-05,1.9275833658481547,0.9984451331401554,-0.17670423792338766
218,218,218,08-06,1.2062637542954706,-1.4288076324229564,-0.27474868938794594
219,219,219,08-07,1.3026531892810322,-1.1044555437057872,0.05780771134864787
220,220,220,08-08,1.8227487453382785,0.6456748514454484,-0.07928593510003439
221,221,221,08-09,1.9557897457646816,1.093360081468735,-0.3162070452427028
222,222,222,08-10,1.4288109594754819,-0.6799325005257977,-0.1800875596207923
223,223,223,08-11,1.5051407289015408,-0.4230815277158551,-0.1752308373861029
224,224,224,08-12,1.4489718625400665,-0.6120907186914935,-0.3494151354383941
225,225,225,08-13,1.3113129771171772,-1.0753152102976509,-0.7847931658219061
226,226,226,08-14,1.5121691007485882,-0.39943093686829895,-0.6992370187001887
227,227,227,08-15,1.1794881189781117,-1.5189081008323364,-0.6974761486189688
228,228,228,08-16,1.5813620106474373,-0.16659561779549367,-0.6844474455957407
229,229,229,08-17,1.5082804516555963,-0.4125163072285352,-0.6724805761517536
230,230,230,08-18,1.472202716294772,-0.5339185005521241,-0.8849394463896992
231,231,231,08-19,1.332650526484853,-1.0035139936337287,-0.08999137925523501
232,232,232,08-20,1.133343907282418,-1.6741841582959731,0.10265259912803393
233,233,233,08-21,2.596921785035449,3.250780301974449,0.11189631062212807
234,234,234,08-22,1.9248562234303708,0.98926825250412,0.19639128777993745
235,235,235,08-23,1.5247624690511226,-0.3570540382639703,0.1531317100658364
236,236,236,08-24,1.622861646340282,-0.02694863760526784,0.3924779176358501
237,237,237,08-25,1.2555164540008217,-1.2630714599183348,0.11721294053037228
238,238,238,08-26,1.5601106188184308,-0.23810691287589064,-0.1075053857258294
239,239,239,08-27,2.1061100430278925,1.5991904393415823,-0.13860749038384348
240,240,240,08-28,1.5241717835476851,-0.3590417050330901,-0.24463988121338925
241,241,241,08-29,1.46930580206856,-0.5436666662120547,-0.19240275138787705
242,242,242,08-30,1.4338003898029723,-0.6631429825825426,-0.4113991708796754
243,243,243,08-31,1.3486579678858597,-0.9496486809652616,-0.6127809844488696
244,244,244,09-01,1.1696286356964007,-1.5520854298266809,-0.7620524484514557
245,245,245,09-02,1.7470358165647748,0.3908995579264173,-0.6810201650545684
246,246,246,09-03,1.2580130151873576,-1.254670489048607,-0.6868920756572168
247,247,247,09-04,1.6137905694047123,-0.057472965830730575,-0.4306827592964442
248,248,248,09-05,1.4233304684126673,-0.6983744461984324,-0.2592371912605133
249,249,249,09-06,1.8054924776877008,0.5876072171993739,-0.29536425880248457
250,250,250,09-07,1.4753249825111503,-0.5234120216110956,-0.2453628911686915
251,251,251,09-08,1.6826193799357698,0.17413715267458968,-0.3260270576858136
252,252,252,09-09,1.3471680490357008,-0.9546622832458482,-0.3566479855618379
253,253,253,09-10,1.4699621735725552,-0.5414579649334633,-0.3855832894799198
254,254,254,09-11,1.3687317646082229,-0.8821000134545781,-0.3405357250302137
255,255,255,09-12,1.7538993288938023,0.4139953936908824,-0.5539956190633133
256,256,256,09-13,1.5556471281515156,-0.25312663491285864,-0.5269901526243318
257,257,257,09-14,1.3020093090839733,-1.106622211524008,-0.5171917491065372
258,258,258,09-15,1.3953201974347471,-0.7926294846119591,-0.2701209048954666
259,259,259,09-16,1.4874332356380315,-0.4826675438266959,-0.3345578850990532
260,260,260,09-17,1.809271904228113,0.6003250518118457,-0.06283907257309644
261,261,261,09-18,1.6390048485425663,0.02737351246936256,0.6677763593870646
262,262,262,09-19,2.040135874647539,1.377186240242882,0.8966490404028136
263,263,263,09-20,2.604734547393392,3.277070380236959,1.1444509492948842
264,264,264,09-21,1.803412067488506,0.5806066014825341,1.1282658526336895
265,265,265,09-22,1.9292769015305884,1.0041439095257283,1.8058981177873064
266,266,266,09-23,1.78041303678201,0.5032144718446779,1.6967094457223701
267,267,267,09-24,2.847258350306175,4.093167103391062,1.0084398631541844
268,268,268,09-25,1.845446804838459,0.7220542078532634,1.1853867727805143
269,269,269,09-26,1.3775141565419229,-0.8525471151721554,1.2072700387853728
270,270,270,09-27,2.1189175919100682,1.6422880592405154,1.306498701158403
271,271,271,09-28,1.9682959006840608,1.135443505554878,0.6583750398902494
272,272,272,09-29,1.9573428923288871,1.0985864460828587,0.4763938359542379
273,273,273,09-30,1.6916202209358555,0.2044251357821399,0.6663958964468375
274,274,274,10-01,1.5209648723540343,-0.3698330157628054,0.5403365240628856
275,275,275,10-02,1.7162976925951268,0.2874652477834424,0.6652300302901498
276,276,276,10-03,1.8941471877462333,0.8859318249368037,0.4804402673538128
277,277,277,10-04,2.19098750497539,1.884804542918463,0.5071438296207971
278,278,278,10-05,1.6278531533665883,-0.010152131535163351,0.6450355755689661
279,279,279,10-06,1.7392340585256758,0.3646465093840449,0.4721381957349367
280,280,280,10-07,1.766833012750808,0.4575174599262086,0.20382782118597484
281,281,281,10-08,1.408012689987022,-0.7499190312207334,-0.2025687908892133
282,282,282,10-09,1.4157358630806398,-0.7239304223569674,-0.1680102132689851
283,283,283,10-10,1.4663612513341209,-0.5535751295326661,-0.004871504558487015
284,284,284,10-11,1.6894728910515178,0.1971993341862062,0.132111378576492
285,285,285,10-12,2.0301188439896145,1.3434787616470334,0.14791970530311147
286,286,286,10-13,2.0110806035764797,1.2794147587360831,0.17879463661105166
287,287,287,10-14,1.4361997570832608,-0.6550690708610165,0.3777133848387539
288,288,288,10-15,1.4707874681884232,-0.5386808345093266,0.33274868688186826
289,289,289,10-16,1.821043704446164,0.6399373598335478,0.19953452028501573
290,290,290,10-17,1.609298500669097,-0.07258885355510811,0.13742998535615533
291,291,291,10-18,1.7925910703693906,0.5441937620659182,0.14324778207244454
292,292,292,10-19,1.9003449942173456,0.9067875491629204,-0.0049761760648381155
293,293,293,10-20,1.446573190605367,-0.6201622905632812,-0.3074838874041678
294,294,294,10-21,1.2064964571574843,-1.4280245833330223,-0.3723093941330373
295,295,295,10-22,1.2816567532457497,-1.1751089082024306,-0.4950338694072559
296,296,296,10-23,1.49371125735653,-0.461541893928325,-0.5057779126627484
297,297,297,10-24,1.5737669608524671,-0.1921530895793929,-0.5331045260415608
298,298,298,10-25,1.881187807415437,0.8423232896299653,-0.3863047799670171
299,299,299,10-26,1.3978484205432369,-0.7841219708361554,-0.21398211747743
300,300,300,10-27,1.4682480241557982,-0.5472261068857605,0.0589796615183866
301,301,301,10-28,1.5889170049975931,-0.14117293326490746,0.3656397024280982
302,302,302,10-29,1.9804162775853904,1.1762287800465745,0.1992866745727372
303,303,303,10-30,2.1205577312065533,1.6478071558788765,0.2014643384000209
304,304,304,10-31,1.5845717240746386,-0.15579487750220072,0.2935325720554604
305,305,305,11-01,1.4017313081805058,-0.7710559878724529,0.4408804278852584
306,306,306,11-02,1.6324104636319599,0.005183295046876497,0.2830538904344649
307,307,307,11-03,1.85164588013956,0.7429142017138807,0.043854095730062236
308,308,308,11-04,1.6990033692096111,0.22926955534181306,-0.025000326735754964
309,309,309,11-05,1.6940520814095907,0.2126083876524605,0.2737630585884847
310,310,310,11-06,1.4618007148792975,-0.5689214122971039,0.1599436917804247
311,311,311,11-07,1.9344419317440544,1.021524324072985,0.03114274142371332
312,312,312,11-08,1.4294646247363174,-0.6777329058014836,0.2757362175089301
313,313,313,11-09,1.6219871001467008,-0.02989150042638752,0.1894137152033876
314,314,314,11-10,2.1351262328715133,1.696830411853114,0.2701213317654204
315,315,315,11-11,1.5401345791666532,-0.3053266261807947,0.3009830574752851
316,316,316,11-12,1.6057065843968366,-0.08467571292490694,0.5169981147807085
317,317,317,11-13,1.9894699905850228,1.2066946783321737,0.5290825570757943
318,318,318,11-14,1.814630684330272,0.6183574380310565,0.3961009953634444
319,319,319,11-15,1.64353428801059,0.04261515334412807,0.4442156779819593
320,320,320,11-16,1.8980132058338828,0.8989410415790139,0.6258974283756619
321,321,321,11-17,1.6259255557029997,-0.0166385304697046,0.497956419314771
322,322,322,11-18,1.9296545756719703,1.005414789437308,0.3946713520981209
323,323,323,11-19,1.761344530558489,0.4390486239668282,0.3946537489492794
324,324,324,11-20,1.6304680483965817,-0.0013529652688437626,-0.005606827905977829
325,325,325,11-21,1.6435029006825013,0.04250953445107837,-0.2535215715990095
326,326,326,11-22,1.1843278214851127,-1.5026224195525295,-0.4503099425353043
327,327,327,11-23,1.1838806995035571,-1.5041269926278946,-0.6046863154383987
328,328,328,11-24,1.5787706958492869,-0.17531543618046122,-0.6980011548154031
329,329,329,11-25,1.4860834446545532,-0.4872096134517378,-0.5328019862822923
330,330,330,11-26,1.4640828462128952,-0.5612420015308702,0.09982763128455974
331,331,331,11-27,1.9380615929598213,1.0337045456497431,0.6171713161380996
332,332,332,11-28,2.312339266706424,2.293155285848582,0.34740518090021005
333,333,333,11-29,2.1063313426969925,1.5999351164933444,0.4024569574218649
334,334,334,11-30,1.0977636743130197,-1.7939122476077989,0.3909491670810526
335,335,335,12-01,1.5842436196950938,-0.15689895432180834,0.21804665848736826
336,336,336,12-02,1.4435638587150141,-0.6302887435757439,-0.16616824110328554
337,337,337,12-03,1.62976744550704,-0.0037105059123628352,-0.2936082959472745
338,338,338,12-04,1.6272641577829694,-0.012134111695340354,0.14166880284786687
339,339,339,12-05,1.879099110041588,0.8352947874294111,-0.07822932996256099
340,340,340,12-06,1.873885334838597,0.8177503451630492,-0.033792085418185965
341,341,341,12-07,1.1921538349218628,-1.4762877511843755,-0.015983185448729315
342,342,342,12-08,1.5227977722850758,-0.3636652763094937,0.10674937557749838
343,343,343,12-09,1.661521638536464,0.10314289390437703,0.351609078563528
344,344,344,12-10,1.8461026846154216,0.7242612544620258,0.34458711169335193
345,345,345,12-11,2.31569667008634,2.304453005345589,0.5515904399192769
346,346,346,12-12,1.8613648034287849,0.7756185439419924,1.0431017088476702
347,347,347,12-13,1.561251513806731,-0.2342677818288254,1.4331475426234224
348,348,348,12-14,2.399187877033671,2.585402337260865,1.622563713687076
349,349,349,12-15,2.3569936057708203,2.443417896558889,1.1712264992815848
350,350,350,12-16,2.183841549405799,1.8607582808439482,0.9909535974208622
351,351,351,12-17,1.5109389898155463,-0.4035702810873578,1.0769951840154297
352,352,352,12-18,1.5399288622152605,-0.3060188672223432,0.6449785514072871
353,353,353,12-19,1.7146681287558665,0.28198173773857826,0.2773091332787101
354,354,354,12-20,1.6288797969563766,-0.006697458387989669,0.08031936974922342
355,355,355,12-21,1.7014199490994777,0.2374013877874276,-0.02905639446458193
356,356,356,12-22,1.8325985761360264,0.6788196996670279,-0.2845440735248506
357,357,357,12-23,1.3159163249938792,-1.05982486637019,-0.6329611336590575
358,358,358,12-24,1.084381069177326,-1.8389449415839552,-0.6775978218311444
359,359,359,12-25,1.093422425696105,-1.8085206230666628,-0.8825315396659493
360,360,360,12-26,1.5492902650458382,-0.2745175874205109,-1.229141504388084
361,361,361,12-27,1.3360124929666062,-0.9922009192214022,-1.1883341412119222
362,362,362,12-28,1.2145750179945891,-1.4008400886657801,-1.0721020143892794
363,363,363,12-29,1.3886779716727895,-0.814980687313217,
364,364,364,12-30,1.291628984415029,-1.1415521806481008,
365,365,365,12-31,,,
