,unnamed: 0,unnamed: 0,mth_day,pretentious,pretentious_norm,pretentious_ravg
35,35,35,02-05,3.1660794558575494,0.4012081356266251,0.1861606841940477
36,36,36,02-06,3.0763530825862,0.2142683518465948,0.47239377081273703
37,37,37,02-07,3.071298771115408,0.20373798202267016,0.008962482672890496
38,38,38,02-08,3.425081478880518,0.9408240859568544,-0.2312837257661007
39,39,39,02-09,2.3334622733126533,-1.3335023001308532,-0.32769117647809426
40,40,40,02-10,2.1027209901845363,-1.8142386099184928,-0.4675156410975931
41,41,41,02-11,2.888440611932205,-0.17723656864533655,-0.7064185389513553
42,42,42,02-12,2.6736798200661656,-0.6246784358703982,-0.949941231558784
43,43,43,02-13,2.3832946398923682,-1.2296794050999031,-0.8580270223956857
44,44,44,02-14,2.7237730390681754,-0.5203120696877171,-0.6529017245077121
45,45,45,02-15,2.5981612626946027,-0.7820170451522647,-0.6768626577414857
46,46,46,02-16,2.693450753754292,-0.5834868225906505,-0.5763852876378281
47,47,47,02-17,2.819436756387152,-0.32100216804797904,-0.552457169018124
48,48,48,02-18,2.9630394148922528,-0.0218142152484527,-0.3915098962136612
49,49,49,02-19,2.4522039943231735,-1.0861106933816782,-0.3087672263570391
50,50,50,02-20,3.187276787215818,0.44537156713905995,0.10737224686410367
51,51,51,02-21,2.836447609160884,-0.2855610260125315,0.3052485497811287
52,52,52,02-22,3.891869355258154,1.9133500167362056,0.22497609096790805
53,53,53,02-23,3.38929051329465,0.8662556494541709,0.4754171066076198
54,54,54,02-24,2.731866901778857,-0.5034489681277765,0.67851707434365
55,55,55,02-25,3.173436155740014,0.4165354004565927,0.6216967257801421
56,56,56,02-26,3.772173906961887,1.6639713735552408,0.5471326519024986
57,57,57,02-27,2.6728136185294438,-0.6264831173935794,0.6320192784164688
58,58,58,02-28,3.6771361254417423,1.4659655734703452,0.7972584848756408
59,59,59,02-29,3.633751129937936,1.3755754085379919,0.685766985147295
60,60,60,03-01,3.207730768250315,0.4879862706272555,0.2615710605187433
61,61,61,03-02,2.8523575371947163,-0.2524135979134823,0.2742024975411829
62,62,62,03-03,2.5505539466587366,-0.8812041742160683,0.16651619224966566
63,63,63,03-04,2.70919024239125,-0.5506944952589419,-0.22197610339284216
64,64,64,03-05,3.367015890056148,0.8198477417212412,-0.3167044595974223
65,65,65,03-06,2.5149522089052643,-0.9553783653170548,-0.6887511400500291
66,66,66,03-07,2.9349274619772663,-0.08038386660022542,-0.6710802826409661
67,67,67,03-08,1.7809194949659604,-2.4846936806291224,-0.750358122254509
68,68,68,03-09,2.6014433373229324,-0.7751790297616905,-0.8561983034249958
69,69,69,03-10,2.4808820818014934,-1.0263615329401992,-0.7844944184087407
70,70,70,03-11,3.0622122122905324,0.18480665469832053,-0.9545151624896416
71,71,71,03-12,2.7214485283685916,-0.5251550552195248,-0.5183899000912462
72,72,72,03-13,2.4452934919746165,-1.1005083310856312,-0.2831958767568952
73,73,73,03-14,3.036894139712627,0.13205789376125027,-0.19606684503453595
74,74,74,03-15,3.2787664721475744,0.6359851102444157,0.026355206571422082
75,75,75,03-16,2.7318004855252527,-0.5035873426060433,-0.20918448492204766
76,76,76,03-17,3.702754004603469,1.5193389643340691,0.11369259713025665
77,77,77,03-18,2.043129921644519,-1.938393204180344,0.2040040006032278
78,78,78,03-19,3.3751305442869883,0.836754161228195,-0.10362712639835453
79,79,79,03-20,3.2969772916716664,0.6739263145990771,0.2413322007788982
80,80,80,03-21,2.392835459291277,-1.2098016517650785,-0.07394797680764588
81,81,81,03-22,3.7252310564141298,1.5661686204574732,0.3021793525882633
82,82,82,03-23,2.794794885559824,-0.3723421011851958,0.2708589427807337
83,83,83,03-24,3.1263196142562752,0.31837077219511145,0.14750066092771832
84,84,84,03-25,3.2849325118111765,0.6488317023830172,0.4604229818098304
85,85,85,03-26,2.941724139458326,-0.06622337651901528,0.11821775652424435
86,86,86,03-27,3.294004308446801,0.667732273527594,0.07462460662936186
87,87,87,03-28,2.7397318814869536,-0.4870627312560432,0.09491341011631314
88,88,88,03-29,2.6692532220214296,-0.6339010005544906,-0.3934290173568577
89,89,89,03-30,3.184748292777954,0.4401035931168191,-0.585586770203152
90,90,90,03-31,1.8785803470974158,-2.281222862456008,-0.9890627372786328
91,91,91,04-01,2.3883389398961503,-1.2191698935967812,-1.0977736358004977
92,92,92,04-02,2.1320546850183613,-1.7531235289252924,-1.1139922870136412
93,93,93,04-03,2.4266609729130684,-1.1393281223872305,-1.312080633284805
94,94,94,04-04,2.622545965065766,-0.7312129078333517,-0.8296122323810806
95,95,95,04-05,2.614283883153571,-0.7484264845101638,-0.7869592264501618
96,96,96,04-06,3.268016205717783,0.6135875429663386,-0.517722277343471
97,97,97,04-07,2.5111731313320202,-0.9632518580112688,-0.3416602742205371
98,98,98,04-08,2.9074162855991865,-0.13770183428514793,-0.15021182013792886
99,99,99,04-09,2.9336928531798763,-0.08295610364962712,-0.18463480719299832
100,100,100,04-10,3.1738884917090635,0.4174778166622978,-0.3571241323468577
101,101,101,04-11,2.5151508985155107,-0.9549644068405808,-0.15335184164800167
102,102,102,04-12,2.7712730964300416,-0.4213484079568181,-0.2767929828880345
103,103,103,04-13,3.098006439295544,0.2593818861818678,-0.4591622365681752
104,104,104,04-14,2.551924510911649,-0.878348681725345,-0.7388858028560413
105,105,105,04-15,2.40849704740609,-1.1771716257304707,-0.6389176834555401
106,106,106,04-16,2.368327023282267,-1.2608635810648992,-0.5978835840552336
107,107,107,04-17,2.8030439285123414,-0.35515569043757395,-0.6999353752997517
108,108,108,04-18,2.8894450824630837,-0.1751438115549787,-0.677544402651829
109,109,109,04-19,2.804112750245701,-0.3529288612852413,-0.5894155539414814
110,110,110,04-20,2.6164071179552133,-0.7440028458378095,-0.3255604210736955
111,111,111,04-21,2.6622947724959056,-0.6483985334683843,-0.171271386252714
112,112,112,04-22,3.128189808908925,0.32226721614181625,-0.3270650762099851
113,113,113,04-23,3.2473729605704973,0.5705785184883149,-0.03506712793385292
114,114,114,04-24,2.440782871698711,-1.1099059512986051,0.18357485229844248
115,115,115,04-25,3.64502257816082,1.3990588283715517,0.2381686350627391
116,116,116,04-26,3.2460628777220317,0.5678490355559628,0.2745198322213883
117,117,117,04-27,2.8195165911442546,-0.3208358368826047,0.014707220311003931
118,118,118,04-28,3.2328757463535305,0.5403743990937119,-0.051092756104965886
119,119,119,04-29,2.499152022507156,-0.9882971529739916,-0.12376294632150965
120,120,120,04-30,2.2512889140478625,-1.5047058097944241,-0.4522401241670755
121,121,121,05-01,3.4357434462000565,0.9630376870722892,-0.31428270938399744
122,122,122,05-02,2.30009839842731,-1.4030140315174322,-0.5137759959569234
123,123,123,05-03,3.2168130331560536,0.5069086518158634,-0.4968676304774525
124,124,124,05-04,2.6583653216308893,-0.656585320343844,-0.4624400303943765
125,125,125,05-05,2.5478455519980607,-0.8868469600971658,-0.8013446641502785
126,126,126,05-06,2.3504351835073063,-1.2981402092959675,-0.6824789943459736
127,127,127,05-07,2.459749474551296,-1.0703901154631228,-0.9428707597474252
128,128,128,05-08,2.6424135089623646,-0.6898200126916029,-0.764558201880134
129,129,129,05-09,2.4669242208306335,-1.0554419405928444,-0.35777081902610924
130,130,130,05-10,3.1718784584063937,0.4132900268599016,-0.10231069588869901
131,131,131,05-11,3.7193315509008165,1.5538773370269834,0.08822798629607674
132,132,132,05-12,3.0861216136856027,0.23462052952849355,0.04093476402149924
133,133,133,05-13,3.0084719960385127,0.0728419776455317,0.3069225366139152
134,134,134,05-14,2.506216197853665,-0.9735793463390678,0.2623553275383653
135,135,135,05-15,3.2329286855835697,0.5404846949616512,0.08784844502704962
136,136,136,05-16,3.043531652082477,0.14588677240660233,0.1963318865209676
137,137,137,05-17,3.2167781822592554,0.5068360419590894,0.176383348172464
138,138,138,05-18,3.398537480498552,0.8855211784920012,0.8855633085320409
139,139,139,05-19,2.9510232295357604,-0.046849252445489625,1.3334898332280158
140,140,140,05-20,4.54854698116064,3.2815004158183947,1.2392610106337991
141,141,141,05-21,4.522889176828222,3.2280438431375025,1.2062194302598404
142,142,142,05-22,2.772166926884426,-0.4194861631587003,1.3384700949307542
143,143,143,05-23,3.1216234394593725,0.3085865597153393,1.4069629274227538
144,144,144,05-24,3.7793993472569776,1.6790251665174831,0.839948686872909
145,145,145,05-25,3.1482722044833493,0.3641077425065062,0.3682096405197668
146,146,146,05-26,2.9156319204175034,-0.1205850274806735,0.4394066308179332
147,147,147,05-27,3.1643522328818636,0.3976095650186488,0.40257442350175504
148,148,148,05-28,2.977203466398356,0.007695778630297984,0.12668389868220264
149,149,149,05-29,3.0155522656760154,0.08759331581827058,0.2308257462786208
150,150,150,05-30,2.984876457219311,0.023682017600169025,0.2817228737608132
151,151,151,05-31,3.4481849390010963,0.9889588280850148,0.2570429803000282
152,152,152,06-01,3.0622079322186204,0.1847977374124812,-0.017992328325111433
153,153,153,06-02,3.0932778808681083,0.249530204253939,-0.06358256783050419
154,154,154,06-03,2.185143469360861,-1.6425160731205397,-0.1130141680076964
155,155,155,06-04,2.88425928679236,-0.18594812121408605,-0.21724628812149352
156,156,156,06-05,2.842520941901572,-0.2729075834629843,-0.10517484926571492
157,157,157,06-06,3.1480122333174463,0.36356610740223216,-0.16629659312136286
158,158,158,06-07,3.3849566875396384,0.8572263705471528,0.2593896811194386
159,159,159,06-08,2.9172565238313126,-0.11720025887994852,0.3707452572038326
160,160,160,06-09,3.4110554106295257,0.9116015723242692,0.6960660909558545
161,161,161,06-10,3.2049464658473465,0.4821853352922779,0.7832615930344229
162,162,162,06-11,3.779395628667912,1.6790174190491467,0.7132776946200012
163,163,163,06-12,3.3991220615910405,0.8867391198736431,0.6826049684713635
164,164,164,06-13,3.1834136687618213,0.4373229800606229,0.5081820800004976
165,165,165,06-14,2.8289237221126275,-0.3012366157717744,0.594747194521379
166,166,166,06-15,2.9087439320920483,-0.13493575850092648,0.6448700585685271
167,167,167,06-16,3.45424087351342,1.0015760224175665,0.4144054563683733
168,168,168,06-17,3.923741879144445,1.979754603332035,0.5009391308658017
169,169,169,06-18,2.735418942713685,-0.4960484933272801,0.557975115004583
170,170,170,06-19,3.4326175339262512,0.9565250270451936,0.8248526041496267
171,171,171,06-20,2.9931787105132854,0.04097928906091322,1.0807582799335933
172,172,172,06-21,3.677310645647007,1.466329176369336,0.8646339408495262
173,173,173,06-22,4.191210427773768,2.5370100771213666,0.8189779335371363
174,174,174,06-23,3.3013365442426195,0.6830085688276308,0.7484114150583349
175,175,175,06-24,2.6039365625154294,-0.7699845372016191,0.7455093101726987
176,176,176,06-25,3.2293966576807027,0.533125916172385,0.8584876616301501
177,177,177,06-26,2.9848210883642965,0.02356665974709624,0.4678682255166155
178,178,178,06-27,4.0026711717845975,2.144199285114045,0.4535532972147828
179,179,179,06-28,3.06628566463158,0.19329346044015816,1.0060232284114268
180,180,180,06-29,3.2601117206917087,0.5971189990166348,0.9616458685416877
181,181,181,06-30,4.194966217050922,2.544835049978245,1.011790646037366
182,182,182,07-01,3.1015965882908314,0.26686175695394937,0.6028336470374897
183,183,183,07-02,3.1292304462508005,0.3244353247211668,0.4997635049667157
184,184,184,07-03,2.8249370072675952,-0.309542708885213,0.3102245815559941
185,185,185,07-04,2.7694592795709623,-0.4251273919844854,-0.08678867236840193
186,186,186,07-05,2.714268352923242,-0.5401145414476946,-0.1301822347166822
187,187,187,07-06,3.0516282278337075,0.1627555264318688,-0.25734191852898164
188,188,188,07-07,2.9766297066317566,0.006500382864267925,0.12058090435421907
189,189,189,07-08,2.7630298326381943,-0.43852277815263,0.4275294255869104
190,190,190,07-09,3.9132974489491135,1.9579942284139915,0.6183632957924984
191,191,191,07-10,3.6534244912870784,1.4165637354116625,0.6628845638514711
192,192,192,07-11,3.263840971163704,0.6048886797858333,0.7538815975761032
193,193,193,07-12,3.179842730993947,0.42988313478570506,0.7395493224104656
194,194,194,07-13,3.2386873697828817,0.5524825852120611,0.3614148007421581
195,195,195,07-14,2.7217550527490864,-0.524516429146456,0.31840152481711664
196,196,196,07-15,2.8243273468572907,-0.3108129015958537,0.16913246742237772
197,197,197,07-16,3.5295527768804167,1.1584840798614142,0.19877703062332572
198,198,198,07-17,2.8339687131293414,-0.29072566458260035,0.2842472874466524
199,199,199,07-18,3.2652145792795184,0.6077505139913933,0.431812694069164
200,200,200,07-19,3.4848287532462927,1.0653041261520206,0.3689971537600858
201,201,201,07-20,3.146721054810902,0.3608760105886134,0.4761792842641761
202,202,202,07-21,2.643428112792297,-0.6877061434503225,0.6399565660535299
203,203,203,07-22,3.8382210653046114,1.801576862885955,0.4143867331740425
204,204,204,07-23,3.305622458160635,0.6919380261535233,0.2928357147514562
205,205,205,07-24,2.61560765406183,-0.7456684832855316,0.11534985657255775
206,206,206,07-25,3.1347802457547784,0.3359980156165028,0.4180133802716219
207,207,207,07-26,2.635588687820965,-0.7040391384847773,0.04848475796599209
208,208,208,07-27,3.5150531811618864,1.128274998744062,-0.05360746607033258
209,209,209,07-28,2.7740346488340344,-0.4155948709478237,0.3380727687489995
210,210,210,07-29,3.01161232879948,0.07938468193557519,0.1009529923169668
211,211,211,07-30,3.743587356673324,1.604412925630461,-0.09733593841520467
212,212,212,07-31,2.451911233928127,-1.0867206429756937,-0.3336958262741801
213,213,213,08-01,2.0645466253548954,-1.8937727228778056,-0.18777167415312174
214,214,214,08-02,2.8343725332363396,-0.28988432840979084,-0.18210747354415627
215,215,215,08-03,3.1942740867246635,0.4599500417785265,-0.22245887916296064
216,216,216,08-04,3.0279243679335965,0.113369885589368,0.1316800894093408
217,217,217,08-05,3.6273814252434433,1.3623044919176346,0.5057759013543079
218,218,218,08-06,3.4717777805195897,1.038113168458115,0.3940260302026807
219,219,219,08-07,3.141885855659764,0.35080214879199645,0.17948354932807473
220,220,220,08-08,2.5125498441577645,-0.9603835553195544,0.21001237079454851
221,221,221,08-09,2.5764242636767998,-0.8273048434691094,0.018126709011080558
222,222,222,08-10,3.115842745981741,0.29654281438821123,-0.1431001350658101
223,223,223,08-11,3.0747798066967142,0.2109905212168266,-0.3376144430925232
224,224,224,08-12,3.007468909486753,0.07075210399677119,-0.11836813175689168
225,225,225,08-13,2.581714134401331,-0.8162836993682823,0.07364065423288776
226,226,226,08-14,3.1439459858933967,0.35509431269423475,0.2507556078125749
227,227,227,08-15,3.1293804612736653,0.3247478724695673,0.032816497037171787
228,228,228,08-16,3.6259069639503,1.3592325358663344,-0.12609893722265889
229,229,229,08-17,2.4471482044198067,-1.0966441434355925,0.010669848928316702
230,230,230,08-18,2.5498165483471533,-0.8827405015622127,-0.1994236958762048
231,231,231,08-19,2.9755875061334343,0.004329017537571171,-0.2088968762009812
232,232,232,08-20,2.53890842432609,-0.9054669561328942,-0.6106963825902197
233,233,233,08-21,3.102099137950176,0.2679087905209087,-0.4948750208427496
234,234,234,08-22,2.4687852931684366,-1.0515645024690972,-0.3351806431394547
235,235,235,08-23,2.7806961692289858,-0.4017159729507717,-0.4300465395159472
236,236,236,08-24,3.0097121485261566,0.07542576465755645,0.02356051839989036
237,237,237,08-25,2.7023881050145926,-0.5648663607213841,0.17023471230194642
238,238,238,08-26,3.8452279901484263,1.816175391362132,0.2562716657876176
239,239,239,08-27,3.5244985824734254,1.147953953933245,0.414548602691879
240,240,240,08-28,2.7165586771155,-0.5353427815550703,0.5636118688919848
241,241,241,08-29,3.236509754772504,0.5479456484747968,0.9738297624911664
242,242,242,08-30,3.438991759115265,0.9698053618581912,0.7328626631288828
243,243,243,08-31,3.883753454842248,1.8964410008737047,0.5223085731098386
244,244,244,09-01,3.1512792714871525,0.3703727951884305,0.4774345543015226
245,245,245,09-02,2.918134720501004,-0.11537058618102015,0.4705916222740715
246,246,246,09-03,2.587328305269612,-0.8045868944049664,0.2922492091005389
247,247,247,09-04,3.2168031478336188,0.5068880563100909,-0.1514740639615806
248,248,248,09-05,2.925392643583464,-0.100249117183004,-0.4258297395481865
249,249,249,09-06,2.6058976911444045,-0.7658986374990118,0.03391281112370318
250,250,250,09-07,2.3611765145770387,-1.2757612583312046,0.41710465214097625
251,251,251,09-08,4.24212357539926,2.6430847178503183,0.2291486114321253
252,252,252,09-09,3.690862720462116,1.4945641516986718,0.336130790761378
253,253,253,09-10,2.6755182423019517,-0.6208481879430143,0.30738313526962324
254,254,254,09-11,3.233485102934144,0.5416439587925119,0.39259226243289547
255,255,255,09-12,2.5231088011016767,-0.93838457044954,-0.03703944491202179
256,256,256,09-13,2.6065658842033788,-0.764506495351571,-0.4150259659567216
257,257,257,09-14,3.0048493848674767,0.0652944737808142,-0.2041153983428452
258,258,258,09-15,2.6023188377313,-0.773354974569527,-0.2493353917787841
259,259,259,09-16,3.282908705710088,0.6446152177402444,0.002952962362496259
260,260,260,09-17,3.1032583766059902,0.27032399817687824,0.20339295999165186
261,261,261,09-18,3.2496610173703617,0.5753455543981421,0.3820452602915301
262,262,262,09-19,3.1838026932587846,0.4381334904233624,0.3682897170570853
263,263,263,09-20,3.5193409283482655,1.1372082755800843,0.3456597348079329
264,264,264,09-21,2.5627049583789105,-0.8558882339761963,0.30431511164613445
265,265,265,09-22,3.2177377872457527,0.5088353242453302,0.4302986498685137
266,266,266,09-23,2.9841921292112468,0.022256259206087783,0.4256609210785866
267,267,267,09-24,3.6124745099724884,1.3312467837324171,0.17075267730851285
268,268,268,09-25,3.1704467373636205,0.4103071176837999,0.3150451887285551
269,269,269,09-26,2.7852438270901088,-0.3922411870403582,0.29518600429700576
270,270,270,09-27,2.9782455183862835,0.009866834544057157,0.391365240088948
271,271,271,09-28,3.1605463464789283,0.3896802176560339,0.2442818436850837
272,272,272,09-29,3.2611737487612795,0.5993316739577413,0.030986545514213364
273,273,273,09-30,3.1888966242738483,0.4487464053092317,0.1157292389006962
274,274,274,10-01,2.5561886114457137,-0.8694646713414226,-0.06141913852934075
275,275,275,10-02,3.029289938144636,0.11621497327853887,-0.32891401005879417
276,276,276,10-03,2.4680850447953424,-1.0530234300361645,-0.4833682857107561
277,277,277,10-04,2.3902016652440703,-1.2152890115206867,-0.6787595677366521
278,278,278,10-05,2.8163688481582776,-0.32739397995403025,-0.2902194482429368
279,279,279,10-06,2.626199350835709,-0.7236012868461446,-0.20257720328790246
280,280,280,10-07,3.675125257920385,1.461776045620869,-0.3197577097016421
281,281,281,10-08,3.2816863181819973,0.6420684430087444,-0.4655844840964981
282,282,282,10-09,2.130622949376096,-1.756106468518602,-0.2407595778356751
283,283,283,10-10,1.970242660443697,-2.0902496578898235,-0.09066388085677828
284,284,284,10-11,3.463830497635473,1.0215554576109076,-0.1986350241850788
285,285,285,10-12,3.0584522055645547,0.1769728950272364,-0.5705518114712141
286,286,286,10-13,3.3641847321666254,0.8139491856510659,-0.5535239455684831
287,287,287,10-14,2.2106223485825507,-1.589432280708068,-0.1315272313858753
288,288,288,10-15,2.1796606219712698,-1.6539392731022151,-0.2990402812243105
289,289,289,10-16,3.185529228034448,0.4417306272058237,-0.5479698672717247
290,290,290,10-17,2.981418306917045,0.016477158580296608,-0.7138659767005499
291,291,291,10-18,2.341572732260313,-1.3166046212572489,-0.4070398331842087
292,292,292,10-19,2.8864290847205774,-0.18142747092188488,-0.2116520743771346
293,293,293,10-20,3.0942351310264606,0.2515245803899789,-0.3369261624710543
294,294,294,10-21,2.7423477490732773,-0.4816127202597703,-0.4633010274568407
295,295,295,10-22,2.824758844258802,-0.3099139013576945,-0.36803576800242105
296,296,296,10-23,2.6174778525563918,-0.7417720313344219,-0.08499634799343378
297,297,297,10-24,2.6159222385052967,-0.7450130645307312,-0.1494816730884376
298,298,298,10-25,3.7015397092235762,1.5168090491320387,0.0014412619934128694
299,299,299,10-26,2.9085271698958217,-0.13538737018004396,0.4133466222144884
300,300,300,10-27,3.17698292414001,0.4239248902313325,0.7269742884135454
301,301,301,10-28,4.010983842159352,2.161518259968759,0.9298299638292364
302,302,302,10-29,3.520677989303472,1.1399939658599196,0.7524465422185717
303,303,303,10-30,3.2001158334003508,0.4721209879634145,0.654928261965239
304,304,304,10-31,3.1907023440220907,0.4525085194680504,0.6516677506547587
305,305,305,11-01,2.6276893052788424,-0.7204970517000401,0.33864990943927503
306,306,306,11-02,3.1675931458172584,0.4043618223684504,-0.009507297179483546
307,307,307,11-03,3.109539908923366,0.2834112126758564,0.05080089896429527
308,308,308,11-04,2.518038010380306,-0.9489492738526314,0.3013801273756683
309,309,309,11-05,3.3737942963502965,0.8339701648260873,0.4839288799279842
310,310,310,11-06,3.9123325372700433,1.9559838899362891,0.4607031920438821
311,311,311,11-07,3.1534020405947816,0.3747954636138559,0.3384361836780932
312,312,312,11-08,3.1007066854255534,0.2650076950638372,0.8283870960559705
313,313,313,11-09,2.757429458930263,-0.4501908375188763,0.6942578034431758
314,314,314,11-10,3.929022367794072,1.9907562004146329,0.3869965922039025
315,315,315,11-11,2.9875222658950014,0.029194409149318888,0.2819881225088738
316,316,316,11-12,3.027466825734741,0.11241662250064983,0.4781549028958642
317,317,317,11-13,2.8509935658017604,-0.2552553545563169,0.6646334862591132
318,318,318,11-14,3.6656372765881033,1.44200837738578,0.625949633195587
319,319,319,11-15,3.2944595112700603,0.6686806626606171,0.6479409306099876
320,320,320,11-16,3.817618734943948,1.7586530820334754,0.6621918130131085
321,321,321,11-17,3.0508538688516285,0.16114219363572205,0.9409199208029784
322,322,322,11-18,3.0685072068058927,0.1979219169193747,0.7214067657536605
323,323,323,11-19,3.653688264652988,1.4171132921829028,1.0002819606224245
324,324,324,11-20,3.0334726654071167,0.12492944708987165,0.5700409112332373
325,325,325,11-21,4.097577798612,2.341931831873201,0.5812301976340121
326,326,326,11-22,2.5785897316930564,-0.8227932143016475,0.677007956960468
327,327,327,11-23,3.0830773175344617,0.2282779120403701,0.5371024863944319
328,328,328,11-24,3.344332634993976,0.7725884728781114,0.5826634711832577
329,329,329,11-25,3.2507817172863818,0.5776804687866863,0.4665110130043366
330,330,330,11-26,3.164681395141697,0.39829535582282655,0.6946157900683146
331,331,331,11-27,3.763076326270188,1.6450170827996746,0.7491858345537521
332,332,332,11-28,3.235496911897258,0.5458354480822211,0.6955427926598651
333,333,333,11-29,3.240230773538112,0.5556981789529932,0.5444587326984257
334,334,334,11-30,3.1898488059323618,0.4507302215147896,0.3476536818265536
335,335,335,12-01,2.8156825269908863,-0.32882389098194914,0.3104135356832549
336,336,336,12-02,2.5979126817362546,-0.7825349494084067,0.1433405501669683
337,337,337,12-03,3.655830350502984,1.4215762059398829,-0.059009397788455466
338,338,338,12-04,2.7543520397185466,-0.4566024650154982,-0.19095827768959128
339,339,339,12-05,2.657493597066871,-0.6584015087795495,-0.13063575157949536
340,340,340,12-06,2.80985603356422,-0.3409630578920255,0.06251283854803609
341,341,341,12-07,2.9894022580715864,0.033111265678626337,-0.20080375060109368
342,342,342,12-08,3.15415134247025,0.376356591356782,-0.031743396745715975
343,343,343,12-09,2.897518489149779,-0.158323328954896,-0.18423773492933412
344,344,344,12-10,3.241220231454452,0.557759658116768,-0.1833107952812516
345,345,345,12-11,2.2183330192714754,-1.5733675378812586,-0.4068761006138228
346,346,346,12-12,2.812525479238611,-0.33540142000353007,-0.27128671181597586
347,347,347,12-13,2.345568068328513,-1.3082805663168011,-0.1407607848594202
348,348,348,12-14,3.5446282286067587,1.1898929241438634,-0.007923645086373462
349,349,349,12-15,3.2734133727388306,0.624832232784438,0.4672705025103652
350,350,350,12-16,3.623771057604965,1.3547824967550484,0.3476379870619157
351,351,351,12-17,3.5868201310506365,1.2777973476991733,0.5759491457877095
352,352,352,12-18,2.4680019694923216,-1.0531965126942275,0.2007913360253615
353,353,353,12-19,3.0030695964339484,0.061586386037962286,-0.0694956606397159
354,354,354,12-20,2.4642306055729963,-1.0610539344302246,-0.38360944088638255
355,355,355,12-21,2.4950277943635086,-0.9968897472060264,-0.6488915163476489
356,356,356,12-22,2.7191709860893845,-0.5299001847249513,-0.7879175474195943
357,357,357,12-23,2.8228479670608344,-0.31389510506842483,-1.1444794093921085
358,358,358,12-24,2.0676280745570206,-1.8873526991259004,-1.109007326359608
359,359,359,12-25,1.97622548412924,-2.077784785797122,-0.9933501474922533
360,360,360,12-26,2.5663848275966474,-0.8482214362352228,-1.143164242941123
361,361,361,12-27,2.8281029373659616,-0.30294667400189645,-1.4215200296913781
362,362,362,12-28,2.28772910107986,-1.4287847574181711,-1.1880947057582398
363,363,363,12-29,2.0212254963646337,-1.984029825569956,
364,364,364,12-30,2.7398576232181697,-0.4868007555270714,
365,365,365,12-31,,,
