,unnamed: 0,unnamed: 0,mth_day,great soundtrack,great soundtrack_norm,great soundtrack_ravg
110,110,110,04-20,14.75880023567204,-0.15441181142779964,-0.04434023225125554
111,111,111,04-21,15.144463710693831,0.093845371688279,-0.12779679946553854
112,112,112,04-22,15.37172834249805,0.2401389176623692,-0.16586017178667814
113,113,113,04-23,13.63669806772015,-0.8767252826955697,-0.1965345089508929
114,114,114,04-24,14.520099323672998,-0.3080670571488859,-0.1845689714676744
115,115,115,04-25,14.728390202342135,-0.17398719178374716,-0.19392063038475515
116,116,116,04-26,14.870329836750061,-0.08261858652848872,-0.12537148709143625
117,117,117,04-27,15.057297815312829,0.03773541818579475,0.03774149347144649
118,118,118,04-28,16.010668182556742,0.6514337774222824,0.09868800190589627
119,119,119,04-29,15.157058158383784,0.10195260068172668,0.1610820406765006
120,120,120,04-30,15.088175750020378,0.05761199345781293,0.08803612824485052
121,121,121,05-01,15.309958916952045,0.2003770408398788,0.18223486052292948
122,122,122,05-02,14.18947605267996,-0.5208940611183891,0.2352120198779853
123,123,123,05-03,15.935314958108444,0.6029278118542684,0.07512072827846772
124,124,124,05-04,16.504463087917472,0.9692967335526178,0.031167868527444936
125,125,125,05-05,13.664862934124072,-0.8585951489153792,-0.06164933944113149
126,126,126,05-06,14.678495455997247,-0.20610516504832385,-0.0113451001268343
127,127,127,05-07,14.44481882671963,-0.35652620697157983,-0.22006802627955224
128,128,128,05-08,14.65835693255062,-0.21906862523260592,-0.3062292213939855
129,129,129,05-09,13.98982903887599,-0.6494097450620394,-0.13047654685192453
130,130,130,05-10,15.701363040552652,0.4523295628660181,0.12481710596806665
131,131,131,05-11,15.303036372430727,0.1959208983369867,0.14293829213579864
132,132,132,05-12,17.058062549969996,1.3256567518716234,0.06593854223410905
133,133,133,05-13,14.61372462532518,-0.247799089965188,0.3419116453320749
134,134,134,05-14,13.940649817288394,-0.6810671246427434,0.4719571267477368
135,135,135,05-15,16.56214726026361,1.0064288735257554,0.6546823700563232
136,136,136,05-16,16.91350421554203,1.2326024513599894,0.7130316694812754
137,137,137,05-17,17.00620044021059,1.2922723581885056,0.7417569250665147
138,138,138,05-18,17.601930645922547,1.6757525484213365,1.1298650044211194
139,139,139,05-19,14.881469914726438,-0.07544755645375205,1.2777583677271642
140,140,140,05-20,17.55816715207449,1.6475813514848832,1.061366659647776
141,141,141,05-21,17.94064679150015,1.8937890533620247,0.8120424949077938
142,142,142,05-22,14.896538332268227,-0.06574779711633989,0.6356061750305387
143,143,143,05-23,14.682274359032895,-0.20367263025138715,0.8658426510190849
144,144,144,05-24,15.957385016511227,0.6171346291578061,0.8052838477675234
145,145,145,05-25,17.02748152152848,1.3059712994775257,0.544962364016916
146,146,146,05-26,16.993704487703454,1.284228531975513,0.5541062091616209
147,147,147,05-27,15.514215778646548,0.3318601508583814,0.5895947458039456
148,148,148,05-28,14.981767215863169,-0.010884726248110918,0.6350197037453782
149,149,149,05-29,15.013059527698507,0.009258589602560595,0.6794251194725205
150,150,150,05-30,16.380786593356323,0.8896843768064022,0.7543689103661843
151,151,151,05-31,17.441380045409893,1.5724037938403792,0.7679806495108806
152,152,152,06-01,17.692248210738672,1.7338912773374957,0.7779095190313048
153,153,153,06-02,15.641089463921045,0.4135305857265593,1.001776132371455
154,154,154,06-03,15.074313234654355,0.048688490874434026,1.0241080715293387
155,155,155,06-04,17.099698269629766,1.3524582696434608,0.9669525611592464
156,156,156,06-05,16.588940407513906,1.0236760117537058,0.8419048825950015
157,157,157,06-06,16.9086391401286,1.2294707316198263,1.09471074851989
158,158,158,06-07,16.526691065849647,0.9836052059520258,1.3695370654112649
159,159,159,06-08,17.997468140293073,1.9303657812758888,1.2542529399610545
160,160,160,06-09,17.635942374308524,1.6976463922226857,1.3042770667812025
161,161,161,06-10,16.02514624552529,0.6607535169421979,1.309211378834956
162,162,162,06-11,17.055210386305255,1.3238207726745923,1.4207594043157827
163,163,163,06-12,16.954631378732287,1.2590766039423475,1.1747316306301518
164,164,164,06-13,17.56641926864586,1.6528933588369874,0.9813435787998932
165,165,165,06-14,15.704267396761475,0.4541991391621051,1.1360229856911526
166,166,166,06-15,15.83339131430526,0.5373180812411327,1.126236989840941
167,167,167,06-16,17.466897823317904,1.588829958289754,1.0844416960785512
168,168,168,06-17,16.963996078978404,1.2651047975733236,0.9029204966710574
169,169,169,06-18,16.5650615456349,1.0083048413680094,1.0359191487628725
170,170,170,06-19,15.874477975952999,0.5637661623920243,1.1903667750126792
171,171,171,06-20,16.943934785921222,1.2521910517129942,1.3980382425338107
172,172,172,06-21,17.272982487476266,1.4640038387399752,1.4732215981623946
173,173,173,06-22,19.402583199792012,2.834858763416543,1.3907867179637845
174,174,174,06-23,17.664772761406837,1.7162049313448262,1.4648504183367357
175,175,175,06-24,15.796694114054015,0.5136955601763481,1.3756354610854278
176,176,176,06-25,16.564818461580344,1.0081483646297311,1.3017197689369835
177,177,177,06-26,16.112370921248537,0.7169013082051493,0.8464691045198832
178,178,178,06-27,16.584021571990142,1.0205096858493097,0.8803247618026209
179,179,179,06-28,15.159236416235265,0.10335477691393999,1.0280085289869358
180,180,180,06-29,17.980338021745,1.9193388750412528,0.7446709703955078
181,181,181,06-30,17.173240020401007,1.3997981632822385,0.5694691905918909
182,182,182,07-01,13.923856872981295,-0.6918769869188368,0.4157889113067624
183,183,183,07-02,14.479332318756896,-0.33430937061655075,0.4394831578234688
184,184,184,07-03,15.151582764601205,0.09842801013853784,0.08188327201033115
185,185,185,07-04,15.380088163643913,0.2455202560141779,-0.09936236450341702
186,186,186,07-05,14.647184566146352,-0.22626043983757296,0.00013042185922607086
187,187,187,07-06,15.483867222408405,0.3123243441997494,-0.035402545165476015
188,188,188,07-07,14.851219374559586,-0.09492026874297826,0.05352066721554536
189,189,189,07-08,14.148133018855699,-0.5475071727647632,0.4035894336796105
190,190,190,07-09,15.980427303957722,0.6319672844246661,0.6007762864947818
191,191,191,07-10,18.64304479458249,2.3459328547985696,0.5411979520144621
192,192,192,07-11,16.48514387747274,0.9568606770534541,0.8550888118282782
193,193,193,07-12,14.928543411271455,-0.045145662682169616,0.7112437306275137
194,194,194,07-13,17.77696528661495,1.7884248901399198,0.2569786627000968
195,195,195,07-14,12.807367127991474,-1.4105776599693507,-0.2079787758119649
196,196,196,07-15,11.746267168595633,-2.0936231231398352,-0.3081473392643171
197,197,197,07-16,14.309222121908029,-0.4438117762738008,-0.16730267522160244
198,198,198,07-17,15.551482523934093,0.3558492963393409,-0.487899147365929
199,199,199,07-18,16.241342708142366,0.7999223215741184,-0.25033899111369456
200,200,200,07-19,14.788717019838407,-0.13515394272603984,0.1952275532411379
201,201,201,07-20,15.021642040088215,0.014783277544056282,0.18313289191971585
202,202,202,07-21,15.899349219051073,0.5797761429891596,0.22582361940568965
203,203,203,07-22,14.196488970200988,-0.5163797442023333,0.03431904732620452
204,204,204,07-23,15.949398606928172,0.611993661255184,0.03211072319550925
205,205,205,07-24,14.456347378129239,-0.34910511090279256,-0.2096867746024508
206,206,206,07-25,14.768133447249813,-0.1484038875102114,-0.3856758792991573
207,207,207,07-26,12.767871283121247,-1.436001709243704,-0.39865614655448695
208,208,208,07-27,14.258972038466446,-0.4761584851910796,-0.559840933109227
209,209,209,07-28,14.07550117246074,-0.594261347734311,-0.4738550175486578
210,210,210,07-29,14.447011023461206,-0.3551150580732565,-0.6082947252595805
211,211,211,07-30,15.257813661967175,0.16681038246062316,-0.6785522541094372
212,212,212,07-31,13.515034120029972,-0.9550421337757479,-0.5533730647518599
213,213,213,08-01,12.113007748880383,-1.857546882342844,-0.4300619249205155
214,214,214,08-02,15.425754982559088,0.2749166509543839,-0.4270654807485666
215,215,215,08-03,15.224872210172501,0.14560549125375502,-0.2738563416113323
216,216,216,08-04,14.474940585640821,-0.33713639304156284,-0.2252991890514707
217,217,217,08-05,16.685861018255803,1.0860652172840293,0.12499298727950756
218,218,218,08-06,13.967630575649386,-0.6636992184165784,0.0052614594692030345
219,219,219,08-07,15.37804676127225,0.2442061756430257,-0.06922217143583152
220,220,220,08-08,14.309749157340336,-0.4434725159074432,-0.07079250066406652
221,221,221,08-09,14.530617593250225,-0.3012962941764523,-0.3678934154428133
222,222,222,08-10,14.460303700951615,-0.3465583684109729,-0.3081159694864293
223,223,223,08-11,13.9166125368014,-0.6965402713884521,-0.3924027975587401
224,224,224,08-12,14.524810285322163,-0.3050345426782741,-0.2063391740823831
225,225,225,08-13,14.592417505234186,-0.2615147927908393,-0.061733267344893726
226,226,226,08-14,16.044029939173406,0.6729092249506986,0.1006239221621682
227,227,227,08-15,15.878475064306302,0.5663391462484838,-0.01468062585338061
228,228,228,08-16,15.973619137326029,0.6275847686313987,-0.12578710945040195
229,229,229,08-17,12.84187015596883,-1.3883675594817448,-0.3189905271532362
230,230,230,08-18,13.489197651110242,-0.9716734442604024,-0.4585379208055878
231,231,231,08-19,12.791587401820287,-1.4207352990078443,-0.2873973708419108
232,232,232,08-20,14.743322372350598,-0.16437513696341094,-0.4308113498848612
233,233,233,08-21,17.47365934186103,1.593182446030546,-0.061764688193195576
234,234,234,08-22,14.63687150738425,-0.2328991056263038,0.3358397536646495
235,235,235,08-23,16.28171788661799,0.8259124106682489,0.6185281839690754
236,236,236,08-24,17.195229649208713,1.4139532068866685,0.9428612005103896
237,237,237,08-25,15.426498529334795,0.27539528281871106,0.9114502423481492
238,238,238,08-26,17.766398602901504,1.7816229622844744,0.8785322601851518
239,239,239,08-27,17.18088088220334,1.4047166970571034,0.818594935156446
240,240,240,08-28,14.330046224852525,-0.4304069986042885,0.7256026548845504
241,241,241,08-29,15.723047959796018,0.4662884604960131,0.8250777010411646
242,242,242,08-30,16.328457727211422,0.855999525255295,0.6907247835290139
243,243,243,08-31,16.35369567619298,0.8722455597583963,0.4805104593134046
244,244,244,09-01,16.51410823861041,0.9755054572115692,0.3272596032101724
245,245,245,09-02,15.221493787930813,0.1434307517634474,0.3300458310281701
246,246,246,09-03,12.901610028816204,-1.3499121352236814,0.07046264021821202
247,247,247,09-04,15.749018115962393,0.4830058274039998,0.2188009183682377
248,248,248,09-05,13.90890827043207,-0.7014996196044538,0.1828178835103413
249,249,249,09-06,17.73634221504472,1.7622752286585506,0.3639367720541973
250,250,250,09-07,16.178713900587066,0.7596072480641909,0.419951272377648
251,251,251,09-08,16.909685180529852,1.230144083026583,0.09814736189043508
252,252,252,09-09,13.423715691384293,-1.013825133282977,0.3093816135020128
253,253,253,09-10,12.749515434839878,-1.4478176355192778,0.15156602503492475
254,254,254,09-11,15.877802007908919,0.5659058900650124,-0.2753613937914345
255,255,255,09-12,16.26535859643898,0.8153816978560223,-0.5297876764113597
256,256,256,09-13,12.19936531070949,-1.8019572648939648,-0.3339744626988308
257,257,257,09-14,14.538202759104074,-0.2964136126929679,-0.2117492720766375
258,258,258,09-15,15.248871447387097,0.16105414899219692,-0.39018836047497535
259,259,259,09-16,13.888764446503293,-0.7144664917861178,-0.5030727898697067
260,260,260,09-17,14.21458876958148,-0.5047286403250146,0.0008763718400318643
261,261,261,09-18,15.213173903860682,0.13807512148763382,0.5265976514468029
262,262,262,09-19,16.896626010274133,1.2217377053644671,0.5454708268378147
263,263,263,09-20,19.43839923377161,2.8579140649476584,0.7519017924468346
264,264,264,09-21,15.424786463773716,0.2742932013382676,0.849392897151358
265,265,265,09-22,15.81288722634617,0.5241193018680023,0.9178179974587944
266,266,266,09-23,15.123293792786699,0.08021798790212525,0.6254708319791888
267,267,267,09-24,15.850957551416412,0.5486257233322522,-0.10170979555575126
268,268,268,09-25,14.171686759700648,-0.5323452875131667,-0.13910327289850755
269,269,269,09-26,12.66041993995543,-1.5051697002619822,-0.2476124592837575
270,270,270,09-27,15.076245529711482,0.04993233728172987,-0.4378444773930945
271,271,271,09-28,14.801483744653824,-0.12693581644349736,-0.4469201145079192
272,272,272,09-29,13.350159813493507,-1.061174120753897,-0.5461234106381839
273,273,273,09-30,15.766364428176868,0.4941719006433041,-0.3825111591338908
274,274,274,10-01,13.247022568179755,-1.1275650642947543,-0.4568828280885037
275,275,275,10-02,14.185433686086144,-0.5234961912362239,-0.4719916499580597
276,276,276,10-03,14.383034499145767,-0.3962976764459475,-0.2823542877790514
277,277,277,10-04,14.660655898162705,-0.217588747660833,-0.43033411102586655
278,278,278,10-05,15.117751063195048,0.0766500523201526,-0.3241600741158198
279,279,279,10-06,14.387059012314014,-0.3937070388375868,-0.18446717164112766
280,280,280,10-07,14.236660350688744,-0.4905208428344738,-0.28127642110041456
281,281,281,10-08,15.487497526367777,0.3146612236119291,-0.3692907593790472
282,282,282,10-09,13.48068498179232,-0.9771531732016688,-0.4829319433206774
283,283,283,10-10,13.84028288515523,-0.7456747773326285,-0.6553853233951721
284,284,284,10-11,14.058512735721704,-0.6051970513296291,-0.3772168467942138
285,285,285,10-12,12.779637974083213,-1.428427319284555,-0.5557414027118439
286,286,286,10-13,16.829441433134587,1.1784900167712755,-0.2490132589588901
287,287,287,10-14,13.823487653677256,-0.7564861118938516,-0.20058998416198304
288,288,288,10-15,16.33966792009715,0.8632156893160533,-0.17564838783161285
289,289,289,10-16,14.291631479279372,-0.4551351285511859,-0.1498203768044344
290,290,290,10-17,14.290990908380186,-0.4555474733474079,-0.3848506653474377
291,291,291,10-18,13.020378331174564,-1.2734592531214841,-0.27971520748361217
292,292,292,10-19,14.638747169778984,-0.23169171448674405,-0.29722662784685233
293,293,293,10-20,14.803444942779615,-0.12567336471089838,-0.33525495287862944
294,294,294,10-21,16.176445688738063,0.7581471671366121,-0.2224890476045636
295,295,295,10-22,13.937173192185481,-0.6833050787418486,0.03897086870984127
296,296,296,10-23,15.342070849256814,0.2210479582969871,0.32586319916909834
297,297,297,10-24,15.457420562276626,0.29530024476494504,0.37821683988890414
298,298,298,10-25,17.312842438239752,1.4896622682687983,0.3987484204999192
299,299,299,10-26,15.29142809210751,0.1884484796079365,0.8286229129985134
300,300,300,10-27,16.36781853749302,0.8813366508027023,0.6608006833678494
301,301,301,10-28,17.943991166658012,1.8959418762497169,0.7728776816868645
302,302,302,10-29,13.77781631000336,-0.7858854194869973,0.7305728858289832
303,303,303,10-30,16.50207926900607,0.9677622346790368,0.7437530033269414
304,304,304,10-31,16.918523586091748,1.2358334931215105,0.811516705185531
305,305,305,11-01,15.414278674354264,0.2675291845956864,0.6637045710931607
306,306,306,11-02,16.999437354989347,1.2879188619542403,0.797828537758415
307,307,307,11-03,16.566248764953652,1.0090690716954949,0.6428753696735622
308,308,308,11-04,15.027972645910294,0.018858380504528,0.6329142397978367
309,309,309,11-05,15.057775989983575,0.038043226169920605,0.5894547369693884
310,310,310,11-06,16.825676871693492,1.1760667138671574,0.5144361730761434
311,311,311,11-07,15.009196911808806,0.006772167624997249,0.4604607173702514
312,312,312,11-08,16.30019668016016,0.8378074785947701,0.5931721598610374
313,313,313,11-09,16.06314883723831,0.6852163374601424,0.3371772966383322
314,314,314,11-10,16.264962982553726,0.8151270354492444,0.2108189492881984
315,315,315,11-11,12.671672982634922,-1.4979259531663107,0.21902885864381005
316,316,316,11-12,15.647903111626036,0.4179166297663544,0.1349006374343806
317,317,317,11-13,15.085720671531446,0.0560316237586674,0.00025584525442736333
318,318,318,11-14,15.516045783131895,0.3330381513381934,-0.16157373846338374
319,319,319,11-15,14.808137937801144,-0.12265241561957704,-0.14575470617477992
320,320,320,11-16,14.756565307983506,-0.15585046685762227,0.08812276212892653
321,321,321,11-17,12.819120630771305,-1.4030117594346878,0.4198357238778896
322,322,322,11-18,17.827852050621253,1.821181439588593,0.4942224800423644
323,323,323,11-19,18.17758464740019,2.0463093942524457,0.4858088017133689
324,324,324,11-20,16.209397440100695,0.779358688325042,0.5942002870172081
325,325,325,11-21,14.729714867467056,-0.17313448559354988,0.9275096625332624
326,326,326,11-22,15.76687170944234,0.494498444965412,0.6355119227364976
327,327,327,11-23,15.925864622757075,0.5968444936616378,0.1774342946706775
328,328,328,11-24,15.10616976255934,0.069195000808005,0.04592836355092025
329,329,329,11-25,13.907888012995038,-0.7021563741424748,0.2867069232436059
330,330,330,11-26,14.98364355668759,-0.009676898393501552,0.39460472710465
331,331,331,11-27,16.97398820231121,1.2715368725625642,0.4773694541119078
332,332,332,11-28,16.772576554602367,1.1418852681316771,0.6359090986645051
333,333,333,11-29,16.697306524083842,1.0934328557051844,0.7721869591670235
334,334,334,11-30,16.583902236909186,1.020432868123588,0.6137635559342192
335,335,335,12-01,15.17812058206504,0.11551078887263612,0.8078360918024577
336,336,336,12-02,13.506994556276414,-0.9602173177903272,0.5933205930515189
337,337,337,12-03,18.78291927088552,2.4359720877719955,0.3772453650187759
338,338,338,12-04,14.773098634425436,-0.1452077243739564,0.30867828995734536
339,339,339,12-05,14.683290520278552,-0.2030185124912735,0.26359763919837703
340,340,340,12-06,15.944795256599006,0.6090304177550049,0.3786163371936608
341,341,341,12-07,14.757928258691626,-0.15497311568117367,-0.06603056787494213
342,342,342,12-08,14.579072557111594,-0.2701051298186245,-0.126614865687016
343,343,343,12-09,14.638409088001652,-0.2319093426396225,-0.2346186107328567
344,344,344,12-10,14.208398337756849,-0.5087135112463996,-0.3765552295572044
345,345,345,12-11,13.676598207727725,-0.8510409827663179,-0.4795755978960697
346,346,346,12-12,14.621817956327783,-0.2425892951910812,-0.29205608081207074
347,347,347,12-13,13.797685511563992,-0.7730953257143651,0.04521942956667261
348,348,348,12-14,16.3269235804403,0.8550119726853693,0.3282440382420846
349,349,349,12-15,17.782121033970082,1.7917437196328374,0.6967092507943048
350,350,350,12-16,16.846442950888676,1.1894341408060722,0.7176332891122624
351,351,351,12-17,17.111026307987487,1.3597502925470035,0.8635754288547021
352,352,352,12-18,14.816848864869582,-0.1170450652833349,0.6273596758589174
353,353,353,12-19,15.15799787937656,0.10255751274027283,0.2910719416147945
354,354,354,12-20,14.125179719212785,-0.5622825452893385,0.17393121568509587
355,355,355,12-21,14.647616052452948,-0.2259826858319,-0.011290965821516194
356,356,356,12-22,15.754585735844884,0.4865897852278802,-0.19834720533781086
357,357,357,12-23,15.384588524210091,0.2484172035073311,-0.529765247140529
358,358,358,12-24,13.073316006302544,-1.2393825023811027,-0.6318525027914266
359,359,359,12-25,12.068882823395514,-1.885950738076036,-0.9255946468497732
360,360,360,12-26,13.173634423912606,-1.1748060791947246,-1.4270333222410632
361,361,361,12-27,11.90967434339253,-1.988435550181979,-1.8799975891299607
362,362,362,12-28,11.080725032979183,-2.5220422671198603,-1.9249770796954468
363,363,363,12-29,11.162553027721207,-2.469368397826058,
364,364,364,12-30,12.654066587168904,-1.509259445774017,
365,365,365,12-31,,,
