,unnamed: 0,unnamed: 0,mth_day,mine,mine_norm,mine_ravg
40,40,40,02-10,4.4954238857837385,0.6161983511713527,-0.5034715844022621
41,41,41,02-11,4.170778423199016,0.049380459801033186,-0.5102108366033543
42,42,42,02-12,3.3359165769759795,-1.4082546708245167,-0.020541004374325832
43,43,43,02-13,3.7992450747710436,-0.5993017902234524,0.1736631602399449
44,44,44,02-14,5.6131493905150665,2.567702027454223,-0.06412778906614179
45,45,45,02-15,4.037255365930813,-0.1837454159389683,-0.3105250615045705
46,46,46,02-16,3.678253991418152,-0.8105473446651675,-0.17998424802138258
47,47,47,02-17,3.3240328524443368,-1.429003174829539,0.01022809068936742
48,48,48,02-18,3.7845207945702435,-0.6250097899253895,-0.25320271286991364
49,49,49,02-19,4.452910814299322,0.5419722420410475,-0.2914008633394917
50,50,50,02-20,4.707867997150997,0.9871172060985368,-0.17586174816033662
51,51,51,02-21,3.90598721348315,-0.4129343187564367,0.1065438465155986
52,52,52,02-22,4.075304790961037,-0.11731265359023685,0.050824876402518114
53,53,53,02-23,4.294521218982337,0.265430393226072,-0.17305211353013214
54,54,54,02-24,3.5930422498470964,-0.9593236106038724,-0.10923015059228118
55,55,55,02-25,3.683556317216845,-0.8012896975548542,0.0343914972179962
56,56,56,02-26,4.927192520915758,1.3700489837256429,-0.2849642513272128
57,57,57,02-27,4.399543789594317,0.4487955681052275,-0.6110776771907325
58,58,58,02-28,2.977837019099752,-2.0334471448614906,-0.8486592866471036
59,59,59,02-29,3.1738306521556607,-1.6912501619550462,-0.9712091778086346
60,60,60,03-01,2.776591753016941,-2.3848132673420994,-1.3421249302240923
61,61,61,03-02,3.262412947768936,-1.5365890445240409,-1.3300550201459749
62,62,62,03-03,3.6525385145106752,-0.8554455307671037,-1.2845276711722189
63,63,63,03-04,4.4410221014153475,0.5212150285739313,-0.9767621561077794
64,64,64,03-05,3.1342920021855067,-1.7602830510189529,-0.5793603537602595
65,65,65,03-06,4.231468523439185,0.15534292843158942,-0.5677443479658115
66,66,66,03-07,4.1422652144866685,-0.0004024532569808352,-0.4676591580472882
67,67,67,03-08,3.302331415043233,-1.4668930097573527,-0.7424991525044283
68,68,68,03-09,3.996481815599073,-0.25493439125596395,-0.6091919618876739
69,69,69,03-10,3.4965329612972185,-1.1278249381689096,-0.7810949404618638
70,70,70,03-11,3.592402889888993,-0.9604399073184259,-1.019035972331468
71,71,71,03-12,3.640722999892025,-0.8760749430135502,-0.9000319701982477
72,72,72,03-13,3.3245795605729023,-1.4280486444746059,-0.8971039442751954
73,73,73,03-14,3.711289317503637,-0.7528689969580314,-0.8155076135412186
74,74,74,03-15,4.006543992655107,-0.2373662357176503,-0.5756123792021227
75,75,75,03-16,3.77693919694698,-0.63824695376505,-0.7321281508146366
76,76,76,03-17,4.4168041712487325,0.4789314987161499,-0.5904758096441066
77,77,77,03-18,3.1028556970010643,-1.8151695726886323,-0.7147065095360895
78,78,78,03-19,3.8113686036746235,-0.5781345974514266,-0.7787049197765602
79,79,79,03-20,3.2843698396852443,-1.4982531963099286,-0.7391092564512549
80,80,80,03-21,3.786613106772428,-0.6213566971604751,-0.7642105240287318
81,81,81,03-22,3.913009909946345,-0.4006729738132179,-0.4328613260610328
82,82,82,03-23,4.330543528299173,0.328323893251288,-0.4769953997018224
83,83,83,03-24,4.241539023223251,0.17292561511756188,-0.15945708326559804
84,84,84,03-25,3.6597016188704887,-0.8429390392961642,-0.0604990177959601
85,85,85,03-26,4.375591996190481,0.4069767023074174,-0.1949923114735768
86,86,86,03-27,4.12668303854412,-0.027608304342647456,-0.38230158116903934
87,87,87,03-28,3.450822972604384,-1.2076327358789176,-0.3533082512052264
88,88,88,03-29,3.6868542012772623,-0.7955317249214877,-0.15741344473652852
89,89,89,03-30,4.341174759793437,0.3468855949004393,-0.3554615475669483
90,90,90,03-31,4.332895189845039,0.3324297995160232,-0.338126709013421
91,91,91,04-01,3.694998610523317,-0.7813119146751013,-0.19814039265404468
92,92,92,04-02,4.186254305789436,0.07640072697851656,-0.0874455750558969
93,93,93,04-03,3.931886712354933,-0.3677148377226594,-0.1710408419625877
94,94,94,04-04,4.067257545758888,-0.1313628193326011,-0.2874097971638565
95,95,95,04-05,4.053899169082571,-0.15468600653970546,-0.2451750715402416
96,96,96,04-06,3.932992640539642,-0.3657839316915896,-0.29555547324320225
97,97,97,04-07,3.840138475506081,-0.5279035609334118,-0.4632173284344001
98,98,98,04-08,4.013121780527886,-0.2258816832392473,-0.3050257344395237
99,99,99,04-09,3.3557158324474257,-1.3736859688698464,-0.026188878819997184
100,100,100,04-10,4.610883821407925,0.8177867446366572,-0.10266629632857176
101,101,101,04-11,5.012123544386868,1.5183351271774534,0.011469379277039024
102,102,102,04-12,3.6701775781110446,-0.824648436743037,0.0942467862718498
103,103,103,04-13,4.232366347299156,0.15691049270025284,0.2252223480585395
104,104,104,04-14,4.2975867911904055,0.2707827587296174,0.010708067723958214
105,105,105,04-15,3.8058140649580894,-0.5878325981497085,-0.18986608965682805
106,106,106,04-16,3.873704326929863,-0.4692989373708302,-0.018644092589533628
107,107,107,04-17,4.322849358478531,0.3148901828927357,-0.12830899897809292
108,108,108,04-18,4.258582904995217,0.20268354566072952,-0.4693120516388766
109,109,109,04-19,3.8555022983071248,-0.501078945631103,-0.5298934231873517
110,110,110,04-20,3.125727940656677,-1.7752355572350846,-0.6697668712631643
111,111,111,04-21,3.5976258511793304,-0.9513208274405592,-0.6086738819880747
112,112,112,04-22,3.393028459651444,-1.3085396258257056,-0.3779697076048188
113,113,113,04-23,4.532795749365516,0.6814481185432729,-0.048900855714806235
114,114,114,04-24,5.051399058682355,1.5869085919602643,0.34706546855511444
115,115,115,04-25,4.986349202794769,1.4733341657089725,0.6436495098841315
116,116,116,04-26,4.486468373882652,0.6005623883844393,1.0413872550371777
117,117,117,04-27,4.616838526979636,0.8281834205335433,1.0085956795064857
118,118,118,04-28,4.759856390404827,1.077886845092571,0.6842900193225002
119,119,119,04-29,4.420107321186508,0.4846986653591212,0.5397116075022336
120,120,120,04-30,3.936920888474194,-0.3589253691436491,0.5718105503564379
121,121,121,05-01,4.489504701944427,0.6058636947873729,0.5503242147494848
122,122,122,05-02,4.5967765660908135,0.7931560455096653,0.4816748616230826
123,123,123,05-03,4.543000617465103,0.6992654068918249,0.4194337464970792
124,124,124,05-04,4.5239425139252045,0.6659907263341581,0.4764766849481264
125,125,125,05-05,4.2062153895501915,0.11125197460309988,0.2670625129721645
126,126,126,05-06,4.132949257612597,-0.01666773843736593,0.1430243965816176
127,127,127,05-07,3.769851757660257,-0.6506213370683975,0.04952168521782565
128,128,128,05-08,4.170518902525589,0.04892734716638359,-0.14700776994882808
129,129,129,05-09,4.2216780398354015,0.13824913870907332,-0.21368900292065093
130,130,130,05-10,3.84856796923832,-0.5131860046657643,-0.2443068450480303
131,131,131,05-11,3.9770649687172623,-0.2888354232278371,-0.0495981674951162
132,132,132,05-12,4.02773087613111,-0.2003747912016422,0.10049431517822104
133,133,133,05-13,4.4389691901457535,0.5176307282490872,-0.008050489377523437
134,134,134,05-14,4.686312537940037,0.9494822432064072,-0.004864883156133389
135,135,135,05-15,3.8486632269016425,-0.5130196886253936,-0.029990299694101517
136,136,136,05-16,3.859515322394612,-0.4940723673374239,0.2710825808360454
137,137,137,05-17,3.8907213377332495,-0.4395879224556459,0.3994341529189489
138,138,138,05-18,5.062369472331311,1.6060624919792392,0.1582001977336222
139,139,139,05-19,4.880050067726313,1.287740160746508,0.2490704274011393
140,140,140,05-20,3.857310735089925,-0.4979214879055533,0.17290173828584146
141,141,141,05-21,4.160939266822733,0.03220168937970895,0.0619736283573695
142,142,142,05-22,3.5977612067735265,-0.9510845020292108,-0.18759983645864745
143,143,143,05-23,3.509516282885928,-1.1051565820264777,-0.4259416579429954
144,144,144,05-24,4.204708899145915,0.10862170308313776,-0.18021182832451527
145,145,145,05-25,4.060987098115297,-0.14231076815957994,-0.1297493165981411
146,146,146,05-26,4.701762634953159,0.9764574898053272,0.06232030807390172
147,147,147,05-27,4.3343539636276285,0.3349767597379543,0.2748314574165403
148,148,148,05-28,4.257809519638702,0.20133324600304603,0.2266759942162093
149,149,149,05-29,4.239812006783726,0.1699103140293539,0.35656350626208105
150,150,150,05-30,4.039222387184996,-0.18031107611884808,0.3363441232084334
151,151,151,05-31,4.507346241756669,0.6370143041156502,0.1692919617478769
152,152,152,06-01,4.6322786147988895,0.8551411914834413,0.09202254982817387
153,153,153,06-02,3.7602782995511603,-0.6673362090253845,0.09184737274657744
154,154,154,06-03,3.9922727640961804,-0.2622832255151722,0.20254728398838465
155,155,155,06-04,4.239210009787284,0.16885925153977518,0.20963719592654487
156,156,156,06-05,4.419643236000841,0.4838883913319951,0.012083902359381246
157,157,157,06-06,4.5317107628054085,0.6795537757446115,0.36421746390758186
158,158,158,06-07,3.953385643863935,-0.3301785699195405,0.5817327815419615
159,159,159,06-08,4.970387204589938,1.445465160263819,0.5296597741349397
160,160,160,06-09,4.739765339624718,1.0428086802911056,0.4354146324084771
161,161,161,06-10,4.060260835791093,-0.14357879290235545,0.5238375966415597
162,162,162,06-11,4.095769292380095,-0.08158245902678082,1.1219406069635285
163,163,163,06-12,4.835576761711996,1.210091561143107,1.2024053252727909
164,164,164,06-13,6.008769901300143,3.258439492012272,1.1668374517859468
165,165,165,06-14,5.246904647969579,1.9282534701193936,1.4441724950524852
166,166,166,06-15,4.617536148375559,0.8294014393700414,1.4497805021106205
167,167,167,06-16,5.01332422475243,1.520431466696876,1.5186153283132386
168,168,168,06-17,4.1150412392253015,-0.04793441667796746,1.1827638957171085
169,169,169,06-18,5.072128017429732,1.6231005183588172,1.1756166453205512
170,170,170,06-19,4.854614621219072,1.2433308964354894,1.0399853651639788
171,171,171,06-20,5.222343082995796,1.8853699677400515,0.9414615018989808
172,172,172,06-21,4.151438514291306,0.0156137584306076,1.0842816821912755
173,173,173,06-22,4.6747464312254206,0.9292882871068886,0.8752252351294684
174,174,174,06-23,4.605843567839164,0.8089866650758004,0.7404118854694436
175,175,175,06-24,4.35370439676433,0.36876183598797374,0.505266077422172
176,176,176,06-25,4.391327809747758,0.43445079847534096,0.6835714174627396
177,177,177,06-26,4.414263230994546,0.4744951194564214,0.8444144912006738
178,178,178,06-27,4.764185787940551,1.0854457986740134,0.9200333001234394
179,179,179,06-28,5.227484531474468,1.8943467295344936,1.1144145718757286
180,180,180,06-29,4.865708017179188,1.2626995186123944,1.027775363754374
181,181,181,06-30,5.021696697430084,1.5350494665017091,1.1701750613013941
182,182,182,07-01,4.093591698448955,-0.08538445025278688,1.0077092610862006
183,183,183,07-02,4.903620568360672,1.3288933047385425,0.896040347842869
184,184,184,07-03,4.205871179300937,0.11065099738285117,0.6423061022011102
185,185,185,07-04,4.843733701994782,1.224333250074505,0.521579388247027
186,186,186,07-05,3.993748897990373,-0.25970595523815865,0.5521175319722729
187,187,187,07-06,4.6068186864004295,0.8106891827772104,0.3883661322064229
188,188,188,07-07,4.19853619593678,0.09784441209868887,0.4713204545055702
189,189,189,07-08,4.340887989852683,0.3463849061434417,0.5611619420342299
190,190,190,07-09,4.490944160371827,0.6083769311777351,0.7232187899260912
191,191,191,07-10,5.1524744639442215,1.7633821752464622,0.3740351559497414
192,192,192,07-11,4.550658139740148,0.7126351321130093,0.6332651482229058
193,193,193,07-12,3.4068472235532474,-1.2844126210808886,0.3647780494615523
194,194,194,07-13,5.089381478401999,1.653224365737675,0.13841915286019696
195,195,195,07-14,3.4182306104461837,-1.2645376864246791,-0.12563734037804353
196,196,196,07-15,3.71306057748432,-0.7497764484303969,-0.08813344730267812
197,197,197,07-16,4.245042884585464,0.1790432158170193,0.1601516809471483
198,198,198,07-17,4.679540472865644,0.9376584905652018,-0.13222403223373247
199,199,199,07-18,4.260080421101457,0.20529814841806995,0.24427229927351515
200,200,200,07-19,4.0846307452378765,-0.10102991334760957,0.7272115539896239
201,201,201,07-20,4.7120623073405135,0.9944403026188064,0.6760831087120649
202,202,202,07-21,5.372683960598742,2.147859079866256,0.7955518826694189
203,203,203,07-22,4.0693397034994625,-0.1277274558483337,0.6486236307427112
204,204,204,07-23,5.090095566234867,1.6544711343093244,0.530717127075481
205,205,205,07-24,3.755160681907689,-0.6762713631421756,0.21398891032653292
206,206,206,07-25,3.679444402242359,-0.8084689353509906,-0.4466600682941704
207,207,207,07-26,3.6236240628294425,-0.9059289978748822,-0.3569279125171864
208,208,208,07-27,3.1023601419352462,-1.816034791857964,-0.3374714461238734
209,209,209,07-28,4.3777047462879,0.41066547881357,0.019394990146358718
210,210,210,07-29,5.156957819124423,1.7712099326692017,0.15981375305430415
211,211,211,07-30,4.981534136745081,1.4649272544792171,0.5021444405414839
212,212,212,07-31,4.161994246915924,0.034043642096682016,0.8844134514134562
213,213,213,08-01,4.800045337685914,1.1480551270481962,0.7384798088617025
214,214,214,08-02,4.416029682954614,0.4775792733738695,0.2564431241393516
215,215,215,08-03,3.8762029876364448,-0.4649363764969513,0.16121234415566973
216,216,216,08-04,3.5004361227167875,-1.1210101756649036,0.15837344309221346
217,217,217,08-05,4.654273041877053,0.8935425745771257,-0.01393163166262105
218,218,218,08-06,4.1522383479260405,0.017010235715944275,0.08202709188889222
219,219,219,08-07,4.20791800842066,0.11422467851918935,-0.05138405605086074
220,220,220,08-08,4.7457923598642004,1.0533316146829492,-0.03218147734826101
221,221,221,08-09,3.4177348500254188,-1.265403264135469,-0.046352649308607184
222,222,222,08-10,3.5664258891723293,-1.005794703449305,0.1199073404218068
223,223,223,08-11,4.605573732136015,0.8085155428150487,0.4050923648538458
224,224,224,08-12,4.723591709530826,1.014570174098428,0.2666480619220963
225,225,225,08-13,5.1879579004764285,1.825334825111424,0.4630177325744505
226,226,226,08-14,4.270027757668891,0.22266579709245213,0.7283486772146093
227,227,227,08-15,4.092560294357339,-0.0871852402213442,0.4334263625198993
228,228,228,08-16,4.478237127725512,0.5861909643916482,0.19018063175245511
229,229,229,08-17,3.5920715889787043,-0.9610183453532112,-0.3075048219378065
230,230,230,08-18,3.887676428919159,-0.4449042105062371,-0.372121856590021
231,231,231,08-19,3.477659124151432,-1.1607778970301466,0.07318571199156727
232,232,232,08-20,4.047970965620852,-0.16503641082083448,-0.005774638335826439
233,233,233,08-21,5.622862182801409,2.5846601712681854,0.3658223812715321
234,234,234,08-22,4.20688945312142,0.1124288624272859,0.6287869636838578
235,235,235,08-23,4.869066773804853,1.2685637722909393,0.8723842035930556
236,236,236,08-24,4.791355650768627,1.1328832839677174,0.8869845815674647
237,237,237,08-25,4.314782367846108,0.30080554242504043,0.5367907327920951
238,238,238,08-26,4.098145244170402,-0.07743414297438017,0.3405240725828851
239,239,239,08-27,4.419419111286988,0.4834970786159676,0.06198959424897332
240,240,240,08-28,3.532418004739254,-1.065171098827974,-0.068408356422177
241,241,241,08-29,3.9118815196919448,-0.4026430977125312,-0.4129748910883837
242,242,242,08-30,4.343242382007202,0.3504955799408155,-0.3373025983866098
243,243,243,08-31,3.1306775919630634,-1.7665936655721997,-0.10707412329559343
244,244,244,09-01,4.358193490808725,0.37659961323626334,0.07059728570762062
245,245,245,09-02,5.210600521761554,1.8648679291620656,0.4068514555619212
246,246,246,09-03,4.142986770920738,0.0008573551913105147,0.2427986044632097
247,247,247,09-04,5.067420808557525,1.6148819214132726,0.9750138792973404
248,248,248,09-05,3.7794738643495127,-0.6338215266514532,1.5429154077273644
249,249,249,09-06,5.6469393779357535,2.6266979834325856,1.4532351587317056
250,250,250,09-07,6.309790190983633,3.784008783816408,1.3946171821885809
251,251,251,09-08,4.902413856910278,1.3267864351881142,1.053957259216961
252,252,252,09-09,3.9415457747875706,-0.3508505040674385,1.201221298277762
253,253,253,09-10,3.896741125072273,-0.4290776164164475,0.6593675759873159
254,254,254,09-11,4.285547537861207,0.24976270771335266,-0.04780785937785822
255,255,255,09-12,3.7848561056421377,-0.6244243503100904,0.07113776120722777
256,256,256,09-13,3.8795779499305008,-0.459043828374638,0.30427298412852977
257,257,257,09-14,5.311171130862066,2.0404601586986297,0.2798857531969923
258,258,258,09-15,4.742716240036313,1.0479608334603734,0.29503230759014515
259,259,259,09-16,3.81293427295133,-0.575401002005672,0.3725419886821526
260,260,260,09-17,4.337598754652992,0.34064203407226945,0.6973073587803328
261,261,261,09-18,4.0512185475058775,-0.1593662637580453,0.5997246898103057
262,262,262,09-19,4.995635915766366,1.4895483922144428,0.5248122729236319
263,263,263,09-20,4.975827756663644,1.4549641448784685,0.7435248102384259
264,264,264,09-21,4.485279310781466,0.5984863321403298,0.5640925765616934
265,265,265,09-22,4.564541100442072,0.7368742218830918,0.666875845007199
266,266,266,09-23,3.7209789048762127,-0.7359513679881253,0.17482308783704906
267,267,267,09-24,4.404433810169424,0.4573333469149885,-0.2449285946801109
268,268,268,09-25,3.304693931757328,-1.4627681508064567,-0.3552049720854627
269,269,269,09-26,3.533348810079345,-1.0635459502244908,-0.6968965261122967
270,270,270,09-27,4.106313938304844,-0.06317193229178171,-0.7106122845992647
271,271,271,09-28,3.390316211208352,-1.3132751022779123,-1.0042520675901978
272,272,272,09-29,3.6738446260205766,-0.8182459189099334,-1.0426727841640029
273,273,273,09-30,3.3953390942079524,-1.3045053510306093,-0.7789653755021346
274,274,274,10-01,3.17266092967846,-1.6932924502492874,-0.7448266981757795
275,275,275,10-02,4.439580758387249,0.5186985017467184,-0.7028937647272281
276,276,276,10-03,4.223631689152663,0.1416601316663484,-0.6071770586027869
277,277,277,10-04,3.5344189657353287,-1.061677501586604,-0.36998694735491466
278,278,278,10-05,4.002775608721898,-0.2439456821632872,-0.3198105445328964
279,279,279,10-06,4.210444205309101,0.11863531645662485,-0.22283110729111014
280,280,280,10-07,3.3450924116729017,-1.3922340333171783,-0.5028022583537342
281,281,281,10-08,4.772851123461132,1.1005751251974365,-0.5743522156042079
282,282,282,10-09,3.261509301370936,-1.538166774709396,-0.5714989660355363
283,283,283,10-10,3.2885371473614486,-1.4909772450894458,-0.7647511895186492
284,284,284,10-11,4.012580816428222,-0.226826184751258,-0.30681270144933165
285,285,285,10-12,3.546331885178977,-1.0408780244420524,-0.5116713222372538
286,286,286,10-13,4.918800523834267,1.355396895098727,-0.24174046024013285
287,287,287,10-14,4.068853355683766,-0.12857659953009645,0.023780135010942786
288,288,288,10-15,4.189128181012428,0.08141839727332968,-0.12737158727735082
289,289,289,10-16,4.2010001212735295,0.10214632641700794,-0.16096173605197198
290,290,290,10-17,3.493147098299154,-1.1337365184810195,-0.4302270261655199
291,291,291,10-18,3.430899155691241,-1.2424189170897797,-0.08948620781579192
292,292,292,10-19,3.99346888560116,-0.2601948455825602,-0.2470907489529351
293,293,293,10-20,5.2398110365771435,1.9158683105682712,-0.3886767176111897
294,294,294,10-21,3.6475193157111807,-0.8642088495495293,-0.3190918838238363
295,295,295,10-22,3.7144391676722854,-0.7473694855325196,0.026294156991717627
296,296,296,10-23,3.7322757591728886,-0.7162275157568995,0.2829343098180934
297,297,297,10-24,4.6178201689266665,0.8298973278035442,0.1439051300996391
298,298,298,10-25,4.875414170680727,1.2796460713756943,0.3902466043678293
299,299,299,10-26,4.7620365021140065,1.081693232257545,0.5183939776881681
300,300,300,10-27,4.494073135749471,0.6138399960596118,0.4790453832811145
301,301,301,10-28,4.15481831509145,0.02151475438951314,0.28701708559591993
302,302,302,10-29,3.5970540998587786,-0.9523190821992208,0.366803317840242
303,303,303,10-30,3.957913876477221,-0.32227245830762313,0.4757954477171157
304,304,304,10-31,5.149599992997269,1.7583634648416269,0.724534518594505
305,305,305,11-01,5.136588550953847,1.7356460115187875,0.8793946772151062
306,306,306,11-02,5.348866309613418,2.106274421323948,0.9384477170197659
307,307,307,11-03,4.6869960949048535,0.95067570611312,1.3207757438740997
308,308,308,11-04,3.7999901932633455,-0.5980008433712624,0.9658025537380492
309,309,309,11-05,5.271786226241886,1.971695702818379,0.7620634727070104
310,310,310,11-06,3.9297326888270567,-0.3714756759746761,0.5721677827797501
311,311,311,11-07,4.4364380876577485,0.5132115253325554,0.5715207569870786
312,312,312,11-08,4.696288735356822,0.9669002817603864,0.8141126715243517
313,313,313,11-09,4.684772587239014,0.9467935513570906,0.5283529576179107
314,314,314,11-10,4.633658630833666,0.8575506438523759,0.4913374202425061
315,315,315,11-11,4.289771410672583,0.2571374193797327,0.2825133488804265
316,316,316,11-12,3.8025285927283057,-0.5935689002271038,0.2824134048434865
317,317,317,11-13,3.718813027351998,-0.7397329028399221,0.09205647428741316
318,318,318,11-14,4.695945277128714,0.9663006175387462,-0.12229225442951945
319,319,319,11-15,4.030609957045578,-0.1953480319793492,-0.24004104118021202
320,320,320,11-16,3.8970480553926863,-0.4285417284492196,-0.029850551392674507
321,321,321,11-17,3.8851270627210415,-0.44935530112442257,0.4748125854416101
322,322,322,11-18,4.524849357406527,0.6675740384981209,0.3693462727590982
323,323,323,11-19,5.453090649862509,2.288245918165785,0.504308213504893
324,324,324,11-20,4.333509718309529,0.333502741443675,0.6234793036155937
325,325,325,11-21,4.494407402593656,0.6144236124954191,0.9455300371497968
326,326,326,11-22,4.3065801565991135,0.28648481221498473,0.935043422525582
327,327,327,11-23,4.991856165197307,1.4829491000807948,0.6008855848941905
328,328,328,11-24,4.488812049049213,0.6046543507528344,0.6442481326115431
329,329,329,11-25,4.304755418115793,0.2832988923774366,0.5561962716597811
330,330,330,11-26,4.48252535006934,0.5936780277477907,0.3141478917531493
331,331,331,11-27,4.1918167021375785,0.08611244678484714,0.09101145558290663
332,332,332,11-28,3.474779578751803,-1.1658054672248068,-0.0067516175195544035
333,333,333,11-29,4.225046585158832,0.1441304830593387,-0.07424948391623826
334,334,334,11-30,4.152848715065634,0.018075912138068227,-0.13982920037199773
335,335,335,12-01,4.072798632063848,-0.12168830600266647,-0.2941619016550458
336,336,336,12-02,4.25716029675229,0.2001997290132338,-0.25327553297038635
337,337,337,12-03,3.661451532341791,-0.8398837609134415,-0.3732227928040909
338,338,338,12-04,3.6152858077589833,-0.92048725511685,-0.4311759437961838
339,339,339,12-05,3.8128471724655375,-0.5755530759428883,-0.488705297671409
340,340,340,12-06,3.9536923955650014,-0.32964299381448914,-0.5618888247006532
341,341,341,12-07,3.8750986936670144,-0.4668644292540174,-0.4484531312971001
342,342,342,12-08,4.005664706923053,-0.2389014331622317,-0.3782416586974122
343,343,343,12-09,4.051273911479313,-0.1592696004921228,-0.4501664205326184
344,344,344,12-10,3.856567916329422,-0.499218419518723,-0.6482647882004153
345,345,345,12-11,3.5656773360917824,-1.0071016469541252,-0.4762458025794361
346,346,346,12-12,3.272926274510012,-1.5182331998212704,-0.5556926631984639
347,347,347,12-13,4.466242876063248,0.5652494844718581,-0.5962448030766221
348,348,348,12-14,3.732645137048,-0.7155825968763984,-0.6004369628241636
349,349,349,12-15,3.9119162615887886,-0.4025824397610711,-0.6257191543323256
350,350,350,12-16,3.842161536490076,-0.5243713780039726,-0.4630608487499448
351,351,351,12-17,3.47879494706754,-1.1587947960030975,-0.6983389146570048
352,352,352,12-18,3.831902428894022,-0.5422833663269849,-0.8071210637171334
353,353,353,12-19,3.6577085192054097,-0.8464189109705024,-0.6240811935763292
354,354,354,12-20,3.3588146884302845,-1.3682754912371706,-0.6058629127031652
355,355,355,12-21,4.540933773752878,0.6956567810837545,-0.6146933651563314
356,356,356,12-22,3.9047687580857255,-0.4150616927649881,-0.5280790141537723
357,357,357,12-23,3.44844904904488,-1.2117775107220952,-0.6515163045066861
358,358,358,12-24,4.129553118568498,-0.02259726031163028,-0.5829464586729313
359,359,359,12-25,3.2335155975958294,-1.5870426530879838,-0.9500198711615884
360,360,360,12-26,3.5944553376650346,-0.9568564162346426,-1.096057978760452
361,361,361,12-27,3.2794839894650067,-1.5067836938481878,-1.0964663342197964
362,362,362,12-28,3.402908004730051,-1.2912903383581715,-1.037752077329288
363,363,363,12-29,3.4470457332813917,-1.2142276434781605,
364,364,364,12-30,4.331324982640628,0.32968828103141945,
365,365,365,12-31,,,
