,unnamed: 0,unnamed: 0,mth_day,claustrophobic,claustrophobic_norm,claustrophobic_ravg
75,75,75,03-16,4.952504590574017,-0.9881282171678069,-1.2250632212866115
76,76,76,03-17,5.952457254698156,0.3653377083857272,-0.9841462985532378
77,77,77,03-18,3.9718005365126303,-2.3155405716185298,-0.7147031322148297
78,78,78,03-19,4.9139120066507465,-1.0403644371342418,-0.7249472000736605
79,79,79,03-20,5.915964872213577,0.315944174064375,-0.549794031262487
80,80,80,03-21,5.175031140460838,-0.6869318569714891,-0.5491898313707503
81,81,81,03-22,5.728932904619181,0.06279079569923418,-0.003190584742797468
82,82,82,03-23,5.955135584222375,0.3689629077361479,0.20137636622821145
83,83,83,03-24,6.392135135119263,0.9604549081491864,0.3811630008207443
84,84,84,03-25,5.820727303969238,0.18703726869181173,0.5073313111214134
85,85,85,03-26,6.712932660646929,1.3946639816195725,0.5977876612954477
86,86,86,03-27,5.734316759542521,0.07007800483252576,0.4136196866087886
87,87,87,03-28,6.1299126410236076,0.6055288967434397,0.14590217376580011
88,88,88,03-29,5.13874595760231,-0.7360449403838064,0.05169394475274682
89,89,89,03-30,5.2053826570003165,-0.6458501689087444,-0.3336426209961944
90,90,90,03-31,5.403116038821978,-0.3782121053865081,-0.2454573950160417
91,91,91,04-01,5.004792167870882,-0.9173554128740748,-0.4956101570218228
92,92,92,04-02,6.125228935418005,0.5991893607134422,-0.7193532039278558
93,93,93,04-03,5.021022127787858,-0.8953876752912475,-0.7267132512561395
94,94,94,04-04,4.146925838858919,-2.078503221820004,-0.7531246053143682
95,95,95,04-05,5.172756646422384,-0.6900104528784455,-0.6812115563885062
96,96,96,04-06,5.286038379067002,-0.5366802297358806,-0.9834185962685039
97,97,97,04-07,5.323572168908423,-0.4858771193189026,-1.1041604252821708
98,98,98,04-08,4.785589441258662,-1.2140528785665448,-0.8170240380265792
99,99,99,04-09,4.485791304548363,-1.6198386493732475,-0.8745499226429722
100,100,100,04-10,5.419759339794452,-0.35568489828645405,-0.8332720468133136
101,101,101,04-11,4.917752835130713,-1.0351657605768032,-0.8974371681765668
102,102,102,04-12,5.469017149906933,-0.2890129747579292,-0.6897998267680716
103,103,103,04-13,5.039137594651403,-0.8708678474984218,-0.3429542947512854
104,104,104,04-14,5.706015329164915,0.031771169884426145,-0.3980336620757387
105,105,105,04-15,6.023306688858737,0.4612345427274694,-0.3207881938258263
106,106,106,04-16,5.1756005809169405,-0.6861611022331736,-0.12761459546062853
107,107,107,04-17,5.260170669121295,-0.5716929510773289,-0.15257081601619352
108,108,108,04-18,6.32532738576925,0.8700286154332574,-0.23992847855738786
109,109,109,04-19,4.928510328342645,-1.0206051708318116,-0.4835386246867757
110,110,110,04-20,5.318771620665938,-0.4923748053627402,-0.4477170649360678
111,111,111,04-21,4.9434186324374005,-1.0004263340488575,-0.5091693494457781
112,112,112,04-22,5.334392302656752,-0.4712317437289257,-0.5582794619376764
113,113,113,04-23,4.9877617028436925,-0.9404066581355908,-0.2859128954028464
114,114,114,04-24,6.107629458272657,0.5753679404818672,-0.21345055972820146
115,115,115,04-25,6.1358713797712365,0.6135942283771679,-0.061968195050410076
116,116,116,04-26,5.639986529317082,-0.05760079131487043,0.11137650084565502
117,117,117,04-27,5.6149177426884345,-0.09153214598210938,0.270909126034642
118,118,118,04-28,6.102803921451671,0.5688364316474648,0.2309791400252346
119,119,119,04-29,5.6949464375042425,0.01678909299833095,0.2555264853744721
120,120,120,04-30,5.9306256853603125,0.3357880244254229,0.12015961402059007
121,121,121,05-01,6.244686162245084,0.7608783004725931,0.16303448033751966
122,122,122,05-02,5.039925037902269,-0.8698020194381627,0.0920369881748692
123,123,123,05-03,5.804975738186383,0.16571705191946795,-0.10019665561346608
124,124,124,05-04,5.788082449294298,0.1428514786715622,-0.14804985885590158
125,125,125,05-05,4.8428028824524745,-1.1366127697316808,-0.4875672547196979
126,126,126,05-06,5.718499452261781,0.0486688049708102,-0.4703576408339225
127,127,127,05-07,4.739655330951807,-1.2762260747101852,-0.5978338077224333
128,128,128,05-08,5.116212732754686,-0.7665443361235101,-0.5276138501295989
129,129,129,05-09,5.239892582626182,-0.599139949411597,-0.0353476348027734
130,130,130,05-10,6.0993572247161705,0.5641712242285687,0.03664624234058162
131,131,131,05-11,7.024946832355245,1.8169845222292718,0.32560150830116624
132,132,132,05-12,6.037637752935359,0.4806320678309402,0.4445365144356624
133,133,133,05-13,6.020551654478308,0.4575055210533223,0.6007593182711682
134,134,134,05-14,5.6434341751113,-0.052934299316532964,0.4274622099356666
135,135,135,05-15,5.932405364556923,0.3381968736014379,0.3428195202576481
136,136,136,05-16,5.331156554599307,-0.4756114257844414,0.5746373536714755
137,137,137,05-17,6.64973820045318,1.309128384161161,0.7911562414366311
138,138,138,05-18,7.0652522162348586,1.8715390683139048,1.0706448373127442
139,139,139,05-19,6.980348135052799,1.7566188476442557,1.4150165579355176
140,140,140,05-20,6.8823661382828245,1.6239972759401449,1.6229100382980837
141,141,141,05-21,7.458954705700874,2.4044271973380797,1.6171113524270562
142,142,142,05-22,6.252717868930444,0.7717494563909553,1.4306517493066195
143,143,143,05-23,6.624033476267612,1.2743362689349973,1.0307451692820826
144,144,144,05-24,6.238704136796995,0.7527814495912831,0.7948348530052471
145,145,145,05-25,5.207620905442943,-0.6428206325029655,0.30903000843003176
146,146,146,05-26,5.836610298546053,0.2085353782791316,0.09199244256485667
147,147,147,05-27,5.305453064887595,-0.5104018701132123,-0.08769096428461982
148,148,148,05-28,5.290622164394071,-0.5304759388000956,0.01578104798970309
149,149,149,05-29,5.827523281282603,0.19623582783813848,0.3952364985571577
150,150,150,05-30,6.69738039476195,1.3736135232372206,0.690899135593535
151,151,151,05-31,6.889691276987042,1.6339120709017618,0.9805760774163136
152,152,152,06-01,7.1472394145273,1.9825112004973964,1.07849067692045
153,153,153,06-02,6.589548471689457,1.227659780823459,0.9052736777546496
154,154,154,06-03,5.7246632264508035,0.05701165822472399,0.571383029640781
155,155,155,06-04,5.059677723368346,-0.8430661671566648,0.2667615570507416
156,156,156,06-05,5.217292111175269,-0.6297303654459911,-0.1316976998699837
157,157,157,06-06,5.539348956660427,-0.1938167646384749,-0.31261813589159976
158,158,158,06-07,5.380927956010815,-0.4082443410269556,-0.3254802412182025
159,159,159,06-08,5.787554707774075,0.14213716469376286,-0.09640866462578528
160,160,160,06-09,5.667647399551482,-0.020160973734892253,0.36031151581950976
161,161,161,06-10,6.0751184328713554,0.5313632923978383,0.3291867881622455
162,162,162,06-11,7.2418657006821565,2.110590717225779,0.5265545319710214
163,163,163,06-12,5.401377602878656,-0.3805651305820604,0.6193002984999876
164,164,164,06-13,6.2558302236229455,0.7759621218256999,0.4682187809846479
165,165,165,06-14,6.19868309117514,0.6986117638675601,0.6007051010068967
166,166,166,06-15,4.9979251859940375,-0.926650078826931,0.4470981653031523
167,167,167,06-16,6.662410862617911,1.3262812125313306,0.8696583060024884
168,168,168,06-17,6.560948678606025,1.1889491030033128,0.8262207884664573
169,169,169,06-18,7.274524745192552,2.1547957136139564,0.9531073304365332
170,170,170,06-19,6.063278077774148,0.5153370166095133,1.1556958204033922
171,171,171,06-20,6.7611525259305925,1.4599310156880159,1.234717916764042
172,172,172,06-21,5.895970255789485,0.2888808609742237,1.1421072989907894
173,173,173,06-22,7.012704228510471,1.8004137906952289,0.7866476546132605
174,174,174,06-23,6.1504193898217245,0.6332853963637984,0.8784779166553212
175,175,175,06-24,5.698824263903101,0.022037847348782672,0.7158061847468078
176,176,176,06-25,6.470348164028247,1.0663185888618776,1.0062055630125577
177,177,177,06-26,6.040052591480096,0.4839006242369362,0.7015823570439198
178,178,178,06-27,7.183268117409768,2.031277130568723,0.8089397773938077
179,179,179,06-28,5.662354224370699,-0.027325445116598925,1.0733419737963512
180,180,180,06-29,6.626319092055283,1.277429918463126,0.9113251060318324
181,181,181,06-30,6.870880430377487,1.6084510257640428,1.07888901664999
182,182,182,07-01,5.752151146303158,0.09421738227476434,0.7677794253038915
183,183,183,07-02,6.782838836793925,1.4892840879458815,0.7962349424509997
184,184,184,07-03,5.804164918012088,0.16461958249213154,0.6298528599689716
185,185,185,07-04,5.788493359356209,0.14340765776605005,0.39473666643342503
186,186,186,07-05,5.888771717573506,0.27913742357095755,0.3418066530311484
187,187,187,07-06,5.82864482030798,0.19775386455076294,0.10649160716165183
188,188,188,07-07,5.517520158195702,-0.2233626981388955,0.15044163303094155
189,189,189,07-08,5.739721743486397,0.07739381272890285,0.6077059736299487
190,190,190,07-09,5.99898893815141,0.42831973770786974,0.6686446194790995
191,191,191,07-10,7.8154791310324825,2.886993701360093,0.4846850379056862
192,192,192,07-11,6.158903798985401,0.6447692986658612,0.5595285233470396
193,193,193,07-12,5.0131789698015545,-0.9060036248897159,0.5018718316298294
194,194,194,07-13,5.849290354606713,0.2256982145092247,0.2283125953223823
195,195,195,07-14,5.484138083497489,-0.2685463375743586,-0.21452328916892005
196,196,196,07-15,4.786340956505962,-1.2130356801368127,-0.04281074831719465
197,197,197,07-16,5.8524525895889035,0.2299783944122789,0.08938461630094736
198,198,198,07-17,6.920080313797112,1.6750445437762136,0.2901234658873215
199,199,199,07-18,5.5991816369054686,-0.11283143718086375,0.2926294644117074
200,200,200,07-19,6.739136239814424,1.4301313120274697,0.3783826352707647
201,201,201,07-20,5.495246807493148,-0.25351034642804354,0.6399706973471896
202,202,202,07-21,5.166472188650004,-0.6985166549824687,0.5165744548625933
203,203,203,07-22,7.012034111241532,1.7995067668708282,0.5165099144321413
204,204,204,07-23,6.373082864866508,0.934667088868636,0.2818236284135146
205,205,205,07-24,5.598895538641052,-0.11321867976357547,0.14389058133430618
206,206,206,07-25,5.698806346728642,0.02201359591570892,0.2605619951977948
207,207,207,07-26,4.8838098353748896,-1.081108628903294,-0.2168424177067616
208,208,208,07-27,5.683659458387343,0.0015118281984628482,-0.2251774279331835
209,209,209,07-28,4.895770352240902,-1.06491971055651,-0.009644874707512222
210,210,210,07-29,6.336134986723199,0.8846570275101048,-0.19648011927343187
211,211,211,07-30,6.554319742831543,1.179976639590452,-0.051153238356464494
212,212,212,07-31,4.8705931038445165,-1.0989978714798092,0.0993719110368114
213,213,213,08-01,5.528022588713356,-0.2091473434014898,0.2724756138824925
214,214,214,08-02,6.350915373641797,0.9046627245581182,0.05091435575290939
215,215,215,08-03,5.6631136841810825,-0.02629749348242356,0.13763968975535104
216,216,216,08-04,5.353986417702827,-0.4447105212673939,0.451096481514931
217,217,217,08-05,6.9387604316386735,1.7003286436051015,0.4777759354825529
218,218,218,08-06,6.260101098497317,0.7817428790776706,0.2462199837866509
219,219,219,08-07,5.6462886960542855,-0.049070619595757946,0.2434553538717933
220,220,220,08-08,5.324461793597268,-0.4846729856172944,0.29865965707329634
221,221,221,08-09,5.650858485155449,-0.042885272971568994,0.024913314579499968
222,222,222,08-10,5.5986989990035365,-0.11348470205837576,-0.27103931976851353
223,223,223,08-11,5.7252830357051465,0.0578505886423237,-0.1475129717948405
224,224,224,08-12,4.948186466956863,-0.9939729270104104,0.09799878640873624
225,225,225,08-13,6.193862883540166,0.6920874682462801,0.06925058133438951
226,226,226,08-14,6.41277941750375,0.9883975636041659,0.29449821858382225
227,227,227,08-15,5.523421907506299,-0.21537450341764933,0.21092131957586613
228,228,228,08-16,6.597188746116105,1.2380011214382205,0.2684515162005668
229,229,229,08-17,5.354798897563019,-0.4436108054054128,0.11777370740260712
230,230,230,08-18,5.203209392749079,-0.6487917472622061,-0.05795559397871236
231,231,231,08-19,5.525930251529705,-0.2119793845414779,-0.21622089943397496
232,232,232,08-20,5.633797192255374,-0.06597824468375096,-0.4945147567172555
233,233,233,08-21,4.82185501539402,-1.164966336149225,-0.4179128531657255
234,234,234,08-22,5.363552883938092,-0.4317620222614628,-0.08226505150652631
235,235,235,08-23,5.694363903613716,0.01600061590376748,0.106990421437592
236,236,236,08-24,6.691086880344912,1.3650950626929887,0.3014083982113857
237,237,237,08-25,6.364872011928207,0.923553453123232,0.8360919975490311
238,238,238,08-26,6.49562357513563,1.1005296159590112,0.7341431524799389
239,239,239,08-27,7.1920290088139165,2.0431352598766472,0.8911940488896267
240,240,240,08-28,4.911628602846825,-1.0434550926760155,0.7845562910471019
241,241,241,08-29,6.39054749849982,0.958305994361894,0.8236784926635741
242,242,242,08-30,6.2183773364799775,0.7252685156378401,0.7805517904510962
243,243,243,08-31,6.5382949950748,1.1582866628220652,0.5439692366007362
244,244,244,09-01,6.304449228040255,0.8417694026841439,0.6513131194320037
245,245,245,09-02,6.1432932384861525,0.6236399367744861,0.6189565268289466
246,246,246,09-03,5.38746829524539,-0.3993917956884104,0.5500852235522908
247,247,247,09-04,6.247115468045826,0.7641664387435524,0.3024357430664723
248,248,248,09-05,5.9130809478840325,0.3120406959779056,0.3030171847644048
249,249,249,09-06,5.440501161752508,-0.327610220092846,0.5724384393538582
250,250,250,09-07,6.3070266738284495,0.8452580528717387,0.5897373474219681
251,251,251,09-08,7.337598153941832,2.240167464311208,0.3413686881883953
252,252,252,09-09,5.464151818114592,-0.29559834727975104,0.4169974233433629
253,253,253,09-10,5.146133620790323,-0.7260455166578839,0.6580560566121374
254,254,254,09-11,6.248332041131703,0.7658131069077108,0.5628901250535578
255,255,255,09-12,6.5090787357996085,1.1187415795198008,0.3621695563802417
256,256,256,09-13,5.8851700537279985,0.2742624635202617,0.6009578367777794
257,257,257,09-14,6.4478333053411125,1.0358440522713117,0.7859460497953182
258,258,258,09-15,6.522665250792932,1.1371313351054742,0.5371602363928248
259,259,259,09-16,5.9661592436568895,0.3838837614473495,0.5646517063690313
260,260,260,09-17,5.145501010614084,-0.7269017735072495,0.7573383322262357
261,261,261,09-18,6.630944391037973,1.2836903993770397,0.7396094433273954
262,262,262,09-19,6.739321611868787,1.4303822186634882,0.5471154965990702
263,263,263,09-20,6.3692437404988125,0.9294707188782704,0.7793430666230371
264,264,264,09-21,5.669367810977278,-0.017832345264477037,0.8693455282078189
265,265,265,09-22,6.9955900092680885,1.7772491815911506,0.9931401159314032
266,266,266,09-23,5.544468725457556,-0.1868870039985584,0.7068856460995113
267,267,267,09-24,7.179707646002315,2.026457925718545,0.5068490233316175
268,268,268,09-25,5.4703975215540135,-0.2871446003278632,0.3652438618853216
269,269,269,09-26,5.482510723807559,-0.2707490177290918,-0.04075067432898993
270,270,270,09-27,5.0416528943241286,-0.8674633139422528,-0.009304599862697457
271,271,271,09-28,5.195875762566335,-0.6587180356947183,-0.4698419431359216
272,272,272,09-29,5.683864562523593,0.0017894427991964933,-0.6542235968508725
273,273,273,09-30,5.138213133402567,-0.7367661339207988,-0.7973568182199738
274,274,274,10-01,4.653060687134002,-1.3934345226175693,-0.9321155989379812
275,275,275,10-02,4.848022141581149,-1.1295483459436997,-1.0814331804945116
276,276,276,10-03,4.444286979531785,-1.6760159982502965,-1.2942834403120085
277,277,277,10-04,4.533972818462463,-1.5546235250339009,-1.2980679537670037
278,278,278,10-05,4.740330571697891,-1.2753121161057843,-1.1651946593418083
279,279,279,10-06,5.121436940192433,-0.7594732146507679,-1.095336256035819
280,280,280,10-07,5.242068517665467,-0.5961947560664009,-0.8230912366590836
281,281,281,10-08,5.157694199865351,-0.7103979261077622,-0.9358740155851384
282,282,282,10-09,5.6511092302314125,-0.042545881989882135,-0.6275022322326766
283,283,283,10-10,4.034023297199225,-2.2313201985902302,-0.5040667578164636
284,284,284,10-11,6.10729746971372,0.5749185840089865,-0.10486378368026487
285,285,285,10-12,5.6686082985231865,-0.018860368153489158,-0.20157429406930247
286,286,286,10-13,7.011676765544403,1.7990230887507912,-0.3709421939670677
287,287,287,10-14,4.728990688296237,-1.2906609884419882,-0.117500915189946
288,288,288,10-15,4.900326164966064,-1.058753281376473,-0.34531001286141033
289,289,289,10-16,5.157491323076116,-0.7106725259275002,-0.2854588210616767
290,290,290,10-17,5.097453144145789,-0.7919360020197991,-0.3530195038945625
291,291,291,10-18,5.933919855591039,0.3402467826449124,-0.2225778603926752
292,292,292,10-19,6.712190165195032,1.393658991753476,0.23399629588474224
293,293,293,10-20,5.307219366845786,-0.5080111274306637,0.24350032864512075
294,294,294,10-21,6.924252450748763,1.680691656288031,0.3920376588654457
295,295,295,10-22,5.199621306694773,-0.6536483293652289,0.3642069208595579
296,296,296,10-23,5.7558973484871245,0.09928797930215044,0.256717930434263
297,297,297,10-24,5.810550274925107,0.1732623546095861,0.3006220711947657
298,298,298,10-25,6.235707232109755,0.7487250492017065,0.3031262297275545
299,299,299,10-26,5.501839985026141,-0.2445862828676472,0.5269057606352956
300,300,300,10-27,6.935353018331478,1.6957166074847632,0.4790769639823342
301,301,301,10-28,6.191603153667966,0.689028856081218,0.6529933152799654
302,302,302,10-29,5.543879306220917,-0.18768480061561774,0.8245077047321309
303,303,303,10-30,6.581495958291423,1.2167604623953732,1.1583026740527171
304,304,304,10-31,6.996005370822822,1.7778113859146998,1.2297665058997471
305,305,305,11-01,6.9815041385519025,1.7581835330558684,1.3324923956680383
306,306,306,11-02,7.252141705928758,2.124499598566944,1.2756357110705612
307,307,307,11-03,6.64697195997012,1.3053841946909652,1.2412476205868417
308,308,308,11-04,5.291841960486063,-0.5288249082004801,0.9319673703493879
309,309,309,11-05,6.42905859561778,1.0104319194930564,0.6931390651828111
310,310,310,11-06,5.625011372317362,-0.07787011551002172,0.5291168354713397
311,311,311,11-07,5.922813281941378,0.3252137020564066,0.4625772578405971
312,312,312,11-08,6.525055212745756,1.1403662202981146,0.6447823546574923
313,313,313,11-09,6.352011769253782,0.90614672890651,0.6147392791240048
314,314,314,11-10,6.0995304373328105,0.5644056727008908,0.7011782486605499
315,315,315,11-11,6.295882047094443,0.8301734662921311,0.7259838279953549
316,316,316,11-12,6.008182649437753,0.4407637017092488,0.7256505136765137
317,317,317,11-13,6.032772777807533,0.4740471780652366,0.5169625051482124
318,318,318,11-14,6.523577679245325,1.1383663343850663,0.5277152187443144
319,319,319,11-15,5.426928428068261,-0.34598132226329825,0.3944614262376721
320,320,320,11-16,6.147195639997983,0.6289219542775027,0.33967755240659564
321,321,321,11-17,5.705187524361628,0.030650711252276582,0.4271984427051368
322,322,322,11-18,5.765333769887183,0.11206045872279094,0.4114419326900423
323,323,323,11-19,6.420740051020192,0.9991725198564834,0.6798453395957232
324,324,324,11-20,6.453731380778158,1.0438272742944994,0.5393710234179395
325,325,325,11-21,6.616721373992183,1.2644391191707869,0.7284565189758389
326,326,326,11-22,5.5244935946005285,-0.21392394278919927,0.7810840540261191
327,327,327,11-23,6.543375799931374,1.165163684599673,0.4964136140008806
328,328,328,11-24,5.998623915813647,0.4278256690244724,0.6172250014814417
329,329,329,11-25,5.158837732566728,-0.7088501202949483,0.4904313652608796
330,330,330,11-26,6.989270546501805,1.7686955991778663,0.5148033011035825
331,331,331,11-27,6.054663776801244,0.5036773018474144,0.2415261510678583
332,332,332,11-28,5.6325308124527895,-0.06769232773298163,0.026677121377397046
333,333,333,11-29,5.331978265365222,-0.4744992156146728,0.3629126705070123
334,334,334,11-30,5.046229671227406,-0.861268509118295,0.11803753375103115
335,335,335,12-01,6.6493206185155405,1.3085631744827435,0.2470955958240585
336,336,336,12-02,5.903774972122584,0.2994447786419793,0.17831642962852506
337,337,337,12-03,6.626759241755828,1.2780256742855785,0.34296013787808005
338,338,338,12-04,5.327642854027092,-0.480367324906182,0.30397774901857816
339,339,339,12-05,6.061819681778071,0.5133630338826577,-0.12295414200508155
340,340,340,12-06,4.8734264575312505,-1.0951628422753066,-0.21796618608723395
341,341,341,12-07,4.756794148058285,-1.2530281716592149,-0.5498569446966909
342,342,342,12-08,5.482600512640097,-0.2706274858509349,-0.4684332985116964
343,343,343,12-09,5.155536175091717,-0.7133188773711631,-0.6412398827769173
344,344,344,12-10,5.688581938143692,0.008174552203784642,-0.6160070829324087
345,345,345,12-11,5.295793432937576,-0.5234764717086687,-0.5448936990750717
346,346,346,12-12,4.98527975927215,-0.9437660432082546,-0.3401258574593286
347,347,347,12-13,5.072029351104617,-0.8263478685151926,0.0019275604738825207
348,348,348,12-14,6.390306328729429,0.9579795638435236,-0.03762235993438159
349,349,349,12-15,6.671808820353314,1.3390016302281036,0.18315897995697936
350,350,350,12-16,5.513262940310922,-0.2291249702458,0.33025701347620595
351,351,351,12-17,6.274484738769928,0.8012115676394971,0.5196836585758685
352,352,352,12-18,5.6373437723864015,-0.061177842092895035,0.11989494583911466
353,353,353,12-19,5.9117298925691015,0.3102120020827825,-0.08693073609211467
354,354,354,12-20,4.618101587523044,-1.4407527125769992,-0.06232874268847555
355,355,355,12-21,5.754980899893438,0.09804753864072756,-0.3871624946238499
356,356,356,12-22,5.622319969596704,-0.08151300982396523,-0.6138383470648846
357,357,357,12-23,4.834544347899542,-1.1477909439727494,-1.0041884337062827
358,358,358,12-24,4.632522956753432,-1.4212329567391035,-0.930827918154764
359,359,359,12-25,4.181365196826125,-2.031888517765606,-1.1417804722520344
360,360,360,12-26,4.94329799586525,-1.0005896192678865,-1.4208648615846748
361,361,361,12-27,4.819859160258567,-1.167667785942895,-1.5054417915899518
362,362,362,12-28,4.385179794762236,-1.7560193458198092,-1.3231685493091223
363,363,363,12-29,4.459627218984179,-1.655252524004412,
364,364,364,12-30,5.440513512449403,-0.3275935030541243,
365,365,365,12-31,,,
