,unnamed: 0,unnamed: 0,mth_day,storytelling,storytelling_norm,storytelling_ravg
199,199,199,07-18,4.369003761625354,1.6321994953914634,0.011863043000101927
200,200,200,07-19,2.8830231049409325,-0.6867673366307341,0.04598194197783123
201,201,201,07-20,3.2251302470644063,-0.15288749639623253,0.18026406975350406
202,202,202,07-21,3.1582276732708694,-0.2572931956940241,0.4580148406219034
203,203,203,07-22,3.6749200706028176,0.5490379812166355,0.27124700229409354
204,204,204,07-23,4.389252924905224,1.6637995958443117,0.4420782360470596
205,205,205,07-24,3.6509251986718527,0.5115924654246039,0.4155167626516413
206,206,206,07-25,3.539829158591326,0.33822006588706216,0.4997380486681878
207,207,207,07-26,3.1230076074468034,-0.3122563367687419,0.3432547671306321
208,208,208,07-27,3.4820387778718067,0.24803452040525456,0.17225898088381286
209,209,209,07-28,3.0732785302884094,-0.3898617080086981,0.16710612943735245
210,210,210,07-29,3.731814205484456,0.6378248783633956,-0.13818645718378264
211,211,211,07-30,3.6311136926068057,0.4806753567458418,-0.3581720212022565
212,212,212,07-31,2.3660507187697664,-1.4935354538397485,-0.4005008974158523
213,213,213,08-01,2.27721467492037,-1.632169720879585,-0.3758102869756372
214,214,214,08-02,3.3192941700472725,-0.005938736876320311,-0.4698763762380026
215,215,215,08-03,3.1682081403438382,-0.24171804536740746,-0.32564844365228385
216,216,216,08-04,3.3701521398689684,0.07342834278920284,-0.17906369812447198
217,217,217,08-05,4.18563628866068,1.3460429522601545,0.08768668495075911
218,218,218,08-06,2.9296347081864416,-0.6140269806728772,0.1536059167840031
219,219,219,08-07,3.302807375788699,-0.03166742242819795,0.15346611993559825
220,220,220,08-08,3.5727381660244237,0.3895766541231435,-0.02015283812425328
221,221,221,08-09,3.167670654227884,-0.24255682645783644,-0.3905038082374624
222,222,222,08-10,2.702627939656931,-0.9682854055699064,-0.4901960269230234
223,223,223,08-11,2.7617236129645804,-0.8760628684191003,-0.3849140459716396
224,224,224,08-12,2.5463414936142064,-1.2121802927862433,-0.24918439258766398
225,225,225,08-13,3.7075919161214688,0.6000244632801052,-0.17570823354233608
226,226,226,08-14,4.094586870409355,1.2039545744269973,0.2456089352604593
227,227,227,08-15,3.4501692641117017,0.19830012781413092,0.10935212790169292
228,228,228,08-16,4.322493703646452,1.5596176072468664,0.2014115598837296
229,229,229,08-17,2.237848125103102,-1.6936037125716992,0.067194162994463
230,230,230,08-18,2.9002884323154468,-0.6598237008940232,-0.2357402746535173
231,231,231,08-19,3.191557483509773,-0.2052799180554944,-0.03969499114455314
232,232,232,08-20,2.9298749606768846,-0.6136520514608845,-0.4172445656964876
233,233,233,08-21,4.2039174293008434,1.3745718288679158,0.05370397669625308
234,234,234,08-22,2.8709040811220783,-0.7056798400647403,0.2388894217226266
235,235,235,08-23,4.048534887739741,1.1320875417847451,0.3404038839445227
236,236,236,08-24,3.612283063912799,0.4512889692642177,0.7590164628106795
237,237,237,08-25,3.5818567973742548,0.40380685527588217,0.6039441889531104
238,238,238,08-26,4.5393422102729835,1.8980234217360559,1.1656009404124021
239,239,239,08-27,3.607700882798177,0.44413818572250185,1.0520362170336048
240,240,240,08-28,5.03034264705512,2.6642606686910097,1.0095483279249953
241,241,241,08-29,3.6119051441169288,0.450699201511962,1.1394263150661526
242,242,242,08-30,3.4489270887770362,0.19636163461256032,0.7860601541279023
243,243,243,08-31,4.08120721659324,1.183074778122826,0.6877950540295524
244,244,244,09-01,3.180732144884913,-0.2221735438934456,0.2306040955317777
245,245,245,09-02,3.229894604699824,-0.14545241486759716,0.2421550277907395
246,246,246,09-03,3.2725505699353192,-0.07888508229563951,0.4155452562194763
247,247,247,09-04,3.656315771297452,0.5200047950657333,0.5351975246905969
248,248,248,09-05,4.115571877168032,1.236703005184981,0.43097123613942906
249,249,249,09-06,4.541242144272088,1.9009883889495487,0.8265881199554425
250,250,250,09-07,2.780006494393431,-0.8475312752004527,0.7186489903922063
251,251,251,09-08,4.750948796654053,2.2282488880284834,0.6744269237127253
252,252,252,09-09,2.8575499159834377,-0.7265198596750564,0.5645202309322462
253,253,253,09-10,3.4862922898653848,0.25467239498884736,0.2594630342147244
254,254,254,09-11,3.69300640381144,0.5772628485021071,0.24238607831752945
255,255,255,09-12,3.3683687234582638,0.07064520864441799,0.021386282238845016
256,256,256,09-13,2.7143496015361332,-0.9499930105836226,0.02787346768638005
257,257,257,09-14,3.901256379576007,0.9022501115563772,0.04371758766027168
258,258,258,09-15,2.882491623535905,-0.6875967469898462,-0.10803542653361184
259,259,259,09-16,3.5472092175547543,0.3497371148321972,0.05417389921262317
260,260,260,09-17,3.1095516327338637,-0.33325523666119405,0.3165026424629023
261,261,261,09-18,3.9920255616611664,1.043901163121828,0.3008625280626094
262,262,262,09-19,3.7229421336397164,0.6239794489180521,0.3940769738046968
263,263,263,09-20,3.8411238055014567,0.8084094251546197,0.4939637799003839
264,264,264,09-21,3.2408793194276484,-0.1283100725373216,0.5970753088921249
265,265,265,09-22,3.9312505751107247,0.9490579514063204,0.5232868875274034
266,266,266,09-23,3.505991294001296,0.2854139372892508,0.4498344327493314
267,267,267,09-24,3.708326376348612,0.6011706349334996,0.3529970018445444
268,268,268,09-25,3.440534661107593,0.18326472024961984,0.22652508732196225
269,269,269,09-26,3.4688065808293524,0.22738483972589746,0.0789166798095051
270,270,270,09-27,2.754624451097724,-0.8871415596728145,-0.039375536322983073
271,271,271,09-28,3.363730845293209,0.06340750633157773,-0.06553403480378696
272,272,272,09-29,3.0511854487898082,-0.4243393595056783,-0.07130359387751845
273,273,273,09-30,3.6077530808267775,0.4442196440486763,-0.1169655158647851
274,274,274,10-01,3.418352058762168,0.14864736580723092,-0.13801875178129638
275,275,275,10-02,3.2932471932180807,-0.046586692197702416,-0.30711330378094764
276,276,276,10-03,2.67367969354308,-1.0134609751718822,-0.15976386244726787
277,277,277,10-04,2.713601925933673,-0.9511598056663298,-0.2909709624772853
278,278,278,10-05,3.6177095143474864,0.4597572884964004,-0.16606899299762345
279,279,279,10-06,3.1032925340730904,-0.3430229561314284,-0.459558915227125
280,280,280,10-07,3.898570856372264,0.8980591826852021,-0.4805514656295939
281,281,281,10-08,2.1648472316251497,-1.807526225574712,-0.3039060108144149
282,282,282,10-09,2.592968257566208,-1.1394162775866954,-0.2806683200172657
283,283,283,10-10,3.392762296807142,0.10871292322474456,-0.3203362894832527
284,284,284,10-11,3.7070529889166304,0.5991834332792954,-0.3832734502022117
285,285,285,10-12,2.950778489018804,-0.5810307729273503,-0.3118924319576358
286,286,286,10-13,3.6565922248794016,0.5204362183714482,-0.3016103403090498
287,287,287,10-14,2.4392905161978264,-1.3792401161072565,-0.4565871151933341
288,288,288,10-15,2.632500489995936,-1.0777237276951794,-0.4364720950834775
289,289,289,10-16,2.796912921473312,-0.8211477260809619,-0.3613931431947375
290,290,290,10-17,3.784390526597581,0.7198735539384353,-0.5731959272063598
291,291,291,10-18,3.239439461716338,-0.13055706159491082,-0.1948722475654662
292,292,292,10-19,2.842260163565556,-0.7503804856982854,0.1101871286169835
293,293,293,10-20,3.8938563913513016,0.8907019617381049,0.07361369869456325
294,294,294,10-21,3.8053822903415764,0.7526325293995189,-0.15618507011679048
295,295,295,10-22,2.6562966556530867,-1.0405883056154834,-0.31268100951033506
296,296,296,10-23,2.9008681217019725,-0.6589190589296869,0.07015070415906999
297,297,297,10-24,2.637749254912452,-1.0695326979561781,0.10334094442395424
298,298,298,10-25,4.314158372947033,1.5466097963181449,0.26763606187602684
299,299,299,10-26,4.021465085904259,1.0898434033274105,0.6642255049726432
300,300,300,10-27,4.437058508776953,1.7384032341119544,0.9198327283090684
301,301,301,10-28,4.1810901100887765,1.3389483529642143,1.2123661214325836
302,302,302,10-29,3.883617985154372,0.8747242810888645,1.1708526376913568
303,303,303,10-30,3.762471586288105,0.6856676607849125,0.9465755039235644
304,304,304,10-31,4.1545487580637035,1.2975288938707836,0.814465888179217
305,305,305,11-01,3.1591720735675293,-0.25581939927934355,0.6863841869555433
306,306,306,11-02,3.9291280006370255,0.94574553964587,0.5318371924189081
307,307,307,11-03,3.688645989201608,0.5704581456221726,0.6064330079124037
308,308,308,11-04,3.2894210145235614,-0.05255768613094616,0.5540293994845222
309,309,309,11-05,4.0492750127854285,1.1332425537458863,0.7322171426822147
310,310,310,11-06,3.9530691662325648,0.983107243303494,0.5858781888545717
311,311,311,11-07,3.844262181783844,0.8133070599068107,0.5051498464362921
312,312,312,11-08,3.3664890226978263,0.0677118166800117,0.5865368133604276
313,313,313,11-09,3.3782644340454664,0.08608809111249524,0.1925685065174478
314,314,314,11-10,3.602334826533588,0.435764115413867,0.1720252955271276
315,315,315,11-11,2.5345592128922347,-1.2305672873119926,0.34996823065708776
316,316,316,11-12,3.8740853349773774,0.8598479773615727,0.3694083303733301
317,317,317,11-13,4.528411060358853,1.880964670686572,0.42777095449588304
318,318,318,11-14,3.441231649655957,0.18435241497746505,0.2849447677063348
319,319,319,11-15,3.602655044523919,0.4362638358478134,0.2806022283894235
320,320,320,11-16,3.053201614519024,-0.42119300532342296,0.15128329986119535
321,321,321,11-17,2.5178631670410025,-1.2566225232134602,-0.051781064699392185
322,322,322,11-18,3.3768843650906404,0.08393440619220376,-0.061683332233933276
323,323,323,11-19,3.7476761736874136,0.6625784833230467,-0.1476564879076829
324,324,324,11-20,3.4031597519199885,0.1249388097702184,-0.1020043765329169
325,325,325,11-21,3.272108411701477,-0.07957509819468432,0.29983114380645304
326,326,326,11-22,3.228723282624681,-0.147280337074827,0.2464524669529352
327,327,327,11-23,4.062826558877839,1.1543905988227592,0.019414110657405042
328,328,328,11-24,3.171655863703493,-0.2363376549289028,0.1532042344657383
329,329,329,11-25,2.8747669079182665,-0.6996516544501341,0.2977441431128251
330,330,330,11-26,3.917551419681524,0.9276795526202182,0.506080827628124
331,331,331,11-27,3.8278304825890737,0.7876643536878363,0.34981122956730193
332,332,332,11-28,4.029729003773872,1.1027397700169663,0.4167638671302137
333,333,333,11-29,3.462006581447456,0.21677301045782715,0.5933559601002819
334,334,334,11-30,3.4290730624973147,0.16537817044856756,0.4400366164953128
335,335,335,12-01,3.5537221150044536,0.3599009033702757,0.649847168513492
336,336,336,12-02,3.328074479141076,0.007763490990403344,0.3602376936856621
337,337,337,12-03,4.634502878835691,2.0465276657969116,0.327020759060248
338,338,338,12-04,2.916248452925089,-0.6349170789500129,0.2457473262451389
339,339,339,12-05,3.334295253334996,0.017471402705342746,0.1311471864340719
340,340,340,12-06,3.1165957625259018,-0.3222624264420872,0.18616645014888333
341,341,341,12-07,3.1131114378847413,-0.3276999354961264,-0.2515240297947893
342,342,342,12-08,3.5396106524823763,0.33787907327927197,-0.08923159360074845
343,343,343,12-09,2.951685571153752,-0.5796152138651244,-0.3223559109465147
344,344,344,12-10,3.540224831320036,0.33883753821423224,-0.301362883246226
345,345,345,12-11,2.4379868937803653,-1.3812745013692551,-0.4267452751704393
346,346,346,12-12,3.19730903360102,-0.1963042602403549,-0.4067558352624712
347,347,347,12-13,2.6310455285787406,-1.0799942870414063,-0.04695907417736295
348,348,348,12-14,3.6164653637210713,0.4578157127270806,-0.08727712064484228
349,349,349,12-15,4.335019786875884,1.5791653526455254,0.19611737321754646
350,350,350,12-16,3.385211392562742,0.09692925940935626,0.0017472460644246774
351,351,351,12-17,3.5275722995099215,0.31909246180507755,0.11291358967676215
352,352,352,12-18,2.4500014519700315,-1.3625250231590855,0.04147985911526169
353,353,353,12-19,3.0584540641416664,-0.4129962253673817,-0.354584265571879
354,354,354,12-20,3.3418194126447505,0.029213329358077706,-0.2296102695277473
355,355,355,12-21,2.8122460585983293,-0.7972193954773191,-0.21635014481926604
356,356,356,12-22,3.865707115431341,0.8467732356741466,-0.09849222046155448
357,357,357,12-23,3.578554371051265,0.3986532100559653,-0.2482026934954674
358,358,358,12-24,2.903137547098602,-0.6553774770128167,-0.3642570422883192
359,359,359,12-25,2.482852385084948,-1.3112590635708592,-0.32777726493019954
360,360,360,12-26,2.8956176428335803,-0.6671127633990332,-0.66278981033267
361,361,361,12-27,2.9525022522594933,-0.5783407313286011,-0.9461486218842136
362,362,362,12-28,2.5776623999821697,-1.1633020367406763,-0.9604567711091148
363,363,363,12-29,2.4891061554435407,-1.301499659253296,
364,364,364,12-30,2.8481260669319366,-0.7412263723622238,
365,365,365,12-31,,,
