,unnamed: 0,unnamed: 0,mth_day,family relationships,family relationships_norm,family relationships_ravg
49,49,49,02-19,2.4363122018193653,0.20569592543176207,-0.29255745711158204
50,50,50,02-20,2.352889800842337,0.003148580608523584,-0.23813951293081104
51,51,51,02-21,2.3556444654917885,0.00983683225424713,-0.16142420157396412
52,52,52,02-22,2.1350937969803754,-0.52565425626379,0.061945592147461814
53,53,53,02-23,2.371919146246309,0.04935131920340236,0.1811883923113412
54,54,54,02-24,2.610778396545483,0.6292951516506298,0.16292736826104592
55,55,55,02-25,2.730984660673148,0.9211527264150384,0.32225510541694585
56,56,56,02-26,2.3077632116420395,-0.10641756369324806,0.43749365877090657
57,57,57,02-27,2.7493747033494533,0.9658032551896464,0.5287860964516911
58,58,58,02-28,2.4198709728341403,0.16577706385997407,0.4011670316468501
59,59,59,02-29,2.597520751116213,0.5971059452881096,0.2435241784703932
60,60,60,03-01,2.2954065370203813,-0.13641923717841595,0.23026509479097185
61,61,61,03-02,2.3414181031754167,-0.024704392643702937,0.11436396367819228
62,62,62,03-03,2.274997402850284,-0.1859720657697763,0.16387902174123584
63,63,63,03-04,2.462960167276836,0.2703964685129691,0.05702427258941945
64,64,64,03-05,2.542232439435665,0.4628674122382354,0.0077076323677629935
65,65,65,03-06,2.333461607675301,-0.04402254962278882,-0.09388544134446776
66,66,66,03-07,2.1735354000079097,-0.43231907850835466,-0.006080819669716672
67,67,67,03-08,2.0903615966848474,-0.6342628349170873,-0.3328916652410881
68,68,68,03-09,2.4919799270116263,0.3408556642787301,-0.22068421046834932
69,69,69,03-10,1.6553461619679308,-1.6904686049152593,-0.4324578583940561
70,70,70,03-11,2.8195191733446814,1.1361121408746675,-0.5372870491283491
71,71,71,03-12,1.810127188582999,-1.3146644371770286,-0.5467648968649637
72,72,72,03-13,1.9144818106014827,-1.0612942229141125,-0.6321921032709618
73,73,73,03-14,2.0669399670908457,-0.6911299213367743,-0.5945368929900218
74,74,74,03-15,2.2808724645059746,-0.17170757415725854,-0.7779842440674396
75,75,75,03-16,1.7483996074329091,-1.4645373432296194,-0.8424391737925633
76,76,76,03-17,2.3661846161395195,0.03542803441016109,-0.6154767154328405
77,77,77,03-18,1.6508463548450532,-1.7013940155277711,-0.5527481984265724
78,78,78,03-19,2.4753507735950047,0.3004805272442244,-0.3828860863986266
79,79,79,03-20,2.221954494769537,-0.31475881929916577,-0.13959159094914067
80,80,80,03-21,2.700635218723261,0.8474650980104163,-0.12476282618408235
81,81,81,03-22,2.349628252694187,-0.004770370532703804,0.2727347801600241
82,82,82,03-23,2.4028294162371253,0.12440062300051095,0.37610483634538056
83,83,83,03-24,2.6331412765420694,0.6835916225368681,0.692226913370344
84,84,84,03-25,2.7307985539736106,0.920700864356363,0.6910567174860378
85,85,85,03-26,3.003154446522501,1.5819736428506153,0.8182171082791444
86,86,86,03-27,2.697743434078023,0.8404439227045787,0.8089617436777492
87,87,87,03-28,2.6638666383435967,0.7581919742259355,0.6144845539982908
88,88,88,03-29,2.379957586315879,0.06886843539214042,0.4936073398848295
89,89,89,03-30,2.1525498144574784,-0.4832715155398822,0.07501198340331794
90,90,90,03-31,2.4320871361500087,0.19543757967559472,-0.07360164164603898
91,91,91,04-01,1.968722826419143,-0.9295984960384538,-0.08675197883989831
92,92,92,04-02,2.330489878707948,-0.05123782759156285,-0.1813723853948616
93,93,93,04-03,2.6313695635487644,0.6792899510627796,0.17625695091596474
94,94,94,04-04,2.1461319145019297,-0.498854003937639,0.4619284539535158
95,95,95,04-05,3.0363223839050715,1.6625045023250755,0.7032866136718935
96,96,96,04-06,3.1380377185653856,1.909466597900901,0.8495935651360278
97,97,97,04-07,2.565166404487534,0.518550462271812,0.3881977555115135
98,98,98,04-08,2.6920431890636785,0.826603881193243,0.3179765212762586
99,99,99,04-09,1.4911695888749703,-2.0890849066843065,-0.1038364202287418
100,100,100,04-10,1.9726014059310817,-0.9201814093491684,-0.3965865671019379
101,101,101,04-11,1.9939394771065044,-0.8683731467049264,-0.4146682298095777
102,102,102,04-12,2.414594412215876,0.15296571666172504,-0.4460286215135019
103,103,103,04-13,2.5204830525123847,0.41006048602597295,-0.15890078624153156
104,104,104,04-14,2.6145454808472257,0.6384415309696979,0.17271408679936584
105,105,105,04-15,2.2007190552467337,-0.366317895052484,0.21038642922088693
106,106,106,04-16,2.7920871098658218,1.069507828896216,0.2349045481529285
107,107,107,04-17,2.0870352594671573,-0.6423390921757999,0.08495298941802402
108,108,108,04-18,2.4751835159793307,0.3000744302539742,-0.0911841789903672
109,109,109,04-19,2.1499231993334544,-0.4896488663834537,-0.02356138098745272
110,110,110,04-20,2.179275825663753,-0.4183814794806495,-0.014078485484668873
111,111,111,04-21,2.367828315803394,0.039418892965002936,0.06884617425618524
112,112,112,04-22,2.815521213484811,1.126405201912919,0.10301749552696524
113,113,113,04-23,2.291958435976498,-0.1447911337306752,0.13791648772850587
114,114,114,04-24,2.5596275851164583,0.5051023578786542,0.2255843591964665
115,115,115,04-25,2.2361654867454708,-0.2802549131742099,0.37578065421930745
116,116,116,04-26,2.3959204131142138,0.1076257493271141,0.04445235575684592
117,117,117,04-27,2.738992960580961,0.9405966631020488,0.02744225106270353
118,118,118,04-28,1.9967436918097683,-0.8615645888618503,0.3724860467739881
119,119,119,04-29,2.2499231150288654,-0.2468517618955295,0.4659272674793504
120,120,120,04-30,3.4122988034604687,2.575365132146361,0.19667012553718666
121,121,121,05-01,2.467077157938252,0.2803924110579644,0.10784222503141673
122,122,122,05-02,1.7305329518084065,-1.5079171023258686,0.5515446602863935
123,123,123,05-03,2.5194817127665767,0.4076292600674294,0.4502788949137508
124,124,124,05-04,3.0932198515133766,1.8006500226680098,0.059479279115789215
125,125,125,05-05,1.9996754519493625,-0.8544463541313859,-0.16599699501826454
126,126,126,05-06,2.4465559364023863,0.2305674373585916,0.11740172981401747
127,127,127,05-07,1.909880849054544,-1.0724652337463585,-0.015804030090876192
128,128,128,05-08,2.4308670513732005,0.19247524666782367,-0.31541863064845993
129,129,129,05-09,2.190304028657212,-0.3916052993619327,-0.26948373408321696
130,130,130,05-10,2.3528131273047896,0.0029624193225073372,-0.304119177217492
131,131,131,05-11,2.1131896339332785,-0.5788369747399278,-0.28593010392587537
132,132,132,05-12,2.360964930674237,0.02275477855294148,-0.4411571527817995
133,133,133,05-13,1.9548296337505264,-0.9633307939966588,-0.17494950709558799
134,134,134,05-14,2.047270422443589,-0.7388870464677213,0.12051576755972393
135,135,135,05-15,2.848155583738309,1.2056405747553365,0.6250493828414553
136,136,136,05-16,3.082966049484846,1.7757540672543788,0.8074144958197659
137,137,137,05-17,3.3599916277235207,2.44836471695046,1.006928077943015
138,138,138,05-18,2.811625064255575,1.1169454564228052,1.1953404275216406
139,139,139,05-19,2.4478670141054435,0.2337506987428355,1.3430701234402231
140,140,140,05-20,2.5128744694170684,0.3915870510040325,1.1187838046172824
141,141,141,05-21,3.2132247760268413,2.092018750266831,0.7038354658927556
142,142,142,05-22,2.528710354684084,0.4300361543167343,0.5040717493809391
143,143,143,05-23,2.3345725072298418,-0.04132531539670116,0.3356714016090488
144,144,144,05-24,2.317969552531538,-0.08163684264809325,0.4359627911076453
145,145,145,05-25,2.0317165674405158,-0.7766513878885067,0.07145336888678296
146,146,146,05-26,2.7607142576877064,0.9933353879956112,-0.02800644459624323
147,147,147,05-27,2.3124501584098884,-0.095037783058343,-0.15428861292105114
148,148,148,05-28,2.2829255546298843,-0.1667227265814228,0.0622590352201261
149,149,149,05-29,2.0225043823743643,-0.7990183253455486,0.3434999859201524
150,150,150,05-30,2.8531014669873165,1.2176490461989702,0.2518056406693577
151,151,151,05-31,2.726718381883449,0.9107943163116512,0.2940960477550803
152,152,152,06-01,2.534119460006797,0.4431693164908432,0.2746120234468749
153,153,153,06-02,2.4169580886559965,0.15870465945599244,0.5775756390728978
154,154,154,06-03,2.234776690770808,-0.28362687243065515,0.938317042849388
155,155,155,06-04,2.7711871828206696,1.0187633684105886,1.2348025401368306
156,156,156,06-05,3.7445645684499715,3.382097468857911,1.3656867149982848
157,157,157,06-06,3.4593924752467973,2.6897073000363063,1.3444683722425204
158,158,158,06-07,2.8575600499499045,1.2284743656595694,1.5774728815372685
159,159,159,06-08,2.364523382124026,0.031394602921406375,1.4891895483856754
160,160,160,06-09,2.81057675235558,1.1144001833378328,1.1884217683363856
161,161,161,06-10,2.5530216682584936,0.4890633695010331,0.6752059539621019
162,162,162,06-11,3.001308110455748,1.5774907885621705,0.5401983936257216
163,163,163,06-12,2.1911350564636467,-0.3895875862093949,0.6468283345494186
164,164,164,06-13,2.52392976188642,0.418429003641288,0.5839280117140451
165,165,165,06-14,2.628026980129411,0.6711742484635878,0.7493693663114821
166,166,166,06-15,2.6551376586147164,0.7369982463255909,0.7103787944237312
167,167,167,06-16,2.961859859648893,1.4817114970856555,1.1078265127897768
168,168,168,06-17,2.9049547232953628,1.3435473572356655,1.1000976156940143
169,169,169,06-18,3.173306695135253,1.9950987239868796,1.0585423328044108
170,170,170,06-19,2.5048301339985635,0.3720556210667141,0.9509159121116731
171,171,171,06-20,2.5253356866457373,0.4218425511259663,0.7698706373463624
172,172,172,06-21,2.389171562719834,0.09123972216916516,0.5869807354168504
173,173,173,06-22,2.5144613063976,0.395439848493791,0.5016145361207199
174,174,174,06-23,2.452997732793378,0.2462079456585929,0.5556024325824286
175,175,175,06-24,2.9623499932209967,1.4829015282100964,0.6762857839826723
176,176,176,06-25,2.638244865763091,0.6959829998369657,0.8109561146250787
177,177,177,06-26,2.8235680314996894,1.1459426595274285,0.7254707454345609
178,178,178,06-27,2.7219684897503247,0.8992617060236031,0.7501265578380029
179,179,179,06-28,2.3032101121890305,-0.11747236664931456,0.3406515426000854
180,180,180,06-29,2.5139271042604583,0.3941428200792448,0.31229991424154185
181,181,181,06-30,1.9504565337121729,-0.9739485632174092,0.13950174375275673
182,182,182,07-01,2.5681824047219304,0.5258732296857039,0.2548498674912853
183,183,183,07-02,2.39654969820505,0.10915363659471784,0.3444450060464033
184,184,184,07-03,3.007016435617824,1.5913504484547745,0.2571811846074292
185,185,185,07-04,2.5246173564259817,0.4200984646813931,0.4544938535806203
186,186,186,07-05,2.298281004059356,-0.12944010855459942,0.3594561634835127
187,187,187,07-06,2.4380550239306618,0.2099274506217374,0.13945989643137258
188,188,188,07-07,2.3333255430396287,-0.044352910896941794,-0.2108790244407277
189,189,189,07-08,1.852895566787356,-1.2108239657181226,-0.06900546634080464
190,190,190,07-09,2.1412599194702406,-0.5106830767778271,-0.0538120032207992
191,191,191,07-10,2.8752148780724345,1.2713398132809317,-0.028735332397854082
192,192,192,07-11,2.335827045664579,-0.03827932983456679,0.0955670370025794
193,193,193,07-12,2.500024419492564,0.3603874755594081,0.3332749817200173
194,194,194,07-13,2.6405011945861983,0.701461305505659,0.19854033234886007
195,195,195,07-14,2.4403187442261607,0.2154237025865048,-0.11252328645494432
196,196,196,07-15,1.8083040481854624,-1.31909097300477,-0.10631452413347507
197,197,197,07-16,2.1065153734742634,-0.5950418995418953,-0.06800688528667903
198,198,198,07-17,2.351170120946203,-0.0010267559057512423,0.0914183594021942
199,199,199,07-18,2.5946901445204418,0.5902333086401845,-0.08026476625473017
200,200,200,07-19,3.0344723927740334,1.6580127736388983,0.15850165147129486
201,201,201,07-20,2.0160559064573316,-0.8146750513550416,0.05181552979183112
202,202,202,07-21,2.398342921025936,0.11350753335138028,-0.11113653580038642
203,203,203,07-22,1.8428729417496148,-1.2351586296186778,-0.029181674584431525
204,204,204,07-23,1.9484834532617008,-0.9787391494590564,-0.27288259743625803
205,205,205,07-24,2.797216757752738,1.081962475935914,-0.39717941798423695
206,206,206,07-25,2.432239385305321,0.1958072365279392,-0.33927494174712125
207,207,207,07-26,1.7088939672187125,-1.5604559746429147,0.06896380380229461
208,208,208,07-27,2.541436293271315,0.4609343907740745,0.3149354734738265
209,209,209,07-28,2.851711335221609,1.214273843677817,0.07730509958514124
210,210,210,07-29,2.5563279236269354,0.4970908685701353,-0.3096724519868905
211,211,211,07-30,2.2099852731189698,-0.3438197673961981,-0.4285548783550917
212,212,212,07-31,1.4759415921787793,-2.1260580729042515,-0.6492226332666116
213,213,213,08-01,1.4151120630343357,-2.273750532852122,-0.7903879283268292
214,214,214,08-02,1.9961227830203327,-0.8630721386950445,-0.9134979430547264
215,215,215,08-03,2.5028640711264583,0.3672820733165108,-0.6298770470063421
216,216,216,08-04,2.2520988154582406,-0.2415692197972476,-0.5213775839134873
217,217,217,08-05,2.9108684015429103,1.3579056088941082,-0.14121333578637155
218,218,218,08-06,1.7440651478982594,-1.4750612943471235,0.211562162276772
219,219,219,08-07,2.3545728406239133,0.007234955910572262,0.2582181851481173
220,220,220,08-08,2.8679005615928586,1.2535808496838168,0.30371756825906565
221,221,221,08-09,2.618160298327958,0.6472182105445828,-0.1533054498878289
222,222,222,08-10,2.364536757868241,0.031427078868442565,-0.026448861662587825
223,223,223,08-11,1.781474456373575,-1.3842324999872593,0.14760269830919873
224,224,224,08-12,2.0575527775309035,-0.713921764995677,0.05787663718708591
225,225,225,08-13,2.7846885463414566,1.0515443157412916,0.10747866128739028
226,226,226,08-14,2.646169781891437,0.7152244829511399,0.20791739465394268
227,227,227,08-15,2.7407366751462945,0.9448303551464092,0.2160004473208696
228,228,228,08-16,2.612740661874235,0.6340594790677571,0.32471717169084474
229,229,229,08-17,1.801449272472614,-1.335734183985698,0.03742018260436142
230,230,230,08-18,2.3262132286826853,-0.06162141877582612,0.02132322012359629
231,231,231,08-19,2.074721067558223,-0.6722376187776081,-0.03860347465935008
232,232,232,08-20,2.606391015309596,0.6186427080665492,-0.15220093221334394
233,233,233,08-21,2.592646002347585,0.5852701864487309,0.33297863071572503
234,234,234,08-22,2.3320189571594088,-0.04752526625620608,0.7614630962092798
235,235,235,08-23,3.000423588720012,1.5753431935887159,0.789384753121797
236,236,236,08-24,3.3850827860405106,2.509285374185503,0.6757045981489808
237,237,237,08-25,2.143720984420084,-0.5047076773025048,0.6150748408622335
238,238,238,08-26,2.3254649489753523,-0.0634382217703487,1.2214566383119687
239,239,239,08-27,2.4428179235466843,0.2214916427282469,0.8770760728120829
240,240,240,08-28,3.8305078807096646,3.5907655184422054,0.6684687530328315
241,241,241,08-29,2.14939134293376,-0.4909401994105983,0.9301312039165648
242,242,242,08-30,2.869572987798873,1.2576414555099946,0.7862016178612111
243,243,243,08-31,2.790340467404794,1.065267027999894,0.945066905501695
244,244,244,09-01,1.9697865770614944,-0.9270157381024694,0.22812975976212505
245,245,245,09-02,2.8354053575150058,1.1746833685711504,0.32168583681544705
246,246,246,09-03,2.0588149039567885,-0.7108573559952142,0.2645595138843625
247,247,247,09-04,2.380586846797542,0.07039626290933343,0.11774985593079935
248,248,248,09-05,2.728402585726438,0.9148835179234879,0.10747037926026692
249,249,249,09-06,2.427544870243334,0.1844090802785152,-0.01931654536928266
250,250,250,09-07,1.9443839643916063,-0.988692598125664,-0.19827537264517345
251,251,251,09-08,2.522089880356195,0.41396182079385296,-0.4268097718488277
252,252,252,09-09,1.6165723736362851,-1.7846103196505587,-0.6371912301633461
253,253,253,09-10,1.8158333081900848,-1.3008101323125918,-0.7456914950161245
254,254,254,09-11,2.2085085415276797,-0.3474052319636221,-0.5791555754377399
255,255,255,09-12,2.159419333217076,-0.4665925088381565,-0.6609547243385964
256,256,256,09-13,2.355927041560165,0.010522919344643876,-0.2386706110449058
257,257,257,09-14,2.3199480629413483,-0.07683307261128537,-0.1697748427081851
258,258,258,09-15,2.6601196387803885,0.7490943601115846,-0.2433872393860113
259,259,259,09-16,1.9860883293108635,-0.8874355222922674,-0.21135940002013776
260,260,260,09-17,2.0265978022514823,-0.7890796120305791,-0.27637037565857103
261,261,261,09-18,2.238566436142748,-0.2744254726429152,-0.3315874594421962
262,262,262,09-19,2.1952721087882705,-0.3795429344859555,-0.1721918018503555
263,263,263,09-20,2.1834957670635715,-0.4081355753130365,0.15334923351405585
264,264,264,09-21,3.0540177214206112,1.7054683056626287,0.3460869182351901
265,265,265,09-22,2.7905643833518647,1.0658106898942006,0.11336911631869427
266,266,266,09-23,2.502890604772953,0.3673464962962263,-0.11378199882872585
267,267,267,09-24,1.6634748849921903,-1.67073228414189,-0.08570239205096823
268,268,268,09-25,1.6339369376930113,-1.7424496253704764,-0.2832023906793851
269,269,269,09-26,2.2528860091702443,-0.2396579346464906,-0.3564900451198817
270,270,270,09-27,2.5659563027062644,0.5204683138921277,-0.551879786068307
271,271,271,09-28,2.609456146142344,0.6260847632512211,-0.27192315979734866
272,272,272,09-29,2.020044048662668,-0.8049919493943254,0.1409929559993847
273,273,273,09-30,2.3553028806640173,0.009007473483859892,-0.0012310625136524314
274,274,274,10-01,2.654334034833925,0.7350470694099236,-0.1621837626903824
275,275,275,10-02,1.9014224307763712,-1.0930020457247134,0.0023973601148193358
276,276,276,10-03,2.1682104609862582,-0.44524788716825214,0.3813965228024235
277,277,277,10-04,3.0161685352448577,1.6135715000824316,0.15654195026751186
278,278,278,10-05,2.9566256705232306,1.4690030267312997,0.024901514269823528
279,279,279,10-06,1.7996429189529748,-1.34011996172561,-0.13345585416516392
280,280,280,10-07,2.32902457458382,-0.05479554657620639,-0.11916605751505145
281,281,281,10-08,1.5100901652624712,-2.043146256334638,-0.4870108545313164
282,282,282,10-09,2.2035233646552608,-0.3595091072675773,-0.632626680177093
283,283,283,10-10,2.107151549193002,-0.5934972820151578,-0.5412123639689561
284,284,284,10-11,2.5967802682675516,0.5953080728566398,-0.7443123784487669
285,285,285,10-12,2.025545709683049,-0.7916340644767887,-0.6352640324322354
286,286,286,10-13,1.8271244130834727,-1.2733956334550702,-0.5725127962802775
287,287,287,10-14,1.7795701188568789,-1.3888561802354495,-0.6245184745319611
288,288,288,10-15,2.3585940358203032,0.016998309644169988,-0.7337598288178794
289,289,289,10-16,1.9786352692690057,-0.9055313515252594,-0.8231607085194104
290,290,290,10-17,2.3268233532025886,-0.060140052858869586,-0.4088513578711751
291,291,291,10-18,1.80461851735667,-1.3280393426859742,0.08459606818227683
292,292,292,10-19,2.850964468112735,1.2124604704343418,0.22042460645563688
293,293,293,10-20,2.998975954265015,1.5718283760852618,0.14491611917074462
294,294,294,10-21,2.694253122159424,0.8319695392843299,-0.02798832316059463
295,295,295,10-22,1.7920389164326962,-1.3585822752346128,0.21883170763741572
296,296,296,10-23,1.899542401241588,-1.097566706846905,0.3243778377479669
297,297,297,10-24,2.414559455255305,0.15288084210208827,0.14116268999463435
298,298,298,10-25,3.1117897560079664,1.8457372510976484,0.10275639641185254
299,299,299,10-26,2.5462152172348933,0.4725374895652664,0.5667725610240902
300,300,300,10-27,2.599343601836647,0.6015317777876391,0.7675257328960461
301,301,301,10-28,2.9387143046848445,1.425514712438814,0.745616977789251
302,302,302,10-29,2.395643052156398,0.10695232438482942,0.5716044013938645
303,303,303,10-30,2.360418603741653,0.021428311461317063,0.4271126337762216
304,304,304,10-31,2.6817703863903546,0.8016617927253292,0.6853512210260443
305,305,305,11-01,2.1891475838892807,-0.3944131161405905,0.7151071864765738
306,306,306,11-02,3.2375020430276567,2.1509633012865748,0.5842430064764031
307,307,307,11-03,3.0122471594385507,1.604050505141991,0.6928299040687685
308,308,308,11-04,2.072251873455989,-0.6782327556161942,0.6582375375020891
309,309,309,11-05,2.628758227340485,0.6729496970155096,0.7841327286290324
310,310,310,11-06,2.5962858313500026,0.5941075933252521,0.5892979352683422
311,311,311,11-07,2.5002594118257138,0.3609580306210694,0.4755081593853213
312,312,312,11-08,2.7560268717723737,0.9819545411224336,0.8234098051464982
313,313,313,11-09,2.7310501982317668,0.9213118498438662,0.5731636780769591
314,314,314,11-10,2.931985402481063,1.4091771189508675,0.4383187881356536
315,315,315,11-11,2.0103507303606007,-0.8285270654017248,0.705026621876148
316,316,316,11-12,2.2630575338908443,-0.2149617463225812,0.5605588941944789
317,317,317,11-13,3.159347030162976,1.9612050330640358,0.476759993804498
318,318,318,11-14,2.399018645846198,0.11514817503241945,0.12219675072121736
319,319,319,11-15,2.5239666007883814,0.4185184475039807,0.05179108761524733
320,320,320,11-16,2.055789753645818,-0.7182023395488158,0.1448023563749378
321,321,321,11-17,1.8363644617040908,-1.250961044037545,-0.19315885877378725
322,322,322,11-18,2.4929067090935435,0.34310586623556155,-0.2650110561464116
323,323,323,11-19,2.3241782641811293,-0.06656225782831435,-0.44312599779757594
324,324,324,11-20,2.2214577059425733,-0.3159650092033269,-0.28962003178201506
325,325,325,11-21,2.083809478154445,-0.6501712024030053,-0.06470764827898992
326,326,326,11-22,2.4351332476963097,0.20283345654454948,-0.2645486472584582
327,327,327,11-23,2.3921672857103773,0.09851325698060592,-0.4114220357193128
328,328,328,11-24,1.9990602171615783,-0.8559401276412484,-0.2552481752685481
329,329,329,11-25,1.9612251763765296,-0.9478025885934418,0.006578522964057014
330,330,330,11-26,2.60739409291493,0.6210781535012614,0.050528542763248925
331,331,331,11-27,2.7308348487070906,0.9207889869926256,-0.05716071384802127
332,332,332,11-28,2.5437424080238222,0.46653357533970097,0.21647929780358988
333,333,333,11-29,2.1260459098774778,-0.5476222826870153,0.2567240757150813
334,334,334,11-30,2.6752786132688464,0.7858999422684186,0.0013843436153919881
335,335,335,12-01,2.0606779537929047,-0.7063339211244934,-0.09227238120399407
336,336,336,12-02,1.976399294088716,-0.9109602390968744,-0.3846864778806569
337,337,337,12-03,2.499390624378312,0.3588486380763091,-0.5293363083636181
338,338,338,12-04,1.8211295479366842,-1.2879510047202758,-0.5152229229706469
339,339,339,12-05,1.7685876720415925,-1.415521265584782,-0.5350380893597023
340,340,340,12-06,2.7101555699553908,0.8705802546262458,-0.36321584879948654
341,341,341,12-07,2.0117107725925716,-0.8252249194588259,-0.5102656254646146
342,342,342,12-08,2.4010059121995,0.11997320426442015,-0.42065631997384506
343,343,343,12-09,2.136001646559434,-0.5234500219144597,-0.41004181309733295
344,344,344,12-10,2.042571801463564,-0.7502951717756585,-0.7131376105410522
345,345,345,12-11,1.7948182103761798,-1.351834224325709,-0.8015916790092944
346,346,346,12-12,1.9611461221879647,-0.9479945300360698,-0.6680451031693461
347,347,347,12-13,1.7931233374154725,-1.355949330268279,-0.33068650380632386
348,348,348,12-14,2.7310258196503256,0.9212526593041104,-0.09033860073585502
349,349,349,12-15,2.96968123017494,1.5007015742636731,0.2997798934401472
350,350,350,12-16,2.636518836259711,0.6917922466471548,0.17253678214202406
351,351,351,12-17,2.7588778916750782,0.9888767407303044,0.3367435803440875
352,352,352,12-18,1.6467033178686028,-1.7114531978248089,0.17711558103010927
353,353,353,12-19,2.1989106966540075,-0.3707085410558979,-0.4075608996394993
354,354,354,12-20,2.3365535748262016,-0.03651533657975908,-0.41460493965085
355,355,355,12-21,1.5248304219407445,-2.0073573097539783,-0.6614432781546081
356,356,356,12-22,2.619111625194922,0.6495280065790509,-0.38985665787196416
357,357,357,12-23,2.1488917118275683,-0.4921532902922442,-0.3816345264930599
358,358,358,12-24,2.3178473792332195,-0.08193347612894478,-0.5428149441580405
359,359,359,12-25,2.219229203659133,-0.3213757527824723,-0.5215385025447873
360,360,360,12-26,1.9382449983155448,-1.0035978425696428,-0.9357516932038262
361,361,361,12-27,1.5774087021993408,-1.8796986600744587,-1.1353075673996362
362,362,362,12-28,1.595509200449592,-1.8357511373751831,-1.2485774779990502
363,363,363,12-29,1.6557498194266882,-1.689488535467104,
364,364,364,12-30,2.0379351075941297,-0.7615529397254285,
365,365,365,12-31,,,
