,unnamed: 0,unnamed: 0,mth_day,reviewed,reviewed_norm,reviewed_ravg
186,186,186,07-05,3.977943470536841,0.9111836328707572,0.8250779492719188
187,187,187,07-06,4.522935087452524,2.0248970269782416,0.6047362662344246
188,188,188,07-07,3.96380666657557,0.8822944767207185,0.5818502728572414
189,189,189,07-08,2.918071974717633,-1.2547085465482335,0.7384760994884139
190,190,190,07-09,3.6322177090030627,0.20467843286921328,0.58540473275654
191,191,191,07-10,4.345603078168463,1.6625115740397878,0.1923440495094768
192,192,192,07-11,3.5285139560850487,-0.0072445675204859065,0.15193275425673028
193,193,193,07-12,3.368878154445255,-0.33346707250413754,0.26270010389395576
194,194,194,07-13,3.845155940502005,0.6398267052042397,-0.10010473995202866
195,195,195,07-14,3.24329358361442,-0.5901044487248807,-0.589677421090332
196,196,196,07-15,2.5669942887661934,-1.972150630206693,-0.5066122010983811
197,197,197,07-16,2.9081793648344045,-1.2749245127900326,-0.293169159790136
198,198,198,07-17,3.772399943947208,0.49114675243122,-0.24825143644870765
199,199,199,07-18,3.9955636310720433,0.9471911753453328,-0.15452754669782762
200,200,200,07-19,3.977037892186535,0.9093330452528101,0.3023913812305459
201,201,201,07-20,3.5184742602007497,-0.02776111021960044,0.22789726728330936
202,202,202,07-21,3.908544026689332,0.7693629373635478,0.1436721602571298
203,203,203,07-22,2.689458815226537,-1.7218891964734515,-0.13263918450727016
204,204,204,07-23,3.525108436961898,-0.014203889725857103,-0.2670508167013486
205,205,205,07-24,3.184291894454515,-0.7106768932410668,-0.1936012358368709
206,206,206,07-25,3.5823948189364505,0.10286325208833877,-0.3477702969108454
207,207,207,07-26,3.7341279789163617,0.4129363749672657,-0.14521268008011404
208,208,208,07-27,3.4558915957266367,-0.155651429080299,-0.10942132681830703
209,209,209,07-28,3.284183833526068,-0.5065434954890635,0.1500811015352675
210,210,210,07-29,3.6301946517221206,0.20054422984498496,0.24978549164957545
211,211,211,07-30,3.9462113367647054,0.8463376768803804,0.054718943124086816
212,212,212,07-31,3.87513471271604,0.7010895927741863,0.14966578367051134
213,213,213,08-01,3.1613973235276163,-0.7574629161856659,0.3262416169823285
214,214,214,08-02,3.7346629515756833,0.414029614198248,0.20435112269692
215,215,215,08-03,3.802624301678794,0.5529115043818394,0.04417549305408177
216,216,216,08-04,3.2723146194693413,-0.5307987358674661,0.03454922314357306
217,217,217,08-05,3.4759231503170893,-0.11471610097664875,0.08361941945195721
218,218,218,08-06,3.846871230758373,0.643331973311134,0.11298023169277932
219,219,219,08-07,3.3054712608797345,-0.463041738335361,-0.05008098210996415
220,220,220,08-08,3.8208685945449328,0.5901944876431807,-0.18063175105393925
221,221,221,08-09,3.323863814267357,-0.4254557784346215,-0.00555034644226219
222,222,222,08-10,2.88900734293229,-1.3141033495313166,0.07125153978505272
223,223,223,08-11,3.989975858829157,0.9357723266934136,0.4316841742396381
224,224,224,08-12,4.0723675804224175,1.1041432906750237,0.4740161907459273
225,225,225,08-13,4.363729688657747,1.699554068392151,0.5967009901496794
226,226,226,08-14,3.9451587085641817,0.8441865866809162,1.2745152687871313
227,227,227,08-15,3.6840759885221672,0.3106530179878906,1.2164233355676384
228,228,228,08-16,4.879123121215785,2.7527823222933945,1.0347035700047418
229,229,229,08-17,3.819413395725689,0.5872207273764566,0.8841450443946922
230,230,230,08-18,3.538824124537013,0.013824697297642892,0.8714446551717989
231,231,231,08-19,3.9216780724333513,0.7962029147318551,0.7935029644484565
232,232,232,08-20,3.907869371677344,0.7679842513435556,0.4648118845517808
233,233,233,08-21,3.4552330836390985,-0.15699712635216356,0.5409860875129053
234,234,234,08-22,3.914060382203618,0.7806358429133401,0.6069742659384222
235,235,235,08-23,4.043066818188022,1.0442659451432041,0.5093010805805388
236,236,236,08-24,3.732570581647354,0.4097537678507439,0.2654373961710637
237,237,237,08-25,3.6349019548120487,0.21016380258455528,0.4112166366475184
238,238,238,08-26,3.191866505716431,-0.6951978551132957,0.1771449296426487
239,239,239,08-27,3.8832523446106637,0.7176783165065647,0.08778544578010361
240,240,240,08-28,3.2268075283738678,-0.6237943991158781,0.16304759860117454
241,241,241,08-29,3.78070037891559,0.5081090419679338,0.2595897008304241
242,242,242,08-30,3.9535461535073733,0.8613266847771696,0.2742397669643708
243,243,243,08-31,3.918357123831664,0.7894164159600529,0.26564577653116905
244,244,244,09-01,3.234880246625921,-0.6072974583096158,0.06630638868074272
245,245,245,09-02,3.858019716000489,0.6661143739073543,-0.1765436227250409
246,246,246,09-03,2.6415314822687703,-1.8198307262184361,-0.14720249997072224
247,247,247,09-04,3.0676737362392066,-0.9489910264667679,-0.2470615275170245
248,248,248,09-05,4.039693986603044,1.0373734213030816,-0.22009002474814635
249,249,249,09-06,3.6251632024474274,0.19026225068223904,-0.4711131171789737
250,250,250,09-07,3.3140706899613166,-0.4454684416963465,-0.2653060095136888
251,251,251,09-08,3.1209962676831484,-0.8400241806776098,-0.13320410495347776
252,252,252,09-09,3.2457972600138403,-0.5849880802267269,-0.4465466572814041
253,253,253,09-10,3.4555352683613343,-0.1563795991055019,-0.3763592580058976
254,254,254,09-11,3.1196957259453173,-0.8426818926644759,-0.3811507601497235
255,255,255,09-12,3.8312389006691534,0.6113866463352782,-0.21642567365953114
256,256,256,09-13,3.3000024646101545,-0.4742174545593019,-0.09557107454241708
257,257,257,09-14,3.604642015545285,0.14832633826354436,0.01371784401788117
258,258,258,09-15,3.6006358229673685,0.14013951447595738,0.4727336803824071
259,259,259,09-16,3.7764160878914335,0.4993539122562877,0.28496791354795503
260,260,260,09-17,4.4674021511734106,1.91141312552268,0.59489502671413
261,261,261,09-18,3.2799439117971163,-0.5152079546714342,0.5576627472912732
262,262,262,09-19,4.209972728544011,1.3853452244377475,0.4314557576317416
263,263,263,09-20,3.495325128787106,-0.07506733827359632,0.3879070762807893
264,264,264,09-21,3.2300822224206325,-0.6171024234812323,0.06996404459594023
265,265,265,09-22,3.648553750653292,0.2380618241505741,0.1531968934671686
266,266,266,09-23,3.5338965230192576,0.003754935413584883,-0.2306474705579245
267,267,267,09-24,3.524322071170056,-0.015810861444063785,-0.4253149742554261
268,268,268,09-25,3.082975630183795,-0.9177209597128114,-0.3087581221564628
269,269,269,09-26,2.9237661002487347,-1.2430723604586065,-0.3475736123244137
270,270,270,09-27,3.5723022637208746,0.0822386891125475,-0.6641168072250391
271,271,271,09-28,3.534588433221016,0.005168883142868824,-0.7515517875763572
272,272,272,09-29,2.604500925236413,-1.8955042339901675,-0.6586960914613976
273,273,273,09-30,3.2676061248479247,-0.5404207435519724,-0.7371962744505648
274,274,274,10-01,3.3556072222968325,-0.3605867830230541,-0.958426799367948
275,275,275,10-02,2.693283418356984,-1.7140734583936093,-1.1979669843053715
276,276,276,10-03,2.9227521256490308,-1.2451444603917514,-1.0642498841139167
277,277,277,10-04,2.8312797001338263,-1.4320722264816732,-1.117485766278038
278,278,278,10-05,2.9971047981620043,-1.093201632841438,-1.3119924019400575
279,279,279,10-06,3.1113014077525114,-0.8598360365367007,-1.0008904270519008
280,280,280,10-07,2.784520514902652,-1.5276265969951706,-0.9411706458523948
281,281,281,10-08,3.6067031682693855,0.1525383909353322,-0.8433597415682
282,282,282,10-09,3.0980940778423167,-0.886825773194716,-0.7525216177349421
283,283,283,10-10,3.118460171302787,-0.8452068007765042,-0.6093839798634291
284,284,284,10-11,3.263812640129628,-0.5481728898418906,-0.1901329969566121
285,285,285,10-12,3.531564716703388,-0.0010102093076229397,-0.27663920827406796
286,286,286,10-13,4.015474217767918,0.9878793004457312,-0.15299167654578705
287,287,287,10-14,3.35271416053047,-0.3664988769694032,-0.20104469898912933
288,288,288,10-15,3.4611329095602303,-0.14494058282503053,-0.2955125298695224
289,289,289,10-16,2.977372736038153,-1.1335249354365575,-0.5209689937217434
290,290,290,10-17,2.9864476941547364,-1.114979875124249,-0.6769217365231674
291,291,291,10-18,2.8696068911316743,-1.3537489924209491,-0.5990043619857012
292,292,292,10-19,3.5575847576349773,0.05216284363718738,-0.5431167724239907
293,293,293,10-20,3.5814856711884464,0.10100537025539404,-0.3805084807203663
294,294,294,10-21,3.6252232471385017,0.1903849545452324,-0.3759928826806909
295,295,295,10-22,3.454803408713904,-0.15787518521481148,-0.02857567414823925
296,296,296,10-23,2.9997058434596005,-1.0878862868861967,-0.129346777611789
297,297,297,10-24,3.889651009614245,0.7307542587737611,-0.10428308726688107
298,298,298,10-25,3.261712909964567,-0.5524637771441112,-0.1313693192817583
299,299,299,10-26,3.655074627912228,0.2513875123248415,-0.1927380533889752
300,300,300,10-27,3.545695949756372,0.027867562455969167,-0.06698512274078179
301,301,301,10-28,3.274620001711081,-0.526087589858113,-0.2211366983433045
302,302,302,10-29,3.3689262912073823,-0.3333687029970363,0.023271843061760944
303,303,303,10-30,3.437049917364415,-0.19415519484137486,-0.14422266364862055
304,304,304,10-31,3.979315518713447,0.9139874712862812,0.24164405498128744
305,305,305,11-01,3.1632976455060584,-0.7535795279374475,0.4924421883769266
306,306,306,11-02,4.678630839537,2.3430678742354174,0.2921481779457229
307,307,307,11-03,4.010982952692344,0.9787012105157212,0.2965872345782917
308,308,308,11-04,2.78084739848163,-1.5351327655842582,0.20718205724960576
309,309,309,11-05,3.4500833351067026,-0.167520855045962,0.6029820899024697
310,310,310,11-06,3.7168149198477485,0.3775564073141655,0.29420001559606795
311,311,311,11-07,4.3253975227925086,1.6212206679797356,0.2511936490083533
312,312,312,11-08,3.772022499323846,0.4903754283970072,0.6582599496750786
313,313,313,11-09,3.884712894048988,0.7206630109894336,0.4531706151332495
314,314,314,11-10,3.976025920528748,0.9072650384160934,0.3343215972085267
315,315,315,11-11,2.8479249954360983,-1.3980568622969372,0.23968807660231065
316,316,316,11-12,3.3678649002628123,-0.3355377002341716,0.11965443611976075
317,317,317,11-13,4.047546098813166,1.0534195443424397,-0.15810437151773302
318,318,318,11-14,3.419594335182288,-0.229826414498292,-0.20495760100417773
319,319,319,11-15,3.0691912931352783,-0.945889834835529,-0.1758852599067656
320,320,320,11-16,3.8384611712998735,0.6261456614974252,-0.3376828767207111
321,321,321,11-17,2.933283664548093,-1.2236228157124642,-0.6450048672512457
322,322,322,11-18,2.892814432519083,-1.3063234011178446,-0.5640877450173489
323,323,323,11-19,3.145224678854643,-0.7905123988407681,-0.4373131190378381
324,324,324,11-20,3.6571733398835247,0.2556763189050885,-0.5832416879647061
325,325,325,11-21,3.4414115183494483,-0.1852420789584633,-0.3496227726541011
326,326,326,11-22,3.4100034703091477,-0.24942575206378345,-0.06768449931884579
327,327,327,11-23,3.6192070865210177,0.17809067615116586,0.047180499635984384
328,328,328,11-24,3.720607271870895,0.3853062388936873,0.07908720200041686
329,329,329,11-25,3.4824773068931782,-0.101322405111787,0.033074377600385056
330,330,330,11-26,3.7508539155363376,0.4471165330916833,0.13681972589483365
331,331,331,11-27,3.3063142642373533,-0.4613190253586541,0.08300175706950914
332,332,332,11-28,3.714607933613368,0.3730463377029081,0.05463255475364402
333,333,333,11-29,3.461193317425228,-0.1448171368007813,0.10555743045621606
334,334,334,11-30,3.6373130732600134,0.2150910249984964,-0.0532360355851309
335,335,335,12-01,3.631996728122459,0.2042268491036452,-0.17737724755282322
336,336,336,12-02,3.2846238696121506,-0.5056442631563984,-0.209699958444496
337,337,337,12-03,2.9418259486934946,-1.206166297164808,-0.14108538542911706
338,338,338,12-04,3.619705924361332,0.17911007235287146,-0.18257348701062195
339,339,339,12-05,3.662651074633569,0.2668703012914923,-0.2006551249201444
340,340,340,12-06,3.5155007595177343,-0.03383758449053284,-0.30029438114164925
341,341,341,12-07,3.578907623872124,0.09573702164651064,-0.2615835259678878
342,342,342,12-08,2.992075214040214,-1.1034798004854276,-0.2463595527488277
343,343,343,12-09,3.055484049592482,-0.9739011661222392,-0.3555315631628033
344,344,344,12-10,3.664404701395538,0.27045391166723176,-0.3093072873381385
345,345,345,12-11,3.342113506572108,-0.3881617611923612,-0.4360531338979437
346,346,346,12-12,3.651218851564004,0.2435080704574561,-0.2665942499565161
347,347,347,12-13,3.20677189728693,-0.6647380577123209,-0.02334347570798369
348,348,348,12-14,3.489619761759207,-0.08672649683686177,0.4601325431074523
349,349,349,12-15,3.7696873633450583,0.4856034793689553,0.7235240838408145
350,350,350,12-16,5.083928136930794,3.1713100245598485,0.8610036269460358
351,351,351,12-17,4.115451687251297,1.1921874832078114,1.205744580094408
352,352,352,12-18,4.05486955139125,1.0683853290887853,1.282608801259494
353,353,353,12-19,4.218958320476803,1.403707661177912,1.1197152560193393
354,354,354,12-20,3.715299131679842,0.3744588301536544,0.6699040245645808
355,355,355,12-21,3.291419163957712,-0.4917577920719731,0.34816599409773435
356,356,356,12-22,3.763247152212184,0.472442635831296,0.13662980884726358
357,357,357,12-23,3.17080364561804,-0.7382406995932673,-0.20541266128714133
358,358,358,12-24,3.4337827534100644,-0.2008317824140392,-0.35818138535213395
359,359,359,12-25,3.214694854640855,-0.6485471596285176,-0.7143235261489672
360,360,360,12-26,3.2667581997874984,-0.5421535142363016,-1.1542234415637491
361,361,361,12-27,2.2457579613990943,-2.628610636852972,-1.2387424253233363
362,362,362,12-28,2.471666567199468,-2.1669568566573965,-1.2916493865869307
363,363,363,12-29,2.9226492935401187,-1.2453546021507895,
364,364,364,12-30,3.2784437738250225,-0.5182735499956062,
365,365,365,12-31,,,
