,unnamed: 0,unnamed: 0,mth_day,survival,survival_norm,survival_ravg
102,102,102,04-12,2.7238102956571018,0.6497732000003347,0.6230210636850851
103,103,103,04-13,2.6570262088521885,0.4787452733828601,0.8625481645223547
104,104,104,04-14,3.1569370717721963,1.758971184512207,0.6547812208976561
105,105,105,04-15,2.4094833861799207,-0.1551892121533034,0.4260289977252985
106,106,106,04-16,2.298224504721044,-0.4401130124783114,0.3325182501935953
107,107,107,04-17,2.5731658399525386,0.2639865530880049,0.24020254225386306
108,108,108,04-18,2.504722220258139,0.08870871481011536,-0.019823515326714003
109,109,109,04-19,2.4407380140139248,-0.07514897425553314,-0.14546208218892778
110,110,110,04-20,2.547717169112405,0.19881483902874444,0.031616075150825464
111,111,111,04-21,2.1151224433332803,-0.909020613326586,-0.15766969605732722
112,112,112,04-22,2.7131042240132914,0.6223559315602081,-0.06983861010903754
113,113,113,04-23,2.12968467432136,-0.8717280741609111,0.004870673388956731
114,114,114,04-24,2.7105033105449827,0.6156952304998534,-0.016783055168388142
115,115,115,04-25,2.6157757884736133,0.3731067267324325,0.4102785577707053
116,116,116,04-26,2.4969842443945067,0.06889246768467522,0.3951794135055879
117,117,117,04-27,3.1156930656981743,1.6533490643079745,0.5638178155785524
118,118,118,04-28,2.6777281571489526,0.5317610659695042,0.6415624342208447
119,119,119,04-29,2.524790733504516,0.14010233827687546,0.661190407821283
120,120,120,04-30,2.8926526283567284,1.0821629423536079,0.4793474335509969
121,121,121,05-01,2.6617625341002986,0.4908745683350622,0.28837121529814835
122,122,122,05-02,2.0709409465993187,-1.022165377937042,0.2552535635492241
123,123,123,05-03,2.6682513201404943,0.5074917547908835,0.12275419112110544
124,124,124,05-04,2.60013619285688,0.3330551554759587,-0.05340361091856183
125,125,125,05-05,2.214355481267813,-0.6548938962918364,0.025543330279176324
126,126,126,05-06,2.479929226671832,0.025216130115604245,0.3926282236298875
127,127,127,05-07,2.846728795863777,0.9645562155214912,0.15885040754609567
128,128,128,05-08,2.930990993413184,1.1803439821672248,0.27964825164655954
129,129,129,05-09,2.1205289123027637,-0.8951751417118674,0.30595827779420004
130,130,130,05-10,2.8831557160121406,1.0578422200787418,0.33590382247108
131,131,131,05-11,2.275997732501327,-0.4970337394059933,0.15179054307518214
132,132,132,05-12,2.5500892021100237,0.2048893981768844,0.02629436571878037
133,133,133,05-13,2.415366357823559,-0.1401234608538964,0.25352573626027736
134,134,134,05-14,2.6369636575968447,0.4273669180288143,0.21427044656624025
135,135,135,05-15,2.6529135307160296,0.4682130815371144,0.3019703715711999
136,136,136,05-16,2.791183765243813,0.8223104819145194,0.389044637762114
137,137,137,05-17,2.4814715233664444,0.02916581062376455,0.4615671501502743
138,138,138,05-18,2.7540971252642756,0.7273349953223696,0.5784655988121801
139,139,139,05-19,2.5852807054426137,0.2950116134750657,0.6588768608231278
140,140,140,05-20,2.9108472144123687,1.128757610000248,0.6861764889934111
141,141,141,05-21,2.8413105770385125,0.9506806536028014,0.916994933003208
142,142,142,05-22,2.8551445735231704,0.9861082509362192,0.9371026319783041
143,143,143,05-23,3.0222603631470792,1.4140764746825456,1.2681053425495192
144,144,144,05-24,2.801207828423417,0.8479811891729461,1.0188274493780034
145,145,145,05-25,3.3607931328916747,2.281027876902357,0.8356743062121178
146,146,146,05-26,2.3268093867183937,-0.3669097490288478,0.6328027167706153
147,147,147,05-27,2.4121976600887223,-0.14823820539251198,0.4185339172283345
148,148,148,05-28,2.379832940827705,-0.2311212857127957,0.4440442574885815
149,149,149,05-29,2.520245994222812,0.128463677428861,0.4760538341434075
150,150,150,05-30,2.860976480668393,1.001043230734428,0.6882449862753236
151,151,151,05-31,3.4357889673679614,2.4730853368313133,0.8778728639372245
152,152,152,06-01,2.823955996753875,0.906237163762649,1.0562551655465204
153,153,153,06-02,2.8564803533144465,0.9895290605788936,1.2585564144468515
154,154,154,06-03,2.7977681640657406,0.8391725239429803,1.0900667941050828
155,155,155,06-04,2.994221365421225,1.3422711708308477,0.7678040789044456
156,156,156,06-05,2.4662190049796773,-0.009894491316184651,0.5965370708133998
157,157,157,06-06,2.680753638169949,0.5395090456274888,0.6998493465574412
158,158,158,06-07,2.4226913274784594,-0.12136488478362538,0.35191102997432394
159,159,159,06-08,3.098532612068716,1.6094027150431418,0.2381063991351669
160,160,160,06-09,1.9825769892555287,-1.2484573755557238,0.33557835887120024
161,161,161,06-10,2.7275863721164484,0.6594433857959053,0.348661808173978
162,162,162,06-11,2.6945878783724684,0.5749372671000155,0.3093511147190617
163,163,163,06-12,2.711407095692077,0.6180097414441553,0.1348002986940452
164,164,164,06-13,2.3305895702048764,-0.3572290455131234,0.4541978494213514
165,165,165,06-14,2.689574247905559,0.5620978188930433,0.5664885000754704
166,166,166,06-15,2.7308994711420507,0.6679279288081129,0.5335521416027299
167,167,167,06-16,2.9906742329932685,1.3331872897206196,0.3452921728663316
168,168,168,06-17,2.6174206694802864,0.3773191162635727,0.5920345717764396
169,169,169,06-18,2.270329301814503,-0.5115500709742352,0.8109633758381364
170,170,170,06-19,2.9086869410788627,1.1232253479475254,0.6521591768356161
171,171,171,06-20,3.202506628378854,1.8756706432632249,0.8627161949306689
172,172,172,06-21,2.3588341498490046,-0.28489726520700914,0.7241905111261517
173,173,173,06-22,3.4839921998991565,2.5965293982909365,0.6664557156980201
174,174,174,06-23,2.2928662598626373,-0.4538349865635303,0.3120127651905871
175,175,175,06-24,2.1350613722151404,-0.8579588435430252,0.07651848072355356
176,176,176,06-25,2.0782559380641987,-1.0034323550970723,0.3544678923213159
177,177,177,06-26,2.6507626747349566,0.4627049364610235,-0.19610637789032315
178,178,178,06-27,3.0100470131039194,1.3827992043795647,-0.06040903798860315
179,179,179,06-28,2.1940414679369207,-0.7069162229788976,0.1361419517257578
180,180,180,06-29,2.61079408977061,0.3603490528467896,0.422789498130784
181,181,181,06-30,2.59556435386098,0.3213470947431405,0.3288184405253663
182,182,182,07-01,2.7498478236752133,0.7164529233330853,0.23753721496765154
183,183,183,07-02,2.430596130274428,-0.10112140917148284,0.2923132673451552
184,184,184,07-03,2.7961825263429927,0.8351118510332763,0.2224681256187452
185,185,185,07-04,2.322377303229772,-0.3782599087138757,0.2337835561795899
186,186,186,07-05,2.4471526038374662,-0.058721797511670476,-0.05163293385295065
187,187,187,07-06,2.6220754872795813,0.3892396781082089,-0.18428689969874448
188,188,188,07-07,2.0811402030120765,-0.9960460168621578,-0.28536069930440794
189,189,189,07-08,2.1197986782345812,-0.8970452042462459,-0.29509416812572603
190,190,190,07-09,2.559374835105601,0.2286690533992957,0.01596418576099867
191,191,191,07-10,2.2995725774917446,-0.4366607216417845,-0.08452463089032013
192,192,192,07-11,3.1759370258281807,1.8076283258086776,0.16989221541411448
193,193,193,07-12,2.3866383635223083,-0.21369322179970385,0.21438879609076844
194,194,194,07-13,2.677218179899329,0.5304550609644499,0.0769106267581151
195,195,195,07-14,2.2240505474539742,-0.630065720186322,-0.005642771154117922
196,196,196,07-15,2.237274666691782,-0.5961999625966243,-0.4807385864206724
197,197,197,07-16,2.1061566809916767,-0.9319811091151826,-0.3062435796484368
198,198,198,07-17,2.062826174462552,-1.0429465657906491,-0.4565101999616011
199,199,199,07-18,2.795465971145666,0.83327681883371,-0.3687098401914184
200,200,200,07-19,2.3251557110375938,-0.3711446609145358,0.1674891934184997
201,201,201,07-20,2.4297596488047493,-0.1032635615652251,0.19712966591494707
202,202,202,07-21,3.4935453885631143,2.620994239062884,0.6176677904819178
203,203,203,07-22,2.175601897125372,-0.7541382741364983,0.48445302255246
204,204,204,07-23,3.0481127941853825,1.4802821816111753,0.5336210770908622
205,205,205,07-24,2.483354605438859,0.033988211256962934,0.6305306874798873
206,206,206,07-25,2.440352463542194,-0.07613633368412323,-0.04109930520204889
207,207,207,07-26,2.656810983418416,0.4781941007689264,0.06636961795964852
208,208,208,07-27,1.9199709454006584,-1.4087857170287332,-0.15198473351999015
209,209,209,07-28,2.427392842681793,-0.10932473516631376,-0.22386306329408548
210,210,210,07-29,2.536526309386469,0.17015607273334316,-0.2869266145047095
211,211,211,07-30,2.3149495252874086,-0.39728176738760906,-0.4678770936496892
212,212,212,07-31,2.2925996925799543,-0.4545176409478674,-0.23651611191252084
213,213,213,08-01,2.232858729107188,-0.6075087741009518,-0.11882692286752568
214,214,214,08-02,2.4620309069470654,-0.020619826605723108,-0.2617075984011242
215,215,215,08-03,2.703129039896888,0.5968103991036572,-0.11253319694424573
216,216,216,08-04,2.2017685083781213,-0.6871279804682476,-0.07180885083802971
217,217,217,08-05,2.6644530142088216,0.4977646413536615,0.09398528016511357
218,218,218,08-06,2.388013523030483,-0.21017156431057127,0.17516453630043385
219,219,219,08-07,2.6213008925238293,0.38725601191790776,-0.08209373372776076
220,220,220,08-08,2.6522273010351025,0.4664557102061988,-0.17639341000528552
221,221,221,08-09,2.1003938383433427,-0.9467392210655106,-0.1134423999516678
222,222,222,08-10,1.9808320370983497,-1.2529260381333962,-0.1439087629989578
223,223,223,08-11,2.8119421103941766,0.8754707016753678,-0.3085685225395761
224,224,224,08-12,2.316633312513249,-0.3929697425943111,-0.20723631951885801
225,225,225,08-13,2.2355164691752782,-0.6007025453258019,-0.07964186130910722
226,226,226,08-14,2.8896404104557,1.0744489283305072,0.12384214969847045
227,227,227,08-15,2.3993372755270763,-0.1811724718070057,-0.16122955796128502
228,228,228,08-16,2.4575785237093903,-0.03202197208793013,-0.2662198260553861
229,229,229,08-17,2.144042286786233,-0.8349595442831651,-0.38908380195720665
230,230,230,08-18,2.0706496541689585,-1.0229113511589174,-0.5654915698326949
231,231,231,08-19,1.9476561672664696,-1.3378864007367253,-0.5667857260828648
232,232,232,08-20,2.476331359149437,0.016002321077577517,-0.7289785783822635
233,233,233,08-21,2.396305172698264,-0.18893740930802533,-0.4547276779493122
234,234,234,08-22,2.0775738633713243,-1.005179085884323,-0.21270170352369647
235,235,235,08-23,2.7865898392150816,0.8105458583145428,-0.07093769836800216
236,236,236,08-24,2.6376968261048845,0.4292444953947765,0.10240738170392932
237,237,237,08-25,2.279797700408206,-0.4873023698025589,0.16991253254859254
238,238,238,08-26,2.882464782047835,1.0560728015091665,0.2289321765991064
239,239,239,08-27,2.554464250327921,0.21609349575995404,-0.1077406000908336
240,240,240,08-28,2.2158520887846658,-0.65106122158124,-0.1983787117260731
241,241,241,08-29,1.997792908047182,-1.209490801825097,-0.18454096033807169
242,242,242,08-30,2.4253391029540943,-0.11458417441666052,-0.09299822815002294
243,243,243,08-31,2.312218426361859,-0.40427586147455,-0.33438551345942624
244,244,244,09-01,3.096941957572955,1.6053291946374584,-0.18298963495791445
245,245,245,09-02,1.9889134750409656,-1.2322302160964658,0.2259244786451131
246,246,246,09-03,2.5705603177290017,0.2573140494278306,-0.0363080413120634
247,247,247,09-04,2.9558454155665643,1.2439938797930683,0.2228021578625846
248,248,248,09-05,1.8109496384173056,-1.6879792941597196,-0.12867760123761365
249,249,249,09-06,2.9192925472715365,1.1503853335733378,-0.02487830857038516
250,250,250,09-07,2.2734534710025067,-0.5035493599637308,-0.3759047626107326
251,251,251,09-08,2.232106774832808,-0.6094344600930951,-0.7204133376176697
252,252,252,09-09,1.7481338880424186,-1.8488446748142533,-0.3386042033149288
253,253,253,09-10,2.1486898462976987,-0.8230575702485545,-0.4225257070175871
254,254,254,09-11,2.7054973841271943,0.6028755116567261,-0.666569320568413
255,255,255,09-12,2.7226712901848167,0.6468563113573883,-0.7776792066772183
256,256,256,09-13,1.7016791347088995,-1.9678110412686871,-0.5216143022801069
257,257,257,09-14,1.971785349243486,-1.2760937767459273,-0.34208897583277004
258,258,258,09-15,2.3480731309894662,-0.3124552484315858,-0.3508552430968807
259,259,259,09-16,2.569303083758802,0.2540943884354666,-0.3800596682566389
260,260,260,09-17,2.6849587329665265,0.5502779080720624,-0.04846792000704403
261,261,261,09-18,2.654247697493344,0.4716297603988394,0.09275023149696056
262,262,262,09-19,2.4785716295266864,0.0217394482288818,0.2838476017073208
263,263,263,09-20,2.3026479916784863,-0.4287848677218997,0.37495963491846257
264,264,264,09-21,2.7957987257292207,0.8341289728305751,0.4198390894995575
265,265,265,09-22,2.78277116661364,0.8007665877023177,0.3865112836820528
266,266,266,09-23,2.790107644601456,0.8195546355586314,0.7113730139917385
267,267,267,09-24,2.5761633593123032,0.2716629254938113,0.8143105819219958
268,268,268,09-25,3.2396962397239886,1.970909830086996,0.9233693306713101
269,269,269,09-26,2.543822340503407,0.18884053985964405,0.7009435917761381
270,270,270,09-27,3.051314503322654,1.4884814653264609,0.8281955800035568
271,271,271,09-28,2.2616457522625875,-0.5337878456687146,0.8029808785071322
272,272,272,09-29,3.0882487024727405,1.5830665649231437,0.30425419904615864
273,273,273,09-30,2.5170873646440097,0.12037471651526413,0.25464291573418024
274,274,274,10-01,2.071220195660972,-1.021450246678845,-0.26106275203838725
275,275,275,10-02,2.427587139034089,-0.10882716001222643,-0.2470091321175732
276,276,276,10-03,1.84305807069898,-1.6057525413089442,-0.7753714798170415
277,277,277,10-04,2.2945722406300963,-0.44946612614383,-0.9327074485553236
278,278,278,10-05,1.8503386982616377,-1.587107521273666,-0.8635173049924395
279,279,279,10-06,2.1484619874357374,-0.8236410959144291,-0.9355907143880438
280,280,280,10-07,2.2333270741738493,-0.6063093853015403,-0.9961318388512516
281,281,281,10-08,2.2587250031970187,-0.541267616385852,-0.9843036154970896
282,282,282,10-09,1.701215140434345,-1.968999288088192,-1.1698597488517593
283,283,283,10-10,2.3222848058534025,-0.3784967860188575,-1.255131430696604
284,284,284,10-11,1.4155957707562712,-2.7004443214016844,-1.1340956194621925
285,285,285,10-12,1.9486773727839741,-1.3352711869834957,-1.2541647202777746
286,286,286,10-13,2.516904134967948,0.11990548210492785,-1.032033267786126
287,287,287,10-14,1.9774128662830084,-1.2616822212793457,-1.1184470579823726
288,288,288,10-15,2.2216510656788957,-0.6362105731382989,-0.7000934660309115
289,289,289,10-16,2.11982432423222,-0.8969795271963369,-0.5327505848163359
290,290,290,10-17,2.3957642082485937,-0.19032276969291864,-0.3730143726259061
291,291,291,10-18,2.340748131972256,-0.3312138996960419,-0.5203831353378172
292,292,292,10-19,2.8911530873512725,1.078322755247506,-0.0784633299355802
293,293,293,10-20,1.6321398420722588,-2.145894797550812,0.008061829856602663
294,294,294,10-21,3.2570332244348745,2.0153082592751232,0.2773322591782744
295,295,295,10-22,2.322545735757993,-0.3778285684432397,0.6256732093081886
296,296,296,10-23,3.0266429219701005,1.4252998062371116,0.5070837647318726
297,297,297,10-24,3.156882644432814,1.7588318010834438,0.7332785052020899
298,298,298,10-25,2.61330766465215,0.3667860877896099,0.541776277696102
299,299,299,10-26,2.16209572054694,-0.7887263547295074,0.6303904622932601
300,300,300,10-27,2.8083590819821387,0.8662948942391954,0.23986327724679835
301,301,301,10-28,2.5301615624826987,0.15385653913970926,4.9356272035986734e-05
302,302,302,10-29,2.1116694924849355,-0.9178633040416592,-0.14118942961096054
303,303,303,10-30,2.59501813380609,0.3199482752348697,-0.06502267724556794
304,304,304,10-31,2.2823966775455498,-0.4806466275083694,-0.06826286498924533
305,305,305,11-01,2.340548226013926,-0.33172584053715165,-0.0485237039186008
306,306,306,11-02,2.800767585652234,0.8468537677771312,-0.01977389007496501
307,307,307,11-03,2.5764088113082035,0.27229150556357634,0.09664193189131637
308,308,308,11-04,2.17902796784035,-0.7453644209798443,0.5046726719778302
309,309,309,11-05,2.867770935530124,1.018443207032558,0.6105689593406938
310,310,310,11-06,3.2383795127684323,1.967537813010713,0.5550823870684828
311,311,311,11-07,2.588654613810254,0.3036518836400304,0.5280052224664219
312,312,312,11-08,2.6707670600390387,0.5139343341438651,0.6035619893056139
313,313,313,11-09,2.5129692170742337,0.10982851795121083,0.2111519323402785
314,314,314,11-10,2.3560513268350425,-0.29202381994469256,-0.12367118232047275
315,315,315,11-11,1.9483860902898995,-1.3360171347594545,-0.3216638072823156
316,316,316,11-12,2.453916189285319,-0.04140087495379443,-0.3353187812789256
317,317,317,11-13,2.124773998040689,-0.8843038661310267,-0.5593952348006351
318,318,318,11-14,2.638774566646492,0.4320044901642056,-0.6928425010750164
319,319,319,11-15,1.9879763126206305,-1.2346302031790464,-0.715717795262185
320,320,320,11-16,2.0433952364172545,-1.092707417590981,-0.7520899637904521
321,321,321,11-17,1.894791136662214,-1.4732688998824652,-0.16793095282810547
322,322,322,11-18,2.3686991568982867,-0.25963388612339666,-0.02020090267950224
323,323,323,11-19,3.4934110458336387,2.620650199643053,0.1830318116128554
324,324,324,11-20,2.9848940579346634,1.3183847910558248,0.5473593318935684
325,325,325,11-21,2.4641340314681264,-0.015233917424900604,0.9052234181535348
326,326,326,11-22,2.896984982409997,1.0932577040932978,0.907558278618864
327,327,327,11-23,2.733237582473408,0.6739156176773318,0.3674863824095673
328,328,328,11-24,2.3741695450534097,-0.2456247233314207,0.3571178753556398
329,329,329,11-25,2.2280665219066145,-0.6197811776127268,0.26451028980960994
330,330,330,11-26,2.960601489270988,1.2561737487322602,0.2704988023510689
331,331,331,11-27,2.2471619911393312,-0.5708794307010798,0.10344367110896613
332,332,332,11-28,2.911015580195198,1.1291887793420514,0.3973516147994157
333,333,333,11-29,2.341840998065344,-0.3284151697752849,0.7088988227388189
334,334,334,11-30,3.0627719509509395,1.5178229388112767,0.3111555866141277
335,335,335,12-01,2.9579962891798703,1.2495020700236923,0.6062576287320467
336,336,336,12-02,2.0287214390556882,-1.1302856680158866,0.5510961263720525
337,337,337,12-03,2.9385620725256865,1.1997328220064338,0.5674757574404165
338,338,338,12-04,2.7817766669454755,0.7982197651820858,0.6360891330550604
339,339,339,12-05,2.3802171413562125,-0.2301373833651013,0.3283518157958239
340,340,340,12-06,3.2235275090748012,1.9295031924991408,0.3435764535472707
341,341,341,12-07,2.236992785877664,-0.5969218335317267,0.1000541413028797
342,342,342,12-08,2.0643915269509856,-1.038937841507206,-0.06245346739326733
343,343,343,12-09,2.3680091027909453,-0.2614010514599118,0.031518758938435365
344,344,344,12-10,2.4010345579717893,-0.1768258869947964,-0.00735961784715411
345,345,345,12-11,2.600386424047364,0.3336959746251148,0.06990493857637657
346,346,346,12-12,3.1324386345932584,1.6962329317856035,0.2790448285892537
347,347,347,12-13,2.4180173569586176,-0.1333344949905426,0.3392942071275935
348,348,348,12-14,2.5543892780280752,0.2159014985700564,0.3616068418706851
349,349,349,12-15,2.5091684960839284,0.10009521977012747,0.05983125247969965
350,350,350,12-16,2.4533112462881417,-0.04295007853624695,-0.33748245861409026
351,351,351,12-17,1.8933507642196703,-1.476957561720798,-0.18495963344509506
352,352,352,12-18,2.2015649265882367,-0.6876493347771356,-0.5454433623906247
353,353,353,12-19,2.7753659302801874,0.7818024560234287,-0.6685266241289595
354,354,354,12-20,1.7098052224836418,-1.9470008751031216,-0.5848606447525633
355,355,355,12-21,2.220794425296651,-0.6384043506598804,-0.12477716385696605
356,356,356,12-22,2.6493338306625143,0.4590457977221299,-0.16892368744627265
357,357,357,12-23,2.97128893724195,1.2835433236527851,-0.4767309965017994
358,358,358,12-24,2.098133212651217,-0.9525284763129752,-0.03684963858835874
359,359,359,12-25,2.054198441892334,-1.0650413983097318,-0.1676334645226787
360,360,360,12-26,2.7404114645785893,0.6922872723775224,-0.6019695276472755
361,361,361,12-27,1.9143785589541351,-1.4231073062658002,-0.782308014997375
362,362,362,12-28,1.6317197632092657,-2.146970581025452,-0.9415938335416766
363,363,363,12-29,2.5487705299273444,0.2015123995521884,
364,364,364,12-30,1.7249394959462148,-1.9082433875787843,
365,365,365,12-31,,,
