,unnamed: 0,unnamed: 0,mth_day,revolution,revolution_norm,revolution_ravg
113,113,113,04-23,0.7443760660374449,-0.7782419291482274,-0.07233460883238325
114,114,114,04-24,0.6523752685532472,-1.1678715809900435,0.2193838199191465
115,115,115,04-25,0.893547310249736,-0.14649153636246234,0.03655159427901855
116,116,116,04-26,1.4779513362018684,2.328499370165229,0.2128888121632396
117,117,117,04-27,0.9299998345636068,0.007887390185520706,0.43731972929305024
118,118,118,04-28,1.1721833651225082,1.0335511591294189,0.7720636989786284
119,119,119,04-29,1.0623368258273878,0.5683435736306364,0.7591703912953812
120,120,120,04-30,1.1266211892913685,0.8405922371234255,0.09399808488357124
121,121,121,05-01,0.8752808166685527,-0.223851382461945,0.4524603576682654
122,122,122,05-02,0.5355736342224341,-1.662534468305631,0.3683520352300243
123,123,123,05-03,1.4378484771137192,2.158661026893685,0.17429048745915018
124,124,124,05-04,1.0530235521647753,0.5289012244999722,0.2135092877169907
125,125,125,05-05,0.78740163434684,-0.5960257129946085,0.0988696854775996
126,126,126,05-06,1.1821841201366776,1.0759050386704685,0.5198145997872302
127,127,127,05-07,0.7128660500391829,-0.9116889958982916,0.24851547692142964
128,128,128,05-08,1.1319440741569076,0.8631350175521527,0.07063414929800821
129,129,129,05-09,1.053487550642698,0.530866289698882,0.24473154533969285
130,130,130,05-10,0.8010115619857529,-0.5383867412405564,0.170419410993221
131,131,131,05-11,1.0340527688286667,0.4485586632554993,0.3063834019702622
132,132,132,05-12,1.0769029806190331,0.6300322325916373,0.1887226007823944
133,133,133,05-13,0.9054919788907236,-0.09590505003604437,0.01338704781668034
134,134,134,05-14,0.9652490473681116,0.15717021042494586,-0.12424970977515296
135,135,135,05-15,0.8050822669494421,-0.5211470280954024,-0.1758633391894304
136,136,136,05-16,0.6060157540168759,-1.3642072867915558,-0.10573640055185833
137,137,137,05-17,0.9609295599857958,0.1388768867698345,-0.0857558630131719
138,138,138,05-18,1.1762547766019733,1.0507938644170696,-0.10384883738346767
139,139,139,05-19,0.9337992503578614,0.023978175196074345,-0.05662455430858712
140,140,140,05-20,0.93961596636835,0.04861236420317104,0.21363286324338
141,141,141,05-21,0.8719869034364882,-0.23780132964611905,0.22305461324266
142,142,142,05-22,0.9889008525703374,0.2573372185202467,0.07330439969455042
143,143,143,05-23,0.9742777511647732,0.19540738676551395,0.17019337214688288
144,144,144,05-24,0.9640973239328172,0.15229258312841254,0.12680019956876984
145,145,145,05-25,1.0710659500184605,0.6053120099100692,0.036935311387581035
146,146,146,05-26,0.8781390259401619,-0.2117466712655072,-0.06568731500505287
147,147,147,05-27,0.7446715206454347,-0.7769906587332518,-0.05529482382955155
148,148,148,05-28,0.8435110431949733,-0.35839853983555675,0.06806835692813695
149,149,149,05-29,0.9890012323701786,0.2577623338185219,-0.026338233415776745
150,150,150,05-30,1.1388711527147546,0.8924716676745436,0.18967009621665984
151,151,151,05-31,0.9373161459414822,0.038872467846586975,0.2361244691712396
152,152,152,06-01,1.18416715027011,1.0843033065291123,0.4697240944875232
153,153,153,06-02,0.8104853929456589,-0.4982644210057732,0.9363635917291698
154,154,154,06-03,1.1744614991397333,1.0431992120621445,0.8221674023302934
155,155,155,06-04,1.6501091179879703,3.0575993172684024,1.0084401184118288
156,156,156,06-05,0.977084587785372,0.20729453128128456,1.2160458097969509
157,157,157,06-06,1.2012165705837974,1.156508764335799,1.5429559970555282
158,158,158,06-07,1.4782909020852373,2.3299374548398446,1.3831150544140751
159,159,159,06-08,1.2736328632368767,1.463196702545691,0.8928613579016308
160,160,160,06-09,0.9480080843527634,0.08415355621342638,0.7773645752212364
161,161,161,06-10,0.955545998848894,0.11607713819373712,0.7787078562639423
162,162,162,06-11,0.8134554174197254,-0.4856861648010816,0.34613572501050577
163,163,163,06-12,1.2031196535743782,1.1645684505920346,0.4080278709027487
164,164,164,06-13,0.8654476927971694,-0.2654953326807746,0.6598052521399663
165,165,165,06-14,1.3613180805171017,1.8345495778991483,0.4739288539507878
166,166,166,06-15,1.3047117349010695,1.5948178436367322,0.9187386738694806
167,167,167,06-16,0.692207054504319,-0.9991812509413336,0.5607878993575633
168,168,168,06-17,1.4436362771342142,2.183172754711076,0.4643513639350744
169,169,169,06-18,0.6959956722319252,-0.9831361964794688,0.1935425497525702
170,170,170,06-19,0.7288219797867429,-0.8441145452157081,-0.2149154165217948
171,171,171,06-20,0.9776517950673186,0.20969669280412306,-0.023427796437019383
172,172,172,06-21,0.726032081670703,-0.8559299540094577,-0.4167972328905421
173,173,173,06-22,0.9634956539146532,0.14974446956731896,0.09486980116101157
174,174,174,06-23,0.8863331814089498,-0.17704386401006053,0.5734034409092568
175,175,175,06-24,1.4208959711172109,2.0868660078298533,0.7736155495108831
176,176,176,06-25,1.4067807994773145,2.0270872932737642,1.2778052638296915
177,177,177,06-26,1.2613007458636074,1.4109693444138804,1.7909161635267907
178,178,178,06-27,1.4403389458642757,2.169208331903393,1.7952405110846714
179,179,179,06-28,1.6904415382458458,3.2284098677499133,1.5620498780357028
180,180,180,06-29,0.8924596672455879,-0.15109777866277718,1.1604190017829608
181,181,181,06-30,1.090524951792533,0.6877222095360402,1.178706870197135
182,182,182,07-01,0.837773373042572,-0.3826979642426904,0.9212638553047652
183,183,183,07-02,1.2872099414872484,1.5206965548989275,0.2972341098576269
184,184,184,07-03,1.0756085528122097,0.6245502425491739,0.10891383225386513
185,185,185,07-04,0.8063522401607136,-0.5157686049329167,0.014468229264222606
186,186,186,07-05,0.6256583757100219,-1.281019444285348,0.15680057673621858
187,187,187,07-06,0.9567198768525385,0.12104859159818515,-0.11813936392057316
188,188,188,07-07,1.0394216215265628,0.4712961205892855,-0.4529788587044308
189,189,189,07-08,0.8976909146712078,-0.12894308904182294,-0.3719407872422273
190,190,190,07-09,0.6012272976325754,-1.3844867261539722,-0.334563489035636
191,191,191,07-10,0.9211622988797196,-0.029540176159695026,-0.5434698113682876
192,192,192,07-11,0.6786123728181344,-1.0567556550458006,-0.6112208427645073
193,193,193,07-12,0.6607534662381175,-1.1323893423977247,-0.42908339529375655
194,194,194,07-13,0.9434358736857952,0.06478993221196766,-0.11932921699328415
195,195,195,07-14,1.1557327296075346,0.9638815957826812,-0.2946032766365653
196,196,196,07-15,1.0400691253989405,0.4740383436488626,-0.2239479672008076
197,197,197,07-16,0.6728441353737037,-1.0811845340193822,-0.03693262418134898
198,198,198,07-17,0.7787127340281407,-0.6328237984312542,-0.07986763302105328
199,199,199,07-18,0.9257060018303961,-0.010297284280973238,-0.41333527984057145
200,200,200,07-19,0.882608033177688,-0.19282012082625816,-0.3289843649818837
201,201,201,07-20,0.6832950293829666,-1.036924285134428,-0.3629001320283081
202,202,202,07-21,1.1595726292853157,0.9801438328009888,-0.3447929684945028
203,203,203,07-22,0.6247942356680299,-1.284679136297928,-0.20008799823896206
204,204,204,07-23,0.8043659174151667,-0.5241808172284226,0.3077917838644529
205,205,205,07-24,1.1307156452264542,0.8579325372522708,0.3274337217550252
206,206,206,07-25,1.6021427722624515,2.854458571794232,0.06868798039629866
207,207,207,07-26,0.7111225924268806,-0.9190726577909942,0.20125331767863186
208,208,208,07-27,0.7929966086239232,-0.5723306153513703,0.008541344899000566
209,209,209,07-28,0.8126051482782601,-0.4892871126039291,0.11744191323569812
210,210,210,07-29,0.5313427258279353,-1.6804526539062101,-0.5155410060164572
211,211,211,07-30,1.2849996801210994,1.511335947272456,-0.4805974697236837
212,212,212,07-31,0.7053691346844317,-0.9434389437187004,-0.3127147925770541
213,213,213,08-01,0.7606285762346788,-0.7094114400343531,0.04248882954613984
214,214,214,08-02,1.0308430883504085,0.4349654475284071,0.32141974470986706
215,215,215,08-03,1.3158371227976426,1.6419346201352347,0.5412971877549305
216,216,216,08-04,0.9265159347983604,-0.006867162923846735,0.6197148141218477
217,217,217,08-05,1.5965093408459674,2.8306006055428368,0.6199044628689375
218,218,218,08-06,0.8164666981548301,-0.4729331855171972,0.4176861996036324
219,219,219,08-07,0.7608972596250472,-0.7082735475518137,0.254228834832853
220,220,220,08-08,0.7443519335063121,-0.7783441320634242,0.15608392358217255
221,221,221,08-09,1.0842601700299557,0.6611904315105589,-0.36711361729018616
222,222,222,08-10,0.7874698935939161,-0.5957366304279296,-0.3825252576506786
223,223,223,08-11,0.8552732859231755,-0.30858463969131555,-0.14247308271651662
224,224,224,08-12,0.7946323763006926,-0.5654030276801522,-0.0757828067169461
225,225,225,08-13,1.1009893151556445,0.7320395020531585,-0.04049423367517711
226,226,226,08-14,0.8388348643725597,-0.37820247606600105,0.03545965254016991
227,227,227,08-15,1.1342549819736858,0.8729218697611728,0.1509516668946021
228,228,228,08-16,0.8950769723283583,-0.14001331313584747,0.0211912843754255
229,229,229,08-17,1.0188957008000274,0.3843674464352776,-0.16186933718088445
230,230,230,08-18,0.6107953615788438,-1.3439653227952115,-0.2918195711505863
231,231,231,08-19,0.8416396004993649,-0.3663242272847013,-0.35819272418033865
232,232,232,08-20,0.6547288790818241,-1.1579038798842118,-0.4899684899775263
233,233,233,08-21,1.04022133261339,0.4746829515826586,-0.6647166158960064
234,234,234,08-22,0.7083846789909803,-0.9306679079189736,-0.5257614973357995
235,235,235,08-23,0.7713226498162769,-0.6641213090756025,-0.4109767388758481
236,236,236,08-24,0.8076589472164233,-0.5102346114339705,-0.3786175030094669
237,237,237,08-25,1.0042600160774977,0.32238432347500745,-0.4214456832243232
238,238,238,08-26,0.7005735753201121,-0.9637484646859246,-0.5141958141410665
239,239,239,08-27,0.9795448407303226,0.21771387029352016,-0.4134786394391274
240,240,240,08-28,0.5769816509498533,-1.4871686934194333,-0.2284338810685882
241,241,241,08-29,0.9140129252991428,-0.05981826086396756,-0.38797010010684935
242,242,242,08-30,1.069819672303207,0.6000339387892643,-0.2542364278429408
243,243,243,08-31,0.7782383160900567,-0.6348329907545592,-0.2976065866521694
244,244,244,09-01,0.8900397174467639,-0.16134643110247388,0.048882465274042386
245,245,245,09-02,0.9181005048805668,-0.04250708256185088,0.034732846697580866
246,246,246,09-03,1.067867325785968,0.5917656181378371,-0.4728634739629826
247,247,247,09-04,0.8939665630116006,-0.14471597232273667,-0.5681315201272332
248,248,248,09-05,0.3506865250173492,-2.4455439851741168,-0.6543738656474257
249,249,249,09-06,0.6432680511663169,-1.206441267740062,-0.7344534621403852
250,250,250,09-07,0.7678565438521628,-0.6788005042236288,-0.9748085511144708
251,251,251,09-08,0.8046483581344651,-0.5229846615196083,-1.2750325519407573
252,252,252,09-09,0.7273461191405561,-0.8503649157066765,-1.029576317894575
253,253,253,09-10,0.4686265402076624,-1.9460599772804543,-0.5167462831373211
254,254,254,09-11,0.69843473934809,-0.972806580897024,-0.24887374198151524
255,255,255,09-12,1.3698160222740836,1.8705389408034607,0.03972012730582075
256,256,256,09-13,1.1473628872829955,0.9284347427112052,-0.03440265478742238
257,257,257,09-14,1.2135114823547617,1.2085785542044076,0.16490433310957295
258,258,258,09-15,0.6223332429579036,-1.2951016082661353,0.31504704987409193
259,259,259,09-16,0.7509931682712967,-0.7502180498984826,-0.16640933408663436
260,260,260,09-17,0.9111482679024476,-0.07195028030991013,-0.2569767948094625
261,261,261,09-18,0.6877164274070929,-1.0181993629608963,-0.5191658611802494
262,262,262,09-19,1.0190521402970083,0.3850299783742364,-0.333391341966428
263,263,263,09-20,0.8420571577099424,-0.364555844020314,-0.04790881277386885
264,264,264,09-21,0.8855278510549358,-0.1804544929832062,0.09208598742434704
265,265,265,09-22,1.15544832556283,0.9626771252568724,0.2463292020189175
266,266,266,09-23,1.1094848144305705,0.7680185208793852,0.06585112531169346
267,267,267,09-24,0.9062393044337292,-0.09274007539347408,0.25710763595792
268,268,268,09-25,0.7633612260097172,-0.6978384818691077,0.2041494420363728
269,269,269,09-26,1.1130183346171054,0.7829832198570449,0.1798801443053927
270,270,270,09-27,0.8104997408830257,-0.4982036565124891,0.14699081118195476
271,271,271,09-28,1.121064986383017,0.8170613388709916,0.2762957150650752
272,272,272,09-29,1.0628891070180118,0.5706825221387575,0.11443163139519225
273,273,273,09-30,1.089431023333413,0.6830893479052483,0.04912150085785847
274,274,274,10-01,0.5340415418745287,-1.6690229838884052,0.0587154703369968
275,275,275,10-02,1.020490714121664,0.3911224366330421,-0.17453686673688631
276,276,276,10-03,0.8240919226733088,-0.4406398396376591,-0.4595766572193292
277,277,277,10-04,0.7906065483599941,-0.5824526835723072,-0.5327992463385268
278,278,278,10-05,0.6590611963574564,-1.1395562207558998,-0.28087791266079204
279,279,279,10-06,0.9856934885593578,0.2437538131900633,-0.5795266031153193
280,280,280,10-07,0.8909491359255651,-0.15749498182199678,-0.5623978403002342
281,281,281,10-08,0.5973825000592093,-1.4007697060941209,-0.6683467465830087
282,282,282,10-09,0.8483589644365257,-0.3378672627471483,-0.8153047188844379
283,283,283,10-10,0.640504257769168,-1.2181461212689546,-1.073096715310996
284,284,284,10-11,0.4508596298008975,-2.021304054564476,-1.3056025504923932
285,285,285,10-12,0.620468678627558,-1.3029981653692846,-0.8775162759016609
286,286,286,10-13,0.5615482986643044,-1.552529992910379,-0.6864868150666513
287,287,287,10-14,1.2038704067400283,1.16774794145027,-0.8214521122228543
288,288,288,10-15,1.1189984702860292,0.8083095022629099,-0.5638655887688376
289,289,289,10-16,0.4492932206363449,-2.027937904206173,-0.36815911258316897
290,290,290,10-17,0.8157933374937498,-0.4757849138403754,-0.16343805622329766
291,291,291,10-18,0.8977343096716781,-0.12875930825527224,-0.5269834166123034
292,292,292,10-19,0.8515852661982142,-0.3242036547511508,-0.7245308597048149
293,293,293,10-20,0.6888203392819074,-1.0135242208837651,-0.6194434509625567
294,294,294,10-21,0.8391246636663965,-0.3769751562921586,-0.6110204422801874
295,295,295,10-22,0.5981749912736688,-1.397413451752624,-0.5931012869692549
296,296,296,10-23,0.8277265696643172,-0.4252468617461601,-0.3564107493295778
297,297,297,10-24,0.9231211338682864,-0.02124437638967709,-0.3944967979064288
298,298,298,10-25,1.1869147481851925,1.095939571086912,-0.18694991372237849
299,299,299,10-26,0.6348622255881159,-1.2420405123448717,0.01472680759211446
300,300,300,10-27,1.1331651008358723,0.8683061488121433,0.165288841431199
301,301,301,10-28,0.883898920762451,-0.18735312386566624,0.4659077272443961
302,302,302,10-29,1.0410341624292874,0.4781253412883471,0.5857811939375426
303,303,303,10-30,1.3490206069122963,1.7824689384895056,0.8296045488355759
304,304,304,10-31,1.3567445516536756,1.8151803712457908,0.5111180306537703
305,305,305,11-01,0.9802970710602772,0.22089961704332875,0.5540761843061909
306,306,306,11-02,0.6819517983238654,-1.0426129602786909,0.6278503636713855
307,307,307,11-03,0.9447595515043218,0.07039579804885811,0.31173488769874896
308,308,308,11-04,1.145553158402864,0.9207704174795144,0.16542999225429708
309,309,309,11-05,0.9011664600458794,-0.11422391734631294,0.2285329879570653
310,310,310,11-06,1.1494682266649958,0.9373509985790792,0.5407542847849223
311,311,311,11-07,1.0696977504108345,0.5995175912599383,0.9539292824205972
312,312,312,11-08,1.124288897113898,0.8307148206884507,0.6658312496762154
313,313,313,11-09,1.5301220223017868,2.5494457838629083,0.5403859487828102
314,314,314,11-10,0.7373925067560683,-0.8078177789867772,0.2388449178514719
315,315,315,11-11,0.7234428037232762,-0.8668957227067441,-0.021860502165549484
316,316,316,11-12,0.7222623116826357,-0.8718951870089509,0.051449419777089576
317,317,317,11-13,0.7003453702215113,-0.9647149288421899,-0.1196012795448373
318,318,318,11-14,1.2281501599876783,1.270574352344285,-0.1202413514311837
319,319,319,11-15,1.2877872717489327,1.5231415879313468,0.06393669244561485
320,320,320,11-16,0.7364856898793847,-0.8116582103048556,0.5488225344445151
321,321,321,11-17,0.9843756177785716,0.2381725405540472,0.8992506597660498
322,322,322,11-18,1.409220564605436,2.0374198649844506,0.7929761386192489
323,323,323,11-19,1.1968116967149949,1.1378538230870188,0.5525113381087494
324,324,324,11-20,1.077586557065696,0.6329272254634791,0.7745618754391851
325,325,325,11-21,0.9471106321358976,0.08035278486835043,0.7342613204163753
326,326,326,11-22,1.051074065065293,0.5206450136777578,0.4888553960873398
327,327,327,11-23,0.9272801192666738,-0.0036307895828111697,0.36684072014222974
328,328,328,11-24,1.061543626175954,0.5649843190102378,0.5826642948778537
329,329,329,11-25,1.023948351659058,0.4057657674163588,0.7646347685666407
330,330,330,11-26,1.3833529313296693,1.927868673877222,0.4960401366725301
331,331,331,11-27,1.2049158882626936,1.1721756270010728,0.3996167527386121
332,332,332,11-28,0.6705447051859019,-1.0909227776869068,0.13565044623077224
333,333,333,11-29,0.790673038525597,-0.5821710931863193,-0.07836810747636158
334,334,334,11-30,0.6875714103620691,-1.0188135200368007,-0.4566284412537187
335,335,335,12-01,0.7207392269264562,-0.8783455548264442,-0.6583503157087991
336,336,336,12-02,0.847455539542598,-0.3416933287869208,-0.6468738881041866
337,337,337,12-03,0.9191279884124672,-0.03815561972940932,-0.391367107464464
338,338,338,12-04,0.6868038449136351,-1.0220642120592316,-0.2384823475965232
339,339,339,12-05,1.152660286729456,0.9508695906520164,0.1891618744056013
340,340,340,12-06,0.9041697071992052,-0.1015049608291558,0.3640544035123603
341,341,341,12-07,1.3266008590336191,1.6875197771863029,0.3166662615056629
342,342,342,12-08,1.0952331726224718,0.707661845853633,0.5911081587864601
343,343,343,12-09,0.8519912060556577,-0.32248447176959355,0.406929132234195
344,344,344,12-10,1.0756172726425943,0.6245871716255512,0.6498537169145882
345,345,345,12-11,0.891726080476321,-0.15420456866157406,0.39854564468417736
346,346,346,12-12,1.2483312269418632,1.3560425472532034,0.38597780369187545
347,347,347,12-13,0.9705620983778864,0.1796713438038381,0.7817498628220788
348,348,348,12-14,1.0774277814493822,0.6322547998998213,0.7499887129643171
349,349,349,12-15,1.4126981988087282,2.052147883011627,0.7331560515756452
350,350,350,12-16,1.030619910114619,0.4340202724789811,0.2354807046588232
351,351,351,12-17,0.8678785381106079,-0.25520053699360584,0.010160434108492973
352,352,352,12-18,0.5432535421999274,-1.630009534247729,-0.17492769645640247
353,353,353,12-19,0.6513413540326666,-1.172250279498143,-0.3166378133468553
354,354,354,12-20,0.8152056091429033,-0.4782739834895514,-0.2932741993216959
355,355,355,12-21,1.2119314906713268,1.2018871816689098,-0.2313210972595129
356,356,356,12-22,1.0637201289342118,0.5742019566299372,0.11704674017688345
357,357,357,12-23,0.9556501145714478,0.11651807537949192,0.5668397937756419
358,358,358,12-24,1.0368009718242879,0.4601974903706493,0.8697740833086921
359,359,359,12-25,1.2885821713830634,1.526508042094407,0.5089704696926208
360,360,360,12-26,1.2443854124346356,1.3393317537087503,0.2033514605743818
361,361,361,12-27,0.7007657716720667,-0.962934500027518,0.0513929900307204
362,362,362,12-28,0.6307367700092072,-1.2595120980794967,-0.13331175289989336
363,363,363,12-29,0.7403641309445403,-0.7952327478824766,
364,364,364,12-30,0.775121960972787,-0.6480309672130331,
365,365,365,12-31,,,
