,unnamed: 0,unnamed: 0,mth_day,british comedy,british comedy_norm,british comedy_ravg
71,71,71,03-12,0.7873629679971712,-0.5122244097957402,-0.4186411549552915
72,72,72,03-13,0.7799311254133652,-0.5378227975349754,-0.4772433520603584
73,73,73,03-14,0.4732925971949809,-1.594014697808345,-0.5942545349265748
74,74,74,03-15,0.7993323853446397,-0.4709967084796672,-0.8348865645792616
75,75,75,03-16,0.7553835656344307,-0.6223749050624487,-0.8799661484302558
76,76,76,03-17,0.5668145319873081,-1.2718858687943912,-0.8629896551292583
77,77,77,03-18,0.7088366855601158,-0.7827019129017061,-0.6075653011398151
78,78,78,03-19,0.8095032907676714,-0.43596383772899,-0.6845237112444329
79,79,79,03-20,0.9182284916561058,-0.06146857387168547,-0.38943166472263385
80,80,80,03-21,0.6652748512787243,-0.9327471691073742,-0.1764658084111884
81,81,81,03-22,1.2694185102934945,1.148177374068346,-0.06158825147698663
82,82,82,03-23,0.9377899393344428,0.005909269074281411,-0.09893263135755784
83,83,83,03-24,0.9089473944635448,-0.09343657129649542,-0.19213396544083475
84,84,84,03-25,0.7444513299591702,-0.6600301170124173,0.02575269214779136
85,85,85,03-26,0.7558766317115883,-0.620676578371347,-0.2976080520112245
86,86,86,03-27,1.0448220376419597,0.3745727764243825,-0.4067893432727501
87,87,87,03-28,0.7061409696485131,-0.7919870908857494,-0.4326934327178204
88,88,88,03-29,0.7476018279538214,-0.6491784784948719,-0.2451215293192812
89,89,89,03-30,0.8638238225432271,-0.2488611079669174,-0.09060276871362144
90,90,90,03-31,1.071191796601807,0.4654013033788175,-0.060113212063104576
91,91,91,04-01,1.0250402485996832,0.30643598526261145,-0.020262294110811874
92,92,92,04-02,1.0979332541259663,0.5575101163274837,0.06231508501351909
93,93,93,04-03,0.7755591889657404,-0.5528815831719931,0.28376673120297463
94,94,94,04-04,0.8914473128070713,-0.1537142037488861,0.28954300309514536
95,95,95,04-05,1.2495810329980543,1.079848769169816,0.2362021959486534
96,96,96,04-06,1.0812537607835777,0.500058934731842,0.35355277962965953
97,97,97,04-07,0.932123346321901,-0.013608857616340288,0.4611941330874952
98,98,98,04-08,1.3023518465590185,1.2616136184135207,0.624735344993336
99,99,99,04-09,0.9630648090592248,0.09296653757502124,0.27854959754307584
100,100,100,04-10,1.17632756899278,0.8275330676861593,0.09441487854765562
101,101,101,04-11,0.6465435278201387,-0.9972657155317456,0.12805628624043605
102,102,102,04-12,0.7605006899900176,-0.6047493792406792,-0.06017709015215069
103,103,103,04-13,0.9907249228314662,0.18823958854034226,-0.09084641775203857
104,104,104,04-14,0.974459128481968,0.1322133600580002,-0.11241279402745742
105,105,105,04-15,0.9096404409633724,-0.09104942802430592,-0.13359525835520256
106,106,106,04-16,1.1387600670356828,0.6981348100336461,-0.006640538236093545
107,107,107,04-17,0.6096447804401387,-1.1243605014982163,0.17582935452352466
108,108,108,04-18,0.9816491868737256,0.15697894147397484,0.048034176183973175
109,109,109,04-19,1.3085779532068773,1.2830589450980514,0.09335833531716972
110,110,110,04-20,0.7518465972404194,-0.6345577099793087,0.008448010328990655
111,111,111,04-21,0.9885927607780312,0.18089552677487328,0.2897841218203499
112,112,112,04-22,0.9908507122403224,0.1886728601045718,0.4027365318511437
113,113,113,04-23,1.0997176041764227,0.5636561674499391,0.4894468725654733
114,114,114,04-24,1.1784063903417556,0.8346934016587377,0.6593755687305091
115,115,115,04-25,1.4596228414572503,1.8033209893840287,0.7062762243770093
116,116,116,04-26,1.0478535176530586,0.38501446701090575,0.44783326282985136
117,117,117,04-27,1.0702912552440336,0.4622994606538744,0.35500596109296484
118,118,118,04-28,0.5406565609499588,-1.3619849091783756,0.2605333147389686
119,119,119,04-29,0.9380172890591676,0.00669235702862014,-0.01305529025907215
120,120,120,04-30,1.013839970769399,0.2678575235347602,0.00411968614772799
121,121,121,05-01,0.983045769702355,0.16178935939578482,-0.13329793992976974
122,122,122,05-02,1.077771430219157,0.4880643254517066,0.07787058782648577
123,123,123,05-03,0.8309169222231391,-0.3622062958111121,0.4545021995713008
124,124,124,05-04,0.908501115753655,-0.0949737426408424,0.5675878446207954
125,125,125,05-05,1.5940899009172382,2.2664820274975104,0.6673966293491144
126,126,126,05-06,1.2108292626866828,0.9463713938317272,0.3935871161983713
127,127,127,05-07,1.1569074638382553,0.760642067765699,0.3693791625667496
128,128,128,05-08,0.6008095479910974,-1.154792753452752,0.3262086310218824
129,129,129,05-09,0.7887479303712335,-0.5074540176008423,0.0074421636735652425
130,130,130,05-10,0.8333003028034868,-0.3539969319100453,-0.32091569516413665
131,131,131,05-11,1.0388153507085358,0.35388322340760725,-0.2990636960239014
132,132,132,05-12,0.6388470090628529,-1.0237757591944845,-0.310681839089724
133,133,133,05-13,1.194972505919662,0.8917540626071105,-0.18180688510021828
134,134,134,05-14,0.5805713491027379,-1.2245016118476872,-0.29496154830818083
135,135,135,05-15,1.0132413744432385,0.26579570633619165,-0.2685139990639604
136,136,136,05-16,0.6361907848560987,-1.0329249111578207,-0.12055249867638602
137,137,137,05-17,1.0848856012366754,0.5125685188729299,-0.2507005554852185
138,138,138,05-18,0.8965882208639656,-0.13600675686903807,-0.2023260029292525
139,139,139,05-19,0.9682613831775899,0.11086572175411596,-0.1519835433522829
140,140,140,05-20,0.6648372950647075,-0.934254296511892,0.15969014034868967
141,141,141,05-21,1.1009353117338765,0.5678504637980096,-0.09486749089489788
142,142,142,05-22,1.1791100761121605,0.8371171910480146,-0.0751653907749234
143,143,143,05-23,0.6414594925659574,-1.0147772685885954,-0.14204410845027007
144,144,144,05-24,0.9309082510518693,-0.017794156149191255,0.1596985341554585
145,145,145,05-25,0.8517621472804394,-0.2904065842979641,0.16462807783772695
146,146,146,05-26,1.1904572310180044,0.8762015591224797,0.33998473119538275
147,147,147,05-27,1.109522319563388,0.5974277258916202,0.4522050721143358
148,148,148,05-28,1.48457221467794,1.889257111193949,0.4941136725217073
149,149,149,05-29,0.8369414698466765,-0.34145522307487763,0.3912512939575454
150,150,150,05-30,1.0039108458186878,0.23365744629503835,0.19146765117612274
151,151,151,05-31,0.6725812520446789,-0.9075808556829358,0.26457064289907484
152,152,152,06-01,0.8424445516815303,-0.3225002975660562,0.07342852798121635
153,153,153,06-02,1.2368639160165604,1.036045676229333,0.14300925699013442
154,154,154,06-03,1.1516126258922774,0.7424044216867983,0.16724265656163328
155,155,155,06-04,0.9581474684732588,0.0760291509786308,0.3244635959203665
156,156,156,06-05,1.0461241631698763,0.37905784372403134,0.6117535188127002
157,157,157,06-06,0.9464519232982408,0.03574478046946366,0.4692983240395104
158,158,158,06-07,1.3428886041584185,1.4012392397879463,0.4605434295030215
159,159,159,06-08,0.9887144012304228,0.1813145075901937,0.3381804820982859
160,160,160,06-09,1.1363620565136563,0.6898750544678651,0.5229043141501427
161,161,161,06-10,0.7449976000207156,-0.6581485334497831,0.5080380007065008
162,162,162,06-11,1.3679034381628807,1.4874008360351727,0.3309209284696544
163,163,163,06-12,0.9205555811285367,-0.053453100192387804,0.2848837013701626
164,164,164,06-13,1.034359907778534,0.3385368063668674,0.519917945545592
165,165,165,06-14,0.9085199542323542,-0.0949088550067568,1.0942022614594633
166,166,166,06-15,1.5457794438059864,2.100080519520441,0.9177885718283336
167,167,167,06-16,1.7453709073627959,2.7875573620334446,1.0621599583998518
168,168,168,06-17,1.060599997573742,0.4289186982483936,1.2538853975128308
169,169,169,06-18,1.1720430020243773,0.8127752192367212,1.0468042152977886
170,170,170,06-19,1.3683356168693397,1.488889441044741,0.7326975927738548
171,171,171,06-20,0.5477953420494251,-1.3373959482970117,0.3060876007460753
172,172,172,06-21,0.9986221000915121,0.2154407843768394,0.5271548586665595
173,173,173,06-22,1.0022385653435282,0.2278974098667685,0.5292956641782016
174,174,174,06-23,1.44568762372463,1.755322245771299,0.739057815433798
175,175,175,06-24,1.1757721735004425,0.8256200523065742,1.0220388577803041
176,176,176,06-25,1.7337303372054274,2.7474623485783183,0.9245051532938025
177,177,177,06-26,1.040733549489065,0.3604903057820255,1.0007404757441487
178,178,178,06-27,0.8287234770040587,-0.3697614425421712,0.8559173449310161
179,179,179,06-28,1.1350365184524904,0.6853093445688456,0.9818691003086718
180,180,180,06-29,1.193413287935707,0.8863834608925041,0.6151517531086725
181,181,181,06-30,1.3951735581476643,1.5813305845725083,0.3748299631584339
182,182,182,07-01,1.0949278567748169,0.5471582653783225,0.4232879077482063
183,183,183,07-02,0.6221055334055738,-1.081440433919406,0.047336992922836406
184,184,184,07-03,0.9131346875368224,-0.07901377500353662,-0.1938096040544144
185,185,185,07-04,0.4801496451036099,-1.5703961443833736,-0.2671458907251916
186,186,186,07-05,0.7733485010565201,-0.5604961209710004,-0.5576900027498227
187,187,187,07-06,1.2674255740706708,1.141312864547845,-0.39819161271434345
188,188,188,07-07,0.5888151766603927,-1.1961064067694651,-0.3447998560890604
189,189,189,07-08,0.8999434048815195,-0.12445009370653015,-0.10537627109028054
190,190,190,07-09,1.0061403411476868,0.24133676474816165,0.09292034730250658
191,191,191,07-10,0.8972130350375397,-0.13385463439069462,-0.05757121661800405
192,192,192,07-11,1.1187708615134149,0.6292835893857223,0.19095618093301625
193,193,193,07-12,1.0052771236351523,0.23836348102478125,0.05442427524077901
194,194,194,07-13,1.0217369329469097,0.29505797853665666,-0.05149852742465464
195,195,195,07-14,0.6621119505474184,-0.9436415278599536,0.1910801036063008
196,196,196,07-15,0.8216283468461497,-0.3942000512444401,0.09134598879334506
197,197,197,07-16,1.3197723505027137,1.3216171517950381,0.2423643224752935
198,198,198,07-17,0.9450392384731744,0.030878900507987982,0.14261507061748094
199,199,199,07-18,1.2683431795038245,1.144473483116472,0.2525699646270813
200,200,200,07-19,0.8479789419645064,-0.3034375326102188,0.2488834128422113
201,201,201,07-20,0.8536476375420959,-0.28391216380235124,0.08196732586083395
202,202,202,07-21,0.8152065660321471,-0.4163193619536604,-0.06512869904201281
203,203,203,07-22,1.0290132380647523,0.32012062990677403,-0.4083047404544243
204,204,204,07-23,0.688805639798676,-0.8516972489090926,-0.3624912153798798
205,205,205,07-24,0.6705484251720972,-0.9145827653579968,-0.2471169690068176
206,206,206,07-25,0.9277837117097676,-0.028556382162952174,-0.1128900897375674
207,207,207,07-26,1.0546235535265926,0.4083333144360224,0.06381475957627962
208,208,208,07-27,1.0490227846330469,0.3890419136618407,0.1126726727112934
209,209,209,07-28,1.3368238636260266,1.3803497257898565,0.14301595939218387
210,210,210,07-29,0.7739135746635314,-0.55854977009901,0.239911020356422
211,211,211,07-30,0.7234048470026104,-0.7325230452726541,0.2093673488604231
212,212,212,07-31,1.0965698511112216,0.5528139836224765,0.14016620643820074
213,213,213,08-01,1.0014180718059236,0.2250712854600291,0.00907671389522994
214,214,214,08-02,0.9284780060304718,-0.026164940871493358,0.14507552751371466
215,215,215,08-03,1.1084728089671103,0.5938127705320315,0.15640191727336195
216,216,216,08-04,1.0108164104263782,0.2574431116118981,0.1874352882028135
217,217,217,08-05,0.743134826857751,-0.6645647067147701,0.03347624373732225
218,218,218,08-06,1.150628363688335,0.7390142091991854,-0.12940060618938878
219,219,219,08-07,0.7332294512233121,-0.6986829813329183,-0.25842035522894896
220,220,220,08-08,0.6447550337404184,-1.0034260404317596,-0.4307894885776737
221,221,221,08-09,0.8837271394745329,-0.1803057237053296,-0.3699766524661922
222,222,222,08-10,0.710558375802266,-0.7767716884804499,-0.5033174586421926
223,223,223,08-11,0.8490676136393047,-0.2996876900458815,-0.446332633778604
224,224,224,08-12,0.9183556381731393,-0.06103062785681656,-0.3703134699184417
225,225,225,08-13,0.8324940421888205,-0.35677403215138703,-0.33218948626697337
226,226,226,08-14,0.7771764498662516,-0.5473110572707854,-0.11590155380419148
227,227,227,08-15,0.950137129365663,0.04843817820348039,-0.13179254838442767
228,228,228,08-16,1.087320666431188,0.5209559062962413,-0.17336627330535448
229,229,229,08-17,0.8213863304061229,-0.3950336575272987,-0.09782322652589248
230,230,230,08-18,0.8459363790270913,-0.3104729773823773,0.002868947229593651
231,231,231,08-19,0.9640860872078624,0.096484248525385,-0.1043225145606518
232,232,232,08-20,0.9525769615848164,0.05684198526213133,-0.16264626483783534
233,233,233,08-21,0.7634151970779942,-0.5947105925379923,-0.27187267530059883
234,234,234,08-22,0.9857237372715726,0.17101340463313988,-0.05849492240807449
235,235,235,08-23,0.6311196237316441,-1.0503921203038795,-0.05761428808357096
236,236,236,08-24,1.2176292887222415,0.9697935399727688,0.05957976852616272
237,237,237,08-25,0.9656201062422508,0.1017680544724062,0.20641675430405207
238,238,238,08-26,1.1567228920286092,0.7600063249205334,0.2493641538587124
239,239,239,08-27,1.0191975631156545,0.2863113221293437,0.5925233840810604
240,240,240,08-28,1.0605358659397022,0.4286978019611018,0.5823647523235397
241,241,241,08-29,1.22888509384763,1.0085632610302089,0.560303407058804
242,242,242,08-30,1.1999334823633832,0.9088417494276444,0.4799721234833749
243,243,243,08-31,0.9271903941374036,-0.030600017116008193,0.3663312470920188
244,244,244,09-01,1.0167899884014122,0.2780186234679589,0.2338897687250531
245,245,245,09-02,0.8212410871774829,-0.3955339362187935,-0.03064357439156847
246,246,246,09-03,0.8298297225333647,-0.3659510682406921,-0.4819415032426729
247,247,247,09-04,0.7680818157105331,-0.5786367976695206,-0.4915711927850849
248,248,248,09-05,0.413796042821818,-1.798945823678982,-0.5089461386185314
249,249,249,09-06,0.9104159775126164,-0.08837815437048044,-0.3471050463197827
250,250,250,09-07,0.9865237395301804,0.17376894846727986,-0.4132984943737283
251,251,251,09-08,1.10315982373416,0.5755126175736991,-0.11328125009565132
252,252,252,09-09,0.7145241905535694,-0.7631117565643659,0.4022077491911621
253,253,253,09-10,1.2906961978228402,1.2214666679989414,0.41161027156353697
254,254,254,09-11,1.3117509770330953,1.293988172041898,0.3711927698929405
255,255,255,09-12,0.9267946807826899,-0.03196302013623103,0.36970937031288703
256,256,256,09-13,0.916118560944766,-0.06873606155629862,0.5807689350707775
257,257,257,09-14,1.100575819081958,0.5666122200933777,0.2886799291394493
258,258,258,09-15,1.0821789375007185,0.503245631982977,0.2391091887917996
259,259,259,09-16,0.7818923931484915,-0.5310673675890275,0.021217351513331328
260,260,260,09-17,1.22540133436514,0.9965637299559992,0.19415530978497691
261,261,261,09-18,0.5472384716700694,-1.3393140438070406,0.06912322716431347
262,262,262,09-19,1.2173674588985437,0.9688916880735752,-0.3193246606011548
263,263,263,09-20,0.8827764563811663,-0.1835802756306032,-0.26542960435809393
264,264,264,09-21,0.4055229894872153,-1.8274416946098324,-0.5854674864425359
265,265,265,09-22,0.8757747684271229,-0.2076970301306625,-0.24287620130738266
266,266,266,09-23,0.6679120460392096,-0.9236635625506529,-0.32700271523779084
267,267,267,09-24,1.1440146110843077,0.7162336670038791,-0.40770183193213
268,268,268,09-25,1.0708234620599748,0.464132604491126,-0.1388968546216368
269,269,269,09-26,0.7422028066574501,-0.6677749757966381,0.03760783054415647
270,270,270,09-27,0.8737672314602803,-0.2146118307468733,0.14982476591532526
271,271,271,09-28,1.183236718488734,0.8513310808640971,-0.10873583904652402
272,272,272,09-29,0.8633880910334188,-0.2503619503236401,-0.2381392760924511
273,273,273,09-30,0.6936155311051733,-0.8351299627672166,-0.23329724290872064
274,274,274,10-01,0.8454094280843694,-0.31228801778443643,-0.19036994958819486
275,275,275,10-02,0.7506373757655415,-0.6387227766942555,-0.5998344036817854
276,276,276,10-03,0.9485443361178596,0.042951929176280775,-0.5736999658673064
277,277,277,10-04,0.4699710087526229,-1.605455643697446,-0.4999164764279591
278,278,278,10-05,0.9089129177917336,-0.09355532343676576,-0.5885195734871129
279,279,279,10-06,0.8221425190662187,-0.3924290261311325,-0.5718171952993163
280,280,280,10-07,0.6910674570612387,-0.8439066001393599,-0.5660759487586958
281,281,281,10-08,0.7797320468982811,-0.5385085075674749,-0.3992228655257799
282,282,282,10-09,0.9585452879651466,0.07739940842000362,-0.5337006137275021
283,283,283,10-10,0.7606203719488289,-0.6043371442999502,-0.4722556550781062
284,284,284,10-11,0.6746596986029161,-0.9004218126470986,-0.3099789855469461
285,285,285,10-12,0.9291764303193552,-0.023759274234757453,-0.4105286858368253
286,286,286,10-13,0.9737449464246972,0.1297534170476007,-0.594262580606984
287,287,287,10-14,0.604579716521341,-1.1418067093067503,-0.6210034584000568
288,288,288,10-15,0.6384904320536173,-1.0250039602009478,-0.7397038197725944
289,289,289,10-16,0.7140391583969361,-0.7647824110583875,1.305367834632092
290,290,290,10-17,0.46788986387395504,-1.6126239808823248,1.0415085492576124
291,291,291,10-18,4.491584523273754,12.24667065219336,1.1443768440539757
292,292,292,10-19,0.5141158416964167,-1.4534022951992758,1.2752320664183605
293,293,293,10-20,0.7837709175248377,-0.5245969405285703,1.3452568984145472
294,294,294,10-21,0.8664334002876225,-0.2398726260146389,1.5964288176807822
295,295,295,10-22,0.8360187612503154,-0.34463341908126843,-0.5512684522409312
296,296,296,10-23,0.9054182389750178,-0.10559246528491427,-0.3530765811380093
297,297,297,10-24,0.7504079639554193,-0.6395129673369183,-0.4321069179116209
298,298,298,10-25,0.8593557378409604,-0.2642510685817439,-0.7065187539547374
299,299,299,10-26,0.6461041953320739,-0.9987789611702406,-0.7263894375478248
300,300,300,10-27,0.3884223030153168,-1.8863436422733384,-0.6414979793865697
301,301,301,10-28,0.8014050674503509,-0.4638575206397926,-0.5005850423022941
302,302,302,10-29,1.0532947287425058,0.4037562836826161,-0.4822626171762756
303,303,303,10-30,0.9958709463354304,0.20596465516873533,-0.3302572842116352
304,304,304,10-31,0.891272446192424,-0.15431651782563272,-0.18330879236012496
305,305,305,11-01,0.9108895524412814,-0.08674696338239836,-0.2171851044401613
306,306,306,11-02,0.6443989068139009,-1.0046526911642768,-0.2173767573852008
307,307,307,11-03,0.7423942997574703,-0.6671153931200101,-0.3112898238474886
308,308,308,11-04,1.0529608793143077,0.40260636601237854,-0.3466364951110725
309,309,309,11-05,0.8322792857308503,-0.3575137436049914,-0.1442409309714044
310,310,310,11-06,0.8297003895374974,-0.3663965454071359,-0.0064458833502658965
311,311,311,11-07,1.263452062471821,1.1276264214556102,0.17963099981621147
312,312,312,11-08,0.8844306884667911,-0.17788240543744574,0.20438730386560752
313,313,313,11-09,1.06653051917857,0.44934590587885415,0.21383860175478608
314,314,314,11-10,1.0960850689764448,0.5511441903087546,0.3109262142684282
315,315,315,11-11,0.8487429534056798,-0.3008059562699199,0.33111444762457565
316,316,316,11-12,0.9988219436890559,0.21612912967471687,0.467489281412117
317,317,317,11-13,1.298618911386622,1.2487558215924943,0.3786809177803055
318,318,318,11-14,1.1219885317402434,0.6403665972878024,0.08618558202046052
319,319,319,11-15,0.9118309844984042,-0.08350427591201448,0.06838044403977828
320,320,320,11-16,0.5865734589465238,-1.2038278242503149,0.1421366275983175
321,321,321,11-17,0.8177273322650034,-0.4076367841540134,-0.16926025688042282
322,322,322,11-18,1.1273013662307838,0.6586662310259523,-0.14794926619027945
323,323,323,11-19,0.7561817899299801,-0.6196254852799474,-0.09700675878556844
324,324,324,11-20,1.1591111653359558,0.7682325414286627,0.14862122231539512
325,325,325,11-21,1.0005701737894317,0.22215076851625154,0.2806849741450164
326,326,326,11-22,1.0144445830929492,0.269940062355466,0.15929141659580215
327,327,327,11-23,1.0477754957562306,0.3847457268237139,0.33709334944374164
328,328,328,11-24,0.915840124315653,-0.06969511426933286,0.2536818575447852
329,329,329,11-25,1.0659034777526084,0.4471861118076898,0.2600139485206068
330,330,330,11-26,1.0138126995603196,0.26776359003492345,0.1417753006367675
331,331,331,11-27,1.0116003458076128,0.2601433143711812,-0.09156343912591247
332,332,332,11-28,0.8084790291652121,-0.4394918249475696,0.0008683837376480125
333,333,333,11-29,0.6413115886652466,-1.0152867117523658,0.1427115196675552
334,334,334,11-30,1.0768515358749842,0.4848958229120301,0.2211150949368376
335,335,335,12-01,1.3129868179761195,1.298244927387133,0.02119680314098444
336,336,336,12-02,1.1503876359222225,0.7381850416506179,-0.025391952015273046
337,337,337,12-03,0.6633531149151175,-0.9393664364039378,0.1144596010158923
338,338,338,12-04,0.7273238490756248,-0.7190243558851145,0.1936016073770835
339,339,339,12-05,0.8849256954166755,-0.17617739356537387,0.10382864064304408
340,340,340,12-06,1.2147127806614544,0.9597478610791774,-0.035509134221653194
341,341,341,12-07,1.1566069950329656,0.7596071269828965,0.2554379392073142
342,342,342,12-08,0.90766850392352,-0.0978416075375658,0.4734115487651218
343,343,343,12-09,1.1701677327659843,0.8063160041698666,0.4476144635456501
344,344,344,12-10,1.1070225012312902,0.5888173014617308,0.13942827027856142
345,345,345,12-11,0.8399885192729712,-0.33095990488220384,0.08751704838774242
346,346,346,12-12,0.6778685157346709,-0.8893692985233544,-0.07867016736254658
347,347,347,12-13,1.0661803556627978,0.44813979563798256,-0.1556236458433251
348,348,348,12-14,0.6181790471314912,-1.0949649020392995,-0.19733951775122435
349,349,349,12-15,1.0361187893314234,0.34459513328519537,-0.11014208883137498
350,350,350,12-16,1.03435562945236,0.33852207001433543,-0.08576787653451802
351,351,351,12-17,0.9918818897570052,0.1922246686368924,-0.042285955965891686
352,352,352,12-18,0.7203271215046423,-0.7431240247422127,0.2727077062274385
353,353,353,12-19,1.1419235920414594,0.7090313190497406,0.3497886390750459
354,354,354,12-20,1.1668815676568731,0.7949970711206812,0.2430570006513555
355,355,355,12-21,1.1703897516213606,0.8070807303708397,0.3577687585028791
356,356,356,12-22,0.8484346854717842,-0.30186776052780706,0.7046933440640479
357,357,357,12-23,1.1917037853111978,0.8804952157460343,0.8815933210591286
358,358,358,12-24,1.3246516441129816,1.3384234886248008,0.6994768257124648
359,359,359,12-25,1.4500741198400409,1.7704311810202245,0.6180335765688996
360,360,360,12-26,0.8496441371315825,-0.2977019009593013,0.5227812800988608
361,361,361,12-27,1.0285198620061748,0.31842123550944823,0.14751201348725368
362,362,362,12-28,0.6825101560859742,-0.8733815393480393,-0.06734813978402128
363,363,363,12-29,0.5380043075765619,-1.3711203839236088,
364,364,364,12-30,0.9503764703221526,0.04926256899715113,
365,365,365,12-31,,,
