,unnamed: 0,unnamed: 0,mth_day,chase,chase_norm,chase_ravg
39,39,39,02-09,2.464320097771506,0.4975503417477856,-0.33942547112530524
40,40,40,02-10,2.117366776690326,-0.3828156745923967,-0.2786777064111196
41,41,41,02-11,1.7346715391414609,-1.3538739158087227,-0.4267861329022133
42,42,42,02-12,2.0510404725994964,-0.5511133116608389,-0.4479759447028675
43,43,43,02-13,1.992377654649792,-0.6999654719016876,-0.5947339412925884
44,44,44,02-14,2.1903456676152087,-0.1976376360013467,-0.6209813463192547
45,45,45,02-15,2.117295064771944,-0.3829976377905396,-0.529935717849317
46,46,46,02-16,2.055301970634165,-0.5403001047523943,-0.7340106519104053
47,47,47,02-17,1.9499586986723576,-0.8076001449890966,-0.634358093723833
48,48,48,02-18,1.5684833896971202,-1.7755629160273685,-0.5809419646456698
49,49,49,02-19,2.2280168231910737,-0.10205012278225344,-0.6689978808745513
50,50,50,02-20,2.3166538374376686,0.12285913846763265,-0.4591442014870372
51,51,51,02-21,1.9090774006908402,-0.9113331351638292,-0.4359988021802684
52,52,52,02-22,2.551523517035626,0.7188219715726899,0.041777658608032515
53,53,53,02-23,2.0046884792966733,-0.6687277491484838,-0.08768679116475286
54,54,54,02-24,2.698237106184464,1.0910958487024371,-0.03581843889306205
55,55,55,02-25,1.921884237583008,-0.8788368214189657,0.12998483466170493
56,56,56,02-26,2.4393021228938707,0.4340692520977775,-0.02262775697734332
57,57,57,02-27,2.301137035012725,0.08348650616477284,-0.05673083929761369
58,58,58,02-28,2.190654665726989,-0.1968535782615996,-0.3288093698323497
59,59,59,02-29,1.924048081208768,-0.8733462430701059,-0.32952149459409324
60,60,60,03-01,2.054878221276504,-0.5413753345059787,-0.6665351928627479
61,61,61,03-02,1.92020034215866,-0.8831095699894269,-0.7076154086495601
62,62,62,03-03,1.6423970650390818,-1.5880129375141507,-0.8663633497453483
63,63,63,03-04,2.2039984560574566,-0.16299478855609975,-0.6418392067132067
64,64,64,03-05,1.815278122182397,-1.1493412248363284,-0.6769848616740216
65,65,65,03-06,2.4549595133316062,0.4737986151227432,-0.8529985611655544
66,66,66,03-07,1.9717725482911697,-0.7522492642708682,-0.4260848835241067
67,67,67,03-08,1.5039970599267305,-1.9391917669386232,-0.4962565124458392
68,68,68,03-09,2.6518802721835466,0.9734691283345352,-0.2045968085231797
69,69,69,03-10,2.038070108655208,-0.5840245620864948,-0.3970878262872602
70,70,70,03-11,2.50493879301696,0.6006169986996284,-0.4244390654319037
71,71,71,03-12,1.9997938436990044,-0.6811474914617397,-0.4129812166874863
72,72,72,03-13,1.9070976079996125,-0.9163566991387292,-0.3401939097436391
73,73,73,03-14,1.5310903729388403,-1.8704446744721184,-0.31251820017238
74,74,74,03-15,2.8239936709835614,1.4101929699976183,-0.3877053192376954
75,75,75,03-16,2.103512294092653,-0.4179703046589401,-0.4478376405603486
76,76,76,03-17,2.327150780907979,0.14949428430773598,-0.44490334988620783
77,77,77,03-18,1.8576045165329265,-1.0419414193976588,-0.13070533456501598
78,78,78,03-19,1.9140360532065928,-0.8987509550938845,-0.6013071093537308
79,79,79,03-20,2.2740452998860405,0.014743417455032654,-0.4527274959364096
80,80,80,03-21,1.7112052695292943,-1.4134176787346695,-0.3932741651984954
81,81,81,03-22,2.4548447355769314,0.4735073758449871,-0.3965968518295437
82,82,82,03-23,2.4677345619671955,0.5062142687352208,-0.3361830565403438
83,83,83,03-24,1.8497476674031967,-1.0618775391839486,-0.580972811477822
84,84,84,03-25,2.056890955774347,-0.5362681833586853,-0.17582702346302148
85,85,85,03-26,1.6952136535082585,-1.4539951121698371,0.05263096974301254
86,86,86,03-27,2.6692159655223837,1.0174570493541335,0.04296473754598893
87,87,87,03-28,2.995058178616605,1.8442553350811912,0.14595244936427046
88,88,88,03-29,2.444877718557625,0.4482168755530792,0.05916615282606396
89,89,89,03-30,2.0932731646352285,-0.4439512682742595,0.16730018657352938
90,90,90,03-31,1.851675443707386,-1.056985962587924,-0.0760999372157108
91,91,91,04-01,1.9509081812449376,-0.8051909096850446,-0.4943033203791892
92,92,92,04-02,2.0936702511297764,-0.4429436933813076,-0.7214214397436418
93,93,93,04-03,2.006171397553804,-0.6649649638996789,-0.8570830876698141
94,94,94,04-04,1.9078325510115857,-0.9144918406336368,-0.812987759013581
95,95,95,04-05,1.7724866389103855,-1.2579211558312933,-0.8489294601333653
96,96,96,04-06,1.9559435806242096,-0.7924139906505262,-0.8419740677995446
97,97,97,04-07,1.8659201716850744,-1.0208411164037507,-0.7526877049628323
98,98,98,04-08,2.1101170227555626,-0.4012113393783833,-0.6000747527216524
99,99,99,04-09,2.2172985846906115,-0.12924678687940475,-0.04660222746577551
100,100,100,04-10,2.2687022550026628,0.0011858728134424151,0.20087983036784365
101,101,101,04-11,3.081231823530359,2.062913995703968,0.3141233884873696
102,102,102,04-12,2.541141466137772,0.6924783563511887,0.2044234710802572
103,103,103,04-13,2.1336967181534723,-0.3413797676865949,0.2775569005158308
104,104,104,04-14,1.8507197950550665,-1.0594108438210583,0.21927969400514372
105,105,105,04-15,2.390230427268168,0.30955378973403713,-0.046065432081870604
106,106,106,04-16,2.130899545900337,-0.3484773662506795,-0.03660267465857755
107,107,107,04-17,2.45379479606777,0.4708432391818821,0.1679709961468733
108,108,108,04-18,2.563517171607951,0.7492549008909469,0.5027293579754367
109,109,109,04-19,2.6174331176123045,0.8860622571461102,0.4700673595053128
110,110,110,04-20,2.6422918678546297,0.949139327150322,0.5616510414918829
111,111,111,04-21,2.3129976266010024,0.1135817989132938,0.4213650351174088
112,112,112,04-22,2.347458990715196,0.20102472566874244,0.27939379400657843
113,113,113,04-23,2.1220734785059268,-0.3708727990649637,0.10548338171671873
114,114,114,04-24,2.22781093565266,-0.10257254577403482,-0.2489278154734517
115,115,115,04-25,2.2062032836934407,-0.15740021659304812,-0.4292028407709642
116,116,116,04-26,1.8042485567009288,-1.1773278559907,-0.35688847889976794
117,117,117,04-27,1.8867179821754936,-0.9680683528717818,-0.15313002670627615
118,118,118,04-28,2.5184540601344785,0.6349108968959193,0.005132534431833642
119,119,119,04-29,2.603882206067549,0.8516779140959875,0.19073101215472865
120,120,120,04-30,2.6020397461963607,0.847002821054624,0.4767423507139046
121,121,121,05-01,2.645070802691498,0.9561906497443216,0.7122081726997075
122,122,122,05-02,2.4805530614511584,0.5387401753643567,0.8612898466176935
123,123,123,05-03,2.443502188444875,0.4447265790430354,0.7800398317515137
124,124,124,05-04,2.8709736775536947,1.5294009404038351,0.6478581190657778
125,125,125,05-05,2.4117578261676544,0.36417782489890893,0.27591292147133045
126,126,126,05-06,2.289481900814061,0.05391254494020925,0.09895827184054737
127,127,127,05-07,1.7655664658335617,-1.2754805358223626,0.06835137028721475
128,128,128,05-08,2.0621248016322347,-0.5229877224203416,-0.08606093600193869
129,129,129,05-09,2.371128884990393,0.26108516972303963,-0.19632717512917688
130,130,130,05-10,2.505849207809569,0.6029271026689146,-0.2133893840029578
131,131,131,05-11,2.1510214699822936,-0.29741960986451993,0.1251571300944441
132,132,132,05-12,2.2491364768163336,-0.04846070830247656,0.351347623372114
133,133,133,05-13,2.566096031217165,0.7557985487620487,0.33806251233861445
134,134,134,05-14,2.596976497743276,0.8341552372456779,0.5780603729535393
135,135,135,05-15,2.3397148141940227,0.18137450352204207,0.8448040130186802
136,136,136,05-16,3.0733499057957405,2.042914266358464,1.0559217336407214
137,137,137,05-17,2.7817654338346345,1.3030422305263258,0.8530205074898333
138,138,138,05-18,2.748346984373696,1.2182456154297705,0.7570222745436229
139,139,139,05-19,2.086314306630749,-0.4616088081432806,0.4934094841903996
140,140,140,05-20,2.3699783734148903,0.25816583956841604,0.5781348076082425
141,141,141,05-21,1.716374080488195,-1.4003022385972974,0.5798699017904844
142,142,142,05-22,3.273692025736037,2.5512662068655216,0.4952044679935579
143,143,143,05-23,2.785868250238793,1.3134527956197757,0.8103042863006257
144,144,144,05-24,2.5481464798694082,0.7102530126482123,0.7793919042515776
145,145,145,05-25,2.8314016435195186,1.4289901016991249,1.0276418304702524
146,146,146,05-26,2.296882728544133,0.07269154727412681,0.8740132199823396
147,147,147,05-27,2.30338767320583,0.08919731871475102,0.8601675858688355
148,148,148,05-28,2.9104206888201523,1.6294945439380464,0.7639886703856568
149,149,149,05-29,2.753128762464434,1.2303789909387517,0.5523415382662403
150,150,150,05-30,2.320721112291517,0.13317951974913966,0.8744117248172948
151,151,151,05-31,2.3309392856601887,0.1591073089826263,0.6789461308435284
152,152,152,06-01,3.0584522492054904,2.005112666580453,0.34230872360844483
153,153,153,06-02,1.8411882988940087,-1.0835962451278474,0.2071928637750221
154,154,154,06-03,2.1144054114977835,-0.3903298994724549,0.2907990246057327
155,155,155,06-04,2.4336328112588568,0.41968383193821535,0.3055063061735877
156,156,156,06-05,2.5184168521860486,0.6348164847334032,-0.13882509931851594
157,157,157,06-06,2.365716231312336,0.2473509983897561,0.33446056241317823
158,158,158,06-07,2.007782955288193,-0.6608757663721687,0.9304520896452054
159,159,159,06-08,2.960323039059606,1.7561177252623184,0.8095353110508241
160,160,160,06-09,3.5236913394282,3.1856192639197087,0.6433977006978858
161,161,161,06-10,2.1477121114879045,-0.3058168396280741,0.4986940888286934
162,162,162,06-11,2.1255666426238737,-0.36200917738422506,0.7338479481310083
163,163,163,06-12,2.0235490114609607,-0.6208706728253984,0.7495041147219667
164,164,164,06-13,2.5638294923126423,0.7500473894417204,0.5195149434806164
165,165,165,06-14,2.9973437251831894,1.850054724808068,0.8375711748031741
166,166,166,06-15,2.979857261598048,1.805684236471608,0.961834899255082
167,167,167,06-16,2.8997902042339434,1.602520548307272,1.1005917913842913
168,168,168,06-17,2.419401555069063,0.38357316932722396,1.0173899912595177
169,169,169,06-18,2.3516545742853867,0.21167067994985667,0.9002012667200606
170,170,170,06-19,2.3670899067032747,0.2508365886930775,0.8579107139325997
171,171,171,06-20,2.72023840931974,1.1469223775713258,0.9251685706529909
172,172,172,06-21,2.87985671091142,1.5519409197468417,1.3692403310704642
173,173,173,06-22,3.058828624560188,2.0060676886296185,1.7253503239207122
174,174,174,06-23,3.4694568903422955,3.0480037318320634,2.2342299113015653
175,175,175,06-24,3.193714870092033,2.3483306370513453,2.14150006524802
176,176,176,06-25,3.5703903040051896,3.3041141129781963,2.0313983670457723
177,177,177,06-26,2.5009687365622293,0.5905433012500522,2.143183343059943
178,178,178,06-27,2.619509429401724,0.8913307305333507,1.8095553131823268
179,179,179,06-28,3.3231561971054946,2.676777544714652,1.8035685028947703
180,180,180,06-29,2.6805576087479333,1.046235552566365,0.8993022956557901
181,181,181,06-30,3.1795584146628286,2.3124097753260027,0.6099911218152492
182,182,182,07-01,1.4321558111702335,-2.121483130455685,0.4589111839321933
183,183,183,07-02,1.8168614171510031,-1.1453237417931934,0.1654648878803223
184,184,184,07-03,2.262264702383479,-0.015148896764984734,-0.0363637081039054
185,185,185,07-04,2.6292709374444048,0.9160997684034258,-0.4021900162348258
186,186,186,07-05,2.203312233305218,-0.1647360233390012,-0.054275108214908295
187,187,187,07-06,2.31452284862041,0.11745192654048013,0.2613290960265856
188,188,188,07-07,2.25483794939934,-0.0339936823361797,0.5343535023098936
189,189,189,07-08,2.5631414287124046,0.74830148365577,0.6135719117009877
190,190,190,07-09,2.9078602120102914,1.6229975409348638,0.826387835388664
191,191,191,07-10,2.816591368166629,1.3914102247499902,0.7926859169068532
192,192,192,07-11,2.70653832426237,1.1121595187870568,0.7663036176477894
193,193,193,07-12,2.234831045481432,-0.08475958435038496,0.6471936834422009
194,194,194,07-13,2.192454171453832,-0.192287477890562,0.3083573815453949
195,195,195,07-14,2.281493206409232,0.03364187842223952,0.01838364103002836
196,196,196,07-15,2.1066454122749803,-0.410020270445972,-0.04134485505120608
197,197,197,07-16,2.130917338746145,-0.3484322183422093,-0.0026825951591568664
198,198,198,07-17,2.5653038852181376,0.7537885422996502,0.04297583282338992
199,199,199,07-18,2.326252108228589,0.14721397500191027,0.26133938610167634
200,200,200,07-19,2.3004184244794903,0.08166309000471872,0.5155733868726912
201,201,201,07-20,2.7978372629047983,1.3438231980919582,0.4953290328205903
202,202,202,07-21,2.7078089914822994,1.115383734180117,0.4811813125179543
203,203,203,07-22,2.083047390966569,-0.469898342654815,0.4784464875634343
204,204,204,07-23,2.5318500822296963,0.6689022204838339,0.6758234391380533
205,205,205,07-24,2.319785321122306,0.1308050252747905,0.3617238280382136
206,206,206,07-25,2.76713740896536,1.2659247994524327,0.06189677443288321
207,207,207,07-26,2.0551150232997224,-0.54077446850708,-0.05931242815387841
208,208,208,07-27,1.9988357458033728,-0.6835785874518651,-0.2433674930230104
209,209,209,07-28,1.7964352232827012,-1.1971535581753847,-0.1801503998953332
210,210,210,07-29,2.0966321285633764,-0.4354281687309579,-0.3477386729533791
211,211,211,07-30,2.4692689222789683,0.5101075840408537,-0.3074249314327331
212,212,212,07-31,2.3708569517518856,0.2603951611041577,-0.2363075478394533
213,213,213,08-01,2.1504411915946493,-0.2988920193832044,-0.06343272031228897
214,214,214,08-02,2.167000431624854,-0.25687428589218675,-0.049303697087163666
215,215,215,08-03,2.20521630589125,-0.1599045930123985,0.12309937733294968
216,216,216,08-04,2.1300417203054742,-0.3506540293802061,0.18400920484890207
217,217,217,08-05,2.8769344940373682,1.5445260305615336,0.16630490483761964
218,218,218,08-06,2.514884775753958,0.6258541261998725,0.13244552983949473
219,219,219,08-07,2.1085774741931007,-0.4051178194508991,0.1900486748077149
220,220,220,08-08,2.0869363056548225,-0.4600305358809363,0.4818825753559226
221,221,221,08-09,2.341425124136152,0.18571427679692248,0.2490433804043736
222,222,222,08-10,2.8201142977559215,1.4003493739090398,0.4788635873583404
223,223,223,08-11,2.326361229280003,0.14749086085223953,0.6311199940649836
224,224,224,08-12,3.0583193193933504,2.0047753679236733,0.7959318603914892
225,225,225,08-13,2.468604088003312,0.5084206207889607,0.5359408736079786
226,226,226,08-14,2.476651651187694,0.5288406620780974,0.34640364190432466
227,227,227,08-15,1.7266485336627446,-1.3742316439041409,0.1349177438411699
228,228,228,08-16,2.3719331722634176,0.2631259836871164,-0.5667634688200484
229,229,229,08-17,1.8262801266503368,-1.1214245275266892,-0.436056628415141
230,230,230,08-18,1.3991187876521918,-2.2053119080436363,-0.5240860482176846
231,231,231,08-19,2.77767443959435,1.2926616632184051,-0.25177898286812944
232,232,232,08-20,2.2684966407502616,0.0006641432628357088,-0.27750383963553665
233,233,233,08-21,2.3705478136666938,0.2596107481931895,-0.10002982381110223
234,234,234,08-22,2.311103987646136,0.10877684308267316,0.2484926942873525
235,235,235,08-23,2.2459364835725117,-0.056580432580082614,-0.12079458529130944
236,236,236,08-24,2.2232376851206923,-0.11417679945290846,-0.30760294450247955
237,237,237,08-25,1.9044550351324088,-0.9230620142535664,-0.3427813914915953
238,238,238,08-26,1.8267682271287384,-1.120186012004185,-0.4046282074364002
239,239,239,08-27,2.287364600411204,0.048540066258494864,-0.8204362511261126
240,240,240,08-28,2.1648605539464763,-0.262304052586156,-0.9202302132552136
241,241,241,08-29,1.262713739763181,-2.5514286947183566,-0.8208022482033198
242,242,242,08-30,1.987264151781836,-0.7129405722275146,-0.41094431053646296
243,243,243,08-31,2.1395631291034154,-0.3264942239422033,-0.016873901708834432
244,244,244,09-01,2.7959213066818527,1.3389616139969562,0.06826863595170403
245,245,245,09-02,3.2191863737069086,2.412962519224266,0.5002249826133388
246,246,246,09-03,2.366189221739045,0.2485511733770747,0.8260951312061852
247,247,247,09-04,2.284120878984944,0.04030938525145182,1.100591968955466
248,248,248,09-05,2.7578190905028057,1.2422803193295635,0.8135772408362401
249,249,249,09-06,2.7886403609528148,1.3204868025534813,0.12524210686005835
250,250,250,09-07,2.1172441796331523,-0.38312675471839946,0.0945120350459953
251,251,251,09-08,1.5915440773172262,-1.7170482846328237,-0.17350280149095187
252,252,252,09-09,2.2935246689844377,0.06417074249269637,-0.3323990989433146
253,253,253,09-10,1.6503710346502556,-1.5677796339702312,-0.619652325063111
254,254,254,09-11,2.382091742431494,0.28890253461538706,-0.5428825872950068
255,255,255,09-12,2.1093992797861683,-0.4030325541652971,-0.17221653428899664
256,256,256,09-13,2.298774463511462,0.07749167189022484,-0.2554565773340774
257,257,257,09-14,2.4680237395180487,0.5069480334032372,-0.08523062373354784
258,258,258,09-15,2.0966946538857765,-0.43526951577778783,-0.16969509340542974
259,259,259,09-16,2.0528885705822173,-0.5464239123670542,-0.12978985590421274
260,260,260,09-17,2.1823664391683373,-0.2178842834159042,-0.4128847334824353
261,261,261,09-18,2.203759496486517,-0.16360112915799532,-0.3410033327889248
262,262,262,09-19,1.62936624374519,-1.6210775935791104,-0.2929567034968852
263,263,263,09-20,2.6379950257673155,0.9382364375643004,0.04091044223321879
264,264,264,09-21,2.210306065209414,-0.1469897400255503,-0.10971081705803276
265,265,265,09-22,2.842353267271692,1.4567789620135696,-0.10541941107295907
266,266,266,09-23,1.826206306905785,-1.1216118391634136,-0.04664520375341241
267,267,267,09-24,2.2139069864917675,-0.1378526932475532,-0.024038708043130613
268,268,268,09-25,1.7683441645981743,-1.2684323496618304,0.33839514402651244
269,269,269,09-26,2.691450511002622,1.0738754118259912,-0.13380221407525095
270,270,270,09-27,3.0673198048166745,2.027613372392308,0.0849233958686284
271,271,271,09-28,1.7257919378357751,-1.3764051865970106,0.1793774496829418
272,272,272,09-29,2.3434064852430554,0.1907418204998625,0.04683566591725952
273,273,273,09-30,2.437253733541532,0.4288716296383273,-0.4023467981802922
274,274,274,10-01,1.454934892504525,-2.063683052255924,-1.0026254056869532
275,275,275,10-02,1.6293103683972998,-1.6212193727593192,-0.8177874341857542
276,276,276,10-03,1.6478966154875785,-1.5740582726476575,-0.7748471308403779
277,277,277,10-04,2.1628611582551303,-0.2673773575898171,-1.0436021549559649
278,278,278,10-05,2.444943440855081,0.4483836405721197,-1.105792194377304
279,279,279,10-06,1.801753636240244,-1.183658515055194,-0.5070655440992229
280,280,280,10-07,1.3078798700598673,-2.4368232887839603,-0.4891116625892213
281,281,281,10-08,3.045063788303424,1.9711405289091688,-0.4016172729562121
282,282,282,10-09,1.6903504951279258,-1.4663349835876485,-0.5105354666758851
283,283,283,10-10,2.369751032437279,0.2575889802082381,-0.4176185831189714
284,284,284,10-11,2.1873946827080952,-0.20512552174591805,0.27027943670120064
285,285,285,10-12,2.021465579247327,-0.6261572137137119,-0.0064000263697830215
286,286,286,10-13,2.9344885631165885,1.690564830137072,0.16516524274978986
287,287,287,10-14,2.3908255046415823,0.3110637504832668,-0.04565525917808119
288,288,288,10-15,2.0960349863399608,-0.4369433688702112,-0.3321388959868958
289,289,289,10-16,1.8712433303797824,-1.0073340313589882,-0.3125038722612402
290,290,290,10-17,1.5099733780595637,-1.9240273425988053,-0.5624170024290036
291,291,291,10-18,2.0678947000767134,-0.5083470713597783,-0.5052114986228006
292,292,292,10-19,2.3435421461663437,0.19108604913049151,-0.34216999071809456
293,293,293,10-20,2.5260940576840585,0.6542967733204852,0.02017503180490144
294,294,294,10-21,2.4815641293896817,0.5413056785580246,0.2173912814095886
295,295,295,10-22,2.728047022990812,1.1667361037789876,0.3142166167487068
296,296,296,10-23,1.9763123654909989,-0.7407298449706825,0.35407152106309986
297,297,297,10-24,2.2968485967777306,0.0726049406749312,0.1079993339781416
298,298,298,10-25,2.437783344644691,0.43021547501684976,0.03429665022474878
299,299,299,10-26,1.944229962862985,-0.8221363491892644,-0.19306537619277372
300,300,300,10-27,2.307286223885289,0.0990895760376676,-0.11380889618836715
301,301,301,10-28,2.190425111041693,-0.19743605472614773,-0.2603653398673097
302,302,302,10-29,2.1637228182641377,-0.26519096494424266,-0.265467548678876
303,303,303,10-30,1.9503001572663552,-0.8067337213987242,-0.2459608418970277
304,304,304,10-31,2.425718624340868,0.39960222214745217,-0.2904588038564733
305,305,305,11-01,1.990355664507769,-0.7050961084981745,-0.14369329518540996
306,306,306,11-02,2.2020660173124265,-0.16789819571900608,-0.21451092479978529
307,307,307,11-03,2.5374679071637853,0.6831569973002324,-0.09827005916956462
308,308,308,11-04,1.9962669328953628,-0.6900967426304944,-0.026792282544259128
309,309,309,11-05,2.2251641590147297,-0.10928852761740042,0.2416044297053837
310,310,310,11-06,2.5947354981639417,0.8284688818992851,0.2748400613999073
311,311,311,11-07,2.6250084949480152,0.9052841649996828,0.2708553311832069
312,312,312,11-08,2.2806552353009826,0.031515594448135564,0.7063904861905203
313,313,313,11-09,2.528045584925287,0.6592486160000303,0.5764444139993293
314,314,314,11-10,3.0261365485280725,1.923114187413386,0.5144564994802079
315,315,315,11-11,1.9178927255106424,-0.8889649607645462,0.3233121914311841
316,316,316,11-12,2.448158421742616,0.4565413947845568,0.5184089562471179
317,317,317,11-13,2.173027264965506,-0.2415816832944602,0.5851548388016434
318,318,318,11-14,2.741982473486376,1.2020961833437391,0.08479030757334778
319,319,319,11-15,2.685873387391292,1.0597239113271828,0.2722309642237047
320,320,320,11-16,1.8429709153344147,-1.0790729999563882,0.2323681387977521
321,321,321,11-17,2.3611162742852625,0.2356789791375954,0.3181565449851496
322,322,322,11-18,2.353898492945892,0.2173644422288416,0.20990488553888045
323,323,323,11-19,2.3758831582044206,0.2731487538299246,0.062187730219885995
324,324,324,11-20,2.486009807161288,0.5525862266661233,0.21905023838834625
325,325,325,11-21,2.3365803206394804,0.1734209794132162,0.07121182012953108
326,326,326,11-22,2.2138891503777427,-0.13789795094562654,0.08284921225426667
327,327,327,11-23,2.0115364682983103,-0.6513515304152957,-0.14425237293809254
328,328,328,11-24,2.3814163555493537,0.28718879497725525,-0.4825458600919113
329,329,329,11-25,1.838877087482744,-1.0894607573242303,-0.4454062362259517
330,330,330,11-26,1.68607855114063,-1.4771746962567889,-0.6018208395383666
331,331,331,11-27,2.424400947093704,0.39625872260897343,-0.57712109447976
332,332,332,11-28,1.8440300344356684,-1.0763855708201162,-0.5358005125185379
333,333,333,11-29,2.0699416662651795,-0.5031530600636556,-0.2961923887066472
334,334,334,11-30,2.479123306120104,0.5351122867445873,0.133711257555336
335,335,335,12-01,2.4054562109716002,0.3481879855471141,0.19540083030306787
336,336,336,12-02,2.7026318599716808,1.1022471813151105,0.4611993104848634
337,337,337,12-03,2.5702725623785487,0.7663961590953647,0.9146329685898036
338,338,338,12-04,2.472539066309312,0.5184053102706572,0.8015200475815306
339,339,339,12-05,3.142134213338967,2.2174488885659853,0.7110066035841899
340,340,340,12-06,2.2116556651212336,-0.14356523930505116,0.5015639091081842
341,341,341,12-07,2.1914274587401783,-0.19489267843692995,0.4344711546564285
342,342,342,12-08,2.2073821315003683,-0.15440898554092322,0.31189331861386044
343,343,343,12-09,2.411624544085264,0.3638396323848308,-0.2985979652446634
344,344,344,12-10,2.1826906179374945,-0.21706170598475105,-0.3808628882506449
345,345,345,12-11,1.6985620547518143,-1.4454988145851582,-0.3596683476459328
346,346,346,12-12,2.017131426004872,-0.6371547773409395,-0.4193653735371225
347,347,347,12-13,2.241544224597391,-0.06772543480865795,-0.4921947104309101
348,348,348,12-14,2.066222107097877,-0.512591140888061,-0.5962862649640636
349,349,349,12-15,2.2394117609579616,-0.07313638897789504,-0.4679346375367434
350,350,350,12-16,1.9365549661417865,-0.8416110331836714,-0.6114315805605742
351,351,351,12-17,2.002063252495972,-0.6753890500212378,-0.7687281838721728
352,352,352,12-18,1.6778175041380137,-1.4981364354839244,-0.7425634527002479
353,353,353,12-19,1.8695995250010369,-1.0115050546782491,-0.904840409357314
354,354,354,12-20,2.1280914219519462,-0.3556027538565126,-0.9987673751717422
355,355,355,12-21,1.8556904813848996,-1.0467981289202914,-0.9588085329683466
356,356,356,12-22,1.7144545752348168,-1.405172828070241,-0.7448255849156799
357,357,357,12-23,2.0965502232674766,-0.4356359968008637,-0.7303755381432877
358,358,358,12-24,2.1838031494512,-0.2142387471679243,-0.5619492256146467
359,359,359,12-25,1.9037682113728824,-0.9248047740438968,-0.5067659307977385
360,360,360,12-26,2.526353513432009,0.6549551213153341,-0.2434718419092141
361,361,361,12-27,1.986177304248788,-0.7156983600188423,-0.4211054058937507
362,362,362,12-28,2.3370417051243337,0.1745917052609058,-0.6040266677018271
363,363,363,12-29,1.676516597598038,-1.501437380708084,
364,364,364,12-30,1.7512661948024513,-1.3117663180163823,
365,365,365,12-31,,,
