,unnamed: 0,unnamed: 0,mth_day,serial killer,serial killer_norm,serial killer_ravg
182,182,182,07-01,5.419507977213915,2.279514009412724,1.0399469478220742
183,183,183,07-02,3.8893668471645535,-0.22652425964852235,1.1172585692270165
184,184,184,07-03,4.946439291764923,1.5047304248479283,0.9572549732222284
185,185,185,07-04,4.3464364648646585,0.5220563327473589,0.7599164827152528
186,186,186,07-05,4.226949165782129,0.3263621328548795,0.3892889416426842
187,187,187,07-06,4.121317384136392,0.1533602560771463,0.32683685789934136
188,188,188,07-07,4.061717591826142,0.05574876297731197,0.1796853711245331
189,189,189,07-08,3.6605742468932743,-0.6012367621085793,0.08090148849343222
190,190,190,07-09,4.407351253784416,0.6218215041990783,-0.04490853233527065
191,191,191,07-10,3.984542673378933,-0.0706469630392463,-0.2058676001613542
192,192,192,07-11,3.7660453803475726,-0.4284979921173377,-0.2674228524249716
193,193,193,07-12,3.5316454075132526,-0.8123941508793551,0.05758169183195296
194,194,194,07-13,3.836210524942264,-0.3135827506043927,-0.11578137071783895
195,195,195,07-14,4.851225227989642,1.348790503432968,-0.1397407159902935
196,196,196,07-15,3.7722373633533834,-0.4183568710996732,-0.10498934637910057
197,197,197,07-16,3.8967678454290717,-0.2144030346739736,0.18172953966528785
198,198,198,07-17,3.893356684306757,-0.21998977445018,0.2115288189753131
199,199,199,07-18,4.582037252796919,0.9079191653869751,-0.03821703080786968
200,200,200,07-19,3.945379894335444,-0.13478707474424115,0.028315581432126688
201,201,201,07-20,3.936283740789938,-0.1496845952661285,0.1423309473405112
202,202,202,07-21,4.015978940012177,-0.01916119765969494,0.3353763160424661
203,203,203,07-22,4.314462027488148,0.4696891607763333,-0.02233555319234208
204,204,204,07-23,4.600576511545204,0.9382824377615494,0.08582511950900702
205,205,205,07-24,3.271563305338676,-1.238352050021874,-0.12172317506677695
206,206,206,07-25,4.341625464877679,0.5141769614638535,-0.13116565557993445
207,207,207,07-26,3.1759325859267564,-1.3949743627208324,-0.12834354383981764
208,208,208,07-27,3.981386504658145,-0.07581608073863977,0.0582027217633587
209,209,209,07-28,4.324800806349891,0.4866218312170341,0.2779205841798327
210,210,210,07-29,5.283986937907427,2.0575600313806075,0.07076403619785689
211,211,211,07-30,4.076497553408031,0.07995512447697005,-0.018615116399144
212,212,212,07-31,3.5827094698438016,-0.7287623264280012,0.08550652251961333
213,213,213,08-01,2.8484929312828706,-1.9312492783028377,-0.06180212421166036
214,214,214,08-02,4.362835114293511,0.5489137527739042,-0.4581543444745947
215,215,215,08-03,3.7851370144002123,-0.397230049170608,-0.6683078433369797
216,216,216,08-04,3.831954440962636,-0.3205532901969987,-0.5663629551951479
217,217,217,08-05,3.306602258025553,-1.1809658686973397,-0.07692544038675271
218,218,218,08-06,3.9561835742177895,-0.11709299757701155,0.1158412878034074
219,219,219,08-07,4.641542497787714,1.0053758105475346,0.16715741412494647
220,220,220,08-08,5.069034144732023,1.7055141219148648,0.2514313167775428
221,221,221,08-09,3.973133143163584,-0.08933329124137351,0.4390432397378632
222,222,222,08-10,4.140691062179882,0.1850901257185792,0.4734318901002894
223,223,223,08-11,3.9939167097320913,-0.05529433093541708,0.167038989943558
224,224,224,08-12,4.082166059743392,0.08923890459754531,0.0020722663168661146
225,225,225,08-13,3.519075093503719,-0.8329815903928539,0.03188784996390003
226,226,226,08-14,4.464680160133272,0.7157137801547137,0.014671175251665497
227,227,227,08-15,4.0823622433365285,0.08956021064082997,-0.12480480227155825
228,228,228,08-16,4.0776179421279535,0.081790077445172,-0.30335855548402124
229,229,229,08-17,3.4829478251059105,-0.8921501960747595,0.00645403201649275
230,230,230,08-18,3.4280361246468667,-0.9820836146772328,-0.09890371540476324
231,231,231,08-19,4.654070489050811,1.02589393461023,0.10418303796706133
232,232,232,08-20,4.078703079043432,0.08356729562717775,0.07347591932273599
233,233,233,08-21,4.826368585471501,1.3080807308717772,0.15088356632830716
234,234,234,08-22,3.965122712179398,-0.10245263442077993,0.5161981290290464
235,235,235,08-23,3.766529985663903,-0.42770431404133263,0.4633814489815991
236,236,236,08-24,4.766362465538199,1.2098037615272028,0.4522079977383302
237,237,237,08-25,4.460577096333715,0.7089938543255458,0.2373220357492601
238,238,238,08-26,4.037769249285922,0.01652658816756419,0.11999870679823554
239,239,239,08-27,4.039135957536726,0.01876495893735713,0.2935759118532414
240,240,240,08-28,3.5353098397458376,-0.8063926081269273,0.026953624311157404
241,241,241,08-29,4.4024283850762185,0.6137589162887025,-0.20312452854108587
242,242,242,08-30,3.789594313049895,-0.3899299637253011,-0.23368453980832785
243,243,243,08-31,3.617688025201823,-0.6714750627879137,-0.19856168853815054
244,244,244,09-01,3.92581294577992,-0.16683347943588753,-0.15047902954097514
245,245,245,09-02,4.167808180933944,0.2295020665584208,-0.19763517998706825
246,246,246,09-03,3.7114601924727566,-0.5178966541438751,-0.11933689588856848
247,247,247,09-04,4.229672287398449,0.3308220136121441,-0.07662194494618403
248,248,248,09-05,4.076439313919615,0.07985974086569753,-0.1997452485922516
249,249,249,09-06,3.774173831772048,-0.4151853571336071,-0.2530186332606487
250,250,250,09-07,3.4747519225650345,-0.9055733013122926,-0.10648751049097947
251,251,251,09-08,3.9726416552880512,-0.090138241451962,-0.1138112599060778
252,252,252,09-09,4.248275532965158,0.3612900824741402,0.32467443515228633
253,253,253,09-10,4.202841802777602,0.286879517121554,0.3685935016326271
254,254,254,09-11,5.682827385236068,2.7107739112158824,0.4268271958968329
255,255,255,09-12,3.935070903882879,-0.15167095825156288,0.3931272797212555
256,256,256,09-13,3.688090494082763,-0.5561711357270567,0.3387014183737265
257,257,257,09-14,3.8491823407450623,-0.2923377385054267,0.09790115712059998
258,258,258,09-15,4.048886920234801,0.034734914388966434,-0.4104853362600671
259,259,259,09-16,3.32067239199347,-1.1579220503972054,-0.3048936857496428
260,260,260,09-17,3.820358420367322,-0.3395450490681198,0.10148565292036343
261,261,261,09-18,4.321904886660775,0.4818789448109824,0.0907565928369729
262,262,262,09-19,5.176857241609328,1.882104896292981,-0.04585691626233945
263,263,263,09-20,3.809876533671693,-0.35671209900577,0.2662596006090584
264,264,264,09-21,3.548404660788215,-0.7849461402069077,0.3440796252078151
265,265,265,09-22,4.464108210341701,0.7147770508311816,0.21542717689157195
266,266,266,09-23,4.105451322219813,0.12737509852442044,-0.3389478048014289
267,267,267,09-24,3.850587895821744,-0.2900357450864766,-0.3281411064707311
268,268,268,09-25,3.14590989791234,-1.4441449938650242,-0.16363669055747496
269,269,269,09-26,3.849466767707578,-0.2918719090215834,-0.3853258221090761
270,270,270,09-27,4.151064985583442,0.2020803552726292,-0.396194779130544
271,271,271,09-28,3.6519522370035182,-0.6153577384784253,-0.4648592838849945
272,272,272,09-29,4.06563300407693,0.06216135639561327,-0.4955427833568302
273,273,273,09-30,3.5990361517090443,-0.702022773613179,-0.5975396444850094
274,274,274,10-01,3.0335011965720584,-1.6282459906960385,-0.5873149848324922
275,275,275,10-02,3.4758022608045214,-0.9038530757906588,-0.653688944607442
276,276,276,10-03,4.188522926593098,0.263428313187732,-0.6446091292796009
277,277,277,10-04,3.4087918821045387,-1.0136014971281244,-0.4755505592717892
278,278,278,10-05,4.098896819058303,0.11664024836265953,-0.14849353497449694
279,279,279,10-06,4.218380575654775,0.3123286464336919,0.19620635205662795
280,280,280,10-07,4.231671418297295,0.3340961550877147,0.2746223721920659
281,281,281,10-08,4.7386069382461065,1.1643462463960907,0.4115111113076015
282,282,282,10-09,4.475799252286941,0.7339244340003596,0.3769549505069632
283,283,283,10-10,3.910282444033764,-0.19226906243491093,0.2935020589436313
284,284,284,10-11,3.9723006606745046,-0.09069671644116968,0.4421034351515447
285,285,285,10-12,3.9126517205632574,-0.18838870294629972,0.02109299300099095
286,286,286,10-13,4.7760711120885055,1.2257044123351952,0.08467293887176185
287,287,287,10-14,3.1962392856815347,-1.3617164065072318,0.1927716065808478
288,288,288,10-15,4.7087237644723565,1.1154041092249851,0.3237139554728051
289,289,289,10-16,4.306300859891008,0.4563229438196049,0.4622426492265769
290,290,290,10-17,4.452006679960264,0.6949573769105741,0.22512614967984032
291,291,291,10-18,4.420150240330224,0.6427834595763314,0.4488718270154784
292,292,292,10-19,3.9073971264217895,-0.1969945849452243,0.5608015659569218
293,293,293,10-20,4.0159293944609065,-0.01924234249340319,0.7002397458291086
294,294,294,10-21,5.118777272460038,1.7869825428736452,0.8693510008541803
295,295,295,10-22,4.817131273190912,1.2929520230527265,0.5979291616913555
296,296,296,10-23,5.071544114953372,1.709624907061004,0.6228173668846441
297,297,297,10-24,3.425798977245348,-0.9857475754006176,0.7893651818273821
298,298,298,10-25,3.9985748236409737,-0.04766535378549218,0.7499113191509611
299,299,299,10-26,4.626075691690108,0.980044547163025,0.9038642485187852
300,300,300,10-27,4.9742384309766825,1.5502593668151194,0.8541154389333222
301,301,301,10-28,5.381136329838834,2.2166695992596708,1.5235068314565314
302,302,302,10-29,4.889289835780949,1.4111320495482262,2.3468433456923368
303,303,303,10-30,5.878107821318504,3.0306007797386383,2.348002501926349
304,304,304,10-31,7.014860121093202,4.89235373162934,1.836336789278888
305,305,305,11-01,4.630322249258793,0.9869994845671012,1.6073522718605646
306,306,306,11-02,3.0997560782761906,-1.5197349090696497,1.5435247695419032
307,307,307,11-03,4.54225378146291,0.8427624947497304,1.1800108746135702
308,308,308,11-04,4.655458402960836,1.0281670356362584,0.24371332908347196
309,309,309,11-05,4.546378209265981,0.8495174101686405,-0.1495641746189416
310,310,310,11-06,3.5847431861673646,-0.7254315415512498,0.1617056952917422
311,311,311,11-07,3.189553946473957,-1.37266553764738,0.2319424962666187
312,312,312,11-08,4.240090213733429,0.3478843103944533,0.2187384718834804
313,313,313,11-09,4.7995656174589545,1.2641833005989898,0.09185559699490208
314,314,314,11-10,4.607085588290971,0.9489428893374284,0.13253600969735688
315,315,315,11-11,4.08154403343678,0.08822016083717092,0.23804201274379466
316,316,316,11-12,3.7337754817198014,-0.481349065336521,0.25933753083375755
317,317,317,11-13,3.576074160602073,-0.7396295193687534,-0.16153403681529108
318,318,318,11-14,4.31810613675611,0.475657418934231,-0.13809163953588974
319,319,319,11-15,3.2577067302774765,-1.261046105295302,-0.12142962003422215
320,320,320,11-16,4.692966582305335,1.089597273013836,-0.0767025272305412
321,321,321,11-17,4.142585179529261,0.18819227784717665,0.02963197556235048
322,322,322,11-18,3.8976327503929182,-0.21298650851443526,-0.1743153292814578
323,323,323,11-19,3.965629575478563,-0.10162250261140332,0.02058167626082282
324,324,324,11-20,3.5709471726885917,-0.7480264101286186,-0.3422584268994459
325,325,325,11-21,3.971710011038424,-0.09166407204161828,-0.5145316550348171
326,326,326,11-22,3.3637053998298043,-1.087443345947776,-0.4617019051375635
327,327,327,11-23,3.5114638868562973,-0.8454470909650507,-0.5261886002163209
328,328,328,11-24,4.0911740243774295,0.10399199086908643,-0.7211414319848294
329,329,329,11-25,3.7293831964048993,-0.4885426730839477,-0.5104537219207507
330,330,330,11-26,2.85673937309182,-1.9177434007396696,-0.2832049836295573
331,331,331,11-27,4.7435623839530425,1.1724621883428537,-0.20666162294277696
332,332,332,11-28,4.196228938286623,0.2760490837993841,-0.2825224303935977
333,333,333,11-29,3.7918797429068585,-0.38618692684436856,0.10059644983512404
334,334,334,11-30,3.8132586954561227,-0.35117285383583785,0.4787768767939624
335,335,335,12-01,5.1329354810777605,1.8101706082883824,0.34759550632638264
336,336,336,12-02,4.24219968232991,0.35133916101335994,0.20024283347629468
337,337,337,12-03,4.262980711453976,0.3853739655373755,0.1579629698782188
338,338,338,12-04,3.6564038570796518,-0.6080669533011436,0.016808765942601944
339,339,339,12-05,3.6369878745830913,-0.6398661084328237,-0.2284739434773704
340,340,340,12-06,3.296141644720493,-1.1980980774495391,-0.34662537634271945
341,341,341,12-07,4.2343446651106005,0.3384743517685486,-0.5368186329800676
342,342,342,12-08,3.8093530592751255,-0.3575694361787345,-0.6479153829523243
343,343,343,12-09,3.566209568973723,-0.7557855742867133,-0.7666046738139952
344,344,344,12-10,3.249401996064083,-1.274647453134684,-0.6294366008009682
345,345,345,12-11,3.202170813999578,-1.3520018536028484,-0.6757138463040723
346,346,346,12-12,3.798655543661397,-0.3750896393713768,-0.4199590008187696
347,347,347,12-13,4.06480842712757,0.060810878749923636,-0.4801275589061201
348,348,348,12-14,4.746308443678914,1.1769596367330817,-0.3642373679346777
349,349,349,12-15,3.3457826426928885,-1.116796922810816,0.1882808612245691
350,350,350,12-16,3.673964581473697,-0.5793063073060295,0.3838439744871764
351,351,351,12-17,5.2263159628810385,1.9631075213526323,0.4140179077097221
352,352,352,12-18,4.515099103565318,0.7982890402042669,0.05604525019158362
353,353,353,12-19,4.175350337478704,0.2418544780851979,0.11377073734268887
354,354,354,12-20,3.4348791008857678,-0.9708763083757496,0.036980347933127516
355,355,355,12-21,3.5572594024036555,-0.7704439999041846,-0.4053791482513096
356,356,356,12-22,3.3926437381042334,-1.0400486437633976,-0.8035788527374534
357,357,357,12-23,3.605736258884877,-0.6910494557539906,-1.141453199939732
358,358,358,12-24,3.056298366170373,-1.5909091867125955,-1.055539976809428
359,359,359,12-25,2.9375509586932007,-1.7853916051284733,-0.9354464646254244
360,360,360,12-26,3.7496213566998335,-0.4553969695939258,-0.918188372216305
361,361,361,12-27,3.9972208141190415,-0.049882926800163055,-0.9288702332226269
362,362,362,12-28,3.455868591485132,-0.9365000893086812,-0.7641764738602003
363,363,363,12-29,3.56660336517045,-0.7551406217919215,
364,364,364,12-30,3.6596523488467065,-0.6027466305380355,
365,365,365,12-31,,,
