,unnamed: 0,unnamed: 0,mth_day,easily confused with other movie(s) (title),easily confused with other movie(s) (title)_norm,easily confused with other movie(s) (title)_ravg
32,32,32,02-02,1.740158776751146,0.2651592349912254,0.6723851754409308
33,33,33,02-03,1.9223955888099145,0.8544921831793011,0.43120216747459095
34,34,34,02-04,1.9820018681548548,1.0472520539212653,0.2352426706823432
35,35,35,02-05,1.5356891100570238,-0.3960722150465461,-0.134787715723541
36,36,36,02-06,1.4179213394665788,-0.7769196775297141,-0.13887496746277206
37,37,37,02-07,1.1007430538404022,-1.8026378738567799,-0.37106055659540704
38,38,38,02-08,1.7325754804566234,0.2406357245558393,-0.4763714667846475
39,39,39,02-09,1.4916092732006097,-0.5386213516165086,-0.4866429193063903
40,40,40,02-10,1.786612915880259,0.4153865927858222,-0.29704324698585904
41,41,41,02-11,1.5166319359906788,-0.4577009301770029,-0.06655296835276185
42,42,42,02-12,1.7696957307404295,0.3606783563934735,0.026721973596020285
43,43,43,02-13,1.5283839693986618,-0.4196962020581964,-0.09839955907447946
44,44,44,02-14,1.9056334584771029,0.8002853762485319,-0.3775800431705642
45,45,45,02-15,1.259464615714036,-1.289350547639507,-0.3639512654503752
46,46,46,02-16,1.268634463457562,-1.2596963117906863,-0.8599474411181647
47,47,47,02-17,1.5419181346831592,-0.3759282638558686,-0.5967613285011499
48,48,48,02-18,0.8494475539676009,-2.615298697613264,-0.98388872657141
49,49,49,02-19,2.0166872107727563,1.1594204736438922,-0.8648207643897409
50,50,50,02-20,1.1873753352701633,-1.5224790121730287,-0.6592024332621923
51,51,51,02-21,1.480377760784588,-0.5749427745494912,-0.5892343646490091
52,52,52,02-22,1.6501291273558074,-0.02598632502539484,-0.3373587602370593
53,53,53,02-23,1.6717336266814766,0.04388014782323027,-0.22465525865011504
54,54,54,02-24,1.3167658058101293,-1.1040450711415652,0.03355608034274918
55,55,55,02-25,2.225792032421152,1.835641483165558,0.14031550554460975
56,56,56,02-26,1.6664486136282757,0.02678902178415666,-0.08394220808898399
57,57,57,02-27,1.6784542202715065,0.06561377666167226,-0.10479160877699434
58,58,58,02-28,1.234051822282425,-1.371532606826957,0.0011400732283320947
59,59,59,02-29,1.6330506208213698,-0.08121625630483187,-0.37796897391420775
60,60,60,03-01,1.5133065091666278,-0.4684549791096066,-0.6052580089620325
61,61,61,03-02,1.5224107836417708,-0.4390127996896809,-0.3677912809121886
62,62,62,03-03,1.2447471361489209,-1.3369451885027919,-0.1052043365034739
63,63,63,03-04,2.119038914776177,1.4904141449607358,0.2429813122005188
64,64,64,03-05,1.7212433949011583,0.2039890596253308,0.3950802007762767
65,65,65,03-06,2.2790580380497727,2.0078976359191243,0.2588130215840471
66,66,66,03-07,1.7955036948859864,0.4441383523449405,0.3703002719395249
67,67,67,03-08,1.2695870133036375,-1.2566158748430585,0.10016329373547794
68,68,68,03-09,1.4515953819744325,-0.6680216863699252,0.10430094673406026
69,69,69,03-10,1.6178393615003888,-0.13040772426354585,-0.19412288315843165
70,70,70,03-11,1.7289202033421458,0.2288149776168247,-0.4593176507887722
71,71,71,03-12,1.7253763791249077,0.21735465656417305,-0.4267912035024293
72,72,72,03-13,1.303473688660752,-1.1470302534371026,-0.12410753414591146
73,73,73,03-14,1.3299350669390406,-1.0614571911250013,-0.20900248682489533
74,74,74,03-15,2.0131805484108964,1.1480803297691815,-0.36678428564924975
75,75,75,03-16,1.4603292248247042,-0.6397774403374491,-0.4512551685068009
76,76,76,03-17,1.436179210933162,-0.7178758153293017,-0.3236899050183472
77,77,77,03-18,1.5686530418221665,-0.28947064058113403,-0.32248564894314485
78,78,78,03-19,1.5401523303594378,-0.3816386725063799,-0.4380135367652227
79,79,79,03-20,1.3321693875083078,-1.054231654673787,0.11072835005994228
80,80,80,03-21,1.7988354922387482,0.4549130028367144,0.4579849334616557
81,81,81,03-22,2.478439334625161,2.652673880613541,1.0347012348460705
82,82,82,03-23,2.080462883720644,1.365663685080979,1.3209715569432523
83,83,83,03-24,2.638665575990668,3.1708271677253532,1.3734351472478048
84,84,84,03-25,2.0712849376208093,1.3359832600767128,1.6396755473069458
85,85,85,03-26,1.4295078866604831,-0.7394501128464732,1.2785240301081409
86,86,86,03-27,2.2928055161161,2.0523554031915614,1.3848409403382316
87,87,87,03-28,1.808375649570575,0.4857647774207127,0.738849903798252
88,88,88,03-29,2.277718321562753,2.003565146461521,0.35390145017079383
89,89,89,03-30,1.44012392839201,-0.7051190515145231,0.262747616349078
90,90,90,03-31,1.357069526332118,-0.9737074616880366,-0.2102843913166208
91,91,91,04-01,1.2603853137548566,-1.2863731157767682,-0.2970172289432293
92,92,92,04-02,1.41516398586948,-0.7858366428026317,-0.616425929158097
93,93,93,04-03,1.6474555868608989,-0.03463224833893852,-0.6071298064731753
94,94,94,04-04,1.6851023127349258,0.08711294517231534,-0.4151883831329881
95,95,95,04-05,1.4573715209572913,-0.6493423154049929,-0.1558810400794475
96,96,96,04-06,1.7131886932554845,0.17794107835308656,-0.2662923944082021
97,97,97,04-07,1.7414920669421152,0.2694709425444756,-0.2692141837748155
98,98,98,04-08,1.2103119073645254,-1.4483047687751596,-0.3279307349265725
99,99,99,04-09,1.6420346351087605,-0.05216298453861844,0.040093686650860494
100,100,100,04-10,1.5761623615930769,-0.26518636173822663,-0.02049883624976429
101,101,101,04-11,2.140186872322714,1.5588042140596048,-0.16135585761189108
102,102,102,04-12,1.6007681516045482,-0.1856140590506621,-0.3091405405761582
103,103,103,04-13,1.4801525174594423,-0.575671185628285,-0.6123118789652927
104,104,104,04-14,0.9361190975717598,-2.3350128665607617,-0.3471136256120837
105,105,105,04-15,1.0795446702884584,-1.871191014873425,-0.8631643747724581
106,106,106,04-16,2.0681988350659872,1.3260031583810272,-1.0159868081770838
107,107,107,04-17,1.1827303750065652,-1.5375002809026417,-0.7818001753462815
108,108,108,04-18,1.3172285345475234,-1.1025486594784162,-0.4605914499324536
109,109,109,04-19,1.9146514762406464,0.8294486113565279,-0.03558111152748685
110,110,110,04-20,1.5320747892212498,-0.40776051407779423,-0.2345719225394224
111,111,111,04-21,1.868089034567461,0.6788710155563751,-0.043634897674133616
112,112,112,04-22,1.6990005629588818,0.13205829230941402,0.3376366102855244
113,113,113,04-23,1.5369860278332066,-0.3918781317109089,0.14907204010471178
114,114,114,04-24,2.0246219122946654,1.1850803882795318,0.0014013916066548116
115,115,115,04-25,1.5647975652115615,-0.3019388097283477,-0.06205369392850421
116,116,116,04-26,1.2580935536598337,-1.293784405066136,0.24162154811779704
117,117,117,04-27,1.7503574276814318,0.298140502345421,0.42478325382478976
118,118,118,04-28,2.262425447128416,1.9541097445872213,0.22211915252325945
119,119,119,04-29,1.8768157160450696,0.7070921025310472,0.4953640388646155
120,120,120,04-30,1.6486083886642882,-0.030904219529650268,0.7231377039526513
121,121,121,05-01,2.071763386328197,1.3375305083197886,0.7776368420734104
122,122,122,05-02,1.6806941911182205,0.07285758546207863,0.4510697076241951
123,123,123,05-03,1.8514725873372408,0.6251353310699764,0.4228077341424297
124,124,124,05-04,1.656528013209282,-0.005293062108070654,0.5660043528481323
125,125,125,05-05,1.8243797682606329,0.5375202616404542,0.3256794654903159
126,126,126,05-06,1.9142887179663,0.8282754927045662,0.13090372591468785
127,127,127,05-07,1.6258757963152155,-0.10441881582711016,-0.09135326290841854
128,128,128,05-08,1.3193163660115517,-1.0957968519916896,0.18927407718470424
129,129,129,05-09,1.439107333786426,-0.7084066018686619,-0.12366429956780238
130,130,130,05-10,2.1771908947841485,1.6784709784506662,-0.4812173471281549
131,131,131,05-11,1.2437684958833473,-1.3401099988745857,-0.5154298390856674
132,132,132,05-12,1.2509014656876307,-1.3170427926575492,-0.2886747656452541
133,133,133,05-13,1.5623995340146704,-0.3096937675721854,-0.365414420019988
134,134,134,05-14,1.7400271560223477,0.2647335886507905,-0.5416529349867787
135,135,135,05-15,1.296728157315062,-1.168844528117065,-0.07160166533418137
136,136,136,05-16,1.8502061718536071,0.6210398886499218,0.3137574794570321
137,137,137,05-17,2.1158797038078223,1.4801976190409984,0.541681000173605
138,138,138,05-18,1.9658788542116377,0.9951120760897314,0.28022457104013
139,139,139,05-19,1.9852782066187007,1.057847356727252,0.0648521163281915
140,140,140,05-20,1.2549330887310546,-1.3040049861500596,-0.23810208685294
141,141,141,05-21,0.8971361473385603,-2.461079256388696,-0.5680854317610203
142,142,142,05-22,1.2881190695735432,-1.196685330436867,-0.898307784076485
143,143,143,05-23,1.5036439922961036,-0.4997024504074841,-1.0811139181557643
144,144,144,05-24,1.3531996995008169,-0.9862220378030564,-0.6936561773690401
145,145,145,05-25,1.6461082294251224,-0.03898944774842504,-0.19209474369371785
146,146,146,05-26,1.9738041144107343,1.0207414585702874,-0.04330418149461316
147,147,147,05-27,1.8277098443188928,0.5482893456632373,-0.0514487175767312
148,148,148,05-28,1.5641781407959794,-0.3039419572422388,-0.1195131637849241
149,149,149,05-29,1.4885329998169,-0.5485696669001923,-0.3937916551079357
150,150,150,05-30,1.2269160997496475,-1.3946087150522135,-0.8148201336840049
151,151,151,05-31,1.1372247058209806,-1.684660395686495,-1.0431273685628473
152,152,152,06-01,1.1926475071900893,-1.5054294128861272,-0.8994676592050862
153,153,153,06-02,1.4041192463502064,-0.8215540636098165,-0.5966006240848339
154,154,154,06-03,1.830717666900595,0.5580162989043276,-0.2698405909983919
155,155,155,06-04,2.0504583745413254,1.2686325438213213,0.06315504674537488
156,156,156,06-05,1.8331714288057164,0.5659514834664381,0.24927874736866146
157,157,157,06-06,1.755049285001314,0.3133134307761058,0.24937094596253384
158,158,158,06-07,1.5379727426562433,-0.3886872091464077,0.08969521670097888
159,159,159,06-08,1.4042903073221944,-0.8210008720465821,-0.08030853682367241
160,160,160,06-09,1.5344627642695776,-0.40003807666500224,-0.11684530384424775
161,161,161,06-10,1.7350413372729119,0.2486100226734136,-0.08868297128650987
162,162,162,06-11,1.7653828149306403,0.3467308813429861,0.1329127409761963
163,163,163,06-12,1.8073003636614176,0.4822874261225329,0.16438318288817252
164,164,164,06-13,1.9491110945112309,0.9408870644298296,0.28053116192107524
165,165,165,06-14,1.4626790978259516,-0.6321782205747248,0.4360280604622804
166,166,166,06-15,1.7499583087603632,0.29684979753241425,0.4646737574734994
167,167,167,06-16,2.0235430322380297,1.1815914139206445,0.4572269964974434
168,168,168,06-17,1.8185307054591704,0.5186050634103,0.6485975562184616
169,169,169,06-18,1.7934839905777904,0.43760686026619705,0.8059192542725176
170,170,170,06-19,2.3041711076941094,2.089110422755939,0.8572962128385151
171,171,171,06-20,1.7545664407195365,0.31175196774961234,0.7648839790064995
172,172,172,06-21,1.8452807220528384,0.6051115489283988,0.9397182607926716
173,173,173,06-22,1.8520856826306071,0.6271180109285505,1.1473438693601816
174,174,174,06-23,2.1429100796236886,1.5676107541273334,0.8725313960113716
175,175,175,06-24,2.178702863441789,1.6833605116712562,0.8700603798819301
176,176,176,06-25,1.7942968587380863,0.4402355826630799,0.9142823637185604
177,177,177,06-26,1.7499818326127632,0.296925870972962,1.3054396089339986
178,178,178,06-27,1.9273281288582358,0.8704434519481815,1.4080116205169102
179,179,179,06-28,2.577820596324954,2.97406148222118,1.3042070961262844
180,180,180,06-29,2.3332174071348546,2.1830428236248025,1.3105254328293643
181,181,181,06-30,1.9861087891374227,1.0605333653275015,1.1894083241256377
182,182,182,07-01,1.8060196060423728,0.478145602881559,0.9324429936679159
183,183,183,07-02,1.5252667966338294,-0.4297767812493974,0.4839809334478531
184,184,184,07-03,1.4505666366367096,-0.6713485307981483,-0.02127316218452384
185,185,185,07-04,1.7457650009089984,0.283289120900802,-0.2467340002871937
186,186,186,07-05,1.3957925173427168,-0.8484817501694589,-0.4216045070618253
187,187,187,07-06,1.5677992630240143,-0.29223166328851785,-0.3563535275512939
188,188,188,07-07,1.4815730217233845,-0.5710774377662304,-0.12853133951358592
189,189,189,07-08,1.6463304214619092,-0.03827090418620948,-0.18272110859779986
190,190,190,07-09,1.873257301313365,0.6955845974280996,0.32200520367175794
191,191,191,07-10,1.6452238301381792,-0.04184949360448167,0.476161844778485
192,192,192,07-11,2.33223818249323,2.179876123447888,0.44952317479792336
193,193,193,07-12,1.8538143068394048,0.632708183351845,0.13411163787351008
194,194,194,07-13,1.432148875562862,-0.7309094576496008,0.1420551131386074
195,195,195,07-14,1.0611305630214347,-1.9307401257326893,0.05390164892317032
196,196,196,07-15,1.8879952549278345,0.7432454490186836,-0.25122388575350113
197,197,197,07-16,1.4816680030972873,-0.5707702788971043,-0.5100360269878139
198,198,198,07-17,1.7661224930022874,0.3491229153878592,-0.3311625535064577
199,199,199,07-18,1.37362632801702,-0.9201646640540329,-0.11209842926538327
200,200,200,07-19,1.7640223776571462,0.3423313832385372,0.03745473152128352
201,201,201,07-20,1.4675719245052563,-0.6163553802862427,-0.005761441799805626
202,202,202,07-21,2.1654692160108,1.6405644137386843,0.018521533639616256
203,203,203,07-22,1.401486730222982,-0.8300673188236392,-0.06967948676804475
204,204,204,07-23,1.8111759933536984,0.4948207680243905,-0.22096922725729728
205,205,205,07-24,1.2099822674345502,-1.4493707864999987,0.02348986641890965
206,206,206,07-25,1.4833264475681225,-0.565407059696978,-0.3019006662748592
207,207,207,07-26,1.9211299281495111,0.8503991817709989,0.0007350089878013407
208,208,208,07-27,1.561754794125538,-0.3117787824239288,0.2971827871176189
209,209,209,07-28,1.9629828506555964,0.985746732752324,0.7630868943768611
210,210,210,07-29,2.3611913779784413,2.2735074368032957,0.6123383697176823
211,211,211,07-30,2.0743990236303853,1.3460538570554537,0.6828719799193721
212,212,212,07-31,1.2036346640941311,-1.4698982076520497,0.4973235862865528
213,213,213,08-01,2.051994699640784,1.273600842981137,0.3430084063646686
214,214,214,08-02,1.217496956423791,-1.4250691442208439,-0.2175719228063322
215,215,215,08-03,1.6766736613149915,0.059855653221018976,-0.3823726052133862
216,216,216,08-04,1.3211167742584131,-1.0899745382227093,-0.3322172748432957
217,217,217,08-05,1.768635521902123,0.35724976261312985,-0.2924162092807247
218,218,218,08-06,1.2966905253946202,-1.1689662254315072,-0.0029041774716325555
219,219,219,08-07,2.1258397408213106,1.5124072363565633,-0.07852946811480664
220,220,220,08-08,1.7546440807285562,0.3120030466337089,0.12072283814058415
221,221,221,08-09,1.5363620233500466,-0.3938960906380256,0.12008418697830395
222,222,222,08-10,1.6908002124470924,0.10553929930963556,0.5929452636847583
223,223,223,08-11,1.7674505983149786,0.35341785563944883,0.5341061089366957
224,224,224,08-12,2.1740149183097133,1.6682002348072191,0.5373780536334173
225,225,225,08-13,2.016672316683699,1.1593723078681881,0.7130723956549295
226,226,226,08-14,1.7607146943529568,0.331634714814038,0.890842904709741
227,227,227,08-15,1.862337113171889,0.6602699614910476,0.8352627979406968
228,228,228,08-16,2.0206273257739498,1.1721623536385053,0.4888974196713931
229,229,229,08-17,1.6643298598330958,0.01993721502518321,0.2259747682827019
230,230,230,08-18,1.5313847459693395,-0.4099920348086029,0.3596487681813057
231,231,231,08-19,1.5288578889878326,-0.41816360046395934,0.3672367295050951
232,232,232,08-20,2.008727200745776,1.1336787142056608,0.314356858062162
233,233,233,08-21,1.87641546279674,0.7057977294337836,0.5470619878666345
234,234,234,08-22,1.922516478008192,0.8548831249809068,0.7637003046312204
235,235,235,08-23,2.0960801069795223,1.4161679938520182,0.584502198027242
236,236,236,08-24,1.9333253773730656,0.8898378657789129,0.579929582587449
237,237,237,08-25,1.1963820777349932,-1.49335224008783,0.37188672199259415
238,238,238,08-26,2.000243383273016,1.1062430215669028,-0.03017659126999628
239,239,239,08-27,1.4904224399770445,-0.5424594341353448,-0.4024842987856296
240,240,240,08-28,1.17654695419283,-1.5574967545946359,-0.43198442040350776
241,241,241,08-29,1.405317746607591,-0.8176782512417814,-0.11249164589578298
242,242,242,08-30,1.878592227269884,0.7128371360716436,-0.020296387323138803
243,243,243,08-31,1.7891540740855283,0.42360440695851903,0.3899727023321259
244,244,244,09-01,2.1712981671014324,1.6594145730027678,0.9717703949287008
245,245,245,09-02,2.251616578688272,1.9191551037962435,1.1132297900940369
246,246,246,09-03,2.255987264678688,1.9332894009848145,1.3793984270884057
247,247,247,09-04,1.6677749123569467,0.03107811975023476,1.4148000525646662
248,248,248,09-05,2.3724291053030617,2.309848958037856,1.4144514638300307
249,249,249,09-06,1.8548365992692384,0.6360141598160834,1.1091920995895823
250,250,250,09-07,2.170651411817361,1.657323040594953,0.7424059822003081
251,251,251,09-08,1.6852525880649705,0.08759891835355482,0.7001234139385714
252,252,252,09-09,1.575469405163699,-0.2674273033508325,0.3491605512344959
253,253,253,09-10,1.5893258067771538,-0.22261728982018567,0.27735570500018275
254,254,254,09-11,1.721268974716248,0.20407178181340346,0.13447638267992104
255,255,255,09-12,1.7216132357188747,0.2051850824102048,0.04734547743258052
256,256,256,09-13,1.90555977943384,0.8000471066733826,-0.16281430655853682
257,257,257,09-14,1.5235939692530869,-0.4351865131304884,-0.2020623481971878
258,258,258,09-15,1.1855487413835553,-1.5283860072975366,-0.1805116366697819
259,259,259,09-16,1.5165068203983882,-0.4581055396520914,0.0616374031440657
260,260,260,09-17,1.7612531600066919,0.3333760509778388,0.21046067669712196
261,261,261,09-18,2.1708852731412707,1.6580793212932905,0.18889690481049706
262,262,262,09-19,2.1816795417771164,1.6929867479917209,0.3229187702466962
263,263,263,09-20,1.4835855523811332,-0.5645691444502381,0.43638286446328256
264,264,264,09-21,1.4342066612743782,-0.7242548146803418,0.3880503678975608
265,265,265,09-22,1.7270228101465224,0.222679025647427,0.3123161417118894
266,266,266,09-23,1.67157929955081,0.04338107158350808,0.05386745175017808
267,267,267,09-24,2.0303715212502778,1.2036739641792622,0.06221814039269642
268,268,268,09-25,1.7021658934987265,0.14229460822145298,0.1461516793643037
269,269,269,09-26,1.4990790307083168,-0.514465012595128,-0.02033566416977474
270,270,270,09-27,1.589933035786682,-0.22065358085069825,0.3997217051414994
271,271,271,09-28,1.4181299560096696,-0.7762450355570436,0.06060038732955656
272,272,272,09-29,2.4509341559229303,2.5637252874511534,-0.3355304595879425
273,273,273,09-30,1.4011816409027669,-0.8310539426923949,-0.4196800380058017
274,274,274,10-01,0.967203191117998,-2.2344904732835413,-0.4901845221272966
275,275,275,10-02,1.3429518266810343,-1.019362483102283,-0.3538408882752959
276,276,276,10-03,1.4591223034664973,-0.6436804855796678,-1.0298229978485371
277,277,277,10-04,1.6710955767585756,0.04181676755496045,-0.7457442198383001
278,278,278,10-05,1.1967484698573188,-1.492167369988295,-0.22565867498844994
279,279,279,10-06,1.9282481594536496,0.8734187253690283,-0.06609101701671734
280,280,280,10-07,1.9321456602199008,0.8860227958155593,0.030092243394826038
281,281,281,10-08,1.6390062188801175,-0.061956535271887374,-0.08816237524054064
282,282,282,10-09,1.6375762399522358,-0.06658092311040756,0.2977344203513968
283,283,283,10-10,1.4516914713788382,-0.6677109442572396,-0.013187460919727723
284,284,284,10-11,1.9127233906071348,0.8232134035633297,-0.03286582206430805
285,285,285,10-12,1.351378198766347,-0.9921125622577188,-0.3035627231237049
286,286,286,10-13,1.8956353465248483,0.7679526289480774,-0.3735314799711185
287,287,287,10-14,1.1367678108468795,-1.6861379416282682,-0.3109682076163449
288,288,288,10-15,1.5077594710362183,-0.4863934641948897,-0.7971109942156578
289,289,289,10-16,1.5677684496738975,-0.29233131012859764,-0.8937721295040085
290,290,290,10-17,1.0107567324631357,-2.093643316032548,-0.8198706127255981
291,291,291,10-18,1.1720376355167719,-1.5720793739878234,-0.6138918914678029
292,292,292,10-19,2.032748774838113,1.211361729618539,-0.5430387022671521
293,293,293,10-20,1.5189311257883311,-0.4502656140814961,-0.4872663143722183
294,294,294,10-21,1.6392171745006718,-0.06127432899098435,-0.15178428743672864
295,295,295,10-22,1.6712459375909736,0.042303017241004034,0.11149409472626258
296,296,296,10-23,1.6331944422131754,-0.08075115441960999,-0.12162819571138302
297,297,297,10-24,1.6605120695040796,0.00759091899012382,-0.11726839566907014
298,298,298,10-25,1.6002245473044747,-0.1873720130073343,-0.17956385310149578
299,299,299,10-26,1.5270200954958713,-0.4241068138276191,-0.21705466488755487
300,300,300,10-27,1.5236370875247274,-0.4350470735855381,-0.18342534337840488
301,301,301,10-28,1.6016872335437022,-0.18264185347535072,-0.016915441550422766
302,302,302,10-29,1.6955887172561963,0.1210247746352899,0.07848336584766151
303,303,303,10-30,1.9694467772475817,1.0066503299580165,0.2577258900066862
304,304,304,10-31,1.7772230462469143,0.3850208313811714,0.382115270586502
305,305,305,11-01,1.8595783170092195,0.6513483311265291,0.4501883017595505
306,306,306,11-02,1.7544233441614048,0.31128920989335657,0.3813779094404688
307,307,307,11-03,1.7279867614383606,0.2257963335629405,0.18308559142827754
308,308,308,11-04,1.5679211238732376,-0.2918375792791998,0.06308488158724261
309,309,309,11-05,1.6015444564825159,-0.1831035781151313,-0.04974061863102544
310,310,310,11-06,1.5545793246618065,-0.33498342766503825,-0.08826302497683121
311,311,311,11-07,1.6502471447888802,-0.025604670183079176,-0.11867675166180425
312,312,312,11-08,1.6829506676696937,0.08015477181852194,0.22245760248898752
313,313,313,11-09,1.6715585510937316,0.043313973453102235,0.20166773971035198
314,314,314,11-10,2.2008458979789696,1.7549685456255508,0.20107446750004696
315,315,315,11-11,1.5629719144832992,-0.30784275478694456,0.11180550292333123
316,316,316,11-12,1.5534785950662038,-0.3385430609268684,0.3064838377425721
317,317,317,11-13,1.4846216703917885,-0.5612184576433735,0.28940933444839506
318,318,318,11-14,2.0441477725332002,1.2482247807339677,-0.05491403043340527
319,319,319,11-15,1.6398793138403132,-0.059133046311960334,-0.012150233143754982
320,320,320,11-16,1.5620043820617338,-0.3109716436652511,0.01947870423406683
321,321,321,11-17,1.6423138699624915,-0.05125997104904287,0.2127837960247403
322,322,322,11-18,1.612161450666884,-0.1487694366599375,-0.042264854973309986
323,323,323,11-19,1.8432709241723635,0.5986120931006673,0.009934572267320163
324,324,324,11-20,1.570942398009246,-0.2820671252543342,0.29352456050182324
325,325,325,11-21,1.7367276971612158,0.25406351713182057,0.20130205167639426
326,326,326,11-22,2.088164022854257,1.3905682857417672,0.3581359856311359
327,327,327,11-23,1.4712085272856965,-0.6045950240016169,0.028561849661135025
328,328,328,11-24,1.903143818794312,0.7922341670685124,0.1246537820864672
329,329,329,11-25,1.2317944398435554,-1.378832722719338,0.3020212392237494
330,330,330,11-26,1.7492268888078562,0.2944844692976589,-0.016834921567536226
331,331,331,11-27,2.065807006753998,1.3182682599555138,-0.001619432593823485
332,332,332,11-28,1.4965731699088558,-0.5225686790059466,0.015442438846804591
333,333,333,11-29,1.4994386360519876,-0.5133020901593405,0.08270259943180996
334,334,334,11-30,1.9347996194956605,0.8946053957122808,0.038243676571349
335,335,335,12-01,1.3565858055521005,-0.9752717592093058,-0.17915627905014522
336,336,336,12-02,1.6667398763857562,0.027730932134893086,-0.28941804151700223
337,337,337,12-03,1.6624532661292477,0.0138685262265484,-0.3320521902560658
338,338,338,12-04,1.2919986371692211,-1.1841392538070887,-0.7707163820536219
339,339,339,12-05,1.4203372244482353,-0.7691069825937219,-0.808033651938236
340,340,340,12-06,1.1209225322908467,-1.7373797550730559,-0.6997261524314763
341,341,341,12-07,1.2873490830567706,-1.1991753785169896,-0.8033141743897021
342,342,342,12-08,1.8676885607535907,0.6775759291754511,-0.7098682949636492
343,343,343,12-09,1.4702608803427708,-0.6076596055228058,-0.5105702537817606
344,344,344,12-10,1.465373764614469,-0.6234639772507724,-0.3768936610366813
345,345,345,12-11,1.7901055170869875,0.4266812644976104,-0.3583608000661058
346,346,346,12-12,1.368939849330116,-0.93532019860258,-0.6342622678538731
347,347,347,12-13,1.3217340891419374,-1.0879782126935371,-0.6144345579759446
348,348,348,12-14,1.3557938422937108,-0.9778328775511528,-0.3870489613526131
349,349,349,12-15,1.507048288713769,-0.4886933462552345,-0.4306613541547353
350,350,350,12-16,1.8872543979384968,0.7408496024892166,-0.32703452252778936
351,351,351,12-17,1.7091891170626965,0.16500690768487594,-0.15355057013292953
352,352,352,12-18,1.5612042407662996,-0.31355920884090377,0.09633238878176624
353,353,353,12-19,1.6436081251176582,-0.04707449832437794,0.14360939859033522
354,354,354,12-20,1.819415032594719,0.5214648759370221,-0.0245695453307346
355,355,355,12-21,1.5947638482562014,-0.2050312874038208,-0.05889219346218984
356,356,356,12-22,1.5752230273204209,-0.26822406103720225,0.14208559263881193
357,357,357,12-23,1.6455084761334355,-0.040928981103855525,-0.027666619680448427
358,358,358,12-24,1.9340890538039768,0.8923075077651068,-0.0333577036161286
359,359,359,12-25,1.3286577856727362,-1.0655877722399398,0.07724505944955935
360,360,360,12-26,1.8088560608272053,0.4873183723229409,0.0276950923175929
361,361,361,12-27,1.7999710576065584,0.458585290990307,0.22690006520354555
362,362,362,12-28,1.4832903287447634,-0.565523863829001,0.02953216404224764
363,363,363,12-29,2.015104094195544,1.1543008562118602,
364,364,364,12-30,1.5679018529598807,-0.2918998992026805,
365,365,365,12-31,,,
