,unnamed: 0,unnamed: 0,mth_day,religion,religion_norm,religion_ravg
89,89,89,03-30,4.35163070036231,-0.10845260260213696,-0.3714475318351672
90,90,90,03-31,3.8416365982560134,-0.9665612958989124,-0.3188128643632098
91,91,91,04-01,4.2806902887123215,-0.2278159122786436,-0.44924255158154974
92,92,92,04-02,4.249528219497491,-0.2802487588231888,-0.4538087495329402
93,93,93,04-03,3.707649125235906,-1.1920066783387595,-0.4164861949545887
94,94,94,04-04,4.447129770749951,0.05223275074399969,-0.12084200280542985
95,95,95,04-05,4.484720712332972,0.1154827248679718,-0.26580114433502194
96,96,96,04-06,4.895886220681684,0.8073038569960403,-0.0825338574031224
97,97,97,04-07,3.763774603294024,-1.0975707614561958,0.00210666191652135
98,98,98,04-08,4.903048475202206,0.8193549627682084,0.0677880708648008
99,99,99,04-09,4.009472187904519,-0.684163562420897,0.008982973957102075
100,100,100,04-10,4.681345772358989,0.4463212044336765,-0.2086759390862071
101,101,101,04-11,4.275025230879481,-0.23734785657822066,-0.13943804643620006
102,102,102,04-12,4.1197274697676125,-0.4986496212638146,-0.4761070902836711
103,103,103,04-13,4.010672814461967,-0.6821434055561535,-0.6670220415536102
104,104,104,04-14,3.7025066692615822,-1.2006593003166182,-0.5829386172927727
105,105,105,04-15,3.328680815584232,-1.8296532700405324,-0.6008290733733326
106,106,106,04-16,4.981182267149733,0.9508217499987012,-0.3802041983144464
107,107,107,04-17,4.21122892752292,-0.3446905930615794,-0.41471373088046587
108,108,108,04-18,4.906462664995778,0.8250996290895026,-0.12575410590562427
109,109,109,04-19,3.887613871841314,-0.8892006009522702,0.30270583845584675
110,110,110,04-20,4.732919522331582,0.5330984495324317,0.2172367352819348
111,111,111,04-21,4.856543518666559,0.7411063961282939,0.2754303291944291
112,112,112,04-22,4.676404523690132,0.4380071309552296,0.16879717738335426
113,113,113,04-23,4.418743825630194,0.004470970413386566,0.5186070044921657
114,114,114,04-24,4.526215181635211,0.18530071822305333,0.8837338942156894
115,115,115,04-25,5.1350149300843,1.2096583617005991,0.7054680539430448
116,116,116,04-26,6.034940315739478,2.7238597878735735,0.7702856881539915
117,117,117,04-27,4.2208581245695465,-0.32848864550757345,0.9650187787106004
118,118,118,04-28,4.907540355910167,0.8269129362209101,0.9987803923350804
119,119,119,04-29,5.113150455778071,1.1728695137530398,0.8146897192170359
120,120,120,04-30,4.646607089750668,0.3878703999699343,0.3911572551870015
121,121,121,05-01,4.478558528164288,0.1051143229923324,0.4562961818289696
122,122,122,05-02,4.524648714734834,0.18266500369336625,0.4942586777031772
123,123,123,05-03,4.453139666507843,0.062344914344235364,0.3248017403375233
124,124,124,05-04,5.042912360517406,1.054687911466156,0.32517569175728434
125,125,125,05-05,4.508877086034286,0.15612788955911688,0.301750236325223
126,126,126,05-06,4.647940578293848,0.3901141084885004,0.18974951499167267
127,127,127,05-07,4.395024746002451,-0.035438409600035616,0.07502135353578691
128,128,128,05-08,4.125260797390847,-0.4893393243079359,-0.02543099126829157
129,129,129,05-09,4.044025859748412,-0.6260240543910791,-0.10811397386232402
130,130,130,05-10,4.684705267688594,0.4519738426416851,-0.09839723189947253
131,131,131,05-11,4.214034483015017,-0.3399700060050779,-0.12543990303785854
132,132,132,05-12,4.682589902777704,0.4484145602656094,-0.050815235637014726
133,133,133,05-13,4.298592187561928,-0.19769443643035176,0.3146259065277331
134,134,134,05-14,4.3913679272454,-0.04159131990287295,0.2860159614683487
135,135,135,05-15,5.347167258689258,1.5666227985974075,0.4294299531566919
136,136,136,05-16,4.5826839035710885,0.28031417228537897,0.5013910249293317
137,137,137,05-17,4.7254402559101365,0.5205139441249812,0.15287261164838836
138,138,138,05-18,4.939198808889334,0.8801809909014491,0.097918606805938
139,139,139,05-19,3.055796234295056,-2.288804916116012,-0.0785114747514073
140,140,140,05-20,4.195405211269899,-0.3713153489575751,-0.15273071471129604
141,141,141,05-21,4.718028071092704,0.5080423092533359,-0.5066428615796529
142,142,142,05-22,4.31802250388103,-0.16500126747395333,-0.6271387359877555
143,143,143,05-23,3.4634105691589068,-1.6029589370851598,0.09561864321353633
144,144,144,05-24,4.509517680452005,0.15720574445283278,0.2906515169682973
145,145,145,05-25,5.6331061032604515,2.047739359091739,0.08575885025282019
146,146,146,05-26,4.890880850489675,0.7988818935709909,0.2218128792145101
147,147,147,05-27,3.987392996030584,-0.7213136910395269,0.7882386747857709
148,148,148,05-28,4.8031830870119405,0.651322906296186,0.9939285040205219
149,149,149,05-29,5.4832512999109735,1.7955958363424054,0.6004250831226681
150,150,150,05-30,5.2429953896915364,1.3913447198613396,0.7339873160118495
151,151,151,05-31,4.229896285780015,-0.3132811662953857,0.9789963079104128
152,152,152,06-01,5.367155836885175,1.6002552909060803,1.0644623742416164
153,153,153,06-02,4.861080503037778,0.7487402603518516,1.1044506696883731
154,154,154,06-03,5.107950001270888,1.1641193042834082,1.2582631141163751
155,155,155,06-04,5.625847185423652,2.0355256090229443,1.6764229862268667
156,156,156,06-05,5.7914814271942765,2.314219386429353,1.3281382304805476
157,157,157,06-06,5.721029543231716,2.1956780663675617,1.3916525142986664
158,158,158,06-07,4.1251930925031575,-0.4894532435718348,1.2909886237225563
159,159,159,06-08,5.0875686652003065,1.129825963260565,0.9940844541506332
160,160,160,06-09,4.748988548788776,0.5601359608267481,0.6037299712220535
161,161,161,06-10,4.567104558374559,0.2541005915914047,0.22512653557892567
162,162,162,06-11,4.399500535406635,-0.027907511142124825,0.2859495464791259
163,163,163,06-12,4.3709521878326525,-0.07594254749120499,0.2824737092636804
164,164,164,06-13,4.342084335352188,-0.12451517817063325,0.5160639049162331
165,165,165,06-14,5.075174036219576,1.1089709399678918,0.5782819803245256
166,166,166,06-15,5.581957306872133,1.9616771347420647,0.6020694016470141
167,167,167,06-16,4.788970518366598,0.6274090440411595,0.7368055176931958
168,168,168,06-17,4.4843250664262095,0.11481701679280468,0.8729258954587115
169,169,169,06-18,4.851413171815465,0.7324741487858862,0.9174257472448492
170,170,170,06-19,4.827481514375184,0.6922070884224599,0.6054448245749783
171,171,171,06-20,5.233857863567907,1.375970050684718,0.7353336311118949
172,172,172,06-21,4.469451874116047,0.08979159872283986,0.8049331701276418
173,173,173,06-22,5.252146284659949,1.4067418832626584,0.7763863535885775
174,174,174,06-23,4.732512887045844,0.5324142508872859,1.069499825979591
175,175,175,06-24,4.749616920250411,0.5611932495515011,1.0802322693540412
176,176,176,06-25,5.8727067405152535,2.4508879227685405,1.2631129433643231
177,177,177,06-26,5.27212911893392,1.4403647109314188,1.139089853060556
178,178,178,06-27,5.1215934911142895,1.1870756427845324,1.114319222342233
179,179,179,06-28,4.809887313921078,0.6626033414400541,1.2658038975411714
180,180,180,06-29,4.6441822897416944,0.3837904665773471,0.7564207871187779
181,181,181,06-30,5.289802270995209,1.4701013007451325,0.4165544687238409
182,182,182,07-01,4.05627683560481,-0.6054107397658204,0.13816316178910318
183,183,183,07-02,4.060186021934764,-0.5988331994382039,-0.00648363465649221
184,184,184,07-03,4.12886663222013,-0.4832721988238937,-0.15890606280405006
185,185,185,07-04,4.294085432513189,-0.2052774372335183,-0.4524370501909998
186,186,186,07-05,4.100652967702131,-0.5307441023080001,-0.3758205786436528
187,187,187,07-06,4.243088211187806,-0.29108462357656645,-0.32886727394310833
188,188,188,07-07,4.3294866206954845,-0.1457119104817375,-0.28104780141174673
189,189,189,07-08,4.227618716595014,-0.31711337123493744,-0.055544315459403616
190,190,190,07-09,4.2993880298985525,-0.196355363635724,0.2387759741599781
191,191,191,07-10,5.098217464306956,1.1477434784805405,0.08400492225465232
192,192,192,07-11,5.1501816323711145,1.23517763540829,0.09424113798588324
193,193,193,07-12,3.691183836380092,-1.219710935008521,0.03869514514561336
194,194,194,07-13,4.365988357770953,-0.084294616094352,-0.02236764424068994
195,195,195,07-14,4.029545006594416,-0.6503893282765567,-0.2436598791589481
196,196,196,07-15,4.081641751215392,-0.5627320999535438,-0.38787450070604185
197,197,197,07-16,4.309102503473892,-0.18000993102900878,-0.17728664627973706
198,198,198,07-17,4.635920860972035,0.3698899061257275,-0.08968722130172115
199,199,199,07-18,4.442127612418668,0.04381619154930826,0.17582760670650896
200,200,200,07-19,4.678362702203146,0.4413019337737433,0.2412651933754717
201,201,201,07-20,4.9763551067396214,0.942699639772824,0.3654982486708061
202,202,202,07-21,4.314988297063976,-0.17010657993976727,0.4400312620730051
203,203,203,07-22,4.7521101968968535,0.5653884007429973,0.353661834763876
204,204,204,07-23,4.901701158113377,0.8170879865389217,0.10439508369000194
205,205,205,07-24,4.134139366588927,-0.4744003723054661,-0.021993366717939517
206,206,206,07-25,3.789492278967089,-1.054298572669501,0.10063555008913996
207,207,207,07-26,4.525661402415767,0.18436893732517504,-0.08566565130665559
208,208,208,07-27,4.7522757279535615,0.5656669209027095,-0.25380441526315844
209,209,209,07-28,4.087771182484982,-0.5524188076317759,-0.048988262151215926
210,210,210,07-29,4.302128316422543,-0.19174459720009546,-0.05612716650782057
211,211,211,07-30,4.864501598687175,0.7544965463661891,-0.09266589912977813
212,212,212,07-31,3.7640353702154825,-1.097131998809129,0.09145754569919276
213,213,213,08-01,4.395366452967964,-0.034863458406570194,0.2282877665954293
214,214,214,08-02,5.408848991847488,1.6704075898765347,0.10908710388206133
215,215,215,08-03,4.57569961993421,0.2685625177456433,-0.03930046024595426
216,216,216,08-04,3.8770658359289096,-0.9069485734803032,0.2454750873490917
217,217,217,08-05,4.335360361995135,-0.13582883840190446,0.16568344856942618
218,218,218,08-06,4.779528051961353,0.611521286761147,-0.09242011768795352
219,219,219,08-07,4.110834210190986,-0.5136132910845636,-0.2496445342765878
220,220,220,08-08,4.48846701073866,0.12178619233225647,-0.06154015353746034
221,221,221,08-09,4.0150466924414285,-0.6747839817861626,-0.2338426543737485
222,222,222,08-10,4.547834880736624,0.22167771095446165,-0.2331016531144341
223,223,223,08-11,3.720939881994603,-1.1696438434196332,-0.05280631713200943
224,224,224,08-12,4.782170418422775,0.6159672943170331,0.011135086362342143
225,225,225,08-13,4.753756665399182,0.5681587248099846,0.3531071463709161
226,226,226,08-14,4.716478256287762,0.5054346132983659,0.4040733046689908
227,227,227,08-15,5.234498738914494,1.3770483782652814,0.4391941456459829
228,228,228,08-16,4.729577172887331,0.5274746607429098,0.2502668973570187
229,229,229,08-17,3.846178714085665,-0.958918797557681,-0.1478878686576709
230,230,230,08-18,4.10846707682602,-0.5175961954167525,-0.3370560925591933
231,231,231,08-19,3.3339604276087482,-1.8207698712781528,-0.5543769454367368
232,232,232,08-20,4.041915609975068,-0.6295747301107684,-0.5842852657542966
233,233,233,08-21,4.459545490464467,0.07312326100002067,-0.3581648494981671
234,234,234,08-22,4.622925879746874,0.34802473883755025,-0.054144507399746335
235,235,235,08-23,4.65251068268557,0.397803699979096,0.4504536012574025
236,236,236,08-24,5.192585552271252,1.3065258571737723,0.9475309088156366
237,237,237,08-25,5.133327300542667,1.2068187806647401,0.9796410779919524
238,238,238,08-26,5.814463753066093,2.3528891152386366,1.3858479180662735
239,239,239,08-27,4.574048445804364,0.2657842760579152,1.469107278209744
240,240,240,08-28,6.071435335190598,2.7852657792834776,1.19731772155988
241,241,241,08-29,4.94940861379856,0.8973598608399178,0.9451594878489916
242,242,242,08-30,4.223400142625874,-0.32421148272541195,0.5222738990281542
243,243,243,08-31,4.234146022031005,-0.3061306216005896,0.31044041578894355
244,244,244,09-01,4.306478870620993,-0.1844244176863888,-0.2952040848782662
245,245,245,09-02,3.8186628314325457,-1.0052166233773487,-0.581446389150473
246,246,246,09-03,3.9117430323888165,-0.8486012247197809,-0.6117709585476192
247,247,247,09-04,3.9286855648946326,-0.8200939647933229,-0.462372038567298
248,248,248,09-05,4.1152645300005695,-0.5061588991082892,-0.17941558725234907
249,249,249,09-06,4.766893693598972,0.5902628982813373,0.5195404835812147
250,250,250,09-07,5.31548476312028,1.513314290203305,0.5936343841831954
251,251,251,09-08,6.311098649000193,3.1885198016240333,0.9087078905920776
252,252,252,09-09,4.175957479376069,-0.4040378211078968,1.1147116383727511
253,253,253,09-10,5.052218967506889,1.0703470736599705,0.9591917317270487
254,254,254,09-11,4.849861654122245,0.7298635875757523,0.4697592121276474
255,255,255,09-12,4.212318947283008,-0.34285654159287665,-0.3471242855504671
256,256,256,09-13,3.5701974796474887,-1.4232808273931032,-0.09281274730107332
257,257,257,09-14,3.3981406343931604,-1.712781184444653,-0.4151460399168424
258,258,258,09-15,5.082817313925596,1.1218314083884655,-0.4356932166808701
259,259,259,09-16,3.902797598647557,-0.8636526820346437,-0.4515640262905503
260,260,260,09-17,4.776591642667189,0.6065805269915858,-0.06915487552232698
261,261,261,09-18,4.155724583236942,-0.4380813992509578,0.6182050570167884
262,262,262,09-19,4.933845789052196,0.8711740772162371,0.4845453822716943
263,263,263,09-20,5.849225311829662,2.41137841079004,0.773339801602939
264,264,264,09-21,4.606194855661776,0.3198733599179009,0.6416805528734685
265,265,265,09-22,4.9326213382087865,0.8691138339528239,0.7539725960430483
266,266,266,09-23,4.3071025847124735,-0.18337496538523684,0.3864435510764969
267,267,267,09-24,4.556151336938259,0.2356708597665209,-0.1254253645555111
268,268,268,09-25,3.62325905278048,-1.334000192583072,-0.17270863753483653
269,269,269,09-26,4.023931173244919,-0.6598350830020082,-0.18238842956563148
270,270,270,09-27,4.4375855137256615,0.03617372204194833,0.017588832839522218
271,271,271,09-28,4.898103774987128,0.8110350817680543,-0.2468861690636173
272,272,272,09-29,5.020209620070658,1.0164886090456853,-0.3871394751312436
273,273,273,09-30,3.613049194898746,-1.3511791516523162,-0.5161904988807869
274,274,274,10-01,3.1231240970051686,-2.1755200289888297,-0.6061648123027444
275,275,275,10-02,3.563742890591421,-1.4341412254992685,-0.9333126773477428
276,276,276,10-03,4.1167424582150325,-0.5036721584897967,-1.1400361706361226
277,277,277,10-04,3.731513926920549,-1.151852108501935,-0.8853336994262065
278,278,278,10-05,4.283045926234807,-0.223852350684595,-0.7668926424096986
279,279,279,10-06,4.521303073156789,0.17703567560718106,-0.26610227807680137
280,280,280,10-07,3.545477868718544,-1.4648736868897811,-0.2213422312509714
281,281,281,10-08,5.349531573516078,1.5706009604981146,-0.04009686291291992
282,282,282,10-09,4.276354125614469,-0.2351118775348172,-0.16327022968367252
283,283,283,10-10,4.377824141059271,-0.06437989847362605,-0.3686395364503845
284,284,284,10-11,3.843817019125243,-0.9628925513091108,0.029392548569708007
285,285,285,10-12,3.788968327993273,-1.0551801649930903,-0.4503967630140011
286,286,286,10-13,4.964836633371784,0.9233188232307734,-0.3977854754883084
287,287,287,10-14,3.6386313968408612,-1.30813490900414,-0.5232857176165231
288,288,288,10-15,4.463962850839507,0.08055584761933925,-0.3428497332290449
289,289,289,10-16,3.930297734684788,-0.8173813512429142,0.8797397325962649
290,290,290,10-17,4.487241018188722,0.11972335501575815,0.7977625251019295
291,291,291,10-18,8.14864971851303,6.280356629958769,1.2104096615638276
292,292,292,10-19,4.67251078242183,0.4314555782647603,1.2168622447345547
293,293,293,10-20,5.110106566528978,1.1677479097672483,1.5450640136775606
294,294,294,10-21,4.486972379022551,0.11927134664370227,1.5915474954604047
295,295,295,10-22,5.1006457414301165,1.1518292624151203,0.2718105624143606
296,296,296,10-23,4.652998352240696,0.398624245712822,0.31823306121070194
297,297,297,10-24,3.4425462322553075,-1.6380649683174966,0.1369790812977332
298,298,298,10-25,4.8380506547674615,0.7099905710428085,0.21108693140987744
299,299,299,10-26,4.463765644025791,0.08022403028943588,0.16602569625520358
300,300,300,10-27,4.7512365691341865,0.5639184473165677,0.06909139314545719
301,301,301,10-28,4.9399600543462245,0.8814618514870775,0.5912401465817989
302,302,302,10-29,4.307336387056589,-0.18298157294565634,0.6239743059693678
303,303,303,10-30,5.304497661636241,1.4948275523005543,0.6100870196789477
304,304,304,10-31,4.954778722124033,0.9063955273682208,0.378287431093071
305,305,305,11-01,4.4142444062779305,-0.003099687453084275,0.2256217945916789
306,306,306,11-02,3.924653009455145,-0.8268790841986928,0.21820894229900292
307,307,307,11-03,4.395563465768002,-0.034531967521274305,-0.042855480065728
308,308,308,11-04,4.280902596242568,-0.22745868670171224,-0.003916820119672482
309,309,309,11-05,4.373557443578667,-0.0715589818878316,0.02797584784531067
310,310,310,11-06,5.093631669809132,1.140027487044554,0.2620802978255265
311,311,311,11-07,4.527971765221844,0.1882563203368146,0.0819572780483957
312,312,312,11-08,4.759455567914651,0.577747615682602,0.09608728181499378
313,313,313,11-09,3.753255479909088,-1.115270086184059,0.09856473752882128
314,314,314,11-10,4.331289350088535,-0.14267866410212385,-0.15528585148981458
315,315,315,11-11,4.382391903447108,-0.056694247604866514,-0.0806987660148445
316,316,316,11-12,4.188415552827506,-0.3830760470672612,-0.10863769031440984
317,317,317,11-13,4.793944880161798,0.6357788331866351,0.0281805236171061
318,318,318,11-14,4.659827023955514,0.41011406988521015,0.06655863723065009
319,319,319,11-15,4.24114110123556,-0.29436080259496344,-0.08789488021694032
320,320,320,11-16,4.4681434228588035,0.0875900175791401,-0.08975682723586602
321,321,321,11-17,3.831619837648208,-0.9834153522904092,-0.2543697285817991
322,322,322,11-18,4.181775960392393,-0.3942477291808152,-0.2111867648787684
323,323,323,11-19,4.206945055038267,-0.3518985748889634,-0.17870274952828527
324,324,324,11-20,4.813814906647195,0.6692118521033946,-0.15229357867455298
325,325,325,11-21,4.356977169819103,-0.0994567104920652,0.08731784218051149
326,326,326,11-22,4.562316956925982,0.2460450427015339,0.17888471373526962
327,327,327,11-23,4.6860599270306595,0.4542531728399778,0.2544507458211669
328,328,328,11-24,4.508297983576939,0.1551535001477337,-0.08204836649061388
329,329,329,11-25,4.476409035425107,0.10149761762642064,-0.19502320072150134
330,330,330,11-26,3.613879066465741,-1.3497828217672905,-0.06323545543381102
331,331,331,11-27,3.954115623763684,-0.7773057158773902,-0.3119687435969537
332,332,332,11-28,5.032264225972218,1.036771514427676,-0.4250206998235346
333,333,333,11-29,3.799091800836625,-1.038146556138878,-0.4719618018621214
334,334,334,11-30,4.10516142506736,-0.5231582372117517,-0.26253978245885706
335,335,335,12-01,4.3090198547323295,-0.18014899460509964,0.06553264593074397
336,336,336,12-02,4.3606655440844975,-0.0932507053477045,-0.1327457481721772
337,337,337,12-03,5.124002409780812,1.1911288544602159,-0.1599932755452045
338,338,338,12-04,4.325215254035337,-0.15289885018985114,0.6893182799135641
339,339,339,12-05,3.7019287372356513,-1.201631720377042,0.6417773616784213
340,340,340,12-06,7.133755966888847,4.5727110955408605,0.6486417077778142
341,341,341,12-07,4.139491765122903,-0.4653945040159568,0.3939916484125219
342,342,342,12-08,4.385143394404766,-0.05206462875134718,0.3773971877131575
343,343,343,12-09,4.215935429046458,-0.33677150173153764,0.5653996616132769
344,344,344,12-10,4.266040393201824,-0.25246561438603704,-0.3452359044436332
345,345,345,12-11,4.372334388310629,-0.07361687697632578,-0.3750712507316596
346,346,346,12-12,3.8864836470641966,-0.8911023008006012,-0.3335894643996396
347,347,347,12-13,4.033100693035745,-0.6444065817441154,-0.2381384337968073
348,348,348,12-14,4.533064979673083,0.19682608924077272,-0.2689470344193086
349,349,349,12-15,4.556308132604955,0.2359346818854559,-0.1001720544735234
350,350,350,12-16,4.156178753987385,-0.4373172181210445,0.10633238337449524
351,351,351,12-17,4.97417593841615,0.9390330026983854,0.27027966486694915
352,352,352,12-18,4.622866202215697,0.3479243262875107,0.35099433358456783
353,353,353,12-19,4.617726957312002,0.33927710721060816,0.0976243958561586
354,354,354,12-20,4.82088869236361,0.6811141015464849,-0.03138179466308274
355,355,355,12-21,3.6528059895646288,-1.2842849444849995,-0.26575950218856986
356,356,356,12-22,3.696150343969214,-1.2113543612364923,-0.4660954702398716
357,357,357,12-23,4.1383989597868,-0.4672332424545374,-0.7803372630120223
358,358,358,12-24,3.908480043837152,-0.8540914820202998,-1.1470516844197445
359,359,359,12-25,3.4971593961090317,-1.5461736494222962,-1.1556422989885602
360,360,360,12-26,3.5132068552988507,-1.5191724268998452,-1.221940755486805
361,361,361,12-27,3.6221723684549363,-1.3358286318978954,-1.4765734811103868
362,362,362,12-28,3.4597339874611324,-1.6091451002259611,-1.4484191830871451
363,363,363,12-29,3.230393790145437,-1.9950295961960296,
364,364,364,12-30,4.008876597697706,-0.6851656938808448,
365,365,365,12-31,,,
