,unnamed: 0,unnamed: 0,mth_day,existentialism,existentialism_norm,existentialism_ravg
34,34,34,02-04,3.5164390608776386,-1.095123202893445,-0.2356580345070837
35,35,35,02-05,3.594962434917252,-0.9700984727314348,-0.03720327582456882
36,36,36,02-06,4.944289848240933,1.1782974388590512,0.1689820239807691
37,37,37,02-07,4.9049240032601755,1.1156192337193205,-0.09034823940106514
38,38,38,02-08,4.623921738569616,0.6682080934373533,-0.01843136928725908
39,39,39,02-09,3.3004675526275773,-1.438992526797234,0.19901584285878404
40,40,40,02-10,3.7874488979420486,-0.6636219822106086,-0.19851696219284007
41,41,41,02-11,4.41438538033401,0.33458480014482395,-0.6372431452139039
42,42,42,02-12,3.4462366021206416,-1.2068993914506934,-0.8015908224517002
43,43,43,02-13,3.2516386032104347,-1.516737864407063,-0.7886645142410996
44,44,44,02-14,4.0045978280650765,-0.31787796998942336,-0.6894249266066482
45,45,45,02-15,3.3491787476011017,-1.36143467753363,-0.9874673071612642
46,46,46,02-16,4.161421019262006,-0.06818445640390068,-0.8296614913021642
47,47,47,02-17,3.291249503250153,-1.453669483182872,-0.8620434965823391
48,48,48,02-18,4.040908316505789,-0.2600644962960933,-0.7982786680837818
49,49,49,02-19,3.1296110182931334,-1.7110298960881123,-0.4082939938294093
50,50,50,02-20,4.244887703785303,0.0647110010019209,-0.25036681466998234
51,51,51,02-21,4.818787795659564,0.9784733679926046,0.13748149857495087
52,52,52,02-22,4.756550076245561,0.8793786185526611,0.2116623134815717
53,53,53,02-23,4.7528079388700775,0.8734203962867272,0.5699344596109414
54,54,54,02-24,4.320449549728743,0.18502039314363167,0.5946990654882719
55,55,55,02-25,4.479715323355171,0.4386029806881053,0.4260444775123304
56,56,56,02-26,4.338210060461268,0.21329863626590484,0.196472080796974
57,57,57,02-27,4.183233824314658,-0.033454159863044765,-0.0806711226532369
58,58,58,02-28,3.8914348712893454,-0.4980557617394775,-0.2978403974217965
59,59,59,02-29,3.708428027846508,-0.7894388244145382,-0.5043413275308367
60,60,60,03-01,3.5020739769697053,-1.1179952554677262,-0.7545723616747674
61,61,61,03-02,3.7015420889813835,-0.8004025999661353,-0.7727752835547586
62,62,62,03-03,3.39524533348566,-1.288087568597679,-0.7730316856982468
63,63,63,03-04,4.114638362846632,-0.14267169114299189,-0.7705299019184028
64,64,64,03-05,3.890468651499472,-0.4995941746004071,-0.5702541470147777
65,65,65,03-06,3.717855690833968,-0.7744281217354734,-0.8329866163862308
66,66,66,03-07,4.256788407929951,0.08365927395402374,-0.787513171749748
67,67,67,03-08,2.711467248360384,-2.376797416194855,-1.0088088584315145
68,68,68,03-09,3.5666063896910924,-1.0152469007787814,-0.9441336062190888
69,69,69,03-10,3.280712916761777,-1.4704458112335907,-0.7155409965857101
70,70,70,03-11,4.134189346469263,-0.11154266132585353,-0.8723618113698342
71,71,71,03-12,4.579278689260279,0.5971275360647995,-0.4508073993972693
72,72,72,03-13,3.6658285483629456,-0.8572656147507207,-0.22071158324972392
73,73,73,03-14,4.300042951414179,0.15252905564053393,-0.07862371005689843
74,74,74,03-15,4.433694036089898,0.3653279961064906,-0.02826134717962388
75,75,75,03-16,3.816153506735727,-0.6179185720766379,-0.2629865865332631
76,76,76,03-17,4.323973686860472,0.19063151593779376,0.04852184692446297
77,77,77,03-18,3.6947456336438536,-0.8112239000570356,0.07469238540426769
78,78,78,03-19,4.839709581588852,1.0117849859956356,0.44130582800552576
79,79,79,03-20,4.398663391348177,0.30955228651936223,0.6604163758348806
80,80,80,03-21,5.815231486034008,2.5650086517140402,0.7149958900164117
81,81,81,03-22,4.641844527109089,0.6967447148994911,1.1503136866195247
82,82,82,03-23,4.5296498407584975,0.5181086010269806,1.1825348444720367
83,83,83,03-24,5.335186950708342,1.8006828795616436,1.3743958113178607
84,84,84,03-25,4.961131032853588,1.2051119331107072,0.8858706223721017
85,85,85,03-26,5.121667733467413,1.4607180875943058,0.8942600185633522
86,86,86,03-27,3.974284686645501,-0.3661424819605146,0.8867494331711913
87,87,87,03-28,4.6734589298390965,0.7470810920469942,0.6258586282380241
88,88,88,03-29,4.5013471279156425,0.4730450886740147,0.4811782734119157
89,89,89,03-30,4.352052194918028,0.2353380499626405,0.5262424533016021
90,90,90,03-31,4.415920996240533,0.3370298041540573,0.6010230206499908
91,91,91,04-01,5.29148652605417,1.7311031669324235,0.2681099460674727
92,92,92,04-02,4.256086012823912,0.08254092212981823,0.09305445478743507
93,93,93,04-03,3.41891715186064,-1.2503973554481147,0.013932362066275508
94,94,94,04-04,3.841672143534951,-0.5772878590062107,0.006425920682356136
95,95,95,04-05,4.053890366926571,-0.23939450636431706,-0.29365365579270586
96,96,96,04-06,4.387633899580592,0.29199115585054103,-0.13921611493186886
97,97,97,04-07,4.1606737279141734,-0.06937429191794824,-0.01639418790448825
98,98,98,04-08,4.838064799151665,1.0091661672948402,0.2412586800413861
99,99,99,04-09,3.88175640472236,-0.5134657932838311,0.6800506297584247
100,100,100,04-10,4.812605133954183,0.9686293486690354,0.5910270836680191
101,101,101,04-11,5.707423600642213,2.3933571919379144,0.4607990502129464
102,102,102,04-12,4.052159668253816,-0.2421501206918923,0.282122123930796
103,103,103,04-13,3.669925478275004,-0.8507424926483849,0.21211301115159475
104,104,104,04-14,4.16474288452625,-0.06289539039806227,0.008921027509682971
105,105,105,04-15,3.6179357154002174,-0.9335204699590384,-0.654487733597985
106,106,106,04-16,4.046901255400418,-0.2505225531824353,-0.6067028481037826
107,107,107,04-17,3.2074496728227855,-1.5870953747080931,-0.39224712945223983
108,108,108,04-18,4.23223110366851,0.044559192273321536,-0.3172931979879087
109,109,109,04-19,4.478075350166164,0.4359918192608716,-0.1841816988006649
110,110,110,04-20,4.4471975119501135,0.3868281983879248,-0.14592903983913075
111,111,111,04-21,4.119549949293427,-0.13485147483557566,-0.017453792173999155
112,112,112,04-22,4.191051673181957,-0.021006599413230426,-0.04704197824516615
113,113,113,04-23,3.6915927658333487,-0.8162438887173037,-0.2064619553756206
114,114,114,04-24,4.120731681161813,-0.13296992415368045,-0.0555836166870859
115,115,115,04-25,3.8773208685185767,-0.520528043521855,0.06652961223825833
116,116,116,04-26,5.015763884761141,1.2920982305191329,0.046542458312847375
117,117,117,04-27,4.579718560943192,0.5978278987164898,0.13944659048512553
118,118,118,04-28,4.11573255375789,-0.14092952296569616,0.14559079437002995
119,119,119,04-29,4.0416905062213315,-0.2588190956836347,0.261541363135033
120,120,120,04-30,4.143885354160979,-0.096104700844254,-0.09188482270746656
121,121,121,05-01,4.314266256976142,0.1751753690681637,-0.22391375770590435
122,122,122,05-02,3.683920982144552,-0.8284588845358647,-0.2913952948209287
123,123,123,05-03,4.0821838364051,-0.19434571127413705,-0.3407086854134518
124,124,124,05-04,3.861436720951786,-0.5458187456558423,-0.3316711154324213
125,125,125,05-05,3.85585908824632,-0.5546994392387733,-0.4109967767529184
126,126,126,05-06,4.177942319712196,-0.0418792809580714,-0.3015380217630361
127,127,127,05-07,4.015337305876426,-0.30077859885481817,-0.4196547493553913
128,128,128,05-08,4.0964027726915875,-0.1717063545965709,-0.1729548215597895
129,129,129,05-09,3.637075546114803,-0.9030460768282688,-0.1687725179894569
130,130,130,05-10,4.791094910051048,0.9343808211177688,-0.21599307636439705
131,131,131,05-11,3.871619582374556,-0.5296056178167776,-0.09664653933529432
132,132,132,05-12,3.9999974813031858,-0.3252026312077125,0.046213332312752674
133,133,133,05-13,4.465079981041172,0.41530062331979817,0.19384955343886132
134,134,134,05-14,4.634752543435393,0.6854528752917111,-0.0025062444996387287
135,135,135,05-15,4.193424399574028,-0.017228750071616342,0.2642630242811386
136,136,136,05-16,4.0511523524598285,-0.24375396651323195,0.5005023506282114
137,137,137,05-17,4.876906602675391,1.0710099948678866,0.4014462669044267
138,138,138,05-18,4.890236186633543,1.0922333268747242,0.5015818186336625
139,139,139,05-19,4.091799371529944,-0.1790358790229098,0.5835031264270156
140,140,140,05-20,5.012100994717415,1.2862661856671256,0.4995311680221322
141,141,141,05-21,4.50213472361965,0.4742990966885029,0.4050850574451214
142,142,142,05-22,3.734714405017535,-0.7475857169425326,0.47923119501892497
143,143,143,05-23,4.520998107236999,0.5043333314058214,0.7876849521635415
144,144,144,05-24,5.16964674261343,1.5371101523175454,0.5394665771987479
145,145,145,05-25,5.254169234586871,1.6716866638447896,0.4573074508484281
146,146,146,05-26,4.076720725120735,-0.20304406412163625,0.5254851728895419
147,147,147,05-27,4.192528209733279,-0.018655661413416118,0.4191541650297295
148,148,148,05-28,3.9916337246784974,-0.3385193846958505,0.2781792164826464
149,149,149,05-29,4.120302845202088,-0.1336527157530524,-0.02415298849743568
150,150,150,05-30,4.638400071624418,0.6912604610350465,-0.013596314428844472
151,151,151,05-31,4.114867684320342,-0.14230656603570255,-0.03432189465590687
152,152,152,06-01,4.116502246685058,-0.13970401971008906,0.025117668380842385
153,153,153,06-02,4.114426422051014,-0.1430091427757905,0.07652036028168925
154,154,154,06-03,4.215624372050631,0.01811799352464505,-0.04972498777561373
155,155,155,06-04,4.314007536947931,0.1747634356520288,-0.00714065400735997
156,156,156,06-05,4.1626600797003075,-0.06621162730877146,0.04163292049951126
157,157,157,06-06,4.275341483274162,0.11319943657382,0.3383646181115969
158,158,158,06-07,4.30029943445531,0.15293742733113838,0.6375729697859079
159,159,159,06-08,5.232623152448757,1.6373810428967237,0.6611236740798326
160,160,160,06-09,5.343154067200683,1.8133681035705107,0.976468238217086
161,161,161,06-10,4.402755455528767,0.3160676614155766,1.1481271439197929
162,162,162,06-11,5.350997097297771,1.8258557575147487,1.283640273164027
163,163,163,06-12,4.922216854679052,1.1431528707900611,1.301251955045988
164,164,164,06-13,4.8109639144090615,0.9660162027965428,1.2104520475340397
165,165,165,06-14,5.298990599053531,1.74305113418849,1.5858726370287328
166,166,166,06-15,5.000985837391243,1.2685686584988192,1.6236011430635071
167,167,167,06-16,5.817481550095692,2.568591198383736,1.4786516475470013
168,168,168,06-17,5.49317230955308,2.052226793723396,1.5399642863250045
169,169,169,06-18,4.375992594636407,0.2734558976910252,1.4633230471952074
170,170,170,06-19,5.0420130162250985,1.3338920354645591,1.4081079932119305
171,171,171,06-20,5.0101775612209325,1.2832036994097085,1.4969763851304945
172,172,172,06-21,4.792914730294523,0.937278334599158,1.2712110277254818
173,173,173,06-22,6.152371102100855,3.1018015498951192,1.1293952836935042
174,174,174,06-23,4.642403461738956,0.6976346492933205,0.9334794822611506
175,175,175,06-24,3.8415774897736017,-0.5774385665008421,0.7744119236630338
176,176,176,06-25,4.303728531089633,0.158397226870438,0.7667545032879373
177,177,177,06-26,4.410751125258262,0.32879834782100764,0.3094756142260055
178,178,178,06-27,4.76405868796531,0.8913338123485792,0.3826388119515178
179,179,179,06-28,4.42917212220145,0.3581282155235287,0.5840997377569306
180,180,180,06-29,4.918109930378724,1.1366138356463942,0.3035002769910414
181,181,181,06-30,4.600758090806028,0.6313269883316346,0.15056014274856092
182,182,182,07-01,3.246324141518926,-1.525199537724897,0.005388798341370811
183,183,183,07-02,3.834415130712432,-0.5888424576338751,0.08884889339153056
184,184,184,07-03,4.216998417795666,0.020305745905438547,-0.3163037889602061
185,185,185,07-04,4.743681175850907,0.8588887858244871,-0.3963747642271645
186,186,186,07-05,3.3913421183674752,-1.2943022584640256,-0.4176269541479294
187,187,187,07-06,4.299020516209868,0.15090113672988456,-0.5424209306663101
188,188,188,07-07,3.1662378902878285,-1.6527126772494871,-0.5908734483978364
189,189,189,07-08,3.3641444530627163,-1.3376063167441599,-0.7472093021178239
190,190,190,07-09,4.034411092804995,-0.2704093604837187,-0.3659037715367512
191,191,191,07-10,4.154548832119422,-0.07912633649543759,-0.5353574217712055
192,192,192,07-11,4.828244886118722,0.9935309250224104,-0.18146837939198832
193,193,193,07-12,3.660455377497124,-0.8658207646768409,0.12367500564396185
194,194,194,07-13,4.499825010560187,0.4706215770258161,-0.027829241065428324
195,195,195,07-14,4.5140395879456765,0.493253993471541,-0.19164285917045235
196,196,196,07-15,3.4634860629711985,-1.1794348407400597,-0.2348955557879831
197,197,197,07-16,3.5372374574541974,-1.0620080451255818,-0.06023058669337925
198,198,198,07-17,4.665252444368076,0.7340147453172261,-0.18263044850083912
199,199,199,07-18,4.318658727285307,0.18216904989078192,-0.2966009527584918
200,200,200,07-19,4.0385762583181455,-0.2637775938189432,-0.055133690443120435
201,201,201,07-20,4.084555827874676,-0.1905690320743751,0.1067663431250024
202,202,202,07-21,4.373425598895403,0.26936873315216864,0.08871666050100106
203,203,203,07-22,4.147337725285464,-0.09060784371684476,-0.2036842017527469
204,204,204,07-23,4.597234446097934,0.6257166495732182,-0.2114321615705772
205,205,205,07-24,3.216782214702362,-1.5722361236317055,-0.4016093448953244
206,206,206,07-25,4.009379029288447,-0.3102653527259251,-0.7413386674216761
207,207,207,07-26,3.3678966158615844,-1.3316321320228586,-0.9280607199587644
208,208,208,07-27,3.0931976329373283,-1.769007202005942,-1.152801915539594
209,209,209,07-28,3.4436987466378923,-1.2109401589393758,-0.8623806159256198
210,210,210,07-29,3.7503250255455964,-0.722730523911758,-0.9664032244606908
211,211,211,07-30,4.31119899012468,0.1702916740521385,-0.9257787596521836
212,212,212,07-31,3.617382684821663,-0.9344010039363512,-0.6236013227158294
213,213,213,08-01,3.520984890854087,-1.087885343171815,-0.5063030159912901
214,214,214,08-02,4.2319159589583215,0.04405741961218351,-0.4840330153774984
215,215,215,08-03,3.8857229190336535,-0.5071503185921402,-0.20651111048325124
216,216,216,08-04,3.834246770585629,-0.5891105202290079,-0.24211218979324936
217,217,217,08-05,5.357005990737687,1.8354231034176207,-0.17676982239485292
218,218,218,08-06,3.483224417257297,-1.1480074797963395,-0.2885251555701925
219,219,219,08-07,3.7672195269557314,-0.6958311387814362,-0.3943342605976534
220,220,220,08-08,3.810779797345617,-0.6264745794398537,-0.306595513720312
221,221,221,08-09,3.4869943833222763,-1.1420049487569055,-0.6995017432773918
222,222,222,08-10,4.164879394861905,-0.06267803896495931,-0.3485629170606628
223,223,223,08-11,3.876387422585978,-0.5220142739248571,-0.21686597239187164
224,224,224,08-12,4.805694012528421,0.9576254775040348,0.10696701545302746
225,225,225,08-13,4.263503186966096,0.0943505292313106,0.461904840907262
226,226,226,08-14,5.031104390630153,1.3165233476295408,0.3757110545395513
227,227,227,08-15,4.82453371299733,0.9876220039685016,0.3268422163341029
228,228,228,08-16,3.8400687633297994,-0.5798407571712236,0.12798973426227525
229,229,229,08-17,3.692231245340952,-0.8152273031575473,-0.18082316205629687
230,230,230,08-18,4.056343009337391,-0.2354894149269313,-0.4040747957051414
231,231,231,08-19,3.0997799523168963,-1.758526848680122,-0.7008838349717985
232,232,232,08-20,4.189808200128646,-0.02298645426352621,-0.5549234142213906
233,233,233,08-21,3.706045530132724,-0.7932322316314416,-0.3692177939199453
234,234,234,08-22,4.390102570179618,0.2959217673312239,-0.3237937092323042
235,235,235,08-23,4.392039924725879,0.299006418651125,-0.15585039195107972
236,236,236,08-24,4.22751805867584,0.03705509319891488,0.3454182441961582
237,237,237,08-25,3.7326535879522655,-0.7508669449927751,0.4655234373859056
238,238,238,08-26,6.078777105376967,2.984625362619901,0.1433803387403942
239,239,239,08-27,4.158647107279145,-0.07260107249295744,-0.16551181880156127
240,240,240,08-28,3.176146115495361,-1.636936824541844,0.00888931913304234
241,241,241,08-29,3.228018003951981,-1.5543465266006082,0.2313442645834772
242,242,242,08-30,4.884727193343551,1.0834619208065366,-0.262479568405978
243,243,243,08-31,4.57094755743803,0.5838627277098342,-0.17514510747156375
244,244,244,09-01,4.217863020751048,0.02168236468316984,0.033890088223569204
245,245,245,09-02,4.487756229943813,0.4514056931135282,0.5535390482734043
246,246,246,09-03,3.963869416529143,-0.3827256503710463,0.2465595658241501
247,247,247,09-04,5.186250888266011,1.5635472336984022,0.4430014804603124
248,248,248,09-05,3.72791295227554,-0.7584149738889876,0.3855627418590324
249,249,249,09-06,5.311214635161521,1.7625142155268076,0.5073970392381189
250,250,250,09-07,4.001412232988944,-0.3229500669245104,0.35088029008543925
251,251,251,09-08,4.9468737225337005,1.1824114773880472,0.09296793642495448
252,252,252,09-09,3.3740553907158057,-1.3218261452871238,0.5313587692075278
253,253,253,09-10,4.214340058000218,0.01607311173549389,0.6698596529703305
254,254,254,09-11,5.379934626396315,1.871930022806452,0.4343668066735904
255,255,255,09-12,5.8331380987721575,2.593519518103624,0.039460824109854416
256,256,256,09-13,3.1139865454733533,-1.7359071447049514,0.3432121506274135
257,257,257,09-14,3.458719332319028,-1.1870244179943683,0.3789594143895964
258,258,258,09-15,4.518704725111951,0.5006818138182308,0.02649449826059021
259,259,259,09-16,4.3490492036062065,0.2305566943085911,-0.4925242739445938
260,260,260,09-17,4.0517141498949965,-0.2428594739675852,-0.005411244672290631
261,261,261,09-18,3.8772799994679397,-0.5205931151274803,0.4936805807939064
262,262,262,09-19,4.949611795656417,1.186771030928868,0.4962386780947541
263,263,263,09-20,5.3394851955404175,1.8075265348028136,0.5382182347394799
264,264,264,09-21,4.5283445986437165,0.5160303976233174,0.6997482681447483
265,265,265,09-22,4.507243974712344,0.4824340341769466,0.8422696761065791
266,266,266,09-23,4.660420117839598,0.7263207264640251,0.7645600108629114
267,267,267,09-24,4.4143543116398085,0.3345353326435033,0.1748538735438194
268,268,268,09-25,4.656772526056819,0.7205130394668621,0.04494576979226369
269,269,269,09-26,3.1172504968135963,-1.7307102891117383,-0.060041753678443124
270,270,270,09-27,4.038801964553239,-0.2634182248860169,-0.01541233389830332
271,271,271,09-28,4.111611467561145,-0.1474911066472943,0.0573638613900223
272,272,272,09-29,4.82860057068404,0.994097245144864,-0.23592274548911416
273,273,273,09-30,4.688602409423343,0.771192504373457,-0.04194679861539526
274,274,274,10-01,3.5515581943192385,-1.0392066018079569,-0.2086279498404064
275,275,275,10-02,3.848224879784823,-0.5668546078694251,-0.2782080940031804
276,276,276,10-03,3.4106846457139306,-1.2635051322360835,-0.5217370547166992
277,277,277,10-04,3.849407293455248,-0.5649719716239384,-0.7735126429381259
278,278,278,10-05,3.910891779144656,-0.4670765191362486,-0.4962445639957751
279,279,279,10-06,3.739817221292834,-0.7394610249551035,-0.3226516705207693
280,280,280,10-07,4.596408683202002,0.6244018718461477,-0.1789724375484041
281,281,281,10-08,4.502388245094703,0.4747027529806101,-0.016396683668341808
282,282,282,10-09,3.9521220783463744,-0.4014297344018928,-0.17874925187855162
283,283,283,10-10,4.462053929772102,0.4104825516564353,-0.16748908667031204
284,284,284,10-11,3.2990861904418898,-1.4411919283975074,-0.062303892472791736
285,285,285,10-12,3.782249762274863,-0.6719000337056661,-0.2088020052833236
286,286,286,10-13,4.992786088057749,1.2555130370312697,0.1914014918121331
287,287,287,10-14,3.950328212167824,-0.4042859238825808,0.4851110036482476
288,288,288,10-15,5.460239497372173,1.999791248170847,0.9266313328543494
289,289,289,10-16,5.5688619265746775,2.1727396226731237,1.153830251149103
290,290,290,10-17,4.962900985070997,1.2079300468391032,1.2647831473260909
291,291,291,10-18,4.638420807133099,0.6912934760628556,1.0645166869882772
292,292,292,10-19,5.410898365012604,1.9212304140931973,1.0170787843111777
293,293,293,10-20,3.1956488066301523,-1.6058846859094642,0.7248057092523834
294,294,294,10-21,5.281475623821311,1.7151638321082492,0.4971159219606413
295,295,295,10-22,4.467466964243137,0.41910117232035865,0.5720035914675882
296,296,296,10-23,4.1048801610624235,-0.1582086769113496,0.4061133935387729
297,297,297,10-24,4.920625734559646,1.1406194931045368,0.5449833401241271
298,298,298,10-25,4.785761655918804,0.9258892265203064,0.34095944257798444
299,299,299,10-26,3.7189630378763647,-0.7726650063973398,0.5176750906056442
300,300,300,10-27,4.51263678053284,0.4910204468313941,0.3819298830907248
301,301,301,10-28,5.133398044154161,1.4793950604863175,0.43308525827875183
302,302,302,10-29,3.5933411228273533,-0.9726799220008664,0.37186644819382336
303,303,303,10-30,5.113398443838252,1.4475517442326988,0.41234833527503184
304,304,304,10-31,4.5550661359366496,0.5585763660107357,0.3767998312527531
305,305,305,11-01,3.871514026324234,-0.5297736839100888,0.27033442003752745
306,306,306,11-02,4.378676636442645,0.27772942269772144,0.5180408224369724
307,307,307,11-03,4.732196299684825,0.8406025931949633,0.3260089168244313
308,308,308,11-04,4.526792087084453,0.5135584923958034,0.5152355674932347
309,309,309,11-05,4.389749940102378,0.2953603105574529,0.7318668781006642
310,310,310,11-06,5.268143383108892,1.6939362700235558,0.7295083502260885
311,311,311,11-07,4.687862347627201,0.7700141797344879,0.6228561701846075
312,312,312,11-08,4.369788815629681,0.2635782554502669,0.39851967359216783
313,313,313,11-09,4.330290739975864,0.20068951294607745,0.1434204592727223
314,314,314,11-10,3.681407724654502,-0.8324604871588343,-0.1228626956535798
315,315,315,11-11,3.4284400777770427,-1.2352349753592202,-0.4995059860078539
316,316,316,11-12,4.2646882227915,0.09623734046574328,-0.5136850623805241
317,317,317,11-13,3.2685286559803544,-1.4898455623911568,-0.5207909624685599
318,318,318,11-14,4.316356718662721,0.17850379721424528,-0.3425449518025714
319,319,319,11-15,4.303513033687935,0.1580541124178629,-0.4023788794690841
320,320,320,11-16,4.353105787035793,0.2370155768370965,-0.3891478826427539
321,321,321,11-17,3.2029633160358166,-1.594238541358296,0.3331310550680616
322,322,322,11-18,4.3145475991579785,0.17562332142372372,0.3559486033302897
323,323,323,11-19,5.990347568765402,2.8438280638737363,0.3480575191139588
324,324,324,11-20,4.40234182934635,0.3154090867876138,0.322180854179628
325,325,325,11-21,4.273776458050741,0.11070760711987776,0.6756868356050809
326,326,326,11-22,4.25559277323909,0.08175558723111212,0.616875648272423
327,327,327,11-23,4.535106918445104,0.5267973471944212,0.11410935279475773
328,328,328,11-24,4.092924907967913,-0.17724380257222408,0.35978316720524584
329,329,329,11-25,4.09573491942095,-0.17276970899225558,0.4226637359890231
330,330,330,11-26,5.328133236967647,1.7894519732505425,0.4970684505514422
331,331,331,11-27,4.510734110318446,0.4879910198225413,0.4868309663055152
332,332,332,11-28,4.5359777446439296,0.5281838746056258,0.8706747503924662
333,333,333,11-29,4.496528224279915,0.4653724417188597,0.9600575027992132
334,334,334,11-30,5.539392770362014,2.1258189019494824,0.4558473961012959
335,335,335,12-01,4.432562775357782,0.3635268054482247,0.4445137905340093
336,336,336,12-02,3.428079763475353,-1.2358086669369603,0.3944496520793703
337,337,337,12-03,4.4680248184195905,0.4199893864188217,0.2569524990758996
338,338,338,12-04,4.34731722613289,0.2277990438777922,-0.06391710259203975
339,339,339,12-05,3.978387195988177,-0.3596104763019645,-0.2112807670729271
340,340,340,12-06,4.33023533165061,0.2006012919418461,-0.10790207981444516
341,341,341,12-07,3.8772410179317336,-0.5206551814370992,-0.212825964638805
342,342,342,12-08,3.817649570191335,-0.6155365433860686,-0.25449723634778154
343,343,343,12-09,4.072632125642269,-0.2095539225273373,-0.19696204316727892
344,344,344,12-10,4.1902841887072455,-0.022228586376067096,-0.24740497905050965
345,345,345,12-11,4.195201460911589,-0.014399317218949185,-0.2518336185285089
346,346,346,12-12,4.140147361844198,-0.1020563233575381,-0.10130155621960024
347,347,347,12-13,3.8605522373792662,-0.5472270183050951,-0.08757764996599927
348,348,348,12-14,4.384911043260855,0.28765583046738397,0.08722919537947399
349,349,349,12-15,4.124348970268431,-0.12721048500573162,0.198739032354272
350,350,350,12-16,4.84902218161283,1.0266124856967729,0.11271681214193564
351,351,351,12-17,4.615412500432585,0.6546597046298386,0.18752238827110854
352,352,352,12-18,3.8159832561653455,-0.6181896446315561,0.07378528969890026
353,353,353,12-19,4.142447806057311,-0.09839356153005777,0.26015721682178444
354,354,354,12-20,3.9563068436696454,-0.3947667609658656,0.1425097283432226
355,355,355,12-21,4.826668544563374,0.9910210777315732,0.25628789841345906
356,356,356,12-22,4.405682160931211,0.3207275548254017,0.15737864430515786
357,357,357,12-23,5.0441714728882285,1.337328725051257,0.003024302109401878
358,358,358,12-24,3.443255955913897,-1.2116451692813637,-0.062034945523962576
359,359,359,12-25,3.560782543616677,-1.0245196147045934,-0.4544433120891913
360,360,360,12-26,3.711139109412721,-0.7851222467660522,-0.7727559512669879
361,361,361,12-27,3.347926111567276,-1.3634291216597991,-1.1540601024804806
362,362,362,12-28,3.2061603193576813,-1.5891482802413783,-1.211257877786325
363,363,363,12-29,3.6072739031132364,-0.9504961822296988,
364,364,364,12-30,3.2277132085508176,-1.5548318211164278,
365,365,365,12-31,,,
