,unnamed: 0,unnamed: 0,mth_day,sean connery,sean connery_norm,sean connery_ravg
273,273,273,09-30,0.2758307279579629,1.4632336133610837,0.14362485181443754
274,274,274,10-01,0.2263130413799915,0.9043944685177108,0.4045916471346416
275,275,275,10-02,0.08342114506498076,-0.7082330724719055,0.3919590123793868
276,276,276,10-03,0.23934628602472355,1.051483070492842,0.27480562793364954
277,277,277,10-04,0.10035994850175868,-0.5170677115382211,0.09462904280992364
278,278,278,10-05,0.09788699426804692,-0.5449766007596144,0.046231143087069416
279,279,279,10-06,0.18004007599839328,0.3821741026187283,0.14461830518586902
280,280,280,10-07,0.20058235964494514,0.6140070701805854,0.10783902183853944
281,281,281,10-08,0.135728554462401,-0.11791009987910787,0.036298540235319116
282,282,282,10-09,0.2197926268851237,0.8308073704088647,0.2712815060881911
283,283,283,10-10,0.06232554259064527,-0.9463106011575432,0.4291972043634905
284,284,284,10-11,0.22281538872608933,0.8649211943576174,0.3952702798908456
285,285,285,10-12,0.2639957558224621,1.329668292270525,0.33525337052321863
286,286,286,10-13,0.1825451534675384,0.4104455233447163,0.04867354158202991
287,287,287,10-14,0.1038206410508134,-0.4780115560848699,0.09257768259570487
288,288,288,10-15,0.06743282589384866,-0.8886716032382677,0.15001086453586762
289,289,289,10-16,0.08566712323241871,-0.6828857550754932,0.024985779958476728
290,290,290,10-17,0.2533496667421972,1.2095202859985938,-0.06762946490647116
291,291,291,10-18,0.1975263288725362,0.5795177848061797,-0.04859180456160359
292,292,292,10-19,0.13330637651482596,-0.14524594584497105,-0.11099710823759508
293,293,293,10-20,0.11394198892166707,-0.3637855940156645,-0.1995006978286464
294,294,294,10-21,0.03425512569072179,-1.2631034252942166,-0.5438359205993831
295,295,295,10-22,0.038614302568361104,-1.213907292621801,-0.7947981785945718
296,296,296,10-23,0.07028428419427851,-0.856491050625827,-0.5023851167796836
297,297,297,10-24,0.06410256410256425,-0.9262557631649526,-0.5638837909746668
298,298,298,10-25,0.2887674083326258,1.6092324250443588,0.026199529013414085
299,299,299,10-26,0.08124629712719053,-0.7327776391855642,0.05242039086767943
300,300,300,10-27,0.3479721710732317,2.2773964946342686,0.1605491099352871
301,301,301,10-28,0.052554590371224674,-1.056582121496209,0.31273276364480923
302,302,302,10-29,0.1277707799446931,-0.20771873622018105,0.2405620752517942
303,303,303,10-30,0.1450108097351144,-0.013153840907819844,0.500255370901087
304,304,304,10-31,0.2503979537845193,1.1762082946862689,0.10069359999250434
305,305,305,11-01,0.21931190694376412,0.8253821347101921,0.3881091571769195
306,306,306,11-02,0.13554566455924355,-0.11997413081722665,0.4028354540795312
307,307,307,11-03,0.20535870521840235,0.6679112216102824,0.5328724504767285
308,308,308,11-04,0.1355999969335859,-0.11936095480451085,0.2349021397468611
309,309,309,11-05,0.2141448132195187,0.7670681374753641,0.07422778674352694
310,310,310,11-06,0.09198241766028076,-0.6116135696929358,0.2749063027299761
311,311,311,11-07,0.13388959184770186,-0.13866398330981294,0.20456081250328406
312,312,312,11-08,0.24223614194519524,1.0840969651014685,0.11129598134557013
313,313,313,11-09,0.16795961495035708,0.24583828025013005,0.3518608256550672
314,314,314,11-10,0.08601586825581263,-0.6789499417507945,0.4257088484096931
315,315,315,11-11,0.342040806248441,2.2104572033323464,0.23612848038832324
316,316,316,11-12,0.13124362488503266,-0.16852543316517993,-0.02703598315217793
317,317,317,11-13,0.0330994306897922,-1.2761461914380323,-0.15919423199791582
318,318,318,11-14,0.1023250901410756,-0.4948898161415384,0.25389783224488205
319,319,319,11-15,0.097697850303885,-0.5471112128242974,-0.08407478003179085
320,320,320,11-16,0.3056357379851082,1.7996024437059928,0.051412689927706035
321,321,321,11-17,0.1623580974645559,0.18262152967230907,0.3122242862396956
322,322,322,11-18,0.2032753656956414,0.6443993865918013,0.6025276032380418
323,323,323,11-19,0.17175958362911947,0.2887233864339048,0.4900874819271965
324,324,324,11-20,0.25666447881470045,1.2469300858485388,0.13081619940749667
325,325,325,11-21,0.03791920304301703,-1.221751940689369,0.15885340366336154
326,326,326,11-22,0.1146296182982445,-0.3560252514122065,0.13427999870715362
327,327,327,11-23,0.17726404139144664,0.3508447552074985,-0.06340244087251655
328,328,328,11-24,0.1902109462539849,0.4969589568545536,-0.3966483653641279
329,329,329,11-25,0.06666196644822145,-0.8973712510441163,-0.4301946674211557
330,330,330,11-26,0.07949470757055982,-0.7525454611011291,-0.19715098170187487
331,331,331,11-27,0.02008435428800969,-1.4230297530315366,-0.2356303606038064
332,332,332,11-28,0.23852699694365306,1.0422368629034786,-0.43427479976426936
333,333,333,11-29,0.15680652861594255,0.1199684817959094,-0.2124077077212044
334,334,334,11-30,0.08460188322142033,-0.6949076781082244,0.14831693534158893
335,335,335,12-01,0.1846173233031918,0.4338313012142737,0.22981744812331195
336,336,336,12-02,0.2712735045387674,1.4118023972756308,-0.08101689417904187
337,337,337,12-03,0.06341399808739398,-0.9340266763411984,-0.30122101580957955
338,338,338,12-04,0.0732723148209998,-0.8227691909106444,-0.2876973997395324
339,339,339,12-05,0.03973528786238507,-1.2012562479873163,-0.5081252259945238
340,340,340,12-06,0.09179169647773862,-0.6137659816879417,-0.8503141998270211
341,341,341,12-07,0.06742715027101391,-0.8887356563156753,-0.7139045510074383
342,342,342,12-08,0.0893491725048228,-0.6413314457193519,-0.6868873180450056
343,343,343,12-09,0.1359360141142318,-0.1155687834237021,-0.3431626092662256
344,344,344,12-10,0.08763599230904766,-0.6606657931360482,-0.42370451823091343
345,345,345,12-11,0.22247609142419505,0.8610920046853637,-0.3725876898609667
346,346,346,12-12,0.048971693176544914,-1.0970174354760691,-0.2913247648454181
347,347,347,12-13,0.0946033469577267,-0.5820346860959947,-0.22865492559823355
348,348,348,12-14,0.13255250307097627,-0.15375389562606015,0.09031817861442724
349,349,349,12-15,0.16925435431679972,0.26045025205940553,0.20349152513337665
350,350,350,12-16,0.2572176368335949,1.2531728321399165,0.3288165290399551
351,351,351,12-17,0.2826445569329184,1.5401320837990606,0.3953171341231711
352,352,352,12-18,0.11560057185577532,-0.3450674120365977,0.2562816805438771
353,353,353,12-19,0.12995830893712484,-0.18303105559669905,0.4725474179105412
354,354,354,12-20,0.05863448128857055,-0.9879666171018244,0.3921882285789036
355,355,355,12-21,0.2842317580934565,1.5580446762593902,0.03776470126588324
356,356,356,12-22,0.2144947761925514,0.771017696150091,0.2386622065951481
357,357,357,12-23,0.09421574012627827,-0.5864090800790619,0.12832221489341175
358,358,358,12-24,0.22240747464687108,0.8603176199389911,0.1608244425084552
359,359,359,12-25,0.07129619290764855,-0.8450710058071169,-0.2152900944423942
360,360,360,12-26,0.07591424919651145,-0.7929532514115636,-0.37974057818035706
361,361,361,12-27,0.08427094364438058,-0.6986425454457061,-0.3515390858841864
362,362,362,12-28,0.12706488600172156,-0.21568520627768625,-0.5618492943028297
363,363,363,12-29,0.10920902758051604,-0.4172001263020381,
364,364,364,12-30,0.11059632024886276,-0.4015436305728687,
365,365,365,12-31,,,
