,unnamed: 0,unnamed: 0,mth_day,based on a comic,based on a comic_norm,based on a comic_ravg
33,33,33,02-03,0.7157931444340316,0.7441533833827059,-0.4894971356240052
34,34,34,02-04,0.5808163381922266,-0.042706191404280384,-0.2112820233477315
35,35,35,02-05,0.3406385814275098,-1.4428442804817234,-0.29566119468312385
36,36,36,02-06,0.5992304665485734,0.06464064552258415,0.23814236103782715
37,37,37,02-07,0.5561571730289858,-0.1864590386911654,0.07647109729055591
38,38,38,02-08,0.981320565601518,2.292069647898843,0.07668934851165568
39,39,39,02-09,0.5493959507727052,-0.2258741991009212,-0.013964351439164488
40,40,40,02-10,0.5810409692729913,-0.04139668407768196,-0.03391397808134506
41,41,41,02-11,0.2473349174540969,-1.9867664801866445,-0.11043505318241374
42,42,42,02-12,0.5786976779075487,-0.055057114330499285,-0.5914388468470123
43,43,43,02-13,0.477399254907743,-0.6455854892975774,-0.6905086333601248
44,44,44,02-14,0.486256201340978,-0.5939531140887481,-0.682184702829856
45,45,45,02-15,0.4474301835094622,-0.8202929181795957,-0.4560501912209627
46,46,46,02-16,0.5896082226510174,0.008546899103930606,-0.5937864777612144
47,47,47,02-17,0.4800797309078706,-0.6299594105332847,-0.4874869722498474
48,48,48,02-18,0.4369351221236236,-0.8814748335720091,-0.5533822688676614
49,49,49,02-19,0.5868060783264578,-0.007788456229375828,-0.547272802373944
50,50,50,02-20,0.41843467153698377,-0.9893248937956326,-0.5413711514924753
51,51,51,02-21,0.4537182402473104,-0.7836361192172915,-0.3893808388643681
52,52,52,02-22,0.5956823889677997,0.043956804392743166,-0.20920420395254974
53,53,53,02-23,0.6365129825496707,0.2819824652353584,-0.2660560901623696
54,54,54,02-24,0.6223786308694627,0.19958497589890087,-0.2977732197241632
55,55,55,02-25,0.5282923134161074,-0.3488997734882949,-0.307620158282949
56,56,56,02-26,0.3857903955676606,-1.1796276711663942,-0.5805598286938617
57,57,57,02-27,0.4435834586889823,-0.8427177505700059,-0.8198367011138779
58,58,58,02-28,0.3147642211837007,-1.593681218072733,-1.1838305963003708
59,59,59,02-29,0.3902416344083597,-1.1536787692847386,-1.366569141742766
60,60,60,03-01,0.2477445662556781,-1.984378395220056,-1.3167371370879668
61,61,61,03-02,0.34021200507571703,-1.4453310461426665,-1.4437418421854509
62,62,62,03-03,0.4370790756761981,-0.8806356432375972,-1.2830738978440424
63,63,63,03-04,0.31286618698482954,-1.6047459811549132,-0.7529040693422865
64,64,64,03-05,0.4801287666822564,-0.6296735520242798,-0.28929726782588944
65,65,65,03-06,0.9359092415132614,2.0273402017257967,-0.2832142954604496
66,66,66,03-07,0.7249033942785964,0.7972624138783261,0.09280922510789673
67,67,67,03-08,0.3464727932162172,-1.4088332119500273,0.27859341189927594
68,68,68,03-09,0.8240944123722409,1.3755054801724809,0.21569044615569044
69,69,69,03-10,0.5040811660244114,-0.4900408604066376,-0.19038068845447406
70,70,70,03-11,0.4153870387455633,-1.007091346485793,-0.5219598793570693
71,71,71,03-12,0.5179679471863492,-0.4090866059351908,-0.4332683454014288
72,72,72,03-13,0.38363157166864703,-1.1922127315372455,-0.6581192736198607
73,73,73,03-14,0.4377569336977745,-0.8766840082161846,-0.6803681059035965
74,74,74,03-15,0.592670703665548,0.026399910861889805,-0.3854570482358837
75,75,75,03-16,0.4811819619949157,-0.6235338541090534,-0.2715502137223078
76,76,76,03-17,0.7189188553355063,0.7623749995204836,-0.1937875569280396
77,77,77,03-18,0.6352044749562639,0.2743544011462649,0.026874919960625576
78,78,78,03-19,0.463667365057647,-0.7256367907716359,0.0273348309022184
79,79,79,03-20,0.6648697554174657,0.4472908531158061,-0.04356702494458668
80,80,80,03-21,0.5931440585972866,0.029159376511446768,-0.000124523221136393
81,81,81,03-22,0.4082075225996066,-1.048944989189884,0.15991914807300445
82,82,82,03-23,0.763631256320443,1.0230300098611853,0.8843542288447424
83,83,83,03-24,0.7999264988295406,1.23461642891111,0.7610646987279491
84,84,84,03-25,1.2092789328540805,3.620973693858792,0.7773997721443163
85,85,85,03-26,0.537976259667178,-0.2924463275849541,1.043787158592724
86,86,86,03-27,0.6099566343867867,0.1271698170096508,0.7483445991505259
87,87,87,03-28,0.6823818718586193,0.549379329500562,0.2984618502565734
88,88,88,03-29,0.459552401242333,-0.7496253467920029,-0.4632778024307026
89,89,89,03-30,0.336892901160515,-1.4646800644526046,-0.418105413027446
90,90,90,03-31,0.42527231615652494,-0.9494642222648648,-0.08279799101080808
91,91,91,04-01,0.5844691159327703,-0.021411991165414423,-0.1646174269997314
92,92,92,04-02,0.9550656707372516,2.139014349109478,-0.062110971681811726
93,93,93,04-03,0.5981707126213663,0.05846271356702205,0.34037025795389925
94,94,94,04-04,0.5650552970676271,-0.1345866148844851,0.6058173198496937
95,95,95,04-05,0.7511393513981665,0.9502073133616612,0.4020139961395204
96,96,96,04-06,0.6984788535542394,0.6432181491099018,-0.11614115087727267
97,97,97,04-07,0.3747082695201616,-1.244231933426454,-0.07243128912487343
98,98,98,04-08,0.4217639549818339,-0.9699165329912802,0.05275311092017964
99,99,99,04-09,0.6431582890300808,0.3207218840814176,-0.05688268626198415
100,100,100,04-10,0.6938990530627319,0.6165197853858333,-0.07956873884237231
101,101,101,04-11,0.6382987107481837,0.29239253026867856,0.018660094567021297
102,102,102,04-12,0.6751296485246375,0.5071018336275729,-0.13753457334812472
103,103,103,04-13,0.4758085011698627,-0.6548589329700922,-0.3774499562265656
104,104,104,04-14,0.2610034474956554,-1.9070845404821564,-0.4253971495072896
105,105,105,04-15,0.3962297656682472,-1.118770413189228,-0.5004300036800912
106,106,106,04-16,0.6445502806159381,0.32883662570148964,-0.4242500193400254
107,107,107,04-17,0.5610725168200469,-0.1578045947681304,-0.13862724974737442
108,108,108,04-18,0.7535365052135691,0.9641817396679672,0.16785463373657195
109,109,109,04-19,0.7697805170024844,1.0588776845858134,0.4790309363965954
110,110,110,04-20,0.5764443250995276,-0.06819323957847817,0.35541954157171274
111,111,111,04-21,0.7165022884183478,0.7482874027709123,0.225462245218471
112,112,112,04-22,0.5173255114969434,-0.4128317432478061,0.1211314230533353
113,113,113,04-23,0.4273163445246611,-0.937548372887581,-0.17909743641585388
114,114,114,04-24,0.6461559131511746,0.3381968066771529,-0.3549290559411391
115,115,115,04-25,0.4607754500914698,-0.7424954722293216,-0.6464529360754719
116,116,116,04-26,0.3954728440349009,-1.1231829567301896,-0.7014592727682362
117,117,117,04-27,0.4164566624037948,-1.0008558780350847,-0.5215747440951185
118,118,118,04-28,0.4607112446995114,-0.7428697634043914,-0.6873280940237875
119,119,119,04-29,0.6124592082625739,0.1417587991511253,-0.5082458778798036
120,120,120,04-30,0.4755573068879766,-0.6563232928948615,-0.4538969990666311
121,121,121,05-01,0.6450925483210739,0.3319978246345823,-0.07032194602481813
122,122,122,05-02,0.4514104343248394,-0.7970896838511543,0.14570131260984767
123,123,123,05-03,0.8112442758935137,1.3005944402157923,0.4967814938296276
124,124,124,05-04,0.6830492358132229,0.5532697884036033,0.4988691018954954
125,125,125,05-05,0.9738020687748976,2.248239886469805,0.2662149449539086
126,126,126,05-06,0.4777059393386277,-0.6437976444996543,0.21556764640084247
127,127,127,05-07,0.4056375090554747,-1.0639271170149387,-0.0540893594748626
128,128,128,05-08,0.3992826278710481,-1.1009734751695512,0.2335945325858226
129,129,129,05-09,0.5337047305914161,-0.317347595038438,-0.3660129079489323
130,130,130,05-10,0.9791426242789508,2.2793731407677145,-0.3037383079502861
131,131,131,05-11,0.3566670684609167,-1.3494047567387246,-0.15294356244312604
132,132,132,05-12,0.541800933315758,-0.27015004450777663,-0.02015050303342392
133,133,133,05-13,0.5608402450870897,-0.15915864397197865,0.04433965449941158
134,134,134,05-14,0.535957457468582,-0.30421511871133844,-0.443533965277771
135,135,135,05-15,0.6000800466711842,0.06959335015857504,-0.10645745171996407
136,136,136,05-16,0.4770076170384549,-0.6478685778953809,-0.07609375677733073
137,137,137,05-17,0.7035969099498921,0.6730543246081169,0.1071438130028978
138,138,138,05-18,0.5730522114373968,-0.08796787485197646,0.414427585129193
139,139,139,05-19,0.7494341651074999,0.9402667747093926,0.4161116512882541
140,140,140,05-20,0.8522236643030361,1.5394875140464326,0.5016062014924937
141,141,141,05-21,0.6018133409890032,0.07969774711294107,0.08415187458359348
142,142,142,05-22,0.5650013204189233,-0.13490127666994314,0.1387984958580427
143,143,143,05-23,0.2739396729779235,-1.8316716368452841,-0.020494325695636032
144,144,144,05-24,0.6292962477143457,0.2399118527947188,-0.3386950739731322
145,145,145,05-25,0.5854849396077767,-0.015490154612679812,-0.10076160860983616
146,146,146,05-26,0.5247213592732518,-0.3697169756185443,-0.22154632792369172
147,147,147,05-27,0.8467020119680171,1.5072985392927172,-0.09539727961135107
148,148,148,05-28,0.44068585541201466,-0.8596095925530767,-0.17346611256300395
149,149,149,05-29,0.4037762755731381,-1.0747773469712398,0.4044325020618896
150,150,150,05-30,0.5489453281107424,-0.2285011449151987,0.4709897925503932
151,151,151,05-31,1.1802765275839284,3.451901533136682,0.18980583815097105
152,152,152,06-01,0.5932242341706816,0.029626767312477324,0.40738067561965546
153,153,153,06-02,0.5572985655534531,-0.17980518710381588,0.7987867785251485
154,154,154,06-03,0.6646207806854579,0.44583943225903017,1.296539457892104
155,155,155,06-04,0.8066238540222158,1.2736592704617171,0.7995926245602066
156,156,156,06-05,1.061248176893697,2.758014931286535,0.7859544249767207
157,157,157,06-06,0.6688030811056802,0.4702205331452971,1.120421604521119
158,158,158,06-07,0.5791873664881685,-0.05220243018843807,1.037924010592672
159,159,159,06-08,0.9015427976948392,1.8269978901625736,1.243982301282377
160,160,160,06-09,0.5797116397823211,-0.049146131311651284,0.9608678341968496
161,161,161,06-10,1.0187055839888717,2.5100090145999467,0.9700292666457652
162,162,162,06-11,0.7698577855771768,1.059328128773372,0.8934097860508822
163,163,163,06-12,0.6782323180280834,0.5251891278387898,0.8021151454090673
164,164,164,06-13,0.5003281663107828,-0.5119193137577356,0.9231974028992324
165,165,165,06-14,0.8075794572284438,1.2792300463116852,0.4593142967091593
166,166,166,06-15,0.7043333405196709,0.6773474136293387,0.2502270770365886
167,167,167,06-16,0.541262374430054,-0.27328962254049155,0.5103817873991335
168,168,168,06-17,0.5546585858087375,-0.19519518926205204,0.359416536713961
169,169,169,06-18,0.9459917993281938,2.0861173900140595,0.23658748059250465
170,170,170,06-19,0.34494994094068915,-1.417710817868771,0.02096183689919166
171,171,171,06-20,0.681159895922671,0.5422557095829469,-0.10108991235744796
172,172,172,06-21,0.4824045873179135,-0.6164064485305392,0.16917844966235476
173,173,173,06-22,0.41564284200957147,-1.0056001180803291,-0.0526147210503148
174,174,174,06-23,0.832827358249583,1.4264149828567645,-0.0298788898618025
175,175,175,06-24,0.7177152316536329,0.7553583657380422,0.09958763350342438
176,176,176,06-25,0.3683503796929963,-1.2812958307376972,0.2272158725647606
177,177,177,06-26,0.8144109490890438,1.3190548497743082,0.3927268828032955
178,178,178,06-27,0.6137636199592458,0.14936298583747826,0.11574841460698955
179,179,179,06-28,0.585992024575469,-0.012534056649120077,0.3222363676076052
180,180,180,06-29,0.5477523316541025,-0.2354558263210717,0.4584567085896671
181,181,181,06-30,0.930239183701693,1.9942860837417358,0.164404510503239
182,182,182,07-01,0.5085526762151366,-0.4639737848453261,0.16718114354076688
183,183,183,07-02,0.5117630980274357,-0.4452583387442599,0.3277962873763582
184,184,184,07-03,0.6166214187700116,0.16602278406264562,0.4081171512044925
185,185,185,07-04,0.7513022261183439,0.9511568063644276,0.06801406215274212
186,186,186,07-05,0.6304211128813457,0.24646935664773426,0.005408631727783626
187,187,187,07-06,0.5801942946963972,-0.04633245056876587,-0.012211188403234152
188,188,188,07-07,0.4441171810676673,-0.8396063673950771,0.04469405516966518
189,189,189,07-08,0.493628220160693,-0.5509772595303666,0.04007480878178321
190,190,190,07-09,0.6751901007712031,0.5074542455000416,0.017082522248888298
191,191,191,07-10,0.7465479511905786,0.923441328037136,0.3515679334282685
192,192,192,07-11,0.6067567221525673,0.10851563745036476,0.7876405391411923
193,193,193,07-12,0.9244572914149044,1.9605800165075151,0.8724808574613964
194,194,194,07-13,0.8929369412486868,1.7768292668824652,1.0196187139230697
195,195,195,07-14,0.5809485673306387,-0.04193534960914231,0.9084562079078689
196,196,196,07-15,0.8266290505825837,1.3902813842700803,0.9959100639144084
197,197,197,07-16,0.632135973374874,0.2564662919459319,0.908206568075148
198,198,198,07-17,0.6967670052236399,0.6332387734896021,0.32333179870816764
199,199,199,07-18,0.8341900711081845,1.4343590414719536,0.18227453930675594
200,200,200,07-19,0.29096527349382445,-1.7324193493194169,0.014188457934495894
201,201,201,07-20,0.4357679609203122,-0.8882789060176125,0.009965262312488343
202,202,202,07-21,0.6536295231118553,0.3817648960365204,-0.13158842014300567
203,203,203,07-22,0.6277893264600372,0.2311271182138866,-0.6587482851117469
204,204,204,07-23,0.5510754644570557,-0.216083321243362,-0.3085844003507084
205,205,205,07-24,0.29162041396240196,-1.7286001483404934,-0.1915262566684421
206,206,206,07-25,0.6513650526213527,0.3685639592468137,-0.2161096928336352
207,207,207,07-26,0.5562479160617664,-0.18593004392401494,-0.22587726595720725
208,208,208,07-27,0.6283274707023743,0.2342642790453621,-0.05145127667236237
209,209,209,07-28,0.6177362303254953,0.17252167947245414,0.2933705178575383
210,210,210,07-29,0.7306002262846731,0.8304726144657073,0.04694647754306277
211,211,211,07-30,0.6465219443465019,0.3403306188389109,0.06715045301388657
212,212,212,07-31,0.3977376125395255,-1.1099802826400396,-0.028337744998304937
213,213,213,08-01,0.5770424885864344,-0.06470619109907215,-0.10634483087543138
214,214,214,08-02,0.5300479879499924,-0.3386649090277869,-0.2659160738415537
215,215,215,08-03,0.5374488627699174,-0.2955208357903045,-0.19303924226650204
216,216,216,08-04,0.5663644406343578,-0.1269548433310268,-0.20083524148321205
217,217,217,08-05,0.7215290914173271,0.7775916082892209,-0.16904977544144875
218,218,218,08-06,0.3897137228180082,-1.1567562779402996,-0.21424042280382927
219,219,219,08-07,0.6097570986289137,0.12600660515150766,0.2387385603637353
220,220,220,08-08,0.483536340013637,-0.6098087932020699,0.3514617024291947
221,221,221,08-09,1.0036692029812198,2.4223530632150827,0.07515346648824417
222,222,222,08-10,0.6823826745840881,0.5493840090617297,0.2971157047221125
223,223,223,08-11,0.4371438891221428,-0.880257807356482,0.18285472904410527
224,224,224,08-12,0.6181643001490452,0.1750171514629102,0.3353212462437416
225,225,225,08-13,0.492156077537456,-0.5595592489165351,-0.04116826930051628
226,226,226,08-14,0.6404597165080206,0.3049903099957473,-0.13648710068759598
227,227,227,08-15,0.6161742494723019,0.16341596994953553,0.07345594289421699
228,228,228,08-16,0.5842775093354189,-0.02252897926074846,0.08200024397950867
229,229,229,08-17,0.6532239300089443,0.3794004541343958,0.13221729483349184
230,230,230,08-18,0.6269583658935456,0.2262829579746603,0.03894484326420612
231,231,231,08-19,0.5438410594097645,-0.2582569437926361,0.2031105738551444
232,232,232,08-20,0.5444607502891208,-0.25464439941996697,0.2375081621417937
233,233,233,08-21,0.7851388275459645,1.1484103534951653,0.5069022684301422
234,234,234,08-22,0.6196805984617805,0.1838565504591472,0.6263829849462014
235,235,235,08-23,0.9304928907152584,1.9957650918644867,0.8406878772092043
236,236,236,08-24,0.7499317098515396,0.9431672570710152,0.8329364895347083
237,237,237,08-25,0.7644104533386747,1.0275724097853822,0.6457106797710443
238,238,238,08-26,0.5364827761821489,-0.30115272546694377,0.4447238343560944
239,239,239,08-27,0.5924400844078916,0.02505549491318183,0.2336078397929445
240,240,240,08-28,0.4128185608632465,-1.0220645220305526,0.17336444995394715
241,241,241,08-29,0.7132056114666546,0.7290691244855875,-0.03905443056432641
242,242,242,08-30,0.6879273018107592,0.5817069180370315,0.07436444782364128
243,243,243,08-31,0.5457822025310669,-0.2469408733242593,-0.08758963717318104
244,244,244,09-01,0.6532170840272042,0.3793605448608623,0.18221692600400785
245,245,245,09-02,0.4257518021440374,-0.946669015067752,-0.04108108300830352
246,246,246,09-03,0.690512035284729,0.5967748570325806,-0.1787608554417146
247,247,247,09-04,0.4833802164731839,-0.6107189295882808,-0.2380594842457935
248,248,248,09-05,0.5462229121385016,-0.2443717165634349,-0.5471239752893265
249,249,249,09-06,0.4847501725199205,-0.6027326461487326,-0.3523899551004555
250,250,250,09-07,0.3351181047899118,-1.4750264014003358,-0.4256896188048982
251,251,251,09-08,0.626178233649328,0.221735106065474,-0.5659451877120182
252,252,252,09-09,0.6150696959720068,0.15697687480592462,-0.68330049032986
253,253,253,09-10,0.3390247353531726,-1.4522523430310008,-0.3654371537340204
254,254,254,09-11,0.4254371115932009,-0.948503532270486,-0.4246127491485257
255,255,255,09-12,0.8119052027425754,1.3044473734263051,-0.7442871545931509
256,256,256,09-13,0.27421270464654257,-1.8300799738873672,-0.7855847718454373
257,257,257,09-14,0.2971591939114356,-1.696311326602278,-0.5197235038199173
258,258,258,09-15,0.572564878131143,-0.0908088287077928,-0.09908625832513387
259,259,259,09-16,0.6126575868402692,0.1429152651221194,-0.365133526932721
260,260,260,09-17,0.8583703093516911,1.5753199406982143,-0.0628316313540076
261,261,261,09-18,0.5380809135555563,-0.29183623821921784,0.13960295361477507
262,262,262,09-19,0.5853514060884449,-0.016268600415086553,0.13556036318581752
263,263,263,09-20,0.505511290988238,-0.4817038167895819,0.4398465935715182
264,264,264,09-21,0.5684041158106837,-0.11506437128153815,0.20541691864114534
265,265,265,09-22,0.9258386286184438,1.968632647436324,0.7703892590113771
266,266,266,09-23,0.6170878506438153,0.1687418911159772,1.0212882584347005
267,267,267,09-24,1.1195683699834154,3.097997804002172,1.1121890454210417
268,268,268,09-25,0.8435846160529491,1.4891253961248545,1.0395393285060799
269,269,269,09-26,0.5990692647774325,0.06370090512846352,0.8260666385573958
270,270,270,09-27,0.4936307223532242,-0.5509626727713086,0.8821700232505446
271,271,271,09-28,0.7061257637130068,0.6877965077442195,0.4189490277596376
272,272,272,09-29,0.6748312340470354,0.5053621992748705,-0.060080033949388365
273,273,273,09-30,0.6428066257616079,0.3186718310567292,-0.317519260537278
274,274,274,10-01,0.3505527085693553,-1.385048974129301,-0.1905402927868944
275,275,275,10-02,0.33410464552678226,-1.480934454398874,-0.27897070177337585
276,276,276,10-03,0.6243215043632245,0.2109111337309928,-0.4962128979561847
277,277,277,10-04,0.6151103813338843,0.15721405382533069,-0.7229595637389341
278,278,278,10-05,0.4512386737380433,-0.7980909778219821,-0.676778651632147
279,279,279,10-06,0.4094317638115413,-1.041808163639767,-0.3345934361690042
280,280,280,10-07,0.3980835683967528,-1.1079635014885785,-0.5082589087077453
281,281,281,10-08,0.6862925250900379,0.5721768383799827,-0.5274037629432253
282,282,282,10-09,0.4455794904980523,-0.8310817015014536,-0.2931147374687805
283,283,283,10-10,0.5954058899851995,0.042344928412450286,-0.07779217557829876
284,284,284,10-11,0.6923763715637811,0.6076431750246867,0.01346990772426219
285,285,285,10-12,0.6310485756065699,0.2501272077031236,-0.20230498441505532
286,286,286,10-13,0.4920133998167083,-0.5603910016732124,-0.00035961082980993464
287,287,287,10-14,0.4642101606527533,-0.7224725144559225,-0.005329381269861389
288,288,288,10-15,0.6534280756987119,0.38059054001001896,-0.10387181560492048
289,289,289,10-16,0.5902908445825836,0.012526305772141562,-0.3785562147320188
290,290,290,10-17,0.5909533718924116,0.016388569014332104,-0.39076349812562094
291,291,291,10-18,0.34833467767634285,-1.3979791870594662,-0.236471293141729
292,292,292,10-19,0.479449276472567,-0.6336347020348252,-0.1211964062447931
293,293,293,10-20,0.6230125929345451,0.2032807154474292,0.023075792613292897
294,294,294,10-21,0.772072646382973,1.0722398613916344,0.5779997154971842
295,295,295,10-22,0.7387803686755103,0.8781594989206575,0.8769474264723149
296,296,296,10-23,1.162098678257795,3.3459321063176803,0.9925503570636997
297,297,297,10-24,0.6560211459129016,0.39570707879131817,0.5679674042501144
298,298,298,10-25,0.5984314801343245,0.05998288151348315,0.3797931805989807
299,299,299,10-26,0.18601834802617967,-2.344217001434082,0.3388690085860895
300,300,300,10-27,0.5783977655835337,-0.056805480515168136,-0.10697546321108382
301,301,301,10-28,0.6966599125225632,0.6326144668433105,-0.2166495900102194
302,302,302,10-29,0.7032214034909101,0.6708652755346406,-0.5096107155191228
303,303,303,10-30,0.5431410552051263,-0.2623376820034952,-0.2780148136694331
304,304,304,10-31,0.2969065955837269,-1.6977838715399367,-0.5076650594201959
305,305,305,11-01,0.4243841975781092,-0.9546415903359444,-0.4408969702337871
306,306,306,11-02,0.3420344470144607,-1.434706955019745,-0.3238794221355854
307,307,307,11-03,0.765379748127455,1.0332230019617632,-0.2171543667919716
308,308,308,11-04,0.823659576369352,1.3729705641238508,0.14271889303827248
309,309,309,11-05,0.6529858680117364,0.3780126500581876,0.5356926401590479
310,310,310,11-06,0.6672995715619128,0.4614556874415274,0.874695083416062
311,311,311,11-07,0.828845245186989,1.403200892388709,0.7734428737343165
312,312,312,11-08,0.6909465164498817,0.5993077045223376,0.6374450661631087
313,313,313,11-09,0.6611677617017908,0.4257097438712916,0.6536305415738176
314,314,314,11-10,0.6836863182935239,0.5569837186966046,0.5224206954486912
315,315,315,11-11,0.6696444727878238,0.4751255025224414,0.19732903807058447
316,316,316,11-12,0.5322542353042253,-0.3258033893092314,0.1794221533651195
317,317,317,11-13,0.494250597897115,-0.547349051879931,0.18200133214186573
318,318,318,11-14,0.6725161826160089,0.4918663962895474,0.12921294204795214
319,319,319,11-15,0.6638223343231338,0.4411848165317688,-0.06831508355025451
320,320,320,11-16,0.6293548324998723,0.24025337813312336,0.3252828117541194
321,321,321,11-17,0.4663423622755651,-0.7100426510667988,0.2662335053269967
322,322,322,11-18,0.937357676024734,2.035783982517012,0.15138149762263586
323,323,323,11-19,0.4334751783860717,-0.9016448904426672,-0.057201559536881226
324,324,324,11-20,0.5543068526125668,-0.19724564993661786,0.03870621376478999
325,325,325,11-21,0.4491420346076594,-0.8103135264253336,-0.03324318658866391
326,326,326,11-22,0.7280661554511915,0.8157000179431506,-0.14622268992268564
327,327,327,11-23,0.3922897568407168,-1.1417390531875222,-0.04624387267430968
328,328,328,11-24,0.8210755869243511,1.3579069625128817,-0.24039637271842554
329,329,329,11-25,0.5363765489210018,-0.3017719869524113,-0.07090780295830683
330,330,330,11-26,0.3544789400889553,-1.3621606502013128,-0.15102278698703744
331,331,331,11-27,0.6235850476210449,0.20661789213537884,-0.03702068141640905
332,332,332,11-28,0.6456092722450207,0.3350101137707669,0.20679919695863144
333,333,333,11-29,0.5096243406050193,-0.4577264197637519,0.507089464490806
334,334,334,11-30,1.0720227409212064,2.8208262327631246,0.9166615596528572
335,335,335,12-01,0.8454448189586088,1.4999696182406363,0.7976258641680332
336,336,336,12-02,0.7760235340836649,1.0952719207709936,0.8020611848086955
337,337,337,12-03,0.5010697334266677,-0.5075962807735658,0.9488130041255168
338,338,338,12-04,0.6501742449587125,0.3616220376147402,0.4451974862578331
339,339,339,12-05,0.6606659687399096,0.42278449613717617,0.14831359448376993
340,340,340,12-06,0.5536856727550488,-0.20086687444297704,-0.15153372483835828
341,341,341,12-07,0.5398824989183482,-0.2813337324037425,-0.2353334155066196
342,342,342,12-08,0.4674111603963471,-0.7038119951617758,-0.4916628472453141
343,343,343,12-09,0.4148204332499609,-1.0103944247831336,-0.58132994504764
344,344,344,12-10,0.3863518617750391,-1.1763545528174268,-0.4524880256237382
345,345,345,12-11,0.56837774699763,-0.11521809067677953,-0.1720317874059575
346,346,346,12-12,0.6862938637294814,0.572184642100434,0.15884945453051055
347,347,347,12-13,0.8285369567520078,1.4014036969029415,0.34627738702047234
348,348,348,12-14,0.8079646317879629,1.2814754564570323,0.8005192008717975
349,349,349,12-15,0.6077272075102729,0.11417317015663735,0.7838710271412945
350,350,350,12-16,0.8538719473893072,1.549096330290524,0.8058627517464568
351,351,351,12-17,0.5512429184317298,-0.215107133059798,0.34361233540434544
352,352,352,12-18,0.7089284443794611,0.7041349897314078,0.0556888838442778
353,353,353,12-19,0.352774163381715,-1.3720988011497268,0.09813944208466296
354,354,354,12-20,0.5116246810854573,-0.4460652529033732,-0.08674353008820375
355,355,355,12-21,0.6514186687930824,0.3688765195989484,-0.05332280373156175
356,356,356,12-22,0.6635845270260864,0.4397984972533239,-0.2963545361047219
357,357,357,12-23,0.5856405902688328,-0.014582774919946025,-0.21163727979173771
358,358,358,12-24,0.458792475251633,-0.7540554045075532,-0.2163939930879785
359,359,359,12-25,0.43996785122969395,-0.8637952632718224,-0.5838276627164399
360,360,360,12-26,0.5067289208544785,-0.4746055326808177,-0.6872426602912206
361,361,361,12-27,0.2732442791969542,-1.83572549817182,-0.8316266069709529
362,362,362,12-28,0.5571465306865739,-0.1806914881953602,-0.9509698806222164
363,363,363,12-29,0.4370360517726737,-0.8808864549983398,
364,364,364,12-30,0.3359605918504546,-1.470115046415134,
365,365,365,12-31,,,
