,unnamed: 0,unnamed: 0,mth_day,silly,silly_norm,silly_ravg
31,31,31,02-01,5.290382428667853,1.1487835938516178,-0.17929215655502045
32,32,32,02-02,4.065910134533982,-0.7546932646054061,-0.10337591884159646
33,33,33,02-03,5.0707602650738375,0.8073747208144562,-0.29402161979728336
34,34,34,02-04,4.248855010465194,-0.4703002739459679,-0.4117013495792188
35,35,35,02-05,3.4840432261117864,-1.6592218522995996,-0.581238678847066
36,36,36,02-06,3.559352777885472,-1.5421510212904088,-0.5049456491915916
37,37,37,02-07,4.636020612013435,0.13155961824453458,-0.7823782501761563
38,38,38,02-08,4.36037770518064,-0.2969350866725595,-0.7211016299104842
39,39,39,02-09,3.99995596749871,-0.8572208850929316,-0.4750247649161422
40,40,40,02-10,4.4853638709542025,-0.10264055235193573,-0.20059311044744527
41,41,41,02-11,4.433824050840514,-0.1827606623335468,-0.5026678231816738
42,42,42,02-12,4.618574347206672,0.10443890552177247,-0.5172912724688002
43,43,43,02-13,3.470105361114064,-1.6808886581608358,-0.5842122981642633
44,44,44,02-14,4.303935699855901,-0.3846757823953178,-0.7158360035046166
45,45,45,02-15,3.7416614424193577,-1.2587470392657103,-0.7075546114907074
46,46,46,02-16,3.977336952556626,-0.8923827843940552,-0.7181211233452801
47,47,47,02-17,4.465787670569875,-0.13307231025009178,-0.4564501261148817
48,48,48,02-18,4.577790869475138,0.04103983439433628,-0.5028957505092909
49,49,49,02-19,4.480074728054718,-0.11086267477844533,-0.22149866251074266
50,50,50,02-20,4.12466991051249,-0.6633495287617734,0.03509083359254265
51,51,51,02-21,4.827767437477727,0.4296354887255792,0.14203228943527074
52,52,52,02-22,4.9676932919520835,0.6471541922256566,0.02724171910241529
53,53,53,02-23,4.878548716311954,0.5085764248062767,-0.04579680938194861
54,54,54,02-24,4.134734661959138,-0.6477035876027964,0.04919077259232076
55,55,55,02-25,4.198168528451408,-0.5490938456846287,-0.0285737246904904
56,56,56,02-26,4.4912926889219245,-0.0934240369161572,-0.21477981537319804
57,57,57,02-27,4.527620455494753,-0.036951494971287725,-0.2569717084793774
58,58,58,02-28,4.2489951958015135,-0.4700823518705894,-0.19135657048476892
59,59,59,02-29,4.715701018166195,0.2554250661692006,-0.27451044923694473
60,60,60,03-01,4.387988863164283,-0.254012759635146,-0.36740306800480704
61,61,61,03-02,3.8772201957324826,-1.048017118197683,-0.6277418664546218
62,62,62,03-03,4.132755822538407,-0.6507797495233315,-0.859920617955458
63,63,63,03-04,3.5227929650834287,-1.5989842856701761,-0.9654324487442439
64,64,64,03-05,3.3528568038806785,-1.8631548608756063,-0.759429513480763
65,65,65,03-06,4.308457884328663,-0.37764591856351504,-0.8686210753447924
66,66,66,03-07,5.183096675333403,0.9820048519457392,-0.6548836337141228
67,67,67,03-08,3.4557744345349795,-1.70316648938186,-0.4990861309305109
68,68,68,03-09,4.957716444464621,0.6316449002606858,-0.15383676259856607
69,69,69,03-10,4.12412328798029,-0.6641992689685045,-0.2831987823248367
70,70,70,03-11,4.685412913122911,0.2083413491160622,-0.5756257840023676
71,71,71,03-12,3.809160375044253,-1.1538180369211393,-0.3549561793893245
72,72,72,03-13,4.054418614384358,-0.7725571581194467,-0.5943098308764437
73,73,73,03-14,4.307491068143577,-0.3791488617036012,-0.5181137785635054
74,74,74,03-15,4.033885150870663,-0.8044770086620301,-0.5328689977125405
75,75,75,03-16,4.4182165559862865,-0.20702295509087365,-0.8307112368285949
76,76,76,03-17,4.628462316760486,0.11981003422185148,-0.7223361193264157
77,77,77,03-18,2.659581167290605,-2.940871471617465,-0.6439836786866843
78,78,78,03-19,4.472713152083622,-0.12230645310637107,-0.4637539500709578
79,79,79,03-20,4.609907330200653,0.09096578213478748,-0.5016800266652887
80,80,80,03-21,4.729516332165237,0.2769013630323281,-0.4096545523121404
81,81,81,03-22,4.271833594275047,-0.4345794146568586,0.0144645855942002
82,82,82,03-23,4.983652273074322,0.671962880340741,-0.006335644316482686
83,83,83,03-24,4.296550268767018,-0.39615664417942215,-0.18946539873649895
84,84,84,03-25,4.3924306780705935,-0.2471078325704684,-0.18251859693650688
85,85,85,03-26,3.9030829434814414,-1.0078127443853102,-0.1630079691859778
86,86,86,03-27,4.756328845169965,0.3185821738322808,-0.2844051048269643
87,87,87,03-28,4.3471386015795686,-0.31751564815368416,-0.17188332860913338
88,88,88,03-29,4.515096760505299,-0.056419933505178085,-0.05005196531489155
89,89,89,03-30,4.730849630548021,0.2789740131275632,0.27673384778857857
90,90,90,03-31,4.862662175493527,0.4838803471949826,0.35453218621461885
91,91,91,04-01,5.1643754225050085,0.9529021342355104,0.22134609482994014
92,92,92,04-02,5.056606443531387,0.7853722043885223,0.17934435942629876
93,93,93,04-03,3.8330813547894467,-1.1166321964617565,0.07320573677143181
94,94,94,04-04,4.352983012459032,-0.30843034592702656,0.3619072472694655
95,95,95,04-05,4.321187273369388,-0.3578577228016384,0.3744245830760304
96,96,96,04-06,5.976960989189631,2.2160894101831845,0.2860322785843859
97,97,97,04-07,5.212688479183616,1.0280061490749006,0.3478278437914499
98,98,98,04-08,4.7154394026489515,0.25501837743865496,0.32143494659827804
99,99,99,04-09,4.071593182743255,-0.7458588052193724,0.4068594184876352
100,100,100,04-10,4.251114567151556,-0.4667877290860575,-0.2895389298414642
101,101,101,04-11,4.650899395494137,0.15468910853450507,-0.3871782451029389
102,102,102,04-12,3.2890780887351583,-1.962300679791412,-0.3037707607803088
103,103,103,04-13,4.835830827908175,0.4421702575060519,-0.28157750351689226
104,104,104,04-14,5.037366574674317,0.7554632833744361,-0.025043191738242068
105,105,105,04-15,4.157252312818524,-0.6126992616388729,-0.0103026929787459
106,106,106,04-16,5.24125791206919,1.0724181415858436,0.5005560253539915
107,107,107,04-17,4.707793175691753,0.2431321010914821,0.4721673181183649
108,108,108,04-18,5.260835225795094,1.1028516302050126,0.29929653976245696
109,109,109,04-19,4.726259171215231,0.27183801409229225,0.22854990362104524
110,110,110,04-20,4.370138672359539,-0.2817613867610113,0.10964386928078892
111,111,111,04-21,3.8841921109880175,-1.0371790784873436,-0.0675492159655142
112,112,112,04-22,4.782317282426872,0.35898193554430563,-0.22325308591234805
113,113,113,04-23,4.023882501499237,-0.8200264103863366,-0.21442426867271072
114,114,114,04-24,4.6598662967779,0.16862841052400968,-0.3622540429478261
115,115,115,04-25,4.760335683525459,0.32481091753011626,-0.08987166916980356
116,116,116,04-26,3.799561324774633,-1.1687400324117028,-0.2738030656667237
117,117,117,04-27,4.935504088708503,0.5971151641807908,-0.32273621927738155
118,118,118,04-28,4.072398804465248,-0.7446064434372154,-0.3086116197673637
119,119,119,04-29,3.835015616373824,-1.1136253320502838,-0.389496384226337
120,120,120,04-30,4.714382895775925,0.2533760075841164,-0.2663464667992117
121,121,121,05-01,4.448145432330578,-0.16049766922372335,-0.18303948683364127
122,122,122,05-02,4.2748820345938965,-0.4298405278489512,-0.13579647998235014
123,123,123,05-03,5.257043344904643,1.0969570439742131,0.26197628172941706
124,124,124,05-04,4.254742244231176,-0.4611484023294685,0.4445522329293471
125,125,125,05-05,5.370295829253293,1.2730112382203196,0.4853957034225324
126,126,126,05-06,5.419069772822609,1.348831714783696,1.0493765801071744
127,127,127,05-07,4.605788634956283,0.08456315373538903,0.9774227350647134
128,128,128,05-08,6.451674323463013,2.9540447322589003,1.1243306220932443
129,129,129,05-09,4.9793236889410375,0.6652339737194481,0.9571363314282758
130,130,130,05-10,4.8217613912945145,0.4202989198417143,0.7093918885369628
131,131,131,05-11,4.724977419164809,0.2698454942305125,1.0077644288434922
132,132,132,05-12,4.462852611584468,-0.13763494256418438,0.44787294075169976
133,133,133,05-13,5.75741464179466,1.8747983955745648,0.2656674556603552
134,134,134,05-14,4.290665813660012,-0.4053041962918531,0.3791590947013193
135,135,135,05-15,4.276066696845766,-0.4279989368286199,0.4984932072818673
136,136,136,05-16,5.259804124530004,1.1012487540874991,0.7151901068806357
137,137,137,05-17,5.185570298823079,0.9858501697138008,0.4150754554926462
138,138,138,05-18,5.2992358287626,1.162546455028426,0.5057956920548462
139,139,139,05-19,4.599064623335943,0.07411048724662835,0.9153852731138308
140,140,140,05-20,4.640817954551488,0.1390172230813468,0.6577859242374182
141,141,141,05-21,5.856956188864616,2.029538549525289,0.6065580655209414
142,142,142,05-22,4.2655500648033895,-0.4443473391709772,0.4951065164026401
143,143,143,05-23,4.98784655952747,0.6784830174149394,0.5445920362656123
144,144,144,05-24,4.8690672135971385,0.4938371603186184,0.6384602280225286
145,145,145,05-25,4.7900634718813535,0.3710236064244613,0.1894421506702666
146,146,146,05-26,5.0031202318693015,0.7022263736228448,0.5909174317866986
147,147,147,05-27,4.123884858345412,-0.6645699145882833,0.6317121217747538
148,148,148,05-28,5.815120860967954,1.9645043475276152,0.7607936200028811
149,149,149,05-29,5.145301484444117,0.92325115734327,0.8180069909004882
150,150,150,05-30,5.3672819963933565,1.2683261496873814,0.7549589660201392
151,151,151,05-31,5.010889442652271,0.7143038318101037,1.0662648930764531
152,152,152,06-01,4.759774295753966,0.3239382243407513,0.5641730845461049
153,153,153,06-02,5.325429750220091,1.2032656477495995,0.3798260523862432
154,154,154,06-03,3.8772012925987096,-1.048046503654473,0.5967151096571657
155,155,155,06-04,4.433778780978625,-0.1828310356159012,0.6440853282006128
156,156,156,06-05,6.204406882937035,2.569660493312917,0.8408019154391825
157,157,157,06-06,5.193723880326084,0.9985251430707859,0.7505506553470026
158,158,158,06-07,5.519039667854531,1.5042377477721691,1.3227437213824105
159,159,159,06-08,4.977087713900959,0.6617580871965213,1.4457945547295112
160,160,160,06-09,6.085690100255066,2.385111892557973,1.4509450346340056
161,161,161,06-10,4.908717056800098,0.5554739644667027,1.5013402485962246
162,162,162,06-11,6.224286147294341,2.600563372739884,1.2895903887629097
163,163,163,06-12,5.388233867603914,1.300896426844102,1.4495516266561097
164,164,164,06-13,4.701750498824754,0.2337385887722792,1.4552402733903378
165,165,165,06-14,5.594488770494901,1.6215255145557197,1.5197794042342945
166,166,166,06-15,6.1076465226393895,2.4192437729633443,1.1383116647784879
167,167,167,06-16,5.157818202174565,0.9427087495304428,1.0513455642794105
168,168,168,06-17,4.751938292911241,0.31175693600504284,1.0468337265186556
169,169,169,06-18,5.052571534383948,0.7790998238496379,0.9732953457964918
170,170,170,06-19,4.6843361962264565,0.2066675622077512,0.7866631985888457
171,171,171,06-20,5.310653295375702,1.1802952302227372,0.7295209226047671
172,172,172,06-21,5.387303979670764,1.299450889717467,0.8953438292136856
173,173,173,06-22,4.937266635848805,0.5998550936259711,0.8918695876619941
174,174,174,06-23,5.3919635833892965,1.3066943756585545,0.8972432320060779
175,175,175,06-24,5.039162033225242,0.7582543745394891,0.809106837911996
176,176,176,06-25,4.7050768065111335,0.2389094282722537,0.7577130931895051
177,177,177,06-26,4.970473989721682,0.6514768656582449,0.7305696965869669
178,178,178,06-27,5.188939971540429,0.9910884213825216,0.6131361005787381
179,179,179,06-28,4.8325014942265305,0.4369947140107428,0.9627874973735796
180,180,180,06-29,4.9387061117040965,0.6020927996091814,1.1231371242062147
181,181,181,06-30,6.388708615034107,2.8561627553085387,1.0025789173124469
182,182,182,07-01,5.323976924657329,1.2010071892680645,0.9224438870167628
183,183,183,07-02,4.505156483445697,-0.07187237570436195,0.7002059835824034
184,184,184,07-03,4.879643463046442,0.5102782396084166,0.6403705791757769
185,185,185,07-04,3.97473171072932,-0.8964327065954142,0.1940543296605508
186,186,186,07-05,4.707759900053485,0.2430803731694225,-0.08176731856204017
187,187,187,07-06,4.666065506897347,0.17826525821718234,0.1295757767379562
188,188,188,07-07,4.259390408030044,-0.4539227000674816,0.14618937955186587
189,189,189,07-08,5.320875666796671,1.1961861960956164,0.2887954847276999
190,190,190,07-09,4.943766847350258,0.6099598564918745,0.25033915480666563
191,191,191,07-10,4.525147306231845,-0.04079607554040978,0.3938446470112614
192,192,192,07-11,4.559330323996916,0.012342393643217072,0.8371345830964548
193,193,193,07-12,5.2199524590182484,1.0392982114447569,0.741782386846877
194,194,194,07-13,5.970352879445715,2.2058169164436783,0.7056786366952176
195,195,195,07-14,4.952845589707946,0.6240730185981498,0.6907499867124511
196,196,196,07-15,4.8044175038204155,0.39333735558191707,0.9104228005155596
197,197,197,07-16,4.467527320326041,-0.13036797543700845,0.9266992627358392
198,198,198,07-17,5.4071996524248185,1.3303792764618678,0.4189005870395732
199,199,199,07-18,5.282774584582953,1.1369569847664345,0.3637956271116532
200,200,200,07-19,4.0104065634438255,-0.8409751377339182,0.4725941930243715
201,201,201,07-20,4.740157435182788,0.2934432590306301,0.4848076098746094
202,202,202,07-21,5.224346421820327,1.0461287510582264,0.12858165233805882
203,203,203,07-22,4.514667343542126,-0.05708747433558131,-0.16527249635622454
204,204,204,07-23,4.032277293321192,-0.8069764687574357,-0.01412124805146736
205,205,205,07-24,4.148588176188844,-0.6261679073992659,-0.057206608176713185
206,206,206,07-25,4.593803776655923,0.06593235209462492,-0.3158514790389662
207,207,207,07-26,4.573861229830729,0.034931098279155144,-0.35848551174679977
208,208,208,07-27,4.226056969599558,-0.5057404741152919,-0.10236143631050676
209,209,209,07-28,4.350113122861166,-0.3128916705825825,-0.1397603515734616
210,210,210,07-29,5.020837252447613,0.7297679838603223,-0.4963354091917154
211,211,211,07-30,4.004239894674344,-0.8505613989769949,-0.5817304149113212
212,212,212,07-31,3.2175339988767497,-2.0735179936148977,-0.5419004591921376
213,213,213,08-01,4.2442628380357625,-0.477438936038479,-0.3282280955622298
214,214,214,08-02,4.3797883176998536,-0.2667607398001902,-0.25751831302121536
215,215,215,08-03,5.1748225637702765,0.9691425111968639,-0.12481812892896565
216,216,216,08-04,5.293755210743847,1.1540266791064089,0.17925017425666634
217,217,217,08-05,4.516421689137991,-0.0543602944234964,0.3157933672630699
218,218,218,08-06,4.391143894224509,-0.2491081745011057,0.3276443909808284
219,219,219,08-07,4.771277461973279,0.3418202219999419,0.20635152663802472
220,220,220,08-08,4.425529615163113,-0.195654597493639,-0.17182651961267792
221,221,221,08-09,4.706669506261735,0.24138532514004185,-0.3735497969875684
222,222,222,08-10,3.834104557804369,-1.1150415983978073,-0.27129939493549204
223,223,223,08-11,3.737832036849832,-1.2646999586728391,-0.09372483692583217
224,224,224,08-12,4.7857989187514915,0.3643942378113523,-0.08519067472891421
225,225,225,08-13,5.4566605034108875,1.4072675700579012,0.08615777292744359
226,226,226,08-14,4.458468849860954,-0.14444962431213132,0.4848026647762865
227,227,227,08-15,5.368021681464327,1.2694760110781886,0.5124544546188847
228,228,228,08-16,5.372750924104565,1.27682775269525,0.4861101785100793
229,229,229,08-17,3.8445594196232284,-1.098789219617249,0.054293286043282464
230,230,230,08-18,4.68411813583808,0.2063285811585196,0.07255596052055285
231,231,231,08-19,3.789980442819493,-1.1836337847428795,0.06901424539927266
232,232,232,08-20,4.528957142318569,-0.034873577448509004,-0.07270803197873414
233,233,233,08-21,5.354351753131481,1.2482257203505074,0.3227638048551417
234,234,234,08-22,4.825746631386468,0.4264940884272092,0.7194569323226568
235,235,235,08-23,5.370958771930074,1.2740418013860062,0.8212970478102677
236,236,236,08-24,6.215231293423932,2.5864873459636097,0.7857011501279918
237,237,237,08-25,4.183051887713412,-0.5725930918172145,0.6862470977247117
238,238,238,08-26,4.391567952731776,-0.2484489635421641,1.2364098380831885
239,239,239,08-27,4.970489776035938,0.6515014059308276,0.9843328589645632
240,240,240,08-28,6.949205174653852,3.727470530578069,0.6459250660878088
241,241,241,08-29,4.398019356727761,-0.23842007332574525,0.849433857084774
242,242,242,08-30,4.909081555940476,0.5560405887030843,0.9023315982472324
243,243,243,08-31,4.968533072046154,0.6484596541645766,0.7534779689341496
244,244,244,09-01,4.595736923385403,0.0689374834325867,0.14656683733023745
245,245,245,09-02,4.395960663694985,-0.2416203699476689,0.17890817621236701
246,246,246,09-03,4.606715338703356,0.08600374095459568,0.04802173029944717
247,247,247,09-04,4.522846952840896,-0.044372040032967616,0.1566126662437662
248,248,248,09-05,4.40390023160979,-0.2292780867744348,0.27345540305884514
249,249,249,09-06,5.387660602387663,1.300005269830491,0.4711891688216068
250,250,250,09-07,5.046713860767708,0.7699939043230604,0.27438575752227395
251,251,251,09-08,5.159152031267027,0.9447822246289006,0.3218795912520627
252,252,252,09-09,3.8471148524991565,-1.0948167268414013,0.3747610789973819
253,253,253,09-10,4.70615850701908,0.2405909623457648,-0.07963167977714869
254,254,254,09-11,4.608006469084762,0.08801083969748119,-0.3929270918974881
255,255,255,09-12,3.633844658781756,-1.4263512828166929,-0.5528505637227235
256,256,256,09-13,3.837490169974085,-1.1097785683989765,-0.4929123385581447
257,257,257,09-14,4.541896740050823,-0.014758606322511213,-0.4740008763154997
258,258,258,09-15,4.078457920572212,-0.7351873758539282,-0.4625596495266899
259,259,259,09-16,4.779150920206961,0.3540597358016346,-0.38987640102006943
260,260,260,09-17,4.652166076757079,0.15665820043034,-0.15520866982280535
261,261,261,09-18,3.9143795872162848,-0.99025179177697,-0.024140593559082792
262,262,262,09-19,4.743235256083182,0.298227818784608,0.08193731180130198
263,263,263,09-20,5.047779101532584,0.7716498512598243,0.3175463914009937
264,264,264,09-21,4.48788592771542,-0.09871994369161964,0.4630595210913494
265,265,265,09-22,5.688529320898618,1.767714213399785,0.8513201250411285
266,266,266,09-23,5.21380189054779,1.029736978572474,0.7417777883317029
267,267,267,09-24,5.412945804067162,1.3393118319217057,0.4027872432460645
268,268,268,09-25,4.320435612138667,-0.35902620147194503,0.1483743574626704
269,269,269,09-26,3.7393801202058263,-1.2622934192540074,-0.08066225460738974
270,270,270,09-27,3.505930633029253,-1.6251972583919845,-0.33449707624746794
271,271,271,09-28,4.8045186183485145,0.3934945409794243,-0.7728766138672661
272,272,272,09-29,4.234077745217322,-0.4932719512679952,-0.984240121214317
273,273,273,09-30,3.7209359566794222,-1.290965393797084,-1.0241999215883382
274,274,274,10-01,3.504637644579814,-1.62720724555425,-0.6083629204710331
275,275,275,10-02,3.5851476117735297,-1.5020522214981349,-0.7188013353155998
276,276,276,10-03,5.110933240173959,0.8698247483118469,-0.6724984717841752
277,277,277,10-04,4.37826038909475,-0.26913594808797564,-0.4372601241098568
278,278,278,10-05,4.4127925216478046,-0.2154547700794477,-0.1864430779453455
279,279,279,10-06,4.6288834464488255,0.12046469224882653,0.06779633461248454
280,280,280,10-07,4.472714107060877,-0.12230496856718233,-0.2549278400374024
281,281,281,10-08,4.566433353296915,0.0233842538488456,-0.3600911504803057
282,282,282,10-09,3.8653174332352815,-1.0665202995874743,-0.2979098887076889
283,283,283,10-10,3.9723624363312484,-0.9001158107453953,-0.3377648711103736
284,284,284,10-11,4.652793019420836,0.1576328005562529,-0.4483254541189912
285,285,285,10-12,4.475055503066821,-0.1186652021672814,-0.5711983943460672
286,286,286,10-13,4.045984346362617,-0.7856684666188883,-0.5099698260405888
287,287,287,10-14,4.092181690068033,-0.7138533875136103,-0.5359924957610273
288,288,288,10-15,4.10164082797405,-0.6991488897546039,-0.7343641876147644
289,289,289,10-16,3.8719229549143774,-1.0562518290680258,0.12547322323318258
290,290,290,10-17,3.887139453832672,-1.03259735056617,0.3611417566702106
291,291,291,10-18,7.793762790834624,5.0403592629204015,0.6056565920340357
292,292,292,10-19,4.955592220534683,0.6283427340032797,0.9463107191178408
293,293,293,10-20,5.03593356205162,0.7532356246693406,0.9664904464143336
294,294,294,10-21,5.416460722872908,1.3447758727482282,1.175048939674242
295,295,295,10-22,3.9498104801594036,-0.9351734652890692,0.3677051993968649
296,296,296,10-23,4.692110931899619,0.21875360899327992,0.44673166392801306
297,297,297,10-24,4.67766488582493,0.1962968212561384,0.4967237501660413
298,298,298,10-25,5.260610006987363,1.102501521190169,0.2844433324338682
299,299,299,10-26,5.228887600612522,1.053188142097509,0.4725607930681516
300,300,300,10-27,4.597123763943194,0.07109336635518994,0.3920526746649476
301,301,301,10-28,4.675885874980496,0.1935312985166312,0.39098146273914586
302,302,302,10-29,4.381374418346786,-0.26429510142594426,0.2876976135358537
303,303,303,10-30,4.673530338083635,0.18986954970132802,0.04420149407851685
304,304,304,10-31,4.861966195104781,0.482798425970416,-0.013822831772382124
305,305,305,11-01,4.289067657922049,-0.4077885746465117,0.2100996266928669
306,306,306,11-02,4.373167757098494,-0.2770525887502039,0.1885336417846446
307,307,307,11-03,5.540157521489396,1.5370660493081252,0.2580265334740793
308,308,308,11-04,4.298136366152447,-0.39369101087527786,0.17332615211553584
309,309,309,11-05,4.941751472903006,0.6068268998379363,0.21858123581668829
310,310,310,11-06,4.5350488391664046,-0.02540386218084481,0.2317297200181977
311,311,311,11-07,4.463738327275042,-0.13625807243959714,0.1154055782087493
312,312,312,11-08,4.4239168519763465,-0.19816168354114752,0.07808447767585593
313,313,313,11-09,5.091182200927752,0.8391211984514348,-0.2762323420031603
314,314,314,11-10,4.154088425502965,-0.6176176140726382,-0.2922612556543601
315,315,315,11-11,3.574197797275135,-1.5190740182361608,-0.008146614638700297
316,316,316,11-12,4.473182174750422,-0.12157734408804348,-0.044741337874662
317,317,317,11-13,5.560333239062317,1.5684297736543609,-0.08423017065101125
318,318,318,11-14,4.282672503725362,-0.4177300229569177,-0.11960782740451024
319,319,319,11-15,4.938767482206599,0.6021882017933393,0.017535382513535664
320,320,320,11-16,4.017541578609898,-0.8298835545936321,-0.16796275060215934
321,321,321,11-17,4.103528301485278,-0.6962147587278852,-0.5485119296715933
322,322,322,11-18,3.757216576520312,-1.2345661427822134,-0.5368282352165394
323,323,323,11-19,4.0915307445461515,-0.7148653007622429,-0.5041549161764193
324,324,324,11-20,4.327767961828076,-0.3476278562265944,-0.3819355208179616
325,325,325,11-21,5.064876419368423,0.7982281160340602,-0.17224393246340952
326,326,326,11-22,4.489270760156776,-0.09656718244288601,-0.05266641005782754
327,327,327,11-23,4.912873177244497,0.5619347713994274,0.10962089523668302
328,328,328,11-24,4.218748943051407,-0.5171010083487215,0.2423276905185079
329,329,329,11-25,4.717909704100789,0.25885853100482026,0.1046509553344654
330,330,330,11-26,4.839975273445021,0.448612915464355,0.08681751537522332
331,331,331,11-27,4.53348667213613,-0.027832295070194846,-0.008257700985443484
332,332,332,11-28,4.420439180590657,-0.2035678221983384,0.27321648265811177
333,333,333,11-29,4.545912157124329,-0.008516526764573516,0.26987712732228625
334,334,334,11-30,5.305152503528204,1.1717440935126098,0.13746758055582012
335,335,335,12-01,4.705020822145163,0.2388223989898673,0.20307783302078533
336,336,336,12-02,4.328915249445192,-0.34584436513444194,0.14143201166317407
337,337,337,12-03,4.786722016703233,0.3658292197195965,0.21444477649859464
338,338,338,12-04,4.182505317724442,-0.5734427503440062,0.03463535299384013
339,339,339,12-05,4.827718916986557,0.4295600622479501,0.026230027948670163
340,340,340,12-06,4.611143570367139,0.09288755248408267,-0.1010270816030312
341,341,341,12-07,4.672578859128046,0.18839044871884744,-0.1918155618849197
342,342,342,12-08,3.837742044416804,-1.10938702244465,-0.14362569226254446
343,343,343,12-09,4.436306476095697,-0.17890166197173485,-0.4577394483313762
344,344,344,12-10,4.368503355835672,-0.2843035326097542,-0.5215707902324765
345,345,345,12-11,3.6153366708759647,-1.45512247416504,-0.7240506812402255
346,346,346,12-12,4.3647742720758815,-0.2901004989225194,-0.6715991152446609
347,347,347,12-13,3.8910689115076367,-1.026488897327647,-0.5952979378290694
348,348,348,12-14,4.040188916497713,-0.7946776264712622,-0.5831025295429112
349,349,349,12-15,4.730805494584167,0.2789054025218136,-0.4389657256178195
350,350,350,12-16,4.415573871547084,-0.21113108289280452,-0.533900038834897
351,351,351,12-17,4.1716602915823815,-0.5903016506144905,-0.3848594958780449
352,352,352,12-18,3.998357094644576,-0.8597063782249846,-0.30843836372101624
353,353,353,12-19,4.466319452881493,-0.1322456395865342,-0.3660116266347807
354,354,354,12-20,4.335150923301866,-0.3361508335290904,-0.4254010144029629
355,355,355,12-21,4.508590451598243,-0.06653417496077292,-0.5080552193064483
356,356,356,12-22,4.1863491465982525,-0.567467409501899,-0.5860995652527036
357,357,357,12-23,3.8526405458523865,-1.086226880035402,-0.7657012726594519
358,358,358,12-24,3.697129983107891,-1.327972453902516,-0.8739194309185336
359,359,359,12-25,3.7731122398125545,-1.2098558840270242,-1.0926455756357063
360,360,360,12-26,3.9174621998849046,-0.9854597830835808,-1.199142823794556
361,361,361,12-27,3.664374973950689,-1.3788910432638093,-1.0408900473863996
362,362,362,12-28,3.7753026055510968,-1.206450898454997,-0.9736319767457321
363,363,363,12-29,4.463447467892805,-0.1367102215864629,
364,364,364,12-30,3.9567253977529244,-0.9244240300585104,
365,365,365,12-31,,,
