,unnamed: 0,unnamed: 0,mth_day,dysfunctional family,dysfunctional family_norm,dysfunctional family_ravg
97,97,97,04-07,1.274088769480766,1.2221147794234717,0.6623954082915758
98,98,98,04-08,1.2330630927149246,1.0622384967587488,0.3221315133374812
99,99,99,04-09,0.8634636478767952,-0.3780835155490325,0.2179453650587524
100,100,100,04-10,0.5452141218430272,-1.6182958701798902,-0.1710687034130202
101,101,101,04-11,0.8394594539773915,-0.4716274029760205,-0.4215191830395321
102,102,102,04-12,0.7442238586658644,-0.8427587079553976,-0.8105307617098229
103,103,103,04-13,0.8884818394814697,-0.2805880983355999,-0.4811650417042088
104,104,104,04-14,0.6341200968423326,-1.2718309752629962,-0.3383909648236568
105,105,105,04-15,1.3705726952532342,1.5981108044846524,-0.21628127659957666
106,106,106,04-16,0.7650367133249611,-0.7616514088965786,-0.12126673177339853
107,107,107,04-17,1.0274660494108558,0.2610307263684604,0.03743349999964684
108,108,108,04-18,0.8905133247125673,-0.27267143899832896,0.2706810226481826
109,109,109,04-19,1.1328251893342636,0.6716132923026722,-0.055594553768476634
110,110,110,04-20,0.9932404358114192,0.12765416062821855,0.1700204178103326
111,111,111,04-21,0.8682213979293041,-0.3595426540153029,0.3327585852351172
112,112,112,04-22,1.1124055691647314,0.5920384205762769,0.2618457109258712
113,113,113,04-23,1.2780264205786973,1.237459730917168,-0.0626642453566507
114,114,114,04-24,0.7813320773833857,-0.6981486848538052,0.29359431071787584
115,115,115,04-25,0.6331923350354175,-1.275446445392459,0.5484379869102296
116,116,116,04-26,1.5417551294097067,2.2652054970753777,0.2817213650822841
117,117,117,04-27,1.260592327914402,1.1695194031388194,0.07429724786681169
118,118,118,04-28,0.7017544181817881,-1.0082613103913955,0.4212040464391513
119,119,119,04-29,0.9586651753275396,-0.007084972375666659,0.6760542532496755
120,120,120,04-30,1.3154483058404052,1.3832921065802315,0.09168678702412623
121,121,121,05-01,1.0255733199089208,0.2536547954706861,-0.01798242060584983
122,122,122,05-02,0.642031778994337,-1.2409993002779178,0.1863020994489124
123,123,123,05-03,1.0917397606016346,0.5115041573589629,-0.002326381241045982
124,124,124,05-04,1.016281772021033,0.21744580993717794,-0.017503663819018727
125,125,125,05-05,0.6682426955712392,-1.138855856515417,0.22547083572163595
126,126,126,05-06,1.2920805512673197,1.2922284111123954,0.4524763008225018
127,127,127,05-07,1.3996698318250005,1.711501792714614,0.3107157312717793
128,128,128,05-08,0.9915415128991992,0.12103349032727745,0.477945125588026
129,129,129,05-09,0.8734776191159239,-0.3390592599453721,0.8298569919049714
130,130,130,05-10,1.2737570758978458,1.2208221758346578,0.7459738550760541
131,131,131,05-11,1.2100649935487249,0.972615341386256,0.3029283835964515
132,132,132,05-12,1.1629295952797485,0.7889295901388912,0.1099448388689828
133,133,133,05-13,0.7175333697103733,-0.946771036163001,0.16737690515848444
134,134,134,05-14,0.6944137440336144,-1.0368677780375348,0.012982633859246251
135,135,135,05-15,0.961903094676748,0.005533137791637815,-0.12164747146899794
136,136,136,05-16,1.0360434126860167,0.29445654803922866,-0.08270912228219324
137,137,137,05-17,1.0027812954758597,0.16483470941679074,0.06643120940041762
138,138,138,05-18,1.222881156608581,1.0225596852597196,0.1755565536138094
139,139,139,05-19,0.9471577869802876,-0.05192904606733572,0.25912380724313033
140,140,140,05-20,0.8624289501933078,-0.3821157127571843,0.29110923283602697
141,141,141,05-21,1.0905677000251974,0.5069366595675636,0.16571710820081087
142,142,142,05-22,1.0852898816326555,0.4863691015966086,-0.1150182593522585
143,143,143,05-23,0.8097208856943309,-0.587518038394506,-0.2510873901826863
144,144,144,05-24,0.7906459962455511,-0.6618525200586965,0.09256255487400222
145,145,145,05-25,0.7376584884146018,-0.8683438310499023,0.06477672630598758
146,146,146,05-26,1.391530753094024,1.6797839575829467,-0.0759327705114768
147,147,147,05-27,1.0477871548748072,0.3402216881594757,-0.25571674987625875
148,148,148,05-28,0.8686460278439061,-0.3578878793081777,-0.2382423126687128
149,149,149,05-29,0.5329158723867349,-1.6662219145831978,-0.10282506300038967
150,150,150,05-30,0.8175505727315527,-0.5570058968134206,-0.12510667145993162
151,151,151,05-31,0.9461541159391366,-0.055840333039963705,-0.2546825036053984
152,152,152,06-01,1.3572247990932842,1.546094306825695,-0.25000456738754817
153,153,153,06-02,0.8482852856420984,-0.43723330471332505,0.18369662990938948
154,154,154,06-03,0.8758484282002071,-0.3298202620010762,0.3915568392501553
155,155,155,06-04,1.2006653910783651,0.9359852691984282,0.5635402341457972
156,156,156,06-05,1.1375832487017972,0.6901553592311745,0.4558200183682701
157,157,157,06-06,1.210948932924366,0.9760600363338884,0.3709124214092657
158,158,158,06-07,1.1913730036933403,0.8997730121605321,0.5528533687034226
159,159,159,06-08,0.7175570161422565,-0.9466788864673518,0.35230638903044026
160,160,160,06-09,1.1559744244925176,0.7618254217638656,0.2708039517006771
161,161,161,06-10,0.8918925539584162,-0.2672966088394665,0.08446735661704345
162,162,162,06-11,1.0120977447688146,0.2011407352525956,-0.03267211657641104
163,163,163,06-12,0.9240551626114748,-0.1419595341679137,0.2322730863851711
164,164,164,06-13,1.0110188166811096,0.19693617299980512,0.21329102543243889
165,165,165,06-14,1.1254807960623865,0.6429923313021412,0.2210081936922532
166,166,166,06-15,1.1267486299963039,0.6479330560474721,0.01618674744828585
167,167,167,06-16,0.9037743182313084,-0.22099359928058104,0.26345615364274594
168,168,168,06-17,0.6967437107021476,-1.0277879422112082,0.42034518492541495
169,169,169,06-18,1.3047643421170805,1.341656902998847,0.08513165479920054
170,170,170,06-19,1.2525735455588158,1.138270360695819,0.03914264957554573
171,171,171,06-20,0.6093681480093336,-1.3682888494551453,-0.001753876550340765
172,172,172,06-21,1.0559415021981828,0.3719990247055432,0.3733487748095115
173,173,173,06-22,0.8408078431398797,-0.4663727560359001,0.13222658592700218
174,174,174,06-23,1.2742717794891143,1.2228279659479055,0.23445945405778595
175,175,175,06-24,0.9335197465852598,-0.10507623029620916,1.6096459030560701
176,176,176,06-25,1.4099767275520092,1.7516675694805215,1.562410391974147
177,177,177,06-26,2.726678626175127,6.882829844534558,1.548696360844198
178,178,178,06-27,0.9832151874296484,0.08858595821400432,1.5995239132718837
179,179,179,06-28,0.8196929886192552,-0.548656942815594,1.6861719223107936
180,180,180,06-29,1.3525285928928903,1.5277932805140184,1.5803398500037682
181,181,181,06-30,1.0669276474440308,0.4148118239372504,0.4203506692863292
182,182,182,07-01,1.2470320186473438,1.1166751356383662,0.6236972615497636
183,183,183,07-02,0.9406973516497468,-0.07710523977007383,0.7588181165045257
184,184,184,07-03,1.2962984575653431,1.3086655117946104,0.5023790146680027
185,185,185,07-04,1.0277322710182597,0.2620681869129786,0.5159268405506621
186,186,186,07-05,0.9577012604061572,-0.010841330505119463,0.3446253710734501
187,187,187,07-06,1.0877866034922197,0.4960987792332058,0.10261827902003644
188,188,188,07-07,0.9832871304443688,0.08886631877509471,0.03407852184910113
189,189,189,07-08,0.5680903119509677,-1.5291477920905556,0.10440087468893132
190,190,190,07-09,1.1907709880831732,0.8974269687689985,-0.04281483328092908
191,191,191,07-10,1.1360043199651515,0.6840023039519598,0.11754563231786093
192,192,192,07-11,0.7310400965601704,-0.8941355783242819,-0.039341781681401185
193,193,193,07-12,1.3346861379831148,1.4582615728259458,0.3037180693388208
194,194,194,07-13,0.7417348916225427,-0.8524581652204779,0.0380834862785062
195,195,195,07-14,1.0962835745679835,0.529211314030776,-0.007260093002334989
196,196,196,07-15,0.7817858017569896,-0.6963805295928889,0.3844740719048503
197,197,197,07-16,1.0661909244079166,0.4119408282669128,0.19818022565843105
198,198,198,07-17,1.3341749315621299,1.4562694111188303,0.5427910820059813
199,199,199,07-18,1.0478581860623617,0.3404984953474299,0.44954174342458936
200,200,200,07-19,1.2723161648497816,1.2152069728648232,0.39241256234332
201,201,201,07-20,0.9527119143002222,-0.03028471745757505,0.360007830902548
202,202,202,07-21,0.6938266644338196,-1.0391556160805049,0.14504149472420336
203,203,203,07-22,1.0162988697911244,0.2175124396222811,0.2584326851451209
204,204,204,07-23,1.0032012833162056,0.1664713940487624,0.2448959576470102
205,205,205,07-24,1.22244131679695,1.0208456378729354,0.01705212926161821
206,206,206,07-25,1.2514742964669872,1.1339866078761582,0.2398316689395946
207,207,207,07-26,0.6019113915222368,-1.3973476877699271,0.20816182699362307
208,208,208,07-27,1.0368299379351862,0.2975216219873532,0.19846250710482674
209,209,209,07-28,0.9675382902763217,0.027493387946452067,0.07422714165680044
210,210,210,07-29,0.9882676925681368,0.1082754747159845,-0.3365111926228855
211,211,211,07-30,1.0311619152194618,0.2754334451847775,-0.3244339337922401
212,212,212,07-31,0.6190796276653686,-1.3304433978019574,-0.35738760537376874
213,213,213,08-01,0.6205061840234809,-1.324884134786055,-0.3978948904535757
214,214,214,08-02,0.9860927057697376,0.09979959249818184,-0.5579547903438494
215,215,215,08-03,0.90517111148104,-0.21555032253238995,-0.4810829541045479
216,216,216,08-04,0.741830925089295,-0.8520839246256572,-0.3089846862446802
217,217,217,08-05,1.149517898485496,0.7366644626205867,-0.13401419444699772
218,218,218,08-06,0.8840513091993946,-0.2978537906427512,0.14259099152589508
219,219,219,08-07,0.8899000948803769,-0.27506118399996016,0.2490337022239728
220,220,220,08-08,1.4119688180612824,1.7594307083355387,0.3520945242705156
221,221,221,08-09,1.0690559918545897,0.4231059416560764,0.2524114842149424
222,222,222,08-10,0.9005088691357008,-0.2337189923464007,0.6262904178821933
223,223,223,08-11,0.9960405679323728,0.1385662222871476,0.8197585648462226
224,224,224,08-12,1.4596952768924705,1.9454198113607541,1.0992530160429654
225,225,225,08-13,1.1877739832223129,0.8857476977842156,0.8862971010933193
226,226,226,08-14,1.8422933973495128,3.436397415515996,0.6927710275127303
227,227,227,08-15,0.7411776954688812,-0.8546295480418004,0.5371717224352329
228,228,228,08-16,0.6025457938822035,-1.3948754338299347,0.1433164350700279
229,229,229,08-17,0.7564715703787092,-0.7950296081778367,-0.053792209580412136
230,230,230,08-18,0.8532946485072871,-0.41771191283047626,-0.5240524770757384
231,231,231,08-19,0.8842949902759863,-0.2969041701184246,-0.2415737523266166
232,232,232,08-20,1.1182555822894649,0.6148358105440384,-0.13970741926683708
233,233,233,08-21,1.1760970216489002,0.8402428004529305,0.11145827286100042
234,234,234,08-22,0.7593846389107489,-0.7836774354712578,0.29583544046538546
235,235,235,08-23,1.1431796797302851,0.7119645445891883,0.4921461073385952
236,236,236,08-24,1.137171579659175,0.6885510927958339,0.2513525472821286
237,237,237,08-25,1.1865453740324077,0.8809598311208334,0.08803736172860957
238,238,238,08-26,0.7475169612437327,-0.829925549794761,-0.06445356826941534
239,239,239,08-27,0.9246482425630264,-0.1396483128681836,-0.3187630522410921
240,240,240,08-28,0.5246014615857756,-1.6986230154594073,-0.5392210256478228
241,241,241,08-29,0.7516312206086968,-0.8138923592408721,-0.507031501435251
242,242,242,08-30,0.7977427135375825,-0.6341967476445503,-0.4183300353722579
243,243,243,08-31,1.2361060841107359,1.0740969763962644,-0.0014718380818146831
244,244,244,09-01,0.8840864741709773,-0.2977167534168025,0.17985233184855454
245,245,245,09-02,1.5664653791958645,2.361500870874476,0.10071141416604547
246,246,246,09-03,0.8037778345190175,-0.6106779958771921,0.15326508372945066
247,247,247,09-04,0.6297816384063041,-1.2887378653359265,-0.36447078650668985
248,248,248,09-05,0.878657149041011,-0.3188747302641193,-0.4657090766927906
249,249,249,09-06,0.4389722963456168,-2.0323182450205786,-0.8762058994674172
250,250,250,09-07,0.7282145974819947,-0.9051464945334072,-0.5053348952855945
251,251,251,09-08,0.9344425544017492,-0.10148006577328476,-0.49622205673341996
252,252,252,09-09,1.3747906333827904,1.6145480292137446,-0.6154773093265861
253,253,253,09-10,0.6438122511762358,-1.2340608340228794,-0.3060978231629297
254,254,254,09-11,0.6950453951033932,-1.0344062458231165,0.1453433371948755
255,255,255,09-12,0.9153094710327389,-0.17604132803864048,-0.09803530162201296
256,256,256,09-13,1.4232775104398419,1.803500467613424,-0.2909854666103026
257,257,257,09-14,0.5597238080789595,-1.5617518986746155,-0.08431185259386458
258,258,258,09-15,1.0777142577457919,0.4568470392840067,0.24446586862919706
259,259,259,09-16,0.9620179816327488,0.005980850075748958,0.4045228818733922
260,260,260,09-17,1.2012491281609237,0.9382600815152532,0.2389237280103793
261,261,261,09-18,1.1617417940771602,0.7843007514265309,0.16587179883256067
262,262,262,09-19,1.1683122118034646,0.8099055444353465,0.4432474227222423
263,263,263,09-20,0.4472491576698543,-2.000063473741528,0.427435265890189
264,264,264,09-21,1.504776577387752,2.1211007826220967,0.30977440422559555
265,265,265,09-22,0.9376727407621056,-0.08889209091657102,0.07973928549199527
266,266,266,09-23,1.020092183621565,0.2322949115276924,-0.2408893639526101
267,267,267,09-24,0.8075674436859486,-0.5959099609750708,0.2026688091265343
268,268,268,09-25,0.6746552247354826,-1.1138663522322858,-0.26283470065932524
269,269,269,09-26,1.1301750025403057,0.6612855647333392,-0.3530203972084867
270,270,270,09-27,0.7880625204607823,-0.6719202760930605,-0.5746100535077089
271,271,271,09-28,0.7988180273352004,-0.6300062702115401,-0.46991211816659
272,272,272,09-29,0.6789209180980743,-1.0972430262676407,-0.01495597547088871
273,273,273,09-30,0.968765974766262,0.03227765107164264,-0.2853346164885364
274,274,274,10-01,1.375129992165875,1.615870503941922,-0.1161870191336732
275,275,275,10-02,0.7138856112974696,-0.9609862813725468,0.1106384395317344
276,276,276,10-03,1.0484911921488258,0.3429653080361187,0.17990004028170933
277,277,277,10-04,1.1480506137214763,0.7309464817809055,-0.02829205217211745
278,278,278,10-05,0.7855597764938064,-0.6816734217677912,-0.3087837383975305
279,279,279,10-06,0.6482223138358895,-1.2168749036513178,-0.18441995164273411
280,280,280,10-07,0.9432700165850656,-0.06707961341055617,-0.4343814751180852
281,281,281,10-08,0.9053627371752824,-0.21480356084376886,-0.5830979169340802
282,282,282,10-09,0.6636370851452553,-1.1568038328159875,-0.6127663789153069
283,283,283,10-10,0.9190788399217096,-0.16135216911506425,-0.7409518885702444
284,284,284,10-11,0.7398806284265226,-0.8596841936551516,-1.019731749382981
285,285,285,10-12,0.4508610593390018,-1.9859879615809424,-1.0485827772445522
286,286,286,10-13,0.5140456588040755,-1.739758778286976,-0.956008414065372
287,287,287,10-14,0.8609421543214777,-0.3879097280131951,-0.7981416155987239
288,288,288,10-15,0.8061695172467936,-0.6013576537409072,-0.5568935568892571
289,289,289,10-16,1.1621389913589193,0.7858486216848237,-0.3971178078139223
290,290,290,10-17,1.1113190198641247,0.5878041586016496,-0.3035772577976707
291,291,291,10-18,0.6968603330523346,-1.0273334671289336,-0.30093985915886984
292,292,292,10-19,0.6580656837447432,-1.1785154781894662,-0.1489484945123121
293,293,293,10-20,0.8650028340766491,-0.37208533618038986,-0.5066798862163701
294,294,294,10-21,1.0401835370848238,0.3105905341384393,-0.8553323450006683
295,295,295,10-22,0.6113566413906214,-1.360539728539524,-0.6610769738705661
296,296,296,10-23,0.5745150797438685,-1.5041105941041413,0.18822040914951504
297,297,297,10-24,0.995946273750303,0.1381987596516799,0.4822732765093863
298,298,298,10-25,1.9656892786813225,3.9172688199310213,0.38610056635360696
299,299,299,10-26,1.3177423281643548,1.3922318679788377,0.4938653050666653
300,300,300,10-27,0.8921108978621495,-0.2664457267962371,0.787808379101315
301,301,301,10-28,0.7772769866791912,-0.7139512962611736,0.7939010758325966
302,302,302,10-29,1.0270855301661908,0.2595478501037565,0.21193347412336272
303,303,303,10-30,1.0053269149272328,0.1747549400393701,-0.1366551430499193
304,304,304,10-31,1.0696608878041842,0.4254632096756169,-0.1324330224763263
305,305,305,11-01,0.781036681996927,-0.6992998350608544,0.0655198125838433
306,306,306,11-02,0.8986115001165271,-0.24111300335467906,0.0147050173682107
307,307,307,11-03,1.082055740251715,0.4737657140998439,0.0336639600667643
308,308,308,11-04,0.9488483584472,-0.04534092119003909,-0.2326206209306841
309,309,309,11-05,1.034517115325028,0.2885085962306917,-0.012048485466678121
310,310,310,11-06,0.6596749299505602,-1.1722442763090732,0.20879698678219186
311,311,311,11-07,1.1206413181170196,0.6241329777231811,0.3097423328625924
312,312,312,11-08,1.238636980144064,1.0839598301385407,0.52368383500142
313,313,313,11-09,1.237476584555258,1.0794377905822472,0.3529620468977537
314,314,314,11-10,1.2782441174899322,1.238308091642926,0.524610917608323
315,315,315,11-11,0.7716647355139876,-0.7358221323913061,0.5577457398477321
316,316,316,11-12,0.9239546956401852,-0.1423510520456576,0.2978907793063084
317,317,317,11-13,1.1716574595069855,0.8229419111596359,0.18346132777153945
318,318,318,11-14,0.8385504092223621,-0.4751699331100017,-0.09627649705653443
319,319,319,11-15,1.0612948915769602,0.39286108137363335,-0.14374397579908935
320,320,320,11-16,0.8475448271651717,-0.4401188573255173,-0.1574306329524153
321,321,321,11-17,0.6985812709503771,-1.0206270048466357,-0.38009529617682697
322,322,322,11-18,0.9028819875554681,-0.22447099496561312,-0.19471942283300087
323,323,323,11-19,0.8288310559267882,-0.5130460681868343,-0.17793668655585426
324,324,324,11-20,1.1239650010516535,0.6370853069529546,0.05322062268949298
325,325,325,11-21,1.0871344883805645,0.4935574990365138,0.07221462353092005
326,326,326,11-22,1.2034469619820884,0.9468249981465658,0.12844353807232886
327,327,327,11-23,0.7278254487366966,-0.9066629997980734,0.5099112209835691
328,328,328,11-24,0.9894550264485834,0.1129024922828398,0.5015572793260189
329,329,329,11-25,1.4161590671196933,1.7757600292806075,0.4931659131621662
330,330,330,11-26,1.1111028264582368,0.5869616570076535,0.38623675298026855
331,331,331,11-27,1.0742146930191478,0.4432093020533981,0.4270398673024128
332,332,332,11-28,1.0388131180116822,0.30525003705517995,0.4360386716446514
333,333,333,11-29,0.7906481020278218,-0.661844313865208,0.0623180065895376
334,334,334,11-30,1.0033100660606045,0.16689531833627191,0.04680548512803332
335,335,335,12-01,0.8407587782318344,-0.4665639610500752,0.03450248549263887
336,336,336,12-02,1.0872189202016418,0.4938865282386278,-0.09962669063197888
337,337,337,12-03,1.0552723379225968,0.36939130424103134,-0.1781964556323367
338,338,338,12-04,0.832300677285361,-0.4995250196925265,-0.3494978854464139
339,339,339,12-05,0.6696778969887455,-1.133262903867355,-0.4596299924418799
340,340,340,12-06,0.7395652389251092,-0.8609132605481916,-0.5291663637210895
341,341,341,12-07,0.6711935063417334,-1.1273566030228717,-0.6559855244328212
342,342,342,12-08,0.9801570104290848,0.07666830056337033,-0.6973940542289068
343,343,343,12-09,0.8600147872081217,-0.3915236600293589,-0.6027007863112414
344,344,344,12-10,0.7685458940073868,-0.7479761984690398,-0.5850335136369197
345,345,345,12-11,0.8154727079541085,-0.5651032963613627,-0.4971547485392341
346,346,346,12-12,0.7667667151912559,-0.7549096245022612,-0.1767104848701715
347,347,347,12-13,0.8064963449387362,-0.6000840124367576,0.11469465725842705
348,348,348,12-14,1.4735301073126734,1.999333882577746,0.20311744408960256
349,349,349,12-15,1.308677702167549,1.3569071927422325,0.4241575523570295
350,350,350,12-16,0.904686337510624,-0.2174394774819868,0.459992805395048
351,351,351,12-17,1.1557978599874446,0.7611373532431991,0.5505008355883991
352,352,352,12-18,0.8219405840149255,-0.5398981062741501,0.11980710477739602
353,353,353,12-19,0.9458473404536488,-0.057035831276650927,-0.12717817604765014
354,354,354,12-20,0.8104110445916064,-0.5848285022882724,0.2616823386130111
355,355,355,12-21,0.9284059772501638,-0.1250044922080448,0.2374164538713828
356,356,356,12-22,1.5033967471686738,2.115723610481981,0.22188065368775525
357,357,357,12-23,1.1184368082821734,0.6155420447934289,0.1600617306479107
358,358,358,12-24,0.7980208365948972,-0.6331129073759153,0.1688813182009774
359,359,359,12-25,0.8506676260254483,-0.42794936951571816,0.12610711947896325
360,360,360,12-26,0.8239901524666229,-0.5319109769698723,-0.28282491402611115
361,361,361,12-27,0.8625485371806831,-0.3816496845401297,-0.5504772968629065
362,362,362,12-28,0.8737831554781554,-0.3378685905484653,-0.6035120318954528
363,363,363,12-29,0.7063449096896675,-0.9903722522273432,
364,364,364,12-30,0.7163657270110645,-0.9513213175711928,
365,365,365,12-31,,,
