,unnamed: 0,unnamed: 0,mth_day,stephen king,stephen king_norm,stephen king_ravg
50,50,50,02-20,1.775366783392488,-0.5868575162894997,-0.375846718830748
51,51,51,02-21,2.0690994297328933,0.2657853378915592,-0.4419885558539553
52,52,52,02-22,2.0221172915540637,0.12940627042521546,-0.5681041030815874
53,53,53,02-23,1.801762602255156,-0.5102361171569393,-0.2956097810555418
54,54,54,02-24,1.3742977546512172,-1.7510748603612143,-0.21359959987889304
55,55,55,02-25,2.2115601342268847,0.6793181991576283,-0.049568672078785535
56,56,56,02-26,1.944880202234261,-0.0947964292296068,-0.0329061650718924
57,57,57,02-27,2.408148105985561,1.249970904692204,-0.2535535634174545
58,58,58,02-28,2.0565583632440467,0.22938131246657434,-0.20858018732195924
59,59,59,02-29,1.3456888036674668,-1.834120507230312,-0.4303264080849107
60,60,60,03-01,1.4672568315539147,-1.4812346037882431,-0.41941359953782203
61,61,61,03-02,1.753215091483907,-0.6511591254200806,-0.44712928208114544
62,62,62,03-03,1.9674367611814745,-0.02931957794707448,-0.5699492860090548
63,63,63,03-04,2.3508603395638263,1.0836768094322635,-0.2536337410926794
64,64,64,03-05,1.8026918497298927,-0.5075387111008819,0.11742846118320573
65,65,65,03-06,1.9995067648310576,0.06377276226794074,-0.02712667488574455
66,66,66,03-07,2.2342350482616307,0.7451386098670677,0.03102757344274665
67,67,67,03-08,1.4544224906798178,-1.5184899418337825,-0.3705727911063608
68,68,68,03-09,2.087640439711365,0.31960591202387273,-0.2540251619897496
69,69,69,03-10,1.5207603467814006,-1.3259253778623807,-0.19581417168391133
70,70,70,03-11,2.043593488843514,0.1917470635987852,-0.36028573177162465
71,71,71,03-12,2.1198277279033557,0.4130387041029701,-0.05799036486503133
72,72,72,03-13,1.8942755938049345,-0.2416907506592123,0.110346617635884
73,73,73,03-14,2.0792610218127736,0.2952822596057778,0.3543237437911897
74,74,74,03-15,2.435589645673648,1.3296278070293648,0.33002449754785923
75,75,75,03-16,2.025056230297292,0.13793737906945347,0.2802959564111597
76,76,76,03-17,1.9933674285314087,0.045951586138802535,0.5310262577771343
77,77,77,03-18,2.0170398191199523,0.11466745728277293,0.5497087399164219
78,78,78,03-19,2.412530156616171,1.2626910575366357,0.6648773286990618
79,79,79,03-20,2.117877342060372,0.4073771524415033,0.7664682283652655
80,80,80,03-21,2.673640835753037,2.020639339725203,0.7311553546408635
81,81,81,03-22,2.2350426061173367,0.7474827770666755,0.8300956334171551
82,82,82,03-23,1.9203764185340348,-0.16592565620760996,0.5805732634844483
83,83,83,03-24,2.221547414102596,0.7083091299405228,0.6551960976346689
84,84,84,03-25,1.896772364133226,-0.2344431620596051,0.2776129796624059
85,85,85,03-26,2.272121261034523,0.8551141573428268,0.4150964190047053
86,86,86,03-27,1.8931840155620403,-0.24485936810837475,0.6785874131574795
87,87,87,03-28,2.5192181499664525,1.5723834131204717,0.7128245424461359
88,88,88,03-29,2.4650070803862016,1.415020308709035,0.8978560663669691
89,89,89,03-30,2.2923148816752743,0.913731905672462,0.7923728198849754
90,90,90,03-31,2.27922885628221,0.8757459814653934,0.7394668779204681
91,91,91,04-01,2.0540894815024537,0.2222146784508654,0.2975898194496988
92,92,92,04-02,1.783828482251724,-0.5622950198954201,0.07097406053747382
93,93,93,04-03,1.6058670292344577,-1.078878937704143,-0.023985272455098332
94,94,94,04-04,1.9965967988153064,0.055325755235685364,-0.02757121521004724
95,95,95,04-05,2.096035822715109,0.34397590771702896,-0.10761606436199847
96,96,96,04-06,2.271816783690236,0.8542303249357,0.0994287786159308
97,97,97,04-07,1.8886383649978515,-0.2580544164608421,0.18174480616430488
98,98,98,04-08,2.2117860685317576,0.6799740379721557,0.6108907488724187
99,99,99,04-09,1.7760126264639342,-0.5849827724138985,0.7903430634274987
100,100,100,04-10,2.8836329556289844,2.6302014114843684,0.8595698432683411
101,101,101,04-11,2.4669601996992,1.4206897950475093,0.8515887079329446
102,102,102,04-12,2.414907165370422,1.269591003980754,0.8156836721150876
103,103,103,04-13,1.8721415164659867,-0.30594122847322136,0.7436369676801279
104,104,104,04-14,2.137571071225372,0.464543823065014,0.28874303778648786
105,105,105,04-15,1.6270935165457845,-1.0172629990236568,-0.07997467638850002
106,106,106,04-16,1.943376219693412,-0.09916216787747227,-0.4467395130260059
107,107,107,04-17,1.7048279934223216,-0.791616490002418,-0.41994276412731546
108,108,108,04-18,1.6568115182525196,-0.9309980158442808,-0.34178541483202274
109,109,109,04-19,1.9275298652598671,-0.14516073508107874,-0.2570078536233255
110,110,110,04-20,2.299120762941308,0.9334879188367704,-0.14401774353799493
111,111,111,04-21,1.8023270550572912,-0.5085976317714733,-0.08384457839010623
112,112,112,04-22,2.1769245374884507,0.578778492634511,0.2158942013098389
113,113,113,04-23,1.8292047329978407,-0.43057749911508575,0.24624639155571346
114,114,114,04-24,2.276365634307394,0.8674346623553897,0.143700783830271
115,115,115,04-25,1.9902672408404871,0.036952406394168386,0.5590215286392061
116,116,116,04-26,2.0871610244875582,0.31821427248411543,0.4352597720664508
117,117,117,04-27,2.6607868018639502,1.9833268370821369,0.5093183296520298
118,118,118,04-28,1.921111439925333,-0.16379204680202025,0.3972933056339945
119,119,119,04-29,1.9822823034982755,0.013773846398388629,0.5224605380503836
120,120,120,04-30,2.044812130282994,0.19528451824717769,0.3732614558891194
121,121,121,05-01,2.2489854291122904,0.7879558008925029,-0.10372867479576724
122,122,122,05-02,1.7787694791654782,-0.5769802204834694,-0.08718075067586821
123,123,123,05-03,1.6748576568957652,-0.8786139470271832,-0.13716253559536626
124,124,124,05-04,1.955315671059224,-0.06450450208262612,-0.1034338527290185
125,125,125,05-05,1.8789709448357643,-0.2861168631185996,-0.07071370744616344
126,126,126,05-06,2.1145286491794613,0.397656615445264,0.10700223537436168
127,127,127,05-07,2.316617320815458,0.9842766725896336,0.09937446477731177
128,128,128,05-08,2.146104810193548,0.4893154364396812,0.2352069145695717
129,129,129,05-09,1.6590912062734753,-0.9243805706094826,0.15286053312303352
130,130,130,05-10,2.23607865223522,0.7504901966709341,0.14016721780998204
131,131,131,05-11,1.7087626067004742,-0.7801951517978292,-0.14597352187145038
132,132,132,05-12,2.088291818041175,0.3214967235669552,-0.12977618073954392
133,133,133,05-13,1.7251700839311137,-0.7325677654989611,0.15130120201259548
134,134,134,05-14,2.179584393240704,0.5864994832311199,0.18090064121838045
135,135,135,05-15,2.2400725847535825,0.7620837259033537,0.4516868371664433
136,136,136,05-16,2.2972601063374145,0.9280868319056438,0.6035500189791675
137,137,137,05-17,2.2684723060540497,0.8445220238905476,0.7797271611464414
138,138,138,05-18,2.4021900045335927,1.2326758144433003,0.849422618820356
139,139,139,05-19,2.0893247445118557,0.3244950875046823,0.873902566489907
140,140,140,05-20,2.3236435227114645,1.0046722292746078,0.8491459127176201
141,141,141,05-21,2.2906721513317243,0.9089634119206608,1.052140244596164
142,142,142,05-22,2.246088593729936,0.7795469092719212,0.9614103051975664
143,143,143,05-23,2.688057566183086,2.0624880151618123,1.4394394773234551
144,144,144,05-24,2.214653018294835,0.6882961780517138,1.1514009192302097
145,145,145,05-25,3.077401567542147,3.1926701202600127,0.9133647289339054
146,146,146,05-26,1.72827353278949,-0.7235591192848649,0.8165622236165557
147,147,147,05-27,1.7986560644719312,-0.5192537298571646,0.25857257904888314
148,148,148,05-28,2.0459997341108185,0.198731877367822,0.22026959499658608
149,149,149,05-29,1.5347040316355467,-1.2854498522442228,-0.2193782953012491
150,150,150,05-30,2.1354815095212936,0.4584782737379314,0.07577582825454747
151,151,151,05-31,2.168658093235824,0.5547827784730015,0.17697366543148385
152,152,152,06-01,2.3383512554739543,1.0473656220499146,0.2671505029173055
153,153,153,06-02,2.0078299879181585,0.08793329320445374,0.7270157099650035
154,154,154,06-03,2.2323934696597543,0.7397929022827521,0.6844871913321523
155,155,155,06-04,2.485236298905201,1.4737413900419647,0.7156141582877821
156,156,156,06-05,2.0475759045305884,0.2033071619408241,0.5292228460864995
157,157,157,06-06,2.232996916917464,0.7415445802067797,0.9186566963728084
158,158,158,06-07,1.9530841079037429,-0.07098225115778062,0.7201261924540362
159,159,159,06-08,2.8127820368906344,2.4245363949223075,0.3468326653971461
160,160,160,06-09,1.8220348534391444,-0.4513901212298816,0.552132289824817
161,161,161,06-10,1.7136459781056792,-0.7660197722993758,0.6515917400678076
162,162,162,06-11,2.4719261586619083,1.4351049085068497,0.5846368253434691
163,163,163,06-12,2.438577629030475,1.3383012816647233,0.27217734193784165
164,164,164,06-13,1.8146896263852248,-0.4727117395038121,0.3834678676957344
165,165,165,06-14,2.1669344784328137,0.5497794944885431,0.7468257755929194
166,166,166,06-15,2.052070164119453,0.21635303331747532,0.6024197384526421
167,167,167,06-16,2.4646995710513298,1.4141276750837342,0.3950776420478133
168,168,168,06-17,2.1734417423878654,0.5686686856651847,0.6211047148654473
169,169,169,06-18,2.010005625809359,0.09424870323575107,0.9616526034803904
170,170,170,06-19,2.2818831054678568,0.8834506974019918,0.9567088850611783
171,171,171,06-20,2.870840213674663,2.5930668261782017,1.104912135788804
172,172,172,06-21,2.0418515961440145,0.18669072280220475,1.1411993554334663
173,173,173,06-22,2.7710327525399916,2.303347179449488,0.9310431482614878
174,174,174,06-23,2.2484467060884024,0.7863920035331566,0.5059891018801367
175,175,175,06-24,1.5756169114153769,-1.1666885397961195,0.07856915984437089
176,176,176,06-25,1.4033048172498053,-1.666873580886115,0.2362522869930315
177,177,177,06-26,1.9873716660370055,0.028547173963607283,-0.0931911814368112
178,178,178,06-27,2.3677794942796946,1.1327894856941685,0.03535723190660045
179,179,179,06-28,2.090079633702895,0.326686368870432,0.29849240730725884
180,180,180,06-29,2.514153728312756,1.5576824835936265,0.5168480874250039
181,181,181,06-30,2.1195121029601536,0.4121225126078308,0.421664481391997
182,182,182,07-01,1.85464167968828,-0.3567395001796447,0.21516887954015648
183,183,183,07-02,1.7906290391479245,-0.5425544622344338,0.22953681800066505
184,184,184,07-03,1.9409571785199304,-0.10618412541687504,-0.16430002452884127
185,185,185,07-04,2.119777877691685,0.4128939996334835,-0.3635668287655975
186,186,186,07-05,1.7001007816520952,-0.8053385715834115,-0.5359176894635039
187,187,187,07-06,1.7076315685776158,-0.7834783128127063,-0.5963301374361729
188,188,188,07-07,1.4983958670580908,-1.3908446643670835,-0.5741802854779967
189,189,189,07-08,1.6657577067167777,-0.9050291500704482,-0.6907387249896875
190,190,190,07-09,1.986740483451084,0.0267149863321828,-0.40312513366069264
191,191,191,07-10,1.878853893705724,-0.2864566374366611,-0.2771006225873208
192,192,192,07-11,2.2945923736962857,0.9203429763905574,0.011622812955004558
193,193,193,07-12,1.9681217348399591,-0.02733124637247538,0.16262970097872476
194,194,194,07-13,2.0951814850913006,0.3414959488868687,-0.1763310175543694
195,195,195,07-14,1.9778859509212443,0.0010121780718730727,-0.2331596957924577
196,196,196,07-15,1.2861153973066672,-2.007049324866382,-0.5115025372469381
197,197,197,07-16,1.7613901422765252,-0.6274287068651914,-0.3866443147856836
198,198,198,07-17,1.7192632378728767,-0.7497140723363238,-0.5663761334328455
199,199,199,07-18,2.2262012056598617,0.7218180883950509,-0.6870264417824935
200,200,200,07-19,1.7236793786893585,-0.7368949629961028,0.009849352417259816
201,201,201,07-20,1.7285041551584728,-0.7228896720260145,0.044635250023958316
202,202,202,07-21,2.7265438500670154,2.1742054403321376,0.5314827554412399
203,203,203,07-22,1.8332919030846129,-0.4187133212250003,0.33626176809511743
204,204,204,07-23,2.725567381014685,2.171370960167366,0.3717022721831474
205,205,205,07-24,1.822683294591884,-0.44950783568168395,0.3008265053922034
206,206,206,07-25,1.7969341981183926,-0.5242519384679228,-0.3475346631133311
207,207,207,07-26,1.5820053501395412,-1.1481442727716786,-0.3604136962659897
208,208,208,07-27,1.3863941669333537,-1.7159615707010691,-0.6206538543823845
209,209,209,07-28,1.8066711968532585,-0.4959875201409519,-0.5296032236678929
210,210,210,07-29,2.1876561328098765,0.6099300114689971,-0.5014570728516581
211,211,211,07-30,2.010883143423676,0.09679594860526468,-0.524922322721103
212,212,212,07-31,1.85511173392726,-0.3553750335705129,0.07721503194002906
213,213,213,08-01,1.5335031438003282,-1.2889357719883479,0.2072072189006818
214,214,214,08-02,2.6310001431241825,1.896862557265724,-0.09570603590485677
215,215,215,08-03,2.0753624705251847,0.2839656016229645,-0.03581901134040597
216,216,216,08-04,1.5615404396379104,-1.2075495173642343,-0.1536818477896856
217,217,217,08-05,2.134668436085264,0.4561180959919695,0.11541180217746574
218,218,218,08-06,1.6114915873277669,-1.0625520522661909,-0.1743838457241702
219,219,219,08-07,2.089714384161926,0.3256261278145605,-0.30881877837273936
220,220,220,08-08,2.0319982833982535,0.15808866985590764,-0.3033695684899351
221,221,221,08-09,1.7974881295828538,-0.5226439942684501,-0.5066713186874787
222,222,222,08-10,1.5728038484484683,-1.1748542580674093,-0.3960800348961075
223,223,223,08-11,1.7144477483846692,-0.7636924051932922,-0.4270925905403158
224,224,224,08-12,1.8400815787240297,-0.3990043495179634,-0.15872064996543125
225,225,225,08-13,2.025612046393072,0.13955079394931044,-0.23983979920054604
226,226,226,08-14,2.5867177647521515,1.768320313305215,-0.1404483898696842
227,227,227,08-15,1.6298164561017123,-1.0093588896791388,-0.3092756179018465
228,228,228,08-16,1.7782439213448535,-0.5785058020822383,-0.4999925373345953
229,229,229,08-17,1.3654852146272125,-1.7766557733862662,-0.7669611125395698
230,230,230,08-18,1.4458734867509144,-1.5433058661144554,-1.0658418179387867
231,231,231,08-19,1.4737932934405071,-1.4622606572805366,-0.8998064157646463
232,232,232,08-20,1.968937271267668,-0.02496391909008693,-0.8979437300801779
233,233,233,08-21,1.9730083411517263,-0.013146476634296623,-0.5878458411405854
234,234,234,08-22,1.782094055731482,-0.5673296879754289,-0.22378224410600706
235,235,235,08-23,2.0064514041365475,0.08393156025128977,-0.03289252829133379
236,236,236,08-24,2.1983857251550045,0.6410757160930145,0.208761607755387
237,237,237,08-25,1.8683585521097967,-0.31692236239249705,0.2520405237339741
238,238,238,08-26,2.4684315802766856,1.4249608971902377,0.2543169779604729
239,239,239,08-27,2.062465002581284,0.2465270192372261,0.07672026474504239
240,240,240,08-28,1.7867994414925426,-0.5536709626164364,-0.10690275042796134
241,241,241,08-29,1.6393625183387743,-0.9816487190412932,-0.16452004931641054
242,242,242,08-30,1.8188405926675584,-0.4606623749450079,-0.4171647614583845
243,243,243,08-31,1.749264737428769,-0.6626261557231922,-0.3955312135913966
244,244,244,09-01,1.9462199683399488,-0.0909073756616054,-0.4300813134337382
245,245,245,09-02,2.1071811171904105,0.37632830643915294,-0.20193534748574635
246,246,246,09-03,1.7153850699892697,-0.7609715616704856,-0.3219657680692626
247,247,247,09-04,2.1109357075200053,0.3872270766466576,0.0007686741729845957
248,248,248,09-05,1.5707400926296289,-1.180844898446105,-0.1873603870110132
249,249,249,09-06,2.4163504321260683,1.2737804977302911,-0.2435322104575328
250,250,250,09-07,1.5573609280690697,-1.2196817427655922,-0.3736872512792579
251,251,251,09-08,1.991075071594852,0.039297365760035584,-0.5583964392907478
252,252,252,09-09,1.4463571806146844,-1.5419018066008363,-0.32944226862027626
253,253,253,09-10,1.7291454773061163,-0.7210280514222814,-0.35900241587673515
254,254,254,09-11,2.0439838249515523,0.19288012557672385,-0.4060519559832442
255,255,255,09-12,2.355250193704263,1.0964196141915374,-0.5335480426300189
256,256,256,09-13,1.4601104613104572,-1.5019789834046466,-0.3645946323673763
257,257,257,09-14,1.7275431877926553,-0.7256791541206127,-0.2511485338945245
258,258,258,09-15,1.7955805305412913,-0.5281813450249809,-0.2177272961148826
259,259,259,09-16,1.963636314059312,-0.040351460585170695,-0.4991901998502746
260,260,260,09-17,2.1130648609481417,0.39340755225457547,0.003560985182116968
261,261,261,09-18,1.773471950993779,-0.5923578082208145,0.10178354763104144
262,262,262,09-19,2.499287194965321,1.5145281267897026,0.19649071674320984
263,263,263,09-20,1.9305672773535936,-0.136343779427066,0.21840806736769133
264,264,264,09-21,1.991338371759192,0.04006166964802973,0.22045168484394675
265,265,265,09-22,2.0089390433424854,0.091152643161718,0.13161803028863395
266,266,266,09-23,2.1172889777618664,0.4056692571121081,-0.12830113175628668
267,267,267,09-24,1.5898545479369035,-1.1253597355526912,-0.4372220455714901
268,268,268,09-25,1.962039439277291,-0.0449868454798215,-0.3196895100218231
269,269,269,09-26,1.292033872095731,-1.989869262318286,-0.4599523662975834
270,270,270,09-27,2.2342757929465886,0.7452568829460315,-0.4569020050965738
271,271,271,09-28,1.7190184997870182,-0.7504244944928437,-0.13332927357945554
272,272,272,09-29,2.123594013898437,0.4239714243181665,-0.2985233039269811
273,273,273,09-30,2.2586729699483348,0.8160766535500179,0.0435606799506059
274,274,274,10-01,1.6205866531147604,-1.0361510275649746,-0.31255538578812164
275,275,275,10-02,1.999114685796152,0.0626346409472358,-0.19514400280277747
276,276,276,10-03,1.4981909441907395,-1.3914395114863338,-0.3059602967346289
277,277,277,10-04,1.961705501025512,-0.0459561965807787,-0.22450436452695088
278,278,278,10-05,1.8945389310020744,-0.2409263392729425,-0.05632202275336502
279,279,279,10-06,2.427040767157869,1.3048122467960863,-0.041458664904956616
280,280,280,10-07,1.9682162197590247,-0.027056976923459587,-0.045797774765996745
281,281,281,10-08,2.0298369518392585,0.15181478803768633,0.030858214696111868
282,282,282,10-09,1.4892220901201625,-1.4174741706525746,-0.20908353937177104
283,283,283,10-10,2.120151911727027,0.41397974019187295,-0.6616545554042635
284,284,284,10-11,1.3985840815995485,-1.6805768636802398,-0.4971280865261827
285,285,285,10-12,1.4915854481272282,-1.4106138493988694,-0.8192843806332973
286,286,286,10-13,2.3082891695969803,0.9601018363450262,-0.5395720080235905
287,287,287,10-14,1.3639462778769127,-1.7811229766050016,-0.4396078339568757
288,288,288,10-15,2.067382019693834,0.2608000650056663,-0.4133781152850901
289,289,289,10-16,2.3267758779787666,1.0137647845921611,-0.19663436348771546
290,290,290,10-17,1.4528003901543978,-1.5231985516495257,-0.09459358090804787
291,291,291,10-18,1.939590486680016,-0.1101513386146214,0.0731682110961378
292,292,292,10-19,2.519205444481331,1.5723465318230314,0.31480106105147554
293,293,293,10-20,1.7107065764841936,-0.7745522245798876,0.12891702546770709
294,294,294,10-21,2.566832330773908,1.710597164737693,0.5179024223863469
295,295,295,10-22,1.9425572611214448,-0.10153942891044936,0.6385146889283629
296,296,296,10-23,2.256825494905388,0.8107138298623131,0.5444652734083766
297,297,297,10-24,2.188893650780498,0.6135222606374753,0.5590605403669165
298,298,298,10-25,2.3248071669001225,1.0080500387031135,0.4575246390265281
299,299,299,10-26,1.7408747039721857,-0.6869806228286479,0.7076810698094181
300,300,300,10-27,2.3569596354031166,1.101381756695362,0.5973930219890087
301,301,301,10-28,2.45962564481302,1.3993991557868906,0.7921547796435027
302,302,302,10-29,2.0288622862501957,0.14898554293985602,0.6293476970581565
303,303,303,10-30,2.5914623431789803,1.7820928065644386,0.7314079252669573
304,304,304,10-31,1.9882881544466413,0.03120754319103635,0.72916679600345
305,305,305,11-01,1.9518311725864927,-0.07461925357584273,0.5567564009449814
306,306,306,11-02,2.3523272656403287,1.087934981114318,0.3372494667064668
307,307,307,11-03,2.1032567758396707,0.3649367854360793,0.13087284564188584
308,308,308,11-04,1.5751458043648738,-1.1680560624912315,0.3964341271414442
309,309,309,11-05,2.16488595834798,0.543833080176953,0.4117922603389961
310,310,310,11-06,2.537198059206251,1.6245752321883864,0.2958504203595888
311,311,311,11-07,1.9835761294685736,0.01752954560946818,0.3451725441260647
312,312,312,11-08,2.1126777806650265,0.3922839412378741,0.42336793636546055
313,313,313,11-09,2.2052046279750472,0.6608695280349346,0.1084928694497036
314,314,314,11-10,1.7367741300921635,-0.6988837090548563,-0.09565951334741887
315,315,315,11-11,1.51404543665773,-1.3454173213175886,-0.20243784131632672
316,316,316,11-12,2.1152191307840282,0.3996609354056515,-0.15464619614215802
317,317,317,11-13,1.7628674421748616,-0.6231404222039789,-0.29167391056883396
318,318,318,11-14,2.211462163888082,0.6790338122828866,-0.3211094671019448
319,319,319,11-15,1.9219710584928984,-0.16129675852512118,-0.4594730123398581
320,320,320,11-16,1.675931418225815,-0.8754970482535213,-0.5867069488332711
321,321,321,11-17,1.2280507313683175,-2.175598592745068,-0.03514762810091121
322,322,322,11-18,1.852229106152348,-0.36374268355482703,-0.046920022425581735
323,323,323,11-19,2.9029296248201817,2.686215502190181,0.21385245555876267
324,324,324,11-20,2.187128858177783,0.6083994463348634,0.4838369655565062
325,325,325,11-21,2.4609826013128253,1.4033381093809452,0.9843120726446234
326,326,326,11-22,2.233984048611535,0.7444100117329393,0.954445738635398
327,327,327,11-23,2.2625228570300204,0.827252049783636,0.38135542636618736
328,328,328,11-24,1.7904959857819749,-0.5429406876101798,0.2554965893552553
329,329,329,11-25,1.7183633094672013,-0.7523263714250831,-0.04670504344358184
330,330,330,11-26,1.9269811369184209,-0.1467535757307292,0.023805736814560143
331,331,331,11-27,1.8363378167225533,-0.4098716874120773,-0.22848127324010034
332,332,332,11-28,2.3797284337021263,1.1674746932817912,0.11325563232376053
333,333,333,11-29,1.7410506082171953,-0.6864700105443269,0.2780695968239799
334,334,334,11-30,2.496859395487898,1.5074807457729853,0.1751663996473143
335,335,335,12-01,2.059030507057222,0.2365574155762333,0.6003210769851752
336,336,336,12-02,1.714282268157326,-0.7641727587907228,0.5580897584321542
337,337,337,12-03,2.715124107132949,2.1410563766150883,0.6645946907933896
338,338,338,12-04,2.292437135385169,0.9140867819636658,0.5685839196329757
339,339,339,12-05,1.9611941922092453,-0.047440416376914464,0.4741757513501787
340,340,340,12-06,2.2984070346769827,0.9314161188105023,0.6153788007389189
341,341,341,12-07,1.8638906946266762,-0.32989159412054897,0.2471577055662328
342,342,342,12-08,2.0061461722403044,0.08304553754171934,0.08557210268625359
343,343,343,12-09,1.9540184024895768,-0.0682701944210297,0.005803472365372695
344,344,344,12-10,1.9584428972698469,-0.05542683531620924,-0.15656295869585754
345,345,345,12-11,1.7963140145531056,-0.5260521983021998,-0.09085925024753802
346,346,346,12-12,1.9627988401890155,-0.0427824675568791,0.2049496644200724
347,347,347,12-13,1.9996989575747524,0.06433065656936847,0.3106464652546906
348,348,348,12-14,2.6175773351732623,1.8578990255473813,0.39177120838960094
349,349,349,12-15,2.1724915946353307,0.5659106105866794,0.32723393383442545
350,350,350,12-16,2.1261261332309807,0.4313216234932529,0.2618977248818819
351,351,351,12-17,1.6629167473404711,-0.9132758456332528,0.381260025981161
352,352,352,12-18,1.8277501914139327,-0.4347997212721403,0.019238814953307662
353,353,353,12-19,2.2464184678825907,0.7805044631650432,-0.1538609733820187
354,354,354,12-20,1.869286668159788,-0.3142282406197382,-0.036441483241842286
355,355,355,12-21,1.8146977634242447,-0.4726881194252789,0.279231448796114
356,356,356,12-22,2.3688298917978083,1.1358385643343114,0.3193998582201976
357,357,357,12-23,2.315406440422592,0.9807617465944852,0.2244932395225323
358,358,358,12-24,1.910777497453482,-0.19378926472763908,0.2675850339678503
359,359,359,12-25,2.0502483683250667,0.21106475097905192,0.2414788369286877
360,360,360,12-26,1.958356553089303,-0.05567747394782978,-0.25234256657764803
361,361,361,12-27,1.760736771635515,-0.6293253016602546,-0.3179842670092876
362,362,362,12-28,1.3481108395463213,-1.827089856703703,-0.5505218409412301
363,363,363,12-29,2.1797263468158357,0.5869115440046474,
364,364,364,12-30,1.4301269416222642,-1.5890147083192947,
365,365,365,12-31,,,
