,unnamed: 0,unnamed: 0,mth_day,parody,parody_norm,parody_ravg
84,84,84,03-25,4.680547963076976,1.3553835121565792,-0.017784473750028732
85,85,85,03-26,3.3023225784726127,-0.8815457504748064,-0.03401425015045211
86,86,86,03-27,3.837621532197324,-0.012728569178652784,0.13787780921102488
87,87,87,03-28,3.849441282216449,0.006455480825156003,0.18765629997642952
88,88,88,03-29,4.231365327209023,0.626337455058044,0.0041343031319811905
89,89,89,03-30,3.8652018467912015,0.03203567147225825,-0.015102868460751371
90,90,90,03-31,4.002114329319339,0.2542515310898889,-0.0937238331255512
91,91,91,04-01,3.2312077015026395,-0.9969687800312018,-0.35527183498277976
92,92,92,04-02,3.5469800414539514,-0.4844543571674518,-0.5940315260081308
93,93,93,04-03,2.8825655705683886,-1.5628325303182151,-0.7968597017936526
94,94,94,04-04,3.3487321412020354,-0.8062206910940622,-0.7301353973795952
95,95,95,04-05,3.1153982336404704,-1.1849333832408733,-0.5888020840490705
96,96,96,04-06,4.248776926075784,0.6545973575742329,-0.7542097258322035
97,97,97,04-07,3.753680620185549,-0.1489689000480539,-0.6178354069314352
98,98,98,04-08,2.9355105206567926,-1.4769002078662492,-0.4047174582490726
99,99,99,04-09,3.3867063619389786,-0.7445866169136064,-0.2576175004535425
100,100,100,04-10,4.13657439896746,0.4724870010001138,-0.6200493217109591
101,101,101,04-11,3.6591889541468734,-0.30233363646769257,-0.5986560709245033
102,102,102,04-12,2.90895967412272,-1.5199935699702662,-0.3101485806140487
103,103,103,04-13,3.8327659675471812,-0.020609395329319474,-0.3858332631134947
104,104,104,04-14,4.00204852908703,0.2541447339964786,-0.3257937684874261
105,105,105,04-15,3.1069195513616426,-1.1986947119102822,-0.2504089310715684
106,106,106,04-16,4.358524972787014,0.8327239687565254,-0.06117921914818032
107,107,107,04-17,3.9378673145486407,0.14997538802745394,-0.11469543167387425
108,108,108,04-18,3.60849326291594,-0.38461529842993775,-0.2499382767481076
109,109,109,04-19,3.63493029033664,-0.34170667048348297,-0.1396893728586418
110,110,110,04-20,3.5020905055199547,-0.5573123364489214,-0.3149591692100515
111,111,111,04-21,3.5144814010015177,-0.5372012885734878,-0.277517113014945
112,112,112,04-22,3.7105976023833764,-0.2188948093519328,-0.18672617056415824
113,113,113,04-23,4.07628096891474,0.374627725198093,-0.04908932260585632
114,114,114,04-24,3.944124032296549,0.16013035627478295,-0.07973737364902855
115,115,115,04-25,4.143738327001825,0.4841144172663285,-0.031142691118108683
116,116,116,04-26,3.388792541274107,-0.7412006427079549,0.2341856309228517
117,117,117,04-27,3.69412344728273,-0.2456331933879685,0.08140748038870803
118,118,118,04-28,4.691448185725919,1.3730751228938298,-0.04350693486073446
119,119,119,04-29,3.5114994298739286,-0.5420411780067693,-0.1834907502600107
120,120,120,04-30,3.4823475580670333,-0.5893561352218721,-0.2378634618863737
121,121,121,05-01,3.6262541551775356,-0.3557884751293288,-0.18230104392741844
122,122,122,05-02,3.187790607117976,-1.0674369124661331,-0.3901690549642427
123,123,123,05-03,3.899523419844084,0.08774131436576324,-0.24832577192255065
124,124,124,05-04,3.923013597532022,0.1258670566728846,-0.16686559986333505
125,125,125,05-05,4.03585757545172,0.309018520243383,-0.20651281769150664
126,126,126,05-06,3.7834848685088884,-0.10059510286657823,0.4923350748079603
127,127,127,05-07,3.479688585261981,-0.5936717820983579,0.4587442702147593
128,128,128,05-08,5.771251572585466,3.1256504425306684,0.3929133119123359
129,129,129,05-09,3.775346852387029,-0.1138035131934432,0.4594654630488489
130,130,130,05-10,3.67965347164632,-0.26911869314165604,0.4128198259560886
131,131,131,05-11,4.281883765806448,0.7083314270624613,0.7715172289159119
132,132,132,05-12,3.6110479420591175,-0.3804689254231399,0.15289632905217942
133,133,133,05-13,4.805700652990971,1.5585126356605818,0.21039834245805347
134,134,134,05-14,3.4843691703157256,-0.5860749566517263,0.4288331400765341
135,135,135,05-15,3.98791701059206,0.23120856724180125,0.5209889378304778
136,136,136,05-16,4.487150752819798,1.0414900925692276,0.9543613048434144
137,137,137,05-17,4.622560054300816,1.2612662135861237,0.6853980515051304
138,138,138,05-18,5.2131141508958665,2.21976527665448,1.0877274711797629
139,139,139,05-19,3.811412663283498,-0.0552668843691212,1.5024555858409006
140,140,140,05-20,4.971677584842274,1.8279015613960687,1.3913602735895985
141,141,141,05-21,5.521060212436646,2.719577255208628,1.1794222635913325
142,142,142,05-22,4.07645994910119,0.3749182190614148,0.8381421446821324
143,143,143,05-23,3.8390797264556618,-0.010361846403470916,0.8475342404610678
144,144,144,05-24,3.9514893038370418,0.1720845631992796,0.6004689471997205
145,145,145,05-25,3.846132826410885,0.0010856903044906214,0.10057191785572406
146,146,146,05-26,4.058340722968635,0.34550980182798496,0.2553005592090256
147,147,147,05-27,3.6730694322907995,-0.2798049208553511,0.2218503156013137
148,148,148,05-28,4.648451951175344,1.3032900671812235,0.3544552300850967
149,149,149,05-29,3.7154227768198473,-0.21106330804974185,0.668863427633796
150,150,150,05-30,4.441695576296065,0.9677140501019776,0.7115104303398393
151,151,151,05-31,5.008419089713419,1.887534875596687,1.0064947823668244
152,152,152,06-01,4.2159957262501,0.601391818064244,0.7514955790904866
153,153,153,06-02,4.76355073310694,1.4901011913065596,0.7866060973350564
154,154,154,06-03,3.705785464003773,-0.2267051524768027,0.6813301464538646
155,155,155,06-04,3.8452173348856418,-0.000400198582322594,0.4908800113211617
156,156,156,06-05,4.0525174552441525,0.3360583448148273,0.5893646664865504
157,157,157,06-06,4.30437391011989,0.7448340648004697,0.511551001158942
158,158,158,06-07,4.580068173270467,1.1922997490565757,0.5347963571796394
159,159,159,06-08,4.475893620434198,1.0232191993409097,0.4450858264677459
160,160,160,06-09,3.7917175681889645,-0.08723301635261897,0.5429755073296997
161,161,161,06-10,3.5135805699000118,-0.5386633828536832,0.6865138558560089
162,162,162,06-11,4.414390435249055,0.9233964299865498,0.5064870433736629
163,163,163,06-12,4.834998276946139,1.6060641559583253,0.3534167294093575
164,164,164,06-13,3.914555337391048,0.11213887416249996,0.3466456235140138
165,165,165,06-14,3.91003202831537,0.10479731555507718,0.6138615888793441
166,166,166,06-15,3.7666865307322985,-0.12785965172468106,0.5802567009368672
167,167,167,06-16,4.501409285247493,1.0646324093382986,0.3746219038677478
168,168,168,06-17,4.2901618052709445,0.7217671023316895,0.5448349976027068
169,169,169,06-18,4.074819306569829,0.3722553735436087,0.9003117561014108
170,170,170,06-19,4.543789378439632,1.133417436572255,1.0606803863681702
171,171,171,06-20,5.224138201588285,2.237657866547301,1.2043031499556724
172,172,172,06-21,4.3595281216225175,0.8343521298758733,1.1397667548073656
173,173,173,06-22,5.032345712849528,1.9263689908633133,1.1279078148399342
174,174,174,06-23,4.051587346498054,0.3345487314418486,1.0207423763325632
175,175,175,06-24,4.030979854771375,0.3011017337390199,0.7768120381640328
176,176,176,06-25,4.147626307473212,0.4904248055280295,0.8674270868343171
177,177,177,06-26,4.3223904626092144,0.7740758375361199,0.662923675670955
178,178,178,06-27,4.694508656923759,1.3780424218975795,0.7914856515653326
179,179,179,06-28,4.276349185256226,0.6993485238831413,1.1760903070827478
180,180,180,06-29,4.526847914543267,1.1059205868081134,1.1916306648120474
181,181,181,06-30,5.452764373735309,2.6087296668435105,1.1319553025390692
182,182,182,07-01,4.205075014143064,0.5836669519038268,1.1064116661775405
183,183,183,07-02,4.101785992470545,0.4160236638982507,0.9266645138471528
184,184,184,07-03,4.600080401269892,1.2247806037284068,0.9983759449161959
185,185,185,07-04,3.6118701810502434,-0.37913439009918415,0.5803325447393898
186,186,186,07-05,4.791946636215132,1.5361891732223731,0.6122179461988116
187,187,187,07-06,3.9073654137908034,0.10046926578267308,0.7260506233765828
188,188,188,07-07,4.322947144720806,0.7749793606603586,0.6598315251453383
189,189,189,07-08,4.52259613047015,1.0990197269648776,0.7959778635347151
190,190,190,07-09,4.355285421868837,0.8274660143409391,0.6357757491560803
191,191,191,07-10,4.115168187090308,0.4377436402370781,0.6581767735815128
192,192,192,07-11,4.199720611747473,0.5749764869505639,0.8880466009283525
193,193,193,07-12,3.9901762411692854,0.2348754123352681,0.7092038282096226
194,194,194,07-13,5.172716790537923,2.1541983247413974,0.5647917086496164
195,195,195,07-14,3.86146038514748,0.025963090652498143,0.5928760685346375
196,196,196,07-15,3.821430948201687,-0.039006703019097616,0.6945766478490617
197,197,197,07-16,4.2189888443203065,0.6062497995472049,0.8729083412796291
198,198,198,07-17,4.575681503443867,1.1851799628371091,0.3904563344136278
199,199,199,07-18,4.649422657776227,1.3048655729186722,0.4017262900200621
200,200,200,07-19,3.3892157728959225,-0.7405137164546107,0.4426214368883927
201,201,201,07-20,3.90312251320748,0.093582824291104,0.6748353268444468
202,202,202,07-21,3.9726097909016715,0.20636417819088584,0.5375897046565328
203,203,203,07-22,5.077423886880426,1.9995331392835305,0.0924655002218392
204,204,204,07-23,4.06831972785685,0.3617062297096256,0.246902930167485
205,205,205,07-24,3.003912927713358,-1.3658796536894895,0.08245646068599742
206,206,206,07-25,3.960131241274473,0.18611086321926407,0.11656235298425432
207,207,207,07-26,3.2952061992655475,-0.8930959925978214,-0.16391314728675058
208,208,208,07-27,4.098690505161036,0.4109995319804272,-0.04927596989586628
209,209,209,07-28,4.040578080379463,0.31668013765750075,0.15282619089579713
210,210,210,07-29,4.4921038962851005,1.0495292940549314,-0.13874985688723515
211,211,211,07-30,3.7510326501103104,-0.153266688939509,-0.15943791414443656
212,212,212,07-31,2.88224956487903,-1.5633454234789297,0.001554079248338373
213,213,213,08-01,3.2187277710568267,-1.0172243361410298,0.08501553563702231
214,214,214,08-02,4.693836509244251,1.3769514923370767,-0.05598583268777582
215,215,215,08-03,4.349113624401865,0.8174488759896045,-0.12175679287998804
216,216,216,08-04,3.970858092936129,0.2035210841061427,0.20554351958622896
217,217,217,08-05,3.5078943218108853,-0.5478924500927822,0.5384341256526687
218,218,218,08-06,4.092194662112659,0.4004564513183724,0.2002269496323161
219,219,219,08-07,4.449338746311528,0.9801193002576084,0.09067612386038054
220,220,220,08-08,3.4435715419069703,-0.6522915637850389,0.020979705567581112
221,221,221,08-09,3.944132390067327,0.16014392135799124,0.11234043809052907
222,222,222,08-10,3.713208355382576,-0.21465742565065388,-0.020984727360418055
223,223,223,08-11,3.8456314585795024,0.00027194504490551426,-0.04938726501779441
224,224,224,08-12,3.5993258070244547,-0.3994945413873103,0.1051719475256052
225,225,225,08-13,4.344341867669431,0.8097040743133505,0.2745740554050524
226,226,226,08-14,4.014937209235747,0.27506371147535874,0.5014556890205822
227,227,227,08-15,4.570368424934954,1.1765565686346742,0.5047963746461734
228,228,228,08-16,4.5519314173222165,1.1466323760425259,0.5176156016516057
229,229,229,08-17,3.857981114354732,0.02031605879845244,0.3503920506478029
230,230,230,08-18,3.646715193086066,-0.32257917935471714,0.27925276018049433
231,231,231,08-19,3.726159397403893,-0.19363723170946576,0.1100716181468907
232,232,232,08-20,3.7519535442553367,-0.15177203132849312,-0.1556348071324252
233,233,233,08-21,3.944949243982985,0.16146971643305236,-0.1397402040970623
234,234,234,08-22,3.5696830835282634,-0.4476061756333695,-0.029265326281141174
235,235,235,08-23,3.916739374834844,0.11568367701062986,-0.09052636356819044
236,236,236,08-24,4.055112410227907,0.3402700875408096,0.06570364097731624
237,237,237,08-25,3.4996930944590625,-0.5612034554317614,0.06923720034789789
238,238,238,08-26,4.329495700009112,0.7856079959445471,-0.10002134080255023
239,239,239,08-27,3.9580119044002764,0.1826710726565422,-0.14972801699425936
240,240,240,08-28,2.9439777779427727,-1.4631574225360584,0.03436297293258473
241,241,241,08-29,3.732986573913992,-0.18255638013962489,0.1931591923821344
242,242,242,08-30,4.735649465107318,1.4448160271018742,0.3144447100308023
243,243,243,08-31,4.086721886868326,0.3915738612655364,0.4902184099511245
244,244,244,09-01,4.777857072898407,1.5133211018365544,0.5886588720564261
245,245,245,09-02,4.6078020767306525,1.2373132721784759,0.7550022953716532
246,246,246,09-03,3.307886854583255,-0.8725146499042492,0.28849880368250524
247,247,247,09-04,4.347915438420014,0.8155041597517388,0.2672191931713277
248,248,248,09-05,3.0111060072702167,-1.3542049230330142,0.05254494552542207
249,249,249,09-06,4.008056638384344,0.2638961981984713,0.188563729772922
250,250,250,09-07,3.984261578032232,0.22527561596112056,0.2755859264113509
251,251,251,09-08,5.1106285479058915,2.053425977663476,-0.015270039802862269
252,252,252,09-09,3.6295855397442582,-0.3503814700736762,0.1913353047851724
253,253,253,09-10,3.272695718431627,-0.92963163753354,0.10892830214284917
254,254,254,09-11,3.774872842269372,-0.11457285550480595,-0.2104360168060148
255,255,255,09-12,3.7034191387330417,-0.23054581765546803,-0.5185884710904295
256,256,256,09-13,2.8036538082690443,-1.6909102977320631,-0.36489726766043146
257,257,257,09-14,3.9714681589269714,0.2045112519569872,-0.052212728050038085
258,258,258,09-15,4.197742400569916,0.5717657505063117,-0.07605469528296864
259,259,259,09-16,4.428610061536326,0.9464756001288204,0.04904870586506055
260,260,260,09-17,3.686735219837781,-0.2576246589023892,0.5372150249751177
261,261,261,09-18,4.165894245236137,0.5200745892327072,0.6167590243610156
262,262,262,09-19,4.608279168969751,1.23808761692828,0.5136024105097103
263,263,263,09-20,4.265521871696513,0.681775248272374,0.5684399869404493
264,264,264,09-21,3.816398923577384,-0.047173932601519836,0.5016083940245105
265,265,265,09-22,4.6313304813446505,1.2755010587132538,0.8573362496018967
266,266,266,09-23,3.439676005076719,-0.6586142163980215,0.9348041960435516
267,267,267,09-24,5.480928659844944,2.6544417226970243,0.9276214050929016
268,268,268,09-25,4.894658247815001,1.7028952955782102,0.8082895470200211
269,269,269,09-26,4.238968940445981,0.6386785025684746,0.5712390497276649
270,270,270,09-27,3.3752597277999152,-0.7631650810388028,0.5373160277922818
271,271,271,09-28,3.7550157450876087,-0.14680192504088338,-0.04308583395947463
272,272,272,09-29,3.3142713155278747,-0.8621523480103204,-0.4127493078366669
273,273,273,09-30,3.3353322143044486,-0.8279694478135142,-0.5877541903237105
274,274,274,10-01,3.5281074355843325,-0.5150855476849434,-0.2900264983331942
275,275,275,10-02,3.592020888482232,-0.4113507923537866,-0.1929445335060516
276,276,276,10-03,4.475882451072724,1.023201070904295,-0.19014292188619386
277,277,277,10-04,4.113902806597925,0.4356898639219727,0.1596846400072155
278,278,278,10-05,3.32462815331473,-0.8453426782911738,0.19980360442727035
279,279,279,10-06,4.628554760292129,1.2709959235469417,0.19818816010684745
280,280,280,10-07,3.676416931350995,-0.2743717611646143,-0.13456925653201582
281,281,281,10-08,3.5860490062049992,-0.421043458276324,-0.4929113664695482
282,282,282,10-09,3.2457638428850903,-0.9733434289288848,-0.2840328502511158
283,283,283,10-10,2.789204165816689,-1.7143627957032217,-0.3237249781060117
284,284,284,10-11,4.096798319336227,0.40792841901942056,-0.12185097975394045
285,285,285,10-12,4.481823169555384,1.0328431564175662,-0.2672765322939801
286,286,286,10-13,4.422693195875644,0.9368722289478132,-0.416541250047851
287,287,287,10-14,3.0484481313922864,-1.2935967735165619,-0.2001624057517405
288,288,288,10-15,2.6939705614322995,-1.8689317354521104,-0.6049868576339897
289,289,289,10-16,3.5891011161997737,-0.4160897299265588,0.22251850835458603
290,290,290,10-17,2.6002664122798445,-2.021018292274075,-0.05363667565769651
291,291,291,10-18,7.540897733120738,5.9978753523490225,0.15914932848854804
292,292,292,10-19,3.401818487710492,-0.7200588751258817,0.46997705463252
293,293,293,10-20,3.835063275559793,-0.016880748639094566,0.3589975193950137
294,294,294,10-21,3.843020742589687,-0.003965378588278582,0.7624349345601129
295,295,295,10-22,3.1788383103317006,-1.0819669413515969,-0.2831600019153113
296,296,296,10-23,4.091670801238392,0.3996061987165206,-0.1385192195921519
297,297,297,10-24,3.6756021043201135,-0.27569426650352474,-0.07364428065524467
298,298,298,10-25,3.9365182688175047,0.14778581881307434,0.018560967821935472
299,299,299,10-26,4.074889243670178,0.3723688849823489,0.41836648380361696
300,300,300,10-27,4.1838798376927135,0.5492661122748023,0.3733050655107084
301,301,301,10-28,4.656816501870785,1.3168661545384928,0.7253784452512809
302,302,302,10-29,3.9250903243452435,0.1292376889590688,0.9443802166134562
303,303,303,10-30,4.9771268614269335,1.8367460119399108,0.8273270390603799
304,304,304,10-31,4.746111506136808,1.461796446986125,0.7768279174339415
305,305,305,11-01,3.6421737438627018,-0.3299501803361086,0.4701783052931032
306,306,306,11-02,3.9971975697592814,0.2462713825161715,0.3804796829797836
307,307,307,11-03,3.523211733874428,-0.5230315183065367,0.12564914271372907
308,308,308,11-04,3.5934975816471617,-0.4089540449208489,-0.0421933429783142
309,309,309,11-05,4.03508387803646,0.3077627703435834,0.10167266708786113
310,310,310,11-06,4.125640993474054,0.4547415328338657,0.20592865472406754
311,311,311,11-07,4.174009391151,0.5332458800609433,0.3348658615640377
312,312,312,11-08,4.382605148955218,0.87180730833341,0.3814647336355532
313,313,313,11-09,3.9998594342432527,0.2505917227332841,0.0748052367432495
314,314,314,11-10,3.7657616298379706,-0.12936081249175618,0.12061265362326735
315,315,315,11-11,2.9014425686555776,-1.5321942110102384,-0.13019640860890289
316,316,316,11-12,4.294979235326895,0.7295860341139727,-0.3082899639434477
317,317,317,11-13,3.246832778018676,-0.971608493332078,-0.2470995215010364
318,318,318,11-14,3.724239067657389,-0.1967540236738588,-0.32579123916263897
319,319,319,11-15,4.226064766199341,0.6177343773877519,-0.17095801624191462
320,320,320,11-16,3.474858583457969,-0.6015111184613715,-0.4818153357957899
321,321,321,11-17,3.473821181893684,-0.6031948734858925,-0.5069934072119865
322,322,322,11-18,3.1458196549423785,-1.135557883209279,-0.3968150919997133
323,323,323,11-19,3.1537559219708537,-1.1226769218292585,-0.4408405457375459
324,324,324,11-20,4.1315399691079815,0.4643158675997808,-0.4115879701597307
325,325,325,11-21,4.063313983891198,0.3535816549607557,0.07201343486896512
326,326,326,11-22,3.582997833723692,-0.4259956649944805,0.29240185506318744
327,327,327,11-23,5.261571229001142,2.2984135566862824,0.4784999948006106
328,328,328,11-24,3.960538976448031,0.1867726379560551,0.43601442560505177
329,329,329,11-25,3.8417128936063,-0.006088083404719489,0.4602401483084622
330,330,330,11-26,3.974481744005762,0.2094024524264284,0.6168757650816592
331,331,331,11-27,4.152870251623018,0.49893599118121795,0.12191444459995425
332,332,332,11-28,4.162039433589127,0.5138180356447022,0.042807774768675005
333,333,333,11-29,3.4318264954120576,-0.6713543662039471,0.06891069930344136
334,334,334,11-30,3.6681019585924015,-0.2878673810316205,-0.032568237846935966
335,335,335,12-01,3.938208693828183,0.1505294638038786,-0.08696536714101287
336,336,336,12-02,3.5993402063995243,-0.3994711704758355,-0.2540322540244602
337,337,337,12-03,3.9517780516278047,0.17255321541675647,-0.10072793690509296
338,338,338,12-04,3.544436110293869,-0.488583285655982,-0.18493782123123048
339,339,339,12-05,3.998553137026473,0.2484715365122567,-0.17282524780872732
340,340,340,12-06,3.3567996689267368,-0.7931266869884458,-0.07126343271442062
341,341,341,12-07,3.9829857632938666,0.22320490433889764,-0.2424396615497272
342,342,342,12-08,3.974788122454259,0.2098997200900047,-0.11409400323614828
343,343,343,12-09,3.3189835477618828,-0.8545041575950832,-0.2839932986633173
344,344,344,12-10,4.018897007864097,0.2814906642254917,-0.2548412561830132
345,345,345,12-11,3.3704791276355737,-0.7709242360507574,-0.36514399662003977
346,346,346,12-12,3.4645672741807987,-0.6182144321066213,-0.4541958263669494
347,347,347,12-13,3.575224893780524,-0.4386115382832618,-0.14386121308381414
348,348,348,12-14,3.6455864055659535,-0.32441125839145324,-0.21022967828733066
349,349,349,12-15,4.466210817465698,1.007503522103728,-0.11101977634258063
350,350,350,12-16,3.7735498571729282,-0.11672012699560745,-0.27675329162224444
351,351,351,12-17,3.737232625518254,-0.17566482438225722,-0.2656930601710515
352,352,352,12-18,2.8518930828580453,-1.6126155237846045,-0.16858513262791286
353,353,353,12-19,3.616111725564472,-0.3722501495761041,-0.2730137530038027
354,354,354,12-20,4.004569444561576,0.2582363068673788,-0.2728971182442381
355,355,355,12-21,4.080165059419802,0.3809317998483889,-0.3709595768235194
356,356,356,12-22,3.773981025889019,-0.11602031843822012,-0.429148190412276
357,357,357,12-23,3.374720930718317,-0.7640395758579448,-0.7537688132037488
358,358,358,12-24,2.6367847403207763,-1.961747205317144,-0.914382423579578
359,359,359,12-25,2.4160727520361145,-2.319973886324941,-1.1580230704741759
360,360,360,12-26,3.41082222519928,-0.7054453553875967,-1.3773508184447187
361,361,361,12-27,3.1794882345928284,-1.0809120815191977,-1.4475801354356583
362,362,362,12-28,2.9631827368661736,-1.431986806261477,-1.3242700168197052
363,363,363,12-29,3.11510120370072,-1.1854154778035817,
364,364,364,12-30,3.0926305424052747,-1.2218864936214258,
365,365,365,12-31,,,
