,unnamed: 0,unnamed: 0,mth_day,werewolf,werewolf_norm,werewolf_ravg
54,54,54,02-24,0.25421117823705475,1.1652130010754709,0.041561400614645784
55,55,55,02-25,0.017875383043922367,-0.8824968161389587,0.08334873666531951
56,56,56,02-26,0.02376990729736153,-0.8314242514785264,0.08526100402827406
57,57,57,02-27,0.18096814305816689,0.5306054417092426,-0.1874329289610667
58,58,58,02-28,0.11175118795108901,-0.06911851620677148,-0.44491425566411097
59,59,59,02-29,3.1720657846433036e-17,-1.0373764327268558,-0.2180891581260452
60,60,60,03-01,0.07590841214534601,-0.3796749591427949,-0.09303229127109296
61,61,61,03-02,0.1749490738933667,0.4784537690894355,-0.2169239268874089
62,62,62,03-03,0.1103703049437392,-0.08108305034881291,-0.20058147476140506
63,63,63,03-04,0.09517465422978257,-0.21274437198865345,-0.1216927401190168
64,64,64,03-05,0.12306814229531005,0.028936196549251933,-0.03609141063075105
65,65,65,03-06,0.05462951344986345,-0.5640440248725263,-0.0760049178246571
66,66,66,03-07,0.13518631794271846,0.1339330177867996,0.12165460881018647
67,67,67,03-08,0.14730944336861598,0.2389727259259992,0.4152408837995573
68,68,68,03-09,0.2472471837242217,1.1048741094602486,0.5053066233335779
69,69,69,03-10,0.2984796689563008,1.5487732779475716,0.5121807279304343
70,70,70,03-11,0.1854375991201625,0.5693306337533757,0.4207458717172292
71,71,71,03-12,0.059389749385096224,-0.5227993972913874,0.3929395548113177
72,72,72,03-13,0.07186876404952036,-0.4146761194924317,0.23585482422236
73,73,73,03-14,0.12805389857773214,0.0721348244905302,0.004846465257134797
74,74,74,03-15,0.13846787015836973,0.16236572592650222,-0.15842489181155125
75,75,75,03-16,0.13850911916450867,0.16272312415622034,-0.05266332568606611
76,76,76,03-17,0.07237412006457787,-0.4102975086587405,0.02826235926608857
77,77,77,03-18,0.13262838003777186,0.1117699994615234,0.03073336606676888
78,78,78,03-19,0.12790884143919753,0.07087799022049647,-0.1166968037344114
79,79,79,03-20,0.12976504149141171,0.08696086529461204,-0.222423488891248
80,80,80,03-21,0.03637422547539803,-0.7222152928805795,-0.2737966203584011
81,81,81,03-22,0.06529464316907997,-0.4716369867847992,-0.3271704054482782
82,82,82,03-23,0.036798835593752265,-0.7185362974616587,-0.4309793053968589
83,83,83,03-24,0.09566766665258256,-0.20847271107773965,-0.541392946528393
84,84,84,03-25,0.05602240896358562,-0.5519754094709871,-0.5116532680293111
85,85,85,03-26,0.053304904051172886,-0.5755209814945926,-0.4500085212653426
86,86,86,03-27,0.05696860024798115,-0.5437772218860887,-0.4532048879622678
87,87,87,03-28,0.1079828994546126,-0.10176850620098776,-0.5525781708529579
88,88,88,03-29,0.034585389551653516,-0.7377144976432102,-0.5705723742144281
89,89,89,03-30,0.02685284640171875,-0.8047124084218805,-0.47737585664247795
90,90,90,03-31,0.04356163647165591,-0.6599406296398083,-0.1975531599057132
91,91,91,04-01,0.11784238754937636,-0.016341876062891517,-0.2285555828866548
92,92,92,04-02,0.250742500212963,1.1351589585344997,-0.07331787197741146
93,93,93,04-03,0.08651408909920255,-0.2877830440866369,0.0669140853786989
94,94,94,04-04,0.14208566388722088,0.19371176781224944,0.06345088812748521
95,95,95,04-05,0.12396181430713152,0.03667933571478172,0.013958886583549242
96,96,96,04-06,0.04116341343420525,-0.6807198131470904,-0.1664470867002212
97,97,97,04-07,0.08356976324805622,-0.31329388532650737,-0.053617820107869314
98,98,98,04-08,0.1258135025732174,0.05272311883187693,-0.08748613201787286
99,99,99,04-09,0.16464701853185687,0.3891925554674745,-0.09236253163033288
100,100,100,04-10,0.11863225942587514,-0.009498103647771886,-0.02753606122356413
101,101,101,04-11,0.120584965389179,0.007420938040021717,0.16098998700162973
102,102,102,04-12,0.0860549756204603,-0.29176099070647804,0.014483079006688684
103,103,103,04-13,0.21412181651465728,0.8178624040246557,-0.12542836221820547
104,104,104,04-14,0.0243592057450482,-0.8263183291377693,0.034668032458945286
105,105,105,04-15,0.0677600042473324,-0.4502760918818904,-0.010334117035437105
106,106,106,04-16,0.2294971146670781,0.9510802644151328,0.06549238667980893
107,107,107,04-17,0.08942151040133384,-0.2625919589262727,-0.034515069883708734
108,108,108,04-18,0.13856393045851126,0.16319803158499815,0.05466447239601546
109,109,109,04-19,0.14486783851400414,0.2178176646435498,0.011483530524958244
110,110,110,04-20,0.08611498147788821,-0.2912410754594241,0.002406199385369216
111,111,111,04-21,0.03785771394674512,-0.7093617431082337,0.11641697949941948
112,112,112,04-22,0.2232111704720423,0.8966162775775985,-0.02972538040799537
113,113,113,04-23,0.16837262393996233,0.4214727217580289,-0.15147240616541288
114,114,114,04-24,0.037362078858940405,-0.713656127859491,-0.0951767841426498
115,115,115,04-25,0.06055946658681615,-0.5126644899009554,0.014175862055504324
116,116,116,04-26,0.12509903229835226,0.046532656677154484,-0.13449345682656547
117,117,117,04-27,0.11358312497457455,-0.053245865919309014,-0.2678105476187133
118,118,118,04-28,0.12025942974167292,0.004600364285179764,-0.156912387696949
119,119,119,04-29,0.07605211914873708,-0.378429822994858,-0.014543308908674188
120,120,120,04-30,0.11415773981705005,-0.04826716832890518,-0.048685728046414
121,121,121,05-01,0.1591483657466933,0.3415499828286934,-0.1464372975237091
122,122,122,05-02,0.10145581183156284,-0.1583218581492844,-0.2541839273400797
123,123,123,05-03,0.045891322035757805,-0.6397552827830796,-0.2279845381690509
124,124,124,05-04,0.04564616601760062,-0.6418794146130439,-0.3367012700221123
125,125,125,05-05,0.09419488553464747,-0.2212334879686849,-0.471403202044262
126,126,126,05-06,0.03887269193391653,-0.7005675594472737,-0.4130136739115357
127,127,127,05-07,0.06586887482210874,-0.4666616093042048,-0.10485174035565313
128,128,128,05-08,0.14188986780821958,0.19201531064707306,0.027673309698488368
129,129,129,05-09,0.2592898075133207,1.2092163185522158,-0.05058427545167767
130,130,130,05-10,0.13741819198804242,0.15327088571180514,0.1011002059017852
131,131,131,05-11,0.04000243562535834,-0.6907789988696812,0.07963975810897297
132,132,132,05-12,0.14391239692852684,0.2095393286735035,-0.10062016672233436
133,133,133,05-13,0.05100776915661629,-0.595424296061078,-0.11448187555598745
134,134,134,05-14,0.0170620069902817,-0.8895442383407711,-0.12372108051830615
135,135,135,05-15,0.24969073848782705,1.1260460655502975,-0.035956649407456534
136,136,136,05-16,0.13102015208991186,0.09783565593789292,-0.11743888063123098
137,137,137,05-17,0.1007782636510444,-0.16419241220458358,2.244132015450984
138,138,138,05-18,0.08748691784406082,-0.27935405866914315,3.3246474318352632
139,139,139,05-19,1.6863676163534722,13.574001080432213,2.9935477918677016
140,140,140,05-20,0.7653061224489798,5.593548259964904,2.927354530133393
141,141,141,05-21,0.02040816326530664,-0.8605517742550713,2.9084158041915416
142,142,142,05-22,0.08518210311375615,-0.299323914467959,3.116496075179047
143,143,143,05-23,0.08766342047028255,-0.2778247678556928,0.8481887092201834
144,144,144,05-24,0.2315800385423783,0.9691275672558936,0.048351148708622116
145,145,145,05-25,0.1155916580521768,-0.03584311532097071,0.12330884657951495
146,146,146,05-26,0.21142809451830533,0.7945228968955362,0.08149268014032891
147,147,147,05-27,0.07231548035654159,-0.4108055870297143,0.6627143983848988
148,148,148,05-28,0.056224903619219,-0.5502209131030752,0.544412782707252
149,149,149,05-29,0.4901525694993462,3.209505541611726,0.4702122020240914
150,150,150,05-30,0.14965757224729814,0.25931787319001337,0.2831572262676347
151,151,151,05-31,0.06420863563720748,-0.4810465994199347,0.20998111197585054
152,152,152,06-01,0.08189474149554647,-0.3278069576432041,0.2781443600918889
153,153,153,06-02,0.021641888771719842,-0.8498622727804188,0.017054470436884756
154,154,154,06-03,0.10342714480893472,-0.1412414244068454,0.06468056850967271
155,155,155,06-04,0.30935091634584844,1.642966203681702,0.23019000052444685
156,156,156,06-05,0.18263808051664868,0.5450744616267411,0.3212383085102022
157,157,157,06-06,0.17882195505876278,0.5120099926687102,0.33974152545459585
158,158,158,06-07,0.14494461532407854,0.21848289027132767,0.3767951430429928
159,159,159,06-08,0.03445514713505478,-0.7388429711140571,0.1673358789796983
160,160,160,06-09,0.12908633568818334,0.08108028112353709,-0.012419888446750996
161,161,161,06-10,0.16430285929162985,0.3862106193019349,0.1679429258887697
162,162,162,06-11,0.058159342724379726,-0.5334601429319547,0.4930019699627788
163,163,163,06-12,0.3037210656385298,1.5941868786818345,0.5222610698579838
164,164,164,06-13,0.3700441495064819,2.1688371547153817,0.3462043493102287
165,165,165,06-14,0.05471672692210279,-0.5632883717428261,0.1227434829862882
166,166,166,06-15,0.007169144004206454,-0.975260042162994,0.1365500726819325
167,167,167,06-16,0.009558858672275086,-0.9545545786417082,-0.0649332368448819
168,168,168,06-17,0.06772024240028447,-0.4506206047580889,-0.4268016343579892
169,169,169,06-18,0.16419626253940786,0.38528702152094796,-0.34273965488499786
170,170,170,06-19,0.11945457447226958,-0.0023732303632616925,-0.09709900835515434
171,171,171,06-20,0.11292865108414178,-0.05891649490487801,-0.03045422868099793
172,172,172,06-21,0.17727237945684932,0.4985838370160672,-0.01359307857667937
173,173,173,06-22,0.05570957846866365,-0.5546859005967698,-0.11529112752348245
174,174,174,06-23,0.07939638894490285,-0.3494537041321774,-0.08730942779784623
175,175,175,06-24,0.09377156935667467,-0.2249012721598703,-0.15245139679364214
176,176,176,06-25,0.13883156978650707,0.16551696799055549,-0.3372326472143363
177,177,177,06-26,0.06781860986547729,-0.4497683088796536,-0.3357478038159689
178,178,178,06-27,0.04931355427224639,-0.6101036655080972,-0.2959412044933764
179,179,179,06-28,0.05673781491800917,-0.5457768402065657,0.06792719213945614
180,180,180,06-29,0.10696198703624853,-0.11061410819662228,0.2227742306842037
181,181,181,06-30,0.3457461200696836,1.9583091076371248,0.21532924390170669
182,182,182,07-01,0.2460613081413993,1.0945991992590414,0.3344999658131217
183,183,183,07-02,0.06266304478496015,-0.4944382295746361,0.34771513993982445
184,184,184,07-03,0.1318378663302512,0.10492066596039304,0.3342301115692791
185,185,185,07-04,0.06588916632413352,-0.4664857954463496,-0.05941464551730469
186,186,186,07-05,0.09762376476560422,-0.19152427841989447,-0.3368202483403286
187,187,187,07-06,0.07315179276537731,-0.4035594348823779,-0.23971655339182954
188,188,188,07-07,0.05396121705507236,-0.569834417679102,-0.054003425728090006
189,189,189,07-08,0.12990620229366406,0.08818394011635787,-0.08066441590196352
190,190,190,07-09,0.2604420054575019,1.2191994319428303,-0.060939990693909325
191,191,191,07-10,0.04742674671640782,-0.6264517364895906,0.262623965727874
192,192,192,07-11,0.11128269537310878,-0.07317772717156926,0.3510866068678947
193,193,193,07-12,0.2972159964740922,1.5378243036483217,0.3420733657476429
194,194,194,07-13,0.11522054724811268,-0.039058570838978006,-0.0065043233624338965
195,195,195,07-14,0.12366463967718007,0.03410449339484735,0.10337400809844284
196,196,196,07-15,0.019056088420250767,-0.8722667027176305,0.2406798929477301
197,197,197,07-16,0.1235161885562471,0.032818252275669715,-0.07932150016643036
198,198,198,07-17,0.20636539275851154,0.7506575819241549,0.0007048887075406969
199,199,199,07-18,0.07561882561882602,-0.3821840550366411,-0.004327075145963987
200,200,200,07-19,0.17063787276553274,0.4410997624048483,0.1306028077844004
201,201,201,07-20,0.12018006436664448,0.003912710273819247,0.19378417200274425
202,202,202,07-21,0.11249343264623092,-0.06268740513544417,0.16673883196527464
203,203,203,07-22,0.16726853421108728,0.4119064375857329,0.11784449497762953
204,204,204,07-23,0.1876368154270252,0.5883855416993372,-0.10948192289739744
205,205,205,07-24,0.0417600769369388,-0.6755500769625119,-0.2549324404978079
206,206,206,07-25,0.013217023526302284,-0.9228587448453136,-0.1558081019403024
207,207,207,07-26,0.019457305362321986,-0.8687903953286435,-0.2982754867303935
208,208,208,07-27,0.18113586189780154,0.5320586262095889,-0.3645625517611442
209,209,209,07-28,0.06861155931044981,-0.4428978711548136,-0.18880275245018774
210,210,210,07-29,0.14173380878019756,0.1906631515148329,-0.09638182189396596
211,211,211,07-30,0.1634716541846749,0.3790087189032271,0.1726770615089139
212,212,212,07-31,0.07721742221132757,-0.3683331615079825,0.2387812873264185
213,213,213,08-01,0.20577739220733365,0.7455629050886355,0.3554816946851277
214,214,214,08-02,0.2269122545571635,0.9286839811146164,0.293752821224792
215,215,215,08-03,0.14942520782829025,0.2573045729974419,0.13504793050901767
216,216,216,08-04,0.09898729575482093,-0.17971008924718165,0.08915772240235692
217,217,217,08-05,0.05357039893931605,-0.5732206253914187,-0.07203770966672121
218,218,218,08-06,0.04543899716313542,-0.643674410147947,-0.2252150339257159
219,219,219,08-07,0.0941514666022014,-0.22160968732583336,-0.2706699346260731
220,220,220,08-08,0.12083877354933692,0.009620035560648341,-0.29264839634290635
221,221,221,08-09,0.11794822799804065,-0.015424831204701115,-0.23643736725086464
222,222,222,08-10,0.0837674715884195,-0.3115808595481812,-0.3020543710140158
223,223,223,08-11,0.09249587015817334,-0.23595445083916866,-0.2562544324193966
224,224,224,08-12,2.973811673103096e-16,-1.0373764327268535,-0.3777832113324679
225,225,225,08-13,0.1258673810835231,0.05318994424188179,-0.4922345176889012
226,226,226,08-14,0.03668153497436515,-0.7195526379177797,-0.5219865016161229
227,227,227,08-15,0.03869205525935808,-0.7021326693433012,-0.512032775290579
228,228,228,08-16,0.06316457545274036,-0.4900927631115114,-0.3199989160803621
229,229,229,08-17,0.0993887076291066,-0.17623209288590475,-0.4802574320162871
230,230,230,08-18,0.13298117078578292,0.11482672253444758,-0.17177748751126
231,231,231,08-19,0.014890258792698091,-0.908361151373668,-0.13396386411831773
232,232,232,08-20,0.2503002392639327,1.1313270291123827,0.3041429747598717
233,233,233,08-21,0.06487754114776846,-0.4752509289856477,0.3891945837919682
234,234,234,08-22,0.3665483672636599,2.1385482701576253,0.3777415849611549
235,235,235,08-23,0.15828593852796408,0.3340775613066739,0.5801343757606366
236,236,236,08-24,0.1250501048800433,0.046108729549567816,0.2627480738457745
237,237,237,08-25,0.15504486689050334,0.30599559342322225,0.3742735895576461
238,238,238,08-26,0.0305139880601516,-0.7729907823767901,0.1849195503370885
239,239,239,08-27,0.14210763855271524,0.193902165285582,0.002938341240157664
240,240,240,08-28,0.2354229400492749,1.0024240348342803,-0.1264618975071592
241,241,241,08-29,0.03226610876330422,-0.7578096932749114,-0.26879341344544866
242,242,242,08-30,0.035441973692402845,-0.7302927029343333,-0.11101000219379847
243,243,243,08-31,0.056481979558902974,-0.5479935022065145,-0.2544781394959849
244,244,244,09-01,0.13977712970149164,0.17370968513311136,-0.543489766087171
245,245,245,09-02,0.042757654402185166,-0.6669066585275367,-0.2305211200188953
246,246,246,09-03,0.03528581510232921,-0.7316457247128363,-0.1362202921370527
247,247,247,09-04,0.2489931856682205,1.1200021831347429,-0.08581684759261178
248,248,248,09-05,0.10074417898771164,-0.1644877356432775,-0.25316696954077583
249,249,249,09-06,0.09138576733217614,-0.2455728349398688,-0.273623976187776
250,250,250,09-07,0.023889154323937272,-0.8303910465558728,-0.28317570064873965
251,251,251,09-08,0.028591419833558174,-0.7896486984095378,-0.6046969686193621
252,252,252,09-09,0.02867135915655937,-0.7889560714786183,-0.6595067108865004
253,253,253,09-10,0.026343519494204763,-0.8091254246889913,-0.5384938176451849
254,254,254,09-11,0.06278908228170704,-0.4933461892461076,-0.3522561333826585
255,255,255,09-12,0.17518576119570042,0.4805045245080242,-0.31163106687184605
256,256,256,09-13,0.1528565426768035,0.28703505901928483,-0.105145467804241
257,257,257,09-14,0.05672379674915318,-0.5458982993446633,-0.05435007880689508
258,258,258,09-15,0.17166018845647552,0.4499575229270119,-0.04944808251100713
259,259,259,09-16,0.061518724154294976,-0.5043530907049155,-0.2376943579968419
260,260,260,09-17,0.06618365659946396,-0.4639342114707799,-0.2301121082641097
261,261,261,09-18,0.0448274472341726,-0.6489731284069844,-0.2030361678513848
262,262,262,09-19,0.15810716072299466,0.3325285574156773,-0.2057674393919396
263,263,263,09-20,0.07547356447771157,-0.3834426568683136,-0.006446896367563774
264,264,264,09-21,0.1697688152960827,0.4335698936836835,0.08915431046517541
265,265,265,09-22,0.1995458370918308,0.691570167441339,0.18764605776184404
266,266,266,09-23,0.13238635890122052,0.1096730295256552,0.3740909450229488
267,267,267,09-24,0.11303181453749656,-0.05802264462697264,0.5443134113006888
268,268,268,09-25,0.2872180346958167,1.4511978809823056,0.4134022384553021
269,269,269,09-26,0.19335060424952355,0.6378921407981266,0.3091478175751994
270,270,270,09-27,0.0791143801588791,-0.3518971433886373,0.3265001173739837
271,271,271,09-28,0.1273508866531521,0.0660436421607228,0.3084561776183038
272,272,272,09-29,0.1444026207862781,0.21378682831836127,0.1226153234831739
273,273,273,09-30,0.10053660018224196,-0.16628628316105226,0.05721552543403838
274,274,274,10-01,0.1585254465014292,0.3361527561715265,0.10440094254307583
275,275,275,10-02,0.1480620194681941,0.2454933525033134,-0.0499521640313478
276,276,276,10-03,0.11178972208546296,-0.06878464073441258,-0.07694915921924016
277,277,277,10-04,0.02046319033174484,-0.8600749972858189,-0.05081432385736587
278,278,278,10-05,0.12570752168995655,0.051804857191007116,-0.16212041613310704
279,279,279,10-06,0.11863466382065065,-0.009477270989806543,-0.3538407992928174
280,280,280,10-07,0.08144729722455978,-0.3316837974829206,-0.4754012078247857
281,281,281,10-08,0.015297927130874156,-0.9048289464549488,-0.4224851167515387
282,282,282,10-09,0.027610580374399847,-0.7981470919262224,-0.4662110165881714
283,283,283,10-10,0.05710695603675184,-0.542578450846337,-0.17481334263810844
284,284,284,10-11,0.09542785445912733,-0.2105505418287892,0.0258158569178404
285,285,285,10-12,0.3204240982750902,1.7389087727105714,0.037234715926810685
286,286,286,10-13,0.2203806392950244,0.8720913998527724,0.2243931989612992
287,287,287,10-14,0.02320535161474279,-0.8363157924011271,0.27229552221954223
288,288,288,10-15,0.15721561096003295,0.3248038062807085,0.28744982211270725
289,289,289,10-16,0.0902787469721562,-0.2551645112968787,0.03915830153040737
290,290,290,10-17,0.1059220274686167,-0.11962474246979908,-0.1414637609380777
291,291,291,10-18,0.1484851639693852,0.24915964921677225,0.0682738750084258
292,292,292,10-19,0.0953020024567766,-0.21164097495813808,0.0510455503711743
293,293,293,10-20,0.16844617789775895,0.4221100232778941,0.2896573611094826
294,294,294,10-21,0.14528520040451068,0.2214338584571996,0.2303158407416183
295,295,295,10-22,0.2555145969717152,1.1765063531329711,0.31178172711237845
296,296,296,10-23,0.06482872815576762,-0.4756738646769849,0.4760538757237944
297,297,297,10-24,0.2048993244369203,0.7379549674413332,0.5073928189914517
298,298,298,10-25,0.20905851779050552,0.7739919167103576,0.659461315511703
299,299,299,10-26,0.19014802456199847,0.6101436828838378,0.5977376019671169
300,300,300,10-27,0.2505908313493105,1.1338448375787078,0.6167962277085113
301,301,301,10-28,0.21277165712682028,0.8061640718654551,0.472601174343241
302,302,302,10-29,0.07802660052620343,-0.36132211022861854,0.4840942169330458
303,303,303,10-30,0.10504595953088466,-0.12721535275028878,0.6484267202851537
304,304,304,10-31,0.21701731352459544,0.8429501722491861,0.4653786318416535
305,305,305,11-01,0.3039463348381021,1.5961387029964853,0.2696690720866815
306,306,306,11-02,0.12383220028587208,0.035556306917706365,0.3473436344582614
307,307,307,11-03,0.07724510729220857,-0.36809328666437663,0.2568145410261701
308,308,308,11-04,0.13181531407352998,0.10472526400086077,0.06356036068909439
309,309,309,11-05,0.04235563562505494,-0.6703899133428362,-0.2615412950401955
310,310,310,11-06,0.08319108482636063,-0.3165749097732684,-0.3769638275421408
311,311,311,11-07,0.07881729258961252,-0.3544712313792542,-0.2791057063385712
312,312,312,11-08,0.04390346495609697,-0.6569788880939647,-0.06742272808178686
313,313,313,11-09,0.14501069603821315,0.2190554405570405,-0.07331522617742155
314,314,314,11-10,0.2784032668428033,1.3748231335415668,-0.008606167442928034
315,315,315,11-11,0.03827515055417632,-0.7057449019166443,0.03019473698286233
316,316,316,11-12,0.12800134082157574,0.0716794426336927,0.1985661863377537
317,317,317,11-13,0.10568645888825212,-0.12166580482451204,0.03976777947461106
318,318,318,11-14,0.16049869745414452,0.35324980803538364,-0.19825724569325487
319,319,319,11-15,0.035044681969511535,-0.7337350006218153,-0.13013217573972152
320,320,320,11-16,0.11357375889395635,-0.053327017465629116,-0.09358794195735044
321,321,321,11-17,0.08545095381899051,-0.29699448219544383,-0.02531089171200664
322,322,322,11-18,0.15330778945430995,0.29094484532791937,0.010853499204692177
323,323,323,11-19,0.15296750670329526,0.2879964966475506,0.1967606881688153
324,324,324,11-20,0.18554210940574611,0.5702361535355766,0.04292481101402284
325,325,325,11-21,0.16378320624652368,0.3817081331629238,0.23888307473767145
326,326,326,11-22,0.007044237813468958,-0.9763422803943842,0.10276175035511187
327,327,327,11-23,0.22114972820332326,0.8787551001464478,0.06584955127121797
328,328,328,11-24,0.059045386148190236,-0.525783100967438,0.051157252361231184
329,329,329,11-25,0.1274062464617839,0.06652330214418728,-0.0001472715080515774
330,330,330,11-26,0.175367866599711,0.4820823600756558,0.0383176702171428
331,331,331,11-27,0.12825543172382445,0.07388098994722724,-0.2359292540189396
332,332,332,11-28,0.033680753925056366,-0.745552630043218,-0.2442272723709329
333,333,333,11-29,0.031236984589754605,-0.7667264452700466,-0.2309577344421521
334,334,334,11-30,0.05329910681917869,-0.5755712110793979,-0.3282426823247539
335,335,335,12-01,0.13659524415632046,0.14614052971687289,-0.43127663314978815
336,336,336,12-02,0.10799919358304147,-0.10162732721995556,-0.4396664767117788
337,337,337,12-03,0.056905642328617466,-0.5443227150029779,-0.3778672256543851
338,338,338,12-04,0.027870886726784082,-0.7958916914151619,-0.3764349527596595
339,339,339,12-05,0.07403223326671028,-0.3959309389256848,-0.488488337529781
340,340,340,12-06,0.05429093881801834,-0.5669775737110441,-0.5935441025492336
341,341,341,12-07,0.058999603686851775,-0.5261797789038565,-0.5264466820290395
342,342,342,12-08,0.03524932182844831,-0.7319619173366713,-0.44165854227112017
343,343,343,12-09,0.10336981054446236,-0.14173819188181386,-0.4824518355284835
344,344,344,12-10,0.08658566827691609,-0.28716285286764537,-0.4040450253143573
345,345,345,12-11,0.04578336132359346,-0.6406906984698643,-0.1075159897496577
346,346,346,12-12,0.10858672531491564,-0.0965367124262867,0.07746047593530896
347,347,347,12-13,0.2643424452229696,1.252994434484341,0.034678990658300206
348,348,348,12-14,0.16334333126912454,0.3778968767731287,0.31473918617583635
349,349,349,12-15,0.07374413919937146,-0.3984271035438663,0.33831856447376296
350,350,350,12-16,0.2805240333318413,1.3931983202375715,0.3264591195335185
351,351,351,12-17,0.062111801242236364,-0.4992144286823046,0.05289802942672809
352,352,352,12-18,0.1003742002971435,-0.16769338206775344,-0.0817934300081155
353,353,353,12-19,0.07490463361281527,-0.3883721061564013,-0.1320200029452061
354,354,354,12-20,0.07007109248708845,-0.4302518798359329,-0.3212991628729329
355,355,355,12-21,0.03896283291723194,-0.6997865411664099,-0.19689464380450608
356,356,356,12-22,0.14945045913998686,0.2575233606712112,-0.08040437163026393
357,357,357,12-23,0.14826045578055772,0.247212685728256,-0.07593075619562381
358,358,358,12-24,0.18104233269106368,0.5312482509776996,-0.15434826612736172
359,359,359,12-25,0.07800255926296093,-0.3615304135485607,-0.0980824761509178
360,360,360,12-26,0.015767896562598912,-0.9007569394263604,-0.189492726823262
361,361,361,12-27,0.07792622539930302,-0.3621918013077466,-0.2582400278473482
362,362,362,12-28,0.08614994429211642,-0.29093814336285345,-0.4702056624274762
363,363,363,12-29,0.10065376487644014,-0.16527112041626166,
364,364,364,12-30,0.03425864376899506,-0.7405455565030682,
365,365,365,12-31,,,
